Orthogroup	Syap	Syab
OG0001390	Syap.g_02643	Syab.g_02844
OG0001391	Syap.g_01833	Syab.g_02845
OG0001392	Syap.g_01832	Syab.g_02846
OG0001393	Syap.g_01831	Syab.g_02847
OG0001394	Syap.g_00159	Syab.g_01599
OG0001396	Syap.g_02537	Syab.g_02831
OG0001398	Syap.g_02356	Syab.g_02457
OG0001401	Syap.g_01844	Syab.g_01708
OG0001406	Syap.g_01989	Syab.g_02783
OG0001408	Syap.g_01862	Syab.g_01826
OG0001411	Syap.g_00853	Syab.g_00147
OG0001415	Syap.g_00447, Syap.g_00446	Syab.g_02471
OG0001420	Syap.g_02736	Syab.g_02155
OG0001425	Syap.g_01024	Syab.g_02777
OG0001428	Syap.g_01196	Syab.g_02594
OG0001432	Syap.g_01967	Syab.g_01818
OG0001434	Syap.g_00167	Syab.g_01594
OG0001435	Syap.g_01259	Syab.g_01637
OG0001436	Syap.g_01711	Syab.g_00217, Syab.g_00216
OG0001438	Syap.g_01346, Syap.g_01630	Syab.g_00280
OG0001439	Syap.g_01674	Syab.g_00248
OG0001443	Syap.g_01006	Syab.g_02794
OG0001444	Syap.g_00761	Syab.g_02479, Syab.g_02736, Syab.g_00101
OG0001447	Syap.g_02218	Syab.g_02534
OG0001452	Syap.g_01590	Syab.g_00338
OG0001456	Syap.g_01828	Syab.g_02850
OG0001457	Syap.g_01826	Syab.g_02851
OG0001458	Syap.g_01825	Syab.g_02852
OG0001461	Syap.g_02707	Syab.g_01754
OG0001478	Syap.g_01790	Syab.g_00260, Syab.g_00661, Syab.g_00670, Syab.g_00706
OG0001479	Syap.g_00565	Syab.g_00527
OG0001488	Syap.g_00209	Syab.g_00994
OG0001489	Syap.g_00603	Syab.g_00462
OG0001492	Syap.g_02441	Syab.g_01155
OG0001493	Syap.g_02433	Syab.g_01147
OG0001498	Syap.g_02044, Syap.g_02043	Syab.g_00552
OG0001502	Syap.g_00833	Syab.g_01733
OG0001510	Syap.g_01117	Syab.g_00103
OG0001511	Syap.g_02629, Syap.g_02676	Syab.g_02509
OG0001512	Syap.g_01151, Syap.g_01152	Syab.g_02368
OG0001515	Syap.g_00906	Syab.g_01176
OG0001516	Syap.g_01964	Syab.g_01554
OG0001517	Syap.g_00568	Syab.g_00524
OG0001518	Syap.g_01026	Syab.g_02775
OG0001519	Syap.g_02079	Syab.g_02796
OG0001527	Syap.g_00287, Syap.g_00292	Syab.g_01998
OG0001529	Syap.g_01809	Syab.g_00051
OG0001530	Syap.g_02627	Syab.g_02507
OG0001531	Syap.g_01150	Syab.g_02367
OG0001533	Syap.g_02326	Syab.g_00636
OG0001534	Syap.g_00534	Syab.g_01297
OG0001535	Syap.g_01875	Syab.g_01316
OG0001536	Syap.g_02018	Syab.g_01388
OG0001537	Syap.g_00153	Syab.g_01606
OG0001538	Syap.g_00199	Syab.g_01278
OG0001539	Syap.g_02370	Syab.g_01641
OG0001540	Syap.g_02214	Syab.g_02538
OG0001541	Syap.g_01187	Syab.g_02603
OG0001542	Syap.g_01177	Syab.g_02614
OG0001543	Syap.g_01417, Syap.g_01416	Syab.g_02686
OG0001546	Syap.g_02745	Syab.g_02150
OG0001547	Syap.g_00840, Syap.g_00839	Syab.g_01440
OG0001557	Syap.g_00162	Syab.g_01598
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syab.g_00021
OG0001562	Syap.g_02700	Syab.g_01324
OG0001564	Syap.g_00876	Syab.g_00177
OG0001567	Syap.g_00838	Syab.g_01441
OG0001568	Syap.g_00842	Syab.g_01439
OG0001570	Syap.g_00438	Syab.g_01443
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syab.g_02000
OG0001577	Syap.g_00232	Syab.g_00964
OG0001580	Syap.g_01340, Syap.g_01341	Syab.g_02740
OG0001590	Syap.g_00889	Syab.g_01879, Syab.g_01742
OG0001592	Syap.g_01342	Syab.g_02741
OG0001614	Syap.g_01101	Syab.g_00121
OG0001615	Syap.g_01937	Syab.g_01727
OG0001616	Syap.g_01884	Syab.g_01013
OG0001618	Syap.g_00518, Syap.g_02409	Syab.g_01665
OG0001619	Syap.g_01752	Syab.g_01399
OG0001620	Syap.g_00557	Syab.g_00535
OG0001621	Syap.g_01592	Syab.g_00337
OG0001622	Syap.g_02601	Syab.g_02884
OG0001623	Syap.g_00582, Syap.g_00585	Syab.g_00506
OG0001624	Syap.g_02494	Syab.g_01843
OG0001634	Syap.g_01956	Syab.g_01560
OG0001635	Syap.g_01127	Syab.g_00090
OG0001636	Syap.g_01797	Syab.g_00041
OG0001637	Syap.g_01945, Syap.g_01946	Syab.g_02344
OG0001638	Syap.g_01778	Syab.g_02270
OG0001639	Syap.g_00751	Syab.g_02170
OG0001641	Syap.g_02685	Syab.g_01341
OG0001642	Syap.g_00530	Syab.g_02027
OG0001643	Syap.g_00902	Syab.g_01869
OG0001644	Syap.g_00346	Syab.g_01672
OG0001645	Syap.g_00668	Syab.g_02028, Syab.g_02814
OG0001647	Syap.g_01370	Syab.g_00304
OG0001652	Syap.g_02634	Syab.g_00019
OG0001654	Syap.g_00753	Syab.g_02168
OG0001657	Syap.g_02175	Syab.g_02575
OG0001658	Syap.g_00131	Syab.g_02754
OG0001659	Syap.g_01892	Syab.g_01020
OG0001669	Syap.g_01283	Syab.g_02892
OG0001672	Syap.g_02553, Syap.g_02554	Syab.g_02448
OG0001673	Syap.g_01163	Syab.g_02375
OG0001675	Syap.g_02698	Syab.g_01326
OG0001677	Syap.g_00592	Syab.g_00475
OG0001678	Syap.g_02678	Syab.g_00370
OG0001679	Syap.g_02521	Syab.g_02475, Syab.g_01425
OG0001680	Syap.g_01772	Syab.g_02290
OG0001682	Syap.g_00516	Syab.g_01647, Syab.g_01663
OG0001692	Syap.g_02120	Syab.g_00782
OG0001694	Syap.g_01358	Syab.g_00293
OG0001713	Syap.g_00349	Syab.g_00985
OG0001715	Syap.g_00665	Syab.g_01788
OG0001717	Syap.g_01200	Syab.g_02588
OG0001729	Syap.g_02666	Syab.g_02362
OG0001730	Syap.g_00770	Syab.g_02358
OG0001731	Syap.g_00029	Syab.g_02188
OG0001732	Syap.g_02315	Syab.g_01045
OG0001735	Syap.g_00095	Syab.g_01535
OG0001737	Syap.g_01637	Syab.g_00274
OG0001738	Syap.g_01657	Syab.g_00233
OG0001739	Syap.g_01815, Syap.g_01816	Syab.g_02867
OG0001741	Syap.g_02493	Syab.g_01067, Syab.g_02161
OG0001745	Syap.g_02401	Syab.g_01769
OG0001748	Syap.g_01911	Syab.g_02693
OG0001750	Syap.g_00764	Syab.g_02480
OG0001751	Syap.g_01164	Syab.g_02376
OG0001752	Syap.g_02670	Syab.g_02354
OG0001753	Syap.g_02534	Syab.g_02347
OG0001754	Syap.g_01949, Syap.g_01948	Syab.g_02346
OG0001755	Syap.g_00250	Syab.g_02141
OG0001762	Syap.g_02692	Syab.g_01333
OG0001764	Syap.g_02336	Syab.g_01436
OG0001766	Syap.g_01328	Syab.g_00263
OG0001767	Syap.g_01036, Syap.g_00863	Syab.g_00218
OG0001768	Syap.g_00610, Syap.g_02273	Syab.g_02620
OG0001783	Syap.g_01108, Syap.g_01471	Syab.g_00116
OG0001786	Syap.g_00311, Syap.g_01210	Syab.g_02213
OG0001787	Syap.g_01454	Syab.g_02042
OG0001788	Syap.g_01449	Syab.g_02039
OG0001789	Syap.g_01482, Syap.g_01481	Syab.g_00916
OG0001790	Syap.g_00238	Syab.g_00948
OG0001796	Syap.g_01850, Syap.g_01852	Syab.g_01322
OG0001797	Syap.g_00947	Syab.g_01407
OG0001798	Syap.g_01291	Syab.g_01894
OG0001799	Syap.g_00638	Syab.g_01854
OG0001800	Syap.g_00771	Syab.g_00819
OG0001801	Syap.g_02110	Syab.g_00804
OG0001804	Syap.g_02045, Syap.g_02046	Syab.g_00553
OG0001806	Syap.g_02337	Syab.g_00305
OG0001808	Syap.g_01055	Syab.g_00209
OG0001809	Syap.g_00322, Syap.g_01685	Syab.g_02549
OG0001811	Syap.g_01180	Syab.g_02612
OG0001812	Syap.g_01343	Syab.g_02742
OG0001813	Syap.g_02086	Syab.g_02810
OG0001814	Syap.g_01166, Syap.g_00125	Syab.g_02899
OG0001815	Syap.g_01801	Syab.g_02909
OG0001838	Syap.g_00064, Syap.g_00537	Syab.g_00008
OG0001839	Syap.g_01794	Syab.g_00037
OG0001840	Syap.g_00978	Syab.g_00057
OG0001841	Syap.g_00987	Syab.g_00064
OG0001843	Syap.g_01100	Syab.g_00122
OG0001844	Syap.g_01099	Syab.g_00123
OG0001845	Syap.g_01094	Syab.g_00124
OG0001846	Syap.g_02228, Syap.g_02226	Syab.g_02526
OG0001847	Syap.g_02230	Syab.g_02524
OG0001848	Syap.g_02236	Syab.g_02520
OG0001849	Syap.g_02364	Syab.g_02464
OG0001850	Syap.g_02550	Syab.g_02451
OG0001851	Syap.g_01700	Syab.g_02444
OG0001852	Syap.g_01699	Syab.g_02443
OG0001853	Syap.g_01691	Syab.g_02436
OG0001854	Syap.g_01157	Syab.g_02371
OG0001856	Syap.g_01216	Syab.g_02228
OG0001857	Syap.g_01212	Syab.g_02225
OG0001858	Syap.g_00025	Syab.g_02183
OG0001859	Syap.g_02516	Syab.g_02077
OG0001860	Syap.g_02262	Syab.g_02091
OG0001861	Syap.g_02248	Syab.g_02103
OG0001862	Syap.g_00276	Syab.g_02115
OG0001863	Syap.g_00272	Syab.g_02121
OG0001864	Syap.g_01974	Syab.g_02032
OG0001865	Syap.g_00651	Syab.g_01801, Syab.g_01966
OG0001866	Syap.g_01522	Syab.g_01933
OG0001867	Syap.g_01524	Syab.g_01922
OG0001868	Syap.g_01495	Syab.g_00910
OG0001869	Syap.g_00233	Syab.g_00963
OG0001870	Syap.g_00224	Syab.g_00972
OG0001871	Syap.g_00217	Syab.g_00977
OG0001872	Syap.g_02442	Syab.g_01058
OG0001873	Syap.g_01885	Syab.g_01014
OG0001874	Syap.g_01882	Syab.g_01011
OG0001877	Syap.g_00905	Syab.g_01177
OG0001878	Syap.g_02695	Syab.g_01329
OG0001879	Syap.g_02690	Syab.g_01336
OG0001883	Syap.g_01741	Syab.g_01408
OG0001884	Syap.g_01733	Syab.g_01805
OG0001885	Syap.g_02792	Syab.g_01431
OG0001886	Syap.g_02335	Syab.g_01435
OG0001887	Syap.g_01245	Syab.g_01617
OG0001888	Syap.g_00168	Syab.g_01592
OG0001889	Syap.g_02724	Syab.g_01288
OG0001890	Syap.g_00825	Syab.g_01721
OG0001891	Syap.g_00832	Syab.g_01725
OG0001893	Syap.g_01290	Syab.g_01893
OG0001894	Syap.g_00893	Syab.g_01874
OG0001895	Syap.g_02658	Syab.g_00813
OG0001896	Syap.g_02053	Syab.g_00574
OG0001897	Syap.g_00559	Syab.g_00532
OG0001898	Syap.g_00577	Syab.g_00513
OG0001899	Syap.g_00484	Syab.g_00434
OG0001900	Syap.g_02355	Syab.g_00320
OG0001901	Syap.g_02354	Syab.g_00319
OG0001902	Syap.g_01354	Syab.g_00288
OG0001903	Syap.g_01631	Syab.g_00279
OG0001904	Syap.g_02063	Syab.g_00213
OG0001905	Syap.g_01060	Syab.g_00206
OG0001906	Syap.g_02213	Syab.g_02539
OG0001908	Syap.g_01185	Syab.g_02605
OG0001909	Syap.g_02279	Syab.g_02618
OG0001910	Syap.g_01907	Syab.g_02697
OG0001912	Syap.g_01042	Syab.g_02765
OG0001913	Syap.g_01032	Syab.g_02769
OG0001915	Syap.g_02313	Syab.g_02906
OG0001924	Syap.g_00381	Syab.g_01915
OG0001925	Syap.g_00382	Syab.g_01916
OG0001926	Syap.g_00383	Syab.g_01917
OG0001927	Syap.g_00384	Syab.g_01918
OG0001929	Syap.g_00994	Syab.g_00071
OG0001932	Syap.g_01102	Syab.g_00120
OG0001935	Syap.g_01697	Syab.g_02441
OG0001937	Syap.g_00037	Syab.g_02196
OG0001938	Syap.g_00731, Syap.g_02259	Syab.g_02093
OG0001942	Syap.g_00831	Syab.g_00940
OG0001943	Syap.g_00645	Syab.g_00987
OG0001944	Syap.g_02662	Syab.g_01442
OG0001946	Syap.g_01058	Syab.g_01178
OG0001947	Syap.g_01412	Syab.g_01235
OG0001970	Syap.g_02212	Syab.g_02541
OG0001973	Syap.g_01331, Syap.g_01332	Syab.g_02720
OG0001979	Syap.g_00662, Syap.g_00834	Syab.g_01172, Syab.g_01161
OG0001994	Syap.g_00380	Syab.g_01914
OG0001998	Syap.g_00748	Syab.g_00888
OG0001999	Syap.g_01375	Syab.g_02321
OG0002002	Syap.g_02443	Syab.g_01057
OG0002006	Syap.g_01384, Syap.g_01413	Syab.g_01236
OG0002009	Syap.g_00155	Syab.g_01603
OG0002011	Syap.g_02399	Syab.g_00559
OG0002013	Syap.g_02542	Syab.g_02456
OG0002016	Syap.g_00102	Syab.g_02690
OG0002017	Syap.g_02099	Syab.g_02823
OG0002020	Syap.g_02581	Syab.g_02865
OG0002021	Syap.g_02584	Syab.g_02863
OG0002022	Syap.g_02585	Syab.g_02862
OG0002023	Syap.g_02588	Syab.g_02861
OG0002025	Syap.g_02468	Syab.g_00195
OG0002039	Syap.g_00208	Syab.g_00998
OG0002046	Syap.g_02164	Syab.g_00666
OG0002048	Syap.g_00598	Syab.g_00471
OG0002049	Syap.g_01926	Syab.g_00389
OG0002053	Syap.g_00836, Syap.g_00835	Syab.g_01482
OG0002056	Syap.g_01633, Syap.g_01632	Syab.g_00278
OG0002110	Syap.g_00363	Syab.g_00077
OG0002113	Syap.g_01795	Syab.g_00038
OG0002116	Syap.g_00044	Syab.g_02201
OG0002122	Syap.g_01294	Syab.g_01174
OG0002129	Syap.g_02529	Syab.g_00756
OG0002130	Syap.g_01480	Syab.g_00917
OG0002131	Syap.g_02582	Syab.g_02864
OG0002134	Syap.g_01088, Syap.g_01087	Syab.g_00130
OG0002135	Syap.g_01395, Syap.g_01402	Syab.g_02304
OG0002136	Syap.g_01396, Syap.g_01403	Syab.g_02303
OG0002139	Syap.g_02429	Syab.g_01142
OG0002142	Syap.g_02112, Syap.g_02111	Syab.g_00803
OG0002143	Syap.g_02578	Syab.g_00556
OG0002144	Syap.g_00772, Syap.g_00773	Syab.g_00394
OG0002145	Syap.g_02737	Syab.g_01072
OG0002156	Syap.g_01621	Syab.g_00808
OG0002167	Syap.g_01318	Syab.g_01848
OG0002168	Syap.g_01411	Syab.g_01234
OG0002170	Syap.g_00573	Syab.g_00520
OG0002172	Syap.g_01910	Syab.g_02694
OG0002173	Syap.g_01420	Syab.g_02683
OG0002174	Syap.g_02100	Syab.g_02824
OG0002179	Syap.g_01062	Syab.g_00203
OG0002180	Syap.g_01353	Syab.g_00287
OG0002181	Syap.g_02350	Syab.g_00317
OG0002182	Syap.g_00309	Syab.g_00339
OG0002184	Syap.g_02363	Syab.g_02463
OG0002185	Syap.g_02549	Syab.g_02452
OG0002186	Syap.g_01404	Syab.g_02302
OG0002187	Syap.g_01398	Syab.g_02300
OG0002188	Syap.g_00616	Syab.g_02249
OG0002189	Syap.g_00615	Syab.g_02248
OG0002190	Syap.g_00028	Syab.g_02187
OG0002191	Syap.g_02327, Syap.g_02329	Syab.g_00577
OG0002192	Syap.g_00207	Syab.g_01000
OG0002194	Syap.g_02432	Syab.g_01146
OG0002195	Syap.g_01249	Syab.g_01621
OG0002196	Syap.g_00179	Syab.g_01575
OG0002197	Syap.g_02684	Syab.g_01342
OG0002198	Syap.g_00644, Syap.g_00405	Syab.g_01851
OG0002199	Syap.g_00637	Syab.g_01855
OG0002200	Syap.g_02466	Syab.g_00775
OG0002201	Syap.g_01520	Syab.g_01942
OG0002202	Syap.g_01519	Syab.g_01943
OG0002203	Syap.g_01518	Syab.g_01944
OG0002204	Syap.g_00440	Syab.g_01963
OG0002205	Syap.g_01315	Syab.g_01982
OG0002207	Syap.g_00297	Syab.g_02002
OG0002208	Syap.g_02263	Syab.g_02090
OG0002209	Syap.g_00561	Syab.g_00530
OG0002210	Syap.g_00588	Syab.g_00479
OG0002211	Syap.g_00480	Syab.g_00438
OG0002212	Syap.g_01338	Syab.g_02739
OG0002214	Syap.g_02604	Syab.g_02887
OG0002235	Syap.g_00176	Syab.g_01584
OG0002236	Syap.g_02346	Syab.g_01545
OG0002238	Syap.g_02235, Syap.g_02000	Syab.g_01469
OG0002241	Syap.g_02165	Syab.g_00665
OG0002257	Syap.g_00660	Syab.g_01811
OG0002260	Syap.g_02428	Syab.g_01141
OG0002277	Syap.g_00997	Syab.g_00074
OG0002292	Syap.g_02266	Syab.g_02627
OG0002296	Syap.g_02008	Syab.g_00744
OG0002301	Syap.g_00675	Syab.g_00874
OG0002302	Syap.g_02512	Syab.g_02075
OG0002306	Syap.g_02088	Syab.g_00951
OG0002308	Syap.g_00624	Syab.g_01570
OG0002309	Syap.g_01843	Syab.g_01709
OG0002329	Syap.g_01423	Syab.g_02883
OG0002335	Syap.g_01161	Syab.g_00771
OG0002341	Syap.g_01330	Syab.g_02721
OG0002347	Syap.g_01387	Syab.g_02312
OG0002352	Syap.g_00801	Syab.g_00982
OG0002353	Syap.g_02729	Syab.g_01285
OG0002355	Syap.g_02330	Syab.g_01780
OG0002358	Syap.g_02358	Syab.g_00581
OG0002359	Syap.g_00006	Syab.g_00737
OG0002375	Syap.g_00880	Syab.g_00151
OG0002382	Syap.g_02246	Syab.g_02105
OG0002390	Syap.g_02274	Syab.g_02621
OG0002391	Syap.g_02223	Syab.g_02529
OG0002406	Syap.g_00435	Syab.g_01459
OG0002411	Syap.g_02704	Syab.g_01698
OG0002425	Syap.g_01019	Syab.g_00186
OG0002440	Syap.g_01874	Syab.g_01315
OG0002443	Syap.g_01627	Syab.g_02673
OG0002464	Syap.g_02552	Syab.g_02449
OG0002466	Syap.g_01500	Syab.g_02343
OG0002473	Syap.g_01119	Syab.g_02609
OG0002474	Syap.g_01855, Syap.g_02768	Syab.g_00392
OG0002475	Syap.g_00005	Syab.g_00738
OG0002527	Syap.g_02372	Syab.g_01797
OG0002528	Syap.g_02374	Syab.g_01799
OG0002537	Syap.g_02270	Syab.g_02624
OG0002539	Syap.g_01029	Syab.g_02772
OG0002541	Syap.g_00589	Syab.g_00478
OG0002543	Syap.g_01031	Syab.g_02770
OG0002580	Syap.g_02394, Syap.g_02538	Syab.g_02832
OG0002592	Syap.g_01327	Syab.g_02718
OG0002593	Syap.g_00754	Syab.g_02164
OG0002598	Syap.g_02388	Syab.g_01814
OG0002601	Syap.g_02373	Syab.g_01798
OG0002622	Syap.g_01448	Syab.g_01473
OG0002645	Syap.g_01443	Syab.g_01864
OG0002648	Syap.g_01456	Syab.g_02745
OG0002649	Syap.g_01457	Syab.g_02746
OG0002650	Syap.g_01458	Syab.g_02747
OG0002678	Syap.g_00151	Syab.g_00873
OG0002723	Syap.g_01265	Syab.g_00152
OG0002753	Syap.g_00775	Syab.g_00362
OG0002755	Syap.g_01980	Syab.g_00810
OG0002760	Syap.g_01472, Syap.g_01529	Syab.g_01926
OG0002797	Syap.g_01788	Syab.g_02262
OG0002808	Syap.g_01798	Syab.g_00043
OG0002844	Syap.g_01000, Syap.g_00861	Syab.g_00086
OG0002868	Syap.g_01625	Syab.g_01562
OG0002870	Syap.g_02543	Syab.g_02455
OG0003041	Syap.g_00334, Syap.g_00336	Syab.g_01481, Syab.g_01523
OG0003064	Syap.g_00924, Syap.g_00960	Syab.g_02414
OG0003067	Syap.g_01865	Syab.g_02253, Syab.g_02254
OG0003102	Syap.g_00884	Syab.g_00231
OG0003127	Syap.g_01447	Syab.g_01472
OG0003128	Syap.g_00177	Syab.g_01581
OG0003134	Syap.g_02357	Syab.g_02458
OG0003135	Syap.g_02267	Syab.g_02626
OG0003293	Syap.g_00847	Syab.g_01370
OG0003546	Syap.g_01988	Syab.g_01503
OG0003547	Syap.g_02322	Syab.g_01504
OG0003549	Syap.g_00524, Syap.g_00525	Syab.g_01578
OG0004338	Syap.g_00803	Syab.g_01498
OG0004344	Syap.g_02603	Syab.g_02385
OG0004345	Syap.g_00652	Syab.g_02403
OG0005037	Syap.g_01007	Syab.g_02663
OG0005835	Syap.g_02570	Syab.g_02654
OG0005840	Syap.g_01012	Syab.g_02790
