Orthogroup	Syap	Praz
OG0001382	Syap.g_00677	Praz.g_00930
OG0001385	Syap.g_02650	Praz.g_01439
OG0001386	Syap.g_02649	Praz.g_01438
OG0001387	Syap.g_02648	Praz.g_01437
OG0001388	Syap.g_02645	Praz.g_01434
OG0001389	Syap.g_02644	Praz.g_01433
OG0001390	Syap.g_02643	Praz.g_01432
OG0001391	Syap.g_01833	Praz.g_01431
OG0001392	Syap.g_01832	Praz.g_01430
OG0001393	Syap.g_01831	Praz.g_01429
OG0001395	Syap.g_00531	Praz.g_01289
OG0001398	Syap.g_02356	Praz.g_00917
OG0001406	Syap.g_01989	Praz.g_00075
OG0001408	Syap.g_01862	Praz.g_00093
OG0001415	Syap.g_00447, Syap.g_00446	Praz.g_00591
OG0001418	Syap.g_00221	Praz.g_01646
OG0001420	Syap.g_02736	Praz.g_00052
OG0001422	Syap.g_01682	Praz.g_00925, Praz.g_00924
OG0001425	Syap.g_01024	Praz.g_00145
OG0001428	Syap.g_01196	Praz.g_00532
OG0001432	Syap.g_01967	Praz.g_00958
OG0001433	Syap.g_00790	Praz.g_01549
OG0001434	Syap.g_00167	Praz.g_01389
OG0001437	Syap.g_00448	Praz.g_00590
OG0001439	Syap.g_01674	Praz.g_00664
OG0001441	Syap.g_02749	Praz.g_01807
OG0001447	Syap.g_02218	Praz.g_00486
OG0001452	Syap.g_01590	Praz.g_01421
OG0001453	Syap.g_02687	Praz.g_01328
OG0001456	Syap.g_01828	Praz.g_00015
OG0001457	Syap.g_01826	Praz.g_00014
OG0001458	Syap.g_01825	Praz.g_00013
OG0001459	Syap.g_00351	Praz.g_01222
OG0001460	Syap.g_00789	Praz.g_01550
OG0001474	Syap.g_00562	Praz.g_00342
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Praz.g_01105
OG0001479	Syap.g_00565	Praz.g_01934
OG0001492	Syap.g_02441	Praz.g_00707
OG0001493	Syap.g_02433	Praz.g_00699
OG0001502	Syap.g_00833	Praz.g_01542
OG0001504	Syap.g_00350	Praz.g_01221
OG0001507	Syap.g_00227	Praz.g_00902
OG0001508	Syap.g_01139, Syap.g_00808	Praz.g_01117
OG0001546	Syap.g_02745	Praz.g_01804
OG0001547	Syap.g_00840, Syap.g_00839	Praz.g_01540
OG0001553	Syap.g_02121	Praz.g_01044
OG0001564	Syap.g_00876	Praz.g_01077
OG0001567	Syap.g_00838	Praz.g_01541
OG0001568	Syap.g_00842	Praz.g_01539
OG0001570	Syap.g_00438	Praz.g_00049
OG0001584	Syap.g_00183	Praz.g_01377
OG0001587	Syap.g_02669	Praz.g_00339
OG0001613	Syap.g_00597	Praz.g_00243
OG0001632	Syap.g_02524	Praz.g_01233
OG0001635	Syap.g_01127	Praz.g_00895
OG0001745	Syap.g_02401	Praz.g_00959
OG0001919	Syap.g_01968	Praz.g_00775
OG0002026	Syap.g_00821	Praz.g_00776
OG0002029	Syap.g_00356	Praz.g_01224
OG0002098	Syap.g_02161	Praz.g_01090
OG0002349	Syap.g_01515	Praz.g_00832
OG0002495	Syap.g_00398	Praz.g_01160
OG0002588	Syap.g_02162	Praz.g_01063
OG0002628	Syap.g_01081	Praz.g_01099
OG0002651	Syap.g_00854	Praz.g_01093
OG0002666	Syap.g_02425	Praz.g_01265
OG0002699	Syap.g_01710	Praz.g_01112
OG0002733	Syap.g_01679	Praz.g_01264
OG0003223	Syap.g_01709	Praz.g_01113
