Orthogroup	Syap	Pray
OG0001385	Syap.g_02650	Pray.g_00421
OG0001386	Syap.g_02649	Pray.g_00422
OG0001387	Syap.g_02648	Pray.g_00423
OG0001388	Syap.g_02645	Pray.g_00426
OG0001389	Syap.g_02644	Pray.g_00427
OG0001390	Syap.g_02643	Pray.g_00428
OG0001391	Syap.g_01833	Pray.g_00429
OG0001392	Syap.g_01832	Pray.g_00430
OG0001393	Syap.g_01831	Pray.g_00431
OG0001395	Syap.g_00531	Pray.g_00571
OG0001398	Syap.g_02356	Pray.g_01599
OG0001406	Syap.g_01989	Pray.g_00593
OG0001408	Syap.g_01862	Pray.g_00611
OG0001415	Syap.g_00447, Syap.g_00446	Pray.g_00712
OG0001418	Syap.g_00221	Pray.g_01079
OG0001420	Syap.g_02736	Pray.g_00124
OG0001422	Syap.g_01682	Pray.g_01606
OG0001425	Syap.g_01024	Pray.g_01424
OG0001428	Syap.g_01196	Pray.g_00653
OG0001432	Syap.g_01967	Pray.g_01639
OG0001433	Syap.g_00790	Pray.g_00311
OG0001434	Syap.g_00167	Pray.g_00472
OG0001437	Syap.g_00448	Pray.g_00711
OG0001439	Syap.g_01674	Pray.g_00785
OG0001441	Syap.g_02749	Pray.g_01012
OG0001447	Syap.g_02218	Pray.g_00163
OG0001452	Syap.g_01590	Pray.g_00439
OG0001453	Syap.g_02687	Pray.g_00533
OG0001456	Syap.g_01828	Pray.g_00087
OG0001457	Syap.g_01826	Pray.g_00086
OG0001458	Syap.g_01825	Pray.g_00085
OG0001459	Syap.g_00351	Pray.g_01912
OG0001460	Syap.g_00789	Pray.g_00310
OG0001474	Syap.g_00562	Pray.g_00818
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Pray.g_01795
OG0001479	Syap.g_00565	Pray.g_00815
OG0001492	Syap.g_02441	Pray.g_00016
OG0001493	Syap.g_02433	Pray.g_00008
OG0001502	Syap.g_00833	Pray.g_00318
OG0001504	Syap.g_00350	Pray.g_01911
OG0001507	Syap.g_00227	Pray.g_01584
OG0001508	Syap.g_01139, Syap.g_00808	Pray.g_01807
OG0001546	Syap.g_02745	Pray.g_01015
OG0001547	Syap.g_00840, Syap.g_00839	Pray.g_00320
OG0001553	Syap.g_02121	Pray.g_01725
OG0001557	Syap.g_00162	Pray.g_00468
OG0001564	Syap.g_00876	Pray.g_01767
OG0001567	Syap.g_00838	Pray.g_00319
OG0001568	Syap.g_00842	Pray.g_00321
OG0001570	Syap.g_00438	Pray.g_00121
OG0001584	Syap.g_00183	Pray.g_00484
OG0001587	Syap.g_02669	Pray.g_01230
OG0001613	Syap.g_00597	Pray.g_01326
OG0001632	Syap.g_02524	Pray.g_01923
OG0001635	Syap.g_01127	Pray.g_01577
OG0001745	Syap.g_02401	Pray.g_01640
OG0001919	Syap.g_01968	Pray.g_00877
OG0002026	Syap.g_00821	Pray.g_00876
OG0002029	Syap.g_00356	Pray.g_01914
OG0002098	Syap.g_02161	Pray.g_01780
OG0002349	Syap.g_01515	Pray.g_01514
OG0002495	Syap.g_00398	Pray.g_01850
OG0002588	Syap.g_02162	Pray.g_01744
OG0002628	Syap.g_01081	Pray.g_01789
OG0002651	Syap.g_00854	Pray.g_01783
OG0002699	Syap.g_01710	Pray.g_01802
OG0003223	Syap.g_01709	Pray.g_01803
