Orthogroup	Syap	Prbi
OG0001279	Syap.g_02663	Prbi.g_01332
OG0001282	Syap.g_01701	Prbi.g_01440
OG0001284	Syap.g_00047	Prbi.g_01660
OG0001286	Syap.g_00467	Prbi.g_01942
OG0001287	Syap.g_00418	Prbi.g_01996
OG0001288	Syap.g_01123	Prbi.g_02005
OG0001289	Syap.g_02365	Prbi.g_00094
OG0001291	Syap.g_02207	Prbi.g_00143
OG0001292	Syap.g_01583	Prbi.g_00272
OG0001297	Syap.g_00255	Prbi.g_00517
OG0001299	Syap.g_01959	Prbi.g_00669
OG0001303	Syap.g_02795	Prbi.g_01041
OG0001304	Syap.g_00536	Prbi.g_01071
OG0001305	Syap.g_01562	Prbi.g_01090
OG0001306	Syap.g_00245	Prbi.g_01193
OG0001307	Syap.g_00403	Prbi.g_01422
OG0001308	Syap.g_02751, Syap.g_02750	Prbi.g_01601
OG0001310	Syap.g_01774	Prbi.g_01799
OG0001311	Syap.g_01871	Prbi.g_01063
OG0001312	Syap.g_01735	Prbi.g_00990
OG0001314	Syap.g_00330, Syap.g_00391	Prbi.g_00723, Prbi.g_00783
OG0001315	Syap.g_00596	Prbi.g_00068
OG0001318	Syap.g_01596, Syap.g_01597	Prbi.g_00280
OG0001319	Syap.g_02338	Prbi.g_00296
OG0001323	Syap.g_00757	Prbi.g_00522
OG0001326	Syap.g_02646	Prbi.g_00923
OG0001332	Syap.g_01548	Prbi.g_01633
OG0001333	Syap.g_01373	Prbi.g_01824
OG0001336	Syap.g_02602	Prbi.g_02089
OG0001345	Syap.g_01877, Syap.g_02776	Prbi.g_01226
OG0001346	Syap.g_01484	Prbi.g_01392
OG0001348	Syap.g_00938	Prbi.g_01707
OG0001351	Syap.g_01996	Prbi.g_00455
OG0001353	Syap.g_01849	Prbi.g_00879
OG0001358	Syap.g_00942	Prbi.g_00622
OG0001360	Syap.g_01881, Syap.g_02778	Prbi.g_01132
OG0001361	Syap.g_01792	Prbi.g_01223
OG0001364	Syap.g_01052	Prbi.g_01965
OG0001365	Syap.g_00138	Prbi.g_02056
OG0001371	Syap.g_02544, Syap.g_02545	Prbi.g_00682
OG0001373	Syap.g_02647	Prbi.g_00922
OG0001374	Syap.g_01829, Syap.g_01830	Prbi.g_00930
OG0001376	Syap.g_01991	Prbi.g_01096
OG0001377	Syap.g_01992	Prbi.g_01097
OG0001378	Syap.g_02055	Prbi.g_01141
OG0001379	Syap.g_01474	Prbi.g_01385
OG0001382	Syap.g_00677	Prbi.g_01699
OG0001385	Syap.g_02650	Prbi.g_00919
OG0001386	Syap.g_02649	Prbi.g_00920
OG0001387	Syap.g_02648	Prbi.g_00921
OG0001388	Syap.g_02645	Prbi.g_00924
OG0001389	Syap.g_02644	Prbi.g_00925
OG0001390	Syap.g_02643	Prbi.g_00926
OG0001391	Syap.g_01833	Prbi.g_00927
OG0001392	Syap.g_01832	Prbi.g_00928
OG0001393	Syap.g_01831	Prbi.g_00929
OG0001394	Syap.g_00159	Prbi.g_00966
OG0001395	Syap.g_00531	Prbi.g_01073
OG0001406	Syap.g_01989	Prbi.g_01095
OG0001408	Syap.g_01862	Prbi.g_01114
OG0001415	Syap.g_00447, Syap.g_00446	Prbi.g_00255
OG0001418	Syap.g_00221	Prbi.g_00687
OG0001420	Syap.g_02736	Prbi.g_01150
OG0001422	Syap.g_01682	Prbi.g_01705
OG0001425	Syap.g_01024	Prbi.g_02066
OG0001428	Syap.g_01196	Prbi.g_00196
OG0001432	Syap.g_01967	Prbi.g_01673
OG0001433	Syap.g_00790	Prbi.g_01302
OG0001435	Syap.g_01259	Prbi.g_00947
OG0001437	Syap.g_00448	Prbi.g_00254
OG0001438	Syap.g_01346, Syap.g_01630	Prbi.g_00317
OG0001439	Syap.g_01674	Prbi.g_00331
OG0001441	Syap.g_02749	Prbi.g_00524
OG0001447	Syap.g_02218	Prbi.g_00134
OG0001452	Syap.g_01590	Prbi.g_00937
OG0001453	Syap.g_02687	Prbi.g_01031
OG0001456	Syap.g_01828	Prbi.g_01184
OG0001457	Syap.g_01826	Prbi.g_01185
OG0001458	Syap.g_01825	Prbi.g_01186
OG0001459	Syap.g_00351	Prbi.g_01344
OG0001460	Syap.g_00789	Prbi.g_01303
OG0001461	Syap.g_02707	Prbi.g_01545
OG0001474	Syap.g_00562	Prbi.g_00364
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prbi.g_01472
OG0001479	Syap.g_00565	Prbi.g_00361
OG0001492	Syap.g_02441	Prbi.g_01254
OG0001493	Syap.g_02433	Prbi.g_01262
OG0001495	Syap.g_01921	Prbi.g_01871
OG0001502	Syap.g_00833	Prbi.g_00817
OG0001504	Syap.g_00350	Prbi.g_01345
OG0001507	Syap.g_00227	Prbi.g_01739
OG0001508	Syap.g_01139, Syap.g_00808	Prbi.g_01473
OG0001546	Syap.g_02745	Prbi.g_00527
OG0001547	Syap.g_00840, Syap.g_00839	Prbi.g_00819
OG0001553	Syap.g_02121	Prbi.g_01586
OG0001557	Syap.g_00162	Prbi.g_00967
OG0001564	Syap.g_00876	Prbi.g_01485
OG0001567	Syap.g_00838	Prbi.g_00818
OG0001568	Syap.g_00842	Prbi.g_00820
OG0001570	Syap.g_00438	Prbi.g_01152
OG0001584	Syap.g_00183	Prbi.g_00982
OG0001587	Syap.g_02669	Prbi.g_01846
OG0001590	Syap.g_00889	Prbi.g_01538
OG0001613	Syap.g_00597	Prbi.g_01957
OG0001632	Syap.g_02524	Prbi.g_01335
OG0001647	Syap.g_01370	Prbi.g_00297
OG0001745	Syap.g_02401	Prbi.g_01672
OG0001919	Syap.g_01968	Prbi.g_00418
OG0002020	Syap.g_02581	Prbi.g_01297, Prbi.g_01552
OG0002021	Syap.g_02584	Prbi.g_01295, Prbi.g_01554
OG0002022	Syap.g_02585	Prbi.g_01294, Prbi.g_01555
OG0002023	Syap.g_02588	Prbi.g_01293, Prbi.g_01556
OG0002026	Syap.g_00821	Prbi.g_00417
OG0002131	Syap.g_02582	Prbi.g_01296, Prbi.g_01553
OG0002651	Syap.g_00854	Prbi.g_01479
OG0002722	Syap.g_01285	Prbi.g_00742
OG0002767	Syap.g_02415	Prbi.g_00045, Prbi.g_01412
OG0002838	Syap.g_00629	Prbi.g_01513
