Orthogroup	Syap	Praj
OG0001418	Syap.g_00221	Praj.g_00677
OG0001420	Syap.g_02736	Praj.g_01142
OG0001422	Syap.g_01682	Praj.g_01041
OG0001425	Syap.g_01024	Praj.g_02098
OG0001432	Syap.g_01967	Praj.g_00988
OG0001433	Syap.g_00790	Praj.g_01118
OG0001434	Syap.g_00167	Praj.g_00908
OG0001435	Syap.g_01259	Praj.g_00883
OG0001437	Syap.g_00448	Praj.g_00269
OG0001439	Syap.g_01674	Praj.g_00342
OG0001441	Syap.g_02749	Praj.g_00513
OG0001443	Syap.g_01006	Praj.g_01841
OG0001447	Syap.g_02218	Praj.g_00167
OG0001453	Syap.g_02687	Praj.g_00967
OG0001456	Syap.g_01828	Praj.g_01503
OG0001457	Syap.g_01826	Praj.g_01502
OG0001458	Syap.g_01825	Praj.g_01501
OG0001459	Syap.g_00351	Praj.g_01123
OG0001460	Syap.g_00789	Praj.g_01117
OG0001461	Syap.g_02707	Praj.g_01381
OG0001470	Syap.g_01138, Syap.g_00709	Praj.g_02057
OG0001474	Syap.g_00562	Praj.g_00385
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Praj.g_02052
OG0001487	Syap.g_00699	Praj.g_01670
OG0001488	Syap.g_00209	Praj.g_01448
OG0001489	Syap.g_00603	Praj.g_01967
OG0001495	Syap.g_01921	Praj.g_01890
OG0001498	Syap.g_02044, Syap.g_02043	Praj.g_00404
OG0001504	Syap.g_00350	Praj.g_01124
OG0001507	Syap.g_00227	Praj.g_01140
OG0001508	Syap.g_01139, Syap.g_00808	Praj.g_02053
OG0001510	Syap.g_01117	Praj.g_02018
OG0001511	Syap.g_02629, Syap.g_02676	Praj.g_00150
OG0001512	Syap.g_01151, Syap.g_01152	Praj.g_01746
OG0001515	Syap.g_00906	Praj.g_00685
OG0001516	Syap.g_01964	Praj.g_00652
OG0001517	Syap.g_00568	Praj.g_00381
OG0001518	Syap.g_01026	Praj.g_02097
OG0001519	Syap.g_02079	Praj.g_02102
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Praj.g_02056
OG0001529	Syap.g_01809	Praj.g_00045
OG0001530	Syap.g_02627	Praj.g_00149
OG0001531	Syap.g_01150	Praj.g_00279
OG0001534	Syap.g_00534	Praj.g_01007
OG0001535	Syap.g_01875	Praj.g_00996
OG0001536	Syap.g_02018	Praj.g_00942
OG0001537	Syap.g_00153	Praj.g_00900
OG0001538	Syap.g_00199	Praj.g_00774
OG0001539	Syap.g_02370	Praj.g_00878
OG0001540	Syap.g_02214	Praj.g_00171
OG0001541	Syap.g_01187	Praj.g_00219
OG0001542	Syap.g_01177	Praj.g_00225
OG0001543	Syap.g_01417, Syap.g_01416	Praj.g_00850
OG0001553	Syap.g_02121	Praj.g_01629
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Praj.g_01109
OG0001557	Syap.g_00162	Praj.g_00904
OG0001562	Syap.g_02700	Praj.g_00990
OG0001563	Syap.g_00473	Praj.g_01951
OG0001570	Syap.g_00438	Praj.g_01284
OG0001577	Syap.g_00232	Praj.g_01465
OG0001578	Syap.g_01818	Praj.g_01362
OG0001584	Syap.g_00183	Praj.g_00759
OG0001613	Syap.g_00597	Praj.g_01973
OG0001623	Syap.g_00578, Syap.g_00582, Syap.g_00585	Praj.g_00369
OG0001632	Syap.g_02524	Praj.g_01146
OG0001634	Syap.g_01956	Praj.g_00658
OG0001642	Syap.g_00530	Praj.g_01558
OG0001644	Syap.g_00346	Praj.g_00713
OG0001659	Syap.g_01892	Praj.g_01435
OG0001673	Syap.g_01163	Praj.g_00272
OG0001692	Syap.g_02120	Praj.g_01627
OG0001694	Syap.g_01358	Praj.g_00317
OG0001700	Syap.g_00975	Praj.g_01116
OG0001713	Syap.g_00349	Praj.g_01088
OG0001715	Syap.g_00665	Praj.g_01177
OG0001733	Syap.g_00794	Praj.g_01107
OG0001738	Syap.g_01657	Praj.g_00355
OG0001739	Syap.g_01815, Syap.g_01816	Praj.g_02117
OG0001769	Syap.g_00643	Praj.g_01387
OG0001915	Syap.g_02313	Praj.g_02140
OG0001956	Syap.g_01978	Praj.g_00830
OG0001977	Syap.g_02094	Praj.g_02108
OG0001991	Syap.g_00791	Praj.g_01120
OG0002227	Syap.g_01023, Syap.g_01022	Praj.g_01111
OG0002229	Syap.g_00858, Syap.g_01002	Praj.g_02033
OG0002347	Syap.g_01387	Praj.g_01795
OG0002506	Syap.g_01555	Praj.g_00861
OG0002808	Syap.g_01798	Praj.g_00033
OG0003418	Syap.g_00873	Praj.g_02045
OG0005525	Syap.g_00810	Praj.g_01605
