Orthogroup	Syap	Prav
OG0001388	Syap.g_02645	Prav.g_00473
OG0001389	Syap.g_02644	Prav.g_00474
OG0001390	Syap.g_02643	Prav.g_00475
OG0001391	Syap.g_01833	Prav.g_00476
OG0001392	Syap.g_01832	Prav.g_00477
OG0001393	Syap.g_01831	Prav.g_00478
OG0001395	Syap.g_00531	Prav.g_00920
OG0001396	Syap.g_02537	Prav.g_00300
OG0001398	Syap.g_02356	Prav.g_01700
OG0001401	Syap.g_01844	Prav.g_01365
OG0001406	Syap.g_01989	Prav.g_00219
OG0001408	Syap.g_01862	Prav.g_00239
OG0001412	Syap.g_02535	Prav.g_00298
OG0001415	Syap.g_00447, Syap.g_00446	Prav.g_00807
OG0001418	Syap.g_00221	Prav.g_01282
OG0001420	Syap.g_02736	Prav.g_00012
OG0001422	Syap.g_01682	Prav.g_01691
OG0001425	Syap.g_01024	Prav.g_00748
OG0001428	Syap.g_01196	Prav.g_00866
OG0001432	Syap.g_01967	Prav.g_01661
OG0001433	Syap.g_00790	Prav.g_00958
OG0001434	Syap.g_00167	Prav.g_00518
OG0001435	Syap.g_01259	Prav.g_00495
OG0001437	Syap.g_00448	Prav.g_00808
OG0001438	Syap.g_01346, Syap.g_01630	Prav.g_01939
OG0001439	Syap.g_01674	Prav.g_01953
OG0001441	Syap.g_02749	Prav.g_01119
OG0001443	Syap.g_01006	Prav.g_01744
OG0001447	Syap.g_02218	Prav.g_00191
OG0001452	Syap.g_01590	Prav.g_00485
OG0001453	Syap.g_02687	Prav.g_00578
OG0001456	Syap.g_01828	Prav.g_00042
OG0001457	Syap.g_01826	Prav.g_00043
OG0001458	Syap.g_01825	Prav.g_00044
OG0001459	Syap.g_00351	Prav.g_01377
OG0001460	Syap.g_00789	Prav.g_00959
OG0001470	Syap.g_01138, Syap.g_00709	Prav.g_01509
OG0001474	Syap.g_00562	Prav.g_01986
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Prav.g_01511
OG0001479	Syap.g_00565	Prav.g_01983
OG0001492	Syap.g_02441	Prav.g_01834
OG0001493	Syap.g_02433	Prav.g_01826
OG0001495	Syap.g_01921	Prav.g_00290
OG0001504	Syap.g_00350	Prav.g_01378
OG0001507	Syap.g_00227	Prav.g_01722
OG0001508	Syap.g_01139, Syap.g_00808	Prav.g_01508
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Prav.g_01510
OG0001546	Syap.g_02745	Prav.g_01122
OG0001553	Syap.g_02121	Prav.g_01575
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Prav.g_00963
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prav.g_01353
OG0001587	Syap.g_02669	Prav.g_00265
OG0001613	Syap.g_00597	Prav.g_00652
OG0001632	Syap.g_02524	Prav.g_00588, Prav.g_00948, Prav.g_00943, Prav.g_01394
OG0001652	Syap.g_02634	Prav.g_01351
OG0001700	Syap.g_00975	Prav.g_00960
OG0001737	Syap.g_01637	Prav.g_01364
OG0001745	Syap.g_02401	Prav.g_01660
OG0001749	Syap.g_02067	Prav.g_01554
OG0001842	Syap.g_00147, Syap.g_00146	Prav.g_00966
OG0001919	Syap.g_01968	Prav.g_01007
OG0001930	Syap.g_00148	Prav.g_00967
OG0001931	Syap.g_00149	Prav.g_00968
OG0001991	Syap.g_00791	Prav.g_01343
OG0002015	Syap.g_02069	Prav.g_01525
OG0002026	Syap.g_00821	Prav.g_01006
OG0002029	Syap.g_00356	Prav.g_01375
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Prav.g_01532
OG0002588	Syap.g_02162	Prav.g_01543
OG0002730	Syap.g_02414	Prav.g_01370
OG0002767	Syap.g_02415	Prav.g_00209
OG0002838	Syap.g_00629	Prav.g_01546
OG0004267	Syap.g_02499	Prav.g_00797
