Orthogroup	Syap	Pral
OG0001498	Syap.g_02044, Syap.g_02043	Pral.g_00675
OG0001510	Syap.g_01117	Pral.g_00311
OG0001511	Syap.g_02629, Syap.g_02676	Pral.g_00935
OG0001512	Syap.g_01151, Syap.g_01152	Pral.g_01297
OG0001515	Syap.g_00906	Pral.g_01749
OG0001516	Syap.g_01964	Pral.g_01465
OG0001517	Syap.g_00568	Pral.g_00697
OG0001518	Syap.g_01026	Pral.g_00364
OG0001519	Syap.g_02079	Pral.g_00369
OG0001527	Syap.g_00287, Syap.g_00292	Pral.g_00526
OG0001529	Syap.g_01809	Pral.g_01004
OG0001530	Syap.g_02627	Pral.g_00936
OG0001531	Syap.g_01150	Pral.g_00801
OG0001534	Syap.g_00534	Pral.g_01576
OG0001535	Syap.g_01875	Pral.g_01596
OG0001536	Syap.g_02018	Pral.g_01631
OG0001537	Syap.g_00153	Pral.g_01787
OG0001538	Syap.g_00199	Pral.g_01493
OG0001539	Syap.g_02370	Pral.g_01808
OG0001540	Syap.g_02214	Pral.g_00915
OG0001541	Syap.g_01187	Pral.g_00864
OG0001542	Syap.g_01177	Pral.g_00858
OG0001543	Syap.g_01417, Syap.g_01416	Pral.g_01305
OG0001553	Syap.g_02121	Pral.g_01168
OG0001557	Syap.g_00162	Pral.g_01783
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Pral.g_00667
OG0001562	Syap.g_02700	Pral.g_01589
OG0001563	Syap.g_00473	Pral.g_00242
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Pral.g_00528
OG0001577	Syap.g_00232	Pral.g_01362
OG0001580	Syap.g_01340, Syap.g_01341	Pral.g_00997
OG0001584	Syap.g_00183	Pral.g_01478
OG0001587	Syap.g_02669	Pral.g_00168
OG0001592	Syap.g_01342	Pral.g_00998
OG0001613	Syap.g_00597	Pral.g_00265
OG0001614	Syap.g_01101	Pral.g_00299
OG0001616	Syap.g_01884	Pral.g_01392
OG0001619	Syap.g_01752	Pral.g_01641
OG0001620	Syap.g_00557	Pral.g_00689
OG0001621	Syap.g_01592	Pral.g_00786
OG0001622	Syap.g_02601	Pral.g_00393
OG0001632	Syap.g_02524	Pral.g_01843
OG0001636	Syap.g_01797	Pral.g_01010
OG0001638	Syap.g_01778	Pral.g_00118
OG0001639	Syap.g_00751	Pral.g_01109
OG0001642	Syap.g_00530	Pral.g_01540
OG0001644	Syap.g_00346	Pral.g_01714
OG0001652	Syap.g_02634	Pral.g_01678
OG0001654	Syap.g_00753	Pral.g_01111
OG0001657	Syap.g_02175	Pral.g_00889
OG0001658	Syap.g_00131	Pral.g_01002
OG0001659	Syap.g_01892	Pral.g_00433
OG0001673	Syap.g_01163	Pral.g_00808
OG0001678	Syap.g_02678	Pral.g_00174
OG0001679	Syap.g_02521	Pral.g_00703
OG0001692	Syap.g_02120	Pral.g_01170
OG0001694	Syap.g_01358	Pral.g_00757
OG0001713	Syap.g_00349	Pral.g_01375
OG0001717	Syap.g_01200	Pral.g_00876
OG0001729	Syap.g_02666	Pral.g_00798
OG0001731	Syap.g_00029	Pral.g_01096
OG0001737	Syap.g_01637	Pral.g_01686
OG0001748	Syap.g_01911	Pral.g_01684
OG0001749	Syap.g_02067	Pral.g_01188
OG0001813	Syap.g_02086	Pral.g_00372
OG0001956	Syap.g_01978	Pral.g_01547
OG0001977	Syap.g_02094	Pral.g_00376
OG0002097	Syap.g_00711	Pral.g_01194
OG0002247	Syap.g_01305	Pral.g_00517
OG0002274	Syap.g_00710	Pral.g_01196
OG0002349	Syap.g_01515	Pral.g_00152
OG0002837	Syap.g_01172	Pral.g_00002, Pral.g_00097
OG0002838	Syap.g_00629	Pral.g_01250
OG0005527	Syap.g_01243	Pral.g_00032
