Orthogroup	Syap	Syad
OG0001434	Syap.g_00167	Syad.g_01916
OG0001435	Syap.g_01259	Syad.g_01612
OG0001436	Syap.g_01711	Syad.g_00437, Syad.g_00436
OG0001438	Syap.g_01346, Syap.g_01630	Syad.g_00507
OG0001439	Syap.g_01674	Syad.g_00476
OG0001443	Syap.g_01006	Syad.g_00023
OG0001444	Syap.g_00761	Syad.g_02779, Syad.g_00336
OG0001447	Syap.g_02218	Syad.g_02842
OG0001452	Syap.g_01590	Syad.g_00563
OG0001453	Syap.g_02687	Syad.g_01709
OG0001456	Syap.g_01828	Syad.g_00101
OG0001457	Syap.g_01826	Syad.g_00102
OG0001458	Syap.g_01825	Syad.g_00103
OG0001459	Syap.g_00351	Syad.g_01550
OG0001460	Syap.g_00789	Syad.g_01254
OG0001461	Syap.g_02707	Syad.g_02162
OG0001470	Syap.g_01138, Syap.g_00709	Syad.g_02462
OG0001474	Syap.g_00562	Syad.g_00768
OG0001475	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463	Syad.g_02464
OG0001478	Syap.g_01790	Syad.g_02371, Syad.g_02364
OG0001479	Syap.g_00565	Syad.g_00765
OG0001487	Syap.g_00699	Syad.g_02327
OG0001488	Syap.g_00209	Syad.g_00051, Syad.g_01175
OG0001489	Syap.g_00603	Syad.g_00709
OG0001492	Syap.g_02441	Syad.g_01448
OG0001493	Syap.g_02433	Syad.g_01439
OG0001498	Syap.g_02044, Syap.g_02043	Syad.g_00786
OG0001502	Syap.g_00833	Syad.g_01202
OG0001504	Syap.g_00350	Syad.g_01535
OG0001508	Syap.g_01139	Syad.g_02461
OG0001510	Syap.g_01117	Syad.g_00342
OG0001511	Syap.g_02629, Syap.g_02676	Syad.g_02810
OG0001512	Syap.g_01151, Syap.g_01152	Syad.g_00822
OG0001515	Syap.g_00906	Syad.g_01343
OG0001516	Syap.g_01964	Syad.g_01588
OG0001517	Syap.g_00568	Syad.g_00762
OG0001518	Syap.g_01026	Syad.g_00009
OG0001519	Syap.g_02079	Syad.g_00025
OG0001527	Syap.g_00287, Syap.g_00292	Syad.g_01030
OG0001528	Syap.g_00806, Syap.g_01137, Syap.g_02464	Syad.g_02463
OG0001529	Syap.g_01809	Syad.g_00210
OG0001530	Syap.g_02627	Syad.g_02808
OG0001531	Syap.g_01150	Syad.g_00823
OG0001533	Syap.g_02326	Syad.g_02388
OG0001534	Syap.g_00534	Syad.g_01668
OG0001535	Syap.g_01875	Syad.g_01685
OG0001536	Syap.g_02018	Syad.g_01762
OG0001537	Syap.g_00153	Syad.g_01949
OG0001538	Syap.g_00199	Syad.g_01884
OG0001539	Syap.g_02370	Syad.g_01607
OG0001540	Syap.g_02214	Syad.g_02846
OG0001541	Syap.g_01187	Syad.g_02915
OG0001542	Syap.g_01177	Syad.g_02924
OG0001543	Syap.g_01417, Syap.g_01416	Syad.g_02969
OG0001547	Syap.g_00840, Syap.g_00839	Syad.g_01963
OG0001556	Syap.g_00796, Syap.g_00041, Syap.g_00411	Syad.g_01509
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Syad.g_00182
OG0001562	Syap.g_02700	Syad.g_01693
OG0001563	Syap.g_00473	Syad.g_00693
OG0001564	Syap.g_00876	Syad.g_01539
OG0001567	Syap.g_00838	Syad.g_01965
OG0001568	Syap.g_00842	Syad.g_01961
OG0001570	Syap.g_00438	Syad.g_01985
OG0001574	Syap.g_00295, Syap.g_00289, Syap.g_00294	Syad.g_01028
OG0001577	Syap.g_00232	Syad.g_01148
OG0001580	Syap.g_01340, Syap.g_01341	Syad.g_03020
OG0001590	Syap.g_00889	Syad.g_02158
OG0001592	Syap.g_01342	Syad.g_03021
OG0001614	Syap.g_01101	Syad.g_00356
OG0001615	Syap.g_01937	Syad.g_01205
OG0001616	Syap.g_01884	Syad.g_01515
OG0001618	Syap.g_00518, Syap.g_02409	Syad.g_01805
OG0001619	Syap.g_01752	Syad.g_01773
OG0001620	Syap.g_00557	Syad.g_00774
OG0001621	Syap.g_01592	Syad.g_00562
OG0001622	Syap.g_02601	Syad.g_00137
OG0001623	Syap.g_00578, Syap.g_00582, Syap.g_00585	Syad.g_00746
OG0001624	Syap.g_02494	Syad.g_00031
OG0001634	Syap.g_01956	Syad.g_01594
OG0001635	Syap.g_01127	Syad.g_00322
OG0001636	Syap.g_01797	Syad.g_00203
OG0001637	Syap.g_01945, Syap.g_01946	Syad.g_02508, Syad.g_02507
OG0001638	Syap.g_01778	Syad.g_02636
OG0001639	Syap.g_00751	Syad.g_02539
OG0001641	Syap.g_02685	Syad.g_01711
OG0001642	Syap.g_00530	Syad.g_01197
OG0001643	Syap.g_00902	Syad.g_02147
OG0001644	Syap.g_00346	Syad.g_01799
OG0001647	Syap.g_01370	Syad.g_00531
OG0001652	Syap.g_02634	Syad.g_00180
OG0001654	Syap.g_00753	Syad.g_02537
OG0001657	Syap.g_02175	Syad.g_02889
OG0001658	Syap.g_00131	Syad.g_03033
OG0001659	Syap.g_01892	Syad.g_01507
OG0001660	Syap.g_02148, Syap.g_02632, Syap.g_02673	Syad.g_02816
OG0001672	Syap.g_02553, Syap.g_02554	Syad.g_02743
OG0001673	Syap.g_01163	Syad.g_00812
OG0001675	Syap.g_02698	Syad.g_01695
OG0001677	Syap.g_00592	Syad.g_00718, Syad.g_01497
OG0001678	Syap.g_02678	Syad.g_00593
OG0001679	Syap.g_02521	Syad.g_01038, Syad.g_01037
OG0001682	Syap.g_00516	Syad.g_02102, Syad.g_01807
OG0001692	Syap.g_02120	Syad.g_02271
OG0001694	Syap.g_01358	Syad.g_00521
OG0001700	Syap.g_00975	Syad.g_01976
OG0001713	Syap.g_00349	Syad.g_01164
OG0001714	Syap.g_01040	Syad.g_00316, Syad.g_02675
OG0001715	Syap.g_00665	Syad.g_02084
OG0001717	Syap.g_01200	Syad.g_02901
OG0001729	Syap.g_02666	Syad.g_00828
OG0001730	Syap.g_00770	Syad.g_00832
OG0001731	Syap.g_00029	Syad.g_02563
OG0001732	Syap.g_02315	Syad.g_01464
OG0001733	Syap.g_00794	Syad.g_01602
OG0001735	Syap.g_00095	Syad.g_01573
OG0001737	Syap.g_01637	Syad.g_00501
OG0001738	Syap.g_01657	Syad.g_00462
OG0001739	Syap.g_01815, Syap.g_01816	Syad.g_00122
OG0001741	Syap.g_02493	Syad.g_02682
OG0001748	Syap.g_01911	Syad.g_02976
OG0001749	Syap.g_02067	Syad.g_00446
OG0001750	Syap.g_00764	Syad.g_02780
OG0001751	Syap.g_01164	Syad.g_00811
OG0001752	Syap.g_02670	Syad.g_02518
OG0001753	Syap.g_02534	Syad.g_02511
OG0001754	Syap.g_01949, Syap.g_01948	Syad.g_02510
OG0001755	Syap.g_00250	Syad.g_00949
OG0001760	Syap.g_02651	Syad.g_02961
OG0001762	Syap.g_02692	Syad.g_01704
OG0001764	Syap.g_02336	Syad.g_01642
OG0001766	Syap.g_01328	Syad.g_00489
OG0001767	Syap.g_01036, Syap.g_00863	Syad.g_00438
OG0001768	Syap.g_00610	Syad.g_02931
OG0001769	Syap.g_00643	Syad.g_02133
OG0001771	Syap.g_00329	Syad.g_02075
OG0001783	Syap.g_01108, Syap.g_01471	Syad.g_00351
OG0001786	Syap.g_00311, Syap.g_01210	Syad.g_02588
OG0001787	Syap.g_01454	Syad.g_00976
OG0001788	Syap.g_01449	Syad.g_00979
OG0001789	Syap.g_01482, Syap.g_01481	Syad.g_02404
OG0001790	Syap.g_00238	Syad.g_01126
OG0001796	Syap.g_01850, Syap.g_01852	Syad.g_01691
OG0001797	Syap.g_00947	Syad.g_01781
OG0001798	Syap.g_01291	Syad.g_02171
OG0001799	Syap.g_00638	Syad.g_02136
OG0001800	Syap.g_00771	Syad.g_02249
OG0001801	Syap.g_02110	Syad.g_02258
OG0001804	Syap.g_02045, Syap.g_02046	Syad.g_00787
OG0001806	Syap.g_02337	Syad.g_00532
OG0001808	Syap.g_01055	Syad.g_00422
OG0001809	Syap.g_00322, Syap.g_01685	Syad.g_02857
OG0001811	Syap.g_01180	Syad.g_02922
OG0001812	Syap.g_01343	Syad.g_03022
OG0001813	Syap.g_02086	Syad.g_00060
OG0001814	Syap.g_01166, Syap.g_00125	Syad.g_00147
OG0001815	Syap.g_01801	Syad.g_00157
OG0001838	Syap.g_00064, Syap.g_00537	Syad.g_00170
OG0001839	Syap.g_01794	Syad.g_00199
OG0001840	Syap.g_00978	Syad.g_00216
OG0001841	Syap.g_00987	Syad.g_00223
OG0001842	Syap.g_00147, Syap.g_00146	Syad.g_02522
OG0001843	Syap.g_01100	Syad.g_00357
OG0001844	Syap.g_01099	Syad.g_00358
OG0001845	Syap.g_01094	Syad.g_00359
OG0001846	Syap.g_02228, Syap.g_02226	Syad.g_02828
OG0001847	Syap.g_02230	Syad.g_02826
OG0001848	Syap.g_02236	Syad.g_02822
OG0001849	Syap.g_02364	Syad.g_02766
OG0001850	Syap.g_02550	Syad.g_02756
OG0001851	Syap.g_01700	Syad.g_02739
OG0001852	Syap.g_01699	Syad.g_02738
OG0001853	Syap.g_01691	Syad.g_02731
OG0001854	Syap.g_01157	Syad.g_00818
OG0001856	Syap.g_01216	Syad.g_02594
OG0001857	Syap.g_01212	Syad.g_02591
OG0001858	Syap.g_00025	Syad.g_02554
OG0001859	Syap.g_02516	Syad.g_00882
OG0001860	Syap.g_02262	Syad.g_00896
OG0001861	Syap.g_02248	Syad.g_00911
OG0001862	Syap.g_00276	Syad.g_00922
OG0001863	Syap.g_00272	Syad.g_00928
OG0001864	Syap.g_01974	Syad.g_00991
OG0001865	Syap.g_00651	Syad.g_01067
OG0001866	Syap.g_01522	Syad.g_01098
OG0001867	Syap.g_01524	Syad.g_02200
OG0001868	Syap.g_01495	Syad.g_02409
OG0001869	Syap.g_00233	Syad.g_01147
OG0001870	Syap.g_00224	Syad.g_01155
OG0001871	Syap.g_00217	Syad.g_01160
OG0001872	Syap.g_02442	Syad.g_01451
OG0001873	Syap.g_01885	Syad.g_01514
OG0001874	Syap.g_01882	Syad.g_01517
OG0001877	Syap.g_00905	Syad.g_01342
OG0001878	Syap.g_02695	Syad.g_01698
OG0001879	Syap.g_02690	Syad.g_01706
OG0001883	Syap.g_01741	Syad.g_01782
OG0001884	Syap.g_01733	Syad.g_01790
OG0001885	Syap.g_02792	Syad.g_01647
OG0001886	Syap.g_02335	Syad.g_01643
OG0001887	Syap.g_01245	Syad.g_01637
OG0001888	Syap.g_00168	Syad.g_01913
OG0001889	Syap.g_02724	Syad.g_01873
OG0001890	Syap.g_00825	Syad.g_01220
OG0001891	Syap.g_00832	Syad.g_01207
OG0001893	Syap.g_01290	Syad.g_02170
OG0001894	Syap.g_00893	Syad.g_02153
OG0001895	Syap.g_02658	Syad.g_02253
OG0001896	Syap.g_02053	Syad.g_02457
OG0001897	Syap.g_00559	Syad.g_00771
OG0001898	Syap.g_00577	Syad.g_00755
OG0001899	Syap.g_00484	Syad.g_00682
OG0001900	Syap.g_02355	Syad.g_00547
OG0001901	Syap.g_02354	Syad.g_00546
OG0001902	Syap.g_01354	Syad.g_00516
OG0001903	Syap.g_01631	Syad.g_00506
OG0001904	Syap.g_02063	Syad.g_00433
OG0001905	Syap.g_01060	Syad.g_00420
OG0001906	Syap.g_02213	Syad.g_02847
OG0001908	Syap.g_01185	Syad.g_02917
OG0001909	Syap.g_02279	Syad.g_02929
OG0001910	Syap.g_01907	Syad.g_02980
OG0001912	Syap.g_01042	Syad.g_00001
OG0001913	Syap.g_01032	Syad.g_00003
OG0001915	Syap.g_02313	Syad.g_00153
OG0001924	Syap.g_00381	Syad.g_02188
OG0001925	Syap.g_00382	Syad.g_02189
OG0001926	Syap.g_00383	Syad.g_02190
OG0001927	Syap.g_00384	Syad.g_02191
OG0001929	Syap.g_00994	Syad.g_00230
OG0001930	Syap.g_00148	Syad.g_02523
OG0001931	Syap.g_00149	Syad.g_02524
OG0001932	Syap.g_01102	Syad.g_00355
OG0001935	Syap.g_01697	Syad.g_02736
OG0001937	Syap.g_00037	Syad.g_02576
OG0001938	Syap.g_00731, Syap.g_02259	Syad.g_00898
OG0001943	Syap.g_00645	Syad.g_02034
OG0001944	Syap.g_02662	Syad.g_01981
OG0001946	Syap.g_01058	Syad.g_01341
OG0001947	Syap.g_01412	Syad.g_01272
OG0001959	Syap.g_02163	Syad.g_00304, Syad.g_00305
OG0001970	Syap.g_02212	Syad.g_02849
OG0001973	Syap.g_01332	Syad.g_02960
OG0001979	Syap.g_00662, Syap.g_00834	Syad.g_01361
OG0001994	Syap.g_00380	Syad.g_02187
OG0001999	Syap.g_01375	Syad.g_02484
OG0002002	Syap.g_02443	Syad.g_01452
OG0002005	Syap.g_02284, Syap.g_02283	Syad.g_01105, Syad.g_01106
OG0002006	Syap.g_01384, Syap.g_01413	Syad.g_01259
OG0002009	Syap.g_00155	Syad.g_01933
OG0002010	Syap.g_00002	Syad.g_02309
OG0002011	Syap.g_02399	Syad.g_01964
OG0002015	Syap.g_02069	Syad.g_00443
OG0002016	Syap.g_00102	Syad.g_02973
OG0002017	Syap.g_02099	Syad.g_00070
OG0002019	Syap.g_01103	Syad.g_01962
OG0002020	Syap.g_02581	Syad.g_00120
OG0002021	Syap.g_02584	Syad.g_00118
OG0002022	Syap.g_02585	Syad.g_00115
OG0002023	Syap.g_02588	Syad.g_00114
OG0002039	Syap.g_00208	Syad.g_01176
OG0002046	Syap.g_02164	Syad.g_02366
OG0002048	Syap.g_00598	Syad.g_00714
OG0002049	Syap.g_01926	Syad.g_00631
OG0002056	Syap.g_01633, Syap.g_01632	Syad.g_00505
OG0002107	Syap.g_00420	Syad.g_02054
OG0002113	Syap.g_01795	Syad.g_00200
OG0002114	Syap.g_01982	Syad.g_02262
OG0002116	Syap.g_00044	Syad.g_02581
OG0002129	Syap.g_02529	Syad.g_02292
OG0002130	Syap.g_01480	Syad.g_02403
OG0002131	Syap.g_02582	Syad.g_00119
OG0002134	Syap.g_01088, Syap.g_01087	Syad.g_00365
OG0002135	Syap.g_01395, Syap.g_01402	Syad.g_02654
OG0002136	Syap.g_01396, Syap.g_01403	Syad.g_02653
OG0002139	Syap.g_02429	Syad.g_01435
OG0002142	Syap.g_02112, Syap.g_02111	Syad.g_02259
OG0002143	Syap.g_02578	Syad.g_00790
OG0002144	Syap.g_00772, Syap.g_00773	Syad.g_00639
OG0002160	Syap.g_01501	Syad.g_01375
OG0002167	Syap.g_01318	Syad.g_01426
OG0002168	Syap.g_01411	Syad.g_01273
OG0002171	Syap.g_02070	Syad.g_00448
OG0002172	Syap.g_01910	Syad.g_02977
OG0002173	Syap.g_01420	Syad.g_02966
OG0002179	Syap.g_01062	Syad.g_00417
OG0002180	Syap.g_01353	Syad.g_00515
OG0002181	Syap.g_02350	Syad.g_00543
OG0002182	Syap.g_00309	Syad.g_00564
OG0002184	Syap.g_02363	Syad.g_02765
OG0002185	Syap.g_02549	Syad.g_02757
OG0002186	Syap.g_01404	Syad.g_02652
OG0002187	Syap.g_01398	Syad.g_02651
OG0002188	Syap.g_00616	Syad.g_02618
OG0002189	Syap.g_00615	Syad.g_02617
OG0002190	Syap.g_00028	Syad.g_02562
OG0002191	Syap.g_02327, Syap.g_02329	Syad.g_02455
OG0002192	Syap.g_00207	Syad.g_01180
OG0002194	Syap.g_02432	Syad.g_01438
OG0002196	Syap.g_00179	Syad.g_01903
OG0002197	Syap.g_02684	Syad.g_01712
OG0002198	Syap.g_00644, Syap.g_00405	Syad.g_02132
OG0002199	Syap.g_00637	Syad.g_02137
OG0002200	Syap.g_02466	Syad.g_02276
OG0002201	Syap.g_01520	Syad.g_01094
OG0002202	Syap.g_01519	Syad.g_01093
OG0002203	Syap.g_01518	Syad.g_01092
OG0002204	Syap.g_00440	Syad.g_01069
OG0002205	Syap.g_01315	Syad.g_01050
OG0002206	Syap.g_01301	Syad.g_01036
OG0002207	Syap.g_00297	Syad.g_01026
OG0002208	Syap.g_02263	Syad.g_00895
OG0002209	Syap.g_00561	Syad.g_00769
OG0002210	Syap.g_00588	Syad.g_00721
OG0002211	Syap.g_00480	Syad.g_00686
OG0002212	Syap.g_01338	Syad.g_03019
OG0002214	Syap.g_02604	Syad.g_00140
OG0002225	Syap.g_00419	Syad.g_02053
OG0002227	Syap.g_01023, Syap.g_01022	Syad.g_00010, Syad.g_00011
OG0002236	Syap.g_02346	Syad.g_00629
OG0002238	Syap.g_02235, Syap.g_02000	Syad.g_01554
OG0002241	Syap.g_02165	Syad.g_02367
OG0002242	Syap.g_02068	Syad.g_00447
OG0002247	Syap.g_01305	Syad.g_01043
OG0002257	Syap.g_00660	Syad.g_02107
OG0002260	Syap.g_02428	Syad.g_01434
OG0002277	Syap.g_00997	Syad.g_00241
OG0002296	Syap.g_02008	Syad.g_02304
OG0002301	Syap.g_00675	Syad.g_02589
OG0002302	Syap.g_02512	Syad.g_00880
OG0002306	Syap.g_02088	Syad.g_00105
OG0002308	Syap.g_00624	Syad.g_01898
OG0002309	Syap.g_01843	Syad.g_01232
OG0002329	Syap.g_01423	Syad.g_01317, Syad.g_01465, Syad.g_01466, Syad.g_03046
OG0002335	Syap.g_01161	Syad.g_02282
OG0002347	Syap.g_01387	Syad.g_02656
OG0002352	Syap.g_00801	Syad.g_01162
OG0002353	Syap.g_02729	Syad.g_01876
OG0002355	Syap.g_02330	Syad.g_02068
OG0002357	Syap.g_01434, Syap.g_01433	Syad.g_00073
OG0002358	Syap.g_02358	Syad.g_02452
OG0002359	Syap.g_00006	Syad.g_02312
OG0002369	Syap.g_00708, Syap.g_00707, Syap.g_00730	Syad.g_00284
OG0002390	Syap.g_02274	Syad.g_02932
OG0002391	Syap.g_02223	Syad.g_02835
OG0002394	Syap.g_01329	Syad.g_03015
OG0002404	Syap.g_01585	Syad.g_00037
OG0002409	Syap.g_02093	Syad.g_00066
OG0002410	Syap.g_02593	Syad.g_02057
OG0002432	Syap.g_01335	Syad.g_03007
OG0002443	Syap.g_01627	Syad.g_01753
OG0002473	Syap.g_01119	Syad.g_02919
OG0002475	Syap.g_00005	Syad.g_02311
OG0002492	Syap.g_01333	Syad.g_03013
OG0002519	Syap.g_00778	Syad.g_00413
OG0002525	Syap.g_02158, Syap.g_01008	Syad.g_02010
OG0002539	Syap.g_01029	Syad.g_00006
OG0002543	Syap.g_01031	Syad.g_00004
OG0002545	Syap.g_01546	Syad.g_02694
OG0002547	Syap.g_00837	Syad.g_02387
OG0002592	Syap.g_01327	Syad.g_03016
OG0002598	Syap.g_02388	Syad.g_01979
OG0002611	Syap.g_01065	Syad.g_00415
OG0002632	Syap.g_01334	Syad.g_03014
OG0002635	Syap.g_00937	Syad.g_01128
OG0002675	Syap.g_01751	Syad.g_00636
OG0002683	Syap.g_02139, Syap.g_02140	Syad.g_02378
OG0002733	Syap.g_01679	Syad.g_02712
OG0002734	Syap.g_00718	Syad.g_02466, Syad.g_00319
OG0002737	Syap.g_01374	Syad.g_02485
OG0002744	Syap.g_00841	Syad.g_02032
OG0002761	Syap.g_00388	Syad.g_01432
OG0002762	Syap.g_01536	Syad.g_03010
OG0002838	Syap.g_00629	Syad.g_00265
OG0002842	Syap.g_01336	Syad.g_03009
OG0002939	Syap.g_00681, Syap.g_00436	Syad.g_02233, Syad.g_02232, Syad.g_02700
OG0003093	Syap.g_01680	Syad.g_02711, Syad.g_00385
OG0003141	Syap.g_01453, Syap.g_01452	Syad.g_00100
OG0003301	Syap.g_00946, Syap.g_00945	Syad.g_00586
OG0003303	Syap.g_01950	Syad.g_02007
OG0003304	Syap.g_00342, Syap.g_00343	Syad.g_02070
OG0003305	Syap.g_00018	Syad.g_02324
OG0003902	Syap.g_01422	Syad.g_01450, Syad.g_01449
OG0003909	Syap.g_02452	Syad.g_02341, Syad.g_02417
OG0004370	Syap.g_01623	Syad.g_01932
