Orthogroup	Syap	Prao
OG0001396	Syap.g_02537	Prao.g_01188
OG0001401	Syap.g_01844	Prao.g_00642
OG0001406	Syap.g_01989	Prao.g_00986
OG0001408	Syap.g_01862	Prao.g_01005
OG0001415	Syap.g_00447, Syap.g_00446	Prao.g_00369
OG0001418	Syap.g_00221	Prao.g_00122
OG0001420	Syap.g_02736	Prao.g_01148
OG0001422	Syap.g_01682	Prao.g_01511
OG0001425	Syap.g_01024	Prao.g_01803
OG0001428	Syap.g_01196	Prao.g_00310
OG0001432	Syap.g_01967	Prao.g_01479
OG0001437	Syap.g_00448	Prao.g_00368
OG0001438	Syap.g_01346, Syap.g_01630	Prao.g_00430
OG0001439	Syap.g_01674	Prao.g_00443
OG0001441	Syap.g_02749	Prao.g_00627
OG0001447	Syap.g_02218	Prao.g_00265
OG0001452	Syap.g_01590	Prao.g_00832
OG0001453	Syap.g_02687	Prao.g_00924
OG0001456	Syap.g_01828	Prao.g_01112
OG0001457	Syap.g_01826	Prao.g_01111
OG0001458	Syap.g_01825	Prao.g_01110
OG0001459	Syap.g_00351	Prao.g_01323
OG0001479	Syap.g_00565	Prao.g_00473
OG0001492	Syap.g_02441	Prao.g_01042
OG0001493	Syap.g_02433	Prao.g_01034
OG0001495	Syap.g_01921	Prao.g_01637
OG0001502	Syap.g_00833	Prao.g_00710
OG0001504	Syap.g_00350	Prao.g_01322
OG0001507	Syap.g_00227	Prao.g_01532
OG0001546	Syap.g_02745	Prao.g_00630
OG0001547	Syap.g_00840, Syap.g_00839	Prao.g_00712
OG0001553	Syap.g_02121	Prao.g_01394
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prao.g_00638
OG0001564	Syap.g_00876	Prao.g_01209
OG0001567	Syap.g_00838	Prao.g_00711
OG0001568	Syap.g_00842	Prao.g_00713
OG0001570	Syap.g_00438	Prao.g_01146
OG0001584	Syap.g_00183	Prao.g_00875
OG0001587	Syap.g_02669	Prao.g_01611
OG0001613	Syap.g_00597	Prao.g_01706
OG0001632	Syap.g_02524	Prao.g_01330
OG0001641	Syap.g_02685	Prao.g_01200
OG0001647	Syap.g_01370	Prao.g_00411
OG0001652	Syap.g_02634	Prao.g_00636
OG0001669	Syap.g_01283	Prao.g_00184
OG0001745	Syap.g_02401	Prao.g_01478
OG0001748	Syap.g_01911	Prao.g_00152
OG0001919	Syap.g_01968	Prao.g_00524
OG0001959	Syap.g_02163	Prao.g_01345
OG0001991	Syap.g_00791	Prao.g_00562
OG0002026	Syap.g_00821	Prao.g_00523
OG0002029	Syap.g_00356	Prao.g_01325
OG0002098	Syap.g_02161	Prao.g_01357
OG0002375	Syap.g_00880	Prao.g_01361
OG0002651	Syap.g_00854	Prao.g_01211
OG0002699	Syap.g_01710	Prao.g_01356
OG0002731	Syap.g_00533	Prao.g_00643
OG0002916	Syap.g_00866	Prao.g_01259
