Orthogroup	Syap	Prad
OG0001386	Syap.g_02649	Prad.g_00274
OG0001387	Syap.g_02648	Prad.g_00273
OG0001388	Syap.g_02645	Prad.g_00270
OG0001389	Syap.g_02644	Prad.g_00269
OG0001390	Syap.g_02643	Prad.g_00268
OG0001391	Syap.g_01833	Prad.g_00267
OG0001392	Syap.g_01832	Prad.g_00266
OG0001393	Syap.g_01831	Prad.g_00265
OG0001394	Syap.g_00159	Prad.g_00230
OG0001395	Syap.g_00531	Prad.g_01032
OG0001396	Syap.g_02537	Prad.g_01977
OG0001401	Syap.g_01844	Prad.g_01046
OG0001406	Syap.g_01989	Prad.g_01010
OG0001408	Syap.g_01862	Prad.g_00992
OG0001412	Syap.g_02535	Prad.g_01979
OG0001415	Syap.g_00447, Syap.g_00446	Prad.g_01760
OG0001418	Syap.g_00221	Prad.g_01258
OG0001420	Syap.g_02736	Prad.g_00643
OG0001422	Syap.g_01682	Prad.g_00397
OG0001425	Syap.g_01024	Prad.g_01573
OG0001428	Syap.g_01196	Prad.g_01819
OG0001432	Syap.g_01967	Prad.g_00431
OG0001434	Syap.g_00167	Prad.g_00225
OG0001437	Syap.g_00448	Prad.g_01761
OG0001438	Syap.g_01346, Syap.g_01630	Prad.g_01698
OG0001439	Syap.g_01674	Prad.g_01684
OG0001441	Syap.g_02749	Prad.g_00108
OG0001447	Syap.g_02218	Prad.g_01867
OG0001452	Syap.g_01590	Prad.g_00257
OG0001453	Syap.g_02687	Prad.g_00164
OG0001456	Syap.g_01828	Prad.g_01519
OG0001457	Syap.g_01826	Prad.g_01518
OG0001458	Syap.g_01825	Prad.g_01517
OG0001459	Syap.g_00351	Prad.g_00323
OG0001474	Syap.g_00562	Prad.g_01651
OG0001479	Syap.g_00565	Prad.g_01654
OG0001487	Syap.g_00699	Prad.g_00573
OG0001492	Syap.g_02441	Prad.g_01448
OG0001493	Syap.g_02433	Prad.g_01440
OG0001495	Syap.g_01921	Prad.g_00857
OG0001502	Syap.g_00833	Prad.g_01115
OG0001504	Syap.g_00350	Prad.g_00324
OG0001507	Syap.g_00227	Prad.g_00368
OG0001546	Syap.g_02745	Prad.g_00105
OG0001547	Syap.g_00840, Syap.g_00839	Prad.g_01117
OG0001553	Syap.g_02121	Prad.g_00518
OG0001557	Syap.g_00162	Prad.g_00229
OG0001558	Syap.g_00076, Syap.g_02636, Syap.g_02637	Prad.g_01042
OG0001567	Syap.g_00838	Prad.g_01116
OG0001568	Syap.g_00842	Prad.g_01118
OG0001570	Syap.g_00438	Prad.g_00646, Prad.g_01295
OG0001584	Syap.g_00183	Prad.g_00213
OG0001587	Syap.g_02669	Prad.g_00881
OG0001613	Syap.g_00597	Prad.g_00788
OG0001632	Syap.g_02524	Prad.g_00312
OG0001647	Syap.g_01370	Prad.g_01718
OG0001652	Syap.g_02634	Prad.g_01040
OG0001690	Syap.g_00647	Prad.g_00367
OG0001745	Syap.g_02401	Prad.g_00432
OG0001748	Syap.g_01911	Prad.g_01323
OG0001919	Syap.g_01968	Prad.g_00705
OG0001924	Syap.g_00381	Prad.g_01311
OG0001925	Syap.g_00382	Prad.g_01310
OG0001926	Syap.g_00383	Prad.g_01309
OG0001927	Syap.g_00384	Prad.g_01308
OG0001994	Syap.g_00380	Prad.g_01312
OG0002026	Syap.g_00821	Prad.g_00706
OG0002098	Syap.g_02161	Prad.g_00553
OG0002699	Syap.g_01710	Prad.g_00551
OG0003033	Syap.g_01263	Prad.g_00534
