Orthogroup	Syaf	Praj
OG0001127	Syaf.g_01410	Praj.g_01013
OG0001128	Syaf.g_01413	Praj.g_01016
OG0001129	Syaf.g_01415	Praj.g_01017
OG0001130	Syaf.g_01416	Praj.g_01018
OG0001131	Syaf.g_02090	Praj.g_00852
OG0001132	Syaf.g_01722	Praj.g_01063
OG0001133	Syaf.g_02334	Praj.g_01040
OG0001134	Syaf.g_01616	Praj.g_01832
OG0001135	Syaf.g_01618	Praj.g_01835
OG0001136	Syaf.g_01286	Praj.g_01463
OG0001137	Syaf.g_01306	Praj.g_01452
OG0001138	Syaf.g_01596	Praj.g_01432
OG0001139	Syaf.g_01594	Praj.g_01430
OG0001140	Syaf.g_01593	Praj.g_01429
OG0001141	Syaf.g_01592	Praj.g_01428
OG0001142	Syaf.g_01591	Praj.g_01427
OG0001143	Syaf.g_01583	Praj.g_01420
OG0001144	Syaf.g_01573	Praj.g_01415
OG0001145	Syaf.g_01267	Praj.g_01520
OG0001146	Syaf.g_01248	Praj.g_01532
OG0001147	Syaf.g_02489	Praj.g_01550
OG0001148	Syaf.g_02735	Praj.g_01577
OG0001149	Syaf.g_02736	Praj.g_01578
OG0001150	Syaf.g_02737	Praj.g_01579
OG0001151	Syaf.g_02750	Praj.g_01590
OG0001152	Syaf.g_02751	Praj.g_01591
OG0001153	Syaf.g_02463	Praj.g_01662
OG0001154	Syaf.g_02464	Praj.g_01663
OG0001155	Syaf.g_01107	Praj.g_01679
OG0001156	Syaf.g_01104	Praj.g_01682
OG0001157	Syaf.g_01103	Praj.g_01683
OG0001158	Syaf.g_01102	Praj.g_01684
OG0001159	Syaf.g_01101	Praj.g_01685
OG0001160	Syaf.g_01058	Praj.g_01711
OG0001161	Syaf.g_00617	Praj.g_01499
OG0001162	Syaf.g_02015	Praj.g_01723
OG0001163	Syaf.g_01050	Praj.g_01761
OG0001164	Syaf.g_01044	Praj.g_01765
OG0001165	Syaf.g_01039	Praj.g_01767
OG0001166	Syaf.g_01010	Praj.g_01785
OG0001167	Syaf.g_01182	Praj.g_01803
OG0001168	Syaf.g_01180	Praj.g_01804
OG0001169	Syaf.g_01178	Praj.g_01806
OG0001170	Syaf.g_01176	Praj.g_01808
OG0001171	Syaf.g_01166	Praj.g_01818
OG0001172	Syaf.g_00173	Praj.g_01872
OG0001173	Syaf.g_00172	Praj.g_01873
OG0001174	Syaf.g_00164	Praj.g_01881
OG0001175	Syaf.g_00163	Praj.g_01882
OG0001176	Syaf.g_00142	Praj.g_01893
OG0001177	Syaf.g_00144	Praj.g_01891
OG0001178	Syaf.g_01028	Praj.g_01236
OG0001179	Syaf.g_00112	Praj.g_01935
OG0001180	Syaf.g_00087	Praj.g_01958
OG0001181	Syaf.g_00083	Praj.g_01962
OG0001182	Syaf.g_00074	Praj.g_01970
OG0001184	Syaf.g_00360	Praj.g_01992
OG0001185	Syaf.g_00382	Praj.g_02007
OG0001186	Syaf.g_00418	Praj.g_02046
OG0001187	Syaf.g_00422	Praj.g_02060
OG0001188	Syaf.g_00425	Praj.g_02062
OG0001189	Syaf.g_00441	Praj.g_02079
OG0001190	Syaf.g_00646	Praj.g_02084
OG0001191	Syaf.g_00635	Praj.g_02094
OG0001192	Syaf.g_00630	Praj.g_02099
OG0001193	Syaf.g_00596	Praj.g_02112
OG0001194	Syaf.g_00594	Praj.g_02113
OG0001195	Syaf.g_00593	Praj.g_02114
OG0001196	Syaf.g_00519	Praj.g_02136
OG0001197	Syaf.g_00517	Praj.g_02138
OG0001198	Syaf.g_00501	Praj.g_02146
OG0001199	Syaf.g_00957	Praj.g_00112
OG0001200	Syaf.g_00955	Praj.g_00114
OG0001201	Syaf.g_00902	Praj.g_00146
OG0001202	Syaf.g_00764	Praj.g_00239
OG0001203	Syaf.g_02785	Praj.g_00278
OG0001204	Syaf.g_00185	Praj.g_00284
OG0001205	Syaf.g_01229	Praj.g_00439
OG0001206	Syaf.g_02530	Praj.g_00458
OG0001207	Syaf.g_02732	Praj.g_00469
OG0001208	Syaf.g_02719	Praj.g_00475
OG0001209	Syaf.g_02651	Praj.g_00526
OG0001210	Syaf.g_02642	Praj.g_00531
OG0001211	Syaf.g_02623	Praj.g_00541
OG0001212	Syaf.g_02563	Praj.g_00583
OG0001213	Syaf.g_02324	Praj.g_00617
OG0001214	Syaf.g_02308	Praj.g_00625
OG0001215	Syaf.g_01477	Praj.g_00683
OG0001216	Syaf.g_01980	Praj.g_00700
OG0001217	Syaf.g_02237	Praj.g_00091
OG0001218	Syaf.g_02473	Praj.g_00740
OG0001219	Syaf.g_01796	Praj.g_00915
OG0001220	Syaf.g_01335	Praj.g_00825
OG0001221	Syaf.g_02087	Praj.g_00899
OG0001222	Syaf.g_01848	Praj.g_00847
OG0001223	Syaf.g_01902	Praj.g_00964
OG0001224	Syaf.g_01438	Praj.g_01020
OG0001225	Syaf.g_01440	Praj.g_01022
OG0001227	Syaf.g_00614	Praj.g_01045
OG0001228	Syaf.g_01223	Praj.g_01411
OG0001229	Syaf.g_01464	Praj.g_01160
OG0001230	Syaf.g_02404	Praj.g_01623
OG0001231	Syaf.g_00481	Praj.g_00744
OG0001232	Syaf.g_01000	Praj.g_01789
OG0001234	Syaf.g_00159	Praj.g_01884
OG0001235	Syaf.g_00150	Praj.g_01888
OG0001236	Syaf.g_00357	Praj.g_01989
OG0001237	Syaf.g_00362	Praj.g_01993
OG0001238	Syaf.g_00634	Praj.g_02095
OG0001239	Syaf.g_00960	Praj.g_00109
OG0001240	Syaf.g_00919	Praj.g_00131
OG0001241	Syaf.g_00909	Praj.g_00140
OG0001242	Syaf.g_00874	Praj.g_00159
OG0001243	Syaf.g_00867	Praj.g_00166
OG0001244	Syaf.g_00836	Praj.g_00182
OG0001246	Syaf.g_02693	Praj.g_00496
OG0001247	Syaf.g_02004	Praj.g_00676
OG0001248	Syaf.g_02012	Praj.g_00678
OG0001251	Syaf.g_00588	Praj.g_01858
OG0001252	Syaf.g_01412	Praj.g_01015
OG0001254	Syaf.g_01617	Praj.g_01834
OG0001255	Syaf.g_01070	Praj.g_01477
OG0001256	Syaf.g_01051	Praj.g_01719
OG0001257	Syaf.g_02534	Praj.g_01724
OG0001259	Syaf.g_01177	Praj.g_01807
OG0001260	Syaf.g_01155	Praj.g_01824
OG0001261	Syaf.g_00103	Praj.g_01943
OG0001262	Syaf.g_00439	Praj.g_02077
OG0001263	Syaf.g_00864	Praj.g_00169
OG0001264	Syaf.g_01234	Praj.g_01508
OG0001269	Syaf.g_01653	Praj.g_00824
OG0001273	Syaf.g_02315	Praj.g_00619
OG0001277	Syaf.g_00533	Praj.g_02123
OG0001279	Syaf.g_02385	Praj.g_01155
OG0001280	Syaf.g_01257	Praj.g_01527
OG0001281	Syaf.g_01247	Praj.g_01533
OG0001282	Syaf.g_02734	Praj.g_01576
OG0001283	Syaf.g_00524, Syaf.g_02414	Praj.g_02132
OG0001284	Syaf.g_01073	Praj.g_01705
OG0001285	Syaf.g_00568	Praj.g_01792
OG0001286	Syaf.g_00089	Praj.g_01956
OG0001287	Syaf.g_00390	Praj.g_02014
OG0001288	Syaf.g_00408	Praj.g_02025
OG0001289	Syaf.g_00935	Praj.g_00125
OG0001290	Syaf.g_00910	Praj.g_00139
OG0001294	Syaf.g_02124	Praj.g_01497, Praj.g_01564
OG0001295	Syaf.g_02637	Praj.g_01485
OG0001296	Syaf.g_02687	Praj.g_00501
OG0001297	Syaf.g_02683	Praj.g_00506
OG0001299	Syaf.g_02130	Praj.g_00655
OG0001300	Syaf.g_01468	Praj.g_00687
OG0001301	Syaf.g_01454	Praj.g_00689
OG0001302	Syaf.g_02279	Praj.g_00913
OG0001303	Syaf.g_01798	Praj.g_01344
OG0001304	Syaf.g_01950	Praj.g_01006
OG0001305	Syaf.g_01448	Praj.g_00842
OG0001306	Syaf.g_01272	Praj.g_01475
OG0001307	Syaf.g_01638	Praj.g_01547
OG0001308	Syaf.g_02427	Praj.g_01642
OG0001309	Syaf.g_02678	Praj.g_00510
OG0001310	Syaf.g_01018	Praj.g_01779
OG0001311	Syaf.g_01935	Praj.g_00998
OG0001312	Syaf.g_01809	Praj.g_00924
OG0001315	Syaf.g_00071	Praj.g_01974
OG0001316	Syaf.g_00847	Praj.g_00180
OG0001317	Syaf.g_02790	Praj.g_00274
OG0001318	Syaf.g_00209	Praj.g_00295
OG0001321	Syaf.g_01238	Praj.g_00445
OG0001322	Syaf.g_01239	Praj.g_00446
OG0001324	Syaf.g_01467	Praj.g_00688
OG0001325	Syaf.g_01976	Praj.g_00703
OG0001326	Syaf.g_00578	Praj.g_01850
OG0001327	Syaf.g_02116	Praj.g_00876
OG0001328	Syaf.g_02094	Praj.g_00895
OG0001329	Syaf.g_02285	Praj.g_01727
OG0001330	Syaf.g_01264	Praj.g_01521
OG0001331	Syaf.g_02739	Praj.g_01581
OG0001334	Syaf.g_00060	Praj.g_01979
OG0001335	Syaf.g_00059	Praj.g_01980
OG0001336	Syaf.g_00523	Praj.g_02133
OG0001337	Syaf.g_00063, Syaf.g_00040	Praj.g_00367
OG0001339	Syaf.g_00907	Praj.g_00142
OG0001340	Syaf.g_00039	Praj.g_00368
OG0001341	Syaf.g_01463	Praj.g_00069
OG0001343	Syaf.g_00590	Praj.g_00867
OG0001344	Syaf.g_01294	Praj.g_01457
OG0001345	Syaf.g_01323	Praj.g_01441
OG0001346	Syaf.g_01253	Praj.g_01529
OG0001347	Syaf.g_02400	Praj.g_02039
OG0001348	Syaf.g_01396	Praj.g_01082
OG0001350	Syaf.g_02786	Praj.g_00277
OG0001351	Syaf.g_02539	Praj.g_00448
OG0001352	Syaf.g_02661	Praj.g_00672
OG0001354	Syaf.g_01888	Praj.g_00956
OG0001356	Syaf.g_02177, Syaf.g_01397	Praj.g_01119
OG0001357	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827	Praj.g_01222
OG0001358	Syaf.g_02341	Praj.g_00608
OG0001359	Syaf.g_00591	Praj.g_00868
OG0001360	Syaf.g_01325	Praj.g_01439
OG0001362	Syaf.g_02432	Praj.g_01646
OG0001363	Syaf.g_02434	Praj.g_00454
OG0001368	Syaf.g_00184	Praj.g_01171, Praj.g_01152
OG0001370	Syaf.g_00569	Praj.g_01193
OG0001371	Syaf.g_00397	Praj.g_00671
OG0001372	Syaf.g_01682	Praj.g_00042
OG0001373	Syaf.g_00579	Praj.g_01849
OG0001374	Syaf.g_00571	Praj.g_01857
OG0001375	Syaf.g_00589	Praj.g_00866
OG0001376	Syaf.g_00626	Praj.g_00854
OG0001377	Syaf.g_00627	Praj.g_00855
OG0001378	Syaf.g_01209	Praj.g_00428
OG0001380	Syaf.g_02247	Praj.g_01484
OG0001385	Syaf.g_00582	Praj.g_01846
OG0001386	Syaf.g_00581	Praj.g_01847
OG0001387	Syaf.g_00580	Praj.g_01848
OG0001388	Syaf.g_00577	Praj.g_01851
OG0001389	Syaf.g_00576	Praj.g_01852
OG0001390	Syaf.g_00575	Praj.g_01853
OG0001391	Syaf.g_00574	Praj.g_01854
OG0001392	Syaf.g_00573	Praj.g_01855
OG0001393	Syaf.g_00572	Praj.g_01856
OG0001394	Syaf.g_02081	Praj.g_00903
OG0001395	Syaf.g_01958	Praj.g_01009
OG0001396	Syaf.g_02399	Praj.g_02040
OG0001397	Syaf.g_02433	Praj.g_01647
OG0001398	Syaf.g_01758	Praj.g_00717
OG0001401	Syaf.g_01383	Praj.g_00807
OG0001402	Syaf.g_02336	Praj.g_00612
OG0001404	Syaf.g_00964	Praj.g_00106
OG0001405	Syaf.g_00057	Praj.g_00361
OG0001406	Syaf.g_00625	Praj.g_00853
OG0001407	Syaf.g_02660	Praj.g_00858
OG0001408	Syaf.g_01546	Praj.g_00082
OG0001410	Syaf.g_01639	Praj.g_01548
OG0001412	Syaf.g_02482	Praj.g_02038
OG0001413	Syaf.g_02344, Syaf.g_02267	Praj.g_00745
OG0001417	Syaf.g_01887	Praj.g_01496
OG0001419	Syaf.g_02659	Praj.g_00736
OG0001420	Syaf.g_02664	Praj.g_01142
OG0001421	Syaf.g_01721	Praj.g_01720
OG0001425	Syaf.g_00631	Praj.g_02098
OG0001432	Syaf.g_01492	Praj.g_00988
OG0001433	Syaf.g_01398	Praj.g_01118
OG0001435	Syaf.g_02107	Praj.g_00883
OG0001439	Syaf.g_00283	Praj.g_00342
OG0001441	Syaf.g_02673	Praj.g_00513
OG0001442	Syaf.g_02066	Praj.g_01612
OG0001443	Syaf.g_00621	Praj.g_01841
OG0001447	Syaf.g_00866	Praj.g_00167
OG0001451	Syaf.g_02183	Praj.g_00836
OG0001453	Syaf.g_01909	Praj.g_00967
OG0001454	Syaf.g_02263	Praj.g_01237
OG0001456	Syaf.g_00561	Praj.g_01503
OG0001457	Syaf.g_00560	Praj.g_01502
OG0001458	Syaf.g_00559	Praj.g_01501
OG0001459	Syaf.g_01643	Praj.g_01123
OG0001460	Syaf.g_01399	Praj.g_01117
OG0001461	Syaf.g_01633	Praj.g_01381
OG0001467	Syaf.g_02280	Praj.g_00098
OG0001468	Syaf.g_02278	Praj.g_00865
OG0001470	Syaf.g_01206	Praj.g_02057
OG0001471	Syaf.g_00276	Praj.g_01498
OG0001473	Syaf.g_02282	Praj.g_01560
OG0001474	Syaf.g_00016	Praj.g_00385
OG0001475	Syaf.g_01204	Praj.g_02052
OG0001476	Syaf.g_01302	Praj.g_01454
OG0001477	Syaf.g_01457	Praj.g_01370
OG0001480	Syaf.g_01334	Praj.g_01173
OG0001482	Syaf.g_01897	Praj.g_01044
OG0001484	Syaf.g_00570	Praj.g_01206
OG0001487	Syaf.g_02472	Praj.g_01670
OG0001488	Syaf.g_01311	Praj.g_01448
OG0001489	Syaf.g_00078	Praj.g_01967
OG0001495	Syaf.g_00145	Praj.g_01890
OG0001496	Syaf.g_01459	Praj.g_01368
OG0001497	Syaf.g_01458	Praj.g_01369
OG0001498	Syaf.g_02806	Praj.g_00404
OG0001504	Syaf.g_01642	Praj.g_01124
OG0001507	Syaf.g_01664	Praj.g_01140
OG0001508	Syaf.g_01207	Praj.g_02053
OG0001510	Syaf.g_00394	Praj.g_02018
OG0001511	Syaf.g_00894	Praj.g_00150
OG0001512	Syaf.g_02784	Praj.g_01746
OG0001513	Syaf.g_00361	Praj.g_00041
OG0001514	Syaf.g_01460	Praj.g_01367
OG0001515	Syaf.g_01472	Praj.g_00685
OG0001516	Syaf.g_02133	Praj.g_00652
OG0001517	Syaf.g_00022	Praj.g_00381
OG0001518	Syaf.g_00632	Praj.g_02097
OG0001519	Syaf.g_00619	Praj.g_02102
OG0001522	Syaf.g_01387	Praj.g_00803
OG0001528	Syaf.g_01205	Praj.g_02056
OG0001529	Syaf.g_00448	Praj.g_00045
OG0001530	Syaf.g_00896	Praj.g_00149
OG0001531	Syaf.g_02783	Praj.g_00279
OG0001532	Syaf.g_01595	Praj.g_01431
OG0001534	Syaf.g_01951	Praj.g_01007
OG0001535	Syaf.g_01931	Praj.g_00996
OG0001536	Syaf.g_01856	Praj.g_00942
OG0001537	Syaf.g_02086	Praj.g_00900
OG0001538	Syaf.g_02044	Praj.g_00774
OG0001539	Syaf.g_02111	Praj.g_00878
OG0001540	Syaf.g_00862	Praj.g_00171
OG0001541	Syaf.g_00795	Praj.g_00219
OG0001542	Syaf.g_00785	Praj.g_00225
OG0001543	Syaf.g_00726	Praj.g_00850
OG0001544	Syaf.g_00620	Praj.g_02101
OG0001545	Syaf.g_00534	Praj.g_02122
OG0001548	Syaf.g_02258	Praj.g_01061
OG0001549	Syaf.g_01326	Praj.g_00834
OG0001551	Syaf.g_01403	Praj.g_01843
OG0001552	Syaf.g_02761, Syaf.g_02762	Praj.g_01840
OG0001555	Syaf.g_01698	Praj.g_01748
OG0001556	Syaf.g_01604	Praj.g_01109
OG0001557	Syaf.g_02080	Praj.g_00904
OG0001559	Syaf.g_00897	Praj.g_00148
OG0001560	Syaf.g_00911	Praj.g_00138
OG0001561	Syaf.g_01937	Praj.g_01000
OG0001562	Syaf.g_01923	Praj.g_00990
OG0001563	Syaf.g_00094	Praj.g_01951
OG0001570	Syaf.g_00978	Praj.g_01284
OG0001575	Syaf.g_02606	Praj.g_00556
OG0001576	Syaf.g_02545	Praj.g_01541
OG0001577	Syaf.g_01284	Praj.g_01465
OG0001578	Syaf.g_01625, Syaf.g_02260	Praj.g_01362
OG0001579	Syaf.g_00047	Praj.g_00365
OG0001582	Syaf.g_01865	Praj.g_01494
OG0001589	Syaf.g_01173	Praj.g_01811
OG0001591	Syaf.g_02122	Praj.g_00662
OG0001623	Syaf.g_00035	Praj.g_00369
OG0001633	Syaf.g_01528, Syaf.g_02381	Praj.g_01866
OG0001634	Syaf.g_02127	Praj.g_00658
OG0001642	Syaf.g_01336	Praj.g_01558
OG0001644	Syaf.g_01962	Praj.g_00713
OG0001656	Syaf.g_00052	Praj.g_00364
OG0001659	Syaf.g_01602	Praj.g_01435
OG0001673	Syaf.g_02792	Praj.g_00272
OG0001676	Syaf.g_00053	Praj.g_00366
OG0001691	Syaf.g_02349	Praj.g_01010
OG0001692	Syaf.g_02408	Praj.g_01627
OG0001694	Syaf.g_00246	Praj.g_00317
OG0001695	Syaf.g_00540	Praj.g_02118
OG0001700	Syaf.g_02162, Syaf.g_02178	Praj.g_01116
OG0001703	Syaf.g_02731	Praj.g_00470
OG0001713	Syaf.g_01303	Praj.g_01088
OG0001715	Syaf.g_02249	Praj.g_01177
OG0001733	Syaf.g_02119	Praj.g_01107
OG0001738	Syaf.g_00298	Praj.g_00355
OG0001739	Syaf.g_00542	Praj.g_02117
OG0001740	Syaf.g_00537	Praj.g_02121
OG0001769	Syaf.g_02291	Praj.g_01387
OG0001810	Syaf.g_00849	Praj.g_00694
OG0001816	Syaf.g_02117	Praj.g_00875
OG0001907	Syaf.g_00844	Praj.g_00181
OG0001915	Syaf.g_00509	Praj.g_02140
OG0001916	Syaf.g_02704	Praj.g_00488
OG0001954	Syaf.g_01746	Praj.g_01167
OG0001978	Syaf.g_00202, Syaf.g_00199, Syaf.g_00200	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421
OG0001990	Syaf.g_00536	Praj.g_00066
OG0001991	Syaf.g_02163	Praj.g_01120
OG0002018	Syaf.g_00538	Praj.g_02120
OG0002177	Syaf.g_02240	Praj.g_01400
OG0002449	Syaf.g_00539	Praj.g_02119
OG0002456	Syaf.g_01687	Praj.g_01984
OG0002507	Syaf.g_02598	Praj.g_01343, Praj.g_00980
OG0002585	Syaf.g_00888, Syaf.g_00892, Syaf.g_02811	Praj.g_00401
OG0003068	Syaf.g_00201	Praj.g_01752, Praj.g_00422
OG0003410	Syaf.g_01233	Praj.g_01507, Praj.g_00376
