Orthogroup	Prau	Praf
OG0001169	Prau.g_01898	Praf.g_02375
OG0001170	Prau.g_01900	Praf.g_02383
OG0001171	Prau.g_01901	Praf.g_02384
OG0001172	Prau.g_01902	Praf.g_02386
OG0001173	Prau.g_01904	Praf.g_02388
OG0001174	Prau.g_01906	Praf.g_02391
OG0001175	Prau.g_01908	Praf.g_02393
OG0001176	Prau.g_01909	Praf.g_02395
OG0001177	Prau.g_01911	Praf.g_02397
OG0001178	Prau.g_01912	Praf.g_02398
OG0001179	Prau.g_01913	Praf.g_02399
OG0001180	Prau.g_01914	Praf.g_00196
OG0001181	Prau.g_01915	Praf.g_00195
OG0001182	Prau.g_01916	Praf.g_00194
OG0001183	Prau.g_01917	Praf.g_00193
OG0001184	Prau.g_01918	Praf.g_00192
OG0001185	Prau.g_01919	Praf.g_00191
OG0001186	Prau.g_01920	Praf.g_00184
OG0001187	Prau.g_01921	Praf.g_00183
OG0001188	Prau.g_01922	Praf.g_00182
OG0001189	Prau.g_01923	Praf.g_00180
OG0001190	Prau.g_01924	Praf.g_00179
OG0001191	Prau.g_01926	Praf.g_00177
OG0001192	Prau.g_01928	Praf.g_00175
OG0001193	Prau.g_01929	Praf.g_00174
OG0001194	Prau.g_01930	Praf.g_00173
OG0001195	Prau.g_01931	Praf.g_00165
OG0001196	Prau.g_01933	Praf.g_00163
OG0001197	Prau.g_01936	Praf.g_00158
OG0001198	Prau.g_01937	Praf.g_00157
OG0001199	Prau.g_01938	Praf.g_00156
OG0001200	Prau.g_01939	Praf.g_00155
OG0001201	Prau.g_01940	Praf.g_00154
OG0001202	Prau.g_01941	Praf.g_00153
OG0001203	Prau.g_01943	Praf.g_00091
OG0001204	Prau.g_01946	Praf.g_00089
OG0001205	Prau.g_01947	Praf.g_00088
OG0001206	Prau.g_01949	Praf.g_00087
OG0001207	Prau.g_01950	Praf.g_00083
OG0001208	Prau.g_01951	Praf.g_00082
OG0001209	Prau.g_01952	Praf.g_00081
OG0001210	Prau.g_01953	Praf.g_00077
OG0001211	Prau.g_01954	Praf.g_00075
OG0001212	Prau.g_01955	Praf.g_00074
OG0001213	Prau.g_01956	Praf.g_00072
OG0001214	Prau.g_01957	Praf.g_00071
OG0001215	Prau.g_01958	Praf.g_00070
OG0001216	Prau.g_01959	Praf.g_00069
OG0001217	Prau.g_01960	Praf.g_00068
OG0001218	Prau.g_01961	Praf.g_00067
OG0001219	Prau.g_01962	Praf.g_00064
OG0001220	Prau.g_01963	Praf.g_00063
OG0001221	Prau.g_01964	Praf.g_00062
OG0001222	Prau.g_01966	Praf.g_00060
OG0001223	Prau.g_01968	Praf.g_00056
OG0001224	Prau.g_01969	Praf.g_00054
OG0001225	Prau.g_01971	Praf.g_02656
OG0001226	Prau.g_01972	Praf.g_02657
OG0001227	Prau.g_01973	Praf.g_02658
OG0001228	Prau.g_01974	Praf.g_02659
OG0001229	Prau.g_01975	Praf.g_02661
OG0001230	Prau.g_01976	Praf.g_02662
OG0001231	Prau.g_01977	Praf.g_02663
OG0001232	Prau.g_01979	Praf.g_02665
OG0001233	Prau.g_01980	Praf.g_02667
OG0001234	Prau.g_01981	Praf.g_02669
OG0001235	Prau.g_01982	Praf.g_02670
OG0001236	Prau.g_01983	Praf.g_02671
OG0001237	Prau.g_01985	Praf.g_02674
OG0001238	Prau.g_01986	Praf.g_02680
OG0001239	Prau.g_01989	Praf.g_02702
OG0001240	Prau.g_01990	Praf.g_02716
OG0001241	Prau.g_01991	Praf.g_02717
OG0001242	Prau.g_01992	Praf.g_02719
OG0001243	Prau.g_01993	Praf.g_02720
OG0001244	Prau.g_01994	Praf.g_02723
OG0001245	Prau.g_01995	Praf.g_02724
OG0001246	Prau.g_01996	Praf.g_02728
OG0001247	Prau.g_01997	Praf.g_02729
OG0001248	Prau.g_01998	Praf.g_02730
OG0001249	Prau.g_01999	Praf.g_02743
OG0001250	Prau.g_02000	Praf.g_02753
OG0001251	Prau.g_02001	Praf.g_02754
OG0001252	Prau.g_02002	Praf.g_02755
OG0001253	Prau.g_02003	Praf.g_02756
OG0001254	Prau.g_02005	Praf.g_02758
OG0001255	Prau.g_02006	Praf.g_02759
OG0001256	Prau.g_02008	Praf.g_02764
OG0001257	Prau.g_02009	Praf.g_02765
OG0001258	Prau.g_02010	Praf.g_02766
OG0001259	Prau.g_02012	Praf.g_02770
OG0001260	Prau.g_02014	Praf.g_02772
OG0001261	Prau.g_02015	Praf.g_02773
OG0001262	Prau.g_02016	Praf.g_02775
OG0001263	Prau.g_02017	Praf.g_02777
OG0001264	Prau.g_02018	Praf.g_02779
OG0001265	Prau.g_02019	Praf.g_02780
OG0001266	Prau.g_02020	Praf.g_02781
OG0001267	Prau.g_02021	Praf.g_02782
OG0001268	Prau.g_02022	Praf.g_02783
OG0001269	Prau.g_00093	Praf.g_00261
OG0001270	Prau.g_00139	Praf.g_02418
OG0001271	Prau.g_00151	Praf.g_02437
OG0001272	Prau.g_00283	Praf.g_02280
OG0001273	Prau.g_00335	Praf.g_02055
OG0001274	Prau.g_00523	Praf.g_00597
OG0001275	Prau.g_00539	Praf.g_00615
OG0001276	Prau.g_00628	Praf.g_00738
OG0001278	Prau.g_00905	Praf.g_01614
OG0001280	Prau.g_01065	Praf.g_01333
OG0001281	Prau.g_01112	Praf.g_00991
OG0001282	Prau.g_01129	Praf.g_01473
OG0001283	Prau.g_01134	Praf.g_00989
OG0001285	Prau.g_01191	Praf.g_01134
OG0001286	Prau.g_01204	Praf.g_00852
OG0001288	Prau.g_01571	Praf.g_00976
OG0001289	Prau.g_01582	Praf.g_00535
OG0001290	Prau.g_01624	Praf.g_01248
OG0001291	Prau.g_01625	Praf.g_00639
OG0001292	Prau.g_01630	Praf.g_01145
OG0001293	Prau.g_01645	Praf.g_01950
OG0001294	Prau.g_01657, Prau.g_01309	Praf.g_01484
OG0001296	Prau.g_01724	Praf.g_00492
OG0001297	Prau.g_01728	Praf.g_00487
OG0001298	Prau.g_01731	Praf.g_00484
OG0001299	Prau.g_01797	Praf.g_02197
OG0001300	Prau.g_01822	Praf.g_00474
OG0001301	Prau.g_01907	Praf.g_02392
OG0001302	Prau.g_01935	Praf.g_00159
OG0001303	Prau.g_01967	Praf.g_00058
OG0001304	Prau.g_02011	Praf.g_02768
OG0001305	Prau.g_01704	Praf.g_01095
OG0001306	Prau.g_00478	Praf.g_01988
OG0001309	Prau.g_00075	Praf.g_00315
OG0001310	Prau.g_00077	Praf.g_00313
OG0001311	Prau.g_00094	Praf.g_00260
OG0001313	Prau.g_00126	Praf.g_02402
OG0001315	Prau.g_00245	Praf.g_02206
OG0001316	Prau.g_00254	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001318	Prau.g_00677	Praf.g_01694
OG0001319	Prau.g_00809	Praf.g_01853
OG0001320	Prau.g_01080	Praf.g_01284
OG0001321	Prau.g_01085	Praf.g_01278
OG0001322	Prau.g_01120	Praf.g_02752
OG0001323	Prau.g_01155	Praf.g_00055
OG0001325	Prau.g_01165	Praf.g_02648, Praf.g_01002
OG0001326	Prau.g_01234	Praf.g_00926
OG0001327	Prau.g_01393	Praf.g_01894
OG0001328	Prau.g_01628	Praf.g_00017
OG0001329	Prau.g_01755	Praf.g_00454
OG0001330	Prau.g_01789	Praf.g_00403
OG0001331	Prau.g_01903	Praf.g_02387
OG0001332	Prau.g_00142	Praf.g_02429
OG0001333	Prau.g_00239	Praf.g_00387
OG0001334	Prau.g_00509	Praf.g_00676
OG0001335	Prau.g_01104	Praf.g_01640
OG0001336	Prau.g_01123	Praf.g_01105
OG0001337	Prau.g_01137	Praf.g_00969
OG0001338	Prau.g_01345	Praf.g_00805
OG0001339	Prau.g_01376	Praf.g_00789
OG0001340	Prau.g_01429	Praf.g_02762
OG0001341	Prau.g_01621	Praf.g_00497
OG0001343	Prau.g_01729	Praf.g_00486
OG0001344	Prau.g_01778	Praf.g_00426
OG0001345	Prau.g_01873	Praf.g_02111
OG0001346	Prau.g_01927	Praf.g_00176
OG0001347	Prau.g_01965	Praf.g_00061
OG0001348	Prau.g_00129	Praf.g_02404
OG0001349	Prau.g_00119	Praf.g_00217
OG0001351	Prau.g_00204	Praf.g_02522
OG0001352	Prau.g_00250	Praf.g_02211
OG0001353	Prau.g_00263	Praf.g_02252
OG0001354	Prau.g_00282	Praf.g_02279
OG0001355	Prau.g_00341	Praf.g_02048
OG0001356	Prau.g_00381	Praf.g_01750
OG0001357	Prau.g_00475	Praf.g_01991
OG0001358	Prau.g_00513	Praf.g_01910
OG0001359	Prau.g_00527	Praf.g_00601
OG0001362	Prau.g_00616	Praf.g_00722
OG0001363	Prau.g_00743	Praf.g_02550
OG0001365	Prau.g_00894	Praf.g_01598
OG0001367	Prau.g_01043	Praf.g_01351
OG0001368	Prau.g_01064	Praf.g_01334
OG0001369	Prau.g_01178	Praf.g_01037
OG0001370	Prau.g_01179	Praf.g_01038
OG0001371	Prau.g_01256	Praf.g_00893
OG0001372	Prau.g_01320	Praf.g_01769
OG0001375	Prau.g_01769	Praf.g_00436
OG0001376	Prau.g_01811	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001377	Prau.g_01934	Praf.g_00160
OG0001378	Prau.g_01066	Praf.g_01332
OG0001382	Prau.g_00136	Praf.g_02414
OG0001385	Prau.g_00274	Praf.g_02269
OG0001389	Prau.g_00495	Praf.g_01958
OG0001391	Prau.g_00545	Praf.g_00624
OG0001393	Prau.g_00560	Praf.g_00642
OG0001404	Prau.g_01047	Praf.g_01431
OG0001425	Prau.g_00328	Praf.g_02074
OG0001427	Prau.g_00562	Praf.g_00644
OG0001436	Prau.g_01640	Praf.g_01298
OG0001438	Prau.g_02007	Praf.g_02763
OG0001447	Prau.g_00752	Praf.g_01933, Praf.g_01931
OG0001448	Prau.g_00660	Praf.g_01665
OG0001450	Prau.g_01168	Praf.g_00960
OG0001456	Prau.g_01653	Praf.g_01004
OG0001463	Prau.g_00440	Praf.g_00966
OG0001464	Prau.g_00599	Praf.g_00699
OG0001465	Prau.g_01674	Praf.g_00737
OG0001475	Prau.g_01709	Praf.g_01297
OG0001476	Prau.g_01525	Praf.g_01791
OG0001481	Prau.g_01292	Praf.g_01168, Praf.g_02627, Praf.g_01187, Praf.g_00342
OG0001482	Prau.g_00322	Praf.g_02333
OG0001484	Prau.g_00431, Prau.g_00457	Praf.g_01576
OG0001485	Prau.g_00916	Praf.g_01231
OG0001488	Prau.g_01097	Praf.g_02678
OG0001489	Prau.g_01098	Praf.g_02677
OG0001490	Prau.g_01099	Praf.g_02676
OG0001491	Prau.g_01105	Praf.g_01130
OG0001492	Prau.g_01132	Praf.g_00936
OG0001493	Prau.g_01141	Praf.g_01997
OG0001494	Prau.g_01222	Praf.g_00883
OG0001500	Prau.g_00976	Praf.g_01500
OG0001505	Prau.g_00791	Praf.g_01504
OG0001509	Prau.g_00886	Praf.g_02169
OG0001511	Prau.g_00927	Praf.g_02731
OG0001512	Prau.g_00928	Praf.g_02732
OG0001513	Prau.g_00929	Praf.g_02733
OG0001514	Prau.g_00930	Praf.g_02734
OG0001515	Prau.g_00931	Praf.g_02735
OG0001516	Prau.g_00932	Praf.g_02736
OG0001517	Prau.g_00933	Praf.g_02737
OG0001518	Prau.g_00934	Praf.g_02738
OG0001519	Prau.g_00935	Praf.g_02739
OG0001520	Prau.g_00936	Praf.g_02740
OG0001521	Prau.g_00937	Praf.g_02741
OG0001522	Prau.g_00938	Praf.g_02742
OG0001523	Prau.g_00971	Praf.g_01496
OG0001527	Prau.g_01633	Praf.g_00977
OG0001540	Prau.g_00500	Praf.g_00792
OG0001544	Prau.g_01459	Praf.g_00279
OG0001547	Prau.g_00033	Praf.g_00043
OG0001556	Prau.g_01454	Praf.g_00097
OG0001557	Prau.g_01637	Praf.g_00345
OG0001559	Prau.g_01296	Praf.g_02007
OG0001570	Prau.g_00501	Praf.g_01578
OG0001588	Prau.g_01308	Praf.g_01094
OG0001602	Prau.g_00295	Praf.g_02294
OG0001605	Prau.g_00405	Praf.g_00353
OG0001610	Prau.g_00944	Praf.g_00953
OG0001615	Prau.g_01467	Praf.g_00115
OG0001619	Prau.g_01816	Praf.g_02174
OG0001629	Prau.g_01503	Praf.g_00110
OG0001630	Prau.g_01474	Praf.g_00118
OG0001632	Prau.g_00815	Praf.g_02092
OG0001635	Prau.g_00339	Praf.g_02050
OG0001642	Prau.g_00426, Prau.g_01825	Praf.g_01470, Praf.g_01861
OG0001643	Prau.g_01480	Praf.g_02363
OG0001719	Prau.g_01464	Praf.g_02168
OG0001719	Prau.g_01473	Praf.g_00096
OG0001720	Prau.g_01462	Praf.g_00093
OG0001733	Prau.g_01472	Praf.g_00094
OG0001843	Prau.g_01455	Praf.g_00092
OG0001857	Prau.g_01671	Praf.g_01149
OG0001872	Prau.g_00418	Praf.g_01581
OG0001873	Prau.g_00415	Praf.g_01442
OG0001970	Prau.g_01481	Praf.g_02365
OG0001973	Prau.g_02013	Praf.g_02771
OG0002053	Prau.g_00425	Praf.g_00456
OG0002055	Prau.g_01468	Praf.g_00114
OG0002177	Prau.g_01440	Praf.g_00150
OG0002178	Prau.g_01466, Prau.g_01488, Prau.g_01499	Praf.g_00116
OG0002263	Prau.g_01507	Praf.g_00111
OG0002273	Prau.g_01722, Prau.g_01717	Praf.g_01300
OG0002358	Prau.g_01471	Praf.g_00109
OG0002384	Prau.g_01280	Praf.g_02046
OG0003059	Prau.g_01465	Praf.g_00117
