Orthogroup	Prab	Prbj
OG0001134	Prab.g_01812	Prbj.g_00403
OG0001135	Prab.g_01813	Prbj.g_00402
OG0001136	Prab.g_01814	Prbj.g_00401
OG0001137	Prab.g_01815	Prbj.g_00400
OG0001138	Prab.g_01816	Prbj.g_00399
OG0001139	Prab.g_01817	Prbj.g_00397
OG0001140	Prab.g_01818	Prbj.g_00395
OG0001141	Prab.g_01819	Prbj.g_00394
OG0001142	Prab.g_01822	Prbj.g_00368
OG0001143	Prab.g_01823	Prbj.g_00367
OG0001144	Prab.g_01824	Prbj.g_00365
OG0001145	Prab.g_01825	Prbj.g_00364
OG0001146	Prab.g_01826	Prbj.g_00363
OG0001147	Prab.g_01827	Prbj.g_00362
OG0001148	Prab.g_01828	Prbj.g_00361
OG0001149	Prab.g_01830	Prbj.g_01494
OG0001150	Prab.g_01831	Prbj.g_01498
OG0001151	Prab.g_01833	Prbj.g_01501
OG0001152	Prab.g_01834	Prbj.g_01502
OG0001153	Prab.g_01835	Prbj.g_01504
OG0001154	Prab.g_01836	Prbj.g_01506
OG0001155	Prab.g_01838	Prbj.g_01509
OG0001156	Prab.g_01840	Prbj.g_01513
OG0001157	Prab.g_01841	Prbj.g_01515
OG0001158	Prab.g_01843	Prbj.g_01517
OG0001159	Prab.g_01844	Prbj.g_01518
OG0001160	Prab.g_01845	Prbj.g_01519
OG0001161	Prab.g_01846	Prbj.g_01576
OG0001162	Prab.g_01847	Prbj.g_01577
OG0001163	Prab.g_01848	Prbj.g_01578
OG0001164	Prab.g_01849	Prbj.g_01579
OG0001165	Prab.g_01850	Prbj.g_01580
OG0001166	Prab.g_01851	Prbj.g_01581
OG0001167	Prab.g_01852	Prbj.g_01592
OG0001168	Prab.g_01853	Prbj.g_01593
OG0001169	Prab.g_01854	Prbj.g_01594
OG0001170	Prab.g_01855	Prbj.g_01596
OG0001171	Prab.g_01856	Prbj.g_01597
OG0001172	Prab.g_01858	Prbj.g_01599
OG0001173	Prab.g_01860	Prbj.g_01821
OG0001174	Prab.g_01861	Prbj.g_01820
OG0001175	Prab.g_01862	Prbj.g_01819
OG0001176	Prab.g_01863	Prbj.g_01809
OG0001177	Prab.g_01865	Prbj.g_01290
OG0001178	Prab.g_01868	Prbj.g_01286
OG0001179	Prab.g_01869	Prbj.g_01285
OG0001180	Prab.g_01870	Prbj.g_01284
OG0001181	Prab.g_01871	Prbj.g_01283
OG0001182	Prab.g_01872	Prbj.g_01282
OG0001183	Prab.g_01873	Prbj.g_01281
OG0001184	Prab.g_01875	Prbj.g_01253
OG0001185	Prab.g_01879	Prbj.g_01250
OG0001186	Prab.g_01880	Prbj.g_01249
OG0001187	Prab.g_01881	Prbj.g_01248
OG0001188	Prab.g_01882	Prbj.g_01245
OG0001189	Prab.g_01883	Prbj.g_01244
OG0001190	Prab.g_01884	Prbj.g_01243
OG0001191	Prab.g_01885	Prbj.g_01241
OG0001192	Prab.g_01886	Prbj.g_01239
OG0001193	Prab.g_01887	Prbj.g_01238
OG0001194	Prab.g_01888	Prbj.g_01236
OG0001195	Prab.g_01889	Prbj.g_01235
OG0001196	Prab.g_01890	Prbj.g_01234
OG0001197	Prab.g_01891	Prbj.g_01233
OG0001198	Prab.g_01892	Prbj.g_01232
OG0001199	Prab.g_01893	Prbj.g_01231
OG0001200	Prab.g_01894	Prbj.g_01229
OG0001201	Prab.g_01895	Prbj.g_01228
OG0001202	Prab.g_01896	Prbj.g_01227
OG0001203	Prab.g_01898	Prbj.g_01225
OG0001204	Prab.g_01900	Prbj.g_01221
OG0001205	Prab.g_01901	Prbj.g_01219
OG0001206	Prab.g_01902	Prbj.g_01218
OG0001207	Prab.g_01903	Prbj.g_01955
OG0001208	Prab.g_01904	Prbj.g_01956
OG0001209	Prab.g_01905	Prbj.g_01957
OG0001210	Prab.g_01906	Prbj.g_01958
OG0001211	Prab.g_01907	Prbj.g_01960
OG0001212	Prab.g_01908	Prbj.g_01961
OG0001213	Prab.g_01909	Prbj.g_01962
OG0001214	Prab.g_01911	Prbj.g_01964
OG0001215	Prab.g_01912	Prbj.g_01966
OG0001216	Prab.g_01913	Prbj.g_01968
OG0001217	Prab.g_01914	Prbj.g_01969
OG0001218	Prab.g_01915	Prbj.g_01970
OG0001219	Prab.g_01918	Prbj.g_01975
OG0001220	Prab.g_01919	Prbj.g_01980
OG0001221	Prab.g_01922	Prbj.g_02002
OG0001222	Prab.g_01923	Prbj.g_02005
OG0001223	Prab.g_01924	Prbj.g_02006
OG0001224	Prab.g_01925	Prbj.g_02008
OG0001225	Prab.g_01926	Prbj.g_02009
OG0001226	Prab.g_01927	Prbj.g_02012
OG0001227	Prab.g_01928	Prbj.g_02013
OG0001228	Prab.g_01929	Prbj.g_02019
OG0001229	Prab.g_01930	Prbj.g_02020
OG0001230	Prab.g_01931	Prbj.g_02021
OG0001231	Prab.g_01932	Prbj.g_02034
OG0001232	Prab.g_01933	Prbj.g_02043
OG0001233	Prab.g_01934	Prbj.g_02044
OG0001234	Prab.g_01935	Prbj.g_02045
OG0001235	Prab.g_01936	Prbj.g_02046
OG0001236	Prab.g_01938	Prbj.g_02048
OG0001237	Prab.g_01939	Prbj.g_02049
OG0001238	Prab.g_01941	Prbj.g_02053
OG0001239	Prab.g_01942	Prbj.g_02055
OG0001240	Prab.g_01943	Prbj.g_02056
OG0001241	Prab.g_01945	Prbj.g_02060
OG0001242	Prab.g_01947	Prbj.g_02062
OG0001243	Prab.g_01948	Prbj.g_02063
OG0001244	Prab.g_01949	Prbj.g_02065
OG0001245	Prab.g_01950	Prbj.g_02067
OG0001246	Prab.g_01951	Prbj.g_02069
OG0001247	Prab.g_01952	Prbj.g_02070
OG0001248	Prab.g_01953	Prbj.g_02071
OG0001249	Prab.g_01954	Prbj.g_02072
OG0001250	Prab.g_01955	Prbj.g_02073
OG0001252	Prab.g_00128	Prbj.g_01545
OG0001253	Prab.g_00141	Prbj.g_00538
OG0001254	Prab.g_00269	Prbj.g_01406
OG0001255	Prab.g_00321	Prbj.g_00342
OG0001256	Prab.g_01624	Prbj.g_00897
OG0001257	Prab.g_00486	Prbj.g_01628
OG0001258	Prab.g_00502	Prbj.g_01609
OG0001259	Prab.g_00594	Prbj.g_01782
OG0001261	Prab.g_00874	Prbj.g_02475
OG0001262	Prab.g_00890	Prbj.g_02498
OG0001264	Prab.g_01069	Prbj.g_02339
OG0001265	Prab.g_00953	Prbj.g_02209
OG0001266	Prab.g_01120	Prbj.g_00678
OG0001267	Prab.g_01203	Prbj.g_00769
OG0001268	Prab.g_01216	Prbj.g_00969
OG0001270	Prab.g_01506	Prbj.g_02627
OG0001271	Prab.g_01517	Prbj.g_01691
OG0001272	Prab.g_01561	Prbj.g_00907
OG0001273	Prab.g_01562	Prbj.g_02106
OG0001274	Prab.g_01567	Prbj.g_00780
OG0001275	Prab.g_01592	Prbj.g_00158
OG0001278	Prab.g_01661	Prbj.g_00870
OG0001279	Prab.g_01665	Prbj.g_00865
OG0001280	Prab.g_01668	Prbj.g_00862
OG0001281	Prab.g_01734	Prbj.g_02653
OG0001282	Prab.g_01758	Prbj.g_00851
OG0001283	Prab.g_01839	Prbj.g_01512
OG0001284	Prab.g_01867	Prbj.g_01287
OG0001285	Prab.g_01899	Prbj.g_01223
OG0001286	Prab.g_01944	Prbj.g_02058
OG0001287	Prab.g_00379	Prbj.g_00214, Prbj.g_02701
OG0001288	Prab.g_00440	Prbj.g_00101
OG0001290	Prab.g_00030	Prbj.g_01203
OG0001291	Prab.g_00063	Prbj.g_00567
OG0001292	Prab.g_00066	Prbj.g_00570
OG0001293	Prab.g_00068	Prbj.g_00572
OG0001294	Prab.g_00084	Prbj.g_00604
OG0001295	Prab.g_00110	Prbj.g_01560
OG0001297	Prab.g_00190	Prbj.g_01164
OG0001298	Prab.g_00233	Prbj.g_01340
OG0001299	Prab.g_00242	Prbj.g_01353
OG0001300	Prab.g_00362	Prbj.g_01896
OG0001301	Prab.g_00642	Prbj.g_02575
OG0001303	Prab.g_00776	Prbj.g_00663
OG0001304	Prab.g_00938	Prbj.g_01847
OG0001306	Prab.g_01127	Prbj.g_02042
OG0001307	Prab.g_01137	Prbj.g_02357
OG0001308	Prab.g_01162	Prbj.g_00046
OG0001309	Prab.g_01164	Prbj.g_01220
OG0001310	Prab.g_01174	Prbj.g_00688
OG0001311	Prab.g_01247	Prbj.g_00007
OG0001313	Prab.g_01565	Prbj.g_01184
OG0001314	Prab.g_01692	Prbj.g_00477
OG0001315	Prab.g_01726	Prbj.g_00426
OG0001320	Prab.g_00472	Prbj.g_02145
OG0001324	Prab.g_01145	Prbj.g_02632
OG0001328	Prab.g_01331	Prbj.g_01734
OG0001329	Prab.g_01381	Prbj.g_02051
OG0001331	Prab.g_01666	Prbj.g_00864
OG0001332	Prab.g_01715	Prbj.g_00450
OG0001333	Prab.g_01806	Prbj.g_00409
OG0001335	Prab.g_01897	Prbj.g_01226
OG0001337	Prab.g_00109	Prbj.g_01558
OG0001339	Prab.g_00194	Prbj.g_01168
OG0001340	Prab.g_00238	Prbj.g_01346
OG0001341	Prab.g_00250	Prbj.g_01369
OG0001342	Prab.g_00268	Prbj.g_01405
OG0001343	Prab.g_00326	Prbj.g_00335
OG0001344	Prab.g_00366	Prbj.g_00826
OG0001345	Prab.g_00437	Prbj.g_00098
OG0001346	Prab.g_00476	Prbj.g_00131
OG0001347	Prab.g_00490	Prbj.g_01624
OG0001348	Prab.g_00508	Prbj.g_02091
OG0001350	Prab.g_00518	Prbj.g_02100
OG0001351	Prab.g_00581	Prbj.g_01797
OG0001353	Prab.g_00710	Prbj.g_00269
OG0001355	Prab.g_00880	Prbj.g_02482
OG0001357	Prab.g_00982	Prbj.g_02227
OG0001358	Prab.g_00954	Prbj.g_02210
OG0001361	Prab.g_01269	Prbj.g_02165
OG0001362	Prab.g_01590	Prbj.g_01299
OG0001366	Prab.g_01706	Prbj.g_00460
OG0001367	Prab.g_01748	Prbj.g_00377, Prbj.g_00390
OG0001368	Prab.g_01866	Prbj.g_01288
OG0001369	Prab.g_00952	Prbj.g_02208
OG0001375	Prab.g_00125	Prbj.g_01541
OG0001378	Prab.g_00261	Prbj.g_01395
OG0001380	Prab.g_01626	Prbj.g_00951
OG0001384	Prab.g_00523	Prbj.g_02109
OG0001396	Prab.g_00749	Prbj.g_02309
OG0001410	Prab.g_01595	Prbj.g_00249
OG0001412	Prab.g_01029	Prbj.g_02298
OG0001415	Prab.g_00314	Prbj.g_00360
OG0001416	Prab.g_00525	Prbj.g_02111
OG0001425	Prab.g_01581	Prbj.g_02174
OG0001426	Prab.g_01940	Prbj.g_02052
OG0001429	Prab.g_01000	Prbj.g_02252
OG0001430	Prab.g_00961	Prbj.g_00038
OG0001436	Prab.g_00793	Prbj.g_01986
OG0001438	Prab.g_00624	Prbj.g_02549
OG0001439	Prab.g_00872	Prbj.g_02473
OG0001442	Prab.g_01178	Prbj.g_00043
OG0001448	Prab.g_01603	Prbj.g_00690
OG0001451	Prab.g_00406	Prbj.g_01102, Prbj.g_02711
OG0001452	Prab.g_01917	Prbj.g_01972
OG0001456	Prab.g_00593	Prbj.g_01783
OG0001466	Prab.g_00769	Prbj.g_02172
OG0001467	Prab.g_01463	Prbj.g_01053
OG0001470	Prab.g_00308	Prbj.g_01457
OG0001471	Prab.g_00426	Prbj.g_02457
OG0001474	Prab.g_01099	Prbj.g_02022
OG0001475	Prab.g_01105	Prbj.g_01979
OG0001476	Prab.g_01106	Prbj.g_01978
OG0001477	Prab.g_01107	Prbj.g_01977
OG0001478	Prab.g_01113	Prbj.g_00764
OG0001479	Prab.g_01140	Prbj.g_00018
OG0001480	Prab.g_01149	Prbj.g_00091
OG0001481	Prab.g_01235	Prbj.g_00309
OG0001483	Prab.g_01320	Prbj.g_01720
OG0001486	Prab.g_01049	Prbj.g_02385
OG0001493	Prab.g_01098	Prbj.g_02023
OG0001494	Prab.g_01097	Prbj.g_02024
OG0001495	Prab.g_01096	Prbj.g_02025
OG0001496	Prab.g_01095	Prbj.g_02026
OG0001497	Prab.g_01094	Prbj.g_02027
OG0001498	Prab.g_01093	Prbj.g_02028
OG0001499	Prab.g_01092	Prbj.g_02029
OG0001500	Prab.g_01091	Prbj.g_02030
OG0001501	Prab.g_01090	Prbj.g_02031
OG0001502	Prab.g_01089	Prbj.g_02032
OG0001503	Prab.g_01088	Prbj.g_02033
OG0001504	Prab.g_01053	Prbj.g_02381
OG0001508	Prab.g_01570	Prbj.g_02626
OG0001513	Prab.g_00096	Prbj.g_00618, Prbj.g_01300
OG0001525	Prab.g_00464	Prbj.g_01731
OG0001532	Prab.g_00034	Prbj.g_01210
OG0001542	Prab.g_01575	Prbj.g_01316
OG0001574	Prab.g_00415	Prbj.g_00213
OG0001587	Prab.g_01286	Prbj.g_01889
OG0001588	Prab.g_01604	Prbj.g_00872
OG0001590	Prab.g_00281	Prbj.g_01420
OG0001592	Prab.g_00389	Prbj.g_01327
OG0001606	Prab.g_00327	Prbj.g_00334
OG0001694	Prab.g_01384	Prbj.g_01492
OG0001709	Prab.g_00784	Prbj.g_01633, Prbj.g_01132
OG0001795	Prab.g_00567	Prbj.g_01878
OG0001822	Prab.g_01411	Prbj.g_01402
OG0001915	Prab.g_01589	Prbj.g_00823
OG0001955	Prab.g_00398	Prbj.g_00753
OG0002132	Prab.g_01383	Prbj.g_01528
