Orthogroup	Prab	Prbn
OG0001121	Prab.g_01794	Prbn.g_01872
OG0001122	Prab.g_01795	Prbn.g_01873
OG0001123	Prab.g_01796	Prbn.g_01874
OG0001124	Prab.g_01798	Prbn.g_01876
OG0001125	Prab.g_01800	Prbn.g_01878
OG0001126	Prab.g_01801	Prbn.g_01879
OG0001127	Prab.g_01803	Prbn.g_01882
OG0001128	Prab.g_01804	Prbn.g_01883
OG0001129	Prab.g_01805	Prbn.g_01884
OG0001130	Prab.g_01808	Prbn.g_01887
OG0001131	Prab.g_01809	Prbn.g_01888
OG0001132	Prab.g_01810	Prbn.g_01889
OG0001133	Prab.g_01811	Prbn.g_01890
OG0001134	Prab.g_01812	Prbn.g_01891
OG0001135	Prab.g_01813	Prbn.g_01892
OG0001136	Prab.g_01814	Prbn.g_01893
OG0001137	Prab.g_01815	Prbn.g_01894
OG0001138	Prab.g_01816	Prbn.g_01895
OG0001139	Prab.g_01817	Prbn.g_01897
OG0001140	Prab.g_01818	Prbn.g_01898
OG0001141	Prab.g_01819	Prbn.g_01899
OG0001142	Prab.g_01822	Prbn.g_01903
OG0001143	Prab.g_01823	Prbn.g_01904
OG0001144	Prab.g_01824	Prbn.g_01905
OG0001145	Prab.g_01825	Prbn.g_01906
OG0001146	Prab.g_01826	Prbn.g_01907
OG0001147	Prab.g_01827	Prbn.g_01908
OG0001148	Prab.g_01828	Prbn.g_01909
OG0001149	Prab.g_01830	Prbn.g_01911
OG0001150	Prab.g_01831	Prbn.g_01912
OG0001151	Prab.g_01833	Prbn.g_01916
OG0001152	Prab.g_01834	Prbn.g_01917
OG0001153	Prab.g_01835	Prbn.g_01918
OG0001154	Prab.g_01836	Prbn.g_01920
OG0001155	Prab.g_01838	Prbn.g_01017
OG0001156	Prab.g_01840	Prbn.g_01015
OG0001157	Prab.g_01841	Prbn.g_01013
OG0001158	Prab.g_01843	Prbn.g_01011
OG0001159	Prab.g_01844	Prbn.g_01010
OG0001160	Prab.g_01845	Prbn.g_01009
OG0001161	Prab.g_01846	Prbn.g_01008
OG0001162	Prab.g_01847	Prbn.g_01007
OG0001163	Prab.g_01848	Prbn.g_01006
OG0001164	Prab.g_01849	Prbn.g_01005
OG0001165	Prab.g_01850	Prbn.g_01004
OG0001166	Prab.g_01851	Prbn.g_01003
OG0001167	Prab.g_01852	Prbn.g_01001
OG0001168	Prab.g_01853	Prbn.g_01000
OG0001169	Prab.g_01854	Prbn.g_00999
OG0001170	Prab.g_01855	Prbn.g_00998
OG0001171	Prab.g_01856	Prbn.g_00997
OG0001172	Prab.g_01858	Prbn.g_00995
OG0001173	Prab.g_01860	Prbn.g_00993
OG0001174	Prab.g_01861	Prbn.g_00992
OG0001175	Prab.g_01862	Prbn.g_00991
OG0001176	Prab.g_01863	Prbn.g_00989
OG0001177	Prab.g_01865	Prbn.g_00987
OG0001178	Prab.g_01868	Prbn.g_00984
OG0001179	Prab.g_01869	Prbn.g_00983
OG0001180	Prab.g_01870	Prbn.g_00982
OG0001181	Prab.g_01871	Prbn.g_00981
OG0001182	Prab.g_01872	Prbn.g_00980
OG0001183	Prab.g_01873	Prbn.g_00979
OG0001184	Prab.g_01875	Prbn.g_00977
OG0001185	Prab.g_01879	Prbn.g_00975
OG0001186	Prab.g_01880	Prbn.g_00974
OG0001187	Prab.g_01881	Prbn.g_00973
OG0001188	Prab.g_01882	Prbn.g_00972
OG0001189	Prab.g_01883	Prbn.g_00971
OG0001190	Prab.g_01884	Prbn.g_00970
OG0001191	Prab.g_01885	Prbn.g_00969
OG0001192	Prab.g_01886	Prbn.g_00968
OG0001193	Prab.g_01887	Prbn.g_00967
OG0001194	Prab.g_01888	Prbn.g_00966
OG0001195	Prab.g_01889	Prbn.g_00965
OG0001196	Prab.g_01890	Prbn.g_00964
OG0001197	Prab.g_01891	Prbn.g_00963
OG0001198	Prab.g_01892	Prbn.g_00962
OG0001199	Prab.g_01893	Prbn.g_00961
OG0001200	Prab.g_01894	Prbn.g_00960
OG0001201	Prab.g_01895	Prbn.g_00959
OG0001202	Prab.g_01896	Prbn.g_00958
OG0001203	Prab.g_01898	Prbn.g_00957
OG0001204	Prab.g_01900	Prbn.g_00955
OG0001205	Prab.g_01901	Prbn.g_00953
OG0001206	Prab.g_01902	Prbn.g_00952
OG0001207	Prab.g_01903	Prbn.g_00951
OG0001208	Prab.g_01904	Prbn.g_00950
OG0001209	Prab.g_01905	Prbn.g_00949
OG0001210	Prab.g_01906	Prbn.g_00948
OG0001211	Prab.g_01907	Prbn.g_00947
OG0001212	Prab.g_01908	Prbn.g_00946
OG0001213	Prab.g_01909	Prbn.g_00945
OG0001214	Prab.g_01911	Prbn.g_00943
OG0001215	Prab.g_01912	Prbn.g_00942
OG0001216	Prab.g_01913	Prbn.g_00941
OG0001217	Prab.g_01914	Prbn.g_00940
OG0001218	Prab.g_01915	Prbn.g_00939
OG0001219	Prab.g_01918	Prbn.g_00936
OG0001220	Prab.g_01919	Prbn.g_00935
OG0001221	Prab.g_01922	Prbn.g_00931
OG0001222	Prab.g_01923	Prbn.g_00930
OG0001223	Prab.g_01924	Prbn.g_00929
OG0001224	Prab.g_01925	Prbn.g_00927
OG0001225	Prab.g_01926	Prbn.g_00926
OG0001226	Prab.g_01927	Prbn.g_00925
OG0001227	Prab.g_01928	Prbn.g_00924
OG0001228	Prab.g_01929	Prbn.g_00923
OG0001229	Prab.g_01930	Prbn.g_00922
OG0001230	Prab.g_01931	Prbn.g_00921
OG0001231	Prab.g_01932	Prbn.g_00920
OG0001232	Prab.g_01933	Prbn.g_00917
OG0001233	Prab.g_01934	Prbn.g_00916
OG0001234	Prab.g_01935	Prbn.g_00915
OG0001235	Prab.g_01936	Prbn.g_00914
OG0001236	Prab.g_01938	Prbn.g_00912
OG0001237	Prab.g_01939	Prbn.g_00911
OG0001238	Prab.g_01941	Prbn.g_00908
OG0001239	Prab.g_01942	Prbn.g_00907
OG0001240	Prab.g_01943	Prbn.g_00906
OG0001241	Prab.g_01945	Prbn.g_00291
OG0001242	Prab.g_01947	Prbn.g_00292
OG0001243	Prab.g_01948	Prbn.g_00293
OG0001244	Prab.g_01949	Prbn.g_00294
OG0001245	Prab.g_01950	Prbn.g_00295
OG0001246	Prab.g_01951	Prbn.g_00296
OG0001247	Prab.g_01952	Prbn.g_00297
OG0001248	Prab.g_01953	Prbn.g_00298
OG0001249	Prab.g_01954	Prbn.g_00299
OG0001250	Prab.g_01955	Prbn.g_00300
OG0001252	Prab.g_00128	Prbn.g_01279
OG0001253	Prab.g_00141	Prbn.g_01264
OG0001254	Prab.g_00269	Prbn.g_00048
OG0001255	Prab.g_00321	Prbn.g_00104
OG0001257	Prab.g_00486	Prbn.g_00632
OG0001258	Prab.g_00502	Prbn.g_00616
OG0001259	Prab.g_00594	Prbn.g_00525
OG0001260	Prab.g_00766	Prbn.g_01456
OG0001261	Prab.g_00874	Prbn.g_01510
OG0001262	Prab.g_00890	Prbn.g_01493
OG0001263	Prab.g_01100	Prbn.g_01168
OG0001264	Prab.g_01069	Prbn.g_01622
OG0001265	Prab.g_00953	Prbn.g_01375
OG0001266	Prab.g_01120	Prbn.g_00476
OG0001267	Prab.g_01203	Prbn.g_01171
OG0001268	Prab.g_01216	Prbn.g_01186
OG0001270	Prab.g_01506	Prbn.g_00255
OG0001271	Prab.g_01517	Prbn.g_00268
OG0001272	Prab.g_01561	Prbn.g_00467
OG0001273	Prab.g_01562	Prbn.g_00865
OG0001274	Prab.g_01567	Prbn.g_00134
OG0001275	Prab.g_01592	Prbn.g_01114
OG0001277	Prab.g_01623	Prbn.g_01704
OG0001278	Prab.g_01661	Prbn.g_01736
OG0001279	Prab.g_01665	Prbn.g_01740
OG0001280	Prab.g_01668	Prbn.g_01743
OG0001281	Prab.g_01734	Prbn.g_01814
OG0001282	Prab.g_01758	Prbn.g_01750
OG0001283	Prab.g_01839	Prbn.g_01016
OG0001284	Prab.g_01867	Prbn.g_00985
OG0001285	Prab.g_01899	Prbn.g_00956
OG0001287	Prab.g_00379	Prbn.g_00133
OG0001288	Prab.g_00440	Prbn.g_00676
OG0001290	Prab.g_00030	Prbn.g_00751
OG0001291	Prab.g_00063	Prbn.g_00706
OG0001292	Prab.g_00066	Prbn.g_00703
OG0001294	Prab.g_00084	Prbn.g_01328
OG0001295	Prab.g_00110	Prbn.g_01298
OG0001297	Prab.g_00190	Prbn.g_00354
OG0001298	Prab.g_00233	Prbn.g_00306
OG0001299	Prab.g_00242	Prbn.g_00018
OG0001300	Prab.g_00362	Prbn.g_01104
OG0001301	Prab.g_00642	Prbn.g_00428
OG0001302	Prab.g_00773	Prbn.g_00126, Prbn.g_01676
OG0001303	Prab.g_00776	Prbn.g_01126
OG0001304	Prab.g_00938	Prbn.g_01462
OG0001306	Prab.g_01127	Prbn.g_00918
OG0001307	Prab.g_01137	Prbn.g_01103
OG0001308	Prab.g_01162	Prbn.g_00875
OG0001309	Prab.g_01164	Prbn.g_00954
OG0001310	Prab.g_01174	Prbn.g_01024
OG0001311	Prab.g_01247	Prbn.g_00395
OG0001313	Prab.g_01565	Prbn.g_00691
OG0001315	Prab.g_01726	Prbn.g_01804
OG0001318	Prab.g_00131	Prbn.g_01276
OG0001320	Prab.g_00472	Prbn.g_00146
OG0001321	Prab.g_00420, Prab.g_00778	Prbn.g_00477
OG0001322	Prab.g_00821	Prbn.g_01140
OG0001323	Prab.g_01112	Prbn.g_01633
OG0001324	Prab.g_01145	Prbn.g_00774
OG0001325	Prab.g_01167	Prbn.g_00813
OG0001328	Prab.g_01331	Prbn.g_01079
OG0001329	Prab.g_01381	Prbn.g_00909
OG0001330	Prab.g_01558	Prbn.g_00893
OG0001331	Prab.g_01666	Prbn.g_01741
OG0001332	Prab.g_01715	Prbn.g_01793
OG0001333	Prab.g_01806	Prbn.g_01885
OG0001334	Prab.g_01859	Prbn.g_00994
OG0001337	Prab.g_00109	Prbn.g_01299
OG0001338	Prab.g_00135	Prbn.g_01065
OG0001339	Prab.g_00194	Prbn.g_00350
OG0001340	Prab.g_00238	Prbn.g_00014
OG0001341	Prab.g_00250	Prbn.g_00027
OG0001342	Prab.g_00268	Prbn.g_00047
OG0001343	Prab.g_00326	Prbn.g_00110
OG0001345	Prab.g_00437	Prbn.g_00679
OG0001346	Prab.g_00476	Prbn.g_00642
OG0001347	Prab.g_00490	Prbn.g_00628
OG0001349	Prab.g_00513	Prbn.g_00605
OG0001350	Prab.g_00518	Prbn.g_00600
OG0001351	Prab.g_00581	Prbn.g_00539
OG0001352	Prab.g_00687	Prbn.g_01582
OG0001353	Prab.g_00710	Prbn.g_00326
OG0001354	Prab.g_00824	Prbn.g_01455
OG0001355	Prab.g_00880	Prbn.g_01503
OG0001356	Prab.g_01086	Prbn.g_01932
OG0001357	Prab.g_00982	Prbn.g_01390
OG0001358	Prab.g_00954	Prbn.g_01376
OG0001359	Prab.g_01190	Prbn.g_01655
OG0001360	Prab.g_01191	Prbn.g_01656
OG0001361	Prab.g_01269	Prbn.g_00416
OG0001362	Prab.g_01590	Prbn.g_00810
OG0001364	Prab.g_01536	Prbn.g_00287
OG0001365	Prab.g_01729	Prbn.g_00721
OG0001366	Prab.g_01706	Prbn.g_01783
OG0001368	Prab.g_01866	Prbn.g_00986
OG0001369	Prab.g_00952	Prbn.g_01374
OG0001371	Prab.g_00059	Prbn.g_00711
OG0001372	Prab.g_00060	Prbn.g_00709
OG0001373	Prab.g_00067	Prbn.g_00702
OG0001374	Prab.g_00079	Prbn.g_01334
OG0001375	Prab.g_00125	Prbn.g_01281
OG0001376	Prab.g_00225	Prbn.g_00316
OG0001377	Prab.g_00246	Prbn.g_00023
OG0001378	Prab.g_00261	Prbn.g_00040
OG0001379	Prab.g_00351	Prbn.g_00253
OG0001380	Prab.g_01626	Prbn.g_01566
OG0001382	Prab.g_00465	Prbn.g_00650
OG0001383	Prab.g_00515	Prbn.g_00603
OG0001384	Prab.g_00523	Prbn.g_00595
OG0001385	Prab.g_00671	Prbn.g_00842
OG0001386	Prab.g_00679	Prbn.g_01590
OG0001387	Prab.g_00681	Prbn.g_01588
OG0001388	Prab.g_00691	Prbn.g_01577
OG0001389	Prab.g_00728	Prbn.g_00859
OG0001390	Prab.g_00765	Prbn.g_01134
OG0001391	Prab.g_00826	Prbn.g_01452
OG0001392	Prab.g_01087	Prbn.g_01933
OG0001393	Prab.g_01085	Prbn.g_01931
OG0001394	Prab.g_01063	Prbn.g_01616
OG0001395	Prab.g_01060	Prbn.g_01613
OG0001396	Prab.g_00749	Prbn.g_01707
OG0001397	Prab.g_00944	Prbn.g_01363
OG0001398	Prab.g_00925	Prbn.g_01475
OG0001399	Prab.g_01110	Prbn.g_01941
OG0001400	Prab.g_01118	Prbn.g_01117
OG0001401	Prab.g_01298	Prbn.g_01019
OG0001402	Prab.g_01205	Prbn.g_01174
OG0001403	Prab.g_01327	Prbn.g_01083
OG0001404	Prab.g_01352	Prbn.g_01360
OG0001405	Prab.g_01361	Prbn.g_01241
OG0001406	Prab.g_01505	Prbn.g_00254
OG0001407	Prab.g_01508	Prbn.g_00257
OG0001408	Prab.g_01559	Prbn.g_00892
OG0001409	Prab.g_01573	Prbn.g_01666
OG0001410	Prab.g_01595	Prbn.g_00148
OG0001412	Prab.g_01029	Prbn.g_01438
OG0001414	Prab.g_00053	Prbn.g_01136
OG0001417	Prab.g_00680	Prbn.g_01589
OG0001418	Prab.g_00779	Prbn.g_00822
OG0001419	Prab.g_00830	Prbn.g_01446
OG0001420	Prab.g_01083	Prbn.g_01929
OG0001421	Prab.g_01078	Prbn.g_01924
OG0001422	Prab.g_01115	Prbn.g_00805
OG0001423	Prab.g_01192	Prbn.g_00801
OG0001424	Prab.g_01282	Prbn.g_00889
OG0001425	Prab.g_01581	Prbn.g_01121
OG0001427	Prab.g_00361	Prbn.g_01681
OG0001428	Prab.g_01406	Prbn.g_00186
OG0001428	Prab.g_01404	Prbn.g_00184
OG0001429	Prab.g_01000	Prbn.g_01408
OG0001430	Prab.g_00961	Prbn.g_01029
OG0001431	Prab.g_01116	Prbn.g_01021
OG0001432	Prab.g_01119	Prbn.g_01118
OG0001435	Prab.g_01571	Prbn.g_01153
OG0001436	Prab.g_00793	Prbn.g_01733
OG0001439	Prab.g_00872	Prbn.g_01513
OG0001440	Prab.g_00950	Prbn.g_01371
OG0001441	Prab.g_01155	Prbn.g_01639
OG0001444	Prab.g_01238	Prbn.g_01209
OG0001448	Prab.g_01603	Prbn.g_01637
OG0001449	Prab.g_01395	Prbn.g_00174
OG0001450	Prab.g_01607	Prbn.g_01669
OG0001451	Prab.g_00406	Prbn.g_00787
OG0001452	Prab.g_01917	Prbn.g_00937
OG0001454	Prab.g_00356	Prbn.g_00658
OG0001456	Prab.g_00593	Prbn.g_00526
OG0001457	Prab.g_00707	Prbn.g_01557
OG0001458	Prab.g_00764	Prbn.g_00796
OG0001460	Prab.g_00902	Prbn.g_00472
OG0001461	Prab.g_01037	Prbn.g_00852
OG0001462	Prab.g_00962	Prbn.g_01149
OG0001463	Prab.g_01109	Prbn.g_00652
OG0001466	Prab.g_00769	Prbn.g_00877
OG0001468	Prab.g_01829	Prbn.g_01910
OG0001469	Prab.g_01217	Prbn.g_01187
OG0001471	Prab.g_00426	Prbn.g_00784
OG0001473	Prab.g_01101	Prbn.g_01453
OG0001483	Prab.g_01320	Prbn.g_01090
OG0001484	Prab.g_01391	Prbn.g_00716
OG0001485	Prab.g_01728	Prbn.g_01806
OG0001486	Prab.g_01049	Prbn.g_01601
OG0001488	Prab.g_00163	Prbn.g_00382
OG0001490	Prab.g_00390	Prbn.g_01808
OG0001504	Prab.g_01053	Prbn.g_01606
OG0001506	Prab.g_01132	Prbn.g_01142
OG0001508	Prab.g_01570	Prbn.g_01710
OG0001509	Prab.g_01749	Prbn.g_00459
OG0001519	Prab.g_00380	Prbn.g_00132
OG0001520	Prab.g_00792	Prbn.g_01732
OG0001521	Prab.g_01730	Prbn.g_00720
OG0001526	Prab.g_01080	Prbn.g_01926
OG0001530	Prab.g_00791	Prbn.g_01731
OG0001558	Prab.g_01301	Prbn.g_01040
OG0001574	Prab.g_00415	Prbn.g_00811
OG0001580	Prab.g_01398	Prbn.g_00176
OG0001581	Prab.g_01401	Prbn.g_00179
OG0001587	Prab.g_01286	Prbn.g_00725
OG0001588	Prab.g_01604	Prbn.g_01128
OG0001617	Prab.g_01341	Prbn.g_00194
OG0001618	Prab.g_00346	Prbn.g_01108
OG0001694	Prab.g_01384	Prbn.g_00688
OG0001711	Prab.g_01292	Prbn.g_01687, Prbn.g_01066
OG0001795	Prab.g_00567	Prbn.g_00553
OG0001798	Prab.g_01633	Prbn.g_01715
OG0001828	Prab.g_01193	Prbn.g_01682
OG0001844	Prab.g_01402	Prbn.g_00180
OG0001908	Prab.g_01403	Prbn.g_00181
OG0001951	Prab.g_01405	Prbn.g_00185
OG0001952	Prab.g_01399	Prbn.g_00177
OG0001986	Prab.g_01407	Prbn.g_00187
OG0001987	Prab.g_01400	Prbn.g_00178
OG0002025	Prab.g_01442	Prbn.g_00183
OG0002124	Prab.g_01424	Prbn.g_01231
OG0002125	Prab.g_01419	Prbn.g_01226
OG0002126	Prab.g_01420	Prbn.g_01227
OG0002127	Prab.g_01421	Prbn.g_01224
OG0002129	Prab.g_00374	Prbn.g_01112
OG0002133	Prab.g_01396	Prbn.g_00175
OG0002136	Prab.g_01644	Prbn.g_01101
