Orthogroup	Prah	Prac
OG0001169	Prah.g_00154	Prac.g_00038
OG0001170	Prah.g_00152	Prac.g_00039
OG0001171	Prah.g_00151	Prac.g_00040
OG0001172	Prah.g_00149	Prac.g_00042
OG0001173	Prah.g_00146	Prac.g_00044
OG0001174	Prah.g_00145	Prac.g_00045
OG0001175	Prah.g_00144	Prac.g_00046
OG0001176	Prah.g_00136	Prac.g_00047
OG0001177	Prah.g_00134	Prac.g_00049
OG0001178	Prah.g_00130	Prac.g_00051
OG0001179	Prah.g_00129	Prac.g_00052
OG0001180	Prah.g_00128	Prac.g_00053
OG0001181	Prah.g_00127	Prac.g_00054
OG0001182	Prah.g_00126	Prac.g_00055
OG0001183	Prah.g_00125	Prac.g_00056
OG0001184	Prah.g_00088	Prac.g_00058
OG0001185	Prah.g_00086	Prac.g_00061
OG0001186	Prah.g_00085	Prac.g_00062
OG0001187	Prah.g_00084	Prac.g_00063
OG0001188	Prah.g_00080	Prac.g_00064
OG0001189	Prah.g_00079	Prac.g_00065
OG0001190	Prah.g_00078	Prac.g_00066
OG0001191	Prah.g_00076	Prac.g_00067
OG0001192	Prah.g_00074	Prac.g_00068
OG0001193	Prah.g_00073	Prac.g_00069
OG0001194	Prah.g_00071	Prac.g_00070
OG0001195	Prah.g_00070	Prac.g_00071
OG0001196	Prah.g_00068	Prac.g_00072
OG0001197	Prah.g_00067	Prac.g_00073
OG0001198	Prah.g_00066	Prac.g_00074
OG0001199	Prah.g_00065	Prac.g_00075
OG0001200	Prah.g_00063	Prac.g_00076
OG0001201	Prah.g_00062	Prac.g_00077
OG0001202	Prah.g_00061	Prac.g_00078
OG0001203	Prah.g_00059	Prac.g_00080
OG0001204	Prah.g_00055	Prac.g_00082
OG0001205	Prah.g_00053	Prac.g_00083
OG0001206	Prah.g_00052	Prac.g_00084
OG0001207	Prah.g_02490	Prac.g_00085
OG0001208	Prah.g_02491	Prac.g_00086
OG0001209	Prah.g_02492	Prac.g_00087
OG0001210	Prah.g_02493	Prac.g_00088
OG0001211	Prah.g_02495	Prac.g_00089
OG0001212	Prah.g_02496	Prac.g_00090
OG0001213	Prah.g_02497	Prac.g_00091
OG0001214	Prah.g_02499	Prac.g_00093
OG0001215	Prah.g_02501	Prac.g_00094
OG0001216	Prah.g_02503	Prac.g_00095
OG0001217	Prah.g_02504	Prac.g_00096
OG0001218	Prah.g_02505	Prac.g_00097
OG0001219	Prah.g_02508	Prac.g_00099
OG0001220	Prah.g_02513	Prac.g_00100
OG0001221	Prah.g_02536	Prac.g_00103
OG0001222	Prah.g_02540	Prac.g_00104
OG0001223	Prah.g_02541	Prac.g_00105
OG0001224	Prah.g_02543	Prac.g_00106
OG0001225	Prah.g_02544	Prac.g_00107
OG0001226	Prah.g_02547	Prac.g_00108
OG0001227	Prah.g_02548	Prac.g_00109
OG0001228	Prah.g_02550	Prac.g_00110
OG0001229	Prah.g_02551	Prac.g_00111
OG0001230	Prah.g_02552	Prac.g_00112
OG0001231	Prah.g_02565	Prac.g_00113
OG0001232	Prah.g_02574	Prac.g_00114
OG0001233	Prah.g_02575	Prac.g_00115
OG0001234	Prah.g_02576	Prac.g_00116
OG0001235	Prah.g_02577	Prac.g_00117
OG0001236	Prah.g_02579	Prac.g_00119
OG0001237	Prah.g_02580	Prac.g_00120
OG0001238	Prah.g_02584	Prac.g_00122
OG0001239	Prah.g_02586	Prac.g_00123
OG0001240	Prah.g_02587	Prac.g_00124
OG0001241	Prah.g_02591	Prac.g_00126
OG0001242	Prah.g_02593	Prac.g_00127
OG0001243	Prah.g_02594	Prac.g_00128
OG0001244	Prah.g_02596	Prac.g_00129
OG0001245	Prah.g_02598	Prac.g_00130
OG0001246	Prah.g_02600	Prac.g_00131
OG0001247	Prah.g_02601	Prac.g_01950
OG0001248	Prah.g_02602	Prac.g_01949
OG0001249	Prah.g_02603	Prac.g_01948
OG0001250	Prah.g_02604	Prac.g_01947
OG0001251	Prah.g_01880	Prac.g_01839
OG0001253	Prah.g_02287	Prac.g_01780
OG0001254	Prah.g_02135	Prac.g_01650
OG0001255	Prah.g_01941	Prac.g_01201
OG0001256	Prah.g_01084	Prac.g_00152
OG0001257	Prah.g_01564	Prac.g_01062
OG0001258	Prah.g_01545	Prac.g_00873
OG0001259	Prah.g_01418	Prac.g_00783
OG0001261	Prah.g_00604	Prac.g_01441
OG0001262	Prah.g_00581	Prac.g_01425
OG0001263	Prah.g_01190	Prac.g_01405
OG0001264	Prah.g_00734	Prac.g_01385
OG0001265	Prah.g_00856	Prac.g_01280
OG0001266	Prah.g_01192	Prac.g_01232
OG0001267	Prah.g_01037	Prac.g_01001
OG0001268	Prah.g_01324	Prac.g_00988
OG0001269	Prah.g_00326	Prac.g_00200
OG0001270	Prah.g_01203	Prac.g_00371
OG0001271	Prah.g_01622	Prac.g_00360
OG0001273	Prah.g_01521	Prac.g_00318
OG0001274	Prah.g_01050	Prac.g_00313
OG0001275	Prah.g_00282	Prac.g_00297
OG0001276	Prah.g_00710	Prac.g_00285, Prac.g_00878
OG0001278	Prah.g_01665	Prac.g_00633
OG0001279	Prah.g_01670	Prac.g_00629
OG0001280	Prah.g_01673	Prac.g_00626
OG0001281	Prah.g_02068	Prac.g_00479
OG0001282	Prah.g_01682	Prac.g_00504
OG0001283	Prah.g_02240	Prac.g_00023
OG0001284	Prah.g_00131	Prac.g_00050
OG0001285	Prah.g_00057	Prac.g_00081
OG0001286	Prah.g_02589	Prac.g_00125
OG0001287	Prah.g_01100	Prac.g_00875, Prac.g_01598
OG0001288	Prah.g_00231	Prac.g_01110
OG0001290	Prah.g_00037	Prac.g_01917
OG0001291	Prah.g_01841	Prac.g_01860
OG0001292	Prah.g_01844	Prac.g_01857
OG0001293	Prah.g_01846	Prac.g_01855
OG0001294	Prah.g_01881	Prac.g_01838
OG0001295	Prah.g_00185	Prac.g_01812
OG0001296	Prah.g_02251	Prac.g_01806
OG0001297	Prah.g_02359	Prac.g_01731
OG0001298	Prah.g_02077	Prac.g_01687
OG0001301	Prah.g_00499	Prac.g_00734
OG0001304	Prah.g_00906	Prac.g_01265
OG0001305	Prah.g_00911	Prac.g_01260
OG0001306	Prah.g_02573	Prac.g_01223
OG0001307	Prah.g_00722	Prac.g_01214
OG0001309	Prah.g_00054	Prac.g_01036
OG0001310	Prah.g_01182	Prac.g_01026
OG0001311	Prah.g_01250	Prac.g_00957
OG0001312	Prah.g_00325	Prac.g_00201
OG0001313	Prah.g_00018	Prac.g_00315
OG0001314	Prah.g_01704	Prac.g_00602
OG0001315	Prah.g_01761	Prac.g_00568
OG0001316	Prah.g_02235	Prac.g_00019
OG0001318	Prah.g_02279	Prac.g_01790
OG0001320	Prah.g_01481	Prac.g_01078
OG0001322	Prah.g_00942	Prac.g_01495
OG0001323	Prah.g_00555	Prac.g_01240
OG0001326	Prah.g_00998	Prac.g_00151
OG0001327	Prah.g_01354	Prac.g_00153
OG0001328	Prah.g_01370	Prac.g_00180
OG0001329	Prah.g_02582	Prac.g_00237
OG0001330	Prah.g_01658	Prac.g_00322
OG0001331	Prah.g_01671	Prac.g_00628
OG0001332	Prah.g_01737	Prac.g_00579
OG0001334	Prah.g_00148	Prac.g_00043
OG0001335	Prah.g_00060	Prac.g_00079
OG0001336	Prah.g_02253	Prac.g_01803
OG0001337	Prah.g_00187	Prac.g_01813
OG0001339	Prah.g_02363	Prac.g_01727
OG0001340	Prah.g_02083	Prac.g_01682
OG0001341	Prah.g_02108	Prac.g_01670
OG0001342	Prah.g_02134	Prac.g_01651
OG0001343	Prah.g_01934	Prac.g_01195
OG0001344	Prah.g_00443	Prac.g_01155
OG0001345	Prah.g_00228	Prac.g_01113
OG0001346	Prah.g_00309	Prac.g_01072
OG0001347	Prah.g_01560	Prac.g_01058
OG0001348	Prah.g_01537	Prac.g_00867
OG0001349	Prah.g_01531	Prac.g_00862
OG0001351	Prah.g_01435	Prac.g_00796
OG0001353	Prah.g_02393	Prac.g_00668
OG0001355	Prah.g_00597	Prac.g_01435
OG0001357	Prah.g_00837	Prac.g_01300
OG0001358	Prah.g_00855	Prac.g_01281
OG0001361	Prah.g_01284	Prac.g_00935
OG0001366	Prah.g_01726	Prac.g_00588
OG0001367	Prah.g_01971, Prah.g_00340	Prac.g_00493
OG0001369	Prah.g_00857	Prac.g_01279
OG0001375	Prah.g_02263	Prac.g_01796
OG0001378	Prah.g_02124	Prac.g_01659
OG0001381	Prah.g_00256	Prac.g_01093
OG0001384	Prah.g_01518	Prac.g_00853
OG0001396	Prah.g_00756	Prac.g_01296
OG0001410	Prah.g_02412	Prac.g_00295
OG0001412	Prah.g_00766	Prac.g_01346
OG0001413	Prah.g_00994, Prah.g_00343	Prac.g_00892
OG0001415	Prah.g_01957	Prac.g_01605
OG0001416	Prah.g_01516	Prac.g_00851
OG0001425	Prah.g_00891	Prac.g_00302
OG0001426	Prah.g_02583	Prac.g_00121
OG0001436	Prah.g_01163, Prah.g_02519	Prac.g_00900
OG0001438	Prah.g_00527	Prac.g_00751
OG0001442	Prah.g_01213	Prac.g_01024
OG0001451	Prah.g_01078	Prac.g_00634
OG0001453	Prah.g_01003	Prac.g_00889, Prac.g_00913, Prac.g_00881, Prac.g_00282
OG0001456	Prah.g_01419	Prac.g_01965
OG0001467	Prah.g_00411	Prac.g_00414
OG0001470	Prah.g_02184	Prac.g_01611
OG0001471	Prah.g_00621	Prac.g_01120
OG0001472	Prah.g_00964	Prac.g_01414
OG0001474	Prah.g_02553	Prac.g_00643
OG0001475	Prah.g_02512	Prac.g_01247
OG0001476	Prah.g_02511	Prac.g_01246
OG0001477	Prah.g_02510	Prac.g_01245
OG0001478	Prah.g_01034	Prac.g_01239
OG0001479	Prah.g_01240	Prac.g_01211
OG0001480	Prah.g_00223	Prac.g_01047
OG0001481	Prah.g_01294	Prac.g_00969
OG0001489	Prah.g_01972	Prac.g_01158
OG0001493	Prah.g_02554	Prac.g_00644
OG0001494	Prah.g_02555	Prac.g_00645
OG0001495	Prah.g_02556	Prac.g_00646
OG0001496	Prah.g_02557	Prac.g_00647
OG0001497	Prah.g_02558	Prac.g_00648
OG0001498	Prah.g_02559	Prac.g_00649
OG0001499	Prah.g_02560	Prac.g_00650
OG0001500	Prah.g_02561	Prac.g_00651
OG0001501	Prah.g_02562	Prac.g_00652
OG0001502	Prah.g_02563	Prac.g_00653
OG0001503	Prah.g_02564	Prac.g_00654
OG0001513	Prah.g_01895, Prah.g_00432	Prac.g_01826
OG0001520	Prah.g_01162	Prac.g_00899
OG0001525	Prah.g_01367	Prac.g_01088
OG0001529	Prah.g_01081	Prac.g_00132
OG0001532	Prah.g_00044	Prac.g_01912
OG0001542	Prah.g_01817	Prac.g_00306
OG0001544	Prah.g_00213	Prac.g_00907
OG0001545	Prah.g_00737	Prac.g_01388
OG0001574	Prah.g_01101	Prac.g_00911
OG0001590	Prah.g_02149	Prac.g_01638
OG0001593	Prah.g_00617	Prac.g_01086
OG0001596	Prah.g_01613	Prac.g_01516
OG0001598	Prah.g_01220	Prac.g_01398
OG0001620	Prah.g_00111	Prac.g_00453
OG0001621	Prah.g_00339, Prah.g_01973	Prac.g_01509
OG0001623	Prah.g_01936	Prac.g_01197
OG0001694	Prah.g_02223	Prac.g_00435
OG0001695	Prah.g_00121	Prac.g_00241
OG0001713	Prah.g_00118	Prac.g_00238
OG0001730	Prah.g_00119	Prac.g_00239
OG0001797	Prah.g_00992	Prac.g_01872
OG0001822	Prah.g_02131	Prac.g_00262
OG0001830	Prah.g_00120	Prac.g_00240
OG0001875	Prah.g_00612	Prac.g_01123
OG0001876	Prah.g_00745	Prac.g_01126
OG0002028	Prah.g_00725	Prac.g_00638
OG0002260	Prah.g_00346	Prac.g_00566
OG0003095	Prah.g_00351	Prac.g_01908
