Orthogroup	Prah	Prak
OG0001170	Prah.g_00152	Prak.g_01840
OG0001171	Prah.g_00151	Prak.g_01841
OG0001172	Prah.g_00149	Prak.g_01843
OG0001173	Prah.g_00146	Prak.g_01845
OG0001174	Prah.g_00145	Prak.g_01846
OG0001175	Prah.g_00144	Prak.g_01847
OG0001176	Prah.g_00136	Prak.g_01849
OG0001177	Prah.g_00134	Prak.g_01851
OG0001178	Prah.g_00130	Prak.g_01854
OG0001179	Prah.g_00129	Prak.g_01855
OG0001180	Prah.g_00128	Prak.g_01856
OG0001181	Prah.g_00127	Prak.g_01857
OG0001182	Prah.g_00126	Prak.g_01858
OG0001183	Prah.g_00125	Prak.g_01859
OG0001184	Prah.g_00088	Prak.g_01861
OG0001185	Prah.g_00086	Prak.g_01863
OG0001186	Prah.g_00085	Prak.g_01864
OG0001187	Prah.g_00084	Prak.g_01865
OG0001188	Prah.g_00080	Prak.g_01866
OG0001189	Prah.g_00079	Prak.g_01867
OG0001190	Prah.g_00078	Prak.g_01868
OG0001191	Prah.g_00076	Prak.g_01869
OG0001192	Prah.g_00074	Prak.g_01870
OG0001193	Prah.g_00073	Prak.g_01871
OG0001194	Prah.g_00071	Prak.g_01872
OG0001195	Prah.g_00070	Prak.g_01873
OG0001196	Prah.g_00068	Prak.g_01874
OG0001197	Prah.g_00067	Prak.g_01875
OG0001198	Prah.g_00066	Prak.g_01876
OG0001199	Prah.g_00065	Prak.g_01877
OG0001200	Prah.g_00063	Prak.g_01878
OG0001201	Prah.g_00062	Prak.g_01879
OG0001202	Prah.g_00061	Prak.g_01880
OG0001203	Prah.g_00059	Prak.g_01882
OG0001204	Prah.g_00055	Prak.g_01884
OG0001205	Prah.g_00053	Prak.g_01886
OG0001206	Prah.g_00052	Prak.g_01887
OG0001207	Prah.g_02490	Prak.g_01888
OG0001208	Prah.g_02491	Prak.g_01889
OG0001209	Prah.g_02492	Prak.g_01890
OG0001210	Prah.g_02493	Prak.g_01891
OG0001211	Prah.g_02495	Prak.g_01892
OG0001212	Prah.g_02496	Prak.g_01893
OG0001213	Prah.g_02497	Prak.g_01894
OG0001214	Prah.g_02499	Prak.g_01896
OG0001215	Prah.g_02501	Prak.g_01897
OG0001216	Prah.g_02503	Prak.g_01898
OG0001217	Prah.g_02504	Prak.g_01899
OG0001218	Prah.g_02505	Prak.g_01900
OG0001219	Prah.g_02508	Prak.g_01903
OG0001220	Prah.g_02513	Prak.g_01904
OG0001221	Prah.g_02536	Prak.g_01908
OG0001222	Prah.g_02540	Prak.g_01909
OG0001223	Prah.g_02541	Prak.g_01910
OG0001224	Prah.g_02543	Prak.g_01912
OG0001225	Prah.g_02544	Prak.g_01913
OG0001226	Prah.g_02547	Prak.g_01914
OG0001227	Prah.g_02548	Prak.g_01915
OG0001228	Prah.g_02550	Prak.g_01916
OG0001229	Prah.g_02551	Prak.g_01917
OG0001230	Prah.g_02552	Prak.g_01918
OG0001231	Prah.g_02565	Prak.g_01919
OG0001232	Prah.g_02574	Prak.g_01922
OG0001233	Prah.g_02575	Prak.g_01923
OG0001234	Prah.g_02576	Prak.g_01924
OG0001235	Prah.g_02577	Prak.g_01925
OG0001236	Prah.g_02579	Prak.g_01927
OG0001237	Prah.g_02580	Prak.g_01928
OG0001238	Prah.g_02584	Prak.g_01931
OG0001239	Prah.g_02586	Prak.g_01932
OG0001240	Prah.g_02587	Prak.g_01933
OG0001241	Prah.g_02591	Prak.g_01936
OG0001242	Prah.g_02593	Prak.g_01937
OG0001243	Prah.g_02594	Prak.g_01938
OG0001244	Prah.g_02596	Prak.g_01939
OG0001245	Prah.g_02598	Prak.g_01940
OG0001246	Prah.g_02600	Prak.g_01941
OG0001247	Prah.g_02601	Prak.g_01942
OG0001248	Prah.g_02602	Prak.g_01943
OG0001249	Prah.g_02603	Prak.g_01944
OG0001250	Prah.g_02604	Prak.g_01945
OG0001251	Prah.g_01880	Prak.g_00096
OG0001253	Prah.g_02287	Prak.g_00161
OG0001254	Prah.g_02135	Prak.g_00299
OG0001255	Prah.g_01941	Prak.g_00355
OG0001257	Prah.g_01564	Prak.g_00443
OG0001258	Prah.g_01545	Prak.g_00459
OG0001259	Prah.g_01418	Prak.g_00551
OG0001261	Prah.g_00604	Prak.g_00881
OG0001262	Prah.g_00581	Prak.g_00898
OG0001263	Prah.g_01190	Prak.g_01193
OG0001264	Prah.g_00734	Prak.g_00769
OG0001265	Prah.g_00856	Prak.g_01016
OG0001266	Prah.g_01192	Prak.g_00600
OG0001267	Prah.g_01037	Prak.g_01190
OG0001268	Prah.g_01324	Prak.g_01175
OG0001269	Prah.g_00326	Prak.g_01304
OG0001270	Prah.g_01203	Prak.g_01434
OG0001271	Prah.g_01622	Prak.g_01447
OG0001273	Prah.g_01521	Prak.g_01508
OG0001274	Prah.g_01050	Prak.g_01526
OG0001275	Prah.g_00282	Prak.g_01247
OG0001276	Prah.g_00710	Prak.g_01037
OG0001278	Prah.g_01665	Prak.g_01636
OG0001279	Prah.g_01670	Prak.g_01640
OG0001280	Prah.g_01673	Prak.g_01643
OG0001281	Prah.g_02068	Prak.g_01713
OG0001282	Prah.g_01682	Prak.g_01650
OG0001283	Prah.g_02240	Prak.g_01822
OG0001284	Prah.g_00131	Prak.g_01853
OG0001285	Prah.g_00057	Prak.g_01883
OG0001286	Prah.g_02589	Prak.g_01935
OG0001287	Prah.g_01100	Prak.g_01527
OG0001288	Prah.g_00231	Prak.g_00399
OG0001290	Prah.g_00037	Prak.g_00031
OG0001291	Prah.g_01841	Prak.g_00076
OG0001292	Prah.g_01844	Prak.g_00079
OG0001293	Prah.g_01846	Prak.g_00081
OG0001294	Prah.g_01881	Prak.g_00097
OG0001295	Prah.g_00185	Prak.g_00127
OG0001296	Prah.g_02251	Prak.g_00134
OG0001297	Prah.g_02359	Prak.g_00212
OG0001298	Prah.g_02077	Prak.g_00260
OG0001299	Prah.g_01868, Prah.g_02090	Prak.g_00269
OG0001301	Prah.g_00499	Prak.g_01106
OG0001303	Prah.g_00356	Prak.g_01235
OG0001304	Prah.g_00906	Prak.g_00929
OG0001305	Prah.g_00911	Prak.g_00924
OG0001306	Prah.g_02573	Prak.g_01921
OG0001307	Prah.g_00722	Prak.g_01258
OG0001309	Prah.g_00054	Prak.g_01885
OG0001310	Prah.g_01182	Prak.g_00727
OG0001311	Prah.g_01250	Prak.g_01139
OG0001312	Prah.g_00325	Prak.g_01303
OG0001313	Prah.g_00018	Prak.g_00384
OG0001314	Prah.g_01704	Prak.g_01668
OG0001315	Prah.g_01761	Prak.g_01703
OG0001316	Prah.g_02235	Prak.g_01818
OG0001318	Prah.g_02279	Prak.g_00149
OG0001320	Prah.g_01481	Prak.g_01514
OG0001322	Prah.g_00942	Prak.g_01221
OG0001323	Prah.g_00555	Prak.g_00758
OG0001326	Prah.g_00998	Prak.g_01522
OG0001327	Prah.g_01354	Prak.g_01497
OG0001328	Prah.g_01370	Prak.g_01282
OG0001329	Prah.g_02582	Prak.g_01930
OG0001330	Prah.g_01658	Prak.g_01480
OG0001331	Prah.g_01671	Prak.g_01641
OG0001332	Prah.g_01737	Prak.g_01692
OG0001333	Prah.g_01990	Prak.g_01784
OG0001334	Prah.g_00148	Prak.g_01844
OG0001335	Prah.g_00060	Prak.g_01881
OG0001336	Prah.g_02253	Prak.g_00136
OG0001337	Prah.g_00187	Prak.g_00126
OG0001339	Prah.g_02363	Prak.g_00216
OG0001340	Prah.g_02083	Prak.g_00265
OG0001341	Prah.g_02108	Prak.g_00278
OG0001342	Prah.g_02134	Prak.g_00298
OG0001343	Prah.g_01934	Prak.g_00361
OG0001345	Prah.g_00228	Prak.g_00396
OG0001346	Prah.g_00309	Prak.g_00433
OG0001347	Prah.g_01560	Prak.g_00447
OG0001349	Prah.g_01531	Prak.g_00470
OG0001350	Prah.g_01527	Prak.g_00475
OG0001351	Prah.g_01435	Prak.g_00537
OG0001353	Prah.g_02393	Prak.g_00240
OG0001355	Prah.g_00597	Prak.g_00888
OG0001357	Prah.g_00837	Prak.g_01001
OG0001358	Prah.g_00855	Prak.g_01015
OG0001361	Prah.g_01284	Prak.g_01118
OG0001362	Prah.g_00431	Prak.g_00668
OG0001366	Prah.g_01726	Prak.g_01682
OG0001368	Prah.g_00132	Prak.g_01852
OG0001369	Prah.g_00857	Prak.g_01017
OG0001375	Prah.g_02263	Prak.g_00144
OG0001378	Prah.g_02124	Prak.g_00291
OG0001380	Prah.g_01342	Prak.g_00825
OG0001381	Prah.g_00256	Prak.g_00419
OG0001384	Prah.g_01518	Prak.g_00480
OG0001396	Prah.g_00756	Prak.g_01607
OG0001410	Prah.g_02412	Prak.g_01512
OG0001412	Prah.g_00766	Prak.g_00953
OG0001425	Prah.g_00891	Prak.g_01240
OG0001429	Prah.g_00813	Prak.g_00983
OG0001436	Prah.g_01163, Prah.g_02519	Prak.g_01633
OG0001439	Prah.g_00606	Prak.g_00878
OG0001448	Prah.g_01180	Prak.g_01537
OG0001451	Prah.g_01078	Prak.g_00645
OG0001452	Prah.g_02507	Prak.g_01902
OG0001453	Prah.g_01003	Prak.g_00648
OG0001455	Prah.g_01208	Prak.g_00650
OG0001456	Prah.g_01419	Prak.g_00550
OG0001466	Prah.g_00892	Prak.g_01496
OG0001471	Prah.g_00621	Prak.g_00642
OG0001483	Prah.g_01356	Prak.g_01271
OG0001486	Prah.g_00696	Prak.g_00790
OG0001487	Prah.g_00522	Prak.g_00586
OG0001489	Prah.g_01972	Prak.g_01735
OG0001504	Prah.g_00700	Prak.g_00785
OG0001508	Prah.g_01202	Prak.g_01610
OG0001520	Prah.g_01162	Prak.g_01632
OG0001530	Prah.g_01161	Prak.g_01631
OG0001531	Prah.g_01198	Prak.g_00683, Prak.g_00657
OG0001541	Prah.g_00100	Prak.g_00695
OG0001544	Prah.g_00213	Prak.g_01531
OG0001545	Prah.g_00737	Prak.g_00766
OG0001546	Prah.g_00602	Prak.g_00883
OG0001547	Prah.g_01174	Prak.g_00634, Prak.g_00700
OG0001548	Prah.g_00317	Prak.g_00673, Prak.g_01231
OG0001574	Prah.g_01101	Prak.g_00669
OG0001587	Prah.g_00260	Prak.g_00057
OG0001588	Prah.g_01664	Prak.g_01233
OG0001593	Prah.g_00617	Prak.g_00424
OG0001608	Prah.g_01969	Prak.g_01500
OG0001622	Prah.g_01826, Prah.g_01015	Prak.g_00688
OG0001632	Prah.g_01675	Prak.g_01491
OG0001633	Prah.g_01108, Prah.g_01112, Prah.g_01117	Prak.g_01499
OG0001634	Prah.g_01016	Prak.g_00689
OG0001635	Prah.g_01019	Prak.g_00690
OG0001636	Prah.g_01020	Prak.g_00691
OG0001694	Prah.g_02223	Prak.g_00387
OG0001697	Prah.g_01049	Prak.g_01612, Prak.g_00735
OG0001711	Prah.g_00094	Prak.g_01295, Prak.g_01587
OG0001714	Prah.g_00357	Prak.g_01431
OG0001715	Prah.g_00143	Prak.g_01848
OG0001716	Prah.g_01252	Prak.g_01141
OG0001717	Prah.g_01219	Prak.g_00742
OG0001718	Prah.g_01216	Prak.g_00736
OG0001719	Prah.g_01939	Prak.g_00357
OG0001737	Prah.g_00050	Prak.g_00041
OG0001738	Prah.g_01906	Prak.g_00118
OG0001739	Prah.g_01903	Prak.g_00117
OG0001740	Prah.g_01902	Prak.g_00116
OG0001741	Prah.g_01889	Prak.g_00105
OG0001742	Prah.g_01775	Prak.g_01229
OG0001743	Prah.g_01774	Prak.g_00255
OG0001744	Prah.g_01735	Prak.g_01690
OG0001745	Prah.g_01450	Prak.g_00526
OG0001746	Prah.g_01379	Prak.g_01291
OG0001747	Prah.g_01301	Prak.g_01159
OG0001748	Prah.g_00978	Prak.g_00820
OG0001749	Prah.g_00952	Prak.g_00810
OG0001750	Prah.g_00865	Prak.g_01029
OG0001751	Prah.g_00859	Prak.g_01019
OG0001752	Prah.g_00853	Prak.g_01013
OG0001753	Prah.g_00792	Prak.g_00969
OG0001754	Prah.g_00742	Prak.g_00934
OG0001755	Prah.g_00707	Prak.g_00782
OG0001756	Prah.g_00662	Prak.g_00850
OG0001757	Prah.g_00583	Prak.g_01525
OG0001758	Prah.g_00580	Prak.g_00899
OG0001759	Prah.g_00565	Prak.g_00906
OG0001760	Prah.g_00559	Prak.g_00760
OG0001761	Prah.g_00552	Prak.g_00799
OG0001762	Prah.g_00453	Prak.g_01078
OG0001763	Prah.g_00320	Prak.g_00129
OG0001764	Prah.g_00206	Prak.g_00380
OG0001765	Prah.g_01950	Prak.g_00348
OG0001766	Prah.g_01951	Prak.g_00347
OG0001767	Prah.g_01953	Prak.g_00346
OG0001768	Prah.g_01954	Prak.g_00345
OG0001769	Prah.g_01955	Prak.g_00344
OG0001770	Prah.g_01979	Prak.g_01795
OG0001771	Prah.g_01996	Prak.g_01779
OG0001772	Prah.g_02255	Prak.g_00138
OG0001773	Prah.g_02267	Prak.g_00064
OG0001774	Prah.g_02318	Prak.g_00192
OG0001775	Prah.g_02335	Prak.g_00198
OG0001776	Prah.g_02414	Prak.g_01263
OG0001777	Prah.g_02506	Prak.g_01901
OG0001778	Prah.g_02514	Prak.g_01905
OG0001779	Prah.g_02515	Prak.g_01906
OG0001780	Prah.g_02516	Prak.g_01024
OG0001781	Prah.g_02542	Prak.g_01911
OG0001782	Prah.g_02572	Prak.g_01920
OG0001795	Prah.g_01453	Prak.g_00523
OG0001800	Prah.g_00243, Prah.g_01194	Prak.g_01577
OG0001803	Prah.g_00845	Prak.g_01006
OG0001831	Prah.g_01326	Prak.g_01177
OG0001852	Prah.g_01287	Prak.g_00708
OG0001853	Prah.g_01121	Prak.g_01623
OG0001883	Prah.g_00043	Prak.g_00035
OG0001884	Prah.g_00158	Prak.g_01836
OG0001885	Prah.g_01616	Prak.g_01440
OG0001886	Prah.g_01456	Prak.g_00521
OG0001887	Prah.g_01261	Prak.g_01149
OG0001888	Prah.g_01164	Prak.g_01575
OG0001889	Prah.g_01122	Prak.g_01622
OG0001890	Prah.g_01123	Prak.g_01621
OG0001891	Prah.g_00989	Prak.g_00824
OG0001892	Prah.g_00943	Prak.g_01538
OG0001893	Prah.g_00902	Prak.g_00932
OG0001894	Prah.g_00782	Prak.g_00962
OG0001895	Prah.g_00615	Prak.g_00072
OG0001896	Prah.g_00548	Prak.g_00655
OG0001897	Prah.g_01924	Prak.g_00365
OG0001898	Prah.g_02097	Prak.g_00270
OG0001899	Prah.g_02479	Prak.g_00048
OG0001900	Prah.g_02480	Prak.g_00047
OG0001901	Prah.g_02489	Prak.g_00043
OG0001902	Prah.g_02581	Prak.g_01929
OG0001920	Prah.g_01691	Prak.g_01656
OG0001921	Prah.g_00496	Prak.g_01103
OG0001923	Prah.g_00212	Prak.g_01589
OG0001925	Prah.g_01599	Prak.g_01504
OG0001967	Prah.g_01804	Prak.g_01510
OG0001968	Prah.g_01614	Prak.g_01438
OG0001970	Prah.g_00976	Prak.g_00720
OG0001971	Prah.g_00975	Prak.g_00719
OG0001972	Prah.g_00827	Prak.g_00994
OG0001973	Prah.g_02293	Prak.g_00167
OG0001994	Prah.g_02276	Prak.g_00388
OG0001995	Prah.g_00035	Prak.g_00029
OG0001997	Prah.g_00139	Prak.g_00714
OG0001998	Prah.g_00140	Prak.g_00715
OG0001999	Prah.g_00141	Prak.g_00716
OG0002002	Prah.g_02069	Prak.g_01712
OG0002004	Prah.g_02218	Prak.g_00059
OG0002040	Prah.g_02096	Prak.g_01579
OG0002044	Prah.g_02421	Prak.g_00222
OG0002083	Prah.g_02328, Prah.g_02329	Prak.g_00063
OG0002177	Prah.g_00115	Prak.g_01361
