Orthogroup	Prah	Prar
OG0001167	Prah.g_00156	Prar.g_00648
OG0001168	Prah.g_00155	Prar.g_00649
OG0001169	Prah.g_00154	Prar.g_00650
OG0001170	Prah.g_00152	Prar.g_00651
OG0001171	Prah.g_00151	Prar.g_00652
OG0001172	Prah.g_00149	Prar.g_00654
OG0001173	Prah.g_00146	Prar.g_00656
OG0001174	Prah.g_00145	Prar.g_00657
OG0001175	Prah.g_00144	Prar.g_00658
OG0001176	Prah.g_00136	Prar.g_00659
OG0001177	Prah.g_00134	Prar.g_00661
OG0001178	Prah.g_00130	Prar.g_00663
OG0001179	Prah.g_00129	Prar.g_00664
OG0001180	Prah.g_00128	Prar.g_00665
OG0001181	Prah.g_00127	Prar.g_00666
OG0001182	Prah.g_00126	Prar.g_00667
OG0001183	Prah.g_00125	Prar.g_00668
OG0001184	Prah.g_00088	Prar.g_00670
OG0001185	Prah.g_00086	Prar.g_00673
OG0001186	Prah.g_00085	Prar.g_00674
OG0001187	Prah.g_00084	Prar.g_00675
OG0001188	Prah.g_00080	Prar.g_00676
OG0001189	Prah.g_00079	Prar.g_00677
OG0001190	Prah.g_00078	Prar.g_00678
OG0001191	Prah.g_00076	Prar.g_00679
OG0001192	Prah.g_00074	Prar.g_00680
OG0001193	Prah.g_00073	Prar.g_00681
OG0001194	Prah.g_00071	Prar.g_00682
OG0001195	Prah.g_00070	Prar.g_00683
OG0001196	Prah.g_00068	Prar.g_00684
OG0001197	Prah.g_00067	Prar.g_00685
OG0001198	Prah.g_00066	Prar.g_00686
OG0001199	Prah.g_00065	Prar.g_00687
OG0001200	Prah.g_00063	Prar.g_00688
OG0001201	Prah.g_00062	Prar.g_00689
OG0001202	Prah.g_00061	Prar.g_00690
OG0001203	Prah.g_00059	Prar.g_00692
OG0001204	Prah.g_00055	Prar.g_00694
OG0001205	Prah.g_00053	Prar.g_00695
OG0001206	Prah.g_00052	Prar.g_00696
OG0001207	Prah.g_02490	Prar.g_00697
OG0001208	Prah.g_02491	Prar.g_00698
OG0001209	Prah.g_02492	Prar.g_00699
OG0001210	Prah.g_02493	Prar.g_00700
OG0001211	Prah.g_02495	Prar.g_00701
OG0001212	Prah.g_02496	Prar.g_00702
OG0001213	Prah.g_02497	Prar.g_00703
OG0001214	Prah.g_02499	Prar.g_00705
OG0001215	Prah.g_02501	Prar.g_00706
OG0001216	Prah.g_02503	Prar.g_00707
OG0001217	Prah.g_02504	Prar.g_00708
OG0001218	Prah.g_02505	Prar.g_00709
OG0001219	Prah.g_02508	Prar.g_00074
OG0001220	Prah.g_02513	Prar.g_00073
OG0001221	Prah.g_02536	Prar.g_00070
OG0001222	Prah.g_02540	Prar.g_00069
OG0001223	Prah.g_02541	Prar.g_00068
OG0001224	Prah.g_02543	Prar.g_00067
OG0001225	Prah.g_02544	Prar.g_00066
OG0001226	Prah.g_02547	Prar.g_00065
OG0001227	Prah.g_02548	Prar.g_00064
OG0001228	Prah.g_02550	Prar.g_00063
OG0001229	Prah.g_02551	Prar.g_00062
OG0001230	Prah.g_02552	Prar.g_00061
OG0001231	Prah.g_02565	Prar.g_00060
OG0001232	Prah.g_02574	Prar.g_00059
OG0001233	Prah.g_02575	Prar.g_00058
OG0001234	Prah.g_02576	Prar.g_00057
OG0001235	Prah.g_02577	Prar.g_00056
OG0001236	Prah.g_02579	Prar.g_00054
OG0001237	Prah.g_02580	Prar.g_00053
OG0001238	Prah.g_02584	Prar.g_00051
OG0001239	Prah.g_02586	Prar.g_00050
OG0001240	Prah.g_02587	Prar.g_00049
OG0001241	Prah.g_02591	Prar.g_00047
OG0001242	Prah.g_02593	Prar.g_00046
OG0001243	Prah.g_02594	Prar.g_00045
OG0001244	Prah.g_02596	Prar.g_00044
OG0001245	Prah.g_02598	Prar.g_00043
OG0001246	Prah.g_02600	Prar.g_00042
OG0001247	Prah.g_02601	Prar.g_00041
OG0001248	Prah.g_02602	Prar.g_00040
OG0001249	Prah.g_02603	Prar.g_00039
OG0001250	Prah.g_02604	Prar.g_00038
OG0001251	Prah.g_01880	Prar.g_00236
OG0001253	Prah.g_02287	Prar.g_00177
OG0001254	Prah.g_02135	Prar.g_00306
OG0001255	Prah.g_01941	Prar.g_00393
OG0001256	Prah.g_01084	Prar.g_00978
OG0001257	Prah.g_01564	Prar.g_00532
OG0001258	Prah.g_01545	Prar.g_01329
OG0001259	Prah.g_01418	Prar.g_01419
OG0001261	Prah.g_00604	Prar.g_01718
OG0001262	Prah.g_00581	Prar.g_01734
OG0001263	Prah.g_01190	Prar.g_01755
OG0001264	Prah.g_00734	Prar.g_01775
OG0001265	Prah.g_00856	Prar.g_01880
OG0001266	Prah.g_01192	Prar.g_01928
OG0001267	Prah.g_01037	Prar.g_01279
OG0001268	Prah.g_01324	Prar.g_01266
OG0001269	Prah.g_00326	Prar.g_00928
OG0001270	Prah.g_01203	Prar.g_00807
OG0001271	Prah.g_01622	Prar.g_00796
OG0001273	Prah.g_01521	Prar.g_00754
OG0001274	Prah.g_01050	Prar.g_00749
OG0001275	Prah.g_00282	Prar.g_00734
OG0001276	Prah.g_00710	Prar.g_00722, Prar.g_01158
OG0001278	Prah.g_01665	Prar.g_01151
OG0001279	Prah.g_01670	Prar.g_01147
OG0001280	Prah.g_01673	Prar.g_01144
OG0001281	Prah.g_02068	Prar.g_01111
OG0001282	Prah.g_01682	Prar.g_01086
OG0001283	Prah.g_02240	Prar.g_00635
OG0001284	Prah.g_00131	Prar.g_00662
OG0001285	Prah.g_00057	Prar.g_00693
OG0001286	Prah.g_02589	Prar.g_00048
OG0001287	Prah.g_01100	Prar.g_01007, Prar.g_01155, Prar.g_01561
OG0001288	Prah.g_00231	Prar.g_00485
OG0001290	Prah.g_00037	Prar.g_00008
OG0001291	Prah.g_01841	Prar.g_00547
OG0001292	Prah.g_01844	Prar.g_00254
OG0001293	Prah.g_01846	Prar.g_00252
OG0001294	Prah.g_01881	Prar.g_00235
OG0001295	Prah.g_00185	Prar.g_00209
OG0001296	Prah.g_02251	Prar.g_00203
OG0001297	Prah.g_02359	Prar.g_00128
OG0001298	Prah.g_02077	Prar.g_00084
OG0001301	Prah.g_00499	Prar.g_01467
OG0001304	Prah.g_00906	Prar.g_01895
OG0001305	Prah.g_00911	Prar.g_01900
OG0001306	Prah.g_02573	Prar.g_01937
OG0001307	Prah.g_00722	Prar.g_01946
OG0001309	Prah.g_00054	Prar.g_01314
OG0001310	Prah.g_01182	Prar.g_01304
OG0001311	Prah.g_01250	Prar.g_01235
OG0001312	Prah.g_00325	Prar.g_00927
OG0001313	Prah.g_00018	Prar.g_00751
OG0001314	Prah.g_01704	Prar.g_01120
OG0001315	Prah.g_01761	Prar.g_00613
OG0001316	Prah.g_02235	Prar.g_00631
OG0001318	Prah.g_02279	Prar.g_00187
OG0001320	Prah.g_01481	Prar.g_00516
OG0001322	Prah.g_00942	Prar.g_01664
OG0001323	Prah.g_00555	Prar.g_01920
OG0001326	Prah.g_00998	Prar.g_00979
OG0001327	Prah.g_01354	Prar.g_00977
OG0001328	Prah.g_01370	Prar.g_00950
OG0001329	Prah.g_02582	Prar.g_00891
OG0001330	Prah.g_01658	Prar.g_00758
OG0001331	Prah.g_01671	Prar.g_01146
OG0001332	Prah.g_01737	Prar.g_00602
OG0001334	Prah.g_00148	Prar.g_00655
OG0001335	Prah.g_00060	Prar.g_00691
OG0001336	Prah.g_02253	Prar.g_00200
OG0001337	Prah.g_00187	Prar.g_00210
OG0001339	Prah.g_02363	Prar.g_00124
OG0001340	Prah.g_02083	Prar.g_00079
OG0001341	Prah.g_02108	Prar.g_00326
OG0001342	Prah.g_02134	Prar.g_00307
OG0001343	Prah.g_01934	Prar.g_00399
OG0001344	Prah.g_00443	Prar.g_00439
OG0001345	Prah.g_00228	Prar.g_00482
OG0001346	Prah.g_00309	Prar.g_00522
OG0001347	Prah.g_01560	Prar.g_00536
OG0001348	Prah.g_01537	Prar.g_01335
OG0001349	Prah.g_01531	Prar.g_01340
OG0001351	Prah.g_01435	Prar.g_01406
OG0001353	Prah.g_02393	Prar.g_01533
OG0001355	Prah.g_00597	Prar.g_01724
OG0001357	Prah.g_00837	Prar.g_01860
OG0001358	Prah.g_00855	Prar.g_01879
OG0001361	Prah.g_01284	Prar.g_01213
OG0001366	Prah.g_01726	Prar.g_01958
OG0001367	Prah.g_01971, Prah.g_00340	Prar.g_01097
OG0001369	Prah.g_00857	Prar.g_01881
OG0001375	Prah.g_02263	Prar.g_00193
OG0001378	Prah.g_02124	Prar.g_00315
OG0001381	Prah.g_00256	Prar.g_00502
OG0001384	Prah.g_01518	Prar.g_01349
OG0001396	Prah.g_00756	Prar.g_01864
OG0001410	Prah.g_02412	Prar.g_00732
OG0001412	Prah.g_00766	Prar.g_01814
OG0001413	Prah.g_00994, Prah.g_00343	Prar.g_01172
OG0001415	Prah.g_01957	Prar.g_00261
OG0001416	Prah.g_01516	Prar.g_01351
OG0001425	Prah.g_00891	Prar.g_00738
OG0001426	Prah.g_02583	Prar.g_00052
OG0001436	Prah.g_01163, Prah.g_02519	Prar.g_01181
OG0001438	Prah.g_00527	Prar.g_01450
OG0001442	Prah.g_01213	Prar.g_01302
OG0001451	Prah.g_01078	Prar.g_01560
OG0001453	Prah.g_01003	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718
OG0001456	Prah.g_01419	Prar.g_01418
OG0001467	Prah.g_00411	Prar.g_00342
OG0001470	Prah.g_02184	Prar.g_00267
OG0001471	Prah.g_00621	Prar.g_00475
OG0001472	Prah.g_00964	Prar.g_01746
OG0001474	Prah.g_02553	Prar.g_01551
OG0001475	Prah.g_02512	Prar.g_01913
OG0001476	Prah.g_02511	Prar.g_01914
OG0001477	Prah.g_02510	Prar.g_01915
OG0001478	Prah.g_01034	Prar.g_01921
OG0001479	Prah.g_01240	Prar.g_01949
OG0001480	Prah.g_00223	Prar.g_01325
OG0001481	Prah.g_01294	Prar.g_01247
OG0001489	Prah.g_01972	Prar.g_00436
OG0001493	Prah.g_02554	Prar.g_01550
OG0001494	Prah.g_02555	Prar.g_01549
OG0001495	Prah.g_02556	Prar.g_01548
OG0001496	Prah.g_02557	Prar.g_01547
OG0001497	Prah.g_02558	Prar.g_01546
OG0001498	Prah.g_02559	Prar.g_01545
OG0001499	Prah.g_02560	Prar.g_01544
OG0001500	Prah.g_02561	Prar.g_01543
OG0001501	Prah.g_02562	Prar.g_01542
OG0001502	Prah.g_02563	Prar.g_01541
OG0001503	Prah.g_02564	Prar.g_01540
OG0001513	Prah.g_01895, Prah.g_00432	Prar.g_00223
OG0001520	Prah.g_01162	Prar.g_01180
OG0001525	Prah.g_01367	Prar.g_00507
OG0001529	Prah.g_01081	Prar.g_00998
OG0001532	Prah.g_00044	Prar.g_00003
OG0001542	Prah.g_01817	Prar.g_00742
OG0001544	Prah.g_00213	Prar.g_01188
OG0001545	Prah.g_00737	Prar.g_01772
OG0001574	Prah.g_01101	Prar.g_01192
OG0001590	Prah.g_02149	Prar.g_00294
OG0001593	Prah.g_00617	Prar.g_00508
OG0001596	Prah.g_01613	Prar.g_01643
OG0001598	Prah.g_01220	Prar.g_01762
OG0001620	Prah.g_00111	Prar.g_00381
OG0001621	Prah.g_00339, Prah.g_01973	Prar.g_01650
OG0001623	Prah.g_01936	Prar.g_00397
OG0001694	Prah.g_02223	Prar.g_00363
OG0001695	Prah.g_00121	Prar.g_00887
OG0001713	Prah.g_00118	Prar.g_00890
OG0001730	Prah.g_00119	Prar.g_00889
OG0001797	Prah.g_00992	Prar.g_00559
OG0001821	Prah.g_00345	Prar.g_01077
OG0001822	Prah.g_02131	Prar.g_00866
OG0001830	Prah.g_00120	Prar.g_00888
OG0001875	Prah.g_00612	Prar.g_00472
OG0001876	Prah.g_00745	Prar.g_00469
OG0002028	Prah.g_00725	Prar.g_01556
OG0002150	Prah.g_00332	Prar.g_01080
OG0002260	Prah.g_00346	Prar.g_01009
OG0002298	Prah.g_00352	Prar.g_01085
