Orthogroup	Prah	Prbd
OG0001130	Prah.g_01988	Prbd.g_01385
OG0001131	Prah.g_01987	Prbd.g_01384
OG0001132	Prah.g_01986	Prbd.g_01383
OG0001133	Prah.g_01985	Prbd.g_01382
OG0001134	Prah.g_01984	Prbd.g_01381
OG0001135	Prah.g_01983	Prbd.g_01380
OG0001136	Prah.g_01982	Prbd.g_01379
OG0001137	Prah.g_01981	Prbd.g_01378
OG0001138	Prah.g_01980	Prbd.g_01377
OG0001139	Prah.g_01978	Prbd.g_01376
OG0001140	Prah.g_01977	Prbd.g_01375
OG0001141	Prah.g_01976	Prbd.g_01374
OG0001142	Prah.g_01966	Prbd.g_01371
OG0001143	Prah.g_01965	Prbd.g_01370
OG0001144	Prah.g_01963	Prbd.g_01369
OG0001145	Prah.g_01962	Prbd.g_01368
OG0001146	Prah.g_01961	Prbd.g_01367
OG0001147	Prah.g_01960	Prbd.g_01366
OG0001148	Prah.g_01958	Prbd.g_01365
OG0001149	Prah.g_02224	Prbd.g_01363
OG0001150	Prah.g_02227	Prbd.g_01362
OG0001151	Prah.g_02231	Prbd.g_01360
OG0001152	Prah.g_02232	Prbd.g_01359
OG0001153	Prah.g_02234	Prbd.g_01358
OG0001154	Prah.g_02236	Prbd.g_01356
OG0001155	Prah.g_02239	Prbd.g_01354
OG0001156	Prah.g_02241	Prbd.g_01352
OG0001157	Prah.g_02243	Prbd.g_01351
OG0001158	Prah.g_02245	Prbd.g_01349
OG0001159	Prah.g_02246	Prbd.g_01348
OG0001160	Prah.g_02247	Prbd.g_01347
OG0001161	Prah.g_00168	Prbd.g_01346
OG0001162	Prah.g_00167	Prbd.g_01345
OG0001163	Prah.g_00166	Prbd.g_01344
OG0001164	Prah.g_00165	Prbd.g_01343
OG0001165	Prah.g_00164	Prbd.g_01342
OG0001166	Prah.g_00163	Prbd.g_01341
OG0001167	Prah.g_00156	Prbd.g_01340
OG0001168	Prah.g_00155	Prbd.g_01339
OG0001169	Prah.g_00154	Prbd.g_01338
OG0001170	Prah.g_00152	Prbd.g_01337
OG0001171	Prah.g_00151	Prbd.g_01336
OG0001172	Prah.g_00149	Prbd.g_01334
OG0001173	Prah.g_00146	Prbd.g_01332
OG0001174	Prah.g_00145	Prbd.g_01331
OG0001175	Prah.g_00144	Prbd.g_01330
OG0001176	Prah.g_00136	Prbd.g_01329
OG0001177	Prah.g_00134	Prbd.g_01327
OG0001178	Prah.g_00130	Prbd.g_01324
OG0001179	Prah.g_00129	Prbd.g_01323
OG0001180	Prah.g_00128	Prbd.g_01321
OG0001181	Prah.g_00127	Prbd.g_01320
OG0001182	Prah.g_00126	Prbd.g_01319
OG0001183	Prah.g_00125	Prbd.g_01318
OG0001184	Prah.g_00088	Prbd.g_01316
OG0001185	Prah.g_00086	Prbd.g_01312
OG0001186	Prah.g_00085	Prbd.g_01311
OG0001187	Prah.g_00084	Prbd.g_01310
OG0001188	Prah.g_00080	Prbd.g_01309
OG0001189	Prah.g_00079	Prbd.g_01308
OG0001190	Prah.g_00078	Prbd.g_01307
OG0001191	Prah.g_00076	Prbd.g_01306
OG0001192	Prah.g_00074	Prbd.g_01305
OG0001193	Prah.g_00073	Prbd.g_01304
OG0001194	Prah.g_00071	Prbd.g_01303
OG0001195	Prah.g_00070	Prbd.g_01302
OG0001196	Prah.g_00068	Prbd.g_01301
OG0001197	Prah.g_00067	Prbd.g_01300
OG0001198	Prah.g_00066	Prbd.g_01299
OG0001199	Prah.g_00065	Prbd.g_01298
OG0001200	Prah.g_00063	Prbd.g_01297
OG0001201	Prah.g_00062	Prbd.g_01296
OG0001202	Prah.g_00061	Prbd.g_01295
OG0001203	Prah.g_00059	Prbd.g_01293
OG0001204	Prah.g_00055	Prbd.g_01291
OG0001205	Prah.g_00053	Prbd.g_01290
OG0001206	Prah.g_00052	Prbd.g_01289
OG0001207	Prah.g_02490	Prbd.g_01288
OG0001208	Prah.g_02491	Prbd.g_01287
OG0001209	Prah.g_02492	Prbd.g_01286
OG0001210	Prah.g_02493	Prbd.g_01285
OG0001211	Prah.g_02495	Prbd.g_01284
OG0001212	Prah.g_02496	Prbd.g_01283
OG0001213	Prah.g_02497	Prbd.g_01282
OG0001214	Prah.g_02499	Prbd.g_01280
OG0001215	Prah.g_02501	Prbd.g_01279
OG0001216	Prah.g_02503	Prbd.g_01278
OG0001217	Prah.g_02504	Prbd.g_01277
OG0001218	Prah.g_02505	Prbd.g_01276
OG0001219	Prah.g_02508	Prbd.g_01274
OG0001220	Prah.g_02513	Prbd.g_01273
OG0001221	Prah.g_02536	Prbd.g_01270
OG0001222	Prah.g_02540	Prbd.g_01269
OG0001223	Prah.g_02541	Prbd.g_01268
OG0001224	Prah.g_02543	Prbd.g_01267
OG0001225	Prah.g_02544	Prbd.g_01266
OG0001226	Prah.g_02547	Prbd.g_01265
OG0001227	Prah.g_02548	Prbd.g_01264
OG0001228	Prah.g_02550	Prbd.g_01263
OG0001229	Prah.g_02551	Prbd.g_01262
OG0001230	Prah.g_02552	Prbd.g_01261
OG0001231	Prah.g_02565	Prbd.g_01260
OG0001232	Prah.g_02574	Prbd.g_01259
OG0001233	Prah.g_02575	Prbd.g_01258
OG0001234	Prah.g_02576	Prbd.g_01257
OG0001235	Prah.g_02577	Prbd.g_01256
OG0001236	Prah.g_02579	Prbd.g_01254
OG0001237	Prah.g_02580	Prbd.g_01253
OG0001238	Prah.g_02584	Prbd.g_01251
OG0001239	Prah.g_02586	Prbd.g_01250
OG0001240	Prah.g_02587	Prbd.g_01249
OG0001241	Prah.g_02591	Prbd.g_01247
OG0001242	Prah.g_02593	Prbd.g_01245
OG0001243	Prah.g_02594	Prbd.g_01244
OG0001244	Prah.g_02596	Prbd.g_01243
OG0001245	Prah.g_02598	Prbd.g_01242
OG0001246	Prah.g_02600	Prbd.g_01241
OG0001247	Prah.g_02601	Prbd.g_01240
OG0001248	Prah.g_02602	Prbd.g_01239
OG0001249	Prah.g_02603	Prbd.g_01238
OG0001250	Prah.g_02604	Prbd.g_01237
OG0001251	Prah.g_01880	Prbd.g_01152
OG0001253	Prah.g_02287	Prbd.g_01090
OG0001254	Prah.g_02135	Prbd.g_00958
OG0001255	Prah.g_01941	Prbd.g_00906
OG0001256	Prah.g_01084	Prbd.g_01859
OG0001257	Prah.g_01564	Prbd.g_00760
OG0001258	Prah.g_01545	Prbd.g_00744
OG0001259	Prah.g_01418	Prbd.g_00654
OG0001261	Prah.g_00604	Prbd.g_00137
OG0001262	Prah.g_00581	Prbd.g_00153
OG0001263	Prah.g_01190	Prbd.g_00174
OG0001264	Prah.g_00734	Prbd.g_00205
OG0001265	Prah.g_00856	Prbd.g_00316
OG0001266	Prah.g_01192	Prbd.g_00364
OG0001267	Prah.g_01037	Prbd.g_00452
OG0001268	Prah.g_01324	Prbd.g_00465
OG0001269	Prah.g_00326	Prbd.g_01781
OG0001270	Prah.g_01203	Prbd.g_01649
OG0001271	Prah.g_01622	Prbd.g_01638
OG0001273	Prah.g_01521	Prbd.g_01594
OG0001274	Prah.g_01050	Prbd.g_01589
OG0001275	Prah.g_00282	Prbd.g_01572
OG0001278	Prah.g_01665	Prbd.g_01533
OG0001279	Prah.g_01670	Prbd.g_01529
OG0001280	Prah.g_01673	Prbd.g_01526
OG0001281	Prah.g_02068	Prbd.g_01460
OG0001282	Prah.g_01682	Prbd.g_01435
OG0001283	Prah.g_02240	Prbd.g_01353
OG0001284	Prah.g_00131	Prbd.g_01325
OG0001285	Prah.g_00057	Prbd.g_01292
OG0001286	Prah.g_02589	Prbd.g_01248
OG0001288	Prah.g_00231	Prbd.g_00805
OG0001290	Prah.g_00037	Prbd.g_01207
OG0001291	Prah.g_01841	Prbd.g_01173
OG0001292	Prah.g_01844	Prbd.g_01170
OG0001293	Prah.g_01846	Prbd.g_01168
OG0001294	Prah.g_01881	Prbd.g_01151
OG0001295	Prah.g_00185	Prbd.g_01124
OG0001296	Prah.g_02251	Prbd.g_01118
OG0001297	Prah.g_02359	Prbd.g_01041
OG0001298	Prah.g_02077	Prbd.g_00996
OG0001299	Prah.g_01868, Prah.g_02090	Prbd.g_00987
OG0001301	Prah.g_00499	Prbd.g_00607
OG0001303	Prah.g_00356	Prbd.g_00056
OG0001304	Prah.g_00906	Prbd.g_00331
OG0001305	Prah.g_00911	Prbd.g_00336
OG0001306	Prah.g_02573	Prbd.g_00372
OG0001307	Prah.g_00722	Prbd.g_00382
OG0001309	Prah.g_00054	Prbd.g_00408
OG0001310	Prah.g_01182	Prbd.g_00418
OG0001311	Prah.g_01250	Prbd.g_00496
OG0001312	Prah.g_00325	Prbd.g_01780
OG0001313	Prah.g_00018	Prbd.g_01591
OG0001314	Prah.g_01704	Prbd.g_01502
OG0001315	Prah.g_01761	Prbd.g_01467
OG0001316	Prah.g_02235	Prbd.g_01357
OG0001318	Prah.g_02279	Prbd.g_01101
OG0001320	Prah.g_01481	Prbd.g_00775
OG0001322	Prah.g_00942	Prbd.g_00083
OG0001323	Prah.g_00555	Prbd.g_00356
OG0001326	Prah.g_00998	Prbd.g_01860
OG0001328	Prah.g_01370	Prbd.g_01796
OG0001329	Prah.g_02582	Prbd.g_01744
OG0001330	Prah.g_01658	Prbd.g_01598
OG0001331	Prah.g_01671	Prbd.g_01528
OG0001332	Prah.g_01737	Prbd.g_01478
OG0001333	Prah.g_01990	Prbd.g_01387
OG0001334	Prah.g_00148	Prbd.g_01333
OG0001335	Prah.g_00060	Prbd.g_01294
OG0001336	Prah.g_02253	Prbd.g_01115
OG0001337	Prah.g_00187	Prbd.g_01125
OG0001339	Prah.g_02363	Prbd.g_01037
OG0001340	Prah.g_02083	Prbd.g_00991
OG0001341	Prah.g_02108	Prbd.g_00978
OG0001342	Prah.g_02134	Prbd.g_00959
OG0001343	Prah.g_01934	Prbd.g_00900
OG0001344	Prah.g_00443	Prbd.g_00860
OG0001345	Prah.g_00228	Prbd.g_00808
OG0001346	Prah.g_00309	Prbd.g_00770
OG0001347	Prah.g_01560	Prbd.g_00756
OG0001348	Prah.g_01537	Prbd.g_00738
OG0001349	Prah.g_01531	Prbd.g_00733
OG0001350	Prah.g_01527	Prbd.g_00728
OG0001351	Prah.g_01435	Prbd.g_00666
OG0001353	Prah.g_02393	Prbd.g_00541
OG0001355	Prah.g_00597	Prbd.g_00143
OG0001357	Prah.g_00837	Prbd.g_00292
OG0001358	Prah.g_00855	Prbd.g_00315
OG0001361	Prah.g_01284	Prbd.g_00518
OG0001362	Prah.g_00431	Prbd.g_01893
OG0001366	Prah.g_01726	Prbd.g_01488
OG0001367	Prah.g_01971, Prah.g_00340	Prbd.g_01446
OG0001368	Prah.g_00132	Prbd.g_01326
OG0001369	Prah.g_00857	Prbd.g_00317
OG0001375	Prah.g_02263	Prbd.g_01108
OG0001378	Prah.g_02124	Prbd.g_00967
OG0001380	Prah.g_01342	Prbd.g_00835
OG0001381	Prah.g_00256	Prbd.g_00788
OG0001384	Prah.g_01518	Prbd.g_00723
OG0001396	Prah.g_00756	Prbd.g_00296
OG0001410	Prah.g_02412	Prbd.g_01570
OG0001412	Prah.g_00766	Prbd.g_00245
OG0001415	Prah.g_01957	Prbd.g_00913
OG0001416	Prah.g_01516	Prbd.g_00721
OG0001425	Prah.g_00891	Prbd.g_01578
OG0001426	Prah.g_02583	Prbd.g_01252
OG0001429	Prah.g_00813	Prbd.g_00274
OG0001436	Prah.g_01163, Prah.g_02519	Prbd.g_00830
OG0001438	Prah.g_00527	Prbd.g_00624
OG0001439	Prah.g_00606	Prbd.g_00134
OG0001442	Prah.g_01213	Prbd.g_00421
OG0001448	Prah.g_01180	Prbd.g_01565
OG0001451	Prah.g_01078	Prbd.g_00832
OG0001466	Prah.g_00892	Prbd.g_01837
OG0001467	Prah.g_00411	Prbd.g_01692
OG0001470	Prah.g_02184	Prbd.g_00919
OG0001472	Prah.g_00964	Prbd.g_00164
OG0001474	Prah.g_02553	Prbd.g_00175
OG0001475	Prah.g_02512	Prbd.g_00349
OG0001476	Prah.g_02511	Prbd.g_00350
OG0001477	Prah.g_02510	Prbd.g_00351
OG0001478	Prah.g_01034	Prbd.g_00357
OG0001479	Prah.g_01240	Prbd.g_00385
OG0001480	Prah.g_00223	Prbd.g_00394
OG0001481	Prah.g_01294	Prbd.g_00484
OG0001483	Prah.g_01356	Prbd.g_01807
OG0001486	Prah.g_00696	Prbd.g_00225
OG0001487	Prah.g_00522	Prbd.g_00063
OG0001489	Prah.g_01972	Prbd.g_00863
OG0001493	Prah.g_02554	Prbd.g_00176
OG0001494	Prah.g_02555	Prbd.g_00177
OG0001495	Prah.g_02556	Prbd.g_00178
OG0001496	Prah.g_02557	Prbd.g_00179
OG0001497	Prah.g_02558	Prbd.g_00180
OG0001498	Prah.g_02559	Prbd.g_00181
OG0001499	Prah.g_02560	Prbd.g_00182
OG0001500	Prah.g_02561	Prbd.g_00183
OG0001501	Prah.g_02562	Prbd.g_00184
OG0001502	Prah.g_02563	Prbd.g_00185
OG0001503	Prah.g_02564	Prbd.g_00186
OG0001504	Prah.g_00700	Prbd.g_00221
OG0001508	Prah.g_01202	Prbd.g_01586
OG0001513	Prah.g_01895, Prah.g_00432	Prbd.g_01139
OG0001520	Prah.g_01162	Prbd.g_00829
OG0001525	Prah.g_01367	Prbd.g_00783
OG0001529	Prah.g_01081	Prbd.g_01889
OG0001530	Prah.g_01161	Prbd.g_00828
OG0001532	Prah.g_00044	Prbd.g_01203
OG0001542	Prah.g_01817	Prbd.g_01582
OG0001545	Prah.g_00737	Prbd.g_00202
OG0001574	Prah.g_01101	Prbd.g_00003
OG0001587	Prah.g_00260	Prbd.g_00823
OG0001590	Prah.g_02149	Prbd.g_00946
OG0001592	Prah.g_01806	Prbd.g_00841
OG0001596	Prah.g_01613	Prbd.g_00053
OG0001598	Prah.g_01220	Prbd.g_00193
OG0001605	Prah.g_02045	Prbd.g_01441
OG0001623	Prah.g_01936	Prbd.g_00902
OG0001683	Prah.g_00098, Prah.g_00082	Prbd.g_01815
OG0001709	Prah.g_01569, Prah.g_01156	Prbd.g_00824
OG0001711	Prah.g_00094	Prbd.g_01711, Prbd.g_01712
OG0001792	Prah.g_00083	Prbd.g_01816
OG0001793	Prah.g_00081	Prbd.g_01814
OG0001821	Prah.g_00345	Prbd.g_01838
OG0001882	Prah.g_01421, Prah.g_01206	Prbd.g_01545
OG0001913	Prah.g_01158, Prah.g_01157	Prbd.g_00825
OG0002005	Prah.g_02568	Prbd.g_01854
OG0002006	Prah.g_02571	Prbd.g_01853
OG0002028	Prah.g_00725	Prbd.g_01905
OG0002078	Prah.g_02326, Prah.g_02333	Prbd.g_01899
OG0002246	Prah.g_01734	Prbd.g_01480
OG0002401	Prah.g_00982	Prbd.g_01739
