Orthogroup	Prah	Praa
OG0001176	Prah.g_00136	Praa.g_01838
OG0001177	Prah.g_00134	Praa.g_01840
OG0001178	Prah.g_00130	Praa.g_01843
OG0001179	Prah.g_00129	Praa.g_01844
OG0001180	Prah.g_00128	Praa.g_01845
OG0001181	Prah.g_00127	Praa.g_01846
OG0001182	Prah.g_00126	Praa.g_01847
OG0001183	Prah.g_00125	Praa.g_01848
OG0001184	Prah.g_00088	Praa.g_01850
OG0001185	Prah.g_00086	Praa.g_01853
OG0001186	Prah.g_00085	Praa.g_01854
OG0001187	Prah.g_00084	Praa.g_01856
OG0001188	Prah.g_00080	Praa.g_01857
OG0001189	Prah.g_00079	Praa.g_01858
OG0001190	Prah.g_00078	Praa.g_01859
OG0001191	Prah.g_00076	Praa.g_01860
OG0001192	Prah.g_00074	Praa.g_01861
OG0001193	Prah.g_00073	Praa.g_01862
OG0001194	Prah.g_00071	Praa.g_01863
OG0001195	Prah.g_00070	Praa.g_01864
OG0001196	Prah.g_00068	Praa.g_01865
OG0001197	Prah.g_00067	Praa.g_01866
OG0001198	Prah.g_00066	Praa.g_01867
OG0001199	Prah.g_00065	Praa.g_01868
OG0001200	Prah.g_00063	Praa.g_01869
OG0001201	Prah.g_00062	Praa.g_01870
OG0001202	Prah.g_00061	Praa.g_01871
OG0001203	Prah.g_00059	Praa.g_01873
OG0001204	Prah.g_00055	Praa.g_01875
OG0001205	Prah.g_00053	Praa.g_01876
OG0001206	Prah.g_00052	Praa.g_01877
OG0001207	Prah.g_02490	Praa.g_01878
OG0001208	Prah.g_02491	Praa.g_01879
OG0001209	Prah.g_02492	Praa.g_01880
OG0001210	Prah.g_02493	Praa.g_01881
OG0001211	Prah.g_02495	Praa.g_01882
OG0001212	Prah.g_02496	Praa.g_01883
OG0001213	Prah.g_02497	Praa.g_01884
OG0001214	Prah.g_02499	Praa.g_01886
OG0001215	Prah.g_02501	Praa.g_01887
OG0001216	Prah.g_02503	Praa.g_01888
OG0001217	Prah.g_02504	Praa.g_01889
OG0001218	Prah.g_02505	Praa.g_01890
OG0001219	Prah.g_02508	Praa.g_01892
OG0001220	Prah.g_02513	Praa.g_01893
OG0001221	Prah.g_02536	Praa.g_01896
OG0001222	Prah.g_02540	Praa.g_01897
OG0001223	Prah.g_02541	Praa.g_01898
OG0001224	Prah.g_02543	Praa.g_01899
OG0001225	Prah.g_02544	Praa.g_01900
OG0001226	Prah.g_02547	Praa.g_01901
OG0001227	Prah.g_02548	Praa.g_01902
OG0001228	Prah.g_02550	Praa.g_01903
OG0001229	Prah.g_02551	Praa.g_01904
OG0001230	Prah.g_02552	Praa.g_01905
OG0001231	Prah.g_02565	Praa.g_01906
OG0001232	Prah.g_02574	Praa.g_01907
OG0001233	Prah.g_02575	Praa.g_01908
OG0001234	Prah.g_02576	Praa.g_01909
OG0001235	Prah.g_02577	Praa.g_01910
OG0001236	Prah.g_02579	Praa.g_01912
OG0001237	Prah.g_02580	Praa.g_01913
OG0001238	Prah.g_02584	Praa.g_01915
OG0001239	Prah.g_02586	Praa.g_01916
OG0001240	Prah.g_02587	Praa.g_01917
OG0001241	Prah.g_02591	Praa.g_01919
OG0001242	Prah.g_02593	Praa.g_01920
OG0001243	Prah.g_02594	Praa.g_01921
OG0001244	Prah.g_02596	Praa.g_01922
OG0001245	Prah.g_02598	Praa.g_01923
OG0001246	Prah.g_02600	Praa.g_01924
OG0001247	Prah.g_02601	Praa.g_01925
OG0001248	Prah.g_02602	Praa.g_01926
OG0001249	Prah.g_02603	Praa.g_01927
OG0001250	Prah.g_02604	Praa.g_01928
OG0001251	Prah.g_01880	Praa.g_00092
OG0001253	Prah.g_02287	Praa.g_00150
OG0001254	Prah.g_02135	Praa.g_00281
OG0001255	Prah.g_01941	Praa.g_00333
OG0001256	Prah.g_01084	Praa.g_00396
OG0001257	Prah.g_01564	Praa.g_00482
OG0001258	Prah.g_01545	Praa.g_00498
OG0001259	Prah.g_01418	Praa.g_00590
OG0001261	Prah.g_00604	Praa.g_00839
OG0001262	Prah.g_00581	Praa.g_00855
OG0001263	Prah.g_01190	Praa.g_00876
OG0001264	Prah.g_00734	Praa.g_00906
OG0001265	Prah.g_00856	Praa.g_01015
OG0001266	Prah.g_01192	Praa.g_01064
OG0001267	Prah.g_01037	Praa.g_01144
OG0001268	Prah.g_01324	Praa.g_01157
OG0001269	Prah.g_00326	Praa.g_01349
OG0001270	Prah.g_01203	Praa.g_01516
OG0001271	Prah.g_01622	Praa.g_01527
OG0001273	Prah.g_01521	Praa.g_01571
OG0001274	Prah.g_01050	Praa.g_01576
OG0001275	Prah.g_00282	Praa.g_01593
OG0001276	Prah.g_00710	Praa.g_01605
OG0001278	Prah.g_01665	Praa.g_01627
OG0001279	Prah.g_01670	Praa.g_01631
OG0001280	Prah.g_01673	Praa.g_01634
OG0001281	Prah.g_02068	Praa.g_01702
OG0001282	Prah.g_01682	Praa.g_01727
OG0001283	Prah.g_02240	Praa.g_01814
OG0001284	Prah.g_00131	Praa.g_01842
OG0001285	Prah.g_00057	Praa.g_01874
OG0001286	Prah.g_02589	Praa.g_01918
OG0001290	Prah.g_00037	Praa.g_00030
OG0001291	Prah.g_01841	Praa.g_00071
OG0001292	Prah.g_01844	Praa.g_00074
OG0001293	Prah.g_01846	Praa.g_00076
OG0001294	Prah.g_01881	Praa.g_00093
OG0001295	Prah.g_00185	Praa.g_00119
OG0001296	Prah.g_02251	Praa.g_00125
OG0001297	Prah.g_02359	Praa.g_00199
OG0001298	Prah.g_02077	Praa.g_00243
OG0001299	Prah.g_01868, Prah.g_02090	Praa.g_00252
OG0001301	Prah.g_00499	Praa.g_00637
OG0001303	Prah.g_00356	Praa.g_00758
OG0001304	Prah.g_00906	Praa.g_01030
OG0001305	Prah.g_00911	Praa.g_01035
OG0001306	Prah.g_02573	Praa.g_01072
OG0001307	Prah.g_00722	Praa.g_01082
OG0001309	Prah.g_00054	Praa.g_01109
OG0001310	Prah.g_01182	Praa.g_01120
OG0001311	Prah.g_01250	Praa.g_01187
OG0001312	Prah.g_00325	Praa.g_01350
OG0001313	Prah.g_00018	Praa.g_01574
OG0001314	Prah.g_01704	Praa.g_01658
OG0001315	Prah.g_01761	Praa.g_01694
OG0001316	Prah.g_02235	Praa.g_01810
OG0001318	Prah.g_02279	Praa.g_00141
OG0001320	Prah.g_01481	Praa.g_00467
OG0001322	Prah.g_00942	Praa.g_00783
OG0001323	Prah.g_00555	Praa.g_01055
OG0001326	Prah.g_00998	Praa.g_01287
OG0001327	Prah.g_01354	Praa.g_01289
OG0001328	Prah.g_01370	Praa.g_01323
OG0001329	Prah.g_02582	Praa.g_01386
OG0001330	Prah.g_01658	Praa.g_01567
OG0001331	Prah.g_01671	Praa.g_01632
OG0001332	Prah.g_01737	Praa.g_01683
OG0001333	Prah.g_01990	Praa.g_01779
OG0001334	Prah.g_00148	Praa.g_01834
OG0001335	Prah.g_00060	Praa.g_01872
OG0001337	Prah.g_00187	Praa.g_00118
OG0001339	Prah.g_02363	Praa.g_00203
OG0001340	Prah.g_02083	Praa.g_00248
OG0001341	Prah.g_02108	Praa.g_00261
OG0001342	Prah.g_02134	Praa.g_00280
OG0001343	Prah.g_01934	Praa.g_00339
OG0001344	Prah.g_00443	Praa.g_00377
OG0001345	Prah.g_00228	Praa.g_00434
OG0001346	Prah.g_00309	Praa.g_00472
OG0001347	Prah.g_01560	Praa.g_00486
OG0001348	Prah.g_01537	Praa.g_00504
OG0001349	Prah.g_01531	Praa.g_00509
OG0001350	Prah.g_01527	Praa.g_00514
OG0001351	Prah.g_01435	Praa.g_00577
OG0001353	Prah.g_02393	Praa.g_00703
OG0001355	Prah.g_00597	Praa.g_00845
OG0001357	Prah.g_00837	Praa.g_00992
OG0001358	Prah.g_00855	Praa.g_01014
OG0001361	Prah.g_01284	Praa.g_01209
OG0001362	Prah.g_00431	Praa.g_01257
OG0001366	Prah.g_01726	Praa.g_01673
OG0001367	Prah.g_01971, Prah.g_00340	Praa.g_01716
OG0001368	Prah.g_00132	Praa.g_01841
OG0001375	Prah.g_02263	Praa.g_00135
OG0001378	Prah.g_02124	Praa.g_00272
OG0001380	Prah.g_01342	Praa.g_00397
OG0001381	Prah.g_00256	Praa.g_00453
OG0001384	Prah.g_01518	Praa.g_00519
OG0001396	Prah.g_00756	Praa.g_00996
OG0001410	Prah.g_02412	Praa.g_01595
OG0001415	Prah.g_01957	Praa.g_00326
OG0001416	Prah.g_01516	Praa.g_00521
OG0001425	Prah.g_00891	Praa.g_01587
OG0001426	Prah.g_02583	Praa.g_01914
OG0001429	Prah.g_00813	Praa.g_00974
OG0001438	Prah.g_00527	Praa.g_00620
OG0001439	Prah.g_00606	Praa.g_00836
OG0001442	Prah.g_01213	Praa.g_01123
OG0001448	Prah.g_01180	Praa.g_01601
OG0001455	Prah.g_01208	Praa.g_00410
OG0001456	Prah.g_01419	Praa.g_00589
OG0001466	Prah.g_00892	Praa.g_01296
OG0001467	Prah.g_00411	Praa.g_01473
OG0001470	Prah.g_02184	Praa.g_00320
OG0001471	Prah.g_00621	Praa.g_00416
OG0001472	Prah.g_00964	Praa.g_00866
OG0001474	Prah.g_02553	Praa.g_00877
OG0001475	Prah.g_02512	Praa.g_01048
OG0001476	Prah.g_02511	Praa.g_01049
OG0001477	Prah.g_02510	Praa.g_01050
OG0001478	Prah.g_01034	Praa.g_01056
OG0001479	Prah.g_01240	Praa.g_01085
OG0001480	Prah.g_00223	Praa.g_01094
OG0001481	Prah.g_01294	Praa.g_01175
OG0001483	Prah.g_01356	Praa.g_01312
OG0001489	Prah.g_01972	Praa.g_00374
OG0001493	Prah.g_02554	Praa.g_00878
OG0001494	Prah.g_02555	Praa.g_00879
OG0001495	Prah.g_02556	Praa.g_00880
OG0001496	Prah.g_02557	Praa.g_00881
OG0001497	Prah.g_02558	Praa.g_00882
OG0001498	Prah.g_02559	Praa.g_00883
OG0001499	Prah.g_02560	Praa.g_00884
OG0001500	Prah.g_02561	Praa.g_00885
OG0001501	Prah.g_02562	Praa.g_00886
OG0001502	Prah.g_02563	Praa.g_00887
OG0001503	Prah.g_02564	Praa.g_00888
OG0001504	Prah.g_00700	Praa.g_00922
OG0001508	Prah.g_01202	Praa.g_01579
OG0001513	Prah.g_01895, Prah.g_00432	Praa.g_00105
OG0001525	Prah.g_01367	Praa.g_00458
OG0001529	Prah.g_01081	Praa.g_01262
OG0001532	Prah.g_00044	Praa.g_00034
OG0001542	Prah.g_01817	Praa.g_01583
OG0001574	Prah.g_01101	Praa.g_01251
OG0001590	Prah.g_02149	Praa.g_00293
OG0001592	Prah.g_01806	Praa.g_00393
OG0001593	Prah.g_00617	Praa.g_00459
OG0001596	Prah.g_01613	Praa.g_00755
OG0001598	Prah.g_01220	Praa.g_00894
OG0001605	Prah.g_02045	Praa.g_01721
OG0001620	Prah.g_00111	Praa.g_01422
OG0001623	Prah.g_01936	Praa.g_00337
OG0001683	Prah.g_00098	Praa.g_01429
OG0001730	Prah.g_00119	Praa.g_01404
OG0001792	Prah.g_00083	Praa.g_01428
OG0001793	Prah.g_00081	Praa.g_01430
OG0001821	Prah.g_00345	Praa.g_01295
OG0001822	Prah.g_02131	Praa.g_01393
OG0002177	Prah.g_00115	Praa.g_01435
OG0002246	Prah.g_01734	Praa.g_01681
OG0002348	Prah.g_00107	Praa.g_01424
