Orthogroup	Prae	Prbm
OG0001105	Prae.g_01709	Prbm.g_01972
OG0001106	Prae.g_01711	Prbm.g_01968
OG0001107	Prae.g_01712	Prbm.g_01967
OG0001108	Prae.g_01713	Prbm.g_01966
OG0001109	Prae.g_01716	Prbm.g_01990
OG0001110	Prae.g_01718	Prbm.g_01992
OG0001111	Prae.g_01719	Prbm.g_01993
OG0001112	Prae.g_01720	Prbm.g_01994
OG0001113	Prae.g_01721	Prbm.g_01995
OG0001114	Prae.g_01722	Prbm.g_01996
OG0001115	Prae.g_01723	Prbm.g_01997
OG0001116	Prae.g_01724	Prbm.g_01998
OG0001117	Prae.g_01725	Prbm.g_01999
OG0001118	Prae.g_01726	Prbm.g_02000
OG0001119	Prae.g_01727	Prbm.g_02001
OG0001120	Prae.g_01728	Prbm.g_02002
OG0001121	Prae.g_01729	Prbm.g_02003
OG0001122	Prae.g_01730	Prbm.g_02004
OG0001123	Prae.g_01731	Prbm.g_02005
OG0001124	Prae.g_01732	Prbm.g_02006
OG0001125	Prae.g_01733	Prbm.g_02007
OG0001126	Prae.g_01734	Prbm.g_02008
OG0001127	Prae.g_01735	Prbm.g_02009
OG0001128	Prae.g_01736	Prbm.g_02010
OG0001129	Prae.g_01737	Prbm.g_02011
OG0001130	Prae.g_01738	Prbm.g_02012
OG0001131	Prae.g_01739	Prbm.g_02013
OG0001132	Prae.g_01740	Prbm.g_02014
OG0001133	Prae.g_01741	Prbm.g_02015
OG0001134	Prae.g_01742	Prbm.g_02016
OG0001135	Prae.g_01743	Prbm.g_02017
OG0001136	Prae.g_01744	Prbm.g_02018
OG0001137	Prae.g_01745	Prbm.g_02019
OG0001138	Prae.g_01746	Prbm.g_02020
OG0001139	Prae.g_01747	Prbm.g_02021
OG0001140	Prae.g_01748	Prbm.g_02022
OG0001141	Prae.g_01750	Prbm.g_02024
OG0001142	Prae.g_01751	Prbm.g_02025
OG0001143	Prae.g_01752	Prbm.g_02026
OG0001144	Prae.g_01754	Prbm.g_02028
OG0001145	Prae.g_01756	Prbm.g_02030
OG0001146	Prae.g_01757	Prbm.g_02031
OG0001147	Prae.g_01759	Prbm.g_02034
OG0001148	Prae.g_01760	Prbm.g_02035
OG0001149	Prae.g_01761	Prbm.g_02036
OG0001150	Prae.g_01765	Prbm.g_02039
OG0001151	Prae.g_01766	Prbm.g_02040
OG0001152	Prae.g_01767	Prbm.g_02041
OG0001153	Prae.g_01768	Prbm.g_02042
OG0001154	Prae.g_01769	Prbm.g_02043
OG0001155	Prae.g_01770	Prbm.g_02044
OG0001156	Prae.g_01771	Prbm.g_02045
OG0001157	Prae.g_01773	Prbm.g_02048
OG0001158	Prae.g_01774	Prbm.g_02050
OG0001159	Prae.g_01775	Prbm.g_02051
OG0001160	Prae.g_01776	Prbm.g_02052
OG0001161	Prae.g_01779	Prbm.g_02057
OG0001162	Prae.g_01780	Prbm.g_02058
OG0001163	Prae.g_01781	Prbm.g_02059
OG0001164	Prae.g_01782	Prbm.g_02060
OG0001165	Prae.g_01783	Prbm.g_02061
OG0001166	Prae.g_01784	Prbm.g_02062
OG0001167	Prae.g_01785	Prbm.g_02063
OG0001168	Prae.g_01787	Prbm.g_02064
OG0001169	Prae.g_01788	Prbm.g_02065
OG0001170	Prae.g_01790	Prbm.g_02068
OG0001171	Prae.g_01791	Prbm.g_02069
OG0001172	Prae.g_01792	Prbm.g_02070
OG0001173	Prae.g_01794	Prbm.g_02072
OG0001174	Prae.g_01796	Prbm.g_02074
OG0001175	Prae.g_01798	Prbm.g_02076
OG0001176	Prae.g_01799	Prbm.g_02078
OG0001177	Prae.g_01801	Prbm.g_02080
OG0001178	Prae.g_01802	Prbm.g_02081
OG0001179	Prae.g_01803	Prbm.g_02082
OG0001180	Prae.g_01804	Prbm.g_02083
OG0001181	Prae.g_01805	Prbm.g_02084
OG0001182	Prae.g_01806	Prbm.g_02085
OG0001183	Prae.g_01807	Prbm.g_02086
OG0001184	Prae.g_01808	Prbm.g_02087
OG0001185	Prae.g_01809	Prbm.g_02088
OG0001186	Prae.g_01810	Prbm.g_02089
OG0001187	Prae.g_01811	Prbm.g_02090
OG0001188	Prae.g_01812	Prbm.g_02091
OG0001189	Prae.g_01813	Prbm.g_02092
OG0001190	Prae.g_01814	Prbm.g_02093
OG0001191	Prae.g_01816	Prbm.g_02095
OG0001192	Prae.g_01818	Prbm.g_02097
OG0001193	Prae.g_01819	Prbm.g_02098
OG0001194	Prae.g_01820	Prbm.g_02099
OG0001195	Prae.g_01821	Prbm.g_02101
OG0001196	Prae.g_01823	Prbm.g_02103
OG0001197	Prae.g_01826	Prbm.g_02106
OG0001198	Prae.g_01827	Prbm.g_02107
OG0001199	Prae.g_01828	Prbm.g_02108
OG0001200	Prae.g_01829	Prbm.g_02109
OG0001201	Prae.g_01830	Prbm.g_02110
OG0001202	Prae.g_01831	Prbm.g_02111
OG0001203	Prae.g_01833	Prbm.g_02140
OG0001204	Prae.g_01836	Prbm.g_02144
OG0001205	Prae.g_01837	Prbm.g_02145
OG0001206	Prae.g_01838	Prbm.g_02146
OG0001207	Prae.g_01839	Prbm.g_02147
OG0001208	Prae.g_01840	Prbm.g_02148
OG0001209	Prae.g_01841	Prbm.g_02149
OG0001210	Prae.g_01842	Prbm.g_02150
OG0001211	Prae.g_01843	Prbm.g_02151
OG0001212	Prae.g_01844	Prbm.g_02152
OG0001213	Prae.g_01845	Prbm.g_02153
OG0001214	Prae.g_01846	Prbm.g_02154
OG0001215	Prae.g_01847	Prbm.g_02155
OG0001216	Prae.g_01848	Prbm.g_02156
OG0001217	Prae.g_01849	Prbm.g_02157
OG0001218	Prae.g_01850	Prbm.g_02158
OG0001219	Prae.g_01851	Prbm.g_02159
OG0001220	Prae.g_01852	Prbm.g_02160
OG0001221	Prae.g_01853	Prbm.g_02161
OG0001222	Prae.g_01855	Prbm.g_02163
OG0001223	Prae.g_01857	Prbm.g_02165
OG0001224	Prae.g_01858	Prbm.g_02167
OG0001225	Prae.g_01860	Prbm.g_02169
OG0001226	Prae.g_01861	Prbm.g_02170
OG0001227	Prae.g_01862	Prbm.g_02171
OG0001228	Prae.g_01863	Prbm.g_02172
OG0001229	Prae.g_01864	Prbm.g_02173
OG0001230	Prae.g_01865	Prbm.g_02174
OG0001231	Prae.g_01866	Prbm.g_02175
OG0001232	Prae.g_01868	Prbm.g_02177
OG0001233	Prae.g_01869	Prbm.g_02178
OG0001234	Prae.g_01870	Prbm.g_02179
OG0001235	Prae.g_01871	Prbm.g_02180
OG0001236	Prae.g_01872	Prbm.g_02181
OG0001237	Prae.g_01875	Prbm.g_02184
OG0001238	Prae.g_01876	Prbm.g_02185
OG0001239	Prae.g_01879	Prbm.g_02190
OG0001240	Prae.g_01880	Prbm.g_02191
OG0001241	Prae.g_01881	Prbm.g_02192
OG0001242	Prae.g_01882	Prbm.g_02194
OG0001243	Prae.g_01883	Prbm.g_02195
OG0001244	Prae.g_01884	Prbm.g_02196
OG0001245	Prae.g_01885	Prbm.g_02197
OG0001246	Prae.g_01886	Prbm.g_02198
OG0001247	Prae.g_01887	Prbm.g_02199
OG0001248	Prae.g_01888	Prbm.g_02200
OG0001249	Prae.g_01889	Prbm.g_02201
OG0001250	Prae.g_01890	Prbm.g_02208
OG0001251	Prae.g_01891	Prbm.g_02209
OG0001252	Prae.g_01892	Prbm.g_02210
OG0001253	Prae.g_01893	Prbm.g_02211
OG0001254	Prae.g_01895	Prbm.g_02213
OG0001255	Prae.g_01896	Prbm.g_02214
OG0001256	Prae.g_01898	Prbm.g_02217
OG0001257	Prae.g_01899	Prbm.g_02218
OG0001258	Prae.g_01900	Prbm.g_02219
OG0001259	Prae.g_01902	Prbm.g_02222
OG0001260	Prae.g_01903	Prbm.g_02225
OG0001261	Prae.g_01904	Prbm.g_02226
OG0001262	Prae.g_01905	Prbm.g_02227
OG0001263	Prae.g_01906	Prbm.g_02228
OG0001264	Prae.g_01907	Prbm.g_02229
OG0001265	Prae.g_01908	Prbm.g_02230
OG0001266	Prae.g_01909	Prbm.g_02231
OG0001267	Prae.g_01910	Prbm.g_02232
OG0001268	Prae.g_01911	Prbm.g_02233
OG0001269	Prae.g_00092	Prbm.g_00149
OG0001270	Prae.g_00138	Prbm.g_00197
OG0001271	Prae.g_00153	Prbm.g_00209
OG0001272	Prae.g_00282	Prbm.g_00337
OG0001273	Prae.g_00334	Prbm.g_00399
OG0001274	Prae.g_00456	Prbm.g_00508
OG0001275	Prae.g_00472	Prbm.g_00523
OG0001276	Prae.g_00564	Prbm.g_00619
OG0001277	Prae.g_00751	Prbm.g_01023, Prbm.g_01479
OG0001279	Prae.g_00907	Prbm.g_00928
OG0001280	Prae.g_01016	Prbm.g_01037
OG0001281	Prae.g_01066	Prbm.g_01945
OG0001282	Prae.g_01083	Prbm.g_00937
OG0001283	Prae.g_01088	Prbm.g_01269
OG0001284	Prae.g_01098	Prbm.g_01154, Prbm.g_01139
OG0001285	Prae.g_01147	Prbm.g_01566
OG0001286	Prae.g_01160	Prbm.g_01552
OG0001287	Prae.g_01438	Prbm.g_02133
OG0001288	Prae.g_01499	Prbm.g_01751
OG0001289	Prae.g_01510	Prbm.g_01763
OG0001290	Prae.g_01552	Prbm.g_00893
OG0001291	Prae.g_01553	Prbm.g_00552
OG0001292	Prae.g_01558	Prbm.g_01801
OG0001293	Prae.g_01576	Prbm.g_01080
OG0001295	Prae.g_01597	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923
OG0001296	Prae.g_01615	Prbm.g_01833
OG0001297	Prae.g_01619	Prbm.g_01837
OG0001298	Prae.g_01622	Prbm.g_01840
OG0001299	Prae.g_01689	Prbm.g_01952
OG0001300	Prae.g_01714	Prbm.g_01345
OG0001301	Prae.g_01797	Prbm.g_02075
OG0001302	Prae.g_01825	Prbm.g_02105
OG0001303	Prae.g_01856	Prbm.g_02164
OG0001304	Prae.g_01901	Prbm.g_02221
OG0001306	Prae.g_00411	Prbm.g_00447
OG0001307	Prae.g_00030	Prbm.g_00030
OG0001308	Prae.g_00071	Prbm.g_00128
OG0001309	Prae.g_00074	Prbm.g_00131
OG0001310	Prae.g_00076	Prbm.g_00133
OG0001311	Prae.g_00093	Prbm.g_00150
OG0001312	Prae.g_00119	Prbm.g_00178
OG0001313	Prae.g_00125	Prbm.g_00185
OG0001314	Prae.g_00202	Prbm.g_00259
OG0001315	Prae.g_00246	Prbm.g_00304
OG0001316	Prae.g_00255	Prbm.g_00311
OG0001317	Prae.g_00373	Prbm.g_01071
OG0001318	Prae.g_00611	Prbm.g_00668
OG0001319	Prae.g_00759	Prbm.g_00785
OG0001320	Prae.g_01031	Prbm.g_01055
OG0001321	Prae.g_01036	Prbm.g_01060
OG0001322	Prae.g_01074	Prbm.g_02207
OG0001323	Prae.g_01109	Prbm.g_02166
OG0001324	Prae.g_01113	Prbm.g_01398, Prbm.g_01388
OG0001325	Prae.g_01119	Prbm.g_01314
OG0001326	Prae.g_01191	Prbm.g_01515
OG0001327	Prae.g_01352	Prbm.g_01632
OG0001328	Prae.g_01556	Prbm.g_00789
OG0001329	Prae.g_01646	Prbm.g_01862
OG0001330	Prae.g_01680	Prbm.g_01897
OG0001331	Prae.g_01793	Prbm.g_02071
OG0001332	Prae.g_00141	Prbm.g_00201
OG0001333	Prae.g_00241	Prbm.g_00298
OG0001334	Prae.g_00441	Prbm.g_01574
OG0001335	Prae.g_01057	Prbm.g_00918
OG0001336	Prae.g_01077	Prbm.g_00118
OG0001337	Prae.g_01091	Prbm.g_01311
OG0001338	Prae.g_01292	Prbm.g_01604
OG0001340	Prae.g_01388	Prbm.g_02215
OG0001341	Prae.g_01549	Prbm.g_01797
OG0001343	Prae.g_01620	Prbm.g_01838
OG0001344	Prae.g_01669	Prbm.g_01886
OG0001345	Prae.g_01762	Prbm.g_02037
OG0001346	Prae.g_01817	Prbm.g_02096
OG0001347	Prae.g_01854	Prbm.g_02162
OG0001348	Prae.g_00128	Prbm.g_00188
OG0001350	Prae.g_00147	Prbm.g_01098
OG0001356	Prae.g_00378	Prbm.g_01584, Prbm.g_01649
OG0001360	Prae.g_00483	Prbm.g_00543
OG0001361	Prae.g_00488	Prbm.g_00548
OG0001366	Prae.g_00890	Prbm.g_00909
OG0001369	Prae.g_01134	Prbm.g_01915
OG0001370	Prae.g_01135	Prbm.g_01916
OG0001372	Prae.g_01265	Prbm.g_01171
OG0001373	Prae.g_01529	Prbm.g_01783
OG0001374	Prae.g_01684, Prae.g_01425	Prbm.g_00952
OG0001376	Prae.g_01703	Prbm.g_00080
OG0001378	Prae.g_01017	Prbm.g_01038
OG0001379	Prae.g_00067	Prbm.g_00124
OG0001380	Prae.g_00068	Prbm.g_00125
OG0001381	Prae.g_00087	Prbm.g_00144
OG0001383	Prae.g_00237	Prbm.g_00294
OG0001384	Prae.g_00259	Prbm.g_00316
OG0001386	Prae.g_00361	Prbm.g_01749
OG0001388	Prae.g_00399	Prbm.g_01067
OG0001389	Prae.g_00428	Prbm.g_00481
OG0001390	Prae.g_00434	Prbm.g_00489
OG0001391	Prae.g_00478	Prbm.g_00538
OG0001392	Prae.g_00485	Prbm.g_00545
OG0001394	Prae.g_00640	Prbm.g_00698
OG0001395	Prae.g_00648	Prbm.g_00708
OG0001396	Prae.g_00650	Prbm.g_00710
OG0001397	Prae.g_00656	Prbm.g_00717
OG0001398	Prae.g_00716	Prbm.g_00747
OG0001399	Prae.g_00792	Prbm.g_00954
OG0001400	Prae.g_00889	Prbm.g_00908
OG0001401	Prae.g_00891	Prbm.g_00910
OG0001402	Prae.g_00913	Prbm.g_00934
OG0001403	Prae.g_00916	Prbm.g_00938
OG0001404	Prae.g_00996	Prbm.g_01273
OG0001405	Prae.g_01025	Prbm.g_01046
OG0001406	Prae.g_01044	Prbm.g_00884
OG0001407	Prae.g_01054	Prbm.g_00907
OG0001408	Prae.g_01064	Prbm.g_00900
OG0001409	Prae.g_01071	Prbm.g_01135
OG0001410	Prae.g_01149	Prbm.g_01564
OG0001411	Prae.g_01295	Prbm.g_01180
OG0001412	Prae.g_01330	Prbm.g_01612
OG0001413	Prae.g_01359	Prbm.g_01112
OG0001414	Prae.g_01369	Prbm.g_01661
OG0001415	Prae.g_01498	Prbm.g_01750
OG0001416	Prae.g_01501	Prbm.g_01754
OG0001417	Prae.g_01550	Prbm.g_01798
OG0001418	Prae.g_01564	Prbm.g_01137
OG0001420	Prae.g_01245	Prbm.g_01174
OG0001424	Prae.g_00061	Prbm.g_02056
OG0001425	Prae.g_00327	Prbm.g_00381
OG0001426	Prae.g_00363	Prbm.g_00109
OG0001427	Prae.g_00495	Prbm.g_00555
OG0001428	Prae.g_00749	Prbm.g_01339
OG0001429	Prae.g_00762	Prbm.g_01155
OG0001430	Prae.g_00795	Prbm.g_00958
OG0001431	Prae.g_00893	Prbm.g_01937
OG0001432	Prae.g_00898	Prbm.g_00915
OG0001433	Prae.g_01060	Prbm.g_00770
OG0001434	Prae.g_01136	Prbm.g_01196
OG0001435	Prae.g_01225	Prbm.g_01918
OG0001437	Prae.g_01578	Prbm.g_01122
OG0001438	Prae.g_01897	Prbm.g_02216
OG0001440	Prae.g_00372	Prbm.g_01819
OG0001441	Prae.g_00974	Prbm.g_00998
OG0001443	Prae.g_01062	Prbm.g_00899
OG0001444	Prae.g_01065	Prbm.g_00781
OG0001445	Prae.g_01562	Prbm.g_01109
OG0001446	Prae.g_01231	Prbm.g_01433, Prbm.g_01145
OG0001447	Prae.g_00703, Prae.g_00700, Prae.g_00708, Prae.g_00701	Prbm.g_01223
OG0001449	Prae.g_01101	Prbm.g_01286
OG0001450	Prae.g_01122	Prbm.g_01805
OG0001451	Prae.g_01146	Prbm.g_01567
OG0001452	Prae.g_01182	Prbm.g_01528
OG0001456	Prae.g_01583	Prbm.g_00761
OG0001458	Prae.g_01874	Prbm.g_02183
OG0001461	Prae.g_00376	Prbm.g_01316, Prbm.g_01825
OG0001462	Prae.g_00388	Prbm.g_01074
OG0001464	Prae.g_00534	Prbm.g_00592
OG0001465	Prae.g_00563	Prbm.g_00396
OG0001467	Prae.g_00785	Prbm.g_00117
OG0001472	Prae.g_01059	Prbm.g_01481, Prbm.g_01018
OG0001473	Prae.g_01063	Prbm.g_01130, Prbm.g_01086
OG0001474	Prae.g_01287	Prbm.g_00898
OG0001475	Prae.g_01299	Prbm.g_01315
OG0001476	Prae.g_01456	Prbm.g_01707
OG0001479	Prae.g_01161	Prbm.g_01551
OG0001485	Prae.g_00867	Prbm.g_00879
OG0001488	Prae.g_01049	Prbm.g_00895
OG0001489	Prae.g_01050	Prbm.g_00896
OG0001490	Prae.g_01051	Prbm.g_00897
OG0001491	Prae.g_01058	Prbm.g_01686
OG0001492	Prae.g_01086	Prbm.g_01526
OG0001493	Prae.g_01095	Prbm.g_00443
OG0001499	Prae.g_01704	Prbm.g_00079
OG0001501	Prae.g_00767	Prbm.g_00655
OG0001503	Prae.g_00175	Prbm.g_00231
OG0001505	Prae.g_00741	Prbm.g_01690
OG0001506	Prae.g_00743	Prbm.g_00090, Prbm.g_00470
OG0001507	Prae.g_00782	Prbm.g_01100
OG0001510	Prae.g_00869	Prbm.g_01484, Prbm.g_01255
OG0001511	Prae.g_00877	Prbm.g_01925
OG0001512	Prae.g_00878	Prbm.g_01926
OG0001513	Prae.g_00879	Prbm.g_01927
OG0001514	Prae.g_00880	Prbm.g_01928
OG0001515	Prae.g_00881	Prbm.g_01929
OG0001516	Prae.g_00882	Prbm.g_01930
OG0001517	Prae.g_00883	Prbm.g_01931
OG0001518	Prae.g_00884	Prbm.g_01932
OG0001519	Prae.g_00885	Prbm.g_01933
OG0001520	Prae.g_00886	Prbm.g_01934
OG0001521	Prae.g_00887	Prbm.g_01935
OG0001522	Prae.g_00888	Prbm.g_01936
OG0001524	Prae.g_00999	Prbm.g_01347
OG0001526	Prae.g_01145	Prbm.g_01568
OG0001527	Prae.g_01561	Prbm.g_00086
OG0001528	Prae.g_01571	Prbm.g_01917
OG0001529	Prae.g_01778	Prbm.g_02055
OG0001531	Prae.g_00986	Prbm.g_01008
OG0001533	Prae.g_01069	Prbm.g_00104
OG0001536	Prae.g_01232	Prbm.g_01146, Prbm.g_01432
OG0001539	Prae.g_00060	Prbm.g_00113
OG0001541	Prae.g_00896	Prbm.g_00913
OG0001542	Prae.g_01099	Prbm.g_01380
OG0001545	Prae.g_01233	Prbm.g_01431, Prbm.g_01147
OG0001549	Prae.g_01568	Prbm.g_01242
OG0001550	Prae.g_00864	Prbm.g_00876
OG0001551	Prae.g_01097	Prbm.g_01092
OG0001552	Prae.g_01289	Prbm.g_01628
OG0001553	Prae.g_01314	Prbm.g_01327
OG0001554	Prae.g_01315	Prbm.g_01201
OG0001558	Prae.g_01577	Prbm.g_01028, Prbm.g_01323
OG0001561	Prae.g_00687	Prbm.g_01225, Prbm.g_00851
OG0001565	Prae.g_00126	Prbm.g_00186
OG0001566	Prae.g_00308	Prbm.g_00363
OG0001567	Prae.g_00368	Prbm.g_01189
OG0001568	Prae.g_00387	Prbm.g_01332
OG0001569	Prae.g_00431	Prbm.g_01083
OG0001571	Prae.g_00443	Prbm.g_01583
OG0001572	Prae.g_00651	Prbm.g_00711
OG0001573	Prae.g_00744	Prbm.g_01193
OG0001574	Prae.g_00754	Prbm.g_01166
OG0001575	Prae.g_00774	Prbm.g_01024
OG0001576	Prae.g_01001	Prbm.g_00786
OG0001577	Prae.g_01006	Prbm.g_00775
OG0001578	Prae.g_01067	Prbm.g_00112
OG0001579	Prae.g_01068	Prbm.g_01068
OG0001580	Prae.g_01070	Prbm.g_00782
OG0001581	Prae.g_01073	Prbm.g_01082
OG0001582	Prae.g_01079	Prbm.g_01346
OG0001583	Prae.g_01094	Prbm.g_00105
OG0001584	Prae.g_01104	Prbm.g_01159
OG0001585	Prae.g_01116	Prbm.g_01188
OG0001586	Prae.g_01125	Prbm.g_01324
OG0001587	Prae.g_01129	Prbm.g_01097
OG0001589	Prae.g_01284	Prbm.g_01252
OG0001590	Prae.g_01365	Prbm.g_01946
OG0001591	Prae.g_01367	Prbm.g_01659
OG0001594	Prae.g_01542	Prbm.g_01027
OG0001595	Prae.g_01544	Prbm.g_00790
OG0001596	Prae.g_01545	Prbm.g_01585
OG0001597	Prae.g_01555	Prbm.g_01802
OG0001598	Prae.g_01834	Prbm.g_01645
OG0001599	Prae.g_01228	Prbm.g_00071
OG0001604	Prae.g_00362	Prbm.g_01136
OG0001607	Prae.g_00680	Prbm.g_01350
OG0001611	Prae.g_01139	Prbm.g_01922
OG0001612	Prae.g_01140	Prbm.g_01592
OG0001613	Prae.g_01141	Prbm.g_01591
OG0001614	Prae.g_01142	Prbm.g_01590
OG0001619	Prae.g_01708	Prbm.g_01971
OG0001620	Prae.g_00340	Prbm.g_00405
OG0001622	Prae.g_00367	Prbm.g_01818
OG0001627	Prae.g_01346	Prbm.g_01185
OG0001639	Prae.g_01278	Prbm.g_01439
OG0001698	Prae.g_01599	Prbm.g_01362
OG0001701	Prae.g_01348	Prbm.g_00077, Prbm.g_00089, Prbm.g_00066
OG0001706	Prae.g_00681	Prbm.g_01361
OG0001712	Prae.g_01106	Prbm.g_01240, Prbm.g_01241
OG0001716	Prae.g_01238	Prbm.g_01422
OG0001808	Prae.g_00389	Prbm.g_00467
OG0001828	Prae.g_01589	Prbm.g_01249
OG0001851	Prae.g_00690	Prbm.g_01282
OG0001864	Prae.g_01276	Prbm.g_01437
OG0001876	Prae.g_01260	Prbm.g_00082
OG0001907	Prae.g_01345	Prbm.g_00037
OG0001908	Prae.g_01237	Prbm.g_01423
OG0001912	Prae.g_00688	Prbm.g_01219
OG0001913	Prae.g_00689	Prbm.g_01220
OG0001914	Prae.g_00695	Prbm.g_01212
OG0001952	Prae.g_01230	Prbm.g_01428, Prbm.g_01148
OG0001987	Prae.g_01234	Prbm.g_01430
OG0002119	Prae.g_01254	Prbm.g_01434
OG0002129	Prae.g_00998	Prbm.g_00038
OG0002183	Prae.g_00397	Prbm.g_01309
OG0002184	Prae.g_01244	Prbm.g_01355
OG0002186	Prae.g_01592	Prbm.g_01817
OG0002240	Prae.g_01258	Prbm.g_01635
OG0002263	Prae.g_01400	Prbm.g_02125
