Orthogroup	Prae	Prat
OG0001174	Prae.g_01796	Prat.g_01766
OG0001175	Prae.g_01798	Prat.g_01768
OG0001176	Prae.g_01799	Prat.g_01770
OG0001177	Prae.g_01801	Prat.g_01772
OG0001178	Prae.g_01802	Prat.g_01773
OG0001179	Prae.g_01803	Prat.g_01775
OG0001180	Prae.g_01804	Prat.g_01776
OG0001181	Prae.g_01805	Prat.g_01777
OG0001182	Prae.g_01806	Prat.g_01778
OG0001183	Prae.g_01807	Prat.g_01779
OG0001184	Prae.g_01808	Prat.g_01780
OG0001185	Prae.g_01809	Prat.g_01781
OG0001186	Prae.g_01810	Prat.g_01783
OG0001187	Prae.g_01811	Prat.g_01784
OG0001188	Prae.g_01812	Prat.g_01785
OG0001189	Prae.g_01813	Prat.g_01786
OG0001190	Prae.g_01814	Prat.g_01787
OG0001191	Prae.g_01816	Prat.g_01789
OG0001192	Prae.g_01818	Prat.g_01791
OG0001193	Prae.g_01819	Prat.g_01792
OG0001194	Prae.g_01820	Prat.g_01793
OG0001195	Prae.g_01821	Prat.g_01795
OG0001196	Prae.g_01823	Prat.g_01797
OG0001197	Prae.g_01826	Prat.g_01800
OG0001198	Prae.g_01827	Prat.g_01801
OG0001199	Prae.g_01828	Prat.g_01802
OG0001200	Prae.g_01829	Prat.g_01803
OG0001201	Prae.g_01830	Prat.g_01804
OG0001202	Prae.g_01831	Prat.g_01805
OG0001203	Prae.g_01833	Prat.g_01807
OG0001204	Prae.g_01836	Prat.g_01809
OG0001205	Prae.g_01837	Prat.g_01810
OG0001206	Prae.g_01838	Prat.g_01811
OG0001207	Prae.g_01839	Prat.g_01812
OG0001208	Prae.g_01840	Prat.g_01813
OG0001209	Prae.g_01841	Prat.g_01814
OG0001210	Prae.g_01842	Prat.g_01815
OG0001211	Prae.g_01843	Prat.g_01816
OG0001212	Prae.g_01844	Prat.g_01817
OG0001213	Prae.g_01845	Prat.g_01818
OG0001214	Prae.g_01846	Prat.g_01819
OG0001215	Prae.g_01847	Prat.g_01820
OG0001216	Prae.g_01848	Prat.g_01821
OG0001217	Prae.g_01849	Prat.g_01822
OG0001218	Prae.g_01850	Prat.g_01823
OG0001219	Prae.g_01851	Prat.g_01824
OG0001220	Prae.g_01852	Prat.g_01825
OG0001221	Prae.g_01853	Prat.g_01826
OG0001222	Prae.g_01855	Prat.g_01828
OG0001223	Prae.g_01857	Prat.g_01830
OG0001224	Prae.g_01858	Prat.g_01832
OG0001225	Prae.g_01860	Prat.g_01834
OG0001226	Prae.g_01861	Prat.g_01835
OG0001227	Prae.g_01862	Prat.g_01836
OG0001228	Prae.g_01863	Prat.g_01837
OG0001229	Prae.g_01864	Prat.g_01838
OG0001230	Prae.g_01865	Prat.g_01839
OG0001231	Prae.g_01866	Prat.g_01840
OG0001232	Prae.g_01868	Prat.g_01842
OG0001233	Prae.g_01869	Prat.g_01843
OG0001234	Prae.g_01870	Prat.g_01844
OG0001235	Prae.g_01871	Prat.g_01845
OG0001236	Prae.g_01872	Prat.g_01846
OG0001237	Prae.g_01875	Prat.g_01849
OG0001238	Prae.g_01876	Prat.g_01850
OG0001239	Prae.g_01879	Prat.g_01856
OG0001240	Prae.g_01880	Prat.g_01857
OG0001241	Prae.g_01881	Prat.g_01858
OG0001242	Prae.g_01882	Prat.g_01860
OG0001243	Prae.g_01883	Prat.g_01861
OG0001244	Prae.g_01884	Prat.g_01862
OG0001245	Prae.g_01885	Prat.g_01863
OG0001246	Prae.g_01886	Prat.g_01864
OG0001247	Prae.g_01887	Prat.g_01865
OG0001248	Prae.g_01888	Prat.g_01866
OG0001249	Prae.g_01889	Prat.g_01867
OG0001250	Prae.g_01890	Prat.g_01869
OG0001251	Prae.g_01891	Prat.g_01870
OG0001252	Prae.g_01892	Prat.g_01871
OG0001253	Prae.g_01893	Prat.g_01872
OG0001254	Prae.g_01895	Prat.g_01874
OG0001255	Prae.g_01896	Prat.g_01875
OG0001256	Prae.g_01898	Prat.g_01879
OG0001257	Prae.g_01899	Prat.g_01880
OG0001258	Prae.g_01900	Prat.g_01881
OG0001259	Prae.g_01902	Prat.g_01884
OG0001260	Prae.g_01903	Prat.g_01885
OG0001261	Prae.g_01904	Prat.g_01886
OG0001262	Prae.g_01905	Prat.g_01887
OG0001263	Prae.g_01906	Prat.g_01888
OG0001264	Prae.g_01907	Prat.g_01889
OG0001265	Prae.g_01908	Prat.g_01890
OG0001266	Prae.g_01909	Prat.g_01891
OG0001267	Prae.g_01910	Prat.g_01892
OG0001268	Prae.g_01911	Prat.g_01893
OG0001269	Prae.g_00092	Prat.g_01269
OG0001270	Prae.g_00138	Prat.g_00137
OG0001271	Prae.g_00153	Prat.g_00149
OG0001272	Prae.g_00282	Prat.g_00288
OG0001273	Prae.g_00334	Prat.g_00347
OG0001274	Prae.g_00456	Prat.g_00442
OG0001275	Prae.g_00472	Prat.g_00459
OG0001276	Prae.g_00564	Prat.g_00552
OG0001277	Prae.g_00751	Prat.g_00831
OG0001278	Prae.g_00856	Prat.g_00987
OG0001279	Prae.g_00907	Prat.g_00715
OG0001280	Prae.g_01016	Prat.g_00937
OG0001281	Prae.g_01066	Prat.g_00078
OG0001283	Prae.g_01088	Prat.g_01207
OG0001284	Prae.g_01098	Prat.g_00642
OG0001285	Prae.g_01147	Prat.g_01172
OG0001286	Prae.g_01160	Prat.g_01158
OG0001288	Prae.g_01499	Prat.g_01398
OG0001289	Prae.g_01510	Prat.g_01413
OG0001291	Prae.g_01553	Prat.g_00481
OG0001292	Prae.g_01558	Prat.g_01500
OG0001293	Prae.g_01576	Prat.g_00660
OG0001295	Prae.g_01597	Prat.g_01542, Prat.g_01578
OG0001296	Prae.g_01615	Prat.g_01583
OG0001297	Prae.g_01619	Prat.g_01587
OG0001298	Prae.g_01622	Prat.g_01590
OG0001299	Prae.g_01689	Prat.g_01660
OG0001300	Prae.g_01714	Prat.g_01597
OG0001301	Prae.g_01797	Prat.g_01767
OG0001302	Prae.g_01825	Prat.g_01799
OG0001303	Prae.g_01856	Prat.g_01829
OG0001304	Prae.g_01901	Prat.g_01883
OG0001306	Prae.g_00411	Prat.g_00397
OG0001307	Prae.g_00030	Prat.g_00032
OG0001308	Prae.g_00071	Prat.g_00068
OG0001310	Prae.g_00076	Prat.g_00073
OG0001311	Prae.g_00093	Prat.g_00090
OG0001313	Prae.g_00125	Prat.g_00125
OG0001314	Prae.g_00202	Prat.g_00201
OG0001316	Prae.g_00255	Prat.g_00258
OG0001317	Prae.g_00373	Prat.g_00375
OG0001318	Prae.g_00611	Prat.g_01088
OG0001319	Prae.g_00759	Prat.g_01217
OG0001321	Prae.g_01036	Prat.g_00961
OG0001322	Prae.g_01074	Prat.g_00817
OG0001323	Prae.g_01109	Prat.g_01831
OG0001324	Prae.g_01113	Prat.g_01234, Prat.g_01492
OG0001327	Prae.g_01352	Prat.g_01284
OG0001329	Prae.g_01646	Prat.g_01614
OG0001330	Prae.g_01680	Prat.g_01651
OG0001331	Prae.g_01793	Prat.g_01763
OG0001332	Prae.g_00141	Prat.g_00140
OG0001333	Prae.g_00241	Prat.g_00243
OG0001334	Prae.g_00441	Prat.g_01215
OG0001335	Prae.g_01057	Prat.g_00704
OG0001336	Prae.g_01077	Prat.g_00685
OG0001338	Prae.g_01292	Prat.g_01468
OG0001339	Prae.g_01334	Prat.g_01254
OG0001340	Prae.g_01388	Prat.g_01877
OG0001341	Prae.g_01549	Prat.g_01446
OG0001343	Prae.g_01620	Prat.g_01588
OG0001344	Prae.g_01669	Prat.g_01640
OG0001345	Prae.g_01762	Prat.g_01730
OG0001346	Prae.g_01817	Prat.g_01790
OG0001347	Prae.g_01854	Prat.g_01827
OG0001348	Prae.g_00128	Prat.g_00127
OG0001349	Prae.g_00118	Prat.g_00117
OG0001350	Prae.g_00147	Prat.g_00385, Prat.g_00379
OG0001351	Prae.g_00206	Prat.g_00205
OG0001352	Prae.g_00251	Prat.g_00254
OG0001353	Prae.g_00264	Prat.g_00268
OG0001354	Prae.g_00281	Prat.g_00287
OG0001355	Prae.g_00339	Prat.g_00353
OG0001356	Prae.g_00378	Prat.g_01546
OG0001357	Prae.g_00408	Prat.g_00394
OG0001358	Prae.g_00446	Prat.g_00431
OG0001359	Prae.g_00460	Prat.g_00446
OG0001360	Prae.g_00483	Prat.g_00472
OG0001361	Prae.g_00488	Prat.g_00477
OG0001362	Prae.g_00551	Prat.g_00541
OG0001363	Prae.g_00677	Prat.g_00228
OG0001364	Prae.g_00790	Prat.g_00855
OG0001365	Prae.g_00846	Prat.g_00997
OG0001366	Prae.g_00890	Prat.g_00692
OG0001367	Prae.g_00992	Prat.g_00922
OG0001368	Prae.g_01015	Prat.g_00936
OG0001369	Prae.g_01134	Prat.g_01555
OG0001370	Prae.g_01135	Prat.g_01554
OG0001371	Prae.g_01213	Prat.g_01102
OG0001372	Prae.g_01265	Prat.g_00828
OG0001373	Prae.g_01529	Prat.g_01433
OG0001374	Prae.g_01684, Prae.g_01425	Prat.g_01460
OG0001375	Prae.g_01660	Prat.g_01629
OG0001377	Prae.g_01824	Prat.g_01798
OG0001378	Prae.g_01017	Prat.g_00938
OG0001379	Prae.g_00067	Prat.g_00063
OG0001380	Prae.g_00068	Prat.g_00065
OG0001381	Prae.g_00087	Prat.g_00085
OG0001382	Prae.g_00135	Prat.g_00135
OG0001383	Prae.g_00237	Prat.g_00239
OG0001384	Prae.g_00259	Prat.g_00263
OG0001385	Prae.g_00275	Prat.g_00280
OG0001386	Prae.g_00361	Prat.g_01396
OG0001388	Prae.g_00399	Prat.g_00771
OG0001389	Prae.g_00428	Prat.g_00416
OG0001390	Prae.g_00434	Prat.g_00423
OG0001391	Prae.g_00478	Prat.g_01485, Prat.g_00467
OG0001392	Prae.g_00485	Prat.g_00474
OG0001394	Prae.g_00640	Prat.g_01057
OG0001395	Prae.g_00648	Prat.g_00748
OG0001396	Prae.g_00650	Prat.g_00750
OG0001397	Prae.g_00656	Prat.g_00755
OG0001398	Prae.g_00716	Prat.g_00793
OG0001399	Prae.g_00792	Prat.g_00858
OG0001400	Prae.g_00889	Prat.g_00691
OG0001401	Prae.g_00891	Prat.g_00693
OG0001402	Prae.g_00913	Prat.g_00721
OG0001403	Prae.g_00916	Prat.g_00724
OG0001404	Prae.g_00996	Prat.g_01550
OG0001405	Prae.g_01025	Prat.g_00949
OG0001406	Prae.g_01044	Prat.g_00969
OG0001407	Prae.g_01054	Prat.g_00679
OG0001408	Prae.g_01064	Prat.g_01521
OG0001409	Prae.g_01071	Prat.g_00655
OG0001410	Prae.g_01149	Prat.g_01170
OG0001411	Prae.g_01295	Prat.g_01224
OG0001412	Prae.g_01330	Prat.g_01250
OG0001413	Prae.g_01359	Prat.g_00825
OG0001414	Prae.g_01369	Prat.g_01292
OG0001415	Prae.g_01498	Prat.g_01397
OG0001416	Prae.g_01501	Prat.g_01402
OG0001417	Prae.g_01550	Prat.g_01447
OG0001418	Prae.g_01564	Prat.g_00646
OG0001425	Prae.g_00327	Prat.g_00333
OG0001427	Prae.g_00495	Prat.g_00484
OG0001429	Prae.g_00762	Prat.g_01524
OG0001430	Prae.g_00795	Prat.g_00864
OG0001431	Prae.g_00893	Prat.g_00695
OG0001432	Prae.g_00898	Prat.g_00700
OG0001433	Prae.g_01060	Prat.g_01226
OG0001434	Prae.g_01136	Prat.g_00624
OG0001435	Prae.g_01225	Prat.g_01449
OG0001437	Prae.g_01578	Prat.g_00827
OG0001438	Prae.g_01897	Prat.g_01878
OG0001441	Prae.g_00974	Prat.g_00906
OG0001444	Prae.g_01065	Prat.g_01522
OG0001445	Prae.g_01562	Prat.g_00649
OG0001447	Prae.g_00703, Prae.g_00700, Prae.g_00708, Prae.g_00701	Prat.g_00849
OG0001449	Prae.g_01101	Prat.g_01523
OG0001451	Prae.g_01146	Prat.g_01173
OG0001456	Prae.g_01583	Prat.g_00810
OG0001458	Prae.g_01874	Prat.g_01848
OG0001460	Prae.g_00366	Prat.g_00658
OG0001461	Prae.g_00376	Prat.g_00620
OG0001464	Prae.g_00534	Prat.g_00521
OG0001466	Prae.g_00676	Prat.g_00779
OG0001467	Prae.g_00785	Prat.g_01290
OG0001468	Prae.g_00838	Prat.g_01005
OG0001469	Prae.g_00868	Prat.g_00833
OG0001470	Prae.g_01007	Prat.g_01194
OG0001471	Prae.g_01053	Prat.g_00420
OG0001472	Prae.g_01059	Prat.g_00654
OG0001473	Prae.g_01063	Prat.g_00661
OG0001474	Prae.g_01287	Prat.g_01216
OG0001475	Prae.g_01299	Prat.g_00635
OG0001476	Prae.g_01456	Prat.g_01349
OG0001478	Prae.g_01786	Prat.g_01755
OG0001482	Prae.g_00321	Prat.g_00327
OG0001485	Prae.g_00867	Prat.g_00972
OG0001494	Prae.g_01179	Prat.g_01138
OG0001496	Prae.g_01323	Prat.g_01243
OG0001501	Prae.g_00767	Prat.g_00588
OG0001503	Prae.g_00175	Prat.g_00173
OG0001507	Prae.g_00782	Prat.g_00643
OG0001524	Prae.g_00999	Prat.g_00460
OG0001525	Prae.g_01078	Prat.g_01198
OG0001526	Prae.g_01145	Prat.g_01174
OG0001528	Prae.g_01571	Prat.g_00077
OG0001529	Prae.g_01778	Prat.g_01747
OG0001539	Prae.g_00060	Prat.g_00667
OG0001540	Prae.g_00433	Prat.g_00421
OG0001541	Prae.g_00896	Prat.g_00698
OG0001550	Prae.g_00864	Prat.g_00975
OG0001551	Prae.g_01097	Prat.g_00631
OG0001561	Prae.g_00687	Prat.g_00850
OG0001599	Prae.g_01228	Prat.g_00378
OG0001602	Prae.g_00294	Prat.g_00301
OG0001608	Prae.g_00753	Prat.g_00652
OG0001610	Prae.g_00895	Prat.g_00697
OG0001615	Prae.g_01412	Prat.g_01315
OG0001619	Prae.g_01708	Prat.g_01681
OG0001623	Prae.g_00675	Prat.g_00778
OG0001629	Prae.g_01399	Prat.g_01271
OG0001636	Prae.g_00649	Prat.g_00749
OG0001643	Prae.g_01418	Prat.g_00782
OG0001711	Prae.g_01047	Prat.g_00683
OG0001856	Prae.g_00261	Prat.g_00265
OG0001876	Prae.g_01260	Prat.g_01205
OG0001912	Prae.g_00688	Prat.g_00844
OG0001913	Prae.g_00689	Prat.g_00845
OG0001914	Prae.g_00695	Prat.g_00837
OG0002050	Prae.g_01424	Prat.g_01531
OG0002133	Prae.g_01394	Prat.g_01325
OG0002263	Prae.g_01400	Prat.g_00143
OG0002358	Prae.g_01398	Prat.g_01270
OG0002529	Prae.g_01392	Prat.g_01313
OG0003058	Prae.g_01393	Prat.g_01316, Prat.g_01326
OG0003059	Prae.g_01396	Prat.g_01265
OG0003394	Prae.g_01409	Prat.g_00795
