Orthogroup	Prbl	Prax
OG0001133	Prbl.g_01137	Prax.g_01347
OG0001134	Prbl.g_01138	Prax.g_01348
OG0001135	Prbl.g_01139	Prax.g_01349
OG0001136	Prbl.g_01140	Prax.g_01350
OG0001137	Prbl.g_01141	Prax.g_01351
OG0001138	Prbl.g_01142	Prax.g_01352
OG0001139	Prbl.g_01144	Prax.g_01353
OG0001140	Prbl.g_01146	Prax.g_01354
OG0001141	Prbl.g_01147	Prax.g_01355
OG0001142	Prbl.g_01174	Prax.g_01358
OG0001143	Prbl.g_01175	Prax.g_01359
OG0001144	Prbl.g_01177	Prax.g_01360
OG0001145	Prbl.g_01178	Prax.g_01361
OG0001146	Prbl.g_01179	Prax.g_01362
OG0001147	Prbl.g_01180	Prax.g_01363
OG0001148	Prbl.g_01181	Prax.g_01364
OG0001149	Prbl.g_00863	Prax.g_01366
OG0001150	Prbl.g_00859	Prax.g_01367
OG0001151	Prbl.g_00856	Prax.g_01369
OG0001152	Prbl.g_00855	Prax.g_01370
OG0001153	Prbl.g_00853	Prax.g_01371
OG0001154	Prbl.g_00851	Prax.g_01373
OG0001155	Prbl.g_00848	Prax.g_01375
OG0001156	Prbl.g_00844	Prax.g_01377
OG0001157	Prbl.g_00842	Prax.g_01378
OG0001158	Prbl.g_00840	Prax.g_01380
OG0001159	Prbl.g_00839	Prax.g_01381
OG0001160	Prbl.g_00838	Prax.g_01382
OG0001161	Prbl.g_01307	Prax.g_01383
OG0001162	Prbl.g_01306	Prax.g_01384
OG0001163	Prbl.g_01305	Prax.g_01385
OG0001164	Prbl.g_01304	Prax.g_01386
OG0001165	Prbl.g_01303	Prax.g_01387
OG0001166	Prbl.g_01302	Prax.g_01388
OG0001167	Prbl.g_01291	Prax.g_01389
OG0001168	Prbl.g_01290	Prax.g_01390
OG0001169	Prbl.g_01289	Prax.g_01391
OG0001170	Prbl.g_01287	Prax.g_01392
OG0001171	Prbl.g_01286	Prax.g_01393
OG0001172	Prbl.g_01284	Prax.g_01395
OG0001173	Prbl.g_02638	Prax.g_01397
OG0001174	Prbl.g_02637	Prax.g_01398
OG0001175	Prbl.g_02636	Prax.g_01399
OG0001176	Prbl.g_01235	Prax.g_01400
OG0001177	Prbl.g_02063	Prax.g_01402
OG0001178	Prbl.g_02059	Prax.g_01405
OG0001179	Prbl.g_02058	Prax.g_01406
OG0001180	Prbl.g_02057	Prax.g_01407
OG0001181	Prbl.g_02056	Prax.g_01408
OG0001182	Prbl.g_02055	Prax.g_01409
OG0001183	Prbl.g_02054	Prax.g_01410
OG0001184	Prbl.g_02026	Prax.g_01412
OG0001185	Prbl.g_02023	Prax.g_01415
OG0001186	Prbl.g_02022	Prax.g_01416
OG0001187	Prbl.g_02021	Prax.g_01418
OG0001188	Prbl.g_02018	Prax.g_01419
OG0001189	Prbl.g_02017	Prax.g_01420
OG0001190	Prbl.g_02016	Prax.g_01421
OG0001191	Prbl.g_02014	Prax.g_01422
OG0001192	Prbl.g_02012	Prax.g_01423
OG0001193	Prbl.g_02011	Prax.g_01424
OG0001194	Prbl.g_02009	Prax.g_01425
OG0001195	Prbl.g_02008	Prax.g_01426
OG0001196	Prbl.g_02007	Prax.g_01427
OG0001197	Prbl.g_02006	Prax.g_01428
OG0001198	Prbl.g_02005	Prax.g_01429
OG0001199	Prbl.g_02004	Prax.g_01430
OG0001200	Prbl.g_02002	Prax.g_01431
OG0001201	Prbl.g_02001	Prax.g_01432
OG0001202	Prbl.g_02000	Prax.g_01433
OG0001203	Prbl.g_01998	Prax.g_01435
OG0001204	Prbl.g_01994	Prax.g_01437
OG0001205	Prbl.g_01992	Prax.g_01438
OG0001206	Prbl.g_01991	Prax.g_01439
OG0001207	Prbl.g_02239	Prax.g_01440
OG0001208	Prbl.g_02238	Prax.g_01441
OG0001209	Prbl.g_02237	Prax.g_01442
OG0001210	Prbl.g_02236	Prax.g_01443
OG0001211	Prbl.g_02234	Prax.g_01444
OG0001212	Prbl.g_02233	Prax.g_01445
OG0001213	Prbl.g_02232	Prax.g_01446
OG0001214	Prbl.g_02230	Prax.g_01448
OG0001215	Prbl.g_02228	Prax.g_01449
OG0001216	Prbl.g_02226	Prax.g_01450
OG0001217	Prbl.g_02225	Prax.g_01451
OG0001218	Prbl.g_02224	Prax.g_01452
OG0001219	Prbl.g_02219	Prax.g_01454
OG0001220	Prbl.g_02214	Prax.g_01455
OG0001221	Prbl.g_02192	Prax.g_01458
OG0001222	Prbl.g_02189	Prax.g_01459
OG0001223	Prbl.g_02188	Prax.g_01460
OG0001224	Prbl.g_02186	Prax.g_01461
OG0001225	Prbl.g_02185	Prax.g_01462
OG0001226	Prbl.g_02182	Prax.g_01463
OG0001227	Prbl.g_02181	Prax.g_01464
OG0001228	Prbl.g_02175	Prax.g_01465
OG0001229	Prbl.g_02174	Prax.g_01466
OG0001230	Prbl.g_02173	Prax.g_01467
OG0001231	Prbl.g_02160	Prax.g_01468
OG0001232	Prbl.g_02151	Prax.g_01469
OG0001233	Prbl.g_02150	Prax.g_01470
OG0001234	Prbl.g_02149	Prax.g_01471
OG0001235	Prbl.g_02148	Prax.g_01472
OG0001236	Prbl.g_02146	Prax.g_01474
OG0001237	Prbl.g_02145	Prax.g_01475
OG0001238	Prbl.g_02141	Prax.g_01477
OG0001239	Prbl.g_02139	Prax.g_01478
OG0001240	Prbl.g_02138	Prax.g_01479
OG0001241	Prbl.g_02134	Prax.g_01481
OG0001242	Prbl.g_02132	Prax.g_01482
OG0001243	Prbl.g_02131	Prax.g_01483
OG0001244	Prbl.g_02129	Prax.g_01484
OG0001245	Prbl.g_02127	Prax.g_01485
OG0001246	Prbl.g_02125	Prax.g_01486
OG0001247	Prbl.g_02124	Prax.g_01487
OG0001248	Prbl.g_02123	Prax.g_01488
OG0001249	Prbl.g_02122	Prax.g_01489
OG0001250	Prbl.g_02121	Prax.g_01490
OG0001252	Prbl.g_00812	Prax.g_01080
OG0001253	Prbl.g_00298	Prax.g_01068
OG0001254	Prbl.g_01452	Prax.g_00894
OG0001255	Prbl.g_01200	Prax.g_00840
OG0001256	Prbl.g_01822	Prax.g_00776
OG0001257	Prbl.g_00513	Prax.g_00720
OG0001258	Prbl.g_00532	Prax.g_00703
OG0001259	Prbl.g_01776	Prax.g_00049
OG0001261	Prbl.g_01539	Prax.g_00338
OG0001262	Prbl.g_01562	Prax.g_00322
OG0001264	Prbl.g_02408	Prax.g_00560
OG0001265	Prbl.g_02536	Prax.g_01180
OG0001266	Prbl.g_01704	Prax.g_01229
OG0001267	Prbl.g_00036	Prax.g_00184
OG0001268	Prbl.g_02082	Prax.g_00197
OG0001269	Prbl.g_00723	Prax.g_01880
OG0001270	Prbl.g_01808	Prax.g_01688
OG0001271	Prbl.g_00449	Prax.g_01677
OG0001272	Prbl.g_01833	Prax.g_01635
OG0001273	Prbl.g_00787	Prax.g_01634
OG0001274	Prbl.g_00048	Prax.g_01629
OG0001275	Prbl.g_01370	Prax.g_01613
OG0001278	Prbl.g_00406	Prax.g_01567
OG0001279	Prbl.g_00401	Prax.g_01563
OG0001280	Prbl.g_00398	Prax.g_01560
OG0001283	Prbl.g_00845	Prax.g_01376
OG0001284	Prbl.g_02060	Prax.g_01404
OG0001285	Prbl.g_01996	Prax.g_01436
OG0001286	Prbl.g_02136	Prax.g_01480
OG0001288	Prbl.g_00651	Prax.g_00763
OG0001290	Prbl.g_01976	Prax.g_00283
OG0001291	Prbl.g_00605	Prax.g_00642
OG0001292	Prbl.g_00602	Prax.g_00645
OG0001293	Prbl.g_00600	Prax.g_00647
OG0001294	Prbl.g_00568	Prax.g_01125
OG0001295	Prbl.g_01322	Prax.g_01099
OG0001296	Prbl.g_00828	Prax.g_01093
OG0001297	Prbl.g_00095	Prax.g_01019
OG0001298	Prbl.g_02667	Prax.g_00932
OG0001299	Prbl.g_01505	Prax.g_00923
OG0001300	Prbl.g_00627	Prax.g_00800
OG0001301	Prbl.g_01641	Prax.g_00096
OG0001303	Prbl.g_00716	Prax.g_00420
OG0001304	Prbl.g_00936	Prax.g_01195
OG0001305	Prbl.g_00931	Prax.g_01200
OG0001306	Prbl.g_02152	Prax.g_01237
OG0001307	Prbl.g_02390	Prax.g_01247
OG0001308	Prbl.g_01076	Prax.g_00138
OG0001309	Prbl.g_01993	Prax.g_00140
OG0001310	Prbl.g_01694	Prax.g_00151
OG0001311	Prbl.g_01115	Prax.g_00228
OG0001312	Prbl.g_00724	Prax.g_01879
OG0001313	Prbl.g_01957	Prax.g_01631
OG0001314	Prbl.g_00366	Prax.g_01536
OG0001315	Prbl.g_00315	Prax.g_01501
OG0001316	Prbl.g_00852	Prax.g_01372
OG0001319	Prbl.g_00197	Prax.g_00980
OG0001320	Prbl.g_00748	Prax.g_00734
OG0001324	Prbl.g_01813	Prax.g_01255
OG0001326	Prbl.g_02617	Prax.g_01931
OG0001327	Prbl.g_01712	Prax.g_01929
OG0001328	Prbl.g_01728	Prax.g_01894
OG0001329	Prbl.g_02143	Prax.g_01843
OG0001331	Prbl.g_00400	Prax.g_01562
OG0001332	Prbl.g_00339	Prax.g_01512
OG0001333	Prbl.g_01132	Prax.g_01342
OG0001335	Prbl.g_01999	Prax.g_01434
OG0001336	Prbl.g_00826	Prax.g_01090
OG0001337	Prbl.g_01324	Prax.g_01100
OG0001339	Prbl.g_00099	Prax.g_01015
OG0001340	Prbl.g_01512	Prax.g_00927
OG0001341	Prbl.g_01489	Prax.g_00914
OG0001342	Prbl.g_01453	Prax.g_00895
OG0001343	Prbl.g_01207	Prax.g_00834
OG0001344	Prbl.g_01393	Prax.g_00796
OG0001345	Prbl.g_00654	Prax.g_00766
OG0001346	Prbl.g_01343	Prax.g_00730
OG0001347	Prbl.g_00517	Prax.g_00716
OG0001348	Prbl.g_00803	Prax.g_00697
OG0001350	Prbl.g_00793	Prax.g_00687
OG0001351	Prbl.g_01791	Prax.g_00037
OG0001353	Prbl.g_01263	Prax.g_00939
OG0001355	Prbl.g_01546	Prax.g_00332
OG0001357	Prbl.g_02518	Prax.g_01157
OG0001358	Prbl.g_02535	Prax.g_01179
OG0001361	Prbl.g_02592	Prax.g_00250
OG0001362	Prbl.g_00156	Prax.g_01957
OG0001366	Prbl.g_00349	Prax.g_01522
OG0001367	Prbl.g_01164, Prbl.g_01151	Prax.g_01279
OG0001368	Prbl.g_02061	Prax.g_01403
OG0001369	Prbl.g_02537	Prax.g_01181
OG0001375	Prbl.g_00816	Prax.g_01083
OG0001378	Prbl.g_01463	Prax.g_00903
OG0001380	Prbl.g_02064	Prax.g_00775, Prax.g_00507
OG0001384	Prbl.g_00784	Prax.g_00682
OG0001396	Prbl.g_02437	Prax.g_01161
OG0001410	Prbl.g_01243	Prax.g_01610, Prax.g_01611
OG0001412	Prbl.g_02448	Prax.g_00601
OG0001415	Prbl.g_01182	Prax.g_00847
OG0001416	Prbl.g_00782	Prax.g_00680
OG0001425	Prbl.g_02571	Prax.g_01618
OG0001426	Prbl.g_02142	Prax.g_01476
OG0001429	Prbl.g_02494	Prax.g_01139
OG0001430	Prbl.g_01084	Prax.g_01172
OG0001436	Prbl.g_02208	Prax.g_00527
OG0001438	Prbl.g_01615	Prax.g_00079
OG0001439	Prbl.g_01537	Prax.g_00341
OG0001442	Prbl.g_01079	Prax.g_00154
OG0001466	Prbl.g_02573	Prax.g_01921
OG0001467	Prbl.g_00245	Prax.g_01736
OG0001470	Prbl.g_00900	Prax.g_00855
OG0001472	Prbl.g_01846	Prax.g_00311
OG0001474	Prbl.g_02172	Prax.g_00531
OG0001475	Prbl.g_02215	Prax.g_01213
OG0001476	Prbl.g_02216	Prax.g_01214
OG0001477	Prbl.g_02217	Prax.g_01215
OG0001478	Prbl.g_00031	Prax.g_01222
OG0001479	Prbl.g_01104	Prax.g_01250
OG0001480	Prbl.g_00661	Prax.g_00125
OG0001481	Prbl.g_00182	Prax.g_00216
OG0001483	Prbl.g_01714	Prax.g_01905
OG0001486	Prbl.g_02362	Prax.g_00581
OG0001487	Prbl.g_01620	Prax.g_00412
OG0001489	Prbl.g_01163	Prax.g_00798
OG0001493	Prbl.g_02171	Prax.g_00532
OG0001494	Prbl.g_02170	Prax.g_00533
OG0001495	Prbl.g_02169	Prax.g_00534
OG0001496	Prbl.g_02168	Prax.g_00535
OG0001497	Prbl.g_02167	Prax.g_00536
OG0001498	Prbl.g_02166	Prax.g_00537
OG0001499	Prbl.g_02165	Prax.g_00538
OG0001500	Prbl.g_02164	Prax.g_00539
OG0001501	Prbl.g_02163	Prax.g_00540
OG0001502	Prbl.g_02162	Prax.g_00541
OG0001503	Prbl.g_02161	Prax.g_00542
OG0001504	Prbl.g_02366	Prax.g_00576
OG0001508	Prbl.g_01807	Prax.g_01626
OG0001525	Prbl.g_01725	Prax.g_00742
OG0001532	Prbl.g_01983	Prax.g_00279
OG0001542	Prbl.g_01949	Prax.g_01622
OG0001574	Prbl.g_01025	Prax.g_01964
OG0001587	Prbl.g_00620	Prax.g_01569
OG0001590	Prbl.g_01438	Prax.g_00882
OG0001592	Prbl.g_01940	Prax.g_00779
OG0001596	Prbl.g_00458	Prax.g_00424
OG0001605	Prbl.g_00950	Prax.g_01284
OG0001621	Prbl.g_01162	Prax.g_00414
OG0001623	Prbl.g_01205	Prax.g_00836
OG0001694	Prbl.g_00865	Prax.g_01756
OG0001695	Prbl.g_02030	Prax.g_01839
OG0001709	Prbl.g_00508, Prbl.g_00063	Prax.g_00517
OG0001713	Prbl.g_02027	Prax.g_01842
OG0001730	Prbl.g_02028	Prax.g_01841
OG0001822	Prbl.g_01456	Prax.g_01819
OG0001830	Prbl.g_02024	Prax.g_01840
OG0001872	Prbl.g_00085	Prax.g_01607
OG0001882	Prbl.g_01814	Prax.g_01586
OG0001969	Prbl.g_01069, Prbl.g_00176	Prax.g_00446
OG0002115	Prbl.g_01044	Prax.g_00934, Prax.g_01971
OG0002306	Prbl.g_01925	Prax.g_00262
OG0002393	Prbl.g_00368	Prax.g_01769
OG0002412	Prbl.g_00895	Prax.g_01782
OG0002413	Prbl.g_00894	Prax.g_01781
