Orthogroup	Prbl	Prac
OG0001133	Prbl.g_01137	Prac.g_00556
OG0001134	Prbl.g_01138	Prac.g_00557
OG0001135	Prbl.g_01139	Prac.g_00558
OG0001136	Prbl.g_01140	Prac.g_00559
OG0001137	Prbl.g_01141	Prac.g_00560
OG0001138	Prbl.g_01142	Prac.g_00561
OG0001139	Prbl.g_01144	Prac.g_00562
OG0001140	Prbl.g_01146	Prac.g_00563
OG0001141	Prbl.g_01147	Prac.g_00564
OG0001142	Prbl.g_01174	Prac.g_00005
OG0001143	Prbl.g_01175	Prac.g_00006
OG0001144	Prbl.g_01177	Prac.g_00007
OG0001145	Prbl.g_01178	Prac.g_00008
OG0001146	Prbl.g_01179	Prac.g_00009
OG0001147	Prbl.g_01180	Prac.g_00010
OG0001148	Prbl.g_01181	Prac.g_00011
OG0001149	Prbl.g_00863	Prac.g_00013
OG0001150	Prbl.g_00859	Prac.g_00014
OG0001151	Prbl.g_00856	Prac.g_00016
OG0001152	Prbl.g_00855	Prac.g_00017
OG0001153	Prbl.g_00853	Prac.g_00018
OG0001154	Prbl.g_00851	Prac.g_00020
OG0001155	Prbl.g_00848	Prac.g_00022
OG0001156	Prbl.g_00844	Prac.g_00024
OG0001157	Prbl.g_00842	Prac.g_00025
OG0001158	Prbl.g_00840	Prac.g_00027
OG0001159	Prbl.g_00839	Prac.g_00028
OG0001160	Prbl.g_00838	Prac.g_00029
OG0001161	Prbl.g_01307	Prac.g_00030
OG0001162	Prbl.g_01306	Prac.g_00031
OG0001163	Prbl.g_01305	Prac.g_00032
OG0001164	Prbl.g_01304	Prac.g_00033
OG0001165	Prbl.g_01303	Prac.g_00034
OG0001166	Prbl.g_01302	Prac.g_00035
OG0001167	Prbl.g_01291	Prac.g_00036
OG0001168	Prbl.g_01290	Prac.g_00037
OG0001169	Prbl.g_01289	Prac.g_00038
OG0001170	Prbl.g_01287	Prac.g_00039
OG0001171	Prbl.g_01286	Prac.g_00040
OG0001172	Prbl.g_01284	Prac.g_00042
OG0001173	Prbl.g_02638	Prac.g_00044
OG0001174	Prbl.g_02637	Prac.g_00045
OG0001175	Prbl.g_02636	Prac.g_00046
OG0001176	Prbl.g_01235	Prac.g_00047
OG0001177	Prbl.g_02063	Prac.g_00049
OG0001178	Prbl.g_02059	Prac.g_00051
OG0001179	Prbl.g_02058	Prac.g_00052
OG0001180	Prbl.g_02057	Prac.g_00053
OG0001181	Prbl.g_02056	Prac.g_00054
OG0001182	Prbl.g_02055	Prac.g_00055
OG0001183	Prbl.g_02054	Prac.g_00056
OG0001184	Prbl.g_02026	Prac.g_00058
OG0001185	Prbl.g_02023	Prac.g_00061
OG0001186	Prbl.g_02022	Prac.g_00062
OG0001187	Prbl.g_02021	Prac.g_00063
OG0001188	Prbl.g_02018	Prac.g_00064
OG0001189	Prbl.g_02017	Prac.g_00065
OG0001190	Prbl.g_02016	Prac.g_00066
OG0001191	Prbl.g_02014	Prac.g_00067
OG0001192	Prbl.g_02012	Prac.g_00068
OG0001193	Prbl.g_02011	Prac.g_00069
OG0001194	Prbl.g_02009	Prac.g_00070
OG0001195	Prbl.g_02008	Prac.g_00071
OG0001196	Prbl.g_02007	Prac.g_00072
OG0001197	Prbl.g_02006	Prac.g_00073
OG0001198	Prbl.g_02005	Prac.g_00074
OG0001199	Prbl.g_02004	Prac.g_00075
OG0001200	Prbl.g_02002	Prac.g_00076
OG0001201	Prbl.g_02001	Prac.g_00077
OG0001202	Prbl.g_02000	Prac.g_00078
OG0001203	Prbl.g_01998	Prac.g_00080
OG0001204	Prbl.g_01994	Prac.g_00082
OG0001205	Prbl.g_01992	Prac.g_00083
OG0001206	Prbl.g_01991	Prac.g_00084
OG0001207	Prbl.g_02239	Prac.g_00085
OG0001208	Prbl.g_02238	Prac.g_00086
OG0001209	Prbl.g_02237	Prac.g_00087
OG0001210	Prbl.g_02236	Prac.g_00088
OG0001211	Prbl.g_02234	Prac.g_00089
OG0001212	Prbl.g_02233	Prac.g_00090
OG0001213	Prbl.g_02232	Prac.g_00091
OG0001214	Prbl.g_02230	Prac.g_00093
OG0001215	Prbl.g_02228	Prac.g_00094
OG0001216	Prbl.g_02226	Prac.g_00095
OG0001217	Prbl.g_02225	Prac.g_00096
OG0001218	Prbl.g_02224	Prac.g_00097
OG0001219	Prbl.g_02219	Prac.g_00099
OG0001220	Prbl.g_02214	Prac.g_00100
OG0001221	Prbl.g_02192	Prac.g_00103
OG0001222	Prbl.g_02189	Prac.g_00104
OG0001223	Prbl.g_02188	Prac.g_00105
OG0001224	Prbl.g_02186	Prac.g_00106
OG0001225	Prbl.g_02185	Prac.g_00107
OG0001226	Prbl.g_02182	Prac.g_00108
OG0001227	Prbl.g_02181	Prac.g_00109
OG0001228	Prbl.g_02175	Prac.g_00110
OG0001229	Prbl.g_02174	Prac.g_00111
OG0001230	Prbl.g_02173	Prac.g_00112
OG0001231	Prbl.g_02160	Prac.g_00113
OG0001232	Prbl.g_02151	Prac.g_00114
OG0001233	Prbl.g_02150	Prac.g_00115
OG0001234	Prbl.g_02149	Prac.g_00116
OG0001235	Prbl.g_02148	Prac.g_00117
OG0001236	Prbl.g_02146	Prac.g_00119
OG0001237	Prbl.g_02145	Prac.g_00120
OG0001238	Prbl.g_02141	Prac.g_00122
OG0001239	Prbl.g_02139	Prac.g_00123
OG0001240	Prbl.g_02138	Prac.g_00124
OG0001241	Prbl.g_02134	Prac.g_00126
OG0001242	Prbl.g_02132	Prac.g_00127
OG0001243	Prbl.g_02131	Prac.g_00128
OG0001244	Prbl.g_02129	Prac.g_00129
OG0001245	Prbl.g_02127	Prac.g_00130
OG0001246	Prbl.g_02125	Prac.g_00131
OG0001247	Prbl.g_02124	Prac.g_01950
OG0001248	Prbl.g_02123	Prac.g_01949
OG0001249	Prbl.g_02122	Prac.g_01948
OG0001250	Prbl.g_02121	Prac.g_01947
OG0001252	Prbl.g_00812	Prac.g_01793
OG0001253	Prbl.g_00298	Prac.g_01780
OG0001254	Prbl.g_01452	Prac.g_01650
OG0001255	Prbl.g_01200	Prac.g_01201
OG0001256	Prbl.g_01822	Prac.g_00152
OG0001257	Prbl.g_00513	Prac.g_01062
OG0001258	Prbl.g_00532	Prac.g_00873
OG0001259	Prbl.g_01776	Prac.g_00783
OG0001261	Prbl.g_01539	Prac.g_01441
OG0001262	Prbl.g_01562	Prac.g_01425
OG0001264	Prbl.g_02408	Prac.g_01385
OG0001265	Prbl.g_02536	Prac.g_01280
OG0001266	Prbl.g_01704	Prac.g_01232
OG0001267	Prbl.g_00036	Prac.g_01001
OG0001268	Prbl.g_02082	Prac.g_00988
OG0001269	Prbl.g_00723	Prac.g_00200
OG0001270	Prbl.g_01808	Prac.g_00371
OG0001271	Prbl.g_00449	Prac.g_00360
OG0001272	Prbl.g_01833	Prac.g_00319
OG0001273	Prbl.g_00787	Prac.g_00318
OG0001274	Prbl.g_00048	Prac.g_00313
OG0001275	Prbl.g_01370	Prac.g_00297
OG0001276	Prbl.g_02379	Prac.g_00285, Prac.g_00878
OG0001278	Prbl.g_00406	Prac.g_00633
OG0001279	Prbl.g_00401	Prac.g_00629
OG0001280	Prbl.g_00398	Prac.g_00626
OG0001283	Prbl.g_00845	Prac.g_00023
OG0001284	Prbl.g_02060	Prac.g_00050
OG0001285	Prbl.g_01996	Prac.g_00081
OG0001286	Prbl.g_02136	Prac.g_00125
OG0001287	Prbl.g_01026, Prbl.g_01386	Prac.g_00875, Prac.g_01598
OG0001288	Prbl.g_00651	Prac.g_01110
OG0001290	Prbl.g_01976	Prac.g_01917
OG0001291	Prbl.g_00605	Prac.g_01860
OG0001292	Prbl.g_00602	Prac.g_01857
OG0001293	Prbl.g_00600	Prac.g_01855
OG0001294	Prbl.g_00568	Prac.g_01838
OG0001295	Prbl.g_01322	Prac.g_01812
OG0001296	Prbl.g_00828	Prac.g_01806
OG0001297	Prbl.g_00095	Prac.g_01731
OG0001298	Prbl.g_02667	Prac.g_01687
OG0001300	Prbl.g_00627	Prac.g_01160
OG0001301	Prbl.g_01641	Prac.g_00734
OG0001304	Prbl.g_00936	Prac.g_01265
OG0001305	Prbl.g_00931	Prac.g_01260
OG0001306	Prbl.g_02152	Prac.g_01223
OG0001307	Prbl.g_02390	Prac.g_01214
OG0001308	Prbl.g_01076	Prac.g_01037
OG0001309	Prbl.g_01993	Prac.g_01036
OG0001310	Prbl.g_01694	Prac.g_01026
OG0001311	Prbl.g_01115	Prac.g_00957
OG0001312	Prbl.g_00724	Prac.g_00201
OG0001313	Prbl.g_01957	Prac.g_00315
OG0001314	Prbl.g_00366	Prac.g_00602
OG0001315	Prbl.g_00315	Prac.g_00568
OG0001316	Prbl.g_00852	Prac.g_00019
OG0001319	Prbl.g_00197	Prac.g_01692
OG0001320	Prbl.g_00748	Prac.g_01078
OG0001324	Prbl.g_01813	Prac.g_01206
OG0001326	Prbl.g_02617	Prac.g_00151
OG0001327	Prbl.g_01712	Prac.g_00153
OG0001328	Prbl.g_01728	Prac.g_00180
OG0001329	Prbl.g_02143	Prac.g_00237
OG0001331	Prbl.g_00400	Prac.g_00628
OG0001332	Prbl.g_00339	Prac.g_00579
OG0001335	Prbl.g_01999	Prac.g_00079
OG0001336	Prbl.g_00826	Prac.g_01803
OG0001337	Prbl.g_01324	Prac.g_01813
OG0001339	Prbl.g_00099	Prac.g_01727
OG0001340	Prbl.g_01512	Prac.g_01682
OG0001341	Prbl.g_01489	Prac.g_01670
OG0001342	Prbl.g_01453	Prac.g_01651
OG0001343	Prbl.g_01207	Prac.g_01195
OG0001344	Prbl.g_01393	Prac.g_01155
OG0001345	Prbl.g_00654	Prac.g_01113
OG0001346	Prbl.g_01343	Prac.g_01072
OG0001347	Prbl.g_00517	Prac.g_01058
OG0001348	Prbl.g_00803	Prac.g_00867
OG0001351	Prbl.g_01791	Prac.g_00796
OG0001353	Prbl.g_01263	Prac.g_00668
OG0001355	Prbl.g_01546	Prac.g_01435
OG0001357	Prbl.g_02518	Prac.g_01300
OG0001358	Prbl.g_02535	Prac.g_01281
OG0001361	Prbl.g_02592	Prac.g_00935
OG0001366	Prbl.g_00349	Prac.g_00588
OG0001367	Prbl.g_01164, Prbl.g_01151	Prac.g_00493
OG0001369	Prbl.g_02537	Prac.g_01279
OG0001375	Prbl.g_00816	Prac.g_01796
OG0001378	Prbl.g_01463	Prac.g_01659
OG0001381	Prbl.g_00624	Prac.g_01093
OG0001384	Prbl.g_00784	Prac.g_00853
OG0001396	Prbl.g_02437	Prac.g_01296
OG0001410	Prbl.g_01243	Prac.g_00295
OG0001412	Prbl.g_02448	Prac.g_01346
OG0001415	Prbl.g_01182	Prac.g_01605
OG0001416	Prbl.g_00782	Prac.g_00851
OG0001425	Prbl.g_02571	Prac.g_00302
OG0001426	Prbl.g_02142	Prac.g_00121
OG0001430	Prbl.g_01084	Prac.g_01288
OG0001436	Prbl.g_02208	Prac.g_00900
OG0001438	Prbl.g_01615	Prac.g_00751
OG0001442	Prbl.g_01079	Prac.g_01024
OG0001451	Prbl.g_00738, Prbl.g_02629	Prac.g_00634
OG0001453	Prbl.g_00003	Prac.g_00282, Prac.g_00881, Prac.g_00913, Prac.g_00889
OG0001456	Prbl.g_01777	Prac.g_00784, Prac.g_01965
OG0001467	Prbl.g_00245	Prac.g_00414
OG0001470	Prbl.g_00900	Prac.g_01611
OG0001471	Prbl.g_02291	Prac.g_01120
OG0001472	Prbl.g_01846	Prac.g_01414
OG0001474	Prbl.g_02172	Prac.g_00643
OG0001475	Prbl.g_02215	Prac.g_01247
OG0001476	Prbl.g_02216	Prac.g_01246
OG0001477	Prbl.g_02217	Prac.g_01245
OG0001478	Prbl.g_00031	Prac.g_01239
OG0001479	Prbl.g_01104	Prac.g_01211
OG0001480	Prbl.g_00661	Prac.g_01047
OG0001481	Prbl.g_00182	Prac.g_00969
OG0001489	Prbl.g_01163	Prac.g_01158
OG0001493	Prbl.g_02171	Prac.g_00644
OG0001494	Prbl.g_02170	Prac.g_00645
OG0001495	Prbl.g_02169	Prac.g_00646
OG0001496	Prbl.g_02168	Prac.g_00647
OG0001497	Prbl.g_02167	Prac.g_00648
OG0001498	Prbl.g_02166	Prac.g_00649
OG0001499	Prbl.g_02165	Prac.g_00650
OG0001500	Prbl.g_02164	Prac.g_00651
OG0001501	Prbl.g_02163	Prac.g_00652
OG0001502	Prbl.g_02162	Prac.g_00653
OG0001503	Prbl.g_02161	Prac.g_00654
OG0001513	Prbl.g_00554, Prbl.g_00155	Prac.g_01826
OG0001525	Prbl.g_01725	Prac.g_01088
OG0001532	Prbl.g_01983	Prac.g_01912
OG0001542	Prbl.g_01949	Prac.g_00306
OG0001544	Prbl.g_00681	Prac.g_00907
OG0001545	Prbl.g_02411	Prac.g_01388
OG0001574	Prbl.g_01025	Prac.g_00911
OG0001590	Prbl.g_01438	Prac.g_01638
OG0001593	Prbl.g_02288	Prac.g_01086
OG0001596	Prbl.g_00458	Prac.g_01516
OG0001621	Prbl.g_01162	Prac.g_01509
OG0001623	Prbl.g_01205	Prac.g_01197
OG0001694	Prbl.g_00865	Prac.g_00435
OG0001695	Prbl.g_02030	Prac.g_00241
OG0001713	Prbl.g_02027	Prac.g_00238
OG0001730	Prbl.g_02028	Prac.g_00239
OG0001822	Prbl.g_01456	Prac.g_00262
OG0001830	Prbl.g_02024	Prac.g_00240
OG0001872	Prbl.g_00085	Prac.g_00291
OG0001875	Prbl.g_02283	Prac.g_01123
OG0001876	Prbl.g_02425	Prac.g_01126
OG0002028	Prbl.g_02394	Prac.g_00638
OG0002137	Prbl.g_00837	Prac.g_00663
OG0002192	Prbl.g_02632	Prac.g_00781
