Orthogroup	Prat	Praj
OG0001156	Prat.g_01738	Praj.g_01964
OG0001157	Prat.g_01740	Praj.g_01966
OG0001158	Prat.g_01742	Praj.g_01968
OG0001159	Prat.g_01744	Praj.g_01969
OG0001160	Prat.g_01745	Praj.g_01970
OG0001161	Prat.g_01748	Praj.g_01975
OG0001162	Prat.g_01749	Praj.g_01976
OG0001163	Prat.g_01750	Praj.g_01977
OG0001164	Prat.g_01751	Praj.g_01978
OG0001165	Prat.g_01752	Praj.g_01979
OG0001166	Prat.g_01753	Praj.g_01980
OG0001167	Prat.g_01754	Praj.g_01981
OG0001168	Prat.g_01756	Praj.g_01982
OG0001169	Prat.g_01757	Praj.g_01983
OG0001170	Prat.g_01760	Praj.g_01986
OG0001171	Prat.g_01761	Praj.g_01987
OG0001172	Prat.g_01762	Praj.g_01988
OG0001173	Prat.g_01764	Praj.g_01990
OG0001174	Prat.g_01766	Praj.g_01992
OG0001175	Prat.g_01768	Praj.g_01994
OG0001176	Prat.g_01770	Praj.g_01996
OG0001177	Prat.g_01772	Praj.g_01998
OG0001178	Prat.g_01773	Praj.g_01999
OG0001179	Prat.g_01775	Praj.g_02000
OG0001180	Prat.g_01776	Praj.g_02001
OG0001181	Prat.g_01777	Praj.g_02002
OG0001182	Prat.g_01778	Praj.g_02003
OG0001183	Prat.g_01779	Praj.g_02004
OG0001184	Prat.g_01780	Praj.g_02005
OG0001185	Prat.g_01781	Praj.g_02006
OG0001186	Prat.g_01783	Praj.g_02007
OG0001187	Prat.g_01784	Praj.g_02008
OG0001188	Prat.g_01785	Praj.g_02009
OG0001189	Prat.g_01786	Praj.g_02010
OG0001190	Prat.g_01787	Praj.g_02011
OG0001191	Prat.g_01789	Praj.g_02013
OG0001192	Prat.g_01791	Praj.g_02015
OG0001193	Prat.g_01792	Praj.g_02016
OG0001194	Prat.g_01793	Praj.g_02017
OG0001195	Prat.g_01795	Praj.g_02019
OG0001196	Prat.g_01797	Praj.g_02021
OG0001197	Prat.g_01800	Praj.g_02025
OG0001198	Prat.g_01801	Praj.g_02026
OG0001199	Prat.g_01802	Praj.g_02027
OG0001200	Prat.g_01803	Praj.g_02028
OG0001201	Prat.g_01804	Praj.g_02030
OG0001202	Prat.g_01805	Praj.g_02031
OG0001203	Prat.g_01807	Praj.g_02046
OG0001204	Prat.g_01809	Praj.g_02059
OG0001205	Prat.g_01810	Praj.g_02060
OG0001206	Prat.g_01811	Praj.g_02061
OG0001207	Prat.g_01812	Praj.g_02062
OG0001208	Prat.g_01813	Praj.g_02063
OG0001209	Prat.g_01814	Praj.g_02064
OG0001210	Prat.g_01815	Praj.g_02065
OG0001211	Prat.g_01816	Praj.g_02066
OG0001212	Prat.g_01817	Praj.g_02067
OG0001213	Prat.g_01818	Praj.g_02068
OG0001214	Prat.g_01819	Praj.g_02069
OG0001215	Prat.g_01820	Praj.g_02070
OG0001216	Prat.g_01821	Praj.g_02071
OG0001217	Prat.g_01822	Praj.g_02072
OG0001218	Prat.g_01823	Praj.g_02073
OG0001219	Prat.g_01824	Praj.g_02074
OG0001220	Prat.g_01825	Praj.g_02075
OG0001221	Prat.g_01826	Praj.g_02076
OG0001222	Prat.g_01828	Praj.g_02078
OG0001223	Prat.g_01830	Praj.g_02080
OG0001224	Prat.g_01832	Praj.g_02082
OG0001225	Prat.g_01834	Praj.g_02084
OG0001226	Prat.g_01835	Praj.g_02085
OG0001227	Prat.g_01836	Praj.g_02086
OG0001228	Prat.g_01837	Praj.g_02087
OG0001229	Prat.g_01838	Praj.g_02088
OG0001230	Prat.g_01839	Praj.g_02089
OG0001231	Prat.g_01840	Praj.g_02090
OG0001232	Prat.g_01842	Praj.g_02092
OG0001233	Prat.g_01843	Praj.g_02093
OG0001234	Prat.g_01844	Praj.g_02094
OG0001235	Prat.g_01845	Praj.g_02095
OG0001236	Prat.g_01846	Praj.g_02096
OG0001237	Prat.g_01849	Praj.g_02099
OG0001238	Prat.g_01850	Praj.g_02100
OG0001239	Prat.g_01856	Praj.g_02105
OG0001240	Prat.g_01857	Praj.g_02106
OG0001241	Prat.g_01858	Praj.g_02107
OG0001242	Prat.g_01860	Praj.g_02109
OG0001243	Prat.g_01861	Praj.g_02110
OG0001244	Prat.g_01862	Praj.g_02111
OG0001245	Prat.g_01863	Praj.g_02112
OG0001246	Prat.g_01864	Praj.g_02113
OG0001247	Prat.g_01865	Praj.g_02114
OG0001248	Prat.g_01866	Praj.g_02115
OG0001249	Prat.g_01867	Praj.g_02116
OG0001250	Prat.g_01869	Praj.g_02124
OG0001251	Prat.g_01870	Praj.g_02125
OG0001252	Prat.g_01871	Praj.g_02126
OG0001253	Prat.g_01872	Praj.g_02127
OG0001254	Prat.g_01874	Praj.g_02129
OG0001255	Prat.g_01875	Praj.g_02130
OG0001256	Prat.g_01879	Praj.g_02134
OG0001257	Prat.g_01880	Praj.g_02135
OG0001258	Prat.g_01881	Praj.g_02136
OG0001259	Prat.g_01884	Praj.g_02139
OG0001260	Prat.g_01885	Praj.g_02141
OG0001261	Prat.g_01886	Praj.g_02142
OG0001262	Prat.g_01887	Praj.g_02143
OG0001263	Prat.g_01888	Praj.g_02144
OG0001264	Prat.g_01889	Praj.g_02145
OG0001265	Prat.g_01890	Praj.g_02146
OG0001266	Prat.g_01891	Praj.g_02147
OG0001267	Prat.g_01892	Praj.g_02148
OG0001268	Prat.g_01893	Praj.g_02149
OG0001269	Prat.g_01269	Praj.g_00130
OG0001270	Prat.g_00137	Praj.g_00178
OG0001271	Prat.g_00149	Praj.g_00190
OG0001272	Prat.g_00288	Praj.g_00316
OG0001273	Prat.g_00347	Praj.g_00379
OG0001274	Prat.g_00442	Praj.g_00475
OG0001275	Prat.g_00459	Praj.g_00490
OG0001276	Prat.g_00552	Praj.g_00577
OG0001277	Prat.g_00831	Praj.g_00982, Praj.g_01392
OG0001278	Prat.g_00987	Praj.g_01326
OG0001279	Prat.g_00715	Praj.g_00886
OG0001280	Prat.g_00937	Praj.g_00997
OG0001283	Prat.g_01207	Praj.g_01342
OG0001284	Prat.g_00642	Praj.g_01098
OG0001285	Prat.g_01172	Praj.g_01477
OG0001286	Prat.g_01158	Praj.g_01463
OG0001288	Prat.g_01398	Praj.g_01673
OG0001289	Prat.g_01413	Praj.g_01685
OG0001291	Prat.g_00481	Praj.g_00510
OG0001292	Prat.g_01500	Praj.g_01723
OG0001293	Prat.g_00659, Prat.g_00660	Praj.g_01041
OG0001295	Prat.g_01542, Prat.g_01578	Praj.g_01735, Praj.g_01844
OG0001296	Prat.g_01583	Praj.g_01761
OG0001297	Prat.g_01587	Praj.g_01765
OG0001298	Prat.g_01590	Praj.g_01767
OG0001299	Prat.g_01660	Praj.g_01872
OG0001300	Prat.g_01597	Praj.g_01236
OG0001301	Prat.g_01767	Praj.g_01993
OG0001302	Prat.g_01799	Praj.g_02024
OG0001303	Prat.g_01829	Praj.g_02079
OG0001304	Prat.g_01883	Praj.g_02138
OG0001305	Prat.g_00648	Praj.g_01139
OG0001306	Prat.g_00397	Praj.g_00431
OG0001307	Prat.g_00032	Praj.g_00030
OG0001308	Prat.g_00068	Praj.g_00109
OG0001310	Prat.g_00073	Praj.g_00114
OG0001311	Prat.g_00090	Praj.g_00131
OG0001313	Prat.g_00125	Praj.g_00166
OG0001314	Prat.g_00201	Praj.g_00239
OG0001316	Prat.g_00258	Praj.g_00291
OG0001317	Prat.g_00375	Praj.g_01031
OG0001318	Prat.g_01088	Praj.g_00625
OG0001319	Prat.g_01217	Praj.g_00740
OG0001321	Prat.g_00961	Praj.g_01020
OG0001322	Prat.g_00817	Praj.g_02123
OG0001323	Prat.g_01831	Praj.g_02081
OG0001324	Prat.g_01234, Prat.g_01492	Praj.g_01277
OG0001327	Prat.g_01284	Praj.g_01548
OG0001329	Prat.g_01614	Praj.g_01789
OG0001330	Prat.g_01651	Praj.g_01824
OG0001331	Prat.g_01763	Praj.g_01989
OG0001332	Prat.g_00140	Praj.g_00182
OG0001333	Prat.g_00243	Praj.g_00278
OG0001334	Prat.g_01215	Praj.g_01485
OG0001335	Prat.g_00704	Praj.g_00876
OG0001336	Prat.g_00685	Praj.g_00099
OG0001338	Prat.g_01468	Praj.g_01521
OG0001339	Prat.g_01254	Praj.g_01533
OG0001340	Prat.g_01877	Praj.g_02132
OG0001341	Prat.g_01446	Praj.g_01719
OG0001344	Prat.g_01640	Praj.g_01813
OG0001345	Prat.g_01730	Praj.g_01956
OG0001346	Prat.g_01790	Praj.g_02014
OG0001347	Prat.g_01827	Praj.g_02077
OG0001348	Prat.g_00127	Praj.g_00169
OG0001350	Prat.g_00385, Prat.g_00379	Praj.g_01059
OG0001356	Prat.g_01546	Praj.g_01497, Praj.g_01564
OG0001360	Prat.g_00472	Praj.g_00501
OG0001361	Prat.g_00477	Praj.g_00506
OG0001366	Prat.g_00692	Praj.g_00867
OG0001369	Prat.g_01555	Praj.g_01837
OG0001370	Prat.g_01554	Praj.g_01838
OG0001372	Prat.g_00828	Praj.g_01155
OG0001373	Prat.g_01433	Praj.g_01705
OG0001374	Prat.g_01460	Praj.g_00910
OG0001377	Prat.g_01798	Praj.g_02023
OG0001378	Prat.g_00938	Praj.g_00998
OG0001379	Prat.g_00063	Praj.g_00105
OG0001380	Prat.g_00065	Praj.g_00106
OG0001381	Prat.g_00085	Praj.g_00125
OG0001383	Prat.g_00239	Praj.g_00274
OG0001384	Prat.g_00263	Praj.g_00295
OG0001386	Prat.g_01396	Praj.g_01671
OG0001388	Prat.g_00771	Praj.g_01027
OG0001389	Prat.g_00416	Praj.g_00448
OG0001390	Prat.g_00423	Praj.g_00456
OG0001391	Prat.g_01485, Prat.g_00467	Praj.g_00496
OG0001392	Prat.g_00474	Praj.g_00503
OG0001394	Prat.g_01057	Praj.g_00655
OG0001395	Prat.g_00748	Praj.g_00665
OG0001396	Prat.g_00750	Praj.g_00667
OG0001397	Prat.g_00755	Praj.g_00674
OG0001398	Prat.g_00793	Praj.g_00703
OG0001399	Prat.g_00858	Praj.g_00912
OG0001400	Prat.g_00691	Praj.g_00866
OG0001401	Prat.g_00693	Praj.g_00868
OG0001402	Prat.g_00721	Praj.g_00892
OG0001403	Prat.g_00724	Praj.g_00896
OG0001404	Prat.g_01550	Praj.g_01344
OG0001405	Prat.g_00949	Praj.g_01006
OG0001406	Prat.g_00969	Praj.g_00842
OG0001407	Prat.g_00679	Praj.g_00865
OG0001408	Prat.g_01521	Praj.g_00858
OG0001409	Prat.g_00655	Praj.g_01094
OG0001410	Prat.g_01170	Praj.g_01475
OG0001411	Prat.g_01224	Praj.g_01164
OG0001412	Prat.g_01250	Praj.g_01529
OG0001413	Prat.g_00825	Praj.g_01073
OG0001414	Prat.g_01292	Praj.g_01576
OG0001415	Prat.g_01397	Praj.g_01672
OG0001416	Prat.g_01402	Praj.g_01676
OG0001417	Prat.g_01447	Praj.g_01720
OG0001418	Prat.g_00646	Praj.g_01096
OG0001419	Prat.g_01533	Praj.g_00412
OG0001421	Prat.g_00872	Praj.g_00924
OG0001423	Prat.g_00632, Prat.g_00818	Praj.g_01152, Praj.g_01171
OG0001425	Prat.g_00333	Praj.g_00361
OG0001427	Prat.g_00484	Praj.g_00513
OG0001429	Prat.g_01524	Praj.g_01138
OG0001430	Prat.g_00864	Praj.g_00916
OG0001431	Prat.g_00695	Praj.g_01858
OG0001432	Prat.g_00700	Praj.g_00873
OG0001433	Prat.g_01226	Praj.g_00725
OG0001434	Prat.g_00624	Praj.g_01181
OG0001435	Prat.g_01449	Praj.g_01840
OG0001437	Prat.g_00827	Praj.g_01082
OG0001438	Prat.g_01878	Praj.g_02133
OG0001441	Prat.g_00906	Praj.g_00956
OG0001444	Prat.g_01522	Praj.g_00736
OG0001445	Prat.g_00649	Praj.g_01069
OG0001449	Prat.g_01523	Praj.g_01319
OG0001451	Prat.g_01173	Praj.g_01478
OG0001453	Prat.g_00381	Praj.g_01570
OG0001454	Prat.g_00380	Praj.g_01571
OG0001455	Prat.g_01195	Praj.g_01572
OG0001456	Prat.g_00810	Praj.g_00717
OG0001458	Prat.g_01848	Praj.g_02098
OG0001461	Prat.g_00620	Praj.g_01747
OG0001463	Prat.g_01505	Praj.g_01068
OG0001464	Prat.g_00521	Praj.g_00550
OG0001467	Prat.g_01290	Praj.g_00098
OG0001472	Prat.g_00654	Praj.g_01394, Praj.g_00977
OG0001473	Prat.g_00661	Praj.g_01090, Praj.g_01046
OG0001474	Prat.g_01216	Praj.g_00856
OG0001475	Prat.g_00635	Praj.g_01206
OG0001476	Prat.g_01349	Praj.g_01629
OG0001485	Prat.g_00972	Praj.g_00837
OG0001486	Prat.g_00857	Praj.g_00911
OG0001495	Prat.g_01237	Praj.g_00453
OG0001500	Prat.g_00737	Praj.g_00908
OG0001501	Prat.g_00588	Praj.g_00612
OG0001507	Prat.g_00643	Praj.g_01061
OG0001523	Prat.g_00732	Praj.g_00903
OG0001524	Prat.g_00460	Praj.g_01238
OG0001526	Prat.g_01174	Praj.g_01479
OG0001528	Prat.g_00077	Praj.g_01839
OG0001529	Prat.g_01747	Praj.g_01973
OG0001538	Prat.g_00656	Praj.g_01293
OG0001539	Prat.g_00667	Praj.g_00093
OG0001541	Prat.g_00698	Praj.g_00871
OG0001546	Prat.g_00630	Praj.g_01135
OG0001550	Prat.g_00975	Praj.g_00834
OG0001551	Prat.g_00631	Praj.g_01052
OG0001559	Prat.g_01517	Praj.g_01168
OG0001560	Prat.g_00711	Praj.g_00883
OG0001561	Prat.g_00850	Praj.g_00807
OG0001570	Prat.g_00422	Praj.g_01193
OG0001599	Prat.g_00378	Praj.g_01381
OG0001600	Prat.g_01227	Praj.g_01841
OG0001608	Prat.g_00652	Praj.g_01295
OG0001619	Prat.g_01681	Praj.g_01890
OG0001621	Prat.g_01466	Praj.g_01895
OG0001633	Prat.g_01395	Praj.g_01670
OG0001634	Prat.g_01511	Praj.g_01367
OG0001645	Prat.g_01467	Praj.g_01211
OG0001646	Prat.g_00854	Praj.g_01859
OG0001647	Prat.g_01512	Praj.g_01368
OG0001648	Prat.g_01513	Praj.g_01369
OG0001649	Prat.g_01514	Praj.g_01370
OG0001711	Prat.g_00683	Praj.g_00863
OG0001721	Prat.g_01794	Praj.g_02018
OG0001722	Prat.g_00687	Praj.g_01039
OG0001723	Prat.g_01581, Prat.g_00677	Praj.g_00096
OG0001725	Prat.g_01328, Prat.g_00349	Praj.g_00381
OG0001726	Prat.g_00651	Praj.g_01161
OG0001740	Prat.g_00733	Praj.g_00904
OG0001741	Prat.g_00043	Praj.g_00045
OG0001743	Prat.g_00108	Praj.g_00149
OG0001744	Prat.g_00107	Praj.g_00148
OG0001745	Prat.g_00097	Praj.g_00138
OG0001747	Prat.g_01231	Praj.g_01746
OG0001748	Prat.g_00244	Praj.g_00279
OG0001749	Prat.g_01638	Praj.g_01811
OG0001750	Prat.g_01262	Praj.g_01541
OG0001751	Prat.g_01143	Praj.g_01448
OG0001752	Prat.g_01125	Praj.g_01431
OG0001753	Prat.g_00766	Praj.g_00685
OG0001754	Prat.g_00756	Praj.g_00675
OG0001755	Prat.g_00950	Praj.g_01007
OG0001756	Prat.g_00940	Praj.g_01000
OG0001757	Prat.g_00935	Praj.g_00996
OG0001758	Prat.g_00892	Praj.g_00942
OG0001759	Prat.g_00952	Praj.g_01010
OG0001760	Prat.g_00729	Praj.g_00900
OG0001761	Prat.g_01032	Praj.g_00774
OG0001762	Prat.g_01218	Praj.g_00077
OG0001763	Prat.g_00986	Praj.g_01558
OG0001764	Prat.g_00979	Praj.g_00830
OG0001765	Prat.g_00706	Praj.g_00878
OG0001766	Prat.g_00746	Praj.g_00662
OG0001767	Prat.g_01060	Praj.g_00652
OG0001768	Prat.g_00120	Praj.g_00161
OG0001769	Prat.g_00371	Praj.g_00404
OG0001770	Prat.g_00339	Praj.g_00367
OG0001771	Prat.g_00338	Praj.g_00366
OG0001772	Prat.g_00337	Praj.g_00365
OG0001773	Prat.g_00336	Praj.g_00364
OG0001774	Prat.g_00335	Praj.g_00363
OG0001775	Prat.g_01741	Praj.g_01967
OG0001776	Prat.g_01725	Praj.g_01951
OG0001777	Prat.g_00129	Praj.g_00171
OG0001778	Prat.g_00181	Praj.g_00219
OG0001779	Prat.g_00187	Praj.g_00225
OG0001780	Prat.g_01221	Praj.g_00850
OG0001781	Prat.g_01847	Praj.g_02097
OG0001782	Prat.g_01851	Praj.g_02101
OG0001783	Prat.g_01852	Praj.g_02102
OG0001784	Prat.g_00945	Praj.g_00848
OG0001785	Prat.g_01859	Praj.g_02108
OG0001786	Prat.g_01868	Praj.g_02122
OG0001800	Prat.g_00621	Praj.g_01179
OG0001801	Prat.g_01450	Praj.g_00860
OG0001803	Prat.g_00638	Praj.g_01513
OG0001804	Prat.g_00927	Praj.g_00990
OG0001805	Prat.g_00689	Praj.g_01029, Praj.g_00088
OG0001829	Prat.g_01160	Praj.g_01465
OG0001831	Prat.g_00780	Praj.g_01033
OG0001832	Prat.g_01201	Praj.g_01093, Praj.g_01221, Praj.g_00078
OG0001833	Prat.g_01501	Praj.g_01364, Praj.g_01254
OG0001834	Prat.g_01196	Praj.g_01569
OG0001852	Prat.g_00623	Praj.g_01338
OG0001871	Prat.g_00669	Praj.g_01074
OG0001897	Prat.g_01577, Prat.g_00696	Praj.g_00870
OG0001898	Prat.g_01506, Prat.g_01562	Praj.g_01209
OG0001899	Prat.g_01488, Prat.g_01186	Praj.g_01491
OG0001900	Prat.g_01206	Praj.g_01743
OG0001916	Prat.g_00672	Praj.g_01486
OG0001923	Prat.g_01209	Praj.g_00083
OG0001924	Prat.g_00681	Praj.g_00090
OG0001925	Prat.g_00342	Praj.g_00369
OG0001926	Prat.g_00427	Praj.g_00460
OG0001927	Prat.g_00457	Praj.g_00488
OG0001928	Prat.g_00787	Praj.g_00697
OG0001929	Prat.g_00806	Praj.g_00713
OG0001930	Prat.g_01490	Praj.g_00838
OG0001931	Prat.g_00662	Praj.g_01026
OG0001932	Prat.g_01526	Praj.g_01234
OG0001933	Prat.g_00819	Praj.g_01240
OG0001935	Prat.g_00599	Praj.g_01399
OG0001936	Prat.g_00598	Praj.g_01400
OG0001937	Prat.g_01438	Praj.g_01710
OG0001938	Prat.g_01556	Praj.g_01836
OG0001939	Prat.g_01185	Praj.g_01864
OG0001940	Prat.g_01481	Praj.g_01896
OG0001941	Prat.g_01758	Praj.g_01984
OG0001950	Prat.g_01543	Praj.g_01373
OG0001962	Prat.g_01149	Praj.g_01088
OG0002003	Prat.g_01223	Praj.g_01050
OG0002008	Prat.g_00674	Praj.g_01742
OG0002032	Prat.g_00237	Praj.g_00272
OG0002033	Prat.g_00437	Praj.g_00470
OG0002037	Prat.g_00289	Praj.g_00317
OG0002038	Prat.g_00832	Praj.g_00694
OG0002039	Prat.g_01459	Praj.g_00181
OG0002041	Prat.g_01475	Praj.g_01085
OG0002045	Prat.g_01222	Praj.g_01387
OG0002072	Prat.g_01347	Praj.g_01627
OG0002084	Prat.g_00633	Praj.g_01153
OG0002089	Prat.g_01540	Praj.g_01512
OG0002201	Prat.g_01478	Praj.g_02140
OG0002204	Prat.g_00676	Praj.g_01235
OG0002294	Prat.g_00703	Praj.g_00875
OG0002302	Prat.g_00653	Praj.g_01182
OG0002324	Prat.g_00680	Praj.g_01845
OG0002401	Prat.g_01461	Praj.g_00783
OG0002404	Prat.g_00823	Praj.g_01047
OG0002976	Prat.g_00663	Praj.g_01042
OG0003230	Prat.g_00629	Praj.g_01136
OG0003294	Prat.g_01482	Praj.g_01897
