Orthogroup	Praf	Prad
OG0001171	Praf.g_00179	Prad.g_01632
OG0001172	Praf.g_00177	Prad.g_01630
OG0001173	Praf.g_00175	Prad.g_01628
OG0001174	Praf.g_00174	Prad.g_01627
OG0001175	Praf.g_00173	Prad.g_01626
OG0001176	Praf.g_00165	Prad.g_01625
OG0001177	Praf.g_00163	Prad.g_01623
OG0001178	Praf.g_00158	Prad.g_01621
OG0001179	Praf.g_00157	Prad.g_01620
OG0001180	Praf.g_00156	Prad.g_01619
OG0001181	Praf.g_00155	Prad.g_01618
OG0001182	Praf.g_00154	Prad.g_01617
OG0001183	Praf.g_00153	Prad.g_01616
OG0001184	Praf.g_00091	Prad.g_01614
OG0001185	Praf.g_00089	Prad.g_01611
OG0001186	Praf.g_00088	Prad.g_01610
OG0001187	Praf.g_00087	Prad.g_01609
OG0001188	Praf.g_00083	Prad.g_01608
OG0001189	Praf.g_00082	Prad.g_01607
OG0001190	Praf.g_00081	Prad.g_01606
OG0001191	Praf.g_00077	Prad.g_01605
OG0001192	Praf.g_00075	Prad.g_01604
OG0001193	Praf.g_00074	Prad.g_01603
OG0001194	Praf.g_00072	Prad.g_01602
OG0001195	Praf.g_00071	Prad.g_01601
OG0001196	Praf.g_00070	Prad.g_01600
OG0001197	Praf.g_00069	Prad.g_01599
OG0001198	Praf.g_00068	Prad.g_01598
OG0001199	Praf.g_00067	Prad.g_01597
OG0001200	Praf.g_00064	Prad.g_01596
OG0001201	Praf.g_00063	Prad.g_01595
OG0001202	Praf.g_00062	Prad.g_01594
OG0001203	Praf.g_00060	Prad.g_01592
OG0001204	Praf.g_00056	Prad.g_01590
OG0001205	Praf.g_00054	Prad.g_01589
OG0001206	Praf.g_00053	Prad.g_01588
OG0001207	Praf.g_02656	Prad.g_01587
OG0001208	Praf.g_02657	Prad.g_01586
OG0001209	Praf.g_02658	Prad.g_01585
OG0001210	Praf.g_02659	Prad.g_01584
OG0001211	Praf.g_02661	Prad.g_01583
OG0001212	Praf.g_02662	Prad.g_01582
OG0001213	Praf.g_02663	Prad.g_01581
OG0001214	Praf.g_02665	Prad.g_01579
OG0001215	Praf.g_02667	Prad.g_01578
OG0001216	Praf.g_02669	Prad.g_01577
OG0001217	Praf.g_02670	Prad.g_01576
OG0001218	Praf.g_02671	Prad.g_01575
OG0001219	Praf.g_02674	Prad.g_01572
OG0001220	Praf.g_02680	Prad.g_01571
OG0001221	Praf.g_02702	Prad.g_01568
OG0001222	Praf.g_02716	Prad.g_01567
OG0001223	Praf.g_02717	Prad.g_01566
OG0001224	Praf.g_02719	Prad.g_01565
OG0001225	Praf.g_02720	Prad.g_01564
OG0001226	Praf.g_02723	Prad.g_01563
OG0001227	Praf.g_02724	Prad.g_01562
OG0001228	Praf.g_02728	Prad.g_01561
OG0001229	Praf.g_02729	Prad.g_01560
OG0001230	Praf.g_02730	Prad.g_01559
OG0001231	Praf.g_02743	Prad.g_01558
OG0001232	Praf.g_02753	Prad.g_01557
OG0001233	Praf.g_02754	Prad.g_01556
OG0001234	Praf.g_02755	Prad.g_01555
OG0001235	Praf.g_02756	Prad.g_01554
OG0001236	Praf.g_02758	Prad.g_01552
OG0001237	Praf.g_02759	Prad.g_01551
OG0001238	Praf.g_02764	Prad.g_01549
OG0001239	Praf.g_02765	Prad.g_01548
OG0001240	Praf.g_02766	Prad.g_01547
OG0001241	Praf.g_02770	Prad.g_01545
OG0001242	Praf.g_02772	Prad.g_01544
OG0001243	Praf.g_02773	Prad.g_01543
OG0001244	Praf.g_02775	Prad.g_01542
OG0001245	Praf.g_02777	Prad.g_01541
OG0001246	Praf.g_02779	Prad.g_01540
OG0001247	Praf.g_02780	Prad.g_01539
OG0001248	Praf.g_02781	Prad.g_01538
OG0001249	Praf.g_02782	Prad.g_01537
OG0001250	Praf.g_02783	Prad.g_01536
OG0001252	Praf.g_02418	Prad.g_01855
OG0001253	Praf.g_02437	Prad.g_01841
OG0001254	Praf.g_02280	Prad.g_01710
OG0001255	Praf.g_02055	Prad.g_01658
OG0001257	Praf.g_00597	Prad.g_00025
OG0001258	Praf.g_00615	Prad.g_00131
OG0001259	Praf.g_00738	Prad.g_01379
OG0001261	Praf.g_01591	Prad.g_01181
OG0001262	Praf.g_01614	Prad.g_00297
OG0001264	Praf.g_01460	Prad.g_00246
OG0001265	Praf.g_01333	Prad.g_00137
OG0001266	Praf.g_00991	Prad.g_00995
OG0001267	Praf.g_01134	Prad.g_01512
OG0001268	Praf.g_00852	Prad.g_01499
OG0001269	Praf.g_01893	Prad.g_00611
OG0001270	Praf.g_00976	Prad.g_00474
OG0001271	Praf.g_00535	Prad.g_00463
OG0001272	Praf.g_01248	Prad.g_00421
OG0001273	Praf.g_00639	Prad.g_00420
OG0001274	Praf.g_01145	Prad.g_00415
OG0001275	Praf.g_01950	Prad.g_00397
OG0001276	Praf.g_01484	Prad.g_00384
OG0001278	Praf.g_00492	Prad.g_00949
OG0001279	Praf.g_00487	Prad.g_00945
OG0001280	Praf.g_00484	Prad.g_00942
OG0001281	Praf.g_02197	Prad.g_00876
OG0001282	Praf.g_00474	Prad.g_00851
OG0001283	Praf.g_02392	Prad.g_00769
OG0001285	Praf.g_00058	Prad.g_01591
OG0001286	Praf.g_02768	Prad.g_01546
OG0001287	Praf.g_01095	Prad.g_01299
OG0001288	Praf.g_01988	Prad.g_00070
OG0001290	Praf.g_00036	Prad.g_01956
OG0001291	Praf.g_00318	Prad.g_01922
OG0001292	Praf.g_00315	Prad.g_01919
OG0001293	Praf.g_00313	Prad.g_01917
OG0001294	Praf.g_00260	Prad.g_01900
OG0001296	Praf.g_02402	Prad.g_01868
OG0001298	Praf.g_02206	Prad.g_01748
OG0001299	Praf.g_02234, Praf.g_02225, Praf.g_02218	Prad.g_01739
OG0001301	Praf.g_01694	Prad.g_01426
OG0001303	Praf.g_01853	Prad.g_01100
OG0001304	Praf.g_01284	Prad.g_01027
OG0001305	Praf.g_01278	Prad.g_01022
OG0001306	Praf.g_02752	Prad.g_00988
OG0001307	Praf.g_01473	Prad.g_00979
OG0001309	Praf.g_00055	Prad.g_00649
OG0001310	Praf.g_01002, Praf.g_02648	Prad.g_00660
OG0001311	Praf.g_00926	Prad.g_01467
OG0001312	Praf.g_01894	Prad.g_00610
OG0001313	Praf.g_00017	Prad.g_00417
OG0001314	Praf.g_00454	Prad.g_00918
OG0001315	Praf.g_00403	Prad.g_00883
OG0001316	Praf.g_02387	Prad.g_00773
OG0001318	Praf.g_02429	Prad.g_01852
OG0001319	Praf.g_00387	Prad.g_01753
OG0001320	Praf.g_00676	Prad.g_00039
OG0001322	Praf.g_01257	Prad.g_01126
OG0001323	Praf.g_01640	Prad.g_01003
OG0001324	Praf.g_00969	Prad.g_00971
OG0001326	Praf.g_01082	Prad.g_00338
OG0001327	Praf.g_00805	Prad.g_00340
OG0001328	Praf.g_00789	Prad.g_00623
OG0001329	Praf.g_02762	Prad.g_00574
OG0001330	Praf.g_00497	Prad.g_00424
OG0001331	Praf.g_00486	Prad.g_00944
OG0001332	Praf.g_00426	Prad.g_00894
OG0001333	Praf.g_02111	Prad.g_00803
OG0001334	Praf.g_00176	Prad.g_01629
OG0001335	Praf.g_00061	Prad.g_01593
OG0001336	Praf.g_02404	Prad.g_01865
OG0001337	Praf.g_00217	Prad.g_01875
OG0001339	Praf.g_02522	Prad.g_01788
OG0001340	Praf.g_02211	Prad.g_01743
OG0001341	Praf.g_02252	Prad.g_01730
OG0001342	Praf.g_02279	Prad.g_01711
OG0001343	Praf.g_02048	Prad.g_01652
OG0001344	Praf.g_01750	Prad.g_00731
OG0001345	Praf.g_01991	Prad.g_00668
OG0001346	Praf.g_01910	Prad.g_00035
OG0001347	Praf.g_00601	Prad.g_00021
OG0001348	Praf.g_00624	Prad.g_00125
OG0001351	Praf.g_00722	Prad.g_01366
OG0001353	Praf.g_02550	Prad.g_01277
OG0001355	Praf.g_01598	Prad.g_00307
OG0001357	Praf.g_01351	Prad.g_00158
OG0001358	Praf.g_01334	Prad.g_00138
OG0001359	Praf.g_01037	Prad.g_01525
OG0001360	Praf.g_01038	Prad.g_01524
OG0001361	Praf.g_00893	Prad.g_01445
OG0001362	Praf.g_01769	Prad.g_01216
OG0001366	Praf.g_00436	Prad.g_00904
OG0001367	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090	Prad.g_00862
OG0001368	Praf.g_00160	Prad.g_01622
OG0001375	Praf.g_02414	Prad.g_01858
OG0001378	Praf.g_02269	Prad.g_01719
OG0001380	Praf.g_00819	Prad.g_01980
OG0001381	Praf.g_01958	Prad.g_00053
OG0001384	Praf.g_00642	Prad.g_00110
OG0001396	Praf.g_01431	Prad.g_00154
OG0001410	Praf.g_02569	Prad.g_00395
OG0001412	Praf.g_01421	Prad.g_00205
OG0001413	Praf.g_00356, Praf.g_01078	Prad.g_01213
OG0001415	Praf.g_02074	Prad.g_01665
OG0001416	Praf.g_00644	Prad.g_00108
OG0001425	Praf.g_01298	Prad.g_00403
OG0001426	Praf.g_02763	Prad.g_01550
OG0001437	Praf.g_01931, Praf.g_01933	Prad.g_01045
OG0001438	Praf.g_01665	Prad.g_01409
OG0001439	Praf.g_01588, Praf.g_01589	Prad.g_01178
OG0001442	Praf.g_00960	Prad.g_00663
OG0001451	Praf.g_00331	Prad.g_00546
OG0001452	Praf.g_02673	Prad.g_01573
OG0001453	Praf.g_01085	Prad.g_00378
OG0001455	Praf.g_00966	Prad.g_01191
OG0001456	Praf.g_00737	Prad.g_01378
OG0001466	Praf.g_01297	Prad.g_00348
OG0001467	Praf.g_01791	Prad.g_00518
OG0001470	Praf.g_02333	Prad.g_01671
OG0001472	Praf.g_01231	Prad.g_00286
OG0001474	Praf.g_02731	Prad.g_00275
OG0001475	Praf.g_02678	Prad.g_01010
OG0001476	Praf.g_02677	Prad.g_01009
OG0001477	Praf.g_02676	Prad.g_01008
OG0001478	Praf.g_01130	Prad.g_01002
OG0001479	Praf.g_00936	Prad.g_00976
OG0001480	Praf.g_01997	Prad.g_00634
OG0001481	Praf.g_00883	Prad.g_01480
OG0001483	Praf.g_00803	Prad.g_00364
OG0001486	Praf.g_01500	Prad.g_00225
OG0001489	Praf.g_02647, Praf.g_02091	Prad.g_00734
OG0001492	Praf.g_02169	Prad.g_01179
OG0001493	Praf.g_02732	Prad.g_00274
OG0001494	Praf.g_02733	Prad.g_00273
OG0001495	Praf.g_02734	Prad.g_00272
OG0001496	Praf.g_02735	Prad.g_00271
OG0001497	Praf.g_02736	Prad.g_00270
OG0001498	Praf.g_02737	Prad.g_00269
OG0001499	Praf.g_02738	Prad.g_00268
OG0001500	Praf.g_02739	Prad.g_00267
OG0001501	Praf.g_02740	Prad.g_00266
OG0001502	Praf.g_02741	Prad.g_00265
OG0001503	Praf.g_02742	Prad.g_00264
OG0001504	Praf.g_01496	Prad.g_00230
OG0001508	Praf.g_00977	Prad.g_00412
OG0001513	Praf.g_00246, Praf.g_01768	Prad.g_01888
OG0001525	Praf.g_00792	Prad.g_00048
OG0001529	Praf.g_01193	Prad.g_00316
OG0001532	Praf.g_00043	Prad.g_01952
OG0001542	Praf.g_00345	Prad.g_00407
OG0001544	Praf.g_02007	Prad.g_00082
OG0001546	Praf.g_01593	Prad.g_01046
OG0001574	Praf.g_01094	Prad.g_00315
OG0001590	Praf.g_02294	Prad.g_01698
OG0001592	Praf.g_00353	Prad.g_00702
OG0001593	Praf.g_01578	Prad.g_00047
OG0001596	Praf.g_00545	Prad.g_01097
OG0001598	Praf.g_00953	Prad.g_00257
OG0001605	Praf.g_02174	Prad.g_00857
OG0001621	Praf.g_02092	Prad.g_01106
OG0001623	Praf.g_02050	Prad.g_01654
OG0001683	Praf.g_00085, Praf.g_00130	Prad.g_01978
OG0001694	Praf.g_02600, Praf.g_02371	Prad.g_01186
OG0001714	Praf.g_01852	Prad.g_00573
OG0001792	Praf.g_00086, Praf.g_00131	Prad.g_01979
OG0001793	Praf.g_00084	Prad.g_01977
OG0001875	Praf.g_01581	Prad.g_00679
OG0001876	Praf.g_01442	Prad.g_00682
OG0001916	Praf.g_00018	Prad.g_01040
OG0001917	Praf.g_00019	Prad.g_01041
OG0001918	Praf.g_02564	Prad.g_01322
OG0001955	Praf.g_01120	Prad.g_01209
OG0001994	Praf.g_02425	Prad.g_00089
OG0002032	Praf.g_01943	Prad.g_00367
