Orthogroup	Prbb	Prak
OG0001095	Prbb.g_01965	Prak.g_01744
OG0001096	Prbb.g_01966	Prak.g_01745
OG0001097	Prbb.g_01967	Prak.g_01746
OG0001098	Prbb.g_01968	Prak.g_01747
OG0001099	Prbb.g_01969	Prak.g_01748
OG0001100	Prbb.g_01970	Prak.g_01749
OG0001101	Prbb.g_01971	Prak.g_01750
OG0001102	Prbb.g_01972	Prak.g_01751
OG0001103	Prbb.g_01973	Prak.g_01752
OG0001104	Prbb.g_01974	Prak.g_01753
OG0001105	Prbb.g_01975	Prak.g_01754
OG0001106	Prbb.g_01976	Prak.g_01755
OG0001107	Prbb.g_01977	Prak.g_01756
OG0001108	Prbb.g_01978	Prak.g_01757
OG0001109	Prbb.g_01979	Prak.g_01758
OG0001110	Prbb.g_01980	Prak.g_01759
OG0001111	Prbb.g_01981	Prak.g_01760
OG0001112	Prbb.g_01982	Prak.g_01761
OG0001113	Prbb.g_01983	Prak.g_01762
OG0001114	Prbb.g_01984	Prak.g_01763
OG0001115	Prbb.g_01985	Prak.g_01764
OG0001116	Prbb.g_01986	Prak.g_01765
OG0001117	Prbb.g_01987	Prak.g_01766
OG0001118	Prbb.g_01988	Prak.g_01767
OG0001119	Prbb.g_01989	Prak.g_01768
OG0001120	Prbb.g_01990	Prak.g_01769
OG0001121	Prbb.g_01992	Prak.g_01771
OG0001122	Prbb.g_01993	Prak.g_01772
OG0001123	Prbb.g_01994	Prak.g_01773
OG0001124	Prbb.g_01996	Prak.g_01775
OG0001125	Prbb.g_01998	Prak.g_01777
OG0001126	Prbb.g_01999	Prak.g_01778
OG0001127	Prbb.g_02002	Prak.g_01781
OG0001128	Prbb.g_02003	Prak.g_01782
OG0001129	Prbb.g_02004	Prak.g_01783
OG0001130	Prbb.g_02007	Prak.g_01786
OG0001131	Prbb.g_02008	Prak.g_01787
OG0001132	Prbb.g_02009	Prak.g_01788
OG0001133	Prbb.g_02010	Prak.g_01789
OG0001134	Prbb.g_02011	Prak.g_01790
OG0001135	Prbb.g_02012	Prak.g_01791
OG0001136	Prbb.g_02013	Prak.g_01792
OG0001137	Prbb.g_02014	Prak.g_01793
OG0001138	Prbb.g_02015	Prak.g_01794
OG0001139	Prbb.g_02017	Prak.g_01796
OG0001140	Prbb.g_02018	Prak.g_01797
OG0001141	Prbb.g_02019	Prak.g_01798
OG0001142	Prbb.g_02024	Prak.g_01802
OG0001143	Prbb.g_02025	Prak.g_01803
OG0001144	Prbb.g_02026	Prak.g_01804
OG0001145	Prbb.g_02027	Prak.g_01805
OG0001146	Prbb.g_02028	Prak.g_01806
OG0001147	Prbb.g_02029	Prak.g_01807
OG0001148	Prbb.g_02030	Prak.g_01808
OG0001149	Prbb.g_02031	Prak.g_01810
OG0001150	Prbb.g_02032	Prak.g_01811
OG0001151	Prbb.g_02035	Prak.g_01815
OG0001152	Prbb.g_02036	Prak.g_01816
OG0001153	Prbb.g_02037	Prak.g_01817
OG0001154	Prbb.g_02039	Prak.g_01819
OG0001155	Prbb.g_02041	Prak.g_01821
OG0001156	Prbb.g_02043	Prak.g_01823
OG0001157	Prbb.g_02045	Prak.g_01825
OG0001158	Prbb.g_02047	Prak.g_01827
OG0001159	Prbb.g_02048	Prak.g_01828
OG0001160	Prbb.g_02049	Prak.g_01829
OG0001161	Prbb.g_02050	Prak.g_01830
OG0001162	Prbb.g_02051	Prak.g_01831
OG0001163	Prbb.g_02052	Prak.g_01832
OG0001164	Prbb.g_02053	Prak.g_01833
OG0001165	Prbb.g_02054	Prak.g_01834
OG0001166	Prbb.g_02055	Prak.g_01835
OG0001167	Prbb.g_02056	Prak.g_01837
OG0001168	Prbb.g_02057	Prak.g_01838
OG0001169	Prbb.g_02058	Prak.g_01839
OG0001170	Prbb.g_02059	Prak.g_01840
OG0001171	Prbb.g_02060	Prak.g_01841
OG0001172	Prbb.g_02062	Prak.g_01843
OG0001173	Prbb.g_02064	Prak.g_01845
OG0001174	Prbb.g_02065	Prak.g_01846
OG0001175	Prbb.g_02066	Prak.g_01847
OG0001176	Prbb.g_02068	Prak.g_01849
OG0001177	Prbb.g_02070	Prak.g_01851
OG0001178	Prbb.g_02074	Prak.g_01854
OG0001179	Prbb.g_02075	Prak.g_01855
OG0001180	Prbb.g_02076	Prak.g_01856
OG0001181	Prbb.g_02077	Prak.g_01857
OG0001182	Prbb.g_02078	Prak.g_01858
OG0001183	Prbb.g_02079	Prak.g_01859
OG0001184	Prbb.g_02097	Prak.g_01861
OG0001185	Prbb.g_02099	Prak.g_01863
OG0001186	Prbb.g_02100	Prak.g_01864
OG0001187	Prbb.g_02101	Prak.g_01865
OG0001188	Prbb.g_02102	Prak.g_01866
OG0001189	Prbb.g_02103	Prak.g_01867
OG0001190	Prbb.g_02104	Prak.g_01868
OG0001191	Prbb.g_02105	Prak.g_01869
OG0001192	Prbb.g_02106	Prak.g_01870
OG0001193	Prbb.g_02107	Prak.g_01871
OG0001194	Prbb.g_02108	Prak.g_01872
OG0001195	Prbb.g_02109	Prak.g_01873
OG0001196	Prbb.g_02110	Prak.g_01874
OG0001197	Prbb.g_02111	Prak.g_01875
OG0001198	Prbb.g_02112	Prak.g_01876
OG0001199	Prbb.g_02113	Prak.g_01877
OG0001200	Prbb.g_02114	Prak.g_01878
OG0001201	Prbb.g_02115	Prak.g_01879
OG0001202	Prbb.g_02116	Prak.g_01880
OG0001203	Prbb.g_02118	Prak.g_01882
OG0001204	Prbb.g_02120	Prak.g_01884
OG0001205	Prbb.g_02122	Prak.g_01886
OG0001206	Prbb.g_02123	Prak.g_01887
OG0001207	Prbb.g_02124	Prak.g_01888
OG0001208	Prbb.g_02125	Prak.g_01889
OG0001209	Prbb.g_02126	Prak.g_01890
OG0001210	Prbb.g_02127	Prak.g_01891
OG0001211	Prbb.g_02128	Prak.g_01892
OG0001212	Prbb.g_02129	Prak.g_01893
OG0001213	Prbb.g_02130	Prak.g_01894
OG0001214	Prbb.g_02132	Prak.g_01896
OG0001215	Prbb.g_02133	Prak.g_01897
OG0001216	Prbb.g_02134	Prak.g_01898
OG0001217	Prbb.g_02135	Prak.g_01899
OG0001218	Prbb.g_02136	Prak.g_01900
OG0001219	Prbb.g_02139	Prak.g_01903
OG0001220	Prbb.g_02140	Prak.g_01904
OG0001221	Prbb.g_02145	Prak.g_01908
OG0001222	Prbb.g_02146	Prak.g_01909
OG0001223	Prbb.g_02147	Prak.g_01910
OG0001224	Prbb.g_02149	Prak.g_01912
OG0001225	Prbb.g_02150	Prak.g_01913
OG0001226	Prbb.g_02151	Prak.g_01914
OG0001227	Prbb.g_02152	Prak.g_01915
OG0001228	Prbb.g_02153	Prak.g_01916
OG0001229	Prbb.g_02154	Prak.g_01917
OG0001230	Prbb.g_02155	Prak.g_01918
OG0001231	Prbb.g_02156	Prak.g_01919
OG0001232	Prbb.g_02164	Prak.g_01922
OG0001233	Prbb.g_02165	Prak.g_01923
OG0001234	Prbb.g_02166	Prak.g_01924
OG0001235	Prbb.g_02167	Prak.g_01925
OG0001236	Prbb.g_02169	Prak.g_01927
OG0001237	Prbb.g_02170	Prak.g_01928
OG0001238	Prbb.g_02173	Prak.g_01931
OG0001239	Prbb.g_02174	Prak.g_01932
OG0001240	Prbb.g_02175	Prak.g_01933
OG0001241	Prbb.g_02178	Prak.g_01936
OG0001242	Prbb.g_02180	Prak.g_01937
OG0001243	Prbb.g_02181	Prak.g_01938
OG0001244	Prbb.g_02182	Prak.g_01939
OG0001245	Prbb.g_02183	Prak.g_01940
OG0001246	Prbb.g_02185	Prak.g_01941
OG0001247	Prbb.g_02186	Prak.g_01942
OG0001248	Prbb.g_02187	Prak.g_01943
OG0001249	Prbb.g_02188	Prak.g_01944
OG0001250	Prbb.g_02189	Prak.g_01945
OG0001251	Prbb.g_00147	Prak.g_00096
OG0001252	Prbb.g_00195	Prak.g_00146
OG0001253	Prbb.g_00207	Prak.g_00161
OG0001255	Prbb.g_00393	Prak.g_00355
OG0001257	Prbb.g_00487	Prak.g_00443
OG0001258	Prbb.g_00502	Prak.g_00459
OG0001259	Prbb.g_00590	Prak.g_00551
OG0001260	Prbb.g_01027, Prbb.g_01446	Prak.g_00935
OG0001261	Prbb.g_00818	Prak.g_00881
OG0001262	Prbb.g_01370	Prak.g_00898
OG0001263	Prbb.g_00909	Prak.g_01193
OG0001264	Prbb.g_00931	Prak.g_00769
OG0001265	Prbb.g_01043	Prak.g_01016
OG0001267	Prbb.g_01534	Prak.g_01190
OG0001268	Prbb.g_01520	Prak.g_01175
OG0001269	Prbb.g_01609	Prak.g_01304
OG0001270	Prbb.g_01727	Prak.g_01434
OG0001271	Prbb.g_01739	Prak.g_01447
OG0001272	Prbb.g_01371	Prak.g_00609
OG0001273	Prbb.g_00522	Prak.g_01508
OG0001274	Prbb.g_01778	Prak.g_01526
OG0001275	Prbb.g_01086	Prak.g_01247
OG0001276	Prbb.g_01781	Prak.g_01037
OG0001277	Prbb.g_01790, Prbb.g_01899	Prak.g_01604
OG0001278	Prbb.g_01815	Prak.g_01636
OG0001279	Prbb.g_01819	Prak.g_01640
OG0001280	Prbb.g_01822	Prak.g_01643
OG0001281	Prbb.g_01926	Prak.g_01713
OG0001282	Prbb.g_01279	Prak.g_01650
OG0001283	Prbb.g_02042	Prak.g_01822
OG0001284	Prbb.g_02073	Prak.g_01853
OG0001285	Prbb.g_02119	Prak.g_01883
OG0001286	Prbb.g_02177	Prak.g_01935
OG0001287	Prbb.g_01180	Prak.g_01527
OG0001288	Prbb.g_00442	Prak.g_00399
OG0001290	Prbb.g_00031	Prak.g_00031
OG0001291	Prbb.g_00126	Prak.g_00076
OG0001292	Prbb.g_00129	Prak.g_00079
OG0001293	Prbb.g_00131	Prak.g_00081
OG0001294	Prbb.g_00148	Prak.g_00097
OG0001295	Prbb.g_00176	Prak.g_00127
OG0001296	Prbb.g_00183	Prak.g_00134
OG0001297	Prbb.g_00256	Prak.g_00212
OG0001298	Prbb.g_00301	Prak.g_00260
OG0001299	Prbb.g_00308	Prak.g_00269
OG0001300	Prbb.g_01077	Prak.g_01257
OG0001301	Prbb.g_00638	Prak.g_01106
OG0001302	Prbb.g_01800	Prak.g_01534, Prak.g_01576
OG0001303	Prbb.g_00754	Prak.g_01235
OG0001304	Prbb.g_01061	Prak.g_00929
OG0001305	Prbb.g_01066	Prak.g_00924
OG0001306	Prbb.g_02163	Prak.g_01921
OG0001307	Prbb.g_00940	Prak.g_01258
OG0001308	Prbb.g_01071	Prak.g_01498
OG0001309	Prbb.g_02121	Prak.g_01885
OG0001310	Prbb.g_01247	Prak.g_00727
OG0001311	Prbb.g_01483	Prak.g_01139
OG0001312	Prbb.g_01610	Prak.g_01303
OG0001313	Prbb.g_00758	Prak.g_00384
OG0001314	Prbb.g_01844	Prak.g_01668
OG0001315	Prbb.g_01879	Prak.g_01703
OG0001316	Prbb.g_02038	Prak.g_01818
OG0001318	Prbb.g_00199	Prak.g_00149
OG0001319	Prbb.g_00295	Prak.g_00254
OG0001320	Prbb.g_01542	Prak.g_01514
OG0001322	Prbb.g_00747	Prak.g_01221
OG0001323	Prbb.g_00921	Prak.g_00758
OG0001324	Prbb.g_01433	Prak.g_00632
OG0001325	Prbb.g_01325	Prak.g_00671
OG0001326	Prbb.g_01207	Prak.g_01522
OG0001327	Prbb.g_01579	Prak.g_01497
OG0001328	Prbb.g_01591	Prak.g_01282
OG0001329	Prbb.g_02171	Prak.g_01930
OG0001330	Prbb.g_01774	Prak.g_01480
OG0001331	Prbb.g_01820	Prak.g_01641
OG0001332	Prbb.g_01868	Prak.g_01692
OG0001333	Prbb.g_02005	Prak.g_01784
OG0001334	Prbb.g_02063	Prak.g_01844
OG0001335	Prbb.g_02117	Prak.g_01881
OG0001336	Prbb.g_00186	Prak.g_00136
OG0001338	Prbb.g_01103	Prak.g_01296
OG0001349	Prbb.g_00513	Prak.g_00470
OG0001350	Prbb.g_00518	Prak.g_00475
OG0001352	Prbb.g_00687	Prak.g_00809
OG0001356	Prbb.g_00912	Prak.g_00746
OG0001359	Prbb.g_01892	Prak.g_01555
OG0001360	Prbb.g_01893	Prak.g_01556
OG0001362	Prbb.g_01196	Prak.g_00668
OG0001364	Prbb.g_01759	Prak.g_01466
OG0001365	Prbb.g_00955	Prak.g_00061
OG0001368	Prbb.g_02072	Prak.g_01852
OG0001369	Prbb.g_01044	Prak.g_01017
OG0001370	Prbb.g_01193, Prbb.g_01213	Prak.g_00633, Prak.g_00699, Prak.g_01252
OG0001371	Prbb.g_00122	Prak.g_00071
OG0001372	Prbb.g_00123	Prak.g_00073
OG0001373	Prbb.g_00130	Prak.g_00080
OG0001374	Prbb.g_00142	Prak.g_00091
OG0001376	Prbb.g_00291	Prak.g_00250
OG0001377	Prbb.g_00312	Prak.g_00274
OG0001379	Prbb.g_01725	Prak.g_01432
OG0001380	Prbb.g_01073	Prak.g_00825
OG0001381	Prbb.g_00459	Prak.g_00419
OG0001382	Prbb.g_00467	Prak.g_00425
OG0001383	Prbb.g_00515	Prak.g_00472
OG0001385	Prbb.g_00669	Prak.g_01075
OG0001386	Prbb.g_00679	Prak.g_00801
OG0001387	Prbb.g_00681	Prak.g_00803
OG0001388	Prbb.g_00692	Prak.g_00814
OG0001389	Prbb.g_00718	Prak.g_01058
OG0001390	Prbb.g_00086	Prak.g_01227
OG0001391	Prbb.g_00957	Prak.g_00939
OG0001392	Prbb.g_00911	Prak.g_00745
OG0001393	Prbb.g_00913	Prak.g_00747
OG0001394	Prbb.g_00937	Prak.g_00775
OG0001395	Prbb.g_00941	Prak.g_00778
OG0001396	Prbb.g_01388	Prak.g_01607
OG0001397	Prbb.g_01052	Prak.g_01028
OG0001398	Prbb.g_00888	Prak.g_00916
OG0001399	Prbb.g_00910	Prak.g_00737
OG0001400	Prbb.g_00903	Prak.g_01244
OG0001401	Prbb.g_01139	Prak.g_00732
OG0001402	Prbb.g_01532	Prak.g_01187
OG0001403	Prbb.g_01587	Prak.g_01278
OG0001404	Prbb.g_01116	Prak.g_01031
OG0001405	Prbb.g_01640	Prak.g_01330
OG0001406	Prbb.g_01726	Prak.g_01433
OG0001407	Prbb.g_01730	Prak.g_01436
OG0001408	Prbb.g_01775	Prak.g_01481
OG0001409	Prbb.g_01141	Prak.g_01566
OG0001410	Prbb.g_01125	Prak.g_01512
OG0001412	Prbb.g_00969	Prak.g_00953
OG0001414	Prbb.g_02023	Prak.g_01225
OG0001417	Prbb.g_00680	Prak.g_00802
OG0001418	Prbb.g_01179	Prak.g_00680
OG0001419	Prbb.g_00961	Prak.g_00945
OG0001420	Prbb.g_01913	Prak.g_00749
OG0001421	Prbb.g_00918	Prak.g_00754
OG0001422	Prbb.g_00740	Prak.g_00663
OG0001423	Prbb.g_01223	Prak.g_00659
OG0001424	Prbb.g_01895	Prak.g_01484
OG0001427	Prbb.g_01796	Prak.g_01581
OG0001429	Prbb.g_01001	Prak.g_00983
OG0001431	Prbb.g_00902	Prak.g_00730
OG0001432	Prbb.g_00750	Prak.g_01243
OG0001434	Prbb.g_01432	Prak.g_01605
OG0001434	Prbb.g_01270	Prak.g_01519
OG0001435	Prbb.g_01113	Prak.g_01208
OG0001436	Prbb.g_01164	Prak.g_01633
OG0001444	Prbb.g_01496	Prak.g_01152
OG0001445	Prbb.g_01634	Prak.g_01542
OG0001446	Prbb.g_01635	Prak.g_01543
OG0001447	Prbb.g_01636	Prak.g_01198
OG0001448	Prbb.g_00732	Prak.g_01537
OG0001449	Prbb.g_00876	Prak.g_01353
OG0001450	Prbb.g_01886, Prbb.g_01556, Prbb.g_00881, Prbb.g_00883	Prak.g_01569, Prak.g_01599
OG0001451	Prbb.g_01665, Prbb.g_01664	Prak.g_00645
OG0001452	Prbb.g_02138	Prak.g_01902
OG0001455	Prbb.g_01112	Prak.g_00650
OG0001456	Prbb.g_00390	Prak.g_00550
OG0001458	Prbb.g_01272	Prak.g_00654
OG0001459	Prbb.g_00115	Prak.g_01324
OG0001461	Prbb.g_00773	Prak.g_01065
OG0001465	Prbb.g_00901	Prak.g_01236
OG0001466	Prbb.g_01248	Prak.g_01496
OG0001469	Prbb.g_01519	Prak.g_01174
OG0001473	Prbb.g_00956	Prak.g_00938
OG0001482	Prbb.g_00464	Prak.g_01549
OG0001486	Prbb.g_00953	Prak.g_00790
OG0001487	Prbb.g_00625	Prak.g_00586
OG0001492	Prbb.g_00816	Prak.g_00879
OG0001504	Prbb.g_00948	Prak.g_00785
OG0001505	Prbb.g_01281	Prak.g_01532
OG0001520	Prbb.g_01163	Prak.g_01632
OG0001522	Prbb.g_01338	Prak.g_00710, Prak.g_01565
OG0001526	Prbb.g_00916	Prak.g_00752
OG0001530	Prbb.g_01162	Prak.g_01631
OG0001531	Prbb.g_01176	Prak.g_00683, Prak.g_00657
OG0001535	Prbb.g_00846	Prak.g_00910
OG0001541	Prbb.g_00857	Prak.g_00695
OG0001544	Prbb.g_01210	Prak.g_01531
OG0001545	Prbb.g_00928	Prak.g_00766
OG0001546	Prbb.g_00820	Prak.g_00883
OG0001547	Prbb.g_01295	Prak.g_00634, Prak.g_00700
OG0001548	Prbb.g_02021	Prak.g_00673, Prak.g_01231
OG0001558	Prbb.g_01220	Prak.g_00711
OG0001579	Prbb.g_00875	Prak.g_01367
OG0001587	Prbb.g_01437	Prak.g_00057
OG0001588	Prbb.g_01896	Prak.g_01233
OG0001593	Prbb.g_01235	Prak.g_00424
OG0001608	Prbb.g_01949	Prak.g_01500
OG0001617	Prbb.g_00877	Prak.g_01373
OG0001618	Prbb.g_01211	Prak.g_01253
OG0001622	Prbb.g_01412	Prak.g_00688
OG0001632	Prbb.g_01253	Prak.g_01491
OG0001633	Prbb.g_01914	Prak.g_01499
OG0001634	Prbb.g_01413	Prak.g_00689
OG0001635	Prbb.g_01414	Prak.g_00690
OG0001636	Prbb.g_01415	Prak.g_00691
OG0001714	Prbb.g_01724	Prak.g_01431
OG0001715	Prbb.g_02067	Prak.g_01848
OG0001716	Prbb.g_01485	Prak.g_01141
OG0001717	Prbb.g_01084	Prak.g_00742
OG0001718	Prbb.g_00113	Prak.g_00736
OG0001719	Prbb.g_00395	Prak.g_00357
OG0001720	Prbb.g_00863	Prak.g_00060
OG0001721	Prbb.g_01202	Prak.g_00631, Prak.g_01513
OG0001736	Prbb.g_00949	Prak.g_00786
OG0001737	Prbb.g_00056	Prak.g_00041
OG0001738	Prbb.g_00167	Prak.g_00118
OG0001739	Prbb.g_00166	Prak.g_00117
OG0001740	Prbb.g_00165	Prak.g_00116
OG0001741	Prbb.g_00155	Prak.g_00105
OG0001742	Prbb.g_01801	Prak.g_01229
OG0001743	Prbb.g_00296	Prak.g_00255
OG0001744	Prbb.g_01866	Prak.g_01690
OG0001745	Prbb.g_00569	Prak.g_00526
OG0001746	Prbb.g_01599	Prak.g_01291
OG0001747	Prbb.g_01503	Prak.g_01159
OG0001748	Prbb.g_00699	Prak.g_00820
OG0001749	Prbb.g_00688	Prak.g_00810
OG0001750	Prbb.g_01053	Prak.g_01029
OG0001751	Prbb.g_01046	Prak.g_01019
OG0001752	Prbb.g_01041	Prak.g_01013
OG0001753	Prbb.g_00987	Prak.g_00969
OG0001754	Prbb.g_01056	Prak.g_00934
OG0001755	Prbb.g_00945	Prak.g_00782
OG0001756	Prbb.g_00788	Prak.g_00850
OG0001757	Prbb.g_00092	Prak.g_01525
OG0001758	Prbb.g_01621	Prak.g_00899
OG0001759	Prbb.g_00842	Prak.g_00906
OG0001760	Prbb.g_00923	Prak.g_00760
OG0001761	Prbb.g_00676	Prak.g_00799
OG0001762	Prbb.g_00666	Prak.g_01078
OG0001763	Prbb.g_00178	Prak.g_00129
OG0001764	Prbb.g_00417	Prak.g_00380
OG0001765	Prbb.g_00383	Prak.g_00348
OG0001766	Prbb.g_00382	Prak.g_00347
OG0001767	Prbb.g_00381	Prak.g_00346
OG0001768	Prbb.g_00380	Prak.g_00345
OG0001769	Prbb.g_00379	Prak.g_00344
OG0001770	Prbb.g_02016	Prak.g_01795
OG0001771	Prbb.g_02000	Prak.g_01779
OG0001772	Prbb.g_00188	Prak.g_00138
OG0001773	Prbb.g_00709	Prak.g_00064
OG0001774	Prbb.g_00236	Prak.g_00192
OG0001775	Prbb.g_00242	Prak.g_00198
OG0001776	Prbb.g_00896	Prak.g_01263
OG0001777	Prbb.g_02137	Prak.g_01901
OG0001778	Prbb.g_02141	Prak.g_01905
OG0001779	Prbb.g_02142	Prak.g_01906
OG0001780	Prbb.g_00894	Prak.g_01024
OG0001781	Prbb.g_02148	Prak.g_01911
OG0001782	Prbb.g_02162	Prak.g_01920
OG0001799	Prbb.g_00905	Prak.g_01485
OG0001800	Prbb.g_00050	Prak.g_01577
OG0001801	Prbb.g_01386	Prak.g_01222
OG0001802	Prbb.g_01565	Prak.g_00675
OG0001803	Prbb.g_01035	Prak.g_01006
OG0001805	Prbb.g_00104, Prbb.g_01075	Prak.g_00743
OG0001831	Prbb.g_01522	Prak.g_01177
OG0001832	Prbb.g_01509	Prak.g_01165
OG0001834	Prbb.g_01079	Prak.g_00674
OG0001835	Prbb.g_01410, Prbb.g_01299	Prak.g_00605
OG0001836	Prbb.g_01633	Prak.g_01199
OG0001843	Prbb.g_00858	Prak.g_00696
OG0001852	Prbb.g_01382	Prak.g_00708
OG0001853	Prbb.g_01572	Prak.g_01623
OG0001889	Prbb.g_01573	Prak.g_01622
OG0001890	Prbb.g_01574	Prak.g_01621
OG0001903	Prbb.g_01251	Prak.g_01625
OG0001904	Prbb.g_01798	Prak.g_01533
OG0001922	Prbb.g_01184	Prak.g_00682
OG0001926	Prbb.g_00098	Prak.g_00653
OG0001927	Prbb.g_00106	Prak.g_00738
OG0001928	Prbb.g_00385	Prak.g_00351
OG0001929	Prbb.g_00471	Prak.g_00429
OG0001930	Prbb.g_00500	Prak.g_00457
OG0001931	Prbb.g_00712	Prak.g_00836
OG0001932	Prbb.g_00728	Prak.g_01048
OG0001933	Prbb.g_00850	Prak.g_01523
OG0001934	Prbb.g_00915	Prak.g_00750
OG0001935	Prbb.g_01072	Prak.g_01034
OG0001936	Prbb.g_01143	Prak.g_00681
OG0001937	Prbb.g_01276	Prak.g_00676
OG0001938	Prbb.g_01283	Prak.g_00718
OG0001939	Prbb.g_01307	Prak.g_00302
OG0001941	Prbb.g_01453	Prak.g_00598
OG0001942	Prbb.g_01454	Prak.g_00597
OG0001943	Prbb.g_01548	Prak.g_01205
OG0001944	Prbb.g_01764	Prak.g_01471
OG0001945	Prbb.g_01891	Prak.g_01554
OG0001946	Prbb.g_01918	Prak.g_01203
OG0001947	Prbb.g_01950	Prak.g_00693
OG0001948	Prbb.g_02033	Prak.g_01812
OG0001975	Prbb.g_00105	Prak.g_01032
OG0001976	Prbb.g_01489	Prak.g_01517
OG0001977	Prbb.g_01630	Prak.g_00804
OG0001978	Prbb.g_01897	Prak.g_01619
OG0001979	Prbb.g_01916	Prak.g_01620
OG0002000	Prbb.g_01308, Prbb.g_01567	Prak.g_01616
OG0002007	Prbb.g_01015	Prak.g_00999
OG0002008	Prbb.g_01091	Prak.g_01223
OG0002009	Prbb.g_01095	Prak.g_01239
OG0002010	Prbb.g_01104	Prak.g_00713
OG0002011	Prbb.g_01142	Prak.g_01256
OG0002012	Prbb.g_01182	Prak.g_01218
OG0002013	Prbb.g_01274	Prak.g_01529
OG0002014	Prbb.g_01540	Prak.g_01195
OG0002015	Prbb.g_01797	Prak.g_00734
OG0002016	Prbb.g_01805	Prak.g_01232
OG0002018	Prbb.g_01427	Prak.g_01541
OG0002046	Prbb.g_00087	Prak.g_01602
OG0002048	Prbb.g_01361	Prak.g_01036
OG0002049	Prbb.g_01441	Prak.g_01224
OG0002050	Prbb.g_00908	Prak.g_00740
OG0002073	Prbb.g_01152	Prak.g_01629
OG0002080	Prbb.g_01561	Prak.g_00647
OG0002086	Prbb.g_01130	Prak.g_01505
OG0002087	Prbb.g_01194	Prak.g_00701
OG0002088	Prbb.g_01266	Prak.g_00658
OG0002089	Prbb.g_01341	Prak.g_00649
OG0002090	Prbb.g_01363	Prak.g_01628
OG0002092	Prbb.g_01538	Prak.g_01192
OG0002093	Prbb.g_01543	Prak.g_00733
OG0002094	Prbb.g_00884	Prak.g_01574
OG0002095	Prbb.g_01917	Prak.g_01568
OG0002158	Prbb.g_01236	Prak.g_00662
OG0002198	Prbb.g_00859	Prak.g_00697
OG0002228	Prbb.g_01042	Prak.g_01014
OG0002231	Prbb.g_00865	Prak.g_01294
OG0003032	Prbb.g_01951	Prak.g_00692
