Orthogroup	Prah	Pras
OG0001170	Prah.g_00152	Pras.g_00741
OG0001171	Prah.g_00151	Pras.g_00742
OG0001172	Prah.g_00149	Pras.g_00744
OG0001173	Prah.g_00146	Pras.g_00746
OG0001174	Prah.g_00145	Pras.g_00747
OG0001175	Prah.g_00144	Pras.g_00748
OG0001176	Prah.g_00136	Pras.g_00749
OG0001177	Prah.g_00134	Pras.g_00751
OG0001178	Prah.g_00130	Pras.g_00754
OG0001179	Prah.g_00129	Pras.g_00755
OG0001180	Prah.g_00128	Pras.g_00756
OG0001181	Prah.g_00127	Pras.g_00757
OG0001182	Prah.g_00126	Pras.g_00758
OG0001183	Prah.g_00125	Pras.g_00759
OG0001184	Prah.g_00088	Pras.g_00762
OG0001185	Prah.g_00086	Pras.g_00765
OG0001186	Prah.g_00085	Pras.g_00766
OG0001187	Prah.g_00084	Pras.g_00768
OG0001188	Prah.g_00080	Pras.g_00769
OG0001189	Prah.g_00079	Pras.g_00770
OG0001190	Prah.g_00078	Pras.g_00771
OG0001191	Prah.g_00076	Pras.g_00772
OG0001192	Prah.g_00074	Pras.g_00773
OG0001193	Prah.g_00073	Pras.g_00774
OG0001194	Prah.g_00071	Pras.g_00775
OG0001195	Prah.g_00070	Pras.g_00776
OG0001196	Prah.g_00068	Pras.g_00777
OG0001197	Prah.g_00067	Pras.g_00778
OG0001198	Prah.g_00066	Pras.g_00779
OG0001199	Prah.g_00065	Pras.g_00780
OG0001200	Prah.g_00063	Pras.g_00781
OG0001201	Prah.g_00062	Pras.g_00782
OG0001202	Prah.g_00061	Pras.g_00783
OG0001203	Prah.g_00059	Pras.g_00785
OG0001204	Prah.g_00055	Pras.g_00787
OG0001205	Prah.g_00053	Pras.g_00788
OG0001206	Prah.g_00052	Pras.g_00789
OG0001207	Prah.g_02490	Pras.g_00790
OG0001208	Prah.g_02491	Pras.g_00791
OG0001209	Prah.g_02492	Pras.g_00792
OG0001210	Prah.g_02493	Pras.g_00793
OG0001211	Prah.g_02495	Pras.g_00794
OG0001212	Prah.g_02496	Pras.g_00795
OG0001213	Prah.g_02497	Pras.g_00796
OG0001214	Prah.g_02499	Pras.g_00798
OG0001215	Prah.g_02501	Pras.g_00799
OG0001216	Prah.g_02503	Pras.g_00800
OG0001217	Prah.g_02504	Pras.g_00801
OG0001218	Prah.g_02505	Pras.g_00802
OG0001219	Prah.g_02508	Pras.g_00804
OG0001220	Prah.g_02513	Pras.g_00805
OG0001221	Prah.g_02536	Pras.g_00808
OG0001222	Prah.g_02540	Pras.g_00809
OG0001223	Prah.g_02541	Pras.g_00810
OG0001224	Prah.g_02543	Pras.g_00812
OG0001225	Prah.g_02544	Pras.g_00813
OG0001226	Prah.g_02547	Pras.g_00814
OG0001227	Prah.g_02548	Pras.g_00815
OG0001228	Prah.g_02550	Pras.g_00816
OG0001229	Prah.g_02551	Pras.g_00817
OG0001230	Prah.g_02552	Pras.g_00818
OG0001231	Prah.g_02565	Pras.g_00819
OG0001232	Prah.g_02574	Pras.g_00820
OG0001233	Prah.g_02575	Pras.g_00821
OG0001234	Prah.g_02576	Pras.g_00822
OG0001235	Prah.g_02577	Pras.g_00823
OG0001236	Prah.g_02579	Pras.g_00825
OG0001237	Prah.g_02580	Pras.g_00826
OG0001238	Prah.g_02584	Pras.g_00828
OG0001239	Prah.g_02586	Pras.g_00829
OG0001240	Prah.g_02587	Pras.g_00830
OG0001241	Prah.g_02591	Pras.g_00832
OG0001242	Prah.g_02593	Pras.g_00834
OG0001243	Prah.g_02594	Pras.g_00835
OG0001244	Prah.g_02596	Pras.g_00836
OG0001245	Prah.g_02598	Pras.g_00837
OG0001246	Prah.g_02600	Pras.g_00838
OG0001247	Prah.g_02601	Pras.g_00839
OG0001248	Prah.g_02602	Pras.g_00840
OG0001249	Prah.g_02603	Pras.g_00841
OG0001250	Prah.g_02604	Pras.g_00842
OG0001253	Prah.g_02287	Pras.g_01001
OG0001254	Prah.g_02135	Pras.g_01133
OG0001255	Prah.g_01941	Pras.g_01186
OG0001256	Prah.g_01084	Pras.g_00176
OG0001257	Prah.g_01564	Pras.g_01360
OG0001258	Prah.g_01545	Pras.g_01376
OG0001259	Prah.g_01418	Pras.g_01466
OG0001261	Prah.g_00604	Pras.g_01735
OG0001262	Prah.g_00581	Pras.g_01751
OG0001263	Prah.g_01190	Pras.g_01772
OG0001264	Prah.g_00734	Pras.g_01800
OG0001265	Prah.g_00856	Pras.g_01910
OG0001266	Prah.g_01192	Pras.g_01958
OG0001267	Prah.g_01037	Pras.g_00040
OG0001268	Prah.g_01324	Pras.g_00053
OG0001269	Prah.g_00326	Pras.g_00233
OG0001270	Prah.g_01203	Pras.g_00391
OG0001273	Prah.g_01521	Pras.g_00447
OG0001274	Prah.g_01050	Pras.g_00452
OG0001275	Prah.g_00282	Pras.g_00467
OG0001276	Prah.g_00710	Pras.g_00144
OG0001278	Prah.g_01665	Pras.g_00542
OG0001279	Prah.g_01670	Pras.g_00546
OG0001280	Prah.g_01673	Pras.g_00549
OG0001281	Prah.g_02068	Pras.g_00616
OG0001282	Prah.g_01682	Pras.g_00641
OG0001283	Prah.g_02240	Pras.g_00725
OG0001284	Prah.g_00131	Pras.g_00753
OG0001285	Prah.g_00057	Pras.g_00786
OG0001286	Prah.g_02589	Pras.g_00831
OG0001287	Prah.g_01100	Pras.g_00530
OG0001288	Prah.g_00231	Pras.g_01315
OG0001290	Prah.g_00037	Pras.g_00872
OG0001292	Prah.g_01844	Pras.g_00925
OG0001293	Prah.g_01846	Pras.g_00927
OG0001294	Prah.g_01881	Pras.g_00944
OG0001295	Prah.g_00185	Pras.g_00970
OG0001296	Prah.g_02251	Pras.g_00976
OG0001297	Prah.g_02359	Pras.g_01050
OG0001298	Prah.g_02077	Pras.g_01095
OG0001299	Prah.g_01868, Prah.g_02090	Pras.g_01104
OG0001301	Prah.g_00499	Pras.g_01513
OG0001303	Prah.g_00356	Pras.g_01657
OG0001304	Prah.g_00906	Pras.g_01925
OG0001305	Prah.g_00911	Pras.g_01930
OG0001306	Prah.g_02573	Pras.g_01966
OG0001307	Prah.g_00722	Pras.g_01975
OG0001309	Prah.g_00054	Pras.g_00003
OG0001310	Prah.g_01182	Pras.g_00014
OG0001311	Prah.g_01250	Pras.g_00084
OG0001312	Prah.g_00325	Pras.g_00234
OG0001313	Prah.g_00018	Pras.g_00450
OG0001314	Prah.g_01704	Pras.g_00573
OG0001315	Prah.g_01761	Pras.g_00608
OG0001316	Prah.g_02235	Pras.g_00721
OG0001318	Prah.g_02279	Pras.g_00992
OG0001320	Prah.g_01481	Pras.g_01345
OG0001322	Prah.g_00942	Pras.g_01682
OG0001323	Prah.g_00555	Pras.g_01950
OG0001326	Prah.g_00998	Pras.g_00175
OG0001327	Prah.g_01354	Pras.g_00177
OG0001329	Prah.g_02582	Pras.g_00270
OG0001330	Prah.g_01658	Pras.g_00443
OG0001331	Prah.g_01671	Pras.g_00547
OG0001332	Prah.g_01737	Pras.g_00597
OG0001333	Prah.g_01990	Pras.g_00691
OG0001334	Prah.g_00148	Pras.g_00745
OG0001335	Prah.g_00060	Pras.g_00784
OG0001336	Prah.g_02253	Pras.g_00979
OG0001337	Prah.g_00187	Pras.g_00969
OG0001339	Prah.g_02363	Pras.g_01054
OG0001340	Prah.g_02083	Pras.g_01100
OG0001341	Prah.g_02108	Pras.g_01113
OG0001342	Prah.g_02134	Pras.g_01132
OG0001343	Prah.g_01934	Pras.g_01192
OG0001344	Prah.g_00443	Pras.g_01231
OG0001345	Prah.g_00228	Pras.g_01312
OG0001346	Prah.g_00309	Pras.g_01350
OG0001347	Prah.g_01560	Pras.g_01364
OG0001348	Prah.g_01537	Pras.g_01382
OG0001349	Prah.g_01531	Pras.g_01387
OG0001350	Prah.g_01527	Pras.g_01392
OG0001351	Prah.g_01435	Pras.g_01453
OG0001353	Prah.g_02393	Pras.g_01579
OG0001355	Prah.g_00597	Pras.g_01741
OG0001357	Prah.g_00837	Pras.g_01888
OG0001358	Prah.g_00855	Pras.g_01909
OG0001361	Prah.g_01284	Pras.g_00107
OG0001362	Prah.g_00431	Pras.g_00152
OG0001366	Prah.g_01726	Pras.g_00587
OG0001367	Prah.g_01971, Prah.g_00340	Pras.g_00630
OG0001368	Prah.g_00132	Pras.g_00752
OG0001369	Prah.g_00857	Pras.g_01911
OG0001375	Prah.g_02263	Pras.g_00986
OG0001378	Prah.g_02124	Pras.g_01124
OG0001384	Prah.g_01518	Pras.g_01397
OG0001396	Prah.g_00756	Pras.g_01892
OG0001415	Prah.g_01957	Pras.g_01178
OG0001416	Prah.g_01516	Pras.g_01399
OG0001425	Prah.g_00891	Pras.g_00462
OG0001426	Prah.g_02583	Pras.g_00827
OG0001438	Prah.g_00527	Pras.g_01496
OG0001442	Prah.g_01213	Pras.g_00017
OG0001451	Prah.g_01078	Pras.g_01276, Pras.g_01277
OG0001455	Prah.g_01208	Pras.g_00133
OG0001466	Prah.g_00892	Pras.g_00535
OG0001467	Prah.g_00411	Pras.g_00347
OG0001470	Prah.g_02184	Pras.g_01172
OG0001471	Prah.g_00621	Pras.g_01295
OG0001472	Prah.g_00964	Pras.g_01762
OG0001474	Prah.g_02553	Pras.g_01773, Pras.g_00311
OG0001475	Prah.g_02512	Pras.g_01943
OG0001476	Prah.g_02511	Pras.g_01944
OG0001477	Prah.g_02510	Pras.g_01945
OG0001478	Prah.g_01034	Pras.g_01951
OG0001479	Prah.g_01240	Pras.g_01978
OG0001480	Prah.g_00223	Pras.g_01987
OG0001481	Prah.g_01294	Pras.g_00072
OG0001489	Prah.g_01972	Pras.g_01228
OG0001493	Prah.g_02554	Pras.g_01774
OG0001494	Prah.g_02555	Pras.g_01775
OG0001495	Prah.g_02556	Pras.g_01776
OG0001496	Prah.g_02557	Pras.g_01777
OG0001497	Prah.g_02558	Pras.g_01778
OG0001498	Prah.g_02559	Pras.g_01779
OG0001499	Prah.g_02560	Pras.g_01780
OG0001500	Prah.g_02561	Pras.g_01781
OG0001501	Prah.g_02562	Pras.g_01782
OG0001502	Prah.g_02563	Pras.g_01783
OG0001503	Prah.g_02564	Pras.g_01784
OG0001504	Prah.g_00700	Pras.g_01816
OG0001508	Prah.g_01202	Pras.g_00455
OG0001513	Prah.g_01895, Prah.g_00432	Pras.g_00956
OG0001525	Prah.g_01367	Pras.g_01336
OG0001529	Prah.g_01081	Pras.g_00155
OG0001532	Prah.g_00044	Pras.g_00876
OG0001541	Prah.g_00100	Pras.g_00307
OG0001542	Prah.g_01817	Pras.g_00459
OG0001544	Prah.g_00213	Pras.g_00130
OG0001545	Prah.g_00737	Pras.g_01797
OG0001574	Prah.g_01101	Pras.g_00143
OG0001592	Prah.g_01806	Pras.g_01254, Pras.g_01253
OG0001593	Prah.g_00617	Pras.g_01337
OG0001596	Prah.g_01613	Pras.g_01654
OG0001605	Prah.g_02045	Pras.g_00635
OG0001621	Prah.g_00339, Prah.g_01973	Pras.g_01663
OG0001623	Prah.g_01936	Pras.g_01190
OG0001695	Prah.g_00121	Pras.g_00306
OG0001797	Prah.g_00992	Pras.g_00880
OG0001821	Prah.g_00345	Pras.g_00534
OG0001822	Prah.g_02131	Pras.g_00286
OG0001875	Prah.g_00612	Pras.g_01267
OG0001876	Prah.g_00745	Pras.g_01264
OG0002287	Prah.g_01522	Pras.g_00305
OG0002304	Prah.g_02215	Pras.g_00315
