Orthogroup	Prah	Praw
OG0001175	Prah.g_00144	Praw.g_00034
OG0001176	Prah.g_00136	Praw.g_00033
OG0001177	Prah.g_00134	Praw.g_00031
OG0001178	Prah.g_00130	Praw.g_00028
OG0001179	Prah.g_00129	Praw.g_00027
OG0001180	Prah.g_00128	Praw.g_00026
OG0001181	Prah.g_00127	Praw.g_00025
OG0001182	Prah.g_00126	Praw.g_00024
OG0001183	Prah.g_00125	Praw.g_00023
OG0001184	Prah.g_00088	Praw.g_00021
OG0001185	Prah.g_00086	Praw.g_00018
OG0001186	Prah.g_00085	Praw.g_00017
OG0001187	Prah.g_00084	Praw.g_00016
OG0001188	Prah.g_00080	Praw.g_00015
OG0001189	Prah.g_00079	Praw.g_00014
OG0001190	Prah.g_00078	Praw.g_00013
OG0001191	Prah.g_00076	Praw.g_00012
OG0001192	Prah.g_00074	Praw.g_00011
OG0001193	Prah.g_00073	Praw.g_00010
OG0001194	Prah.g_00071	Praw.g_00009
OG0001195	Prah.g_00070	Praw.g_00008
OG0001196	Prah.g_00068	Praw.g_00007
OG0001197	Prah.g_00067	Praw.g_00006
OG0001198	Prah.g_00066	Praw.g_00005
OG0001199	Prah.g_00065	Praw.g_00004
OG0001200	Prah.g_00063	Praw.g_00003
OG0001201	Prah.g_00062	Praw.g_00002
OG0001202	Prah.g_00061	Praw.g_00001
OG0001203	Prah.g_00059	Praw.g_01192
OG0001204	Prah.g_00055	Praw.g_01190
OG0001205	Prah.g_00053	Praw.g_01189
OG0001206	Prah.g_00052	Praw.g_01188
OG0001207	Prah.g_02490	Praw.g_01187
OG0001208	Prah.g_02491	Praw.g_01186
OG0001209	Prah.g_02492	Praw.g_01185
OG0001210	Prah.g_02493	Praw.g_01184
OG0001211	Prah.g_02495	Praw.g_01183
OG0001212	Prah.g_02496	Praw.g_01182
OG0001213	Prah.g_02497	Praw.g_01181
OG0001214	Prah.g_02499	Praw.g_01179
OG0001215	Prah.g_02501	Praw.g_01178
OG0001216	Prah.g_02503	Praw.g_01177
OG0001217	Prah.g_02504	Praw.g_01176
OG0001218	Prah.g_02505	Praw.g_01175
OG0001219	Prah.g_02508	Praw.g_01172
OG0001220	Prah.g_02513	Praw.g_01171
OG0001221	Prah.g_02536	Praw.g_01168
OG0001222	Prah.g_02540	Praw.g_01167
OG0001223	Prah.g_02541	Praw.g_01166
OG0001224	Prah.g_02543	Praw.g_01165
OG0001225	Prah.g_02544	Praw.g_01164
OG0001226	Prah.g_02547	Praw.g_01163
OG0001227	Prah.g_02548	Praw.g_01162
OG0001228	Prah.g_02550	Praw.g_01161
OG0001229	Prah.g_02551	Praw.g_01160
OG0001230	Prah.g_02552	Praw.g_01159
OG0001231	Prah.g_02565	Praw.g_01158
OG0001232	Prah.g_02574	Praw.g_01157
OG0001233	Prah.g_02575	Praw.g_01156
OG0001234	Prah.g_02576	Praw.g_01155
OG0001235	Prah.g_02577	Praw.g_01154
OG0001236	Prah.g_02579	Praw.g_01152
OG0001237	Prah.g_02580	Praw.g_01151
OG0001238	Prah.g_02584	Praw.g_01149
OG0001239	Prah.g_02586	Praw.g_01148
OG0001240	Prah.g_02587	Praw.g_01147
OG0001241	Prah.g_02591	Praw.g_01145
OG0001242	Prah.g_02593	Praw.g_01144
OG0001243	Prah.g_02594	Praw.g_01143
OG0001244	Prah.g_02596	Praw.g_01142
OG0001245	Prah.g_02598	Praw.g_01141
OG0001246	Prah.g_02600	Praw.g_01140
OG0001247	Prah.g_02601	Praw.g_01139
OG0001248	Prah.g_02602	Praw.g_01138
OG0001249	Prah.g_02603	Praw.g_01137
OG0001250	Prah.g_02604	Praw.g_01136
OG0001253	Prah.g_02287	Praw.g_01285
OG0001254	Prah.g_02135	Praw.g_00853
OG0001255	Prah.g_01941	Praw.g_00797
OG0001258	Prah.g_01545	Praw.g_00650
OG0001261	Prah.g_00604	Praw.g_01664
OG0001262	Prah.g_00581	Praw.g_01648
OG0001263	Prah.g_01190	Praw.g_01627
OG0001264	Prah.g_00734	Praw.g_01598
OG0001265	Prah.g_00856	Praw.g_01491
OG0001266	Prah.g_01192	Praw.g_01443
OG0001267	Prah.g_01037	Praw.g_00218
OG0001268	Prah.g_01324	Praw.g_00231
OG0001269	Prah.g_00326	Praw.g_00998
OG0001270	Prah.g_01203	Praw.g_00377
OG0001271	Prah.g_01622	Praw.g_00388
OG0001273	Prah.g_01521	Praw.g_00429
OG0001274	Prah.g_01050	Praw.g_00434
OG0001275	Prah.g_00282	Praw.g_00451
OG0001276	Prah.g_00710	Praw.g_00463
OG0001278	Prah.g_01665	Praw.g_00507
OG0001279	Prah.g_01670	Praw.g_00511
OG0001280	Prah.g_01673	Praw.g_00514
OG0001281	Prah.g_02068	Praw.g_01914
OG0001282	Prah.g_01682	Praw.g_01890
OG0001283	Prah.g_02240	Praw.g_00058
OG0001284	Prah.g_00131	Praw.g_00029
OG0001285	Prah.g_00057	Praw.g_01191
OG0001286	Prah.g_02589	Praw.g_01146
OG0001287	Prah.g_01100	Praw.g_00483
OG0001288	Prah.g_00231	Praw.g_00710
OG0001290	Prah.g_00037	Praw.g_01398
OG0001291	Prah.g_01841	Praw.g_01363
OG0001292	Prah.g_01844	Praw.g_01360
OG0001293	Prah.g_01846	Praw.g_01358
OG0001295	Prah.g_00185	Praw.g_01316
OG0001296	Prah.g_02251	Praw.g_01310
OG0001297	Prah.g_02359	Praw.g_01236
OG0001298	Prah.g_02077	Praw.g_00890
OG0001301	Prah.g_00499	Praw.g_01885
OG0001303	Prah.g_00356	Praw.g_01751
OG0001304	Prah.g_00906	Praw.g_01476
OG0001305	Prah.g_00911	Praw.g_01471
OG0001306	Prah.g_02573	Praw.g_01435
OG0001307	Prah.g_00722	Praw.g_01425
OG0001309	Prah.g_00054	Praw.g_00183
OG0001310	Prah.g_01182	Praw.g_00192
OG0001311	Prah.g_01250	Praw.g_00262
OG0001312	Prah.g_00325	Praw.g_00999
OG0001313	Prah.g_00018	Praw.g_00432
OG0001314	Prah.g_01704	Praw.g_00538
OG0001315	Prah.g_01761	Praw.g_00573
OG0001316	Prah.g_02235	Praw.g_00062
OG0001318	Prah.g_02279	Praw.g_01294
OG0001320	Prah.g_01481	Praw.g_00680
OG0001322	Prah.g_00942	Praw.g_01716
OG0001323	Prah.g_00555	Praw.g_01452
OG0001326	Prah.g_00998	Praw.g_00951
OG0001327	Prah.g_01354	Praw.g_00953
OG0001328	Prah.g_01370	Praw.g_00986
OG0001330	Prah.g_01658	Praw.g_00425
OG0001331	Prah.g_01671	Praw.g_00512
OG0001332	Prah.g_01737	Praw.g_00562
OG0001333	Prah.g_01990	Praw.g_00092
OG0001334	Prah.g_00148	Praw.g_00037
OG0001335	Prah.g_00060	Praw.g_01193
OG0001336	Prah.g_02253	Praw.g_01307
OG0001337	Prah.g_00187	Praw.g_01317
OG0001339	Prah.g_02363	Praw.g_01232
OG0001340	Prah.g_02083	Praw.g_00885
OG0001341	Prah.g_02108	Praw.g_00873
OG0001342	Prah.g_02134	Praw.g_00854
OG0001343	Prah.g_01934	Praw.g_00791
OG0001344	Prah.g_00443	Praw.g_00755
OG0001345	Prah.g_00228	Praw.g_00713
OG0001346	Prah.g_00309	Praw.g_00675
OG0001347	Prah.g_01560	Praw.g_00662
OG0001348	Prah.g_01537	Praw.g_00644
OG0001349	Prah.g_01531	Praw.g_00639
OG0001350	Prah.g_01527	Praw.g_00634
OG0001351	Prah.g_01435	Praw.g_01924
OG0001353	Prah.g_02393	Praw.g_01819
OG0001355	Prah.g_00597	Praw.g_01658
OG0001357	Prah.g_00837	Praw.g_01511
OG0001358	Prah.g_00855	Praw.g_01492
OG0001361	Prah.g_01284	Praw.g_00284
OG0001362	Prah.g_00431	Praw.g_00930
OG0001366	Prah.g_01726	Praw.g_00552
OG0001367	Prah.g_01971, Prah.g_00340	Praw.g_01900
OG0001368	Prah.g_00132	Praw.g_00030
OG0001369	Prah.g_00857	Praw.g_01490
OG0001375	Prah.g_02263	Praw.g_01300
OG0001378	Prah.g_02124	Praw.g_00862
OG0001380	Prah.g_01342	Praw.g_00336, Praw.g_00486
OG0001381	Prah.g_00256	Praw.g_00693
OG0001384	Prah.g_01518	Praw.g_00629
OG0001396	Prah.g_00756	Praw.g_01507
OG0001410	Prah.g_02412	Praw.g_00453
OG0001412	Prah.g_00766	Praw.g_01558
OG0001415	Prah.g_01957	Praw.g_00808
OG0001416	Prah.g_01516	Praw.g_00627
OG0001425	Prah.g_00891	Praw.g_00445
OG0001426	Prah.g_02583	Praw.g_01150
OG0001429	Prah.g_00813	Praw.g_01529
OG0001436	Prah.g_02519, Prah.g_01163	Praw.g_01734
OG0001437	Prah.g_00300, Prah.g_00299	Praw.g_00921, Praw.g_00315, Praw.g_00923
OG0001438	Prah.g_00527	Praw.g_00156
OG0001439	Prah.g_00606	Praw.g_01666
OG0001442	Prah.g_01213	Praw.g_00194
OG0001448	Prah.g_01180	Praw.g_00459
OG0001452	Prah.g_02507	Praw.g_01173
OG0001453	Prah.g_01003	Praw.g_00469
OG0001456	Prah.g_01419	Praw.g_01936
OG0001467	Prah.g_00411	Praw.g_01086
OG0001470	Prah.g_02184	Praw.g_00814
OG0001471	Prah.g_00621	Praw.g_00731
OG0001472	Prah.g_00964	Praw.g_01637
OG0001474	Prah.g_02553	Praw.g_01626
OG0001475	Prah.g_02512	Praw.g_01459
OG0001476	Prah.g_02511	Praw.g_01458
OG0001477	Prah.g_02510	Praw.g_01457
OG0001478	Prah.g_01034	Praw.g_01451
OG0001479	Prah.g_01240	Praw.g_01422
OG0001480	Prah.g_00223	Praw.g_00171
OG0001481	Prah.g_01294	Praw.g_00250
OG0001483	Prah.g_01356	Praw.g_00975
OG0001486	Prah.g_00696	Praw.g_01578
OG0001487	Prah.g_00522	Praw.g_01744
OG0001493	Prah.g_02554	Praw.g_01625
OG0001494	Prah.g_02555	Praw.g_01624
OG0001495	Prah.g_02556	Praw.g_01623
OG0001496	Prah.g_02557	Praw.g_01622
OG0001497	Prah.g_02558	Praw.g_01621
OG0001498	Prah.g_02559	Praw.g_01620
OG0001499	Prah.g_02560	Praw.g_01619
OG0001500	Prah.g_02561	Praw.g_01618
OG0001501	Prah.g_02562	Praw.g_01617
OG0001502	Prah.g_02563	Praw.g_01616
OG0001503	Prah.g_02564	Praw.g_01615
OG0001508	Prah.g_01202	Praw.g_00436
OG0001513	Prah.g_01895, Prah.g_00432	Praw.g_01330
OG0001520	Prah.g_01162	Praw.g_01735
OG0001525	Prah.g_01367	Praw.g_00688
OG0001529	Prah.g_01081	Praw.g_00934
OG0001530	Prah.g_01161	Praw.g_01736
OG0001532	Prah.g_00044	Praw.g_01394
OG0001541	Prah.g_00100	Praw.g_01044
OG0001542	Prah.g_01817	Praw.g_00441
OG0001546	Prah.g_00602	Praw.g_00908
OG0001588	Prah.g_01664	Praw.g_00498
OG0001590	Prah.g_02149	Praw.g_00841
OG0001592	Prah.g_01806	Praw.g_00738
OG0001596	Prah.g_01613	Praw.g_01754
OG0001598	Prah.g_01220	Praw.g_01609
OG0001608	Prah.g_01969	Praw.g_00488
OG0001622	Prah.g_01826, Prah.g_01015	Praw.g_00317
OG0001623	Prah.g_01936	Praw.g_00793
OG0001632	Prah.g_01675	Praw.g_00489
OG0001634	Prah.g_01016	Praw.g_00318
OG0001635	Prah.g_01019	Praw.g_00319
OG0001636	Prah.g_01020	Praw.g_00320
OG0001683	Prah.g_00098	Praw.g_00340
OG0001709	Prah.g_01569, Prah.g_01156	Praw.g_01743
OG0001793	Prah.g_00099	Praw.g_00341
OG0001822	Prah.g_02131	Praw.g_01057
OG0001851	Prah.g_00021	Praw.g_00911
OG0001882	Prah.g_01421, Prah.g_01206	Praw.g_00480
OG0001913	Prah.g_01157, Prah.g_01158	Praw.g_01742
OG0001916	Prah.g_00019	Praw.g_00909
OG0001917	Prah.g_00020	Praw.g_00910
OG0001918	Prah.g_02407	Praw.g_00916
OG0002078	Prah.g_02333, Prah.g_02326	Praw.g_00927
OG0002246	Prah.g_01734	Praw.g_00560
OG0002290	Prah.g_01274	Praw.g_01068
