Orthogroup	Prbd	Prbc
OG0001069	Prbd.g_01458	Prbc.g_00939
OG0001070	Prbd.g_01457	Prbc.g_00940
OG0001071	Prbd.g_01456	Prbc.g_00941
OG0001072	Prbd.g_01455	Prbc.g_00942
OG0001073	Prbd.g_01454	Prbc.g_00943
OG0001074	Prbd.g_01453	Prbc.g_00944
OG0001075	Prbd.g_01452	Prbc.g_00945
OG0001076	Prbd.g_01451	Prbc.g_00946
OG0001077	Prbd.g_01450	Prbc.g_00947
OG0001078	Prbd.g_01449	Prbc.g_00948
OG0001079	Prbd.g_01448	Prbc.g_00949
OG0001080	Prbd.g_01447	Prbc.g_00950
OG0001081	Prbd.g_01444	Prbc.g_00960
OG0001082	Prbd.g_01443	Prbc.g_00959
OG0001083	Prbd.g_01442	Prbc.g_00955
OG0001084	Prbd.g_01440	Prbc.g_00957
OG0001085	Prbd.g_01439	Prbc.g_00958
OG0001086	Prbd.g_01438	Prbc.g_00953
OG0001087	Prbd.g_01437	Prbc.g_00952
OG0001088	Prbd.g_01436	Prbc.g_00951
OG0001089	Prbd.g_01433	Prbc.g_00327
OG0001090	Prbd.g_01431	Prbc.g_00325
OG0001091	Prbd.g_01430	Prbc.g_00324
OG0001092	Prbd.g_01429	Prbc.g_00323
OG0001093	Prbd.g_01428	Prbc.g_00322
OG0001094	Prbd.g_01427	Prbc.g_00321
OG0001095	Prbd.g_01426	Prbc.g_00320
OG0001096	Prbd.g_01425	Prbc.g_00319
OG0001097	Prbd.g_01424	Prbc.g_00318
OG0001098	Prbd.g_01423	Prbc.g_00317
OG0001099	Prbd.g_01422	Prbc.g_00316
OG0001100	Prbd.g_01421	Prbc.g_00315
OG0001101	Prbd.g_01420	Prbc.g_00314
OG0001102	Prbd.g_01419	Prbc.g_00313
OG0001103	Prbd.g_01418	Prbc.g_00312
OG0001104	Prbd.g_01417	Prbc.g_00311
OG0001105	Prbd.g_01416	Prbc.g_00310
OG0001106	Prbd.g_01415	Prbc.g_00309
OG0001107	Prbd.g_01414	Prbc.g_00308
OG0001108	Prbd.g_01413	Prbc.g_00307
OG0001109	Prbd.g_01412	Prbc.g_00306
OG0001110	Prbd.g_01411	Prbc.g_00305
OG0001111	Prbd.g_01410	Prbc.g_00304
OG0001112	Prbd.g_01409	Prbc.g_00303
OG0001113	Prbd.g_01408	Prbc.g_00302
OG0001114	Prbd.g_01407	Prbc.g_00301
OG0001115	Prbd.g_01406	Prbc.g_00300
OG0001116	Prbd.g_01405	Prbc.g_00299
OG0001117	Prbd.g_01404	Prbc.g_00298
OG0001118	Prbd.g_01403	Prbc.g_00297
OG0001119	Prbd.g_01402	Prbc.g_00296
OG0001120	Prbd.g_01401	Prbc.g_00295
OG0001121	Prbd.g_01399	Prbc.g_00293
OG0001122	Prbd.g_01398	Prbc.g_00292
OG0001123	Prbd.g_01397	Prbc.g_00291
OG0001124	Prbd.g_01395	Prbc.g_00289
OG0001125	Prbd.g_01393	Prbc.g_00287
OG0001126	Prbd.g_01392	Prbc.g_00286
OG0001127	Prbd.g_01390	Prbc.g_00283
OG0001128	Prbd.g_01389	Prbc.g_00282
OG0001129	Prbd.g_01388	Prbc.g_00281
OG0001130	Prbd.g_01385	Prbc.g_00278
OG0001131	Prbd.g_01384	Prbc.g_00277
OG0001132	Prbd.g_01383	Prbc.g_00276
OG0001133	Prbd.g_01382	Prbc.g_00275
OG0001134	Prbd.g_01381	Prbc.g_00274
OG0001135	Prbd.g_01380	Prbc.g_00273
OG0001136	Prbd.g_01379	Prbc.g_00272
OG0001137	Prbd.g_01378	Prbc.g_00271
OG0001138	Prbd.g_01377	Prbc.g_00270
OG0001139	Prbd.g_01376	Prbc.g_00268
OG0001140	Prbd.g_01375	Prbc.g_00267
OG0001141	Prbd.g_01374	Prbc.g_00266
OG0001142	Prbd.g_01371	Prbc.g_00248
OG0001143	Prbd.g_01370	Prbc.g_00247
OG0001144	Prbd.g_01369	Prbc.g_00246
OG0001145	Prbd.g_01368	Prbc.g_00245
OG0001146	Prbd.g_01367	Prbc.g_00244
OG0001147	Prbd.g_01366	Prbc.g_00243
OG0001148	Prbd.g_01365	Prbc.g_00242
OG0001149	Prbd.g_01363	Prbc.g_00241
OG0001150	Prbd.g_01362	Prbc.g_00240
OG0001151	Prbd.g_01360	Prbc.g_00237
OG0001152	Prbd.g_01359	Prbc.g_00236
OG0001153	Prbd.g_01358	Prbc.g_00235
OG0001154	Prbd.g_01356	Prbc.g_00233
OG0001155	Prbd.g_01354	Prbc.g_00231
OG0001156	Prbd.g_01352	Prbc.g_00229
OG0001157	Prbd.g_01351	Prbc.g_00227
OG0001158	Prbd.g_01349	Prbc.g_00225
OG0001159	Prbd.g_01348	Prbc.g_00224
OG0001160	Prbd.g_01347	Prbc.g_00223
OG0001161	Prbd.g_01346	Prbc.g_00222
OG0001162	Prbd.g_01345	Prbc.g_00221
OG0001163	Prbd.g_01344	Prbc.g_00220
OG0001164	Prbd.g_01343	Prbc.g_00219
OG0001165	Prbd.g_01342	Prbc.g_00218
OG0001166	Prbd.g_01341	Prbc.g_00217
OG0001167	Prbd.g_01340	Prbc.g_00216
OG0001168	Prbd.g_01339	Prbc.g_00215
OG0001169	Prbd.g_01338	Prbc.g_00214
OG0001170	Prbd.g_01337	Prbc.g_00213
OG0001171	Prbd.g_01336	Prbc.g_00212
OG0001172	Prbd.g_01334	Prbc.g_00210
OG0001173	Prbd.g_01332	Prbc.g_00208
OG0001174	Prbd.g_01331	Prbc.g_00207
OG0001175	Prbd.g_01330	Prbc.g_00206
OG0001176	Prbd.g_01329	Prbc.g_00204
OG0001177	Prbd.g_01327	Prbc.g_00202
OG0001178	Prbd.g_01324	Prbc.g_00198
OG0001179	Prbd.g_01323	Prbc.g_00197
OG0001180	Prbd.g_01321	Prbc.g_00196
OG0001181	Prbd.g_01320	Prbc.g_00195
OG0001182	Prbd.g_01319	Prbc.g_00194
OG0001183	Prbd.g_01318	Prbc.g_00193
OG0001184	Prbd.g_01316	Prbc.g_00189
OG0001185	Prbd.g_01312	Prbc.g_00965
OG0001186	Prbd.g_01311	Prbc.g_00966
OG0001187	Prbd.g_01310	Prbc.g_00967
OG0001188	Prbd.g_01309	Prbc.g_00968
OG0001189	Prbd.g_01308	Prbc.g_00969
OG0001190	Prbd.g_01307	Prbc.g_00970
OG0001191	Prbd.g_01306	Prbc.g_00971
OG0001192	Prbd.g_01305	Prbc.g_00972
OG0001193	Prbd.g_01304	Prbc.g_00973
OG0001194	Prbd.g_01303	Prbc.g_00974
OG0001195	Prbd.g_01302	Prbc.g_00975
OG0001196	Prbd.g_01301	Prbc.g_00976
OG0001197	Prbd.g_01300	Prbc.g_00977
OG0001198	Prbd.g_01299	Prbc.g_00978
OG0001199	Prbd.g_01298	Prbc.g_00979
OG0001200	Prbd.g_01297	Prbc.g_00980
OG0001201	Prbd.g_01296	Prbc.g_00981
OG0001202	Prbd.g_01295	Prbc.g_00982
OG0001203	Prbd.g_01293	Prbc.g_00984
OG0001204	Prbd.g_01291	Prbc.g_00986
OG0001205	Prbd.g_01290	Prbc.g_00988
OG0001206	Prbd.g_01289	Prbc.g_00989
OG0001207	Prbd.g_01288	Prbc.g_00990
OG0001208	Prbd.g_01287	Prbc.g_00991
OG0001209	Prbd.g_01286	Prbc.g_00992
OG0001210	Prbd.g_01285	Prbc.g_00993
OG0001211	Prbd.g_01284	Prbc.g_00994
OG0001212	Prbd.g_01283	Prbc.g_00995
OG0001213	Prbd.g_01282	Prbc.g_00996
OG0001214	Prbd.g_01280	Prbc.g_00998
OG0001215	Prbd.g_01279	Prbc.g_00999
OG0001216	Prbd.g_01278	Prbc.g_01000
OG0001217	Prbd.g_01277	Prbc.g_01001
OG0001218	Prbd.g_01276	Prbc.g_01002
OG0001219	Prbd.g_01274	Prbc.g_01005
OG0001220	Prbd.g_01273	Prbc.g_01006
OG0001221	Prbd.g_01270	Prbc.g_01011
OG0001222	Prbd.g_01269	Prbc.g_01012
OG0001223	Prbd.g_01268	Prbc.g_01013
OG0001224	Prbd.g_01267	Prbc.g_01015
OG0001225	Prbd.g_01266	Prbc.g_01016
OG0001226	Prbd.g_01265	Prbc.g_01017
OG0001227	Prbd.g_01264	Prbc.g_01018
OG0001228	Prbd.g_01263	Prbc.g_01019
OG0001229	Prbd.g_01262	Prbc.g_01020
OG0001230	Prbd.g_01261	Prbc.g_01021
OG0001231	Prbd.g_01260	Prbc.g_01022
OG0001232	Prbd.g_01259	Prbc.g_01043
OG0001233	Prbd.g_01258	Prbc.g_01044
OG0001234	Prbd.g_01257	Prbc.g_01045
OG0001235	Prbd.g_01256	Prbc.g_01046
OG0001236	Prbd.g_01254	Prbc.g_01048
OG0001237	Prbd.g_01253	Prbc.g_01049
OG0001238	Prbd.g_01251	Prbc.g_01052
OG0001239	Prbd.g_01250	Prbc.g_01053
OG0001240	Prbd.g_01249	Prbc.g_01054
OG0001241	Prbd.g_01247	Prbc.g_01057
OG0001242	Prbd.g_01245	Prbc.g_01060
OG0001243	Prbd.g_01244	Prbc.g_01061
OG0001244	Prbd.g_01243	Prbc.g_01062
OG0001245	Prbd.g_01242	Prbc.g_01063
OG0001246	Prbd.g_01241	Prbc.g_01065
OG0001247	Prbd.g_01240	Prbc.g_01066
OG0001248	Prbd.g_01239	Prbc.g_01067
OG0001249	Prbd.g_01238	Prbc.g_01068
OG0001250	Prbd.g_01237	Prbc.g_01069
OG0001251	Prbd.g_01152	Prbc.g_00481
OG0001252	Prbd.g_01105	Prbc.g_00433
OG0001253	Prbd.g_01090	Prbc.g_00421
OG0001254	Prbd.g_00958	Prbc.g_01173
OG0001255	Prbd.g_00906	Prbc.g_01245
OG0001256	Prbd.g_00836	Prbc.g_00164
OG0001257	Prbd.g_00760	Prbc.g_01542
OG0001258	Prbd.g_00744	Prbc.g_01557
OG0001259	Prbd.g_00654	Prbc.g_01666
OG0001260	Prbd.g_00048	Prbc.g_02071, Prbc.g_01377
OG0001261	Prbd.g_00137	Prbc.g_01894
OG0001262	Prbd.g_00153	Prbc.g_00068
OG0001263	Prbd.g_00174	Prbc.g_01953
OG0001264	Prbd.g_00205	Prbc.g_01976
OG0001265	Prbd.g_00316	Prbc.g_02086
OG0001266	Prbd.g_00364	Prbc.g_00930
OG0001267	Prbd.g_00452	Prbc.g_01463
OG0001268	Prbd.g_00465	Prbc.g_01449
OG0001269	Prbd.g_01781	Prbc.g_00586
OG0001270	Prbd.g_01649	Prbc.g_00750
OG0001271	Prbd.g_01638	Prbc.g_00762
OG0001272	Prbd.g_01595	Prbc.g_01940, Prbc.g_00069
OG0001273	Prbd.g_01594	Prbc.g_01598
OG0001274	Prbd.g_01589	Prbc.g_00799
OG0001275	Prbd.g_01572	Prbc.g_02129
OG0001277	Prbd.g_01550	Prbc.g_00811, Prbc.g_00909
OG0001278	Prbd.g_01533	Prbc.g_00825
OG0001279	Prbd.g_01529	Prbc.g_00829
OG0001280	Prbd.g_01526	Prbc.g_00831
OG0001281	Prbd.g_01460	Prbc.g_00937
OG0001282	Prbd.g_01435	Prbc.g_01309
OG0001283	Prbd.g_01353	Prbc.g_00230
OG0001284	Prbd.g_01325	Prbc.g_00199
OG0001285	Prbd.g_01292	Prbc.g_00985
OG0001286	Prbd.g_01248	Prbc.g_01056
OG0001288	Prbd.g_00805	Prbc.g_01498
OG0001290	Prbd.g_01207	Prbc.g_01100
OG0001291	Prbd.g_01173	Prbc.g_00502
OG0001292	Prbd.g_01170	Prbc.g_00499
OG0001293	Prbd.g_01168	Prbc.g_00497
OG0001294	Prbd.g_01151	Prbc.g_00480
OG0001295	Prbd.g_01124	Prbc.g_00452
OG0001296	Prbd.g_01118	Prbc.g_00445
OG0001297	Prbd.g_01041	Prbc.g_00372
OG0001298	Prbd.g_00996	Prbc.g_01141
OG0001299	Prbd.g_00987	Prbc.g_01148
OG0001300	Prbd.g_00865	Prbc.g_02120
OG0001301	Prbd.g_00607	Prbc.g_01714
OG0001303	Prbd.g_00056	Prbc.g_01829
OG0001304	Prbd.g_00331	Prbc.g_02104
OG0001305	Prbd.g_00336	Prbc.g_02109
OG0001306	Prbd.g_00372	Prbc.g_01042
OG0001307	Prbd.g_00382	Prbc.g_01985
OG0001308	Prbd.g_00406	Prbc.g_02114
OG0001309	Prbd.g_00408	Prbc.g_00987
OG0001310	Prbd.g_00418	Prbc.g_01277
OG0001311	Prbd.g_00496	Prbc.g_01413
OG0001312	Prbd.g_01780	Prbc.g_00587
OG0001313	Prbd.g_01591	Prbc.g_01833
OG0001314	Prbd.g_01502	Prbc.g_00853
OG0001315	Prbd.g_01467	Prbc.g_00888
OG0001316	Prbd.g_01357	Prbc.g_00234
OG0001318	Prbd.g_01101	Prbc.g_00429
OG0001319	Prbd.g_01001	Prbc.g_00332
OG0001320	Prbd.g_00775	Prbc.g_01471
OG0001322	Prbd.g_00083	Prbc.g_01822
OG0001323	Prbd.g_00356	Prbc.g_01966
OG0001324	Prbd.g_00390	Prbc.g_00041
OG0001325	Prbd.g_00412	Prbc.g_01348, Prbc.g_02182
OG0001326	Prbd.g_01860	Prbc.g_00143
OG0001329	Prbd.g_01744	Prbc.g_01050
OG0001330	Prbd.g_01598	Prbc.g_00795
OG0001332	Prbd.g_01478	Prbc.g_00877
OG0001333	Prbd.g_01387	Prbc.g_00280
OG0001334	Prbd.g_01333	Prbc.g_00209
OG0001335	Prbd.g_01294	Prbc.g_00983
OG0001336	Prbd.g_01115	Prbc.g_00442
OG0001338	Prbd.g_01096	Prbc.g_02147
OG0001344	Prbd.g_00860	Prbc.g_01483, Prbc.g_00646
OG0001348	Prbd.g_00738	Prbc.g_01584
OG0001349	Prbd.g_00733	Prbc.g_01589
OG0001350	Prbd.g_00728	Prbc.g_01594
OG0001352	Prbd.g_00562	Prbc.g_01763
OG0001356	Prbd.g_00188	Prbc.g_01956, Prbc.g_01957
OG0001359	Prbd.g_00431	Prbc.g_00901
OG0001360	Prbd.g_00432	Prbc.g_00902
OG0001362	Prbd.g_01893	Prbc.g_00133
OG0001364	Prbd.g_01618, Prbd.g_01619	Prbc.g_00781
OG0001368	Prbd.g_01326	Prbc.g_00200
OG0001369	Prbd.g_00317	Prbc.g_02087
OG0001371	Prbd.g_01177	Prbc.g_00506
OG0001372	Prbd.g_01176	Prbc.g_00505
OG0001373	Prbd.g_01169	Prbc.g_00498
OG0001374	Prbd.g_01157	Prbc.g_00486
OG0001376	Prbd.g_01005	Prbc.g_00336
OG0001377	Prbd.g_00983	Prbc.g_01152
OG0001379	Prbd.g_00877	Prbc.g_00748
OG0001380	Prbd.g_00835	Prbc.g_02116
OG0001381	Prbd.g_00788	Prbc.g_01515
OG0001382	Prbd.g_00782	Prbc.g_01523
OG0001383	Prbd.g_00731	Prbc.g_01591
OG0001385	Prbd.g_00578	Prbc.g_01744
OG0001386	Prbd.g_00570	Prbc.g_01754
OG0001387	Prbd.g_00568	Prbc.g_01756
OG0001388	Prbd.g_00558	Prbc.g_01768
OG0001389	Prbd.g_00012	Prbc.g_01792
OG0001390	Prbd.g_00047	Prbc.g_00539
OG0001391	Prbd.g_00088	Prbc.g_02002
OG0001392	Prbd.g_00187	Prbc.g_01955
OG0001393	Prbd.g_00189	Prbc.g_01958
OG0001394	Prbd.g_00211	Prbc.g_01982
OG0001395	Prbd.g_00214	Prbc.g_01986
OG0001396	Prbd.g_00296	Prbc.g_00092
OG0001397	Prbd.g_00325	Prbc.g_02095
OG0001398	Prbd.g_00344	Prbc.g_01931
OG0001399	Prbd.g_00354	Prbc.g_01954
OG0001400	Prbd.g_00362	Prbc.g_01947
OG0001401	Prbd.g_00369	Prbc.g_00615
OG0001402	Prbd.g_00454	Prbc.g_01461
OG0001403	Prbd.g_01800	Prbc.g_00567
OG0001404	Prbd.g_01773	Prbc.g_02160
OG0001405	Prbd.g_01763	Prbc.g_00658
OG0001406	Prbd.g_01650	Prbc.g_00749
OG0001407	Prbd.g_01647	Prbc.g_00753
OG0001408	Prbd.g_01597	Prbc.g_00796
OG0001409	Prbd.g_01584	Prbc.g_00613
OG0001410	Prbd.g_01570	Prbc.g_02169
OG0001411	Prbd.g_01927	Prbc.g_02194, Prbc.g_01365
OG0001411	Prbd.g_01900	Prbc.g_00176
OG0001412	Prbd.g_00245	Prbc.g_02014
OG0001414	Prbd.g_01182	Prbc.g_00249
OG0001415	Prbd.g_00913	Prbc.g_01218
OG0001416	Prbd.g_00721	Prbc.g_01601
OG0001417	Prbd.g_00569	Prbc.g_01755
OG0001418	Prbd.g_00059	Prbc.g_00115
OG0001419	Prbd.g_00092	Prbc.g_02006
OG0001420	Prbd.g_00191	Prbc.g_00923
OG0001421	Prbd.g_00195	Prbc.g_01963
OG0001422	Prbd.g_00359	Prbc.g_01814
OG0001423	Prbd.g_00433	Prbc.g_00158
OG0001424	Prbd.g_01922	Prbc.g_00904
OG0001426	Prbd.g_01252	Prbc.g_01051
OG0001427	Prbd.g_00866	Prbc.g_00816
OG0001428	Prbd.g_01731	Prbc.g_00679
OG0001429	Prbd.g_00274	Prbc.g_02046
OG0001430	Prbd.g_00308	Prbc.g_02144
OG0001431	Prbd.g_00360	Prbc.g_01946
OG0001432	Prbd.g_00363	Prbc.g_01825
OG0001433	Prbd.g_01890	Prbc.g_00123
OG0001434	Prbd.g_01784	Prbc.g_00040, Prbc.g_01300
OG0001435	Prbd.g_01585	Prbc.g_02157
OG0001436	Prbd.g_00830	Prbc.g_00603
OG0001438	Prbd.g_00624	Prbc.g_01697
OG0001441	Prbd.g_00400	Prbc.g_00063
OG0001442	Prbd.g_00421	Prbc.g_00803
OG0001443	Prbd.g_00451	Prbc.g_01464
OG0001444	Prbd.g_00487	Prbc.g_01425
OG0001445	Prbd.g_01866	Prbc.g_00652
OG0001446	Prbd.g_01864	Prbc.g_00653
OG0001447	Prbd.g_01863	Prbc.g_00654
OG0001448	Prbd.g_01565	Prbc.g_01806
OG0001458	Prbd.g_00046	Prbc.g_00048, Prbc.g_01302
OG0001459	Prbd.g_00081	Prbc.g_00514
OG0001461	Prbd.g_00237	Prbc.g_01848
OG0001464	Prbd.g_00358	Prbc.g_01379, Prbc.g_02066
OG0001466	Prbd.g_01837	Prbc.g_01278
OG0001467	Prbd.g_01692	Prbc.g_00706
OG0001469	Prbd.g_00466	Prbc.g_01448
OG0001472	Prbd.g_00164	Prbc.g_01925
OG0001473	Prbd.g_00173	Prbc.g_02001
OG0001474	Prbd.g_00175	Prbc.g_00911
OG0001475	Prbd.g_00349	Prbc.g_01942
OG0001476	Prbd.g_00350	Prbc.g_01943
OG0001477	Prbd.g_00351	Prbc.g_01944
OG0001478	Prbd.g_00357	Prbc.g_00678
OG0001479	Prbd.g_00385	Prbc.g_01423
OG0001480	Prbd.g_00394	Prbc.g_01495
OG0001482	Prbd.g_01912	Prbc.g_01520
OG0001486	Prbd.g_00225	Prbc.g_01998
OG0001487	Prbd.g_00063	Prbc.g_01701
OG0001491	Prbd.g_00078	Prbc.g_02149
OG0001492	Prbd.g_00135	Prbc.g_01892
OG0001493	Prbd.g_00176	Prbc.g_00912
OG0001494	Prbd.g_00177	Prbc.g_00913
OG0001495	Prbd.g_00178	Prbc.g_00914
OG0001496	Prbd.g_00179	Prbc.g_00915
OG0001497	Prbd.g_00180	Prbc.g_00916
OG0001498	Prbd.g_00181	Prbc.g_00917
OG0001499	Prbd.g_00182	Prbc.g_00918
OG0001500	Prbd.g_00183	Prbc.g_00919
OG0001501	Prbd.g_00184	Prbc.g_00920
OG0001502	Prbd.g_00185	Prbc.g_00921
OG0001503	Prbd.g_00186	Prbc.g_00922
OG0001504	Prbd.g_00221	Prbc.g_01993
OG0001505	Prbd.g_01901	Prbc.g_00527, Prbc.g_01311
OG0001507	Prbd.g_00450	Prbc.g_01465
OG0001509	Prbd.g_01445	Prbc.g_01135
OG0001510	Prbd.g_01372	Prbc.g_00250
OG0001515	Prbd.g_00050	Prbc.g_00809, Prbc.g_00526
OG0001516	Prbd.g_00286	Prbc.g_02056
OG0001517	Prbd.g_00367	Prbc.g_02187
OG0001519	Prbd.g_00850	Prbc.g_00078
OG0001520	Prbd.g_00829	Prbc.g_00602
OG0001523	Prbd.g_01183	Prbc.g_00519
OG0001524	Prbd.g_00862	Prbc.g_01279
OG0001527	Prbd.g_00398	Prbc.g_01342
OG0001528	Prbd.g_01892	Prbc.g_00813
OG0001529	Prbd.g_01889	Prbc.g_01334
OG0001530	Prbd.g_00828	Prbc.g_00601
OG0001533	Prbd.g_00839	Prbc.g_01280
OG0001535	Prbd.g_00161	Prbc.g_01922
OG0001536	Prbd.g_00396	Prbc.g_02140
OG0001538	Prbd.g_01861	Prbc.g_00581
OG0001539	Prbd.g_01829	Prbc.g_01291
OG0001543	Prbd.g_01571	Prbc.g_01287
OG0001545	Prbd.g_00202	Prbc.g_01973
OG0001549	Prbd.g_01117	Prbc.g_00444
OG0001550	Prbd.g_00932	Prbc.g_01199
OG0001551	Prbd.g_00908	Prbc.g_01115, Prbc.g_00528
OG0001552	Prbd.g_00870	Prbc.g_00151
OG0001553	Prbd.g_00848	Prbc.g_01297
OG0001554	Prbd.g_00847	Prbc.g_02123
OG0001555	Prbd.g_00785	Prbc.g_02132
OG0001556	Prbd.g_00773	Prbc.g_01482
OG0001557	Prbd.g_00567	Prbc.g_01757
OG0001558	Prbd.g_01896, Prbd.g_00041	Prbc.g_00155
OG0001559	Prbd.g_00051	Prbc.g_00128
OG0001560	Prbd.g_00070	Prbc.g_02072
OG0001561	Prbd.g_00166	Prbc.g_00624
OG0001562	Prbd.g_00306	Prbc.g_01818
OG0001563	Prbd.g_00365	Prbc.g_00520
OG0001564	Prbd.g_00366	Prbc.g_02117
OG0001565	Prbd.g_00368	Prbc.g_01826
OG0001566	Prbd.g_00371	Prbc.g_02131
OG0001567	Prbd.g_00378	Prbc.g_01310
OG0001568	Prbd.g_00393	Prbc.g_02186
OG0001569	Prbd.g_00397	Prbc.g_00114
OG0001570	Prbd.g_00403	Prbc.g_00119
OG0001571	Prbd.g_00415	Prbc.g_00150
OG0001572	Prbd.g_00423	Prbc.g_01288
OG0001573	Prbd.g_00426	Prbc.g_02146
OG0001574	Prbd.g_00003	Prbc.g_00019, Prbc.g_00096
OG0001575	Prbd.g_01869	Prbc.g_00627
OG0001576	Prbd.g_01857	Prbc.g_00142
OG0001577	Prbd.g_01767	Prbc.g_00931
OG0001578	Prbd.g_01765	Prbc.g_00656
OG0001582	Prbd.g_01605	Prbc.g_02076
OG0001583	Prbd.g_01603	Prbc.g_01834
OG0001584	Prbd.g_01602	Prbc.g_01484
OG0001585	Prbd.g_01592	Prbc.g_00800
OG0001586	Prbd.g_01315	Prbc.g_00642
OG0001587	Prbd.g_00823	Prbc.g_00014
OG0001591	Prbd.g_00876	Prbc.g_00614
OG0001594	Prbd.g_00774	Prbc.g_01480
OG0001595	Prbd.g_00538	Prbc.g_01314
OG0001597	Prbd.g_00168	Prbc.g_00099
OG0001599	Prbd.g_00444	Prbc.g_00908
OG0001600	Prbd.g_00445	Prbc.g_01489
OG0001601	Prbd.g_00446	Prbc.g_01488
OG0001602	Prbd.g_00447	Prbc.g_01487
OG0001603	Prbd.g_01549	Prbc.g_00117
OG0001604	Prbd.g_01512	Prbc.g_00098
OG0001605	Prbd.g_01441	Prbc.g_00956
OG0001606	Prbd.g_00899	Prbc.g_01251
OG0001609	Prbd.g_00871	Prbc.g_00815
OG0001612	Prbd.g_00079	Prbc.g_01830
OG0001616	Prbd.g_01874	Prbc.g_00049
OG0001618	Prbd.g_01785	Prbc.g_00147
OG0001628	Prbd.g_01563	Prbc.g_02197
OG0001637	Prbd.g_00039	Prbc.g_01137
OG0001683	Prbd.g_01815	Prbc.g_00181
OG0001699	Prbd.g_00537	Prbc.g_01325
OG0001705	Prbd.g_00405	Prbc.g_00639
OG0001792	Prbd.g_01816	Prbc.g_00182
OG0001793	Prbd.g_01814	Prbc.g_00180
OG0001798	Prbd.g_00532	Prbc.g_01361
OG0001819	Prbd.g_01917	Prbc.g_00649
OG0001827	Prbd.g_01839	Prbc.g_01282
OG0001847	Prbd.g_01577	Prbc.g_00903
OG0001866	Prbd.g_01891	Prbc.g_00135
OG0001882	Prbd.g_01545	Prbc.g_01559
OG0001957	Prbd.g_00831	Prbc.g_00600
OG0001960	Prbd.g_01193	Prbc.g_01110, Prbc.g_00263
OG0002005	Prbd.g_01854	Prbc.g_01024
OG0002006	Prbd.g_01853	Prbc.g_01026
OG0002033	Prbd.g_00533	Prbc.g_00024
OG0002140	Prbd.g_00298	Prbc.g_01274
OG0002182	Prbd.g_00438	Prbc.g_00535
OG0002188	Prbd.g_00441	Prbc.g_01356
OG0002197	Prbd.g_00837	Prbc.g_00039
OG0003366	Prbd.g_01852	Prbc.g_01028
OG0003367	Prbd.g_01851	Prbc.g_01029
OG0003368	Prbd.g_01850	Prbc.g_01030
OG0003369	Prbd.g_01849	Prbc.g_01031
OG0003370	Prbd.g_01848	Prbc.g_01032
OG0003371	Prbd.g_01847	Prbc.g_01033
OG0003372	Prbd.g_01844	Prbc.g_01034
OG0003373	Prbd.g_01843	Prbc.g_01035
OG0003374	Prbd.g_01842	Prbc.g_01036
OG0003375	Prbd.g_01841	Prbc.g_01038
OG0003376	Prbd.g_01845	Prbc.g_01039
OG0003377	Prbd.g_01846	Prbc.g_01040
