Orthogroup	Prbd	Prat
OG0001126	Prbd.g_01392	Prat.g_01724
OG0001127	Prbd.g_01390	Prat.g_01727
OG0001128	Prbd.g_01389	Prat.g_01728
OG0001129	Prbd.g_01388	Prat.g_01729
OG0001130	Prbd.g_01385	Prat.g_01732
OG0001131	Prbd.g_01384	Prat.g_01733
OG0001132	Prbd.g_01383	Prat.g_01734
OG0001133	Prbd.g_01382	Prat.g_01735
OG0001134	Prbd.g_01381	Prat.g_01736
OG0001135	Prbd.g_01380	Prat.g_01737
OG0001136	Prbd.g_01379	Prat.g_01738
OG0001137	Prbd.g_01378	Prat.g_01739
OG0001138	Prbd.g_01377	Prat.g_01740
OG0001139	Prbd.g_01376	Prat.g_01742
OG0001140	Prbd.g_01375	Prat.g_01744
OG0001141	Prbd.g_01374	Prat.g_01745
OG0001142	Prbd.g_01371	Prat.g_01748
OG0001143	Prbd.g_01370	Prat.g_01749
OG0001144	Prbd.g_01369	Prat.g_01750
OG0001145	Prbd.g_01368	Prat.g_01751
OG0001146	Prbd.g_01367	Prat.g_01752
OG0001147	Prbd.g_01366	Prat.g_01753
OG0001148	Prbd.g_01365	Prat.g_01754
OG0001149	Prbd.g_01363	Prat.g_01756
OG0001150	Prbd.g_01362	Prat.g_01757
OG0001151	Prbd.g_01360	Prat.g_01760
OG0001152	Prbd.g_01359	Prat.g_01761
OG0001153	Prbd.g_01358	Prat.g_01762
OG0001154	Prbd.g_01356	Prat.g_01764
OG0001155	Prbd.g_01354	Prat.g_01766
OG0001156	Prbd.g_01352	Prat.g_01768
OG0001157	Prbd.g_01351	Prat.g_01770
OG0001158	Prbd.g_01349	Prat.g_01772
OG0001159	Prbd.g_01348	Prat.g_01773
OG0001160	Prbd.g_01347	Prat.g_01775
OG0001161	Prbd.g_01346	Prat.g_01776
OG0001162	Prbd.g_01345	Prat.g_01777
OG0001163	Prbd.g_01344	Prat.g_01778
OG0001164	Prbd.g_01343	Prat.g_01779
OG0001165	Prbd.g_01342	Prat.g_01780
OG0001166	Prbd.g_01341	Prat.g_01781
OG0001167	Prbd.g_01340	Prat.g_01783
OG0001168	Prbd.g_01339	Prat.g_01784
OG0001169	Prbd.g_01338	Prat.g_01785
OG0001170	Prbd.g_01337	Prat.g_01786
OG0001171	Prbd.g_01336	Prat.g_01787
OG0001172	Prbd.g_01334	Prat.g_01789
OG0001173	Prbd.g_01332	Prat.g_01791
OG0001174	Prbd.g_01331	Prat.g_01792
OG0001175	Prbd.g_01330	Prat.g_01793
OG0001176	Prbd.g_01329	Prat.g_01795
OG0001177	Prbd.g_01327	Prat.g_01797
OG0001178	Prbd.g_01324	Prat.g_01800
OG0001179	Prbd.g_01323	Prat.g_01801
OG0001180	Prbd.g_01321	Prat.g_01802
OG0001181	Prbd.g_01320	Prat.g_01803
OG0001182	Prbd.g_01319	Prat.g_01804
OG0001183	Prbd.g_01318	Prat.g_01805
OG0001184	Prbd.g_01316	Prat.g_01807
OG0001185	Prbd.g_01312	Prat.g_01809
OG0001186	Prbd.g_01311	Prat.g_01810
OG0001187	Prbd.g_01310	Prat.g_01811
OG0001188	Prbd.g_01309	Prat.g_01812
OG0001189	Prbd.g_01308	Prat.g_01813
OG0001190	Prbd.g_01307	Prat.g_01814
OG0001191	Prbd.g_01306	Prat.g_01815
OG0001192	Prbd.g_01305	Prat.g_01816
OG0001193	Prbd.g_01304	Prat.g_01817
OG0001194	Prbd.g_01303	Prat.g_01818
OG0001195	Prbd.g_01302	Prat.g_01819
OG0001196	Prbd.g_01301	Prat.g_01820
OG0001197	Prbd.g_01300	Prat.g_01821
OG0001198	Prbd.g_01299	Prat.g_01822
OG0001199	Prbd.g_01298	Prat.g_01823
OG0001200	Prbd.g_01297	Prat.g_01824
OG0001201	Prbd.g_01296	Prat.g_01825
OG0001202	Prbd.g_01295	Prat.g_01826
OG0001203	Prbd.g_01293	Prat.g_01828
OG0001204	Prbd.g_01291	Prat.g_01830
OG0001205	Prbd.g_01290	Prat.g_01832
OG0001206	Prbd.g_01289	Prat.g_01833
OG0001207	Prbd.g_01288	Prat.g_01834
OG0001208	Prbd.g_01287	Prat.g_01835
OG0001209	Prbd.g_01286	Prat.g_01836
OG0001210	Prbd.g_01285	Prat.g_01837
OG0001211	Prbd.g_01284	Prat.g_01838
OG0001212	Prbd.g_01283	Prat.g_01839
OG0001213	Prbd.g_01282	Prat.g_01840
OG0001214	Prbd.g_01280	Prat.g_01842
OG0001215	Prbd.g_01279	Prat.g_01843
OG0001216	Prbd.g_01278	Prat.g_01844
OG0001217	Prbd.g_01277	Prat.g_01845
OG0001218	Prbd.g_01276	Prat.g_01846
OG0001219	Prbd.g_01274	Prat.g_01849
OG0001220	Prbd.g_01273	Prat.g_01850
OG0001221	Prbd.g_01270	Prat.g_01856
OG0001222	Prbd.g_01269	Prat.g_01857
OG0001223	Prbd.g_01268	Prat.g_01858
OG0001224	Prbd.g_01267	Prat.g_01860
OG0001225	Prbd.g_01266	Prat.g_01861
OG0001226	Prbd.g_01265	Prat.g_01862
OG0001227	Prbd.g_01264	Prat.g_01863
OG0001228	Prbd.g_01263	Prat.g_01864
OG0001229	Prbd.g_01262	Prat.g_01865
OG0001230	Prbd.g_01261	Prat.g_01866
OG0001231	Prbd.g_01260	Prat.g_01867
OG0001232	Prbd.g_01259	Prat.g_01869
OG0001233	Prbd.g_01258	Prat.g_01870
OG0001234	Prbd.g_01257	Prat.g_01871
OG0001235	Prbd.g_01256	Prat.g_01872
OG0001236	Prbd.g_01254	Prat.g_01874
OG0001237	Prbd.g_01253	Prat.g_01875
OG0001238	Prbd.g_01251	Prat.g_01879
OG0001239	Prbd.g_01250	Prat.g_01880
OG0001240	Prbd.g_01249	Prat.g_01881
OG0001241	Prbd.g_01247	Prat.g_01884
OG0001242	Prbd.g_01245	Prat.g_01885
OG0001243	Prbd.g_01244	Prat.g_01886
OG0001244	Prbd.g_01243	Prat.g_01887
OG0001245	Prbd.g_01242	Prat.g_01888
OG0001246	Prbd.g_01241	Prat.g_01889
OG0001247	Prbd.g_01240	Prat.g_01890
OG0001248	Prbd.g_01239	Prat.g_01891
OG0001249	Prbd.g_01238	Prat.g_01892
OG0001250	Prbd.g_01237	Prat.g_01893
OG0001252	Prbd.g_01105	Prat.g_00137
OG0001253	Prbd.g_01090	Prat.g_00149
OG0001254	Prbd.g_00958	Prat.g_00288
OG0001255	Prbd.g_00906	Prat.g_00347
OG0001257	Prbd.g_00760	Prat.g_00442
OG0001258	Prbd.g_00744	Prat.g_00459
OG0001259	Prbd.g_00654	Prat.g_00552
OG0001260	Prbd.g_00048	Prat.g_00831
OG0001261	Prbd.g_00137	Prat.g_01003
OG0001262	Prbd.g_00153	Prat.g_00987
OG0001263	Prbd.g_00174	Prat.g_01176
OG0001264	Prbd.g_00205	Prat.g_00715
OG0001265	Prbd.g_00316	Prat.g_00937
OG0001266	Prbd.g_00364	Prat.g_00078
OG0001267	Prbd.g_00452	Prat.g_01172
OG0001268	Prbd.g_00465	Prat.g_01158
OG0001269	Prbd.g_01781	Prat.g_01283
OG0001270	Prbd.g_01649	Prat.g_01398
OG0001271	Prbd.g_01638	Prat.g_01413
OG0001273	Prbd.g_01594	Prat.g_00481
OG0001274	Prbd.g_01589	Prat.g_01500
OG0001275	Prbd.g_01572	Prat.g_00660
OG0001277	Prbd.g_01550	Prat.g_01578, Prat.g_01542
OG0001278	Prbd.g_01533	Prat.g_01583
OG0001279	Prbd.g_01529	Prat.g_01587
OG0001280	Prbd.g_01526	Prat.g_01590
OG0001281	Prbd.g_01460	Prat.g_01660
OG0001282	Prbd.g_01435	Prat.g_01597
OG0001283	Prbd.g_01353	Prat.g_01767
OG0001284	Prbd.g_01325	Prat.g_01799
OG0001285	Prbd.g_01292	Prat.g_01829
OG0001286	Prbd.g_01248	Prat.g_01883
OG0001288	Prbd.g_00805	Prat.g_00397
OG0001290	Prbd.g_01207	Prat.g_00032
OG0001291	Prbd.g_01173	Prat.g_00068
OG0001293	Prbd.g_01168	Prat.g_00073
OG0001294	Prbd.g_01151	Prat.g_00090
OG0001296	Prbd.g_01118	Prat.g_00125
OG0001297	Prbd.g_01041	Prat.g_00201
OG0001299	Prbd.g_00987	Prat.g_00258
OG0001300	Prbd.g_00865	Prat.g_00375
OG0001301	Prbd.g_00607	Prat.g_01088
OG0001303	Prbd.g_00056	Prat.g_01217
OG0001305	Prbd.g_00336	Prat.g_00961
OG0001306	Prbd.g_00372	Prat.g_00817
OG0001308	Prbd.g_00406	Prat.g_01470
OG0001309	Prbd.g_00408	Prat.g_01831
OG0001312	Prbd.g_01780	Prat.g_01284
OG0001314	Prbd.g_01502	Prat.g_01614
OG0001315	Prbd.g_01467	Prat.g_01651
OG0001316	Prbd.g_01357	Prat.g_01763
OG0001318	Prbd.g_01101	Prat.g_00140
OG0001319	Prbd.g_01001	Prat.g_00243
OG0001320	Prbd.g_00775	Prat.g_01215
OG0001321	Prbd.g_01923, Prbd.g_00058	Prat.g_00600
OG0001322	Prbd.g_00083	Prat.g_00852
OG0001323	Prbd.g_00356	Prat.g_00704
OG0001325	Prbd.g_00412	Prat.g_01234, Prat.g_01492
OG0001326	Prbd.g_01860	Prat.g_01489
OG0001328	Prbd.g_01796	Prat.g_01254
OG0001329	Prbd.g_01744	Prat.g_01877
OG0001330	Prbd.g_01598	Prat.g_01446
OG0001331	Prbd.g_01528	Prat.g_01588
OG0001332	Prbd.g_01478	Prat.g_01640
OG0001333	Prbd.g_01387	Prat.g_01730
OG0001334	Prbd.g_01333	Prat.g_01790
OG0001335	Prbd.g_01294	Prat.g_01827
OG0001336	Prbd.g_01115	Prat.g_00127
OG0001337	Prbd.g_01125	Prat.g_00117
OG0001338	Prbd.g_01096	Prat.g_00379, Prat.g_00385
OG0001339	Prbd.g_01037	Prat.g_00205
OG0001340	Prbd.g_00991	Prat.g_00254
OG0001341	Prbd.g_00978	Prat.g_00268
OG0001342	Prbd.g_00959	Prat.g_00287
OG0001343	Prbd.g_00900	Prat.g_00353
OG0001344	Prbd.g_00860	Prat.g_01546
OG0001345	Prbd.g_00808	Prat.g_00394
OG0001346	Prbd.g_00770	Prat.g_00431
OG0001347	Prbd.g_00756	Prat.g_00446
OG0001348	Prbd.g_00738	Prat.g_00467, Prat.g_01485
OG0001349	Prbd.g_00733	Prat.g_00472
OG0001350	Prbd.g_00728	Prat.g_00477
OG0001351	Prbd.g_00666	Prat.g_00541
OG0001352	Prbd.g_00562	Prat.g_01577, Prat.g_00755
OG0001353	Prbd.g_00541	Prat.g_00228
OG0001354	Prbd.g_00086	Prat.g_00855
OG0001355	Prbd.g_00143	Prat.g_00997
OG0001356	Prbd.g_00188	Prat.g_00692
OG0001357	Prbd.g_00292	Prat.g_00922
OG0001358	Prbd.g_00315	Prat.g_00936
OG0001359	Prbd.g_00431	Prat.g_01555
OG0001360	Prbd.g_00432	Prat.g_01554
OG0001361	Prbd.g_00518	Prat.g_01102
OG0001362	Prbd.g_01893	Prat.g_00828
OG0001364	Prbd.g_01618, Prbd.g_01619	Prat.g_01433
OG0001366	Prbd.g_01488	Prat.g_01629
OG0001368	Prbd.g_01326	Prat.g_01798
OG0001369	Prbd.g_00317	Prat.g_00938
OG0001371	Prbd.g_01177	Prat.g_00063
OG0001372	Prbd.g_01176	Prat.g_00065
OG0001373	Prbd.g_01169	Prat.g_00072
OG0001374	Prbd.g_01157	Prat.g_00085
OG0001375	Prbd.g_01108	Prat.g_00135
OG0001376	Prbd.g_01005	Prat.g_00239
OG0001377	Prbd.g_00983	Prat.g_00263
OG0001378	Prbd.g_00967	Prat.g_00280
OG0001379	Prbd.g_00877	Prat.g_01396
OG0001380	Prbd.g_00835	Prat.g_00771
OG0001381	Prbd.g_00788	Prat.g_00416
OG0001382	Prbd.g_00782	Prat.g_00423
OG0001383	Prbd.g_00731	Prat.g_00474
OG0001385	Prbd.g_00578	Prat.g_01057
OG0001386	Prbd.g_00570	Prat.g_00748
OG0001387	Prbd.g_00568	Prat.g_00750
OG0001388	Prbd.g_00558	Prat.g_00760
OG0001389	Prbd.g_00012	Prat.g_00793
OG0001390	Prbd.g_00047	Prat.g_01225
OG0001391	Prbd.g_00088	Prat.g_00858
OG0001392	Prbd.g_00187	Prat.g_00691
OG0001393	Prbd.g_00189	Prat.g_00693
OG0001394	Prbd.g_00211	Prat.g_00721
OG0001395	Prbd.g_00214	Prat.g_00724
OG0001396	Prbd.g_00296	Prat.g_01550
OG0001397	Prbd.g_00325	Prat.g_00949
OG0001398	Prbd.g_00344	Prat.g_00969
OG0001399	Prbd.g_00354	Prat.g_00679
OG0001400	Prbd.g_00362	Prat.g_01521
OG0001401	Prbd.g_00369	Prat.g_00655
OG0001402	Prbd.g_00454	Prat.g_01170
OG0001403	Prbd.g_01800	Prat.g_01250
OG0001404	Prbd.g_01773	Prat.g_00825
OG0001405	Prbd.g_01763	Prat.g_01292
OG0001406	Prbd.g_01650	Prat.g_01397
OG0001407	Prbd.g_01647	Prat.g_01402
OG0001408	Prbd.g_01597	Prat.g_01447
OG0001409	Prbd.g_01584	Prat.g_00646
OG0001410	Prbd.g_01570	Prat.g_00827
OG0001411	Prbd.g_01927	Prat.g_01533
OG0001412	Prbd.g_00245	Prat.g_00872
OG0001415	Prbd.g_00913	Prat.g_00333
OG0001416	Prbd.g_00721	Prat.g_00484
OG0001417	Prbd.g_00569	Prat.g_00749
OG0001418	Prbd.g_00059	Prat.g_01524
OG0001419	Prbd.g_00092	Prat.g_00864
OG0001420	Prbd.g_00191	Prat.g_00695
OG0001421	Prbd.g_00195	Prat.g_00700
OG0001422	Prbd.g_00359	Prat.g_01226
OG0001423	Prbd.g_00433	Prat.g_00624
OG0001424	Prbd.g_01922	Prat.g_01449
OG0001426	Prbd.g_01252	Prat.g_01878
OG0001428	Prbd.g_01731	Prat.g_01323
OG0001429	Prbd.g_00274	Prat.g_00906
OG0001432	Prbd.g_00363	Prat.g_01522
OG0001433	Prbd.g_01890	Prat.g_00668
OG0001434	Prbd.g_01784	Prat.g_01579
OG0001435	Prbd.g_01585	Prat.g_00649
OG0001439	Prbd.g_00134	Prat.g_01005
OG0001440	Prbd.g_00319	Prat.g_00941
OG0001441	Prbd.g_00400	Prat.g_01523
OG0001443	Prbd.g_00451	Prat.g_01173
OG0001445	Prbd.g_01866	Prat.g_00381
OG0001446	Prbd.g_01864	Prat.g_00380
OG0001447	Prbd.g_01863	Prat.g_01195
OG0001448	Prbd.g_01565	Prat.g_00810
OG0001454	Prbd.g_00872	Prat.g_00658
OG0001457	Prbd.g_00542	Prat.g_00779
OG0001459	Prbd.g_00081	Prat.g_01290
OG0001460	Prbd.g_00165	Prat.g_00833
OG0001461	Prbd.g_00237	Prat.g_01047
OG0001462	Prbd.g_00307	Prat.g_01194
OG0001463	Prbd.g_00353	Prat.g_00420
OG0001464	Prbd.g_00358	Prat.g_00654
OG0001466	Prbd.g_01837	Prat.g_00635
OG0001467	Prbd.g_01692	Prat.g_01349
OG0001468	Prbd.g_01364	Prat.g_01755
OG0001470	Prbd.g_00919	Prat.g_00327
OG0001472	Prbd.g_00164	Prat.g_00972
OG0001473	Prbd.g_00173	Prat.g_00857
OG0001481	Prbd.g_00484	Prat.g_01138
OG0001482	Prbd.g_01912	Prat.g_01237
OG0001483	Prbd.g_01807	Prat.g_01243
OG0001486	Prbd.g_00225	Prat.g_00737
OG0001487	Prbd.g_00063	Prat.g_00588
OG0001488	Prbd.g_01068	Prat.g_00173
OG0001491	Prbd.g_00078	Prat.g_00643
OG0001504	Prbd.g_00221	Prat.g_00732
OG0001505	Prbd.g_01901	Prat.g_00460
OG0001506	Prbd.g_00377	Prat.g_01198
OG0001507	Prbd.g_00450	Prat.g_01174
OG0001510	Prbd.g_01372	Prat.g_01747
OG0001515	Prbd.g_00050	Prat.g_00652
OG0001523	Prbd.g_01183	Prat.g_00667
OG0001524	Prbd.g_00862	Prat.g_00620
OG0001525	Prbd.g_00783	Prat.g_00421
OG0001535	Prbd.g_00161	Prat.g_00975
OG0001536	Prbd.g_00396	Prat.g_00631
OG0001545	Prbd.g_00202	Prat.g_00711
OG0001587	Prbd.g_00823	Prat.g_00378
OG0001589	Prbd.g_01920, Prbd.g_00002	Prat.g_01458
OG0001590	Prbd.g_00946	Prat.g_00301
OG0001598	Prbd.g_00193	Prat.g_00697
OG0001605	Prbd.g_01441	Prat.g_01681
OG0001610	Prbd.g_00543	Prat.g_00778
OG0001613	Prbd.g_00172	Prat.g_01454
OG0001614	Prbd.g_00290	Prat.g_00920
OG0001631	Prbd.g_00526	Prat.g_00596
OG0001711	Prbd.g_01712, Prbd.g_01711	Prat.g_00041
OG0001798	Prbd.g_00532	Prat.g_00608
OG0001847	Prbd.g_01577	Prat.g_00077
OG0001859	Prbd.g_00981	Prat.g_00265
OG0001960	Prbd.g_01193	Prat.g_01275
OG0002033	Prbd.g_00533	Prat.g_01582
