Orthogroup	Prbf	Prax
OG0001118	Prbf.g_01103	Prax.g_01143
OG0001119	Prbf.g_01102	Prax.g_01144
OG0001120	Prbf.g_01100	Prax.g_01146
OG0001122	Prbf.g_01080	Prax.g_01176
OG0001123	Prbf.g_01074	Prax.g_01180
OG0001124	Prbf.g_01072	Prax.g_01182
OG0001125	Prbf.g_01070	Prax.g_01183
OG0001126	Prbf.g_01159	Prax.g_01193
OG0001127	Prbf.g_01160	Prax.g_01194
OG0001128	Prbf.g_01162	Prax.g_01196
OG0001129	Prbf.g_01163	Prax.g_01197
OG0001130	Prbf.g_01164	Prax.g_01198
OG0001131	Prbf.g_01705	Prax.g_01235
OG0001132	Prbf.g_00296	Prax.g_01245
OG0001133	Prbf.g_00094	Prax.g_00146
OG0001134	Prbf.g_00788	Prax.g_00161
OG0001135	Prbf.g_00785	Prax.g_00164
OG0001136	Prbf.g_00915	Prax.g_00197
OG0001137	Prbf.g_00927	Prax.g_00208
OG0001138	Prbf.g_00948	Prax.g_00226
OG0001139	Prbf.g_00950	Prax.g_00227
OG0001140	Prbf.g_00951	Prax.g_00228
OG0001141	Prbf.g_00952	Prax.g_00229
OG0001142	Prbf.g_00953	Prax.g_00230
OG0001143	Prbf.g_00960	Prax.g_00237
OG0001144	Prbf.g_00965	Prax.g_00242
OG0001145	Prbf.g_00034	Prax.g_01907
OG0001146	Prbf.g_00022	Prax.g_01895
OG0001147	Prbf.g_00002	Prax.g_01877
OG0001148	Prbf.g_00097	Prax.g_01861
OG0001149	Prbf.g_00098	Prax.g_01860
OG0001150	Prbf.g_00099	Prax.g_01859
OG0001151	Prbf.g_00110	Prax.g_01848
OG0001152	Prbf.g_00111	Prax.g_01847
OG0001153	Prbf.g_00189	Prax.g_01696
OG0001154	Prbf.g_00190	Prax.g_01695
OG0001155	Prbf.g_00207	Prax.g_01683
OG0001156	Prbf.g_00210	Prax.g_01680
OG0001157	Prbf.g_00211	Prax.g_01679
OG0001158	Prbf.g_00212	Prax.g_01678
OG0001159	Prbf.g_00213	Prax.g_01677
OG0001160	Prbf.g_00239	Prax.g_01653
OG0001161	Prbf.g_00750	Prax.g_01640
OG0001162	Prbf.g_00812	Prax.g_01629
OG0001163	Prbf.g_00702	Prax.g_01567
OG0001164	Prbf.g_00698	Prax.g_01563
OG0001165	Prbf.g_00695	Prax.g_01560
OG0001166	Prbf.g_00674	Prax.g_01540
OG0001167	Prbf.g_00657	Prax.g_01523
OG0001168	Prbf.g_00655	Prax.g_01521
OG0001169	Prbf.g_00653	Prax.g_01519
OG0001170	Prbf.g_00651	Prax.g_01517
OG0001171	Prbf.g_00641	Prax.g_01507
OG0001172	Prbf.g_00625	Prax.g_01265
OG0001173	Prbf.g_00624	Prax.g_01266
OG0001174	Prbf.g_00616	Prax.g_01274
OG0001175	Prbf.g_00615	Prax.g_01275
OG0001176	Prbf.g_00607	Prax.g_01282
OG0001177	Prbf.g_00605	Prax.g_01285
OG0001178	Prbf.g_00688	Prax.g_01290
OG0001179	Prbf.g_00575	Prax.g_01322
OG0001180	Prbf.g_00552	Prax.g_01344
OG0001181	Prbf.g_00548	Prax.g_01348
OG0001182	Prbf.g_00540	Prax.g_01355
OG0001183	Prbf.g_00535	Prax.g_01359
OG0001184	Prbf.g_00517	Prax.g_01375
OG0001185	Prbf.g_00501	Prax.g_01389
OG0001186	Prbf.g_00476	Prax.g_01412
OG0001187	Prbf.g_00473	Prax.g_01416
OG0001188	Prbf.g_00471	Prax.g_01419
OG0001189	Prbf.g_00455	Prax.g_01436
OG0001190	Prbf.g_00450	Prax.g_01440
OG0001191	Prbf.g_00440	Prax.g_01450
OG0001192	Prbf.g_00435	Prax.g_01454
OG0001193	Prbf.g_00423	Prax.g_01464
OG0001194	Prbf.g_00422	Prax.g_01465
OG0001195	Prbf.g_00421	Prax.g_01466
OG0001196	Prbf.g_00405	Prax.g_01479
OG0001197	Prbf.g_00403	Prax.g_01480
OG0001198	Prbf.g_00396	Prax.g_01487
OG0001199	Prbf.g_01401	Prax.g_00645
OG0001200	Prbf.g_01403	Prax.g_00647
OG0001201	Prbf.g_01436	Prax.g_01111
OG0001202	Prbf.g_01534	Prax.g_01019
OG0001203	Prbf.g_01576	Prax.g_00980
OG0001204	Prbf.g_01582	Prax.g_00932
OG0001205	Prbf.g_01729	Prax.g_00755
OG0001206	Prbf.g_01749	Prax.g_00739
OG0001207	Prbf.g_01760	Prax.g_00725
OG0001208	Prbf.g_01765	Prax.g_00720
OG0001209	Prbf.g_01816	Prax.g_00666
OG0001210	Prbf.g_01821	Prax.g_00001
OG0001211	Prbf.g_01831	Prax.g_00011
OG0001212	Prbf.g_01878	Prax.g_00055
OG0001213	Prbf.g_01913	Prax.g_00088
OG0001214	Prbf.g_00984	Prax.g_00096
OG0001215	Prbf.g_01272	Prax.g_00952
OG0001216	Prbf.g_01251	Prax.g_00483
OG0001217	Prbf.g_00280	Prax.g_00428
OG0001218	Prbf.g_00855	Prax.g_00420
OG0001219	Prbf.g_01146	Prax.g_00384
OG0001220	Prbf.g_01189	Prax.g_00321
OG0001221	Prbf.g_01309	Prax.g_00572
OG0001222	Prbf.g_01067	Prax.g_00612
OG0001223	Prbf.g_01099	Prax.g_01147
OG0001224	Prbf.g_01166	Prax.g_01200
OG0001225	Prbf.g_01168	Prax.g_01202
OG0001226	Prbf.g_01921	Prax.g_01229
OG0001227	Prbf.g_00870	Prax.g_01248
OG0001228	Prbf.g_00968	Prax.g_00245
OG0001229	Prbf.g_00856	Prax.g_01865
OG0001230	Prbf.g_00150	Prax.g_01741
OG0001231	Prbf.g_01706	Prax.g_01631
OG0001232	Prbf.g_00670	Prax.g_01536
OG0001233	Prbf.g_00650	Prax.g_01516
OG0001234	Prbf.g_00613	Prax.g_01277
OG0001235	Prbf.g_00609	Prax.g_01287
OG0001236	Prbf.g_00520	Prax.g_01372
OG0001237	Prbf.g_00516	Prax.g_01376
OG0001238	Prbf.g_00439	Prax.g_01451
OG0001239	Prbf.g_01398	Prax.g_00642
OG0001240	Prbf.g_01419	Prax.g_01125
OG0001241	Prbf.g_01429	Prax.g_01117
OG0001242	Prbf.g_01449	Prax.g_01099
OG0001243	Prbf.g_01456	Prax.g_01093
OG0001244	Prbf.g_01471	Prax.g_01077
OG0001245	Prbf.g_00879	Prax.g_00794
OG0001247	Prbf.g_01279	Prax.g_00959
OG0001248	Prbf.g_01277	Prax.g_00957
OG0001249	Prbf.g_01675	Prax.g_00395
OG0001250	Prbf.g_01202	Prax.g_00332
OG0001251	Prbf.g_00837	Prax.g_00547
OG0001252	Prbf.g_01161	Prax.g_01195
OG0001253	Prbf.g_01924	Prax.g_01249
OG0001254	Prbf.g_00786	Prax.g_00163
OG0001255	Prbf.g_00900	Prax.g_00184
OG0001256	Prbf.g_00246	Prax.g_01638
OG0001258	Prbf.g_00697	Prax.g_01562
OG0001259	Prbf.g_00652	Prax.g_01518
OG0001260	Prbf.g_00635	Prax.g_01501
OG0001261	Prbf.g_00567	Prax.g_01330
OG0001263	Prbf.g_01458	Prax.g_01090
OG0001265	Prbf.g_01448	Prax.g_01100
OG0001266	Prbf.g_01538	Prax.g_01015
OG0001267	Prbf.g_01620	Prax.g_00895
OG0001268	Prbf.g_01683	Prax.g_00834
OG0001269	Prbf.g_01190	Prax.g_00814
OG0001270	Prbf.g_01718	Prax.g_00766
OG0001271	Prbf.g_01755	Prax.g_00730
OG0001272	Prbf.g_01769	Prax.g_00716
OG0001273	Prbf.g_00978	Prax.g_00090
OG0001274	Prbf.g_01562	Prax.g_00939
OG0001275	Prbf.g_01089	Prax.g_01157
OG0001276	Prbf.g_01075	Prax.g_01179
OG0001277	Prbf.g_00417	Prax.g_01237
OG0001278	Prbf.g_00972	Prax.g_00250
OG0001279	Prbf.g_00339	Prax.g_01957
OG0001280	Prbf.g_00027	Prax.g_01900
OG0001281	Prbf.g_00021	Prax.g_01894
OG0001282	Prbf.g_00096	Prax.g_01862
OG0001283	Prbf.g_00408	Prax.g_01843
OG0001284	Prbf.g_00232	Prax.g_01658
OG0001285	Prbf.g_00667	Prax.g_01533
OG0001286	Prbf.g_00554	Prax.g_01342
OG0001287	Prbf.g_00494	Prax.g_01396
OG0001288	Prbf.g_00483	Prax.g_01405
OG0001289	Prbf.g_01413	Prax.g_00658
OG0001290	Prbf.g_01428	Prax.g_01118
OG0001291	Prbf.g_01466	Prax.g_01083
OG0001292	Prbf.g_01587	Prax.g_00927
OG0001293	Prbf.g_01600	Prax.g_00914
OG0001295	Prbf.g_00824	Prax.g_00734
OG0001296	Prbf.g_01792	Prax.g_00692
OG0001297	Prbf.g_01797	Prax.g_00687
OG0001298	Prbf.g_01858	Prax.g_00037
OG0001299	Prbf.g_01015	Prax.g_00976
OG0001300	Prbf.g_01268	Prax.g_00949
OG0001301	Prbf.g_01263	Prax.g_00946
OG0001302	Prbf.g_01150	Prax.g_00386
OG0001303	Prbf.g_00731	Prax.g_01161
OG0001304	Prbf.g_01062	Prax.g_01189
OG0001305	Prbf.g_01174	Prax.g_01208
OG0001306	Prbf.g_00903	Prax.g_00186
OG0001307	Prbf.g_00070	Prax.g_01880
OG0001308	Prbf.g_00167	Prax.g_01718
OG0001309	Prbf.g_00274	Prax.g_01634
OG0001310	Prbf.g_00680	Prax.g_01547
OG0001311	Prbf.g_01073	Prax.g_01181
OG0001312	Prbf.g_01137	Prax.g_00601
OG0001315	Prbf.g_00865	Prax.g_00633
OG0001316	Prbf.g_01470	Prax.g_01078
OG0001317	Prbf.g_01572	Prax.g_00984
OG0001318	Prbf.g_01596	Prax.g_00919
OG0001319	Prbf.g_01613	Prax.g_00903
OG0001320	Prbf.g_00765, Prbf.g_00732	Prax.g_00793
OG0001321	Prbf.g_01735	Prax.g_00749
OG0001322	Prbf.g_01736	Prax.g_00748
OG0001323	Prbf.g_01802	Prax.g_00682
OG0001324	Prbf.g_01267	Prax.g_00948
OG0001325	Prbf.g_01032	Prax.g_00480
OG0001327	Prbf.g_01332	Prax.g_01221
OG0001328	Prbf.g_00045	Prax.g_01247
OG0001329	Prbf.g_00734	Prax.g_00154
OG0001330	Prbf.g_00263	Prax.g_01929
OG0001331	Prbf.g_00101	Prax.g_01857
OG0001332	Prbf.g_00203	Prax.g_01685
OG0001333	Prbf.g_00656	Prax.g_01522
OG0001334	Prbf.g_00532	Prax.g_01362
OG0001335	Prbf.g_00531	Prax.g_01363
OG0001339	Prbf.g_01431	Prax.g_01115
OG0001340	Prbf.g_01671	Prax.g_00845
OG0001341	Prbf.g_00863	Prax.g_00430
OG0001342	Prbf.g_00711	Prax.g_00391
OG0001343	Prbf.g_00840	Prax.g_00544
OG0001344	Prbf.g_00922	Prax.g_00204
OG0001345	Prbf.g_00938	Prax.g_00219
OG0001346	Prbf.g_00025	Prax.g_01898
OG0001348	Prbf.g_00826	Prax.g_01611, Prax.g_01610
OG0001349	Prbf.g_00119	Prax.g_01820
OG0001350	Prbf.g_01575	Prax.g_01581
OG0001352	Prbf.g_01283	Prax.g_00962
OG0001353	Prbf.g_01212	Prax.g_00341
OG0001354	Prbf.g_01107	Prax.g_01139
OG0001356	Prbf.g_00705	Prax.g_00527
OG0001359	Prbf.g_00839	Prax.g_00545
OG0001362	Prbf.g_00171	Prax.g_01714
OG0001363	Prbf.g_00173	Prax.g_01712
OG0001364	Prbf.g_00529	Prax.g_01365
OG0001365	Prbf.g_00446	Prax.g_01444
OG0001369	Prbf.g_01418	Prax.g_01126
OG0001371	Prbf.g_01284	Prax.g_00963
OG0001372	Prbf.g_01922	Prax.g_00421, Prax.g_00457
OG0001375	Prbf.g_00841	Prax.g_00543
OG0001379	Prbf.g_00032	Prax.g_01905
OG0001380	Prbf.g_00853, Prbf.g_00066	Prax.g_01875
OG0001381	Prbf.g_00893	Prax.g_01869
OG0001382	Prbf.g_00063	Prax.g_01618
OG0001394	Prbf.g_01305	Prax.g_00576
OG0001397	Prbf.g_00172	Prax.g_01713
OG0001402	Prbf.g_01907	Prax.g_00412
OG0001403	Prbf.g_01353	Prax.g_00283
OG0001404	Prbf.g_01395	Prax.g_00639
OG0001407	Prbf.g_00059	Prax.g_01227
OG0001409	Prbf.g_00926	Prax.g_00207
OG0001410	Prbf.g_00069	Prax.g_01879
OG0001414	Prbf.g_01567	Prax.g_00989
OG0001415	Prbf.g_01569	Prax.g_00987
OG0001418	Prbf.g_01278	Prax.g_00958
OG0001419	Prbf.g_00060	Prax.g_01228
OG0001421	Prbf.g_00247	Prax.g_01637
OG0001422	Prbf.g_00056	Prax.g_01613
OG0001428	Prbf.g_01506	Prax.g_01046
OG0001429	Prbf.g_01145	Prax.g_00383
OG0001431	Prbf.g_00816, Prbf.g_00872	Prax.g_01931
OG0001433	Prbf.g_00706	Prax.g_00526
OG0001434	Prbf.g_01300	Prax.g_00581
OG0001437	Prbf.g_01568	Prax.g_00988
OG0001440	Prbf.g_00729, Prbf.g_00735	Prax.g_00772
OG0001446	Prbf.g_00291	Prax.g_00650
OG0001448	Prbf.g_01739	Prax.g_00806
OG0001450	Prbf.g_01275	Prax.g_00955
OG0001451	Prbf.g_01178	Prax.g_00312
OG0001460	Prbf.g_00707	Prax.g_00525
OG0001461	Prbf.g_01379	Prax.g_01569
OG0001463	Prbf.g_01627	Prax.g_00889
OG0001464	Prbf.g_01672	Prax.g_00844
OG0001465	Prbf.g_01256	Prax.g_00940
OG0001467	Prbf.g_00090	Prax.g_00394
OG0001468	Prbf.g_00849	Prax.g_01218
OG0001472	Prbf.g_01930	Prax.g_01635
OG0001481	Prbf.g_00046	Prax.g_00800
OG0001484	Prbf.g_00262	Prax.g_01921
OG0001485	Prbf.g_00346	Prax.g_01600
OG0001486	Prbf.g_00916	Prax.g_00198
OG0001491	Prbf.g_01153	Prax.g_00388
OG0001500	Prbf.g_01602	Prax.g_00912
OG0001501	Prbf.g_01334	Prax.g_00937
OG0001503	Prbf.g_00285	Prax.g_00168
OG0001506	Prbf.g_00201	Prax.g_01687
OG0001521	Prbf.g_01155	Prax.g_00429
OG0001522	Prbf.g_01211	Prax.g_00340
OG0001523	Prbf.g_00783	Prax.g_00165
OG0001524	Prbf.g_00782	Prax.g_00166
OG0001525	Prbf.g_00728	Prax.g_01626
OG0001526	Prbf.g_01383	Prax.g_01260
OG0001550	Prbf.g_00281	Prax.g_00151
OG0001557	Prbf.g_01304	Prax.g_00577
OG0001564	Prbf.g_01382	Prax.g_00489
OG0001566	Prbf.g_01287	Prax.g_00966
OG0001569	Prbf.g_00375	Prax.g_01255
OG0001571	Prbf.g_00336	Prax.g_00144
OG0001572	Prbf.g_00338	Prax.g_01964
OG0001581	Prbf.g_00007	Prax.g_01074
OG0001583	Prbf.g_01154	Prax.g_00389
OG0001584	Prbf.g_01025	Prax.g_00593
OG0001587	Prbf.g_00633	Prax.g_01258
OG0001588	Prbf.g_01709	Prax.g_01756
OG0001595	Prbf.g_01393	Prax.g_00638
OG0001596	Prbf.g_01402	Prax.g_00646
OG0001597	Prbf.g_00198	Prax.g_00811
OG0001598	Prbf.g_01265	Prax.g_00507, Prax.g_00775
OG0001599	Prbf.g_01747	Prax.g_00741
OG0001600	Prbf.g_01794	Prax.g_00690
OG0001601	Prbf.g_01289	Prax.g_00968
OG0001603	Prbf.g_01151	Prax.g_00387
OG0001604	Prbf.g_01312	Prax.g_00569
OG0001605	Prbf.g_00286	Prax.g_01172
OG0001606	Prbf.g_00276	Prax.g_01234
OG0001607	Prbf.g_00348	Prax.g_00167
OG0001608	Prbf.g_01059	Prax.g_01872
OG0001609	Prbf.g_00199	Prax.g_01689
OG0001610	Prbf.g_00202	Prax.g_01686
OG0001611	Prbf.g_00772	Prax.g_01624
OG0001626	Prbf.g_00353	Prax.g_00431
OG0001628	Prbf.g_01920	Prax.g_00418
OG0001629	Prbf.g_00327	Prax.g_00417
OG0001630	Prbf.g_00832	Prax.g_00551
OG0001631	Prbf.g_00344	Prax.g_01224
OG0001648	Prbf.g_00757	Prax.g_00801
OG0001649	Prbf.g_00278	Prax.g_01225
OG0001651	Prbf.g_00882	Prax.g_01625
OG0001662	Prbf.g_00799	Prax.g_00131
OG0001663	Prbf.g_00899	Prax.g_00183
OG0001685	Prbf.g_01925	Prax.g_00310
OG0001686	Prbf.g_00878	Prax.g_01171
OG0001687	Prbf.g_01745	Prax.g_01217
OG0001689	Prbf.g_00485	Prax.g_01403
OG0001697	Prbf.g_01152	Prax.g_00302
OG0001701	Prbf.g_01384	Prax.g_01261
OG0001705	Prbf.g_00631	Prax.g_00778
OG0001706	Prbf.g_00806	Prax.g_01163
OG0001707	Prbf.g_00871	Prax.g_01242
OG0001709	Prbf.g_00133	Prax.g_01821
OG0001710	Prbf.g_01938	Prax.g_01280
OG0001722	Prbf.g_00834	Prax.g_00549
OG0001725	Prbf.g_00810	Prax.g_00788
OG0001727	Prbf.g_00298, Prbf.g_00773	Prax.g_01578
OG0001780	Prbf.g_00124	Prax.g_01813
OG0001820	Prbf.g_00297	Prax.g_00435, Prax.g_01961
OG0001834	Prbf.g_00121	Prax.g_01817
OG0001922	Prbf.g_00139	Prax.g_01884
OG0002019	Prbf.g_00818	Prax.g_00503
OG0002030	Prbf.g_00780	Prax.g_01585
OG0002275	Prbf.g_00723	Prax.g_01574
OG0002326	Prbf.g_00756	Prax.g_00495
OG0002421	Prbf.g_00126	Prax.g_01810
OG0002480	Prbf.g_00122	Prax.g_01816
OG0002556	Prbf.g_00004	Prax.g_01764
OG0002557	Prbf.g_00005	Prax.g_01765
OG0002558	Prbf.g_00006	Prax.g_01766
OG0003031	Prbf.g_01711	Prax.g_01773
