Orthogroup	Prbf	Praw
OG0001121	Prbf.g_00567	Praw.g_00104
OG0001122	Prbf.g_00566	Praw.g_00103
OG0001123	Prbf.g_00565	Praw.g_00102
OG0001124	Prbf.g_00563	Praw.g_00100
OG0001125	Prbf.g_00561	Praw.g_00098
OG0001126	Prbf.g_00560	Praw.g_00097
OG0001127	Prbf.g_00557	Praw.g_00095
OG0001128	Prbf.g_00556	Praw.g_00094
OG0001129	Prbf.g_00555	Praw.g_00093
OG0001130	Prbf.g_00552	Praw.g_00090
OG0001131	Prbf.g_00551	Praw.g_00089
OG0001132	Prbf.g_00550	Praw.g_00088
OG0001133	Prbf.g_00549	Praw.g_00087
OG0001134	Prbf.g_00548	Praw.g_00086
OG0001135	Prbf.g_00547	Praw.g_00085
OG0001136	Prbf.g_00546	Praw.g_00084
OG0001137	Prbf.g_00545	Praw.g_00083
OG0001138	Prbf.g_00544	Praw.g_00082
OG0001139	Prbf.g_00542	Praw.g_00081
OG0001140	Prbf.g_00541	Praw.g_00080
OG0001141	Prbf.g_00540	Praw.g_00079
OG0001142	Prbf.g_00536	Praw.g_00076
OG0001143	Prbf.g_00535	Praw.g_00075
OG0001144	Prbf.g_00534	Praw.g_00074
OG0001145	Prbf.g_00533	Praw.g_00073
OG0001146	Prbf.g_00532	Praw.g_00072
OG0001147	Prbf.g_00531	Praw.g_00071
OG0001148	Prbf.g_00530	Praw.g_00070
OG0001149	Prbf.g_00528	Praw.g_00068
OG0001150	Prbf.g_00527	Praw.g_00067
OG0001151	Prbf.g_00523	Praw.g_00065
OG0001152	Prbf.g_00522	Praw.g_00064
OG0001153	Prbf.g_00521	Praw.g_00063
OG0001154	Prbf.g_00519	Praw.g_00061
OG0001155	Prbf.g_00517	Praw.g_00059
OG0001156	Prbf.g_00515	Praw.g_00057
OG0001157	Prbf.g_00513	Praw.g_00056
OG0001158	Prbf.g_00511	Praw.g_00054
OG0001159	Prbf.g_00510	Praw.g_00053
OG0001160	Prbf.g_00509	Praw.g_00052
OG0001161	Prbf.g_00508	Praw.g_00051
OG0001162	Prbf.g_00507	Praw.g_00050
OG0001163	Prbf.g_00506	Praw.g_00049
OG0001164	Prbf.g_00505	Praw.g_00048
OG0001165	Prbf.g_00504	Praw.g_00047
OG0001166	Prbf.g_00503	Praw.g_00046
OG0001167	Prbf.g_00501	Praw.g_00045
OG0001168	Prbf.g_00500	Praw.g_00044
OG0001169	Prbf.g_00499	Praw.g_00043
OG0001170	Prbf.g_00498	Praw.g_00041
OG0001171	Prbf.g_00497	Praw.g_00040
OG0001172	Prbf.g_00495	Praw.g_00038
OG0001173	Prbf.g_00493	Praw.g_00036
OG0001174	Prbf.g_00492	Praw.g_00035
OG0001175	Prbf.g_00491	Praw.g_00034
OG0001176	Prbf.g_00488	Praw.g_00033
OG0001177	Prbf.g_00486	Praw.g_00031
OG0001178	Prbf.g_00483	Praw.g_00028
OG0001179	Prbf.g_00482	Praw.g_00027
OG0001180	Prbf.g_00481	Praw.g_00026
OG0001181	Prbf.g_00480	Praw.g_00025
OG0001182	Prbf.g_00479	Praw.g_00024
OG0001183	Prbf.g_00478	Praw.g_00023
OG0001184	Prbf.g_00476	Praw.g_00021
OG0001185	Prbf.g_00474	Praw.g_00018
OG0001186	Prbf.g_00473	Praw.g_00017
OG0001187	Prbf.g_00472	Praw.g_00016
OG0001188	Prbf.g_00471	Praw.g_00015
OG0001189	Prbf.g_00470	Praw.g_00014
OG0001190	Prbf.g_00469	Praw.g_00013
OG0001191	Prbf.g_00468	Praw.g_00012
OG0001192	Prbf.g_00467	Praw.g_00011
OG0001193	Prbf.g_00466	Praw.g_00010
OG0001194	Prbf.g_00465	Praw.g_00009
OG0001195	Prbf.g_00464	Praw.g_00008
OG0001196	Prbf.g_00463	Praw.g_00007
OG0001197	Prbf.g_00462	Praw.g_00006
OG0001198	Prbf.g_00461	Praw.g_00005
OG0001199	Prbf.g_00460	Praw.g_00004
OG0001200	Prbf.g_00459	Praw.g_00003
OG0001201	Prbf.g_00458	Praw.g_00002
OG0001202	Prbf.g_00457	Praw.g_00001
OG0001203	Prbf.g_00456	Praw.g_01192
OG0001204	Prbf.g_00454	Praw.g_01190
OG0001205	Prbf.g_00452	Praw.g_01189
OG0001206	Prbf.g_00451	Praw.g_01188
OG0001207	Prbf.g_00450	Praw.g_01187
OG0001208	Prbf.g_00449	Praw.g_01186
OG0001209	Prbf.g_00448	Praw.g_01185
OG0001210	Prbf.g_00447	Praw.g_01184
OG0001211	Prbf.g_00446	Praw.g_01183
OG0001212	Prbf.g_00445	Praw.g_01182
OG0001213	Prbf.g_00444	Praw.g_01181
OG0001214	Prbf.g_00442	Praw.g_01179
OG0001215	Prbf.g_00441	Praw.g_01178
OG0001216	Prbf.g_00440	Praw.g_01177
OG0001217	Prbf.g_00439	Praw.g_01176
OG0001218	Prbf.g_00438	Praw.g_01175
OG0001219	Prbf.g_00435	Praw.g_01172
OG0001220	Prbf.g_00434	Praw.g_01171
OG0001221	Prbf.g_00430	Praw.g_01168
OG0001222	Prbf.g_00429	Praw.g_01167
OG0001223	Prbf.g_00428	Praw.g_01166
OG0001224	Prbf.g_00426	Praw.g_01165
OG0001225	Prbf.g_00425	Praw.g_01164
OG0001226	Prbf.g_00424	Praw.g_01163
OG0001227	Prbf.g_00423	Praw.g_01162
OG0001228	Prbf.g_00422	Praw.g_01161
OG0001229	Prbf.g_00421	Praw.g_01160
OG0001230	Prbf.g_00420	Praw.g_01159
OG0001231	Prbf.g_00419	Praw.g_01158
OG0001232	Prbf.g_00416	Praw.g_01157
OG0001233	Prbf.g_00415	Praw.g_01156
OG0001234	Prbf.g_00414	Praw.g_01155
OG0001235	Prbf.g_00413	Praw.g_01154
OG0001236	Prbf.g_00411	Praw.g_01152
OG0001237	Prbf.g_00410	Praw.g_01151
OG0001238	Prbf.g_00407	Praw.g_01149
OG0001239	Prbf.g_00406	Praw.g_01148
OG0001240	Prbf.g_00405	Praw.g_01147
OG0001241	Prbf.g_00402	Praw.g_01145
OG0001242	Prbf.g_00401	Praw.g_01144
OG0001243	Prbf.g_00400	Praw.g_01143
OG0001244	Prbf.g_00399	Praw.g_01142
OG0001245	Prbf.g_00398	Praw.g_01141
OG0001246	Prbf.g_00397	Praw.g_01140
OG0001247	Prbf.g_00396	Praw.g_01139
OG0001248	Prbf.g_00395	Praw.g_01138
OG0001249	Prbf.g_00394	Praw.g_01137
OG0001250	Prbf.g_00393	Praw.g_01136
OG0001252	Prbf.g_01468	Praw.g_01297
OG0001253	Prbf.g_01483	Praw.g_01285
OG0001254	Prbf.g_01621	Praw.g_00853
OG0001255	Prbf.g_01677	Praw.g_00797
OG0001258	Prbf.g_01781	Praw.g_00650
OG0001260	Prbf.g_01155	Praw.g_01760
OG0001261	Prbf.g_01209	Praw.g_01664
OG0001262	Prbf.g_01192	Praw.g_01648
OG0001263	Prbf.g_00897	Praw.g_01627
OG0001264	Prbf.g_01321	Praw.g_01598
OG0001265	Prbf.g_01074	Praw.g_01491
OG0001266	Prbf.g_01921	Praw.g_01443
OG0001267	Prbf.g_00900	Praw.g_00218
OG0001268	Prbf.g_00915	Praw.g_00231
OG0001269	Prbf.g_00070	Praw.g_00998
OG0001270	Prbf.g_00200	Praw.g_00377
OG0001271	Prbf.g_00213	Praw.g_00388
OG0001272	Prbf.g_01930	Praw.g_00428
OG0001273	Prbf.g_00274	Praw.g_00429
OG0001274	Prbf.g_00812	Praw.g_00434
OG0001275	Prbf.g_00056	Praw.g_00451
OG0001276	Prbf.g_01053	Praw.g_00463
OG0001277	Prbf.g_00734	Praw.g_00476
OG0001278	Prbf.g_00702	Praw.g_00507
OG0001279	Prbf.g_00698	Praw.g_00511
OG0001280	Prbf.g_00695	Praw.g_00514
OG0001281	Prbf.g_00625	Praw.g_01914
OG0001282	Prbf.g_00688	Praw.g_01890
OG0001283	Prbf.g_00516	Praw.g_00058
OG0001284	Prbf.g_00484	Praw.g_00029
OG0001285	Prbf.g_00455	Praw.g_01191
OG0001286	Prbf.g_00403	Praw.g_01146
OG0001287	Prbf.g_00811	Praw.g_00483
OG0001288	Prbf.g_01721	Praw.g_00710
OG0001290	Prbf.g_01353	Praw.g_01398
OG0001291	Prbf.g_01398	Praw.g_01363
OG0001292	Prbf.g_01401	Praw.g_01360
OG0001293	Prbf.g_01403	Praw.g_01358
OG0001295	Prbf.g_01449	Praw.g_01316
OG0001296	Prbf.g_01456	Praw.g_01310
OG0001297	Prbf.g_01534	Praw.g_01236
OG0001298	Prbf.g_01582	Praw.g_00890
OG0001300	Prbf.g_00046	Praw.g_00759
OG0001301	Prbf.g_00984	Praw.g_01885
OG0001302	Prbf.g_00804, Prbf.g_00762	Praw.g_01755
OG0001303	Prbf.g_00855	Praw.g_01751
OG0001304	Prbf.g_01161	Praw.g_01476
OG0001305	Prbf.g_01166	Praw.g_01471
OG0001306	Prbf.g_00417	Praw.g_01435
OG0001307	Prbf.g_00045	Praw.g_01425
OG0001308	Prbf.g_00264	Praw.g_00181
OG0001309	Prbf.g_00453	Praw.g_00183
OG0001310	Prbf.g_00281	Praw.g_00192
OG0001311	Prbf.g_00951	Praw.g_00262
OG0001312	Prbf.g_00069	Praw.g_00999
OG0001313	Prbf.g_01706	Praw.g_00432
OG0001314	Prbf.g_00670	Praw.g_00538
OG0001315	Prbf.g_00635	Praw.g_00573
OG0001316	Prbf.g_00520	Praw.g_00062
OG0001318	Prbf.g_01471	Praw.g_01294
OG0001319	Prbf.g_01576	Praw.g_01197
OG0001320	Prbf.g_00824	Praw.g_00680
OG0001321	Prbf.g_01920	Praw.g_01749
OG0001322	Prbf.g_00869	Praw.g_01716
OG0001323	Prbf.g_01332	Praw.g_01452
OG0001324	Prbf.g_00375	Praw.g_01417
OG0001325	Prbf.g_00336	Praw.g_00185
OG0001326	Prbf.g_00816	Praw.g_00951
OG0001327	Prbf.g_00263	Praw.g_00953
OG0001328	Prbf.g_00021	Praw.g_00986
OG0001330	Prbf.g_00246	Praw.g_00425
OG0001331	Prbf.g_00697	Praw.g_00512
OG0001332	Prbf.g_00646	Praw.g_00562
OG0001333	Prbf.g_00554	Praw.g_00092
OG0001334	Prbf.g_00494	Praw.g_00037
OG0001336	Prbf.g_01458	Praw.g_01307
OG0001337	Prbf.g_01448	Praw.g_01317
OG0001338	Prbf.g_00007	Praw.g_01291
OG0001339	Prbf.g_01538	Praw.g_01232
OG0001340	Prbf.g_01587	Praw.g_00885
OG0001341	Prbf.g_01600	Praw.g_00873
OG0001342	Prbf.g_01620	Praw.g_00854
OG0001343	Prbf.g_01683	Praw.g_00791
OG0001345	Prbf.g_01718	Praw.g_00713
OG0001346	Prbf.g_01755	Praw.g_00675
OG0001347	Prbf.g_01769	Praw.g_00662
OG0001349	Prbf.g_01792	Praw.g_00639
OG0001350	Prbf.g_01797	Praw.g_00634
OG0001351	Prbf.g_01858	Praw.g_01924
OG0001352	Prbf.g_01281	Praw.g_01840
OG0001353	Prbf.g_01562	Praw.g_01819
OG0001354	Prbf.g_01154	Praw.g_01713
OG0001355	Prbf.g_01202	Praw.g_01658
OG0001356	Prbf.g_00840	Praw.g_01613
OG0001357	Prbf.g_01089	Praw.g_01511
OG0001358	Prbf.g_01075	Praw.g_01492
OG0001359	Prbf.g_00783	Praw.g_00205
OG0001360	Prbf.g_00782	Praw.g_00206
OG0001361	Prbf.g_00972	Praw.g_00284
OG0001362	Prbf.g_00339	Praw.g_00930
OG0001364	Prbf.g_00232	Praw.g_00407
OG0001365	Prbf.g_01383	Praw.g_01049
OG0001366	Prbf.g_00656	Praw.g_00552
OG0001368	Prbf.g_00485	Praw.g_00030
OG0001369	Prbf.g_01073	Praw.g_01490
OG0001371	Prbf.g_01393	Praw.g_01367
OG0001372	Prbf.g_01395	Praw.g_01366
OG0001373	Prbf.g_01402	Praw.g_01359
OG0001374	Prbf.g_01413	Praw.g_01347
OG0001375	Prbf.g_01466	Praw.g_01300
OG0001376	Prbf.g_01572	Praw.g_01201
OG0001377	Prbf.g_01596	Praw.g_00877
OG0001378	Prbf.g_01613	Praw.g_00862
OG0001379	Prbf.g_00198	Praw.g_00770
OG0001380	Prbf.g_01265	Praw.g_00336, Praw.g_00486
OG0001381	Prbf.g_01741	Praw.g_00693
OG0001382	Prbf.g_01747	Praw.g_00687
OG0001383	Prbf.g_01794	Praw.g_00637
OG0001384	Prbf.g_01802	Praw.g_00629
OG0001385	Prbf.g_01015	Praw.g_01856
OG0001386	Prbf.g_01289	Praw.g_01848
OG0001387	Prbf.g_01287	Praw.g_01846
OG0001388	Prbf.g_01276	Praw.g_01836
OG0001389	Prbf.g_01032	Praw.g_01804
OG0001390	Prbf.g_00863	Praw.g_01761
OG0001391	Prbf.g_01151	Praw.g_01711
OG0001392	Prbf.g_00841	Praw.g_01614
OG0001393	Prbf.g_00839	Praw.g_01612
OG0001394	Prbf.g_01315	Praw.g_01592
OG0001395	Prbf.g_01312	Praw.g_01589
OG0001396	Prbf.g_00731	Praw.g_01507
OG0001397	Prbf.g_01062	Praw.g_01482
OG0001398	Prbf.g_01174	Praw.g_01463
OG0001399	Prbf.g_00849	Praw.g_01454
OG0001400	Prbf.g_00059	Praw.g_01445
OG0001401	Prbf.g_00276	Praw.g_01438
OG0001402	Prbf.g_00903	Praw.g_00220
OG0001403	Prbf.g_00025	Praw.g_00982
OG0001404	Prbf.g_01059	Praw.g_01007
OG0001405	Prbf.g_00096	Praw.g_01017
OG0001406	Prbf.g_00199	Praw.g_00376
OG0001407	Prbf.g_00202	Praw.g_00379
OG0001408	Prbf.g_00247	Praw.g_00426
OG0001409	Prbf.g_00772	Praw.g_00438
OG0001410	Prbf.g_00826	Praw.g_00453
OG0001412	Prbf.g_01137	Praw.g_01558
OG0001414	Prbf.g_00865	Praw.g_01373
OG0001417	Prbf.g_01288	Praw.g_01847
OG0001418	Prbf.g_00327	Praw.g_01748
OG0001419	Prbf.g_01145	Praw.g_01707
OG0001420	Prbf.g_00837	Praw.g_01610
OG0001421	Prbf.g_00832	Praw.g_01607
OG0001422	Prbf.g_00344	Praw.g_01449
OG0001423	Prbf.g_00348	Praw.g_00207
OG0001424	Prbf.g_00250	Praw.g_00906
OG0001425	Prbf.g_00063	Praw.g_00445
OG0001427	Prbf.g_00757	Praw.g_00760
OG0001429	Prbf.g_01107	Praw.g_01529
OG0001430	Prbf.g_00286	Praw.g_01499
OG0001431	Prbf.g_00278	Praw.g_01447
OG0001432	Prbf.g_00060	Praw.g_01444
OG0001434	Prbf.g_00819, Prbf.g_00733	Praw.g_00474
OG0001435	Prbf.g_00882	Praw.g_00437
OG0001436	Prbf.g_00705	Praw.g_01734
OG0001439	Prbf.g_01212	Praw.g_01666
OG0001440	Prbf.g_01070	Praw.g_01488
OG0001441	Prbf.g_00799	Praw.g_00177
OG0001443	Prbf.g_00899	Praw.g_00217
OG0001444	Prbf.g_00938	Praw.g_00253
OG0001445	Prbf.g_00795	Praw.g_00332
OG0001446	Prbf.g_00794	Praw.g_00334
OG0001447	Prbf.g_00892	Praw.g_00335
OG0001448	Prbf.g_00801	Praw.g_00459
OG0001449	Prbf.g_00119	Praw.g_01082
OG0001450	Prbf.g_00769, Prbf.g_00739	Praw.g_00308
OG0001452	Prbf.g_00436	Praw.g_01173
OG0001454	Prbf.g_01739	Praw.g_00765
OG0001456	Prbf.g_01871	Praw.g_01936
OG0001457	Prbf.g_01256	Praw.g_01820
OG0001458	Prbf.g_00353	Praw.g_01762
OG0001459	Prbf.g_00090	Praw.g_01718
OG0001460	Prbf.g_01925	Praw.g_01636
OG0001462	Prbf.g_00878	Praw.g_01500
OG0001463	Prbf.g_01745	Praw.g_01455
OG0001465	Prbf.g_00854	Praw.g_00948
OG0001468	Prbf.g_00529	Praw.g_00069
OG0001469	Prbf.g_00916	Praw.g_00232
OG0001471	Prbf.g_00364	Praw.g_00731
OG0001473	Prbf.g_01152	Praw.g_01628
OG0001483	Prbf.g_00032	Praw.g_00975
OG0001484	Prbf.g_01388	Praw.g_01053
OG0001485	Prbf.g_00633	Praw.g_01920
OG0001486	Prbf.g_01300	Praw.g_01578
OG0001487	Prbf.g_01907	Praw.g_01744
OG0001488	Prbf.g_01506	Praw.g_01263
OG0001490	Prbf.g_00631	Praw.g_00737
OG0001505	Prbf.g_00806	Praw.g_01785
OG0001506	Prbf.g_00871	Praw.g_01430
OG0001508	Prbf.g_00728	Praw.g_00436
OG0001509	Prbf.g_01938	Praw.g_01899
OG0001519	Prbf.g_00810	Praw.g_00745
OG0001520	Prbf.g_00706	Praw.g_01735
OG0001521	Prbf.g_01384	Praw.g_01918
OG0001530	Prbf.g_00707	Praw.g_01736
OG0001535	Prbf.g_01180	Praw.g_01640
OG0001541	Prbf.g_00313	Praw.g_01044
OG0001546	Prbf.g_01207	Praw.g_00908
OG0001579	Prbf.g_00133	Praw.g_01102
OG0001580	Prbf.g_00121	Praw.g_01074
OG0001581	Prbf.g_00124	Praw.g_01110, Praw.g_01122
OG0001588	Prbf.g_00857	Praw.g_00498
OG0001607	Prbf.g_00091	Praw.g_00338
OG0001607	Prbf.g_00092	Praw.g_00902
OG0001608	Prbf.g_00266	Praw.g_00488
OG0001622	Prbf.g_00319	Praw.g_00317
OG0001627	Prbf.g_00780	Praw.g_01776
OG0001631	Prbf.g_01916	Praw.g_00292
OG0001632	Prbf.g_00257	Praw.g_00489
OG0001634	Prbf.g_00318	Praw.g_00318
OG0001635	Prbf.g_00317	Praw.g_00319
OG0001636	Prbf.g_00316	Praw.g_00320
OG0001637	Prbf.g_00372	Praw.g_01768
OG0001720	Prbf.g_01382	Praw.g_01062
OG0001798	Prbf.g_00723	Praw.g_00297
OG0001828	Prbf.g_00756	Praw.g_01784
OG0001834	Prbf.g_00333	Praw.g_00324
OG0001873	Prbf.g_00093	Praw.g_00337
OG0001924	Prbf.g_00267	Praw.g_00490
OG0002080	Prbf.g_00359	Praw.g_00325
OG0002209	Prbf.g_01944	Praw.g_00301
OG0002210	Prbf.g_01943	Praw.g_00302
OG0002211	Prbf.g_01942	Praw.g_00303
