Orthogroup	Praf	Syat
OG0001175	Praf.g_02187	Syat.g_01848
OG0001176	Praf.g_02171	Syat.g_01831
OG0001178	Praf.g_00474	Syat.g_03137
OG0001180	Praf.g_02109	Syat.g_01654
OG0001181	Praf.g_02105	Syat.g_01650
OG0001182	Praf.g_02096	Syat.g_01642
OG0001183	Praf.g_02081	Syat.g_01632
OG0001184	Praf.g_02391	Syat.g_02160
OG0001185	Praf.g_00184	Syat.g_02200
OG0001186	Praf.g_00091	Syat.g_02235
OG0001187	Praf.g_00088	Syat.g_02256
OG0001188	Praf.g_00083	Syat.g_02261
OG0001189	Praf.g_00058	Syat.g_02287
OG0001190	Praf.g_02656	Syat.g_02692
OG0001191	Praf.g_02669	Syat.g_02675
OG0001192	Praf.g_02674	Syat.g_02663
OG0001193	Praf.g_02724	Syat.g_02513
OG0001194	Praf.g_02728	Syat.g_02515
OG0001195	Praf.g_02729	Syat.g_02516
OG0001196	Praf.g_02766	Syat.g_02398
OG0001197	Praf.g_02768	Syat.g_02396
OG0001199	Praf.g_00315	Syat.g_01475
OG0001200	Praf.g_00313	Syat.g_01477
OG0001201	Praf.g_00243	Syat.g_01572
OG0001203	Praf.g_00387	Syat.g_01447
OG0001204	Praf.g_02206	Syat.g_01867
OG0001205	Praf.g_01979	Syat.g_01287
OG0001206	Praf.g_01941	Syat.g_03268
OG0001207	Praf.g_00586	Syat.g_03162
OG0001208	Praf.g_00597	Syat.g_03172
OG0001209	Praf.g_00663	Syat.g_03273
OG0001210	Praf.g_00673	Syat.g_00103
OG0001211	Praf.g_00690	Syat.g_00078
OG0001213	Praf.g_01684	Syat.g_03289
OG0001214	Praf.g_01694	Syat.g_00128
OG0001216	Praf.g_01304	Syat.g_00660
OG0001217	Praf.g_00710	Syat.g_02587
OG0001218	Praf.g_01853	Syat.g_01356
OG0001219	Praf.g_01432	Syat.g_00629
OG0001220	Praf.g_01619	Syat.g_01534
OG0001222	Praf.g_02684	Syat.g_00597
OG0001223	Praf.g_01364	Syat.g_00544
OG0001224	Praf.g_01278	Syat.g_00804
OG0001225	Praf.g_01276	Syat.g_00806
OG0001226	Praf.g_00991	Syat.g_01485
OG0001228	Praf.g_00899	Syat.g_00938
OG0001229	Praf.g_00494	Syat.g_00981
OG0001230	Praf.g_01784	Syat.g_01235
OG0001231	Praf.g_00017	Syat.g_02327
OG0001232	Praf.g_00454	Syat.g_03041
OG0001233	Praf.g_00430	Syat.g_03012
OG0001234	Praf.g_02184	Syat.g_02092
OG0001235	Praf.g_02176	Syat.g_01838
OG0001236	Praf.g_02387	Syat.g_02156
OG0001237	Praf.g_02392	Syat.g_02161
OG0001238	Praf.g_02670	Syat.g_02673
OG0001239	Praf.g_00318	Syat.g_01472
OG0001240	Praf.g_00260	Syat.g_01554
OG0001241	Praf.g_00250	Syat.g_01564
OG0001243	Praf.g_02402	Syat.g_02928
OG0001244	Praf.g_02429	Syat.g_02901
OG0001245	Praf.g_01003	Syat.g_00212
OG0001246	Praf.g_00624	Syat.g_03209
OG0001247	Praf.g_01572	Syat.g_01019
OG0001248	Praf.g_01210	Syat.g_03159
OG0001249	Praf.g_02063	Syat.g_01620
OG0001250	Praf.g_01598	Syat.g_00739
OG0001252	Praf.g_01284	Syat.g_00787
OG0001255	Praf.g_01134	Syat.g_00843
OG0001256	Praf.g_00497	Syat.g_03111
OG0001258	Praf.g_00486	Syat.g_03119
OG0001259	Praf.g_00432	Syat.g_03014
OG0001261	Praf.g_02128	Syat.g_01791
OG0001262	Praf.g_00061	Syat.g_02285
OG0001263	Praf.g_02404	Syat.g_02926
OG0001265	Praf.g_00217	Syat.g_02938
OG0001266	Praf.g_02522	Syat.g_02808
OG0001267	Praf.g_02279	Syat.g_02060
OG0001268	Praf.g_02048	Syat.g_01608
OG0001269	Praf.g_01616	Syat.g_02369
OG0001270	Praf.g_01991	Syat.g_02968
OG0001271	Praf.g_01910	Syat.g_01374
OG0001272	Praf.g_00601	Syat.g_03176
OG0001274	Praf.g_02550	Syat.g_02727
OG0001275	Praf.g_01351	Syat.g_00529
OG0001276	Praf.g_01334	Syat.g_00705
OG0001277	Praf.g_02752	Syat.g_03312
OG0001278	Praf.g_00893	Syat.g_00895
OG0001279	Praf.g_01769	Syat.g_01252
OG0001281	Praf.g_00789	Syat.g_01159
OG0001283	Praf.g_02762	Syat.g_02403
OG0001286	Praf.g_02111	Syat.g_01656
OG0001287	Praf.g_00176	Syat.g_02208
OG0001288	Praf.g_00158	Syat.g_02225
OG0001290	Praf.g_00251	Syat.g_01563
OG0001291	Praf.g_02414	Syat.g_02916
OG0001292	Praf.g_02211	Syat.g_01873
OG0001293	Praf.g_02252	Syat.g_01995
OG0001294	Praf.g_01750	Syat.g_00409
OG0001295	Praf.g_00676	Syat.g_00945
OG0001298	Praf.g_00722	Syat.g_00043
OG0001300	Praf.g_01206	Syat.g_01025
OG0001303	Praf.g_01431	Syat.g_00628
OG0001307	Praf.g_01893	Syat.g_02082
OG0001308	Praf.g_01808	Syat.g_01176
OG0001309	Praf.g_00639	Syat.g_01113
OG0001310	Praf.g_00465	Syat.g_03066
OG0001311	Praf.g_01332	Syat.g_00703
OG0001312	Praf.g_01421	Syat.g_00615
OG0001319	Praf.g_02269	Syat.g_02048
OG0001323	Praf.g_00642	Syat.g_01111
OG0001326	Praf.g_02735	Syat.g_02525
OG0001327	Praf.g_01640	Syat.g_00414
OG0001329	Praf.g_00960	Syat.g_00097
OG0001331	Praf.g_00578	Syat.g_01301
OG0001333	Praf.g_00436	Syat.g_03018
OG0001336	Praf.g_02763	Syat.g_02402
OG0001337	Praf.g_02067	Syat.g_01621
OG0001347	Praf.g_00085	Syat.g_02666
OG0001348	Praf.g_02569	Syat.g_03316
OG0001351	Praf.g_01958	Syat.g_01318
OG0001353	Praf.g_01589, Praf.g_01588	Syat.g_00717
OG0001354	Praf.g_01375	Syat.g_00558
OG0001355	Praf.g_01484	Syat.g_02589
OG0001356	Praf.g_02686	Syat.g_01035
OG0001356	Praf.g_01026	Syat.g_01428
OG0001358	Praf.g_01665	Syat.g_03319
OG0001360	Praf.g_00936	Syat.g_00256
OG0001361	Praf.g_00883	Syat.g_00293
OG0001365	Praf.g_02661	Syat.g_02687
OG0001366	Praf.g_00456	Syat.g_03047
OG0001371	Praf.g_00371	Syat.g_01490
OG0001373	Praf.g_02734	Syat.g_02524
OG0001374	Praf.g_02742	Syat.g_02541
OG0001376	Praf.g_02677	Syat.g_00841
OG0001377	Praf.g_02676	Syat.g_00842
OG0001378	Praf.g_01997	Syat.g_02967
OG0001379	Praf.g_00803	Syat.g_01147
OG0001382	Praf.g_01298	Syat.g_00101
OG0001383	Praf.g_00393	Syat.g_01092
OG0001383	Praf.g_01157	Syat.g_01441
OG0001385	Praf.g_02731	Syat.g_02521
OG0001386	Praf.g_02732	Syat.g_02522
OG0001387	Praf.g_02733	Syat.g_02523
OG0001388	Praf.g_02736	Syat.g_02526
OG0001389	Praf.g_02737	Syat.g_02531
OG0001390	Praf.g_02738	Syat.g_02532
OG0001391	Praf.g_02739	Syat.g_02533
OG0001392	Praf.g_02740	Syat.g_02539
OG0001393	Praf.g_02741	Syat.g_02540
OG0001394	Praf.g_01496	Syat.g_00450
OG0001396	Praf.g_00084	Syat.g_02665
OG0001401	Praf.g_01593	Syat.g_00721
OG0001402	Praf.g_01670	Syat.g_03314
OG0001403	Praf.g_00036	Syat.g_02307
OG0001406	Praf.g_02678	Syat.g_00840
OG0001409	Praf.g_00870	Syat.g_01007
OG0001412	Praf.g_00131	Syat.g_01135
OG0001415	Praf.g_00744	Syat.g_00017
OG0001416	Praf.g_00792	Syat.g_02491
OG0001418	Praf.g_02180	Syat.g_03267
OG0001433	Praf.g_01027	Syat.g_01429
OG0001434	Praf.g_01500	Syat.g_00455
OG0001435	Praf.g_01457	Syat.g_00422
OG0001437	Praf.g_00745	Syat.g_00016
OG0001438	Praf.g_02294	Syat.g_02076
OG0001441	Praf.g_00644	Syat.g_01109
OG0001443	Praf.g_00493	Syat.g_02649
OG0001444	Praf.g_00266	Syat.g_01550
OG0001444	Praf.g_00166	Syat.g_01547
OG0001449	Praf.g_00353	Syat.g_00800
OG0001451	Praf.g_01323	Syat.g_02877
OG0001452	Praf.g_00953	Syat.g_01881
OG0001460	Praf.g_01028	Syat.g_01430
OG0001461	Praf.g_01953	Syat.g_01945
OG0001462	Praf.g_00043	Syat.g_02301
OG0001470	Praf.g_00094	Syat.g_02257, Syat.g_02252
OG0001475	Praf.g_00118	Syat.g_01116
OG0001476	Praf.g_00865	Syat.g_02579, Syat.g_01012
OG0001477	Praf.g_01119	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001479	Praf.g_02050	Syat.g_01610
OG0001484	Praf.g_01297	Syat.g_02443
OG0001487	Praf.g_01852	Syat.g_01355
OG0001488	Praf.g_00876	Syat.g_00301
OG0001489	Praf.g_02100	Syat.g_01645
OG0001495	Praf.g_02174	Syat.g_01833
OG0001496	Praf.g_01115	Syat.g_00316
OG0001497	Praf.g_01118	Syat.g_00317
OG0001498	Praf.g_02014	Syat.g_02954
OG0001508	Praf.g_00093	Syat.g_02258
OG0001509	Praf.g_00127	Syat.g_01296
OG0001510	Praf.g_00172	Syat.g_02214
OG0001511	Praf.g_00232	Syat.g_01580
OG0001512	Praf.g_00389	Syat.g_01445
OG0001513	Praf.g_01976	Syat.g_01083
OG0001514	Praf.g_01114	Syat.g_00315
OG0001515	Praf.g_01214	Syat.g_00927
OG0001516	Praf.g_01740	Syat.g_00398
OG0001517	Praf.g_02053	Syat.g_01613
OG0001518	Praf.g_02672	Syat.g_02671
OG0001519	Praf.g_02682	Syat.g_02646
OG0001522	Praf.g_02169	Syat.g_00642
OG0001523	Praf.g_01037	Syat.g_01089
OG0001524	Praf.g_01038	Syat.g_01088
OG0001527	Praf.g_00704	Syat.g_00064
OG0001528	Praf.g_00096	Syat.g_01115
OG0001529	Praf.g_00051	Syat.g_02294
OG0001530	Praf.g_00238	Syat.g_01578
OG0001531	Praf.g_00390	Syat.g_01444
OG0001532	Praf.g_00924	Syat.g_00213
OG0001533	Praf.g_00996	Syat.g_02786
OG0001533	Praf.g_01998	Syat.g_02966
OG0001534	Praf.g_01324	Syat.g_00689
OG0001535	Praf.g_01336	Syat.g_00707
OG0001536	Praf.g_01396	Syat.g_00589
OG0001537	Praf.g_01488	Syat.g_00441
OG0001538	Praf.g_01535	Syat.g_00484
OG0001539	Praf.g_01637	Syat.g_00417
OG0001540	Praf.g_02406	Syat.g_02924
OG0001541	Praf.g_02478	Syat.g_02847
OG0001542	Praf.g_02496	Syat.g_02837
OG0001543	Praf.g_02571	Syat.g_03229
OG0001544	Praf.g_02681	Syat.g_02647
OG0001545	Praf.g_02751	Syat.g_02444, Syat.g_02433
OG0001553	Praf.g_01791	Syat.g_01230
OG0001556	Praf.g_01032	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001558	Praf.g_00020	Syat.g_02323
OG0001559	Praf.g_00239	Syat.g_01577
OG0001560	Praf.g_00252	Syat.g_01562
OG0001561	Praf.g_01330	Syat.g_00701
OG0001562	Praf.g_01344	Syat.g_00523
OG0001563	Praf.g_02120	Syat.g_01662
OG0001574	Praf.g_00702	Syat.g_00066
OG0001575	Praf.g_00707	Syat.g_00061
OG0001576	Praf.g_00778	Syat.g_01169
OG0001577	Praf.g_00835	Syat.g_03255
OG0001580	Praf.g_02612	Syat.g_02701
OG0001588	Praf.g_02600	Syat.g_02169
OG0001588	Praf.g_02371	Syat.g_03195
OG0001590	Praf.g_01617	Syat.g_00112
OG0001591	Praf.g_01642	Syat.g_00411
OG0001592	Praf.g_02613	Syat.g_02699
OG0001614	Praf.g_00186	Syat.g_02197
OG0001615	Praf.g_00682	Syat.g_00091
OG0001616	Praf.g_00915	Syat.g_00249
OG0001617	Praf.g_01199	Syat.g_03212, Syat.g_03299
OG0001618	Praf.g_01312	Syat.g_00670, Syat.g_02510
OG0001619	Praf.g_01406	Syat.g_00600
OG0001620	Praf.g_02040	Syat.g_01601
OG0001621	Praf.g_02241	Syat.g_01883
OG0001622	Praf.g_02761	Syat.g_02404
OG0001634	Praf.g_01746	Syat.g_00404
OG0001635	Praf.g_00968	Syat.g_02229, Syat.g_01993
OG0001636	Praf.g_00042	Syat.g_02302
OG0001637	Praf.g_00413	Syat.g_02788
OG0001638	Praf.g_00467	Syat.g_03143
OG0001639	Praf.g_00541	Syat.g_02981
OG0001640	Praf.g_01288	Syat.g_00792
OG0001641	Praf.g_01361	Syat.g_00540
OG0001642	Praf.g_01615	Syat.g_00676
OG0001643	Praf.g_01697	Syat.g_00131
OG0001652	Praf.g_00018	Syat.g_02326
OG0001653	Praf.g_00263	Syat.g_01553
OG0001654	Praf.g_00543	Syat.g_02983
OG0001657	Praf.g_02443	Syat.g_02887
OG0001671	Praf.g_02564	Syat.g_02742
OG0001672	Praf.g_00307	Syat.g_01483
OG0001673	Praf.g_00377	Syat.g_01454
OG0001675	Praf.g_01347, Praf.g_01345	Syat.g_00525
OG0001677	Praf.g_02080	Syat.g_01631
OG0001678	Praf.g_02198	Syat.g_01859
OG0001692	Praf.g_01789	Syat.g_01231
OG0001694	Praf.g_02281	Syat.g_02062
OG0001695	Praf.g_02747	Syat.g_02434
OG0001700	Praf.g_01043	Syat.g_01074
OG0001702	Praf.g_00295, Praf.g_00293, Praf.g_00286	Syat.g_01533
OG0001703	Praf.g_00587	Syat.g_03164
OG0001715	Praf.g_01024	Syat.g_01717
OG0001716	Praf.g_01611	Syat.g_02002
OG0001726	Praf.g_01442	Syat.g_02003
OG0001729	Praf.g_00395	Syat.g_01440
OG0001730	Praf.g_00397	Syat.g_01676
OG0001731	Praf.g_00527	Syat.g_03081
OG0001732	Praf.g_00909	Syat.g_02387, Syat.g_00911
OG0001733	Praf.g_01029	Syat.g_01048
OG0001734	Praf.g_01613	Syat.g_00513, Syat.g_01308
OG0001735	Praf.g_01732	Syat.g_00345
OG0001736	Praf.g_02320	Syat.g_01254
OG0001737	Praf.g_02299	Syat.g_02084
OG0001738	Praf.g_02334	Syat.g_02127
OG0001739	Praf.g_02744	Syat.g_02435, Syat.g_02445
OG0001748	Praf.g_02562	Syat.g_02740
OG0001750	Praf.g_00265	Syat.g_01551
OG0001751	Praf.g_00376	Syat.g_01455
OG0001752	Praf.g_00401	Syat.g_02991
OG0001753	Praf.g_00407	Syat.g_01542, Syat.g_01710
OG0001754	Praf.g_00410	Syat.g_02790
OG0001755	Praf.g_00638	Syat.g_03226
OG0001756	Praf.g_00780	Syat.g_01277, Syat.g_00731, Syat.g_02643, Syat.g_01461
OG0001759	Praf.g_01169	Syat.g_02466
OG0001761	Praf.g_01255	Syat.g_00819
OG0001762	Praf.g_01354	Syat.g_00531
OG0001763	Praf.g_01365	Syat.g_00545
OG0001764	Praf.g_01439	Syat.g_00639
OG0001766	Praf.g_02306, Praf.g_02309, Praf.g_02312	Syat.g_02711
OG0001767	Praf.g_02362	Syat.g_01208, Syat.g_01199, Syat.g_02418, Syat.g_02419, Syat.g_02371
OG0001768	Praf.g_02503	Syat.g_02831, Syat.g_03145
OG0001782	Praf.g_01861, Praf.g_01470	Syat.g_01210
OG0001783	Praf.g_00181	Syat.g_02203
OG0001784	Praf.g_00277, Praf.g_00270	Syat.g_01536
OG0001786	Praf.g_00510	Syat.g_03099
OG0001787	Praf.g_00659	Syat.g_01076
OG0001788	Praf.g_00662	Syat.g_03272
OG0001789	Praf.g_00797	Syat.g_01152
OG0001790	Praf.g_00828	Syat.g_03249
OG0001792	Praf.g_00903	Syat.g_00905
OG0001796	Praf.g_01342	Syat.g_00716
OG0001797	Praf.g_01413	Syat.g_00605, Syat.g_01062
OG0001798	Praf.g_01672	Syat.g_03310
OG0001799	Praf.g_01715	Syat.g_00376
OG0001800	Praf.g_01771	Syat.g_01091, Syat.g_01660
OG0001801	Praf.g_01780	Syat.g_01240
OG0001803	Praf.g_01983	Syat.g_01291
OG0001804	Praf.g_02013	Syat.g_02955
OG0001805	Praf.g_02216	Syat.g_02770, Syat.g_01090
OG0001806	Praf.g_02270	Syat.g_02050, Syat.g_02049
OG0001807	Praf.g_02365	Syat.g_02090
OG0001808	Praf.g_02374	Syat.g_02145
OG0001809	Praf.g_02417	Syat.g_00435
OG0001811	Praf.g_02493	Syat.g_02839
OG0001812	Praf.g_02614	Syat.g_02698
OG0001813	Praf.g_02701	Syat.g_02490
OG0001814	Praf.g_02769	Syat.g_02395
OG0001815	Praf.g_02778	Syat.g_01886, Syat.g_00954
OG0001837	Praf.g_02563	Syat.g_02741
OG0001839	Praf.g_00038	Syat.g_02305
OG0001840	Praf.g_00057	Syat.g_02288
OG0001841	Praf.g_00065	Syat.g_02280
OG0001842	Praf.g_00168	Syat.g_02421
OG0001843	Praf.g_00187	Syat.g_02196
OG0001844	Praf.g_00188	Syat.g_02195
OG0001845	Praf.g_00190	Syat.g_02193
OG0001846	Praf.g_00215	Syat.g_03123, Syat.g_02935
OG0001847	Praf.g_00216	Syat.g_02937
OG0001848	Praf.g_00220	Syat.g_02941
OG0001849	Praf.g_00298	Syat.g_01526
OG0001850	Praf.g_00305	Syat.g_01486
OG0001851	Praf.g_00311	Syat.g_01479
OG0001852	Praf.g_00312	Syat.g_01478
OG0001853	Praf.g_00319	Syat.g_01471
OG0001854	Praf.g_00380	Syat.g_01449
OG0001856	Praf.g_00506	Syat.g_03103
OG0001857	Praf.g_00509	Syat.g_03100
OG0001858	Praf.g_00531	Syat.g_03076
OG0001859	Praf.g_00574	Syat.g_01305
OG0001860	Praf.g_00588	Syat.g_03166
OG0001861	Praf.g_00602	Syat.g_03177
OG0001862	Praf.g_00613	Syat.g_03190
OG0001863	Praf.g_00618	Syat.g_03203
OG0001864	Praf.g_00671	Syat.g_03282
OG0001866	Praf.g_00762	Syat.g_00002
OG0001867	Praf.g_00772	Syat.g_03410
OG0001868	Praf.g_00793	Syat.g_01156
OG0001869	Praf.g_00834	Syat.g_03254
OG0001870	Praf.g_00857	Syat.g_03264
OG0001871	Praf.g_00862	Syat.g_00312
OG0001872	Praf.g_00896	Syat.g_00899
OG0001873	Praf.g_00916	Syat.g_00228
OG0001874	Praf.g_00935	Syat.g_00251
OG0001877	Praf.g_01213	Syat.g_00926
OG0001878	Praf.g_01350	Syat.g_00528
OG0001879	Praf.g_01357	Syat.g_00533
OG0001880	Praf.g_01389	Syat.g_00574
OG0001881	Praf.g_01390	Syat.g_00575
OG0001882	Praf.g_01410	Syat.g_00602
OG0001883	Praf.g_01414	Syat.g_00608
OG0001884	Praf.g_01423	Syat.g_00617
OG0001885	Praf.g_01434	Syat.g_00632
OG0001886	Praf.g_01438	Syat.g_00638
OG0001888	Praf.g_01513	Syat.g_00456
OG0001889	Praf.g_01544	Syat.g_00498
OG0001890	Praf.g_01605	Syat.g_00748
OG0001891	Praf.g_01609	Syat.g_00756
OG0001892	Praf.g_01621	Syat.g_00982
OG0001893	Praf.g_01673	Syat.g_03309
OG0001894	Praf.g_01691	Syat.g_00116
OG0001895	Praf.g_01774	Syat.g_01244
OG0001896	Praf.g_02000	Syat.g_02964
OG0001897	Praf.g_02046	Syat.g_01604
OG0001898	Praf.g_02064	Syat.g_01622
OG0001899	Praf.g_02130	Syat.g_01793
OG0001900	Praf.g_02253	Syat.g_01997
OG0001901	Praf.g_02254	Syat.g_01998
OG0001902	Praf.g_02286	Syat.g_02068
OG0001903	Praf.g_02295	Syat.g_02077
OG0001904	Praf.g_02367	Syat.g_02141
OG0001905	Praf.g_02376	Syat.g_02147
OG0001906	Praf.g_02407	Syat.g_02923
OG0001908	Praf.g_02479	Syat.g_02845
OG0001909	Praf.g_02501	Syat.g_02833
OG0001910	Praf.g_02558	Syat.g_02736
OG0001911	Praf.g_02634, Praf.g_02638, Praf.g_02640, Praf.g_02623, Praf.g_02642	Syat.g_00260
OG0001912	Praf.g_02666	Syat.g_02679
OG0001913	Praf.g_02668	Syat.g_02677
OG0001914	Praf.g_02695	Syat.g_03287
OG0001929	Praf.g_00073	Syat.g_02273
OG0001930	Praf.g_00169	Syat.g_02422
OG0001931	Praf.g_00170	Syat.g_02424
OG0001932	Praf.g_00185	Syat.g_02198
OG0001933	Praf.g_00241	Syat.g_01573
OG0001934	Praf.g_00256	Syat.g_01559
OG0001935	Praf.g_00314	Syat.g_01476
OG0001936	Praf.g_00347	Syat.g_00178
OG0001937	Praf.g_00519	Syat.g_03089
OG0001938	Praf.g_00590	Syat.g_03168
OG0001940	Praf.g_00721	Syat.g_00044
OG0001941	Praf.g_00788	Syat.g_01160
OG0001942	Praf.g_01922, Praf.g_00807	Syat.g_00644
OG0001943	Praf.g_00868	Syat.g_00405
OG0001944	Praf.g_00967	Syat.g_01250
OG0001946	Praf.g_01208	Syat.g_00972
OG0001947	Praf.g_01290	Syat.g_02750
OG0001948	Praf.g_01363	Syat.g_00543
OG0001949	Praf.g_01379	Syat.g_00563
OG0001950	Praf.g_01381	Syat.g_00565
OG0001951	Praf.g_01391	Syat.g_00576
OG0001952	Praf.g_01411	Syat.g_00603
OG0001953	Praf.g_01412	Syat.g_00604
OG0001955	Praf.g_01612	Syat.g_01670
OG0001956	Praf.g_01628	Syat.g_00959
OG0001957	Praf.g_01679	Syat.g_03304
OG0001958	Praf.g_01735	Syat.g_00343
OG0001960	Praf.g_01885	Syat.g_01358
OG0001961	Praf.g_01912	Syat.g_01376
OG0001964	Praf.g_02186	Syat.g_01846
OG0001966	Praf.g_02248	Syat.g_01940
OG0001967	Praf.g_02250	Syat.g_01942
OG0001968	Praf.g_02251	Syat.g_01943
OG0001969	Praf.g_02317	Syat.g_02102
OG0001970	Praf.g_02409	Syat.g_02921
OG0001971	Praf.g_02499	Syat.g_02835
OG0001972	Praf.g_02546	Syat.g_02723
OG0001975	Praf.g_02694	Syat.g_03286
OG0001976	Praf.g_02696	Syat.g_03288
OG0001977	Praf.g_02718	Syat.g_02506
OG0001991	Praf.g_01051	Syat.g_01679
OG0001995	Praf.g_00667	Syat.g_02221
OG0001996	Praf.g_00034	Syat.g_02309
OG0001997	Praf.g_00267	Syat.g_01549
OG0001999	Praf.g_00439	Syat.g_03020
OG0002000	Praf.g_00640	Syat.g_01112
OG0002002	Praf.g_00897	Syat.g_00900
OG0002003	Praf.g_01216	Syat.g_01980
OG0002004	Praf.g_01229	Syat.g_02268
OG0002005	Praf.g_01233	Syat.g_01992, Syat.g_02596, Syat.g_01991
OG0002006	Praf.g_01291	Syat.g_02751
OG0002007	Praf.g_01292	Syat.g_00984
OG0002008	Praf.g_01352	Syat.g_03284
OG0002009	Praf.g_01491	Syat.g_00446
OG0002010	Praf.g_01835	Syat.g_01337
OG0002011	Praf.g_02010	Syat.g_00868, Syat.g_01912
OG0002013	Praf.g_02338	Syat.g_01504
OG0002016	Praf.g_02565	Syat.g_02743
OG0002037	Praf.g_00593	Syat.g_01293
OG0002038	Praf.g_00864	Syat.g_01251
OG0002039	Praf.g_00877	Syat.g_00299
OG0002040	Praf.g_00878	Syat.g_02427
OG0002041	Praf.g_01367	Syat.g_00547
OG0002042	Praf.g_01386	Syat.g_00569
OG0002043	Praf.g_01430	Syat.g_00625
OG0002045	Praf.g_01914	Syat.g_01381
OG0002046	Praf.g_01927	Syat.g_01404, Syat.g_01397
OG0002047	Praf.g_02017	Syat.g_02951
OG0002048	Praf.g_02083	Syat.g_01636
OG0002049	Praf.g_02178	Syat.g_01840
OG0002050	Praf.g_02261	Syat.g_02040
OG0002051	Praf.g_02477	Syat.g_02848
OG0002052	Praf.g_02683	Syat.g_01022
OG0002097	Praf.g_00140	Syat.g_02176
OG0002110	Praf.g_01468	Syat.g_02552
OG0002114	Praf.g_00417	Syat.g_01366
OG0002116	Praf.g_00514	Syat.g_03094
OG0002119	Praf.g_00934	Syat.g_02752
OG0002120	Praf.g_00986	Syat.g_02459
OG0002123	Praf.g_01306	Syat.g_00662
OG0002154	Praf.g_02401	Syat.g_00084
OG0002155	Praf.g_00142	Syat.g_02174
OG0002159	Praf.g_00167	Syat.g_01548
OG0002160	Praf.g_00368	Syat.g_02996
OG0002161	Praf.g_00415	Syat.g_01272, Syat.g_02653
OG0002163	Praf.g_00781	Syat.g_02644
OG0002166	Praf.g_01222	Syat.g_03397
OG0002167	Praf.g_01236	Syat.g_01778
OG0002170	Praf.g_02057	Syat.g_01618
OG0002172	Praf.g_02561	Syat.g_02739
OG0002173	Praf.g_02573	Syat.g_02754
OG0002174	Praf.g_02722	Syat.g_02511
OG0002229	Praf.g_00138	Syat.g_02254
OG0002231	Praf.g_01235	Syat.g_00444, Syat.g_00098
OG0002235	Praf.g_01505	Syat.g_00462
OG0002238	Praf.g_01724	Syat.g_00491
OG0002239	Praf.g_01854	Syat.g_01095
OG0002241	Praf.g_01928	Syat.g_01398
OG0002243	Praf.g_02606	Syat.g_02803
OG0002274	Praf.g_00141	Syat.g_02175
OG0002277	Praf.g_00076	Syat.g_02270
OG0002285	Praf.g_01418	Syat.g_00612
OG0002286	Praf.g_01449, Praf.g_01448	Syat.g_00266
OG0002288	Praf.g_01799	Syat.g_00915
OG0002289	Praf.g_01930	Syat.g_01401
OG0002290	Praf.g_01974	Syat.g_01453
OG0002292	Praf.g_02510	Syat.g_02822
OG0002329	Praf.g_01080, Praf.g_00963	Syat.g_01096
OG0002330	Praf.g_01117	Syat.g_01093
OG0002332	Praf.g_01723	Syat.g_00492
OG0002333	Praf.g_01725	Syat.g_00490
OG0002335	Praf.g_01800	Syat.g_02353, Syat.g_02025
OG0002340	Praf.g_02584	Syat.g_02781
OG0002382	Praf.g_00604	Syat.g_03179
OG0002384	Praf.g_00981, Praf.g_00982	Syat.g_00943
OG0002385	Praf.g_01450	Syat.g_00268
OG0002386	Praf.g_01752	Syat.g_01687
OG0002387	Praf.g_01754	Syat.g_01194, Syat.g_02117
OG0002389	Praf.g_02095	Syat.g_01641
OG0002390	Praf.g_02504	Syat.g_02830
OG0002391	Praf.g_02631	Syat.g_02932
OG0002429	Praf.g_00269	Syat.g_01538
OG0002430	Praf.g_00275	Syat.g_01100
OG0002431	Praf.g_00652	Syat.g_01101
OG0002432	Praf.g_00336	Syat.g_02706
OG0002436	Praf.g_01025	Syat.g_01258, Syat.g_02488
OG0002440	Praf.g_01335	Syat.g_00706
OG0002443	Praf.g_01706	Syat.g_00335
OG0002444	Praf.g_01797	Syat.g_01360
OG0002447	Praf.g_01929	Syat.g_01399
OG0002492	Praf.g_00334	Syat.g_02709
OG0002494	Praf.g_00546	Syat.g_00034
OG0002496	Praf.g_01564	Syat.g_02437
OG0002498	Praf.g_02610	Syat.g_00735
OG0002563	Praf.g_00285, Praf.g_00280, Praf.g_01821	Syat.g_01386
OG0002565	Praf.g_00363	Syat.g_03291
OG0002566	Praf.g_00451	Syat.g_02065
OG0002571	Praf.g_01634	Syat.g_00772
OG0002572	Praf.g_01658	Syat.g_01014
OG0002573	Praf.g_01798	Syat.g_01361
OG0002577	Praf.g_01968	Syat.g_00329
OG0002578	Praf.g_02167	Syat.g_02842
OG0002580	Praf.g_02725	Syat.g_02514
OG0002632	Praf.g_00335	Syat.g_02708
OG0002634	Praf.g_00388	Syat.g_01446
OG0002635	Praf.g_00831	Syat.g_01320
OG0002638	Praf.g_01200	Syat.g_00797
OG0002643	Praf.g_01574	Syat.g_00854
OG0002644	Praf.g_01701	Syat.g_01973
OG0002709	Praf.g_01166	Syat.g_02484
OG0002711	Praf.g_01656	Syat.g_02382
OG0002714	Praf.g_01753	Syat.g_00334
OG0002717	Praf.g_02578	Syat.g_02006
OG0002797	Praf.g_00476	Syat.g_03135
OG0002799	Praf.g_00972	Syat.g_00942
OG0002800	Praf.g_00987	Syat.g_02220
OG0002801	Praf.g_01295	Syat.g_00793
