Orthogroup	Praf	Prau
OG0001162	Praf.g_01145	Prau.g_01630
OG0001163	Praf.g_00492	Prau.g_01724
OG0001164	Praf.g_00487	Prau.g_01728
OG0001165	Praf.g_00484	Prau.g_01731
OG0001166	Praf.g_00459	Prau.g_01751
OG0001167	Praf.g_00437	Prau.g_01768
OG0001168	Praf.g_00435	Prau.g_01770
OG0001169	Praf.g_00433	Prau.g_01772
OG0001170	Praf.g_00431	Prau.g_01774
OG0001171	Praf.g_00421	Prau.g_01783
OG0001172	Praf.g_02197	Prau.g_01797
OG0001173	Praf.g_02196	Prau.g_01798
OG0001174	Praf.g_02188	Prau.g_01806
OG0001175	Praf.g_02187	Prau.g_01807
OG0001176	Praf.g_02171	Prau.g_01814
OG0001177	Praf.g_02173	Prau.g_01817
OG0001178	Praf.g_00474	Prau.g_01822
OG0001179	Praf.g_02137	Prau.g_01853
OG0001180	Praf.g_02109	Prau.g_01875
OG0001181	Praf.g_02105	Prau.g_01879
OG0001182	Praf.g_02096	Prau.g_01886
OG0001183	Praf.g_02081	Prau.g_01890
OG0001184	Praf.g_02391	Prau.g_01906
OG0001185	Praf.g_00184	Prau.g_01920
OG0001186	Praf.g_00091	Prau.g_01943
OG0001187	Praf.g_00088	Prau.g_01947
OG0001188	Praf.g_00083	Prau.g_01950
OG0001189	Praf.g_00058	Prau.g_01967
OG0001190	Praf.g_02656	Prau.g_01971
OG0001191	Praf.g_02669	Prau.g_01981
OG0001192	Praf.g_02674	Prau.g_01985
OG0001193	Praf.g_02724	Prau.g_01995
OG0001194	Praf.g_02728	Prau.g_01996
OG0001195	Praf.g_02729	Prau.g_01997
OG0001196	Praf.g_02766	Prau.g_02010
OG0001197	Praf.g_02768	Prau.g_02011
OG0001198	Praf.g_02780	Prau.g_02019
OG0001199	Praf.g_00315	Prau.g_00075
OG0001200	Praf.g_00313	Prau.g_00077
OG0001201	Praf.g_00243	Prau.g_00109
OG0001203	Praf.g_00387	Prau.g_00239
OG0001204	Praf.g_02206	Prau.g_00245
OG0001205	Praf.g_01979	Prau.g_00486
OG0001206	Praf.g_01941	Prau.g_00504
OG0001207	Praf.g_00586	Prau.g_00518
OG0001208	Praf.g_00597	Prau.g_00523
OG0001209	Praf.g_00663	Prau.g_00575
OG0001210	Praf.g_00673	Prau.g_00580
OG0001211	Praf.g_00690	Prau.g_00590
OG0001212	Praf.g_00750	Prau.g_00634
OG0001213	Praf.g_01684	Prau.g_00669
OG0001214	Praf.g_01694	Prau.g_00677
OG0001215	Praf.g_01220	Prau.g_00730
OG0001216	Praf.g_01304	Prau.g_00757
OG0001217	Praf.g_00710	Prau.g_00800
OG0001218	Praf.g_01853	Prau.g_00809
OG0001219	Praf.g_01432	Prau.g_00843
OG0001220	Praf.g_01619	Prau.g_00906
OG0001221	Praf.g_01480	Prau.g_00967
OG0001222	Praf.g_02684	Prau.g_01007
OG0001223	Praf.g_01364	Prau.g_01033
OG0001224	Praf.g_01278	Prau.g_01085
OG0001225	Praf.g_01276	Prau.g_01087
OG0001226	Praf.g_00991	Prau.g_01112
OG0001227	Praf.g_00558	Prau.g_01130
OG0001228	Praf.g_00899	Prau.g_01251
OG0001229	Praf.g_00494	Prau.g_01407
OG0001230	Praf.g_01784	Prau.g_01520
OG0001231	Praf.g_00017	Prau.g_01628
OG0001232	Praf.g_00454	Prau.g_01755
OG0001233	Praf.g_00430	Prau.g_01775
OG0001234	Praf.g_02184	Prau.g_01809
OG0001235	Praf.g_02176	Prau.g_01819
OG0001236	Praf.g_02387	Prau.g_01903
OG0001237	Praf.g_02392	Prau.g_01907
OG0001238	Praf.g_02670	Prau.g_01982
OG0001240	Praf.g_00260	Prau.g_00094
OG0001241	Praf.g_00250	Prau.g_00102
OG0001243	Praf.g_02402	Prau.g_00126
OG0001244	Praf.g_02429	Prau.g_00142
OG0001245	Praf.g_01003	Prau.g_00383
OG0001246	Praf.g_00624	Prau.g_00545
OG0001247	Praf.g_01572	Prau.g_00723
OG0001248	Praf.g_01210	Prau.g_00725
OG0001249	Praf.g_02063	Prau.g_00832
OG0001250	Praf.g_01598	Prau.g_00894
OG0001252	Praf.g_01284	Prau.g_01080
OG0001253	Praf.g_01008	Prau.g_01131
OG0001254	Praf.g_02691	Prau.g_01176
OG0001255	Praf.g_01134	Prau.g_01191
OG0001256	Praf.g_00497	Prau.g_01621
OG0001258	Praf.g_00486	Prau.g_01729
OG0001259	Praf.g_00432	Prau.g_01773
OG0001260	Praf.g_00403	Prau.g_01789
OG0001261	Praf.g_02128	Prau.g_01861
OG0001262	Praf.g_00061	Prau.g_01965
OG0001263	Praf.g_02404	Prau.g_00129
OG0001265	Praf.g_00217	Prau.g_00119
OG0001266	Praf.g_02522	Prau.g_00204
OG0001267	Praf.g_02279	Prau.g_00282
OG0001268	Praf.g_02048	Prau.g_00341
OG0001269	Praf.g_01616	Prau.g_00361
OG0001270	Praf.g_01991	Prau.g_00475
OG0001271	Praf.g_01910	Prau.g_00513
OG0001272	Praf.g_00601	Prau.g_00527
OG0001273	Praf.g_01687	Prau.g_00671
OG0001274	Praf.g_02550	Prau.g_00743
OG0001275	Praf.g_01351	Prau.g_01043
OG0001276	Praf.g_01334	Prau.g_01064
OG0001277	Praf.g_02752	Prau.g_01120
OG0001278	Praf.g_00893	Prau.g_01256
OG0001279	Praf.g_01769	Prau.g_01320
OG0001280	Praf.g_00798	Prau.g_01370
OG0001281	Praf.g_00789	Prau.g_01376
OG0001283	Praf.g_02762	Prau.g_01429
OG0001285	Praf.g_00450	Prau.g_01758
OG0001286	Praf.g_02111	Prau.g_01873
OG0001287	Praf.g_00176	Prau.g_01927
OG0001288	Praf.g_00158	Prau.g_01936
OG0001290	Praf.g_00251	Prau.g_00101
OG0001291	Praf.g_02414	Prau.g_00136
OG0001292	Praf.g_02211	Prau.g_00250
OG0001293	Praf.g_02252	Prau.g_00263
OG0001294	Praf.g_01750	Prau.g_00381
OG0001295	Praf.g_00676	Prau.g_00509
OG0001298	Praf.g_00722	Prau.g_00616
OG0001300	Praf.g_01206	Prau.g_00733
OG0001301	Praf.g_01122	Prau.g_00736
OG0001302	Praf.g_00360	Prau.g_00841
OG0001303	Praf.g_01431	Prau.g_01047
OG0001307	Praf.g_01893	Prau.g_01392
OG0001308	Praf.g_01808	Prau.g_01541
OG0001309	Praf.g_00639	Prau.g_01625
OG0001310	Praf.g_00465	Prau.g_01744
OG0001311	Praf.g_01332	Prau.g_01066
OG0001313	Praf.g_01931, Praf.g_01933	Prau.g_00752
OG0001316	Praf.g_02421	Prau.g_00141
OG0001319	Praf.g_02269	Prau.g_00274
OG0001321	Praf.g_01961	Prau.g_00492
OG0001322	Praf.g_01960	Prau.g_00493
OG0001323	Praf.g_00642	Prau.g_00560
OG0001324	Praf.g_01205	Prau.g_00734
OG0001326	Praf.g_02735	Prau.g_00931
OG0001327	Praf.g_01640	Prau.g_01104
OG0001328	Praf.g_01473	Prau.g_01129
OG0001329	Praf.g_00960	Prau.g_01168
OG0001330	Praf.g_00805	Prau.g_01345
OG0001331	Praf.g_00578	Prau.g_01415
OG0001332	Praf.g_00554	Prau.g_01574
OG0001333	Praf.g_00436	Prau.g_01769
OG0001334	Praf.g_02077	Prau.g_01893
OG0001335	Praf.g_02076	Prau.g_01894
OG0001336	Praf.g_02763	Prau.g_02007
OG0001339	Praf.g_00248	Prau.g_00104
OG0001340	Praf.g_02066	Prau.g_00330
OG0001341	Praf.g_01580	Prau.g_00798
OG0001344	Praf.g_00859	Prau.g_01210
OG0001350	Praf.g_00386	Prau.g_00784
OG0001351	Praf.g_01958	Prau.g_00495
OG0001352	Praf.g_01127	Prau.g_00720
OG0001355	Praf.g_01484	Prau.g_01657, Prau.g_01309
OG0001358	Praf.g_01665	Prau.g_00660
OG0001360	Praf.g_00936	Prau.g_01132
OG0001361	Praf.g_00883	Prau.g_01222
OG0001362	Praf.g_01818	Prau.g_01545
OG0001363	Praf.g_01820	Prau.g_01547
OG0001365	Praf.g_02661	Prau.g_01975
OG0001369	Praf.g_00261	Prau.g_00093
OG0001370	Praf.g_01578	Prau.g_00501
OG0001371	Praf.g_00371	Prau.g_00719
OG0001372	Praf.g_00348	Prau.g_00808
OG0001373	Praf.g_02734	Prau.g_00930
OG0001374	Praf.g_02742	Prau.g_00938
OG0001376	Praf.g_02677	Prau.g_01098
OG0001377	Praf.g_02676	Prau.g_01099
OG0001378	Praf.g_01997	Prau.g_01141
OG0001380	Praf.g_01623	Prau.g_01397
OG0001381	Praf.g_01294	Prau.g_01403
OG0001382	Praf.g_01298	Prau.g_01640
OG0001385	Praf.g_02731	Prau.g_00927
OG0001386	Praf.g_02732	Prau.g_00928
OG0001387	Praf.g_02733	Prau.g_00929
OG0001388	Praf.g_02736	Prau.g_00932
OG0001389	Praf.g_02737	Prau.g_00933
OG0001390	Praf.g_02738	Prau.g_00934
OG0001391	Praf.g_02739	Prau.g_00935
OG0001392	Praf.g_02740	Prau.g_00936
OG0001393	Praf.g_02741	Prau.g_00937
OG0001394	Praf.g_01496	Prau.g_00971
OG0001395	Praf.g_01321	Prau.g_01076
OG0001397	Praf.g_01819	Prau.g_01546
OG0001398	Praf.g_01004	Prau.g_01653
OG0001399	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869	Prau.g_01811
OG0001405	Praf.g_02074	Prau.g_00328
OG0001406	Praf.g_02678	Prau.g_01097
OG0001409	Praf.g_00870	Prau.g_01213
OG0001410	Praf.g_01894	Prau.g_01393
OG0001414	Praf.g_00374	Prau.g_00230
OG0001415	Praf.g_00744	Prau.g_00232
OG0001416	Praf.g_00792	Prau.g_00500
OG0001418	Praf.g_02180	Prau.g_00724
OG0001422	Praf.g_01950	Prau.g_01645
OG0001431	Praf.g_01082	Prau.g_01344
OG0001434	Praf.g_01500	Prau.g_00976
OG0001436	Praf.g_02363, Praf.g_02364	Prau.g_01480
OG0001437	Praf.g_00745	Prau.g_00231
OG0001438	Praf.g_02294	Prau.g_00295
OG0001441	Praf.g_00644	Prau.g_00562
OG0001442	Praf.g_01504	Prau.g_00791
OG0001446	Praf.g_00962	Prau.g_00080
OG0001449	Praf.g_00353	Prau.g_00405
OG0001450	Praf.g_01230	Prau.g_00727
OG0001451	Praf.g_01323	Prau.g_00915
OG0001452	Praf.g_00953	Prau.g_00944
OG0001455	Praf.g_02587	Prau.g_01162, Prau.g_00749
OG0001462	Praf.g_00043	Prau.g_00033
OG0001463	Praf.g_02287	Prau.g_00288
OG0001464	Praf.g_02065	Prau.g_00331
OG0001470	Praf.g_00094	Prau.g_01463, Prau.g_01472
OG0001472	Praf.g_01248	Prau.g_01624
OG0001475	Praf.g_00118	Prau.g_01474
OG0001479	Praf.g_02050	Prau.g_00339
OG0001484	Praf.g_01297	Prau.g_01709
OG0001485	Praf.g_00549	Prau.g_01658
OG0001491	Praf.g_00941	Prau.g_00839
OG0001494	Praf.g_00110	Prau.g_01503
OG0001495	Praf.g_02174	Prau.g_01816
OG0001500	Praf.g_00375	Prau.g_00265
OG0001501	Praf.g_00817	Prau.g_00745
OG0001503	Praf.g_00359	Prau.g_01181
OG0001506	Praf.g_00956	Prau.g_01572
OG0001508	Praf.g_00093	Prau.g_01462
OG0001522	Praf.g_02169	Prau.g_00886
OG0001523	Praf.g_01037	Prau.g_01178
OG0001524	Praf.g_01038	Prau.g_01179
OG0001525	Praf.g_00977	Prau.g_01633
OG0001528	Praf.g_00096	Prau.g_01473, Prau.g_01464
OG0001550	Praf.g_02648, Praf.g_01002	Prau.g_01165
OG0001553	Praf.g_01791	Prau.g_01525
OG0001555	Praf.g_00345	Prau.g_01637
OG0001565	Praf.g_01576	Prau.g_00457, Prau.g_00431
OG0001569	Praf.g_00969	Prau.g_01137
OG0001572	Praf.g_01094	Prau.g_01308
OG0001585	Praf.g_01193	Prau.g_01323
OG0001586	Praf.g_00115	Prau.g_01467
OG0001627	Praf.g_00545	Prau.g_00805
OG0001661	Praf.g_00966	Prau.g_00440
OG0001684	Praf.g_00737	Prau.g_01674
OG0001696	Praf.g_01231	Prau.g_00916
OG0001698	Praf.g_01130	Prau.g_01105
OG0001712	Praf.g_01581	Prau.g_00418
OG0001726	Praf.g_01442	Prau.g_00415
OG0001746	Praf.g_02007	Prau.g_01296
OG0001782	Praf.g_01861, Praf.g_01470	Prau.g_01825, Prau.g_00426
OG0001834	Praf.g_00097	Prau.g_01454
OG0001897	Praf.g_02046	Prau.g_01280
OG0001959	Praf.g_01873	Prau.g_01315
OG0001992	Praf.g_02092	Prau.g_00815
OG0002001	Praf.g_00850, Praf.g_02038	Prau.g_01712
OG0002063	Praf.g_01149	Prau.g_01671
OG0002097	Praf.g_00140	Prau.g_01455
OG0002425	Praf.g_00114	Prau.g_01468
OG0002426	Praf.g_00279	Prau.g_01478
OG0002478	Praf.g_00143	Prau.g_00421
OG0002695	Praf.g_00116	Prau.g_01499, Prau.g_01466
OG0002794	Praf.g_00109	Prau.g_01471
