Orthogroup	Praf	Prav
OG0001161	Praf.g_01650	Prav.g_01664
OG0001162	Praf.g_01145	Prav.g_01675
OG0001163	Praf.g_00492	Prav.g_01753
OG0001164	Praf.g_00487	Prav.g_01757
OG0001165	Praf.g_00484	Prav.g_01760
OG0001166	Praf.g_00459	Prav.g_01780
OG0001167	Praf.g_00437	Prav.g_01797
OG0001168	Praf.g_00435	Prav.g_01799
OG0001169	Praf.g_00433	Prav.g_01801
OG0001170	Praf.g_00431	Prav.g_01803
OG0001171	Praf.g_00421	Prav.g_01813
OG0001172	Praf.g_02197	Prav.g_00271
OG0001173	Praf.g_02196	Prav.g_00272
OG0001174	Praf.g_02188	Prav.g_00280
OG0001175	Praf.g_02187	Prav.g_00281
OG0001176	Praf.g_02171	Prav.g_00288
OG0001177	Praf.g_02173	Prav.g_00291
OG0001178	Praf.g_00474	Prav.g_00296
OG0001179	Praf.g_02137	Prav.g_00616
OG0001180	Praf.g_02109	Prav.g_00638
OG0001181	Praf.g_02105	Prav.g_00642
OG0001182	Praf.g_02096	Prav.g_00649
OG0001183	Praf.g_02081	Prav.g_00654
OG0001184	Praf.g_02391	Prav.g_00670
OG0001185	Praf.g_00184	Prav.g_00684
OG0001186	Praf.g_00091	Prav.g_00707
OG0001187	Praf.g_00088	Prav.g_00711
OG0001188	Praf.g_00083	Prav.g_00713
OG0001189	Praf.g_00058	Prav.g_00730
OG0001190	Praf.g_02656	Prav.g_00734
OG0001191	Praf.g_02669	Prav.g_00744
OG0001192	Praf.g_02674	Prav.g_00749
OG0001193	Praf.g_02724	Prav.g_00759
OG0001194	Praf.g_02728	Prav.g_00760
OG0001195	Praf.g_02729	Prav.g_00761
OG0001196	Praf.g_02766	Prav.g_00774
OG0001197	Praf.g_02768	Prav.g_00775
OG0001198	Praf.g_02780	Prav.g_00783
OG0001199	Praf.g_00315	Prav.g_00139
OG0001200	Praf.g_00313	Prav.g_00141
OG0001201	Praf.g_00243	Prav.g_00173
OG0001203	Praf.g_00387	Prav.g_00800
OG0001204	Praf.g_02206	Prav.g_01890
OG0001205	Praf.g_01979	Prav.g_01044
OG0001206	Praf.g_01941	Prav.g_01060
OG0001207	Praf.g_00586	Prav.g_01075
OG0001208	Praf.g_00597	Prav.g_01080
OG0001209	Praf.g_00663	Prav.g_01133
OG0001210	Praf.g_00673	Prav.g_01138
OG0001211	Praf.g_00690	Prav.g_01148
OG0001212	Praf.g_00750	Prav.g_01192
OG0001213	Praf.g_01684	Prav.g_01227
OG0001214	Praf.g_01694	Prav.g_01235
OG0001215	Praf.g_01220	Prav.g_01288
OG0001216	Praf.g_01304	Prav.g_00308
OG0001217	Praf.g_00710	Prav.g_00346
OG0001218	Praf.g_01853	Prav.g_00355
OG0001219	Praf.g_01432	Prav.g_00385
OG0001220	Praf.g_01619	Prav.g_00448
OG0001221	Praf.g_01480	Prav.g_00510
OG0001222	Praf.g_02684	Prav.g_00548
OG0001223	Praf.g_01364	Prav.g_00574
OG0001224	Praf.g_01278	Prav.g_00929
OG0001225	Praf.g_01276	Prav.g_00931
OG0001226	Praf.g_00991	Prav.g_00236
OG0001227	Praf.g_00558	Prav.g_00255
OG0001228	Praf.g_00899	Prav.g_01836
OG0001229	Praf.g_00494	Prav.g_01471
OG0001230	Praf.g_01784	Prav.g_01570
OG0001231	Praf.g_00017	Prav.g_01673
OG0001232	Praf.g_00454	Prav.g_01784
OG0001233	Praf.g_00430	Prav.g_01804
OG0001234	Praf.g_02184	Prav.g_00283
OG0001235	Praf.g_02176	Prav.g_00293
OG0001236	Praf.g_02387	Prav.g_00667
OG0001237	Praf.g_02392	Prav.g_00671
OG0001238	Praf.g_02670	Prav.g_00745
OG0001239	Praf.g_00318	Prav.g_00136
OG0001240	Praf.g_00260	Prav.g_00158
OG0001241	Praf.g_00250	Prav.g_00166
OG0001243	Praf.g_02402	Prav.g_00190
OG0001244	Praf.g_02429	Prav.g_00206
OG0001245	Praf.g_01003	Prav.g_00997
OG0001246	Praf.g_00624	Prav.g_01102
OG0001247	Praf.g_01572	Prav.g_01281
OG0001248	Praf.g_01210	Prav.g_01283
OG0001249	Praf.g_02063	Prav.g_00373
OG0001250	Praf.g_01598	Prav.g_00437
OG0001252	Praf.g_01284	Prav.g_00924
OG0001253	Praf.g_01008	Prav.g_00256
OG0001254	Praf.g_02691	Prav.g_00035
OG0001255	Praf.g_01134	Prav.g_00049
OG0001256	Praf.g_00497	Prav.g_01666
OG0001258	Praf.g_00486	Prav.g_01758
OG0001259	Praf.g_00432	Prav.g_01802
OG0001260	Praf.g_00403	Prav.g_01819
OG0001261	Praf.g_02128	Prav.g_00624
OG0001262	Praf.g_00061	Prav.g_00728
OG0001263	Praf.g_02404	Prav.g_00193
OG0001265	Praf.g_00217	Prav.g_00183
OG0001266	Praf.g_02522	Prav.g_00835
OG0001267	Praf.g_02279	Prav.g_01926
OG0001268	Praf.g_02048	Prav.g_01985
OG0001269	Praf.g_01616	Prav.g_00978
OG0001270	Praf.g_01991	Prav.g_01033
OG0001271	Praf.g_01910	Prav.g_01070
OG0001272	Praf.g_00601	Prav.g_01084
OG0001273	Praf.g_01687	Prav.g_01229
OG0001274	Praf.g_02550	Prav.g_01308, Prav.g_01311
OG0001275	Praf.g_01351	Prav.g_00584
OG0001276	Praf.g_01334	Prav.g_00908
OG0001277	Praf.g_02752	Prav.g_00244
OG0001278	Praf.g_00893	Prav.g_01831
OG0001279	Praf.g_01769	Prav.g_01392
OG0001280	Praf.g_00798	Prav.g_01437
OG0001281	Praf.g_00789	Prav.g_01443
OG0001283	Praf.g_02762	Prav.g_01493
OG0001285	Praf.g_00450	Prav.g_01787
OG0001286	Praf.g_02111	Prav.g_00636
OG0001287	Praf.g_00176	Prav.g_00691
OG0001288	Praf.g_00158	Prav.g_00700
OG0001290	Praf.g_00251	Prav.g_00165
OG0001291	Praf.g_02414	Prav.g_00200
OG0001292	Praf.g_02211	Prav.g_01895
OG0001293	Praf.g_02252	Prav.g_01908
OG0001294	Praf.g_01750	Prav.g_00995
OG0001295	Praf.g_00676	Prav.g_01065
OG0001298	Praf.g_00722	Prav.g_01174
OG0001300	Praf.g_01206	Prav.g_01291
OG0001301	Praf.g_01122	Prav.g_01294
OG0001302	Praf.g_00360	Prav.g_00383
OG0001303	Praf.g_01431	Prav.g_00946
OG0001307	Praf.g_01893	Prav.g_01456
OG0001308	Praf.g_01808	Prav.g_01588
OG0001309	Praf.g_00639	Prav.g_01670
OG0001310	Praf.g_00465	Prav.g_01773
OG0001311	Praf.g_01332	Prav.g_00910
OG0001313	Praf.g_01931, Praf.g_01933	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001316	Praf.g_02421	Prav.g_00205
OG0001319	Praf.g_02269	Prav.g_01919
OG0001321	Praf.g_01961	Prav.g_01050
OG0001322	Praf.g_01960	Prav.g_01051
OG0001323	Praf.g_00642	Prav.g_01117
OG0001324	Praf.g_01205	Prav.g_01292
OG0001326	Praf.g_02735	Prav.g_00472
OG0001327	Praf.g_01640	Prav.g_00227
OG0001328	Praf.g_01473	Prav.g_00254
OG0001329	Praf.g_00960	Prav.g_00026
OG0001330	Praf.g_00805	Prav.g_01408
OG0001331	Praf.g_00578	Prav.g_01479
OG0001332	Praf.g_00554	Prav.g_01621
OG0001333	Praf.g_00436	Prav.g_01798
OG0001334	Praf.g_02077	Prav.g_00657
OG0001335	Praf.g_02076	Prav.g_00658
OG0001336	Praf.g_02763	Prav.g_00771
OG0001339	Praf.g_00248	Prav.g_00168
OG0001340	Praf.g_02066	Prav.g_01974
OG0001341	Praf.g_01580	Prav.g_00344
OG0001344	Praf.g_00859	Prav.g_00069
OG0001347	Praf.g_00130	Prav.g_00299
OG0001348	Praf.g_02569	Prav.g_01693
OG0001352	Praf.g_01127	Prav.g_01278
OG0001353	Praf.g_01589, Praf.g_01588	Prav.g_00429
OG0001354	Praf.g_01375	Prav.g_00566
OG0001355	Praf.g_01484	Prav.g_01704, Prav.g_00969
OG0001356	Praf.g_02686, Praf.g_01026	Prav.g_00957
OG0001358	Praf.g_01665	Prav.g_01218
OG0001360	Praf.g_00936	Prav.g_00257
OG0001361	Praf.g_00883	Prav.g_01865
OG0001362	Praf.g_01818	Prav.g_01592
OG0001363	Praf.g_01820	Prav.g_01594
OG0001365	Praf.g_02661	Prav.g_00738
OG0001369	Praf.g_00261	Prav.g_00157
OG0001371	Praf.g_00371	Prav.g_01277
OG0001372	Praf.g_00348	Prav.g_00354, Prav.g_01325
OG0001373	Praf.g_02734	Prav.g_00471
OG0001374	Praf.g_02742	Prav.g_00479
OG0001376	Praf.g_02677	Prav.g_00220
OG0001377	Praf.g_02676	Prav.g_00221
OG0001378	Praf.g_01997	Prav.g_00003
OG0001379	Praf.g_00803	Prav.g_01432
OG0001380	Praf.g_01623	Prav.g_01461
OG0001381	Praf.g_01294	Prav.g_01467
OG0001382	Praf.g_01298	Prav.g_01686
OG0001385	Praf.g_02731	Prav.g_00468
OG0001386	Praf.g_02732	Prav.g_00469
OG0001387	Praf.g_02733	Prav.g_00470
OG0001388	Praf.g_02736	Prav.g_00473
OG0001389	Praf.g_02737	Prav.g_00474
OG0001390	Praf.g_02738	Prav.g_00475
OG0001391	Praf.g_02739	Prav.g_00476
OG0001392	Praf.g_02740	Prav.g_00477
OG0001393	Praf.g_02741	Prav.g_00478
OG0001395	Praf.g_01321	Prav.g_00920
OG0001396	Praf.g_00132, Praf.g_00084	Prav.g_00300
OG0001397	Praf.g_01819	Prav.g_01593
OG0001398	Praf.g_01004	Prav.g_01700
OG0001399	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869	Prav.g_00285
OG0001401	Praf.g_01593	Prav.g_01365
OG0001402	Praf.g_01670	Prav.g_01328
OG0001403	Praf.g_00036	Prav.g_00098
OG0001405	Praf.g_02074	Prav.g_01972
OG0001406	Praf.g_02678	Prav.g_00219
OG0001409	Praf.g_00870	Prav.g_00072
OG0001410	Praf.g_01894	Prav.g_01457
OG0001412	Praf.g_00131	Prav.g_00298
OG0001414	Praf.g_00374	Prav.g_00809
OG0001415	Praf.g_00744	Prav.g_00807
OG0001416	Praf.g_00792	Prav.g_01057
OG0001418	Praf.g_02180	Prav.g_01282
OG0001422	Praf.g_01950	Prav.g_01691
OG0001425	Praf.g_02673	Prav.g_00748
OG0001431	Praf.g_01082	Prav.g_01406
OG0001433	Praf.g_01027	Prav.g_00958
OG0001434	Praf.g_01500	Prav.g_00518
OG0001435	Praf.g_01457	Prav.g_00495
OG0001437	Praf.g_00745	Prav.g_00808
OG0001438	Praf.g_02294	Prav.g_01939
OG0001441	Praf.g_00644	Prav.g_01119
OG0001442	Praf.g_01504	Prav.g_00337
OG0001443	Praf.g_00493	Prav.g_01744
OG0001446	Praf.g_00962	Prav.g_00144
OG0001449	Praf.g_00353	Prav.g_01010
OG0001450	Praf.g_01230	Prav.g_01285
OG0001451	Praf.g_01323	Prav.g_00457
OG0001452	Praf.g_00953	Prav.g_00485
OG0001455	Praf.g_02587	Prav.g_00021, Prav.g_01388
OG0001460	Praf.g_01028	Prav.g_00959
OG0001462	Praf.g_00043	Prav.g_00102
OG0001463	Praf.g_02287	Prav.g_01932
OG0001464	Praf.g_02065	Prav.g_01975
OG0001470	Praf.g_00094	Prav.g_01509
OG0001472	Praf.g_01248	Prav.g_01669
OG0001475	Praf.g_00118	Prav.g_01511
OG0001479	Praf.g_02050	Prav.g_01983
OG0001485	Praf.g_00549	Prav.g_01705
OG0001491	Praf.g_00941	Prav.g_00381
OG0001494	Praf.g_00110	Prav.g_01553
OG0001495	Praf.g_02174	Prav.g_00290
OG0001500	Praf.g_00375	Prav.g_01910
OG0001501	Praf.g_00817	Prav.g_01313
OG0001503	Praf.g_00359	Prav.g_00039
OG0001506	Praf.g_00956	Prav.g_01619
OG0001508	Praf.g_00093	Prav.g_01508
OG0001523	Praf.g_01037	Prav.g_00037
OG0001524	Praf.g_01038	Prav.g_00038
OG0001525	Praf.g_00977	Prav.g_01678
OG0001528	Praf.g_00096	Prav.g_01510
OG0001550	Praf.g_02648, Praf.g_01002	Prav.g_00024
OG0001553	Praf.g_01791	Prav.g_01575
OG0001555	Praf.g_00345	Prav.g_01683
OG0001556	Praf.g_01032	Prav.g_00963
OG0001558	Praf.g_00020	Prav.g_01353
OG0001565	Praf.g_01576	Prav.g_01021
OG0001569	Praf.g_00969	Prav.g_00262
OG0001585	Praf.g_01193	Prav.g_01395
OG0001586	Praf.g_00115	Prav.g_01523
OG0001598	Praf.g_00819	Prav.g_01879, Prav.g_01383
OG0001627	Praf.g_00545	Prav.g_00351
OG0001652	Praf.g_00018	Prav.g_01351
OG0001670	Praf.g_01085	Prav.g_01710
OG0001671	Praf.g_02564	Prav.g_01358
OG0001696	Praf.g_01231	Prav.g_00458
OG0001698	Praf.g_01130	Prav.g_00228
OG0001700	Praf.g_01043	Prav.g_00960
OG0001737	Praf.g_02299	Prav.g_01364
OG0001749	Praf.g_02353	Prav.g_01554
OG0001780	Praf.g_00099	Prav.g_01515
OG0001782	Praf.g_01861	Prav.g_01425
OG0001834	Praf.g_00097	Prav.g_01517
OG0001842	Praf.g_00168	Prav.g_00966
OG0001930	Praf.g_00169	Prav.g_00967
OG0001931	Praf.g_00170	Prav.g_00968
OG0001963	Praf.g_02086	Prav.g_01742
OG0001991	Praf.g_01051	Prav.g_01343
OG0001992	Praf.g_02092	Prav.g_00361
OG0002015	Praf.g_02355	Prav.g_01525
OG0002036	Praf.g_00482	Prav.g_01724
OG0002291	Praf.g_02494	Prav.g_01391
OG0002387	Praf.g_01754	Prav.g_01527
OG0002426	Praf.g_00279	Prav.g_01528
OG0002702	Praf.g_01202	Prav.g_01874
OG0002708	Praf.g_01150, Praf.g_01163	Prav.g_01303
OG0003018	Praf.g_01048	Prav.g_01337
OG0003183	Praf.g_00104	Prav.g_01500
OG0003373	Praf.g_01050	Prav.g_01335
OG0003664	Praf.g_01049	Prav.g_01336
OG0003666	Praf.g_01045	Prav.g_01341
OG0004054	Praf.g_01046	Prav.g_01340
OG0004059	Praf.g_00103	Prav.g_01501
