Orthogroup	Syaq	Pras
OG0001141	Syaq.g_00192	Pras.g_00085
OG0001142	Syaq.g_00191	Pras.g_00086
OG0001143	Syaq.g_00182	Pras.g_00093
OG0001144	Syaq.g_00166	Pras.g_00099
OG0001145	Syaq.g_00284	Pras.g_00200
OG0001146	Syaq.g_00305	Pras.g_00213
OG0001147	Syaq.g_00438	Pras.g_00236
OG0001148	Syaq.g_01761	Pras.g_00252
OG0001149	Syaq.g_01760	Pras.g_00253
OG0001150	Syaq.g_01759	Pras.g_00254
OG0001151	Syaq.g_01746	Pras.g_00265
OG0001152	Syaq.g_01745	Pras.g_00266
OG0001153	Syaq.g_00413	Pras.g_00382
OG0001154	Syaq.g_00414	Pras.g_00384
OG0001155	Syaq.g_01739	Pras.g_00396, Pras.g_00397
OG0001156	Syaq.g_01729	Pras.g_00400
OG0001157	Syaq.g_01728	Pras.g_00401
OG0001158	Syaq.g_01727	Pras.g_00402
OG0001160	Syaq.g_01693	Pras.g_00428
OG0001161	Syaq.g_01233	Pras.g_00441
OG0001162	Syaq.g_00331	Pras.g_00452
OG0001163	Syaq.g_01685	Pras.g_00542
OG0001164	Syaq.g_01679	Pras.g_00546
OG0001165	Syaq.g_01674	Pras.g_00549
OG0001166	Syaq.g_01652	Pras.g_00569
OG0001167	Syaq.g_01039	Pras.g_00586
OG0001169	Syaq.g_01620	Pras.g_00590
OG0001170	Syaq.g_01618	Pras.g_00592
OG0001171	Syaq.g_01607	Pras.g_00602
OG0001172	Syaq.g_00690	Pras.g_00616
OG0001173	Syaq.g_00689	Pras.g_00617
OG0001174	Syaq.g_00681	Pras.g_00625
OG0001175	Syaq.g_00680	Pras.g_00626
OG0001176	Syaq.g_00656	Pras.g_00633
OG0001177	Syaq.g_00658	Pras.g_00636
OG0001178	Syaq.g_01667	Pras.g_00641
OG0001179	Syaq.g_00626	Pras.g_00671
OG0001180	Syaq.g_00600	Pras.g_00693
OG0001181	Syaq.g_00596	Pras.g_00697
OG0001182	Syaq.g_00587	Pras.g_00704
OG0001183	Syaq.g_00579	Pras.g_00708
OG0001184	Syaq.g_00995	Pras.g_00724
OG0001185	Syaq.g_01022	Pras.g_00738
OG0001186	Syaq.g_01058	Pras.g_00762
OG0001187	Syaq.g_01061	Pras.g_00766
OG0001188	Syaq.g_01065	Pras.g_00769
OG0001189	Syaq.g_01095	Pras.g_00786
OG0001190	Syaq.g_01264	Pras.g_00790
OG0001191	Syaq.g_01248	Pras.g_00800
OG0001192	Syaq.g_01242	Pras.g_00804
OG0001193	Syaq.g_01217	Pras.g_00815
OG0001194	Syaq.g_01214	Pras.g_00816
OG0001195	Syaq.g_01213	Pras.g_00817
OG0001196	Syaq.g_01169	Pras.g_00830
OG0001197	Syaq.g_01167	Pras.g_00831
OG0001198	Syaq.g_01153	Pras.g_00839
OG0001199	Syaq.g_01553	Pras.g_00925
OG0001200	Syaq.g_01551	Pras.g_00927
OG0001201	Syaq.g_01486	Pras.g_00959
OG0001202	Syaq.g_01358	Pras.g_01050
OG0001203	Syaq.g_01581	Pras.g_01090
OG0001204	Syaq.g_00709	Pras.g_01095
OG0001205	Syaq.g_00491	Pras.g_01323
OG0001206	Syaq.g_00468	Pras.g_01340
OG0001207	Syaq.g_01764	Pras.g_01355
OG0001208	Syaq.g_01774	Pras.g_01360
OG0001209	Syaq.g_01841	Pras.g_01412
OG0001210	Syaq.g_01852	Pras.g_01417
OG0001211	Syaq.g_01932	Pras.g_01427
OG0001212	Syaq.g_01990	Pras.g_01472
OG0001213	Syaq.g_02072	Pras.g_01505
OG0001214	Syaq.g_02084	Pras.g_01513
OG0001215	Syaq.g_02580	Pras.g_01566
OG0001216	Syaq.g_00026	Pras.g_01608
OG0001217	Syaq.g_01885	Pras.g_01649
OG0001218	Syaq.g_00423	Pras.g_01657
OG0001219	Syaq.g_02434	Pras.g_01690
OG0001220	Syaq.g_02412	Pras.g_01752
OG0001221	Syaq.g_02300	Pras.g_01812
OG0001222	Syaq.g_02472	Pras.g_01851
OG0001223	Syaq.g_02516	Pras.g_01877
OG0001224	Syaq.g_02683	Pras.g_01930
OG0001225	Syaq.g_02681	Pras.g_01932
OG0001226	Syaq.g_01543	Pras.g_01958
OG0001227	Syaq.g_00333	Pras.g_01976
OG0001230	Syaq.g_00361	Pras.g_00342
OG0001231	Syaq.g_01133	Pras.g_00450
OG0001232	Syaq.g_01643	Pras.g_00573
OG0001233	Syaq.g_01617	Pras.g_00593
OG0001234	Syaq.g_00676	Pras.g_00628
OG0001235	Syaq.g_00665	Pras.g_00638
OG0001236	Syaq.g_00990	Pras.g_00721
OG0001237	Syaq.g_00999	Pras.g_00725
OG0001238	Syaq.g_01246	Pras.g_00801
OG0001240	Syaq.g_01502	Pras.g_00944
OG0001241	Syaq.g_01492	Pras.g_00952
OG0001243	Syaq.g_01457	Pras.g_00976
OG0001244	Syaq.g_01430	Pras.g_00992
OG0001245	Syaq.g_01916	Pras.g_01233
OG0001246	Syaq.g_01802	Pras.g_01382
OG0001248	Syaq.g_01891	Pras.g_01561
OG0001249	Syaq.g_00563	Pras.g_01679
OG0001250	Syaq.g_02389	Pras.g_01741
OG0001251	Syaq.g_02135	Pras.g_01789
OG0001252	Syaq.g_02690	Pras.g_01925
OG0001253	Syaq.g_01918	Pras.g_01977
OG0001254	Syaq.g_02214	Pras.g_00025
OG0001255	Syaq.g_02111	Pras.g_00040
OG0001256	Syaq.g_01686	Pras.g_00443
OG0001258	Syaq.g_01676	Pras.g_00547
OG0001259	Syaq.g_01619	Pras.g_00591
OG0001260	Syaq.g_01595	Pras.g_00608
OG0001261	Syaq.g_00617	Pras.g_00679
OG0001262	Syaq.g_01093	Pras.g_00784
OG0001263	Syaq.g_01454	Pras.g_00979
OG0001265	Syaq.g_01466	Pras.g_00969
OG0001266	Syaq.g_01354	Pras.g_01054
OG0001267	Syaq.g_00763	Pras.g_01132
OG0001268	Syaq.g_00553	Pras.g_01192
OG0001269	Syaq.g_01866	Pras.g_01212
OG0001270	Syaq.g_00504	Pras.g_01312
OG0001271	Syaq.g_00445	Pras.g_01350
OG0001272	Syaq.g_01778	Pras.g_01364
OG0001273	Syaq.g_02077	Pras.g_01507
OG0001274	Syaq.g_01303	Pras.g_01579
OG0001275	Syaq.g_02531	Pras.g_01888
OG0001276	Syaq.g_00062	Pras.g_01909
OG0001278	Syaq.g_00155	Pras.g_00107
OG0001279	Syaq.g_01867	Pras.g_00152
OG0001280	Syaq.g_00294	Pras.g_00208
OG0001282	Syaq.g_01762	Pras.g_00251
OG0001283	Syaq.g_01175	Pras.g_00270
OG0001284	Syaq.g_01700	Pras.g_00423
OG0001285	Syaq.g_01639	Pras.g_00576
OG0001286	Syaq.g_00602	Pras.g_00691
OG0001287	Syaq.g_01030	Pras.g_00745
OG0001289	Syaq.g_01528	Pras.g_00938
OG0001290	Syaq.g_01493	Pras.g_00951
OG0001291	Syaq.g_01444	Pras.g_00986
OG0001293	Syaq.g_00736	Pras.g_01113
OG0001294	Syaq.g_02252	Pras.g_01231
OG0001296	Syaq.g_01808	Pras.g_01387
OG0001297	Syaq.g_01812	Pras.g_01392
OG0001298	Syaq.g_01967	Pras.g_01453
OG0001299	Syaq.g_02246	Pras.g_01542
OG0001300	Syaq.g_02589	Pras.g_01569
OG0001301	Syaq.g_02602	Pras.g_01572
OG0001302	Syaq.g_02115	Pras.g_01688
OG0001303	Syaq.g_02437	Pras.g_01892
OG0001304	Syaq.g_00049	Pras.g_01919
OG0001305	Syaq.g_02673	Pras.g_01938
OG0001306	Syaq.g_00267	Pras.g_00042
OG0001308	Syaq.g_00385	Pras.g_00360
OG0001314	Syaq.g_00826	Pras.g_01639
OG0001315	Syaq.g_00581	Pras.g_00913
OG0001316	Syaq.g_01437	Pras.g_00991
OG0001317	Syaq.g_01576	Pras.g_01086
OG0001318	Syaq.g_00728	Pras.g_01108
OG0001319	Syaq.g_00751	Pras.g_01124
OG0001321	Syaq.g_00483	Pras.g_01329
OG0001322	Syaq.g_00482	Pras.g_01330
OG0001323	Syaq.g_01820	Pras.g_01397
OG0001324	Syaq.g_02590	Pras.g_01570
OG0001325	Syaq.g_00030	Pras.g_01611
OG0001326	Syaq.g_01205	Pras.g_01777
OG0001327	Syaq.g_02259	Pras.g_01950
OG0001328	Syaq.g_02280	Pras.g_01975
OG0001329	Syaq.g_02113	Pras.g_00017
OG0001330	Syaq.g_00287	Pras.g_00177
OG0001331	Syaq.g_01757	Pras.g_00256
OG0001333	Syaq.g_01622	Pras.g_00587
OG0001336	Syaq.g_01174	Pras.g_00827
OG0001343	Syaq.g_00700	Pras.g_01786
OG0001345	Syaq.g_00213	Pras.g_00075
OG0001346	Syaq.g_00298	Pras.g_00210
OG0001349	Syaq.g_00942	Pras.g_00292
OG0001350	Syaq.g_01580	Pras.g_01089
OG0001352	Syaq.g_01904	Pras.g_01556
OG0001355	Syaq.g_00797	Pras.g_00144
OG0001358	Syaq.g_02056	Pras.g_01496
OG0001359	Syaq.g_00699	Pras.g_01787
OG0001360	Syaq.g_00211	Pras.g_01978
OG0001361	Syaq.g_00216	Pras.g_00072
OG0001364	Syaq.g_00972	Pras.g_00714
OG0001365	Syaq.g_01259	Pras.g_00794
OG0001369	Syaq.g_01503	Pras.g_00943
OG0001373	Syaq.g_01206	Pras.g_01776
OG0001374	Syaq.g_01198	Pras.g_01784
OG0001375	Syaq.g_00701	Pras.g_01785
OG0001378	Syaq.g_00506	Pras.g_01987
OG0001380	Syaq.g_01915	Pras.g_00238
OG0001382	Syaq.g_00662	Pras.g_00462
OG0001385	Syaq.g_01209	Pras.g_01773
OG0001386	Syaq.g_01208	Pras.g_01774
OG0001387	Syaq.g_01207	Pras.g_01775
OG0001388	Syaq.g_01204	Pras.g_01778
OG0001389	Syaq.g_01203	Pras.g_01779
OG0001390	Syaq.g_01202	Pras.g_01780
OG0001391	Syaq.g_01201	Pras.g_01781
OG0001392	Syaq.g_01200	Pras.g_01782
OG0001393	Syaq.g_01199	Pras.g_01783
OG0001394	Syaq.g_02307	Pras.g_01816
OG0001395	Syaq.g_00045	Pras.g_01921
OG0001408	Syaq.g_02125	Pras.g_01961
OG0001409	Syaq.g_00229	Pras.g_00063
OG0001413	Syaq.g_00139	Pras.g_00438
OG0001416	Syaq.g_00303	Pras.g_01336
OG0001417	Syaq.g_02502	Pras.g_01347
OG0001418	Syaq.g_00243	Pras.g_01560
OG0001420	Syaq.g_01833	Pras.g_01996
OG0001428	Syaq.g_01396	Pras.g_01023
OG0001429	Syaq.g_02438	Pras.g_01691
OG0001430	Syaq.g_01271	Pras.g_00172
OG0001432	Syaq.g_01862	Pras.g_00436
OG0001435	Syaq.g_02265	Pras.g_01797
OG0001439	Syaq.g_00863	Pras.g_01159
OG0001441	Syaq.g_01822	Pras.g_01399
OG0001442	Syaq.g_02322	Pras.g_01637
OG0001447	Syaq.g_01456	Pras.g_00977
OG0001448	Syaq.g_01873	Pras.g_01220
OG0001449	Syaq.g_00698	Pras.g_01254, Pras.g_01253
OG0001453	Syaq.g_02522	Pras.g_01882
OG0001454	Syaq.g_01917	Pras.g_01971
OG0001456	Syaq.g_01196	Pras.g_00033
OG0001457	Syaq.g_01195	Pras.g_00034
OG0001458	Syaq.g_01194	Pras.g_00035
OG0001462	Syaq.g_01108	Pras.g_00876
OG0001465	Syaq.g_02704	Pras.g_01578
OG0001471	Syaq.g_00859	Pras.g_00439
OG0001473	Syaq.g_02134	Pras.g_00763
OG0001474	Syaq.g_00552	Pras.g_01193
OG0001475	Syaq.g_00905	Pras.g_00306
OG0001479	Syaq.g_00555	Pras.g_01190
OG0001480	Syaq.g_02121	Pras.g_01222
OG0001482	Syaq.g_02512	Pras.g_01334
OG0001484	Syaq.g_02628	Pras.g_00535
OG0001486	Syaq.g_00251	Pras.g_00054
OG0001492	Syaq.g_00158	Pras.g_00104
OG0001493	Syaq.g_00150	Pras.g_00112
OG0001495	Syaq.g_00659	Pras.g_00635
OG0001502	Syaq.g_02407	Pras.g_01671
OG0001505	Syaq.g_00934	Pras.g_00307
OG0001520	Syaq.g_01953	Pras.g_01246
OG0001525	Syaq.g_02129	Pras.g_00455
OG0001547	Syaq.g_02422	Pras.g_01673
OG0001549	Syaq.g_02416	Pras.g_01759
OG0001551	Syaq.g_02572	Pras.g_00032
OG0001553	Syaq.g_00368	Pras.g_00347
OG0001554	Syaq.g_01266	Pras.g_00445
OG0001557	Syaq.g_02308	Pras.g_01817
OG0001564	Syaq.g_02158	Pras.g_00320, Pras.g_00300
OG0001565	Syaq.g_02120	Pras.g_01295
OG0001567	Syaq.g_02421	Pras.g_01672
OG0001568	Syaq.g_02424	Pras.g_01674
OG0001602	Syaq.g_02705	Pras.g_01577
OG0001605	Syaq.g_01892	Pras.g_01902
OG0001613	Syaq.g_00582	Pras.g_00706
OG0001625	Syaq.g_00730	Pras.g_01110
OG0001627	Syaq.g_01735	Pras.g_01654
OG0001647	Syaq.g_00753	Pras.g_01125
OG0001709	Syaq.g_00943	Pras.g_00293
OG0001713	Syaq.g_00232	Pras.g_00908
OG0001726	Syaq.g_02419	Pras.g_01264
OG0001755	Syaq.g_01817	Pras.g_00305
OG0001924	Syaq.g_02038	Pras.g_00517
OG0001925	Syaq.g_02037	Pras.g_00518
OG0001926	Syaq.g_02036	Pras.g_00519
OG0001927	Syaq.g_02035	Pras.g_00520
OG0001993	Syaq.g_02040	Pras.g_00515
OG0001994	Syaq.g_02039	Pras.g_00516
OG0002015	Syaq.g_00961	Pras.g_00315
OG0002112	Syaq.g_00850	Pras.g_01258
OG0002157	Syaq.g_00851	Pras.g_01259
OG0002158	Syaq.g_00849	Pras.g_01257
OG0002349	Syaq.g_01615	Pras.g_00595
OG0002771	Syaq.g_00910	Pras.g_00275
OG0003495	Syaq.g_00908	Pras.g_00329
