Orthogroup	Syaq	Prbm
OG0001097	Syaq.g_02393	Prbm.g_00860
OG0001098	Syaq.g_02415	Prbm.g_00877
OG0001099	Syaq.g_01471	Prbm.g_00914
OG0001100	Syaq.g_02262	Prbm.g_00921
OG0001101	Syaq.g_02263	Prbm.g_00923
OG0001102	Syaq.g_02266	Prbm.g_00926
OG0001103	Syaq.g_02268	Prbm.g_00928
OG0001104	Syaq.g_02316	Prbm.g_00794
OG0001105	Syaq.g_02320	Prbm.g_00798
OG0001106	Syaq.g_02471	Prbm.g_00976
OG0001108	Syaq.g_02491	Prbm.g_00990
OG0001109	Syaq.g_02493	Prbm.g_00991
OG0001110	Syaq.g_02495	Prbm.g_00993
OG0001111	Syaq.g_02497	Prbm.g_00994
OG0001112	Syaq.g_02499	Prbm.g_00995
OG0001113	Syaq.g_02539	Prbm.g_00996
OG0001114	Syaq.g_02500	Prbm.g_00997
OG0001115	Syaq.g_02504	Prbm.g_00999
OG0001116	Syaq.g_02506	Prbm.g_01000
OG0001117	Syaq.g_02507	Prbm.g_01001
OG0001118	Syaq.g_02508	Prbm.g_01002
OG0001119	Syaq.g_02510	Prbm.g_01003
OG0001120	Syaq.g_02514	Prbm.g_01004
OG0001121	Syaq.g_01919	Prbm.g_01648
OG0001122	Syaq.g_00069	Prbm.g_01033
OG0001123	Syaq.g_00061	Prbm.g_01037
OG0001124	Syaq.g_00060	Prbm.g_01039
OG0001125	Syaq.g_00058	Prbm.g_01041
OG0001126	Syaq.g_02693	Prbm.g_01052
OG0001127	Syaq.g_02692	Prbm.g_01053
OG0001128	Syaq.g_02689	Prbm.g_01056
OG0001129	Syaq.g_02687	Prbm.g_01057
OG0001130	Syaq.g_02686	Prbm.g_01058
OG0001131	Syaq.g_02284	Prbm.g_00894
OG0001132	Syaq.g_01872	Prbm.g_01103
OG0001133	Syaq.g_02063	Prbm.g_01079
OG0001134	Syaq.g_02213	Prbm.g_01910
OG0001136	Syaq.g_00252	Prbm.g_01552
OG0001137	Syaq.g_00228	Prbm.g_01539
OG0001138	Syaq.g_00196	Prbm.g_01518
OG0001139	Syaq.g_00194	Prbm.g_01516
OG0001140	Syaq.g_00193	Prbm.g_01515
OG0001141	Syaq.g_00192	Prbm.g_01514
OG0001142	Syaq.g_00191	Prbm.g_01513
OG0001143	Syaq.g_00182	Prbm.g_01506
OG0001144	Syaq.g_00166	Prbm.g_01501
OG0001145	Syaq.g_00284	Prbm.g_01603
OG0001146	Syaq.g_00305	Prbm.g_01615
OG0001147	Syaq.g_00438	Prbm.g_01634
OG0001148	Syaq.g_01761	Prbm.g_01662
OG0001149	Syaq.g_01760	Prbm.g_01663
OG0001150	Syaq.g_01759	Prbm.g_01664
OG0001151	Syaq.g_01746	Prbm.g_01675
OG0001152	Syaq.g_01745	Prbm.g_01676
OG0001153	Syaq.g_00413	Prbm.g_01740
OG0001154	Syaq.g_00414	Prbm.g_01741
OG0001155	Syaq.g_01739	Prbm.g_01757
OG0001156	Syaq.g_01729	Prbm.g_01760
OG0001157	Syaq.g_01728	Prbm.g_01761
OG0001158	Syaq.g_01727	Prbm.g_01762
OG0001159	Syaq.g_01726	Prbm.g_01763
OG0001160	Syaq.g_01693	Prbm.g_01789
OG0001161	Syaq.g_01233	Prbm.g_01586
OG0001162	Syaq.g_00331	Prbm.g_01801
OG0001163	Syaq.g_01685	Prbm.g_01833
OG0001164	Syaq.g_01679	Prbm.g_01837
OG0001165	Syaq.g_01674	Prbm.g_01840
OG0001166	Syaq.g_01652	Prbm.g_01858
OG0001167	Syaq.g_01039	Prbm.g_01876
OG0001169	Syaq.g_01620	Prbm.g_01879
OG0001170	Syaq.g_01618	Prbm.g_01881
OG0001171	Syaq.g_01607	Prbm.g_01891
OG0001172	Syaq.g_00690	Prbm.g_01952
OG0001173	Syaq.g_00689	Prbm.g_01953
OG0001174	Syaq.g_00681	Prbm.g_01961
OG0001175	Syaq.g_00680	Prbm.g_01962
OG0001176	Syaq.g_00656	Prbm.g_01974
OG0001177	Syaq.g_00658	Prbm.g_01972
OG0001178	Syaq.g_01667	Prbm.g_01345
OG0001179	Syaq.g_00626	Prbm.g_02016
OG0001180	Syaq.g_00600	Prbm.g_02039
OG0001181	Syaq.g_00596	Prbm.g_02043
OG0001182	Syaq.g_00587	Prbm.g_02052
OG0001183	Syaq.g_00579	Prbm.g_02058
OG0001184	Syaq.g_00995	Prbm.g_02074
OG0001185	Syaq.g_01022	Prbm.g_02089
OG0001186	Syaq.g_01058	Prbm.g_02140
OG0001187	Syaq.g_01061	Prbm.g_02145
OG0001188	Syaq.g_01065	Prbm.g_02147
OG0001189	Syaq.g_01095	Prbm.g_02164
OG0001190	Syaq.g_01264	Prbm.g_02169
OG0001191	Syaq.g_01248	Prbm.g_02179
OG0001192	Syaq.g_01242	Prbm.g_02184
OG0001193	Syaq.g_01217	Prbm.g_02197
OG0001194	Syaq.g_01214	Prbm.g_02198
OG0001195	Syaq.g_01213	Prbm.g_02199
OG0001196	Syaq.g_01169	Prbm.g_02219
OG0001197	Syaq.g_01167	Prbm.g_02221
OG0001198	Syaq.g_01153	Prbm.g_02230
OG0001199	Syaq.g_01553	Prbm.g_00131
OG0001200	Syaq.g_01551	Prbm.g_00133
OG0001201	Syaq.g_01486	Prbm.g_00165
OG0001202	Syaq.g_01358	Prbm.g_00259
OG0001203	Syaq.g_01581	Prbm.g_00298
OG0001204	Syaq.g_00709	Prbm.g_00304
OG0001205	Syaq.g_00491	Prbm.g_00455
OG0001206	Syaq.g_00468	Prbm.g_00491
OG0001207	Syaq.g_01764	Prbm.g_00502
OG0001208	Syaq.g_01774	Prbm.g_00508
OG0001209	Syaq.g_01841	Prbm.g_00568
OG0001210	Syaq.g_01852	Prbm.g_00573
OG0001211	Syaq.g_01932	Prbm.g_00583
OG0001212	Syaq.g_01990	Prbm.g_00626
OG0001213	Syaq.g_02072	Prbm.g_00660
OG0001214	Syaq.g_02084	Prbm.g_00668
OG0001215	Syaq.g_02580	Prbm.g_00727
OG0001216	Syaq.g_00026	Prbm.g_00744
OG0001217	Syaq.g_01885	Prbm.g_00111
OG0001218	Syaq.g_00423	Prbm.g_00785
OG0001219	Syaq.g_02434	Prbm.g_00957
OG0001220	Syaq.g_02412	Prbm.g_00867
OG0001221	Syaq.g_02300	Prbm.g_00941
OG0001222	Syaq.g_02472	Prbm.g_00889
OG0001223	Syaq.g_02516	Prbm.g_01005
OG0001224	Syaq.g_02683	Prbm.g_01060
OG0001225	Syaq.g_02681	Prbm.g_01062
OG0001226	Syaq.g_01543	Prbm.g_01945
OG0001227	Syaq.g_00333	Prbm.g_01085
OG0001230	Syaq.g_00361	Prbm.g_01701
OG0001231	Syaq.g_01133	Prbm.g_00789
OG0001232	Syaq.g_01643	Prbm.g_01862
OG0001233	Syaq.g_01617	Prbm.g_01882
OG0001234	Syaq.g_00676	Prbm.g_01964
OG0001235	Syaq.g_00665	Prbm.g_01968
OG0001236	Syaq.g_00990	Prbm.g_02071
OG0001237	Syaq.g_00999	Prbm.g_02075
OG0001238	Syaq.g_01246	Prbm.g_02180
OG0001239	Syaq.g_01556	Prbm.g_00128
OG0001240	Syaq.g_01502	Prbm.g_00150
OG0001241	Syaq.g_01492	Prbm.g_00159
OG0001243	Syaq.g_01457	Prbm.g_00185
OG0001244	Syaq.g_01430	Prbm.g_00201
OG0001245	Syaq.g_01916	Prbm.g_01353
OG0001246	Syaq.g_01802	Prbm.g_00538
OG0001248	Syaq.g_01891	Prbm.g_00722
OG0001249	Syaq.g_00563	Prbm.g_00395
OG0001251	Syaq.g_02135	Prbm.g_01937
OG0001252	Syaq.g_02690	Prbm.g_01055
OG0001253	Syaq.g_01918	Prbm.g_01806
OG0001254	Syaq.g_02214	Prbm.g_01912
OG0001255	Syaq.g_02111	Prbm.g_01566
OG0001256	Syaq.g_01686	Prbm.g_01797
OG0001258	Syaq.g_01676	Prbm.g_01838
OG0001259	Syaq.g_01619	Prbm.g_01880
OG0001260	Syaq.g_01595	Prbm.g_01897
OG0001261	Syaq.g_00617	Prbm.g_02024
OG0001262	Syaq.g_01093	Prbm.g_02162
OG0001263	Syaq.g_01454	Prbm.g_00188
OG0001269	Syaq.g_01866	Prbm.g_00866
OG0001273	Syaq.g_02077	Prbm.g_00662
OG0001279	Syaq.g_01867	Prbm.g_01171
OG0001280	Syaq.g_00294	Prbm.g_01610
OG0001282	Syaq.g_01762	Prbm.g_01661
OG0001283	Syaq.g_01175	Prbm.g_02215
OG0001284	Syaq.g_01700	Prbm.g_01783
OG0001285	Syaq.g_01639	Prbm.g_01865
OG0001286	Syaq.g_00602	Prbm.g_02037
OG0001287	Syaq.g_01030	Prbm.g_02096
OG0001289	Syaq.g_01528	Prbm.g_00144
OG0001290	Syaq.g_01493	Prbm.g_00158
OG0001294	Syaq.g_02252	Prbm.g_01649, Prbm.g_01584
OG0001296	Syaq.g_01808	Prbm.g_00543
OG0001297	Syaq.g_01812	Prbm.g_00548
OG0001299	Syaq.g_02246	Prbm.g_00698
OG0001300	Syaq.g_02589	Prbm.g_00731
OG0001301	Syaq.g_02602	Prbm.g_00733
OG0001302	Syaq.g_02115	Prbm.g_00955
OG0001303	Syaq.g_02437	Prbm.g_01273
OG0001304	Syaq.g_00049	Prbm.g_01046
OG0001305	Syaq.g_02673	Prbm.g_00884
OG0001306	Syaq.g_00267	Prbm.g_01564
OG0001308	Syaq.g_00385	Prbm.g_01720
OG0001312	Syaq.g_02449	Prbm.g_00966
OG0001314	Syaq.g_00826	Prbm.g_01169
OG0001315	Syaq.g_00581	Prbm.g_02056
OG0001316	Syaq.g_01437	Prbm.g_00199
OG0001317	Syaq.g_01576	Prbm.g_00294
OG0001318	Syaq.g_00728	Prbm.g_00316
OG0001321	Syaq.g_00483	Prbm.g_00461
OG0001322	Syaq.g_00482	Prbm.g_00462
OG0001324	Syaq.g_02590	Prbm.g_00732
OG0001325	Syaq.g_00030	Prbm.g_00747
OG0001326	Syaq.g_01205	Prbm.g_01929
OG0001327	Syaq.g_02259	Prbm.g_00918
OG0001328	Syaq.g_02280	Prbm.g_00937
OG0001329	Syaq.g_02113	Prbm.g_01805
OG0001330	Syaq.g_00287	Prbm.g_01604
OG0001331	Syaq.g_01757	Prbm.g_01666
OG0001336	Syaq.g_01174	Prbm.g_02216
OG0001337	Syaq.g_00564	Prbm.g_00387
OG0001343	Syaq.g_00700	Prbm.g_00909
OG0001345	Syaq.g_00213	Prbm.g_01528
OG0001346	Syaq.g_00298	Prbm.g_01612
OG0001347	Syaq.g_01063	Prbm.g_02118
OG0001348	Syaq.g_02703	Prbm.g_01122
OG0001350	Syaq.g_01580	Prbm.g_00297
OG0001351	Syaq.g_00476	Prbm.g_00481
OG0001352	Syaq.g_01904	Prbm.g_00714
OG0001354	Syaq.g_02503	Prbm.g_00998
OG0001355	Syaq.g_00797	Prbm.g_01804
OG0001356	Syaq.g_02555	Prbm.g_01145, Prbm.g_01433
OG0001359	Syaq.g_00699	Prbm.g_00910
OG0001360	Syaq.g_00211	Prbm.g_01526
OG0001365	Syaq.g_01259	Prbm.g_02173
OG0001368	Syaq.g_00708	Prbm.g_01187, Prbm.g_01168
OG0001369	Syaq.g_01503	Prbm.g_00149
OG0001373	Syaq.g_01206	Prbm.g_01928
OG0001374	Syaq.g_01198	Prbm.g_01936
OG0001375	Syaq.g_00701	Prbm.g_00908
OG0001378	Syaq.g_00506	Prbm.g_00443
OG0001380	Syaq.g_01915	Prbm.g_01573
OG0001385	Syaq.g_01209	Prbm.g_01925
OG0001386	Syaq.g_01208	Prbm.g_01926
OG0001387	Syaq.g_01207	Prbm.g_01927
OG0001388	Syaq.g_01204	Prbm.g_01930
OG0001389	Syaq.g_01203	Prbm.g_01931
OG0001390	Syaq.g_01202	Prbm.g_01932
OG0001391	Syaq.g_01201	Prbm.g_01933
OG0001392	Syaq.g_01200	Prbm.g_01934
OG0001393	Syaq.g_01199	Prbm.g_01935
OG0001394	Syaq.g_02307	Prbm.g_00945
OG0001395	Syaq.g_00045	Prbm.g_01049
OG0001401	Syaq.g_02383	Prbm.g_01225, Prbm.g_00851
OG0001402	Syaq.g_02061	Prbm.g_00655
OG0001408	Syaq.g_02125	Prbm.g_00104
OG0001409	Syaq.g_00229	Prbm.g_01540
OG0001413	Syaq.g_00139	Prbm.g_00790
OG0001417	Syaq.g_02502	Prbm.g_01583
OG0001418	Syaq.g_00243	Prbm.g_00720
OG0001420	Syaq.g_01833	Prbm.g_01159
OG0001428	Syaq.g_01396	Prbm.g_00231
OG0001429	Syaq.g_02438	Prbm.g_00958
OG0001430	Syaq.g_01271	Prbm.g_00898
OG0001432	Syaq.g_01862	Prbm.g_01027
OG0001433	Syaq.g_00128	Prbm.g_01146, Prbm.g_01432
OG0001434	Syaq.g_02312	Prbm.g_00949
OG0001435	Syaq.g_02265	Prbm.g_00925
OG0001439	Syaq.g_00863	Prbm.g_00363
OG0001441	Syaq.g_01822	Prbm.g_00555
OG0001442	Syaq.g_02322	Prbm.g_01690
OG0001443	Syaq.g_01236	Prbm.g_01919
OG0001447	Syaq.g_01456	Prbm.g_00186
OG0001453	Syaq.g_02522	Prbm.g_01008
OG0001454	Syaq.g_01917	Prbm.g_01346
OG0001456	Syaq.g_01196	Prbm.g_01592
OG0001457	Syaq.g_01195	Prbm.g_01591
OG0001458	Syaq.g_01194	Prbm.g_01590
OG0001460	Syaq.g_00129	Prbm.g_01431, Prbm.g_01147
OG0001461	Syaq.g_02163	Prbm.g_00071
OG0001467	Syaq.g_00354	Prbm.g_00117
OG0001470	Syaq.g_00903	Prbm.g_02138
OG0001471	Syaq.g_00859	Prbm.g_01585
OG0001473	Syaq.g_02134	Prbm.g_01645
OG0001474	Syaq.g_00552	Prbm.g_00405
OG0001475	Syaq.g_00905	Prbm.g_02136
OG0001476	Syaq.g_00233	Prbm.g_01541
OG0001477	Syaq.g_02599	Prbm.g_01829
OG0001480	Syaq.g_02121	Prbm.g_01189
OG0001482	Syaq.g_02512	Prbm.g_01083
OG0001484	Syaq.g_02628	Prbm.g_01315
OG0001486	Syaq.g_00251	Prbm.g_01551
OG0001487	Syaq.g_00422	Prbm.g_01748
OG0001488	Syaq.g_00224	Prbm.g_01535
OG0001489	Syaq.g_00591	Prbm.g_02049
OG0001495	Syaq.g_00659	Prbm.g_01971
OG0001496	Syaq.g_02596	Prbm.g_01831
OG0001497	Syaq.g_02598	Prbm.g_01830
OG0001498	Syaq.g_00528	Prbm.g_00424
OG0001508	Syaq.g_00902	Prbm.g_02139
OG0001510	Syaq.g_01034	Prbm.g_02100
OG0001511	Syaq.g_01478	Prbm.g_00169
OG0001512	Syaq.g_01583	Prbm.g_01824
OG0001514	Syaq.g_02595	Prbm.g_01832
OG0001515	Syaq.g_02585	Prbm.g_00729
OG0001516	Syaq.g_02243	Prbm.g_00695
OG0001517	Syaq.g_00558	Prbm.g_00401
OG0001518	Syaq.g_01244	Prbm.g_02182
OG0001519	Syaq.g_01234	Prbm.g_02187
OG0001520	Syaq.g_01953	Prbm.g_00467
OG0001525	Syaq.g_02129	Prbm.g_00086
OG0001528	Syaq.g_00904	Prbm.g_02137
OG0001529	Syaq.g_01102	Prbm.g_00050
OG0001530	Syaq.g_01480	Prbm.g_00168
OG0001531	Syaq.g_01584	Prbm.g_00299
OG0001532	Syaq.g_00195	Prbm.g_01517
OG0001534	Syaq.g_00048	Prbm.g_01047
OG0001535	Syaq.g_00065	Prbm.g_01036
OG0001536	Syaq.g_02480	Prbm.g_00984
OG0001537	Syaq.g_02301	Prbm.g_00942
OG0001538	Syaq.g_02345	Prbm.g_00819
OG0001539	Syaq.g_02261	Prbm.g_00920
OG0001540	Syaq.g_01452	Prbm.g_00190
OG0001541	Syaq.g_01387	Prbm.g_00239
OG0001542	Syaq.g_01379	Prbm.g_00245
OG0001544	Syaq.g_01235	Prbm.g_02186
OG0001545	Syaq.g_01185	Prbm.g_02206
OG0001549	Syaq.g_02416	Prbm.g_00876
OG0001551	Syaq.g_02572	Prbm.g_01922
OG0001553	Syaq.g_00368	Prbm.g_01707
OG0001556	Syaq.g_00202	Prbm.g_01423
OG0001558	Syaq.g_01130	Prbm.g_01221, Prbm.g_01282
OG0001559	Syaq.g_01481	Prbm.g_00167
OG0001560	Syaq.g_01494	Prbm.g_00157
OG0001561	Syaq.g_00059	Prbm.g_01040
OG0001562	Syaq.g_00073	Prbm.g_01030
OG0001563	Syaq.g_00608	Prbm.g_02032
OG0001564	Syaq.g_02158	Prbm.g_02124
OG0001570	Syaq.g_02417	Prbm.g_01241, Prbm.g_01240
OG0001575	Syaq.g_01949	Prbm.g_00598
OG0001576	Syaq.g_00326	Prbm.g_01623
OG0001577	Syaq.g_00254	Prbm.g_01554
OG0001591	Syaq.g_02254	Prbm.g_00705
OG0001613	Syaq.g_00582	Prbm.g_02055
OG0001623	Syaq.g_00567, Syaq.g_00571	Prbm.g_00389
OG0001634	Syaq.g_02249	Prbm.g_00701
OG0001642	Syaq.g_02411	Prbm.g_01643
OG0001652	Syaq.g_01132	Prbm.g_01219
OG0001659	Syaq.g_00199	Prbm.g_01521
OG0001666	Syaq.g_02653	Prbm.g_01437
OG0001671	Syaq.g_01316	Prbm.g_01212
OG0001673	Syaq.g_01569	Prbm.g_00292
OG0001692	Syaq.g_00366	Prbm.g_01705
OG0001694	Syaq.g_00765	Prbm.g_00338
OG0001695	Syaq.g_01191	Prbm.g_02203
OG0001700	Syaq.g_02420	Prbm.g_01430
OG0001703	Syaq.g_01765	Prbm.g_00503
OG0001713	Syaq.g_00232	Prbm.g_01128
OG0001715	Syaq.g_01875	Prbm.g_01192
OG0001733	Syaq.g_02256	Prbm.g_01421
OG0001739	Syaq.g_01192	Prbm.g_02202
OG0001740	Syaq.g_01188	Prbm.g_02205
OG0001748	Syaq.g_01314	Prbm.g_01213
OG0001770	Syaq.g_02165	Prbm.g_01904
OG0001810	Syaq.g_01439	Prbm.g_00738
OG0001816	Syaq.g_02258	Prbm.g_00917
OG0001837	Syaq.g_01315	Prbm.g_01214
OG0001907	Syaq.g_01433	Prbm.g_00200
OG0001915	Syaq.g_01158	Prbm.g_02223
OG0001916	Syaq.g_01790	Prbm.g_00521
OG0001954	Syaq.g_02716	Prbm.g_01183
OG0001990	Syaq.g_01187	Prbm.g_00069
OG0001991	Syaq.g_00123, Syaq.g_00126, Syaq.g_02278	Prbm.g_01434
OG0002018	Syaq.g_01189	Prbm.g_02204
OG0002052	Syaq.g_02551	Prbm.g_00890
OG0002369	Syaq.g_00913	Prbm.g_02127
OG0002450	Syaq.g_01164	Prbm.g_02224
OG0002506	Syaq.g_00278	Prbm.g_00903
OG0003255	Syaq.g_00919	Prbm.g_00526
OG0003257	Syaq.g_02739	Prbm.g_02123
OG0003831	Syaq.g_02737	Prbm.g_01454
