Orthogroup	Syaq	Praa
OG0001145	Syaq.g_00284	Praa.g_01310
OG0001146	Syaq.g_00305	Praa.g_01322
OG0001147	Syaq.g_00438	Praa.g_01352
OG0001148	Syaq.g_01761	Praa.g_01368
OG0001149	Syaq.g_01760	Praa.g_01369
OG0001150	Syaq.g_01759	Praa.g_01370
OG0001151	Syaq.g_01746	Praa.g_01381
OG0001152	Syaq.g_01745	Praa.g_01382
OG0001153	Syaq.g_00413	Praa.g_01508
OG0001154	Syaq.g_00414	Praa.g_01509
OG0001155	Syaq.g_01739	Praa.g_01521
OG0001156	Syaq.g_01729	Praa.g_01524
OG0001157	Syaq.g_01728	Praa.g_01525
OG0001158	Syaq.g_01727	Praa.g_01526
OG0001159	Syaq.g_01726	Praa.g_01527
OG0001160	Syaq.g_01693	Praa.g_01552
OG0001161	Syaq.g_01233	Praa.g_01565
OG0001162	Syaq.g_00331	Praa.g_01576
OG0001163	Syaq.g_01685	Praa.g_01627
OG0001164	Syaq.g_01679	Praa.g_01631
OG0001165	Syaq.g_01674	Praa.g_01634
OG0001166	Syaq.g_01652	Praa.g_01654
OG0001167	Syaq.g_01039	Praa.g_01672
OG0001169	Syaq.g_01620	Praa.g_01676
OG0001170	Syaq.g_01618	Praa.g_01678
OG0001171	Syaq.g_01607	Praa.g_01688
OG0001172	Syaq.g_00690	Praa.g_01702
OG0001173	Syaq.g_00689	Praa.g_01703
OG0001174	Syaq.g_00681	Praa.g_01711
OG0001175	Syaq.g_00680	Praa.g_01712
OG0001176	Syaq.g_00656	Praa.g_01719
OG0001177	Syaq.g_00658	Praa.g_01722
OG0001178	Syaq.g_01667	Praa.g_01727
OG0001179	Syaq.g_00626	Praa.g_01759
OG0001180	Syaq.g_00600	Praa.g_01781
OG0001181	Syaq.g_00596	Praa.g_01785
OG0001182	Syaq.g_00587	Praa.g_01792
OG0001183	Syaq.g_00579	Praa.g_01797
OG0001184	Syaq.g_00995	Praa.g_01813
OG0001185	Syaq.g_01022	Praa.g_01827
OG0001186	Syaq.g_01058	Praa.g_01850
OG0001187	Syaq.g_01061	Praa.g_01854
OG0001188	Syaq.g_01065	Praa.g_01857
OG0001189	Syaq.g_01095	Praa.g_01874
OG0001190	Syaq.g_01264	Praa.g_01878
OG0001191	Syaq.g_01248	Praa.g_01888
OG0001192	Syaq.g_01242	Praa.g_01892
OG0001193	Syaq.g_01217	Praa.g_01902
OG0001194	Syaq.g_01214	Praa.g_01903
OG0001195	Syaq.g_01213	Praa.g_01904
OG0001196	Syaq.g_01169	Praa.g_01917
OG0001197	Syaq.g_01167	Praa.g_01918
OG0001198	Syaq.g_01153	Praa.g_01925
OG0001199	Syaq.g_01553	Praa.g_00074
OG0001200	Syaq.g_01551	Praa.g_00076
OG0001201	Syaq.g_01486	Praa.g_00108
OG0001202	Syaq.g_01358	Praa.g_00199
OG0001203	Syaq.g_01581	Praa.g_00238
OG0001204	Syaq.g_00709	Praa.g_00243
OG0001205	Syaq.g_00491	Praa.g_00444
OG0001206	Syaq.g_00468	Praa.g_00462
OG0001207	Syaq.g_01764	Praa.g_00477
OG0001208	Syaq.g_01774	Praa.g_00482
OG0001209	Syaq.g_01841	Praa.g_00535
OG0001210	Syaq.g_01852	Praa.g_00540
OG0001211	Syaq.g_01932	Praa.g_00551
OG0001212	Syaq.g_01990	Praa.g_00596
OG0001213	Syaq.g_02072	Praa.g_00629
OG0001214	Syaq.g_02084	Praa.g_00637
OG0001215	Syaq.g_02580	Praa.g_00690
OG0001216	Syaq.g_00026	Praa.g_00713
OG0001217	Syaq.g_01885	Praa.g_00751
OG0001218	Syaq.g_00423	Praa.g_00758
OG0001219	Syaq.g_02434	Praa.g_00791
OG0001220	Syaq.g_02412	Praa.g_00856
OG0001221	Syaq.g_02300	Praa.g_00918
OG0001222	Syaq.g_02472	Praa.g_00956
OG0001223	Syaq.g_02516	Praa.g_00982
OG0001224	Syaq.g_02683	Praa.g_01035
OG0001225	Syaq.g_02681	Praa.g_01037
OG0001226	Syaq.g_01543	Praa.g_01064
OG0001227	Syaq.g_00333	Praa.g_01083
OG0001230	Syaq.g_00361	Praa.g_01468
OG0001231	Syaq.g_01133	Praa.g_01574
OG0001232	Syaq.g_01643	Praa.g_01658
OG0001233	Syaq.g_01617	Praa.g_01679
OG0001234	Syaq.g_00676	Praa.g_01714
OG0001235	Syaq.g_00665	Praa.g_01724
OG0001236	Syaq.g_00990	Praa.g_01810
OG0001237	Syaq.g_00999	Praa.g_01814
OG0001238	Syaq.g_01246	Praa.g_01889
OG0001239	Syaq.g_01556	Praa.g_00071
OG0001240	Syaq.g_01502	Praa.g_00093
OG0001241	Syaq.g_01492	Praa.g_00101
OG0001243	Syaq.g_01457	Praa.g_00125
OG0001244	Syaq.g_01430	Praa.g_00141
OG0001245	Syaq.g_01916	Praa.g_00379
OG0001246	Syaq.g_01802	Praa.g_00504
OG0001248	Syaq.g_01891	Praa.g_00685
OG0001249	Syaq.g_00563	Praa.g_00780
OG0001250	Syaq.g_02389	Praa.g_00845
OG0001251	Syaq.g_02135	Praa.g_00893
OG0001252	Syaq.g_02690	Praa.g_01030
OG0001253	Syaq.g_01918	Praa.g_01084
OG0001254	Syaq.g_02214	Praa.g_01129
OG0001255	Syaq.g_02111	Praa.g_01144
OG0001256	Syaq.g_01686	Praa.g_01567
OG0001258	Syaq.g_01676	Praa.g_01632
OG0001259	Syaq.g_01619	Praa.g_01677
OG0001260	Syaq.g_01595	Praa.g_01694
OG0001261	Syaq.g_00617	Praa.g_01767
OG0001262	Syaq.g_01093	Praa.g_01872
OG0001265	Syaq.g_01466	Praa.g_00118
OG0001266	Syaq.g_01354	Praa.g_00203
OG0001267	Syaq.g_00763	Praa.g_00280
OG0001268	Syaq.g_00553	Praa.g_00339
OG0001269	Syaq.g_01866	Praa.g_00358
OG0001270	Syaq.g_00504	Praa.g_00434
OG0001271	Syaq.g_00445	Praa.g_00472
OG0001272	Syaq.g_01778	Praa.g_00486
OG0001273	Syaq.g_02077	Praa.g_00631
OG0001274	Syaq.g_01303	Praa.g_00703
OG0001275	Syaq.g_02531	Praa.g_00992
OG0001276	Syaq.g_00062	Praa.g_01014
OG0001278	Syaq.g_00155	Praa.g_01209
OG0001279	Syaq.g_01867	Praa.g_01257
OG0001280	Syaq.g_00294	Praa.g_01317
OG0001281	Syaq.g_00306	Praa.g_01323
OG0001282	Syaq.g_01762	Praa.g_01367
OG0001283	Syaq.g_01175	Praa.g_01386
OG0001284	Syaq.g_01700	Praa.g_01547
OG0001285	Syaq.g_01639	Praa.g_01661
OG0001286	Syaq.g_00602	Praa.g_01779
OG0001287	Syaq.g_01030	Praa.g_01834
OG0001289	Syaq.g_01528	Praa.g_00087
OG0001290	Syaq.g_01493	Praa.g_00100
OG0001291	Syaq.g_01444	Praa.g_00135
OG0001293	Syaq.g_00736	Praa.g_00261
OG0001294	Syaq.g_02252	Praa.g_00377
OG0001296	Syaq.g_01808	Praa.g_00509
OG0001297	Syaq.g_01812	Praa.g_00514
OG0001298	Syaq.g_01967	Praa.g_00577
OG0001299	Syaq.g_02246	Praa.g_00666
OG0001300	Syaq.g_02589	Praa.g_00693
OG0001301	Syaq.g_02602	Praa.g_00696
OG0001302	Syaq.g_02115	Praa.g_00789
OG0001303	Syaq.g_02437	Praa.g_00996
OG0001304	Syaq.g_00049	Praa.g_01024
OG0001305	Syaq.g_02673	Praa.g_01043
OG0001306	Syaq.g_00267	Praa.g_01146
OG0001308	Syaq.g_00385	Praa.g_01486
OG0001315	Syaq.g_00581	Praa.g_00062
OG0001316	Syaq.g_01437	Praa.g_00140
OG0001317	Syaq.g_01576	Praa.g_00234
OG0001318	Syaq.g_00728	Praa.g_00256
OG0001319	Syaq.g_00751	Praa.g_00272
OG0001321	Syaq.g_00483	Praa.g_00450
OG0001322	Syaq.g_00482	Praa.g_00451
OG0001323	Syaq.g_01820	Praa.g_00519
OG0001324	Syaq.g_02590	Praa.g_00694
OG0001325	Syaq.g_00030	Praa.g_00716
OG0001326	Syaq.g_01205	Praa.g_00881
OG0001327	Syaq.g_02259	Praa.g_01055
OG0001328	Syaq.g_02280	Praa.g_01082
OG0001329	Syaq.g_02113	Praa.g_01123
OG0001330	Syaq.g_00287	Praa.g_01289
OG0001331	Syaq.g_01757	Praa.g_01372
OG0001333	Syaq.g_01622	Praa.g_01673
OG0001336	Syaq.g_01174	Praa.g_01914
OG0001343	Syaq.g_00700	Praa.g_00890
OG0001345	Syaq.g_00213	Praa.g_01178
OG0001346	Syaq.g_00298	Praa.g_01319
OG0001348	Syaq.g_02703	Praa.g_01595
OG0001349	Syaq.g_00942	Praa.g_01624, Praa.g_01794
OG0001350	Syaq.g_01580	Praa.g_00237
OG0001351	Syaq.g_00476	Praa.g_00453
OG0001352	Syaq.g_01904	Praa.g_00680
OG0001353	Syaq.g_02379	Praa.g_00836
OG0001354	Syaq.g_02503	Praa.g_00974
OG0001355	Syaq.g_00797	Praa.g_01605
OG0001358	Syaq.g_02056	Praa.g_00620
OG0001359	Syaq.g_00699	Praa.g_00891
OG0001360	Syaq.g_00211	Praa.g_01085
OG0001361	Syaq.g_00216	Praa.g_01175
OG0001364	Syaq.g_00972	Praa.g_01803
OG0001365	Syaq.g_01259	Praa.g_01882
OG0001369	Syaq.g_01503	Praa.g_00092
OG0001373	Syaq.g_01206	Praa.g_00880
OG0001374	Syaq.g_01198	Praa.g_00888
OG0001375	Syaq.g_00701	Praa.g_00889
OG0001378	Syaq.g_00506	Praa.g_01094
OG0001379	Syaq.g_00289	Praa.g_01312
OG0001380	Syaq.g_01915	Praa.g_01354
OG0001382	Syaq.g_00662	Praa.g_01587
OG0001385	Syaq.g_01209	Praa.g_00877
OG0001386	Syaq.g_01208	Praa.g_00878
OG0001387	Syaq.g_01207	Praa.g_00879
OG0001388	Syaq.g_01204	Praa.g_00882
OG0001389	Syaq.g_01203	Praa.g_00883
OG0001390	Syaq.g_01202	Praa.g_00884
OG0001391	Syaq.g_01201	Praa.g_00885
OG0001392	Syaq.g_01200	Praa.g_00886
OG0001393	Syaq.g_01199	Praa.g_00887
OG0001394	Syaq.g_02307	Praa.g_00922
OG0001395	Syaq.g_00045	Praa.g_01026
OG0001408	Syaq.g_02125	Praa.g_01067
OG0001409	Syaq.g_00229	Praa.g_01166
OG0001413	Syaq.g_00139	Praa.g_01562
OG0001416	Syaq.g_00303	Praa.g_00458
OG0001417	Syaq.g_02502	Praa.g_00469
OG0001418	Syaq.g_00243	Praa.g_00684
OG0001420	Syaq.g_01833	Praa.g_01103
OG0001428	Syaq.g_01396	Praa.g_00172
OG0001429	Syaq.g_02438	Praa.g_00792
OG0001430	Syaq.g_01271	Praa.g_01284
OG0001432	Syaq.g_01862	Praa.g_01560
OG0001438	Syaq.g_00778	Praa.g_00293
OG0001439	Syaq.g_00863	Praa.g_00307
OG0001441	Syaq.g_01822	Praa.g_00521
OG0001442	Syaq.g_02322	Praa.g_00741
OG0001447	Syaq.g_01456	Praa.g_00126
OG0001448	Syaq.g_01873	Praa.g_00366
OG0001449	Syaq.g_00698	Praa.g_00393
OG0001452	Syaq.g_00723	Praa.g_00894
OG0001453	Syaq.g_02522	Praa.g_00986
OG0001454	Syaq.g_01917	Praa.g_01078
OG0001456	Syaq.g_01196	Praa.g_01137
OG0001457	Syaq.g_01195	Praa.g_01138
OG0001458	Syaq.g_01194	Praa.g_01139
OG0001462	Syaq.g_01108	Praa.g_00034
OG0001465	Syaq.g_02704	Praa.g_00702
OG0001467	Syaq.g_00354	Praa.g_00781
OG0001471	Syaq.g_00859	Praa.g_01563
OG0001473	Syaq.g_02134	Praa.g_01851
OG0001479	Syaq.g_00555	Praa.g_00337
OG0001480	Syaq.g_02121	Praa.g_00368
OG0001482	Syaq.g_02512	Praa.g_00456
OG0001484	Syaq.g_02628	Praa.g_01296
OG0001492	Syaq.g_00158	Praa.g_01206
OG0001493	Syaq.g_00150	Praa.g_01214
OG0001494	Syaq.g_00931	Praa.g_01422
OG0001495	Syaq.g_00659	Praa.g_01721
OG0001502	Syaq.g_02407	Praa.g_00772
OG0001505	Syaq.g_00934	Praa.g_01411
OG0001520	Syaq.g_01953	Praa.g_00388
OG0001525	Syaq.g_02129	Praa.g_01579
OG0001546	Syaq.g_01825	Praa.g_00524
OG0001547	Syaq.g_02422	Praa.g_00774
OG0001549	Syaq.g_02416	Praa.g_00863
OG0001551	Syaq.g_02572	Praa.g_01136
OG0001553	Syaq.g_00368	Praa.g_01473
OG0001554	Syaq.g_01266	Praa.g_01569
OG0001565	Syaq.g_02120	Praa.g_00416
OG0001567	Syaq.g_02421	Praa.g_00773
OG0001568	Syaq.g_02424	Praa.g_00775
OG0001570	Syaq.g_02417	Praa.g_01106
OG0001573	Syaq.g_01216, Syaq.g_00355	Praa.g_01434
OG0001602	Syaq.g_02705	Praa.g_00701
OG0001605	Syaq.g_01892	Praa.g_01007
OG0001613	Syaq.g_00582	Praa.g_01795
OG0001625	Syaq.g_00730	Praa.g_00258
OG0001627	Syaq.g_01735	Praa.g_00755
OG0001647	Syaq.g_00753	Praa.g_00273
OG0001666	Syaq.g_02653	Praa.g_01272
OG0001709	Syaq.g_00943	Praa.g_01398
OG0002029	Syaq.g_02609, Syaq.g_02652	Praa.g_01271
OG0002364	Syaq.g_02439	Praa.g_00793
OG0002369	Syaq.g_00913	Praa.g_01403
OG0002416	Syaq.g_01565	Praa.g_01219
OG0002771	Syaq.g_00910	Praa.g_01388
