Orthogroup	Prah	Syam
OG0001176	Prah.g_02042	Syam.g_00321
OG0001177	Prah.g_02044	Syam.g_00319
OG0001178	Prah.g_01682	Syam.g_01995
OG0001179	Prah.g_02013	Syam.g_00351
OG0001180	Prah.g_01988	Syam.g_00378
OG0001181	Prah.g_01984	Syam.g_00382
OG0001182	Prah.g_01976	Syam.g_00391
OG0001183	Prah.g_01965	Syam.g_00396
OG0001184	Prah.g_02239	Syam.g_00143
OG0001185	Prah.g_00156	Syam.g_00121
OG0001186	Prah.g_00088	Syam.g_00076
OG0001187	Prah.g_00085	Syam.g_00073
OG0001188	Prah.g_00080	Syam.g_00070
OG0001189	Prah.g_00057	Syam.g_00054
OG0001190	Prah.g_02490	Syam.g_02313
OG0001191	Prah.g_02503	Syam.g_02324
OG0001192	Prah.g_02508	Syam.g_02330
OG0001193	Prah.g_02548	Syam.g_02355
OG0001194	Prah.g_02550	Syam.g_02357
OG0001195	Prah.g_02551	Syam.g_02358
OG0001196	Prah.g_02587	Syam.g_02429
OG0001197	Prah.g_02589	Syam.g_02431
OG0001198	Prah.g_02601	Syam.g_02443
OG0001199	Prah.g_01844	Syam.g_02068
OG0001200	Prah.g_01846	Syam.g_02070
OG0001201	Prah.g_01898	Syam.g_02122
OG0001202	Prah.g_02359	Syam.g_02255
OG0001204	Prah.g_02077	Syam.g_00282
OG0001205	Prah.g_00240	Syam.g_01852
OG0001206	Prah.g_00291	Syam.g_01680
OG0001208	Prah.g_01564	Syam.g_00585
OG0001209	Prah.g_01498	Syam.g_00654
OG0001210	Prah.g_01484	Syam.g_00663
OG0001211	Prah.g_01467	Syam.g_00678
OG0001212	Prah.g_01407	Syam.g_01717
OG0001213	Prah.g_00510	Syam.g_01479
OG0001214	Prah.g_00499	Syam.g_01466
OG0001215	Prah.g_00973	Syam.g_00808
OG0001216	Prah.g_00885	Syam.g_01245
OG0001217	Prah.g_01447	Syam.g_01403
OG0001218	Prah.g_00356	Syam.g_01662
OG0001219	Prah.g_00755	Syam.g_01080
OG0001220	Prah.g_00575	Syam.g_01754
OG0001221	Prah.g_00715	Syam.g_01334
OG0001222	Prah.g_02517	Syam.g_01111
OG0001224	Prah.g_00911	Syam.g_00770
OG0001225	Prah.g_00913	Syam.g_00772
OG0001226	Prah.g_01192	Syam.g_01425
OG0001227	Prah.g_01601	Syam.g_02340
OG0001228	Prah.g_01278	Syam.g_01858
OG0001229	Prah.g_01663	Syam.g_00796
OG0001230	Prah.g_00418	Syam.g_01603
OG0001231	Prah.g_00018	Syam.g_00017
OG0001232	Prah.g_01704	Syam.g_02022
OG0001233	Prah.g_01732	Syam.g_01895
OG0001234	Prah.g_02055	Syam.g_00306
OG0001235	Prah.g_02047	Syam.g_00313
OG0001236	Prah.g_02235	Syam.g_00146
OG0001237	Prah.g_02240	Syam.g_00141
OG0001238	Prah.g_02504	Syam.g_02326
OG0001239	Prah.g_01841	Syam.g_02065
OG0001240	Prah.g_01881	Syam.g_02105
OG0001241	Prah.g_01891	Syam.g_02115
OG0001242	Prah.g_00185	Syam.g_02145
OG0001244	Prah.g_02279	Syam.g_02188
OG0001245	Prah.g_01181	Syam.g_01057
OG0001246	Prah.g_01537	Syam.g_00611
OG0001247	Prah.g_00625	Syam.g_01253
OG0001248	Prah.g_00981	Syam.g_01256
OG0001249	Prah.g_01946	Syam.g_00436
OG0001250	Prah.g_00597	Syam.g_00731
OG0001252	Prah.g_00906	Syam.g_00763
OG0001253	Prah.g_01176	Syam.g_01021
OG0001254	Prah.g_02525	Syam.g_00916
OG0001255	Prah.g_01037	Syam.g_01056
OG0001256	Prah.g_01658	Syam.g_01976
OG0001258	Prah.g_01671	Syam.g_01986
OG0001259	Prah.g_01730	Syam.g_01893
OG0001260	Prah.g_01761	Syam.g_01912
OG0001261	Prah.g_02004	Syam.g_00360
OG0001262	Prah.g_00060	Syam.g_00056
OG0001263	Prah.g_02253	Syam.g_02159
OG0001265	Prah.g_00187	Syam.g_02143
OG0001266	Prah.g_02363	Syam.g_02259
OG0001267	Prah.g_02134	Syam.g_00230
OG0001268	Prah.g_01934	Syam.g_00463
OG0001269	Prah.g_00579	Syam.g_00956
OG0001270	Prah.g_00228	Syam.g_01871
OG0001271	Prah.g_00309	Syam.g_01671
OG0001272	Prah.g_01560	Syam.g_00589
OG0001273	Prah.g_00506	Syam.g_01472
OG0001274	Prah.g_02393	Syam.g_02285
OG0001275	Prah.g_00837	Syam.g_01174
OG0001276	Prah.g_00855	Syam.g_01190
OG0001277	Prah.g_02573	Syam.g_02415
OG0001278	Prah.g_01284	Syam.g_00862
OG0001279	Prah.g_00431	Syam.g_01590
OG0001280	Prah.g_01361	Syam.g_01827
OG0001281	Prah.g_01370	Syam.g_01837
OG0001283	Prah.g_02582	Syam.g_02424
OG0001285	Prah.g_01709	Syam.g_02380
OG0001286	Prah.g_01990	Syam.g_00376
OG0001287	Prah.g_00148	Syam.g_00113
OG0001288	Prah.g_00130	Syam.g_00102
OG0001290	Prah.g_01890	Syam.g_02114
OG0001291	Prah.g_02263	Syam.g_02170
OG0001292	Prah.g_02083	Syam.g_00276
OG0001293	Prah.g_02108	Syam.g_00256
OG0001294	Prah.g_00443	Syam.g_01365
OG0001295	Prah.g_01481	Syam.g_00665
OG0001296	Prah.g_01531	Syam.g_00617
OG0001297	Prah.g_01527	Syam.g_00621
OG0001298	Prah.g_01435	Syam.g_01738
OG0001300	Prah.g_00986	Syam.g_00800
OG0001301	Prah.g_01023	Syam.g_00786
OG0001302	Prah.g_01802	Syam.g_01437
OG0001303	Prah.g_00756	Syam.g_01082
OG0001307	Prah.g_00326	Syam.g_00945
OG0001308	Prah.g_00396	Syam.g_01623
OG0001309	Prah.g_01521	Syam.g_00628
OG0001311	Prah.g_00857	Syam.g_01192
OG0001312	Prah.g_00766	Syam.g_01092
OG0001316	Prah.g_02269	Syam.g_02176
OG0001319	Prah.g_02124	Syam.g_00241
OG0001321	Prah.g_00253	Syam.g_01846
OG0001322	Prah.g_00254	Syam.g_01845
OG0001323	Prah.g_01518	Syam.g_00631
OG0001324	Prah.g_00987	Syam.g_00799
OG0001326	Prah.g_02557	Syam.g_02370
OG0001327	Prah.g_00555	Syam.g_01359
OG0001328	Prah.g_00722	Syam.g_01340
OG0001330	Prah.g_01354	Syam.g_01819
OG0001331	Prah.g_01581	Syam.g_00569
OG0001332	Prah.g_01605	Syam.g_01919
OG0001333	Prah.g_01726	Syam.g_01889
OG0001334	Prah.g_01961	Syam.g_00405
OG0001335	Prah.g_01960	Syam.g_00406
OG0001336	Prah.g_02583	Syam.g_02425
OG0001337	Prah.g_01950	Syam.g_00402, Syam.g_00424
OG0001339	Prah.g_01893	Syam.g_02117
OG0001340	Prah.g_01949	Syam.g_00425
OG0001341	Prah.g_00615	Syam.g_00795
OG0001344	Prah.g_01317	Syam.g_01790
OG0001347	Prah.g_00082	Syam.g_00081
OG0001348	Prah.g_02412	Syam.g_00750
OG0001350	Prah.g_01778	Syam.g_00510
OG0001351	Prah.g_00256	Syam.g_01695
OG0001352	Prah.g_01029	Syam.g_00644
OG0001353	Prah.g_00606	Syam.g_00742
OG0001354	Prah.g_00813	Syam.g_01145
OG0001355	Prah.g_00710	Syam.g_00957
OG0001356	Prah.g_01163	Syam.g_00751
OG0001357	Prah.g_00215, Prah.g_01175	Syam.g_00449
OG0001358	Prah.g_00527	Syam.g_01495
OG0001360	Prah.g_01240	Syam.g_01762
OG0001361	Prah.g_01294	Syam.g_01767
OG0001362	Prah.g_00390	Syam.g_01628
OG0001363	Prah.g_00388	Syam.g_01630
OG0001366	Prah.g_01702	Syam.g_02014
OG0001370	Prah.g_00617	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379
OG0001372	Prah.g_01812	Syam.g_00450, Syam.g_00984
OG0001373	Prah.g_02556	Syam.g_02369
OG0001374	Prah.g_02564	Syam.g_02377
OG0001376	Prah.g_02511	Syam.g_02332
OG0001377	Prah.g_02510	Syam.g_02331
OG0001378	Prah.g_00223	Syam.g_01872
OG0001379	Prah.g_01356	Syam.g_01821
OG0001380	Prah.g_00571	Syam.g_01409
OG0001381	Prah.g_00895	Syam.g_00939
OG0001382	Prah.g_00891	Syam.g_01557
OG0001385	Prah.g_02553	Syam.g_02366
OG0001386	Prah.g_02554	Syam.g_02367
OG0001387	Prah.g_02555	Syam.g_02368
OG0001388	Prah.g_02558	Syam.g_02371
OG0001389	Prah.g_02559	Syam.g_02372
OG0001390	Prah.g_02560	Syam.g_02373
OG0001391	Prah.g_02561	Syam.g_02374
OG0001392	Prah.g_02562	Syam.g_02375
OG0001393	Prah.g_02563	Syam.g_02376
OG0001394	Prah.g_00700	Syam.g_01321
OG0001395	Prah.g_00868	Syam.g_01225
OG0001396	Prah.g_00081	Syam.g_00080
OG0001397	Prah.g_00389	Syam.g_01629
OG0001398	Prah.g_01180	Syam.g_01052
OG0001400	Prah.g_02278	Syam.g_00836
OG0001401	Prah.g_00602	Syam.g_00738, Syam.g_00737
OG0001402	Prah.g_00522	Syam.g_01490
OG0001405	Prah.g_01957	Syam.g_00408
OG0001406	Prah.g_02512	Syam.g_02333
OG0001414	Prah.g_01786	Syam.g_00940
OG0001416	Prah.g_01367	Syam.g_01834
OG0001422	Prah.g_00282	Syam.g_01822
OG0001423	Prah.g_01078	Syam.g_00553, Syam.g_00548
OG0001425	Prah.g_02507	Syam.g_02329
OG0001433	Prah.g_01162	Syam.g_00752
OG0001434	Prah.g_00696	Syam.g_01316
OG0001435	Prah.g_00737	Syam.g_01353
OG0001438	Prah.g_02149	Syam.g_00215
OG0001441	Prah.g_01516	Syam.g_00633
OG0001442	Prah.g_00691	Syam.g_01306
OG0001443	Prah.g_01664	Syam.g_02335
OG0001444	Prah.g_01875	Syam.g_02100
OG0001445	Prah.g_00095	Syam.g_00090, Syam.g_00089
OG0001449	Prah.g_01806	Syam.g_00285
OG0001452	Prah.g_01220	Syam.g_00268
OG0001460	Prah.g_01161	Syam.g_00753
OG0001461	Prah.g_00260	Syam.g_00928
OG0001462	Prah.g_00044	Syam.g_00041
OG0001470	Prah.g_00119	Syam.g_01874
OG0001475	Prah.g_00121	Syam.g_01876
OG0001477	Prah.g_01020	Syam.g_00789
OG0001479	Prah.g_01936	Syam.g_00461
OG0001484	Prah.g_00892	Syam.g_02378
OG0001487	Prah.g_00357	Syam.g_01661
OG0001488	Prah.g_01301	Syam.g_01774
OG0001489	Prah.g_01979	Syam.g_00387
OG0001495	Prah.g_02045	Syam.g_00318
OG0001496	Prah.g_01016	Syam.g_00791
OG0001497	Prah.g_01019	Syam.g_00790
OG0001498	Prah.g_00206	Syam.g_00490
OG0001508	Prah.g_00118	Syam.g_01873
OG0001510	Prah.g_00143	Syam.g_00109
OG0001511	Prah.g_01906	Syam.g_02129
OG0001512	Prah.g_01775	Syam.g_00512
OG0001513	Prah.g_00243	Syam.g_00142
OG0001514	Prah.g_01015	Syam.g_00792
OG0001515	Prah.g_00978	Syam.g_00804
OG0001516	Prah.g_00453	Syam.g_01374
OG0001517	Prah.g_01939	Syam.g_00458
OG0001518	Prah.g_02506	Syam.g_02328
OG0001519	Prah.g_02515	Syam.g_02337
OG0001527	Prah.g_01453	Syam.g_00693
OG0001528	Prah.g_00120	Syam.g_01875
OG0001529	Prah.g_00050	Syam.g_00047
OG0001530	Prah.g_01903	Syam.g_02127
OG0001531	Prah.g_01774	Syam.g_00513
OG0001532	Prah.g_01252	Syam.g_00897
OG0001533	Prah.g_00222	Syam.g_01697
OG0001534	Prah.g_00865	Syam.g_01205
OG0001535	Prah.g_00853	Syam.g_01188
OG0001536	Prah.g_00792	Syam.g_01119
OG0001537	Prah.g_00707	Syam.g_01333
OG0001538	Prah.g_00662	Syam.g_01285
OG0001539	Prah.g_00559	Syam.g_01357
OG0001540	Prah.g_02255	Syam.g_02161
OG0001541	Prah.g_02318	Syam.g_02229
OG0001542	Prah.g_02335	Syam.g_02238
OG0001543	Prah.g_02414	Syam.g_02271
OG0001544	Prah.g_02514	Syam.g_02336
OG0001545	Prah.g_02572	Syam.g_02414
OG0001556	Prah.g_01158, Prah.g_01157	Syam.g_00903
OG0001558	Prah.g_00021	Syam.g_00019
OG0001559	Prah.g_01902	Syam.g_02126
OG0001560	Prah.g_01889	Syam.g_02113
OG0001561	Prah.g_00859	Syam.g_01195
OG0001562	Prah.g_00845	Syam.g_01180
OG0001563	Prah.g_01996	Syam.g_00370
OG0001572	Prah.g_01101	Syam.g_00531
OG0001574	Prah.g_01456	Syam.g_00691
OG0001575	Prah.g_01450	Syam.g_00696
OG0001576	Prah.g_01379	Syam.g_01699
OG0001577	Prah.g_01326	Syam.g_01799
OG0001578	Prah.g_00939, Prah.g_01150	Syam.g_00924
OG0001579	Prah.g_01953	Syam.g_00418
OG0001580	Prah.g_02479	Syam.g_02300
OG0001585	Prah.g_01081	Syam.g_01008
OG0001589	Prah.g_01735	Syam.g_01897
OG0001590	Prah.g_00578	Syam.g_01473
OG0001591	Prah.g_00552	Syam.g_01363
OG0001592	Prah.g_02480	Syam.g_02301
OG0001614	Prah.g_00158	Syam.g_00123
OG0001615	Prah.g_01475	Syam.g_00669
OG0001616	Prah.g_01261	Syam.g_00909
OG0001617	Prah.g_00989	Syam.g_00797
OG0001619	Prah.g_00782	Syam.g_01108
OG0001620	Prah.g_01924	Syam.g_00470
OG0001621	Prah.g_02097	Syam.g_00267
OG0001622	Prah.g_02581	Syam.g_02423
OG0001627	Prah.g_01613	Syam.g_01921
OG0001634	Prah.g_00447	Syam.g_01368
OG0001636	Prah.g_00043	Syam.g_00040
OG0001637	Prah.g_01751	Syam.g_01909, Syam.g_01908
OG0001638	Prah.g_01691	Syam.g_02001
OG0001639	Prah.g_01616	Syam.g_01924
OG0001640	Prah.g_00902	Syam.g_00756
OG0001641	Prah.g_00827	Syam.g_01164
OG0001643	Prah.g_00496	Syam.g_01463
OG0001652	Prah.g_00019	Syam.g_00018
OG0001653	Prah.g_01878	Syam.g_02103, Syam.g_02438
OG0001654	Prah.g_01614	Syam.g_01922
OG0001655	Prah.g_00214, Prah.g_02423	Syam.g_01691, Syam.g_00838
OG0001656	Prah.g_01954	Syam.g_00413
OG0001657	Prah.g_02293	Syam.g_02202
OG0001658	Prah.g_02489	Syam.g_02312
OG0001669	Prah.g_00094	Syam.g_00088
OG0001672	Prah.g_01855, Prah.g_01853	Syam.g_02076
OG0001673	Prah.g_01783	Syam.g_00503
OG0001675	Prah.g_00841, Prah.g_00843	Syam.g_01178
OG0001676	Prah.g_01951	Syam.g_00412
OG0001677	Prah.g_01964	Syam.g_00397
OG0001678	Prah.g_02069	Syam.g_00291
OG0001690	Prah.g_01493, Prah.g_02437	Syam.g_01546, Syam.g_00968, Syam.g_00372, Syam.g_02290, Syam.g_02036, Syam.g_02157
OG0001691	Prah.g_00742	Syam.g_01497
OG0001692	Prah.g_00413	Syam.g_01608
OG0001693	Prah.g_00212	Syam.g_00775
OG0001694	Prah.g_02136	Syam.g_00228
OG0001695	Prah.g_02568	Syam.g_02408
OG0001703	Prah.g_01574	Syam.g_00577
OG0001712	Prah.g_00612	Syam.g_01009
OG0001715	Prah.g_01165	Syam.g_01411
OG0001716	Prah.g_00584	Syam.g_00703
OG0001726	Prah.g_00745	Syam.g_01046
OG0001729	Prah.g_01769	Syam.g_00516
OG0001730	Prah.g_01766	Syam.g_00519
OG0001732	Prah.g_01267	Syam.g_00880
OG0001734	Prah.g_00582	Syam.g_00702
OG0001735	Prah.g_00461	Syam.g_01381, Syam.g_01382
OG0001736	Prah.g_01944	Syam.g_00166, Syam.g_00167
OG0001737	Prah.g_02154	Syam.g_00209
OG0001738	Prah.g_02185	Syam.g_00175
OG0001739	Prah.g_02566	Syam.g_02406
OG0001740	Prah.g_02571	Syam.g_02411
OG0001750	Prah.g_01876	Syam.g_02101
OG0001751	Prah.g_01784	Syam.g_00502, Syam.g_01063
OG0001752	Prah.g_01763	Syam.g_01914
OG0001755	Prah.g_01522	Syam.g_00627
OG0001758	Prah.g_01121	Syam.g_00551
OG0001761	Prah.g_00944	Syam.g_01505
OG0001762	Prah.g_00834	Syam.g_01171
OG0001763	Prah.g_00822, Prah.g_00823	Syam.g_01158, Syam.g_01157
OG0001764	Prah.g_00748	Syam.g_01068
OG0001766	Prah.g_02161	Syam.g_00199
OG0001783	Prah.g_00153	Syam.g_00118
OG0001784	Prah.g_01871	Syam.g_02096
OG0001786	Prah.g_01646	Syam.g_01962
OG0001787	Prah.g_01502	Syam.g_00650
OG0001788	Prah.g_01499	Syam.g_00653
OG0001789	Prah.g_01363	Syam.g_01829
OG0001790	Prah.g_01334	Syam.g_01804
OG0001791	Prah.g_01309	Syam.g_01782
OG0001792	Prah.g_01274	Syam.g_00872
OG0001794	Prah.g_01129	Syam.g_01202
OG0001795	Prah.g_01049	Syam.g_01940
OG0001796	Prah.g_00847	Syam.g_01182
OG0001797	Prah.g_00775	Syam.g_01100
OG0001798	Prah.g_00520	Syam.g_01487
OG0001799	Prah.g_00479	Syam.g_01452
OG0001801	Prah.g_00422	Syam.g_01598
OG0001803	Prah.g_00236	Syam.g_01856
OG0001804	Prah.g_00207	Syam.g_00491
OG0001805	Prah.g_02088	Syam.g_00272
OG0001806	Prah.g_02125	Syam.g_00240
OG0001808	Prah.g_02226	Syam.g_00154
OG0001810	Prah.g_02267	Syam.g_02174
OG0001811	Prah.g_02325	Syam.g_02235
OG0001812	Prah.g_02481	Syam.g_02302
OG0001813	Prah.g_02535	Syam.g_02345
OG0001814	Prah.g_02590	Syam.g_02432
OG0001815	Prah.g_02599	Syam.g_02441
OG0001816	Prah.g_00554	Syam.g_01360
OG0001835	Prah.g_01021	Syam.g_00964
OG0001838	Prah.g_00009	Syam.g_00008
OG0001839	Prah.g_00039	Syam.g_00036
OG0001840	Prah.g_00056	Syam.g_00053
OG0001841	Prah.g_00064	Syam.g_00060
OG0001843	Prah.g_00159	Syam.g_00124
OG0001844	Prah.g_00160	Syam.g_00125
OG0001845	Prah.g_00162	Syam.g_00126
OG0001846	Prah.g_00184	Syam.g_02146
OG0001847	Prah.g_00186	Syam.g_02144
OG0001848	Prah.g_00190	Syam.g_02140
OG0001849	Prah.g_01865	Syam.g_02088
OG0001850	Prah.g_01858	Syam.g_02078
OG0001851	Prah.g_01848	Syam.g_02072
OG0001852	Prah.g_01847	Syam.g_02071
OG0001853	Prah.g_01840	Syam.g_02064
OG0001854	Prah.g_01780	Syam.g_00507
OG0001856	Prah.g_01650	Syam.g_01968
OG0001857	Prah.g_01647	Syam.g_01965
OG0001858	Prah.g_01626	Syam.g_01935
OG0001859	Prah.g_01585	Syam.g_00565
OG0001860	Prah.g_01573	Syam.g_00579
OG0001861	Prah.g_01559	Syam.g_00590
OG0001862	Prah.g_01547	Syam.g_00601
OG0001863	Prah.g_01542	Syam.g_00606
OG0001864	Prah.g_01487	Syam.g_00661
OG0001865	Prah.g_01420	Syam.g_01726
OG0001866	Prah.g_01395	Syam.g_01703
OG0001867	Prah.g_01386	Syam.g_01507
OG0001868	Prah.g_01366	Syam.g_01833
OG0001869	Prah.g_01327	Syam.g_01800
OG0001870	Prah.g_01319	Syam.g_01792
OG0001871	Prah.g_01314	Syam.g_01787
OG0001872	Prah.g_01281	Syam.g_00866
OG0001873	Prah.g_01260	Syam.g_00908
OG0001874	Prah.g_01241	Syam.g_00911
OG0001875	Prah.g_01122	Syam.g_00550
OG0001876	Prah.g_01123	Syam.g_00549
OG0001877	Prah.g_00979	Syam.g_00803
OG0001878	Prah.g_00838	Syam.g_01175
OG0001879	Prah.g_00831	Syam.g_01169
OG0001880	Prah.g_00799	Syam.g_01130
OG0001881	Prah.g_00798	Syam.g_01127
OG0001882	Prah.g_00778	Syam.g_01103
OG0001883	Prah.g_00774	Syam.g_01099
OG0001884	Prah.g_00764	Syam.g_01090
OG0001885	Prah.g_00753	Syam.g_01073
OG0001886	Prah.g_00749	Syam.g_01069
OG0001887	Prah.g_00723	Syam.g_01341
OG0001888	Prah.g_00682	Syam.g_01313
OG0001889	Prah.g_00653	Syam.g_01275
OG0001890	Prah.g_00590	Syam.g_00724
OG0001891	Prah.g_00586	Syam.g_00720
OG0001892	Prah.g_00573	Syam.g_01756
OG0001895	Prah.g_00426	Syam.g_01594
OG0001896	Prah.g_00220	Syam.g_01861
OG0001898	Prah.g_01947	Syam.g_00435
OG0001899	Prah.g_02006	Syam.g_00358
OG0001900	Prah.g_02109	Syam.g_00255
OG0001901	Prah.g_02110	Syam.g_00254
OG0001902	Prah.g_02141	Syam.g_00223
OG0001903	Prah.g_02150	Syam.g_00214
OG0001904	Prah.g_02220	Syam.g_00160
OG0001905	Prah.g_02228	Syam.g_00152
OG0001906	Prah.g_02256	Syam.g_02162
OG0001907	Prah.g_02272	Syam.g_02180
OG0001908	Prah.g_02319	Syam.g_02231
OG0001909	Prah.g_02340	Syam.g_02242
OG0001910	Prah.g_02401	Syam.g_02277
OG0001912	Prah.g_02500	Syam.g_02321
OG0001913	Prah.g_02502	Syam.g_02323
OG0001914	Prah.g_02529, Prah.g_02530	Syam.g_00920
OG0001915	Prah.g_01199	Syam.g_02437
OG0001929	Prah.g_00072	Syam.g_00067
OG0001932	Prah.g_00157	Syam.g_00122
OG0001933	Prah.g_01900	Syam.g_02124
OG0001934	Prah.g_01885	Syam.g_02109
OG0001935	Prah.g_01845	Syam.g_02069
OG0001936	Prah.g_01813	Syam.g_00990
OG0001937	Prah.g_01638	Syam.g_01952
OG0001940	Prah.g_01436	Syam.g_01739
OG0001941	Prah.g_01371	Syam.g_01838
OG0001943	Prah.g_01308	Syam.g_00842
OG0001946	Prah.g_00984	Syam.g_00802
OG0001948	Prah.g_00825	Syam.g_01159
OG0001949	Prah.g_00809	Syam.g_01139
OG0001950	Prah.g_00807	Syam.g_01137
OG0001951	Prah.g_00797	Syam.g_01126
OG0001952	Prah.g_00777	Syam.g_01102
OG0001953	Prah.g_00776	Syam.g_01101
OG0001954	Prah.g_00626	Syam.g_01040
OG0001957	Prah.g_00514	Syam.g_01482
OG0001958	Prah.g_00458	Syam.g_01379
OG0001960	Prah.g_00330, Prah.g_00329	Syam.g_01664
OG0001961	Prah.g_00307	Syam.g_01673
OG0001964	Prah.g_02057	Syam.g_00304
OG0001965	Prah.g_02096	Syam.g_01439
OG0001966	Prah.g_02104	Syam.g_00260
OG0001967	Prah.g_02106	Syam.g_00258
OG0001968	Prah.g_02107	Syam.g_00257
OG0001969	Prah.g_02169	Syam.g_00193
OG0001971	Prah.g_02338	Syam.g_02240
OG0001972	Prah.g_02389	Syam.g_02289
OG0001974	Prah.g_02487	Syam.g_02309
OG0001975	Prah.g_02528	Syam.g_00919
OG0001976	Prah.g_02531	Syam.g_00921
OG0001995	Prah.g_01492	Syam.g_00818
OG0001997	Prah.g_01874	Syam.g_02099
OG0001999	Prah.g_01721	Syam.g_01886
OG0002000	Prah.g_01520	Syam.g_00629
OG0002008	Prah.g_00836	Syam.g_01173
OG0002010	Prah.g_00373	Syam.g_01643
OG0002012	Prah.g_01974	Syam.g_01051
OG0002013	Prah.g_02189	Syam.g_00487
OG0002017	Prah.g_02545	Syam.g_02353
OG0002018	Prah.g_02570	Syam.g_02410
OG0002037	Prah.g_01568	Syam.g_00581
OG0002041	Prah.g_00820	Syam.g_01155
OG0002042	Prah.g_00802	Syam.g_01133
OG0002044	Prah.g_00607	Syam.g_00743
OG0002045	Prah.g_00305	Syam.g_01676
OG0002047	Prah.g_00203	Syam.g_00486
OG0002048	Prah.g_01967	Syam.g_00393
OG0002049	Prah.g_02049	Syam.g_00310
OG0002050	Prah.g_02116	Syam.g_00249
OG0002051	Prah.g_02317	Syam.g_02228
OG0002113	Prah.g_00040	Syam.g_00037
OG0002115	Prah.g_01669	Syam.g_01982
OG0002117	Prah.g_01306	Syam.g_01781
OG0002118	Prah.g_01269	Syam.g_00877
OG0002120	Prah.g_01197	Syam.g_01038
OG0002121	Prah.g_01107	Syam.g_01393
OG0002123	Prah.g_00883	Syam.g_01243
OG0002124	Prah.g_00585	Syam.g_00706
OG0002128	Prah.g_02527	Syam.g_00918
OG0002129	Prah.g_00392	Syam.g_01626
OG0002130	Prah.g_01362	Syam.g_01828
OG0002154	Prah.g_02249	Syam.g_02181
OG0002160	Prah.g_01792	Syam.g_00816
OG0002162	Prah.g_01442	Syam.g_01746
OG0002167	Prah.g_00960	Syam.g_00658
OG0002169	Prah.g_00202	Syam.g_00485
OG0002170	Prah.g_01943	Syam.g_00453
OG0002174	Prah.g_02546	Syam.g_01565
OG0002229	Prah.g_00113	Syam.g_00094
OG0002234	Prah.g_00889	Syam.g_01421
OG0002236	Prah.g_00569	Syam.g_00947
OG0002237	Prah.g_00507	Syam.g_01474
OG0002239	Prah.g_00355	Syam.g_00922
OG0002245	Prah.g_00210	Syam.g_00496
OG0002279	Prah.g_01899	Syam.g_02123
OG0002280	Prah.g_01511	Syam.g_00639
OG0002281	Prah.g_01437	Syam.g_01740
OG0002285	Prah.g_00769	Syam.g_01095
OG0002291	Prah.g_02326, Prah.g_02333	Syam.g_02236
OG0002292	Prah.g_02351	Syam.g_02247
OG0002328	Prah.g_01879	Syam.g_02104
OG0002334	Prah.g_00416	Syam.g_01605
OG0002336	Prah.g_00315	Syam.g_01666
OG0002337	Prah.g_02127	Syam.g_00237
OG0002343	Prah.g_02081	Syam.g_00278
OG0002387	Prah.g_00092	Syam.g_00087
OG0002435	Prah.g_01341	Syam.g_01860
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syam.g_00447
OG0002449	Prah.g_02569	Syam.g_02409
OG0002452	Prah.g_02567	Syam.g_02407
OG0002563	Prah.g_00387	Syam.g_01812
OG0002579	Prah.g_02275	Syam.g_02182
OG0002807	Prah.g_01071	Syam.g_00927
OG0003063	Prah.g_00122, Prah.g_00090	Syam.g_00084
OG0003203	Prah.g_00246	Syam.g_01989
OG0003216	Prah.g_00114	Syam.g_00095
OG0003405	Prah.g_00112	Syam.g_00093
OG0004115	Prah.g_00123, Prah.g_00124	Syam.g_00085
