Orthogroup	Prak	Syan
OG0001162	Prak.g_01526	Syan.g_02943
OG0001163	Prak.g_01636	Syan.g_01385
OG0001164	Prak.g_01640	Syan.g_01392
OG0001165	Prak.g_01643	Syan.g_01397
OG0001166	Prak.g_01664	Syan.g_01430
OG0001167	Prak.g_01681	Syan.g_00992
OG0001168	Prak.g_01683	Syan.g_01456
OG0001169	Prak.g_01685	Syan.g_01458
OG0001170	Prak.g_01687	Syan.g_01460
OG0001171	Prak.g_01697	Syan.g_01470
OG0001172	Prak.g_01713	Syan.g_02110
OG0001173	Prak.g_01714	Syan.g_02111
OG0001174	Prak.g_01722	Syan.g_02119
OG0001175	Prak.g_01723	Syan.g_02120
OG0001176	Prak.g_01731	Syan.g_02253
OG0001177	Prak.g_01733	Syan.g_02256
OG0001179	Prak.g_01763	Syan.g_02218
OG0001180	Prak.g_01786	Syan.g_02191
OG0001181	Prak.g_01790	Syan.g_02187
OG0001182	Prak.g_01798	Syan.g_02179
OG0001183	Prak.g_01803	Syan.g_02166
OG0001184	Prak.g_01821	Syan.g_01929
OG0001185	Prak.g_01837	Syan.g_01902
OG0001186	Prak.g_01861	Syan.g_01864
OG0001187	Prak.g_01864	Syan.g_01811
OG0001188	Prak.g_01866	Syan.g_01806
OG0001189	Prak.g_01883	Syan.g_01723
OG0001190	Prak.g_01888	Syan.g_01565
OG0001191	Prak.g_01898	Syan.g_01578
OG0001192	Prak.g_01903	Syan.g_01585
OG0001193	Prak.g_01915	Syan.g_01626
OG0001194	Prak.g_01916	Syan.g_01627
OG0001195	Prak.g_01917	Syan.g_01628
OG0001196	Prak.g_01933	Syan.g_01693
OG0001197	Prak.g_01935	Syan.g_01695
OG0001198	Prak.g_01942	Syan.g_01793
OG0001199	Prak.g_00079	Syan.g_02913
OG0001200	Prak.g_00081	Syan.g_02915
OG0001201	Prak.g_00114	Syan.g_02975
OG0001202	Prak.g_00212	Syan.g_03084
OG0001203	Prak.g_00254	Syan.g_02426
OG0001204	Prak.g_00260	Syan.g_02097
OG0001205	Prak.g_00407	Syan.g_01337
OG0001206	Prak.g_00427	Syan.g_02880
OG0001207	Prak.g_00438	Syan.g_02772
OG0001208	Prak.g_00443	Syan.g_02762
OG0001209	Prak.g_00494	Syan.g_01163
OG0001210	Prak.g_00499	Syan.g_00830
OG0001211	Prak.g_00510	Syan.g_00852
OG0001212	Prak.g_00557	Syan.g_01002
OG0001213	Prak.g_00592	Syan.g_01141
OG0001214	Prak.g_01106	Syan.g_00814
OG0001215	Prak.g_00818	Syan.g_00539
OG0001216	Prak.g_00839	Syan.g_00319
OG0001217	Prak.g_00728	Syan.g_00617
OG0001218	Prak.g_01235	Syan.g_02837
OG0001219	Prak.g_00944	Syan.g_00477
OG0001220	Prak.g_00901	Syan.g_00203
OG0001221	Prak.g_00781	Syan.g_01446
OG0001222	Prak.g_01023	Syan.g_00552
OG0001223	Prak.g_00991	Syan.g_00599
OG0001224	Prak.g_00924	Syan.g_00294
OG0001225	Prak.g_00922	Syan.g_00292
OG0001226	Prak.g_00600	Syan.g_02922
OG0001227	Prak.g_01220	Syan.g_00940
OG0001228	Prak.g_01122	Syan.g_01938
OG0001229	Prak.g_01234	Syan.g_02631
OG0001230	Prak.g_01384	Syan.g_01288
OG0001231	Prak.g_00384	Syan.g_01764
OG0001232	Prak.g_01668	Syan.g_01439
OG0001233	Prak.g_01688	Syan.g_01461
OG0001234	Prak.g_01725	Syan.g_01995
OG0001235	Prak.g_01729	Syan.g_02130
OG0001236	Prak.g_01818	Syan.g_01933
OG0001237	Prak.g_01822	Syan.g_01928
OG0001239	Prak.g_00076	Syan.g_02910
OG0001240	Prak.g_00097	Syan.g_02963
OG0001242	Prak.g_00127	Syan.g_02297
OG0001243	Prak.g_00134	Syan.g_02289
OG0001244	Prak.g_00149	Syan.g_03004
OG0001245	Prak.g_01211	Syan.g_00179
OG0001247	Prak.g_00811	Syan.g_00199
OG0001249	Prak.g_00353	Syan.g_02150
OG0001250	Prak.g_00888	Syan.g_00382
OG0001251	Prak.g_00749	Syan.g_00490
OG0001252	Prak.g_00929	Syan.g_00304
OG0001253	Prak.g_00603	Syan.g_00099
OG0001254	Prak.g_01552	Syan.g_01148
OG0001256	Prak.g_01480	Syan.g_01384
OG0001258	Prak.g_01641	Syan.g_01395
OG0001259	Prak.g_01686	Syan.g_01459
OG0001260	Prak.g_01703	Syan.g_01478
OG0001261	Prak.g_01771	Syan.g_02209
OG0001262	Prak.g_01881	Syan.g_01721
OG0001263	Prak.g_00136	Syan.g_02286
OG0001265	Prak.g_00126	Syan.g_02299
OG0001266	Prak.g_00216	Syan.g_03088
OG0001267	Prak.g_00298	Syan.g_02023
OG0001268	Prak.g_00361	Syan.g_02138
OG0001270	Prak.g_00396	Syan.g_02393
OG0001271	Prak.g_00433	Syan.g_02849
OG0001272	Prak.g_00447	Syan.g_02758
OG0001274	Prak.g_00240	Syan.g_01528
OG0001275	Prak.g_01001	Syan.g_00628
OG0001276	Prak.g_01015	Syan.g_00360
OG0001277	Prak.g_01921	Syan.g_00007
OG0001278	Prak.g_01118	Syan.g_02585
OG0001279	Prak.g_00668	Syan.g_01306
OG0001281	Prak.g_01282	Syan.g_01220
OG0001282	Prak.g_01330	Syan.g_02774
OG0001283	Prak.g_01930	Syan.g_01687
OG0001284	Prak.g_01466	Syan.g_01369
OG0001285	Prak.g_01671	Syan.g_00977
OG0001286	Prak.g_01784	Syan.g_02193
OG0001287	Prak.g_01844	Syan.g_01894
OG0001289	Prak.g_00091	Syan.g_02942
OG0001291	Prak.g_00144	Syan.g_02273
OG0001292	Prak.g_00265	Syan.g_02091
OG0001293	Prak.g_00278	Syan.g_02051
OG0001295	Prak.g_01514	Syan.g_00836
OG0001296	Prak.g_00470	Syan.g_02728
OG0001297	Prak.g_00475	Syan.g_02724
OG0001298	Prak.g_00537	Syan.g_00944
OG0001299	Prak.g_01075	Syan.g_00764
OG0001303	Prak.g_01607	Syan.g_00479
OG0001304	Prak.g_01028	Syan.g_00345
OG0001305	Prak.g_00916	Syan.g_00191
OG0001306	Prak.g_01187	Syan.g_02714
OG0001308	Prak.g_01401	Syan.g_01248
OG0001309	Prak.g_01508	Syan.g_01196
OG0001310	Prak.g_01658	Syan.g_01422
OG0001311	Prak.g_01017	Syan.g_00358
OG0001312	Prak.g_00953	Syan.g_00496
OG0001314	Prak.g_00635	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Prak.g_01225	Syan.g_02168
OG0001317	Prak.g_00250	Syan.g_02422
OG0001318	Prak.g_00274	Syan.g_02060
OG0001319	Prak.g_00291	Syan.g_02034
OG0001323	Prak.g_00480	Syan.g_01193
OG0001325	Prak.g_01058	Syan.g_00323
OG0001327	Prak.g_00758	Syan.g_00753
OG0001328	Prak.g_01258	Syan.g_02675
OG0001329	Prak.g_01604	Syan.g_00838
OG0001330	Prak.g_01497	Syan.g_01202
OG0001331	Prak.g_01335	Syan.g_02779
OG0001332	Prak.g_01437	Syan.g_00412
OG0001333	Prak.g_01682	Syan.g_01455
OG0001337	Prak.g_00348	Syan.g_02151
OG0001341	Prak.g_01227	Syan.g_00524
OG0001345	Prak.g_01152	Syan.g_02655
OG0001346	Prak.g_01278	Syan.g_01214
OG0001351	Prak.g_00419	Syan.g_02804
OG0001353	Prak.g_00878	Syan.g_00372
OG0001354	Prak.g_00983	Syan.g_00585
OG0001356	Prak.g_01633	Syan.g_00067, Syan.g_00246
OG0001357	Prak.g_01251	Syan.g_02332, Syan.g_02543, Syan.g_01250
OG0001364	Prak.g_01809	Syan.g_01950
OG0001365	Prak.g_01892	Syan.g_01570
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syan.g_02098
OG0001369	Prak.g_00096	Syan.g_02962
OG0001371	Prak.g_00806	Syan.g_02927, Syan.g_02928
OG0001379	Prak.g_01271	Syan.g_01206
OG0001380	Prak.g_01237	Syan.g_00442
OG0001382	Prak.g_01240	Syan.g_00680
OG0001394	Prak.g_00785	Syan.g_00722
OG0001398	Prak.g_01537	Syan.g_02932
OG0001401	Prak.g_00883	Syan.g_00376
OG0001402	Prak.g_00586	Syan.g_00011
OG0001403	Prak.g_00031	Syan.g_01744
OG0001404	Prak.g_00073	Syan.g_00343
OG0001407	Prak.g_01244	Syan.g_00455
OG0001409	Prak.g_01164	Syan.g_00284
OG0001411	Prak.g_00066	Syan.g_01125
OG0001415	Prak.g_00247	Syan.g_01004
OG0001418	Prak.g_00812	Syan.g_02689
OG0001419	Prak.g_01243	Syan.g_00454
OG0001422	Prak.g_01247	Syan.g_00645
OG0001423	Prak.g_00645	Syan.g_01318
OG0001425	Prak.g_01902	Syan.g_01584
OG0001428	Prak.g_00184	Syan.g_03039
OG0001429	Prak.g_00945	Syan.g_00480
OG0001433	Prak.g_01632	Syan.g_00245
OG0001434	Prak.g_00790	Syan.g_00717
OG0001435	Prak.g_00766	Syan.g_00745
OG0001437	Prak.g_00246	Syan.g_01005
OG0001443	Prak.g_01233	Syan.g_01590
OG0001460	Prak.g_01631	Syan.g_00244
OG0001461	Prak.g_00057	Syan.g_00657
OG0001467	Prak.g_01324	Syan.g_00107
OG0001476	Prak.g_01165	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283
OG0001486	Prak.g_01174	Syan.g_02698
OG0001487	Prak.g_01431	Syan.g_02836
OG0001488	Prak.g_01159	Syan.g_02666
OG0001489	Prak.g_01795	Syan.g_02182
OG0001496	Prak.g_00689	Syan.g_01154
OG0001497	Prak.g_00690	Syan.g_01155
OG0001498	Prak.g_00380	Syan.g_02317
OG0001510	Prak.g_01848	Syan.g_01890
OG0001511	Prak.g_00118	Syan.g_02983
OG0001512	Prak.g_01229	Syan.g_02428
OG0001515	Prak.g_00820	Syan.g_00505
OG0001516	Prak.g_01078	Syan.g_00172, Syan.g_00767
OG0001517	Prak.g_00357	Syan.g_02143
OG0001518	Prak.g_01901	Syan.g_01582
OG0001519	Prak.g_01906	Syan.g_01592
OG0001522	Prak.g_00879	Syan.g_00464
OG0001525	Prak.g_01610	Syan.g_00831
OG0001527	Prak.g_00523	Syan.g_00867
OG0001529	Prak.g_00041	Syan.g_01730
OG0001530	Prak.g_00117	Syan.g_02981
OG0001531	Prak.g_00255	Syan.g_01511, Syan.g_02436
OG0001532	Prak.g_01141	Syan.g_02637
OG0001534	Prak.g_01029	Syan.g_00344
OG0001535	Prak.g_01013	Syan.g_00362
OG0001536	Prak.g_00969	Syan.g_00560
OG0001537	Prak.g_00782	Syan.g_00729
OG0001538	Prak.g_00850	Syan.g_00685
OG0001539	Prak.g_00760	Syan.g_00750
OG0001540	Prak.g_00138	Syan.g_02284
OG0001541	Prak.g_00192	Syan.g_03048
OG0001542	Prak.g_00198	Syan.g_03059
OG0001543	Prak.g_01263	Syan.g_03110
OG0001544	Prak.g_01905	Syan.g_01591
OG0001545	Prak.g_01920	Syan.g_01661
OG0001549	Prak.g_00910	Syan.g_00077
OG0001557	Prak.g_00786	Syan.g_00721
OG0001559	Prak.g_00116	Syan.g_02980
OG0001560	Prak.g_00105	Syan.g_02969
OG0001561	Prak.g_01019	Syan.g_00356
OG0001562	Prak.g_01006	Syan.g_00650
OG0001563	Prak.g_01779	Syan.g_02200
OG0001564	Prak.g_00060	Syan.g_00082
OG0001566	Prak.g_00803	Syan.g_01072
OG0001574	Prak.g_00521	Syan.g_00865
OG0001575	Prak.g_00526	Syan.g_00870
OG0001576	Prak.g_01291	Syan.g_01242
OG0001577	Prak.g_01177	Syan.g_02701
OG0001580	Prak.g_00048	Syan.g_01551
OG0001584	Prak.g_01065	Syan.g_00701
OG0001587	Prak.g_01705	Syan.g_01482
OG0001588	Prak.g_00387	Syan.g_02262
OG0001589	Prak.g_01690	Syan.g_01463
OG0001591	Prak.g_00799	Syan.g_00756
OG0001592	Prak.g_00047	Syan.g_01552
OG0001614	Prak.g_01836	Syan.g_01905
OG0001616	Prak.g_01149	Syan.g_02649
OG0001617	Prak.g_00824	Syan.g_01033
OG0001619	Prak.g_00962	Syan.g_00549
OG0001620	Prak.g_00365	Syan.g_02131
OG0001621	Prak.g_00270	Syan.g_02064
OG0001622	Prak.g_01929	Syan.g_01686
OG0001636	Prak.g_00035	Syan.g_01738
OG0001638	Prak.g_01656	Syan.g_01418
OG0001639	Prak.g_01440	Syan.g_02407
OG0001640	Prak.g_00932	Syan.g_00309
OG0001641	Prak.g_00994	Syan.g_00606
OG0001642	Prak.g_00899	Syan.g_02603
OG0001643	Prak.g_01103	Syan.g_00811
OG0001644	Prak.g_01048	Syan.g_00336
OG0001654	Prak.g_01438	Syan.g_02409
OG0001657	Prak.g_00167	Syan.g_03019
OG0001658	Prak.g_00043	Syan.g_01564
OG0001659	Prak.g_01517	Syan.g_02642
OG0001669	Prak.g_01295, Prak.g_01587	Syan.g_02176
OG0001678	Prak.g_01712	Syan.g_02109
OG0001679	Prak.g_00352	Syan.g_02307
OG0001691	Prak.g_00934	Syan.g_01609
OG0001693	Prak.g_01589	Syan.g_00196
OG0001717	Prak.g_00684	Syan.g_03034
OG0001733	Prak.g_01629	Syan.g_00275
OG0001747	Prak.g_00388	Syan.g_01930, Syan.g_02260
OG0001769	Prak.g_01224	Syan.g_00794
OG0001771	Prak.g_01572	Syan.g_01176
OG0001807	Prak.g_00059	Syan.g_01955
OG0001917	Prak.g_01014	Syan.g_00361
OG0001955	Prak.g_01525	Syan.g_00517
OG0001977	Prak.g_01911	Syan.g_01621
OG0001996	Prak.g_00029	Syan.g_01746
OG0002003	Prak.g_00720	Syan.g_00010
OG0002019	Prak.g_01520	Syan.g_01903
OG0002052	Prak.g_01024	Syan.g_00061
OG0002122	Prak.g_00719	Syan.g_00009
OG0002246	Prak.g_01593	Syan.g_00912, Syan.g_02323
OG0002379	Prak.g_01592	Syan.g_00214
OG0002389	Prak.g_01799	Syan.g_02178
OG0002703	Prak.g_00697	Syan.g_01827
OG0002835	Prak.g_01596	Syan.g_00515
OG0003084	Prak.g_01635	Syan.g_01490
