Orthogroup	Prbm	Prab
OG0001103	Prbm.g_02005	Prab.g_01775
OG0001104	Prbm.g_02006	Prab.g_01776
OG0001105	Prbm.g_02007	Prab.g_01777
OG0001106	Prbm.g_02008	Prab.g_01778
OG0001107	Prbm.g_02009	Prab.g_01779
OG0001108	Prbm.g_02010	Prab.g_01780
OG0001109	Prbm.g_02011	Prab.g_01781
OG0001110	Prbm.g_02012	Prab.g_01782
OG0001111	Prbm.g_02013	Prab.g_01783
OG0001112	Prbm.g_02014	Prab.g_01784
OG0001113	Prbm.g_02015	Prab.g_01785
OG0001114	Prbm.g_02016	Prab.g_01786
OG0001115	Prbm.g_02017	Prab.g_01787
OG0001116	Prbm.g_02018	Prab.g_01788
OG0001117	Prbm.g_02019	Prab.g_01789
OG0001118	Prbm.g_02020	Prab.g_01790
OG0001119	Prbm.g_02021	Prab.g_01791
OG0001120	Prbm.g_02022	Prab.g_01792
OG0001121	Prbm.g_02024	Prab.g_01794
OG0001122	Prbm.g_02025	Prab.g_01795
OG0001123	Prbm.g_02026	Prab.g_01796
OG0001124	Prbm.g_02028	Prab.g_01798
OG0001125	Prbm.g_02030	Prab.g_01800
OG0001126	Prbm.g_02031	Prab.g_01801
OG0001127	Prbm.g_02034	Prab.g_01803
OG0001128	Prbm.g_02035	Prab.g_01804
OG0001129	Prbm.g_02036	Prab.g_01805
OG0001130	Prbm.g_02039	Prab.g_01808
OG0001131	Prbm.g_02040	Prab.g_01809
OG0001132	Prbm.g_02041	Prab.g_01810
OG0001133	Prbm.g_02042	Prab.g_01811
OG0001134	Prbm.g_02043	Prab.g_01812
OG0001135	Prbm.g_02044	Prab.g_01813
OG0001136	Prbm.g_02045	Prab.g_01814
OG0001137	Prbm.g_02046	Prab.g_01815
OG0001138	Prbm.g_02048	Prab.g_01816
OG0001139	Prbm.g_02050	Prab.g_01817
OG0001140	Prbm.g_02051	Prab.g_01818
OG0001141	Prbm.g_02052	Prab.g_01819
OG0001142	Prbm.g_02057	Prab.g_01822
OG0001143	Prbm.g_02058	Prab.g_01823
OG0001144	Prbm.g_02059	Prab.g_01824
OG0001145	Prbm.g_02060	Prab.g_01825
OG0001146	Prbm.g_02061	Prab.g_01826
OG0001147	Prbm.g_02062	Prab.g_01827
OG0001148	Prbm.g_02063	Prab.g_01828
OG0001149	Prbm.g_02064	Prab.g_01830
OG0001150	Prbm.g_02065	Prab.g_01831
OG0001151	Prbm.g_02068	Prab.g_01833
OG0001152	Prbm.g_02069	Prab.g_01834
OG0001153	Prbm.g_02070	Prab.g_01835
OG0001154	Prbm.g_02072	Prab.g_01836
OG0001155	Prbm.g_02074	Prab.g_01838
OG0001156	Prbm.g_02076	Prab.g_01840
OG0001157	Prbm.g_02078	Prab.g_01841
OG0001158	Prbm.g_02080	Prab.g_01843
OG0001159	Prbm.g_02081	Prab.g_01844
OG0001160	Prbm.g_02082	Prab.g_01845
OG0001161	Prbm.g_02083	Prab.g_01846
OG0001162	Prbm.g_02084	Prab.g_01847
OG0001163	Prbm.g_02085	Prab.g_01848
OG0001164	Prbm.g_02086	Prab.g_01849
OG0001165	Prbm.g_02087	Prab.g_01850
OG0001166	Prbm.g_02088	Prab.g_01851
OG0001167	Prbm.g_02089	Prab.g_01852
OG0001168	Prbm.g_02090	Prab.g_01853
OG0001169	Prbm.g_02091	Prab.g_01854
OG0001170	Prbm.g_02092	Prab.g_01855
OG0001171	Prbm.g_02093	Prab.g_01856
OG0001172	Prbm.g_02095	Prab.g_01858
OG0001173	Prbm.g_02097	Prab.g_01860
OG0001174	Prbm.g_02098	Prab.g_01861
OG0001175	Prbm.g_02099	Prab.g_01862
OG0001176	Prbm.g_02101	Prab.g_01863
OG0001177	Prbm.g_02103	Prab.g_01865
OG0001178	Prbm.g_02106	Prab.g_01868
OG0001179	Prbm.g_02107	Prab.g_01869
OG0001180	Prbm.g_02108	Prab.g_01870
OG0001181	Prbm.g_02109	Prab.g_01871
OG0001182	Prbm.g_02110	Prab.g_01872
OG0001183	Prbm.g_02111	Prab.g_01873
OG0001184	Prbm.g_02140	Prab.g_01875
OG0001185	Prbm.g_02144	Prab.g_01879
OG0001186	Prbm.g_02145	Prab.g_01880
OG0001187	Prbm.g_02146	Prab.g_01881
OG0001188	Prbm.g_02147	Prab.g_01882
OG0001189	Prbm.g_02148	Prab.g_01883
OG0001190	Prbm.g_02149	Prab.g_01884
OG0001191	Prbm.g_02150	Prab.g_01885
OG0001192	Prbm.g_02151	Prab.g_01886
OG0001193	Prbm.g_02152	Prab.g_01887
OG0001194	Prbm.g_02153	Prab.g_01888
OG0001195	Prbm.g_02154	Prab.g_01889
OG0001196	Prbm.g_02155	Prab.g_01890
OG0001197	Prbm.g_02156	Prab.g_01891
OG0001198	Prbm.g_02157	Prab.g_01892
OG0001199	Prbm.g_02158	Prab.g_01893
OG0001200	Prbm.g_02159	Prab.g_01894
OG0001201	Prbm.g_02160	Prab.g_01895
OG0001202	Prbm.g_02161	Prab.g_01896
OG0001203	Prbm.g_02163	Prab.g_01898
OG0001204	Prbm.g_02165	Prab.g_01900
OG0001205	Prbm.g_02167	Prab.g_01901
OG0001206	Prbm.g_02168	Prab.g_01902
OG0001207	Prbm.g_02169	Prab.g_01903
OG0001208	Prbm.g_02170	Prab.g_01904
OG0001209	Prbm.g_02171	Prab.g_01905
OG0001210	Prbm.g_02172	Prab.g_01906
OG0001211	Prbm.g_02173	Prab.g_01907
OG0001212	Prbm.g_02174	Prab.g_01908
OG0001213	Prbm.g_02175	Prab.g_01909
OG0001214	Prbm.g_02177	Prab.g_01911
OG0001215	Prbm.g_02178	Prab.g_01912
OG0001216	Prbm.g_02179	Prab.g_01913
OG0001217	Prbm.g_02180	Prab.g_01914
OG0001218	Prbm.g_02181	Prab.g_01915
OG0001219	Prbm.g_02184	Prab.g_01918
OG0001220	Prbm.g_02185	Prab.g_01919
OG0001221	Prbm.g_02190	Prab.g_01922
OG0001222	Prbm.g_02191	Prab.g_01923
OG0001223	Prbm.g_02192	Prab.g_01924
OG0001224	Prbm.g_02194	Prab.g_01925
OG0001225	Prbm.g_02195	Prab.g_01926
OG0001226	Prbm.g_02196	Prab.g_01927
OG0001227	Prbm.g_02197	Prab.g_01928
OG0001228	Prbm.g_02198	Prab.g_01929
OG0001229	Prbm.g_02199	Prab.g_01930
OG0001230	Prbm.g_02200	Prab.g_01931
OG0001231	Prbm.g_02201	Prab.g_01932
OG0001232	Prbm.g_02208	Prab.g_01933
OG0001233	Prbm.g_02209	Prab.g_01934
OG0001234	Prbm.g_02210	Prab.g_01935
OG0001235	Prbm.g_02211	Prab.g_01936
OG0001236	Prbm.g_02213	Prab.g_01938
OG0001237	Prbm.g_02214	Prab.g_01939
OG0001238	Prbm.g_02217	Prab.g_01941
OG0001239	Prbm.g_02218	Prab.g_01942
OG0001240	Prbm.g_02219	Prab.g_01943
OG0001241	Prbm.g_02222	Prab.g_01945
OG0001242	Prbm.g_02225	Prab.g_01947
OG0001243	Prbm.g_02226	Prab.g_01948
OG0001244	Prbm.g_02227	Prab.g_01949
OG0001245	Prbm.g_02228	Prab.g_01950
OG0001246	Prbm.g_02229	Prab.g_01951
OG0001247	Prbm.g_02230	Prab.g_01952
OG0001248	Prbm.g_02231	Prab.g_01953
OG0001249	Prbm.g_02232	Prab.g_01954
OG0001250	Prbm.g_02233	Prab.g_01955
OG0001252	Prbm.g_00197	Prab.g_00128
OG0001253	Prbm.g_00209	Prab.g_00141
OG0001254	Prbm.g_00337	Prab.g_00269
OG0001255	Prbm.g_00399	Prab.g_00321
OG0001256	Prbm.g_01202	Prab.g_01624
OG0001257	Prbm.g_00508	Prab.g_00486
OG0001258	Prbm.g_00523	Prab.g_00502
OG0001259	Prbm.g_00619	Prab.g_00594
OG0001260	Prbm.g_01023, Prbm.g_01479	Prab.g_00766
OG0001261	Prbm.g_00849	Prab.g_00874
OG0001263	Prbm.g_01173, Prbm.g_00906	Prab.g_01100
OG0001264	Prbm.g_00928	Prab.g_01069
OG0001265	Prbm.g_01037	Prab.g_00953
OG0001266	Prbm.g_01945	Prab.g_01120
OG0001267	Prbm.g_01566	Prab.g_01203
OG0001268	Prbm.g_01552	Prab.g_01216
OG0001270	Prbm.g_01751	Prab.g_01506
OG0001271	Prbm.g_01763	Prab.g_01517
OG0001272	Prbm.g_00893	Prab.g_01561
OG0001273	Prbm.g_00552	Prab.g_01562
OG0001274	Prbm.g_01801	Prab.g_01567
OG0001275	Prbm.g_01080	Prab.g_01592
OG0001277	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923	Prab.g_01623
OG0001278	Prbm.g_01833	Prab.g_01661
OG0001279	Prbm.g_01837	Prab.g_01665
OG0001280	Prbm.g_01840	Prab.g_01668
OG0001281	Prbm.g_01952	Prab.g_01734
OG0001282	Prbm.g_01345	Prab.g_01758
OG0001283	Prbm.g_02075	Prab.g_01839
OG0001284	Prbm.g_02105	Prab.g_01867
OG0001285	Prbm.g_02164	Prab.g_01899
OG0001286	Prbm.g_02221	Prab.g_01944
OG0001287	Prbm.g_01156	Prab.g_00379
OG0001288	Prbm.g_00447	Prab.g_00440
OG0001290	Prbm.g_00030	Prab.g_00030
OG0001291	Prbm.g_00128	Prab.g_00063
OG0001292	Prbm.g_00131	Prab.g_00066
OG0001293	Prbm.g_00133	Prab.g_00068
OG0001294	Prbm.g_00150	Prab.g_00084
OG0001295	Prbm.g_00178	Prab.g_00110
OG0001297	Prbm.g_00259	Prab.g_00190
OG0001298	Prbm.g_00304	Prab.g_00233
OG0001299	Prbm.g_00311	Prab.g_00242
OG0001300	Prbm.g_01071	Prab.g_00362
OG0001301	Prbm.g_00668	Prab.g_00642
OG0001302	Prbm.g_01823	Prab.g_00773
OG0001303	Prbm.g_00785	Prab.g_00776
OG0001304	Prbm.g_01055	Prab.g_00938
OG0001306	Prbm.g_02207	Prab.g_01127
OG0001307	Prbm.g_00937	Prab.g_01137
OG0001308	Prbm.g_01065	Prab.g_01162
OG0001309	Prbm.g_02166	Prab.g_01164
OG0001310	Prbm.g_01314	Prab.g_01174
OG0001311	Prbm.g_01515	Prab.g_01247
OG0001313	Prbm.g_00789	Prab.g_01565
OG0001314	Prbm.g_01862	Prab.g_01692
OG0001315	Prbm.g_01897	Prab.g_01726
OG0001318	Prbm.g_00201	Prab.g_00131
OG0001320	Prbm.g_01574	Prab.g_00472
OG0001322	Prbm.g_00778	Prab.g_00821
OG0001323	Prbm.g_00918	Prab.g_01112
OG0001324	Prbm.g_01311	Prab.g_01145
OG0001325	Prbm.g_01388	Prab.g_01167
OG0001329	Prbm.g_02215	Prab.g_01381
OG0001330	Prbm.g_01797	Prab.g_01558
OG0001331	Prbm.g_01838	Prab.g_01666
OG0001332	Prbm.g_01886	Prab.g_01715
OG0001333	Prbm.g_02037	Prab.g_01806
OG0001334	Prbm.g_02096	Prab.g_01859
OG0001335	Prbm.g_02162	Prab.g_01897
OG0001338	Prbm.g_01098	Prab.g_00135
OG0001344	Prbm.g_01584, Prbm.g_01649	Prab.g_00366
OG0001348	Prbm.g_00538	Prab.g_00508
OG0001349	Prbm.g_00543	Prab.g_00513
OG0001350	Prbm.g_00548	Prab.g_00518
OG0001352	Prbm.g_00717	Prab.g_00687
OG0001356	Prbm.g_00909	Prab.g_01086
OG0001359	Prbm.g_01915	Prab.g_01190
OG0001360	Prbm.g_01916	Prab.g_01191
OG0001362	Prbm.g_01171	Prab.g_01590
OG0001363	Prbm.g_02115	Prab.g_01392
OG0001364	Prbm.g_01783	Prab.g_01536
OG0001365	Prbm.g_00952	Prab.g_01729
OG0001367	Prbm.g_00080	Prab.g_01748
OG0001369	Prbm.g_01038	Prab.g_00952
OG0001371	Prbm.g_00124	Prab.g_00059
OG0001372	Prbm.g_00125	Prab.g_00060
OG0001373	Prbm.g_00132	Prab.g_00067
OG0001374	Prbm.g_00144	Prab.g_00079
OG0001376	Prbm.g_00294	Prab.g_00225
OG0001377	Prbm.g_00316	Prab.g_00246
OG0001379	Prbm.g_01749	Prab.g_00351
OG0001380	Prbm.g_01067	Prab.g_01626
OG0001382	Prbm.g_00489	Prab.g_00465
OG0001383	Prbm.g_00545	Prab.g_00515
OG0001385	Prbm.g_00698	Prab.g_00671
OG0001386	Prbm.g_00708	Prab.g_00679
OG0001387	Prbm.g_00710	Prab.g_00681
OG0001388	Prbm.g_00723	Prab.g_00691
OG0001389	Prbm.g_00747	Prab.g_00728
OG0001390	Prbm.g_00091	Prab.g_00765
OG0001391	Prbm.g_00954	Prab.g_00826
OG0001392	Prbm.g_00908	Prab.g_01087
OG0001393	Prbm.g_00910	Prab.g_01085
OG0001394	Prbm.g_00934	Prab.g_01063
OG0001395	Prbm.g_00938	Prab.g_01060
OG0001396	Prbm.g_01273	Prab.g_00749
OG0001397	Prbm.g_01046	Prab.g_00944
OG0001398	Prbm.g_00884	Prab.g_00925
OG0001399	Prbm.g_00907	Prab.g_01110
OG0001400	Prbm.g_00900	Prab.g_01118
OG0001401	Prbm.g_01135	Prab.g_01298
OG0001402	Prbm.g_01564	Prab.g_01205
OG0001403	Prbm.g_01612	Prab.g_01327
OG0001404	Prbm.g_01112	Prab.g_01352
OG0001405	Prbm.g_01661	Prab.g_01361
OG0001406	Prbm.g_01750	Prab.g_01505
OG0001407	Prbm.g_01754	Prab.g_01508
OG0001408	Prbm.g_01798	Prab.g_01559
OG0001409	Prbm.g_01137	Prab.g_01573
OG0001410	Prbm.g_01122	Prab.g_01595
OG0001412	Prbm.g_00966	Prab.g_01029
OG0001413	Prbm.g_00478, Prbm.g_01281	Prab.g_01648
OG0001414	Prbm.g_02056	Prab.g_00053
OG0001415	Prbm.g_00381	Prab.g_00314
OG0001416	Prbm.g_00555	Prab.g_00525
OG0001417	Prbm.g_00709	Prab.g_00680
OG0001418	Prbm.g_01155	Prab.g_00779
OG0001419	Prbm.g_00958	Prab.g_00830
OG0001420	Prbm.g_01937	Prab.g_01083
OG0001421	Prbm.g_00915	Prab.g_01078
OG0001422	Prbm.g_00770	Prab.g_01115
OG0001423	Prbm.g_01196	Prab.g_01192
OG0001424	Prbm.g_01918	Prab.g_01282
OG0001426	Prbm.g_02216	Prab.g_01940
OG0001427	Prbm.g_01819	Prab.g_00361
OG0001429	Prbm.g_00998	Prab.g_01000
OG0001431	Prbm.g_00899	Prab.g_01116
OG0001432	Prbm.g_00781	Prab.g_01119
OG0001433	Prbm.g_01162	Prab.g_00977
OG0001435	Prbm.g_01109	Prab.g_01571
OG0001436	Prbm.g_01145, Prbm.g_01433	Prab.g_00793
OG0001440	Prbm.g_01041	Prab.g_00950
OG0001441	Prbm.g_01286	Prab.g_01155
OG0001442	Prbm.g_01805	Prab.g_01178
OG0001444	Prbm.g_01528	Prab.g_01238
OG0001448	Prbm.g_00761	Prab.g_01603
OG0001450	Prbm.g_01587	Prab.g_01607
OG0001452	Prbm.g_02183	Prab.g_01917
OG0001456	Prbm.g_00396	Prab.g_00593
OG0001458	Prbm.g_01339	Prab.g_00764
OG0001461	Prbm.g_00804	Prab.g_01037
OG0001464	Prbm.g_01018, Prbm.g_01481	Prab.g_01114
OG0001466	Prbm.g_01315	Prab.g_00769
OG0001467	Prbm.g_01707	Prab.g_01463
OG0001469	Prbm.g_01551	Prab.g_01217
OG0001473	Prbm.g_00953	Prab.g_01101
OG0001474	Prbm.g_01925	Prab.g_01099
OG0001475	Prbm.g_00895	Prab.g_01105
OG0001476	Prbm.g_00896	Prab.g_01106
OG0001477	Prbm.g_00897	Prab.g_01107
OG0001478	Prbm.g_01686	Prab.g_01113
OG0001479	Prbm.g_01526	Prab.g_01140
OG0001480	Prbm.g_00443	Prab.g_01149
OG0001486	Prbm.g_00949	Prab.g_01049
OG0001488	Prbm.g_00231	Prab.g_00163
OG0001491	Prbm.g_01100	Prab.g_00816
OG0001493	Prbm.g_01926	Prab.g_01098
OG0001494	Prbm.g_01927	Prab.g_01097
OG0001495	Prbm.g_01928	Prab.g_01096
OG0001496	Prbm.g_01929	Prab.g_01095
OG0001497	Prbm.g_01930	Prab.g_01094
OG0001498	Prbm.g_01931	Prab.g_01093
OG0001499	Prbm.g_01932	Prab.g_01092
OG0001500	Prbm.g_01933	Prab.g_01091
OG0001501	Prbm.g_01934	Prab.g_01090
OG0001502	Prbm.g_01935	Prab.g_01089
OG0001503	Prbm.g_01936	Prab.g_01088
OG0001504	Prbm.g_00945	Prab.g_01053
OG0001507	Prbm.g_01568	Prab.g_01202
OG0001508	Prbm.g_00086	Prab.g_01570
OG0001509	Prbm.g_00079	Prab.g_01749
OG0001510	Prbm.g_02055	Prab.g_01821
OG0001511	Prbm.g_01244, Prbm.g_01307	Prab.g_00414
OG0001516	Prbm.g_01008	Prab.g_00988
OG0001517	Prbm.g_00104	Prab.g_01123
OG0001518	Prbm.g_01362, Prbm.g_01367	Prab.g_00758
OG0001519	Prbm.g_01285	Prab.g_00380
OG0001520	Prbm.g_01146, Prbm.g_01432	Prab.g_00792
OG0001523	Prbm.g_00113	Prab.g_00052
OG0001524	Prbm.g_01316	Prab.g_00364
OG0001526	Prbm.g_00913	Prab.g_01080
OG0001527	Prbm.g_01380	Prab.g_01153
OG0001528	Prbm.g_01815	Prab.g_00972
OG0001529	Prbm.g_01458, Prbm.g_01370	Prab.g_00399
OG0001530	Prbm.g_01431, Prbm.g_01147	Prab.g_00791
OG0001533	Prbm.g_01317	Prab.g_00393, Prab.g_01628
OG0001534	Prbm.g_01242	Prab.g_01577
OG0001536	Prbm.g_01092	Prab.g_01151
OG0001539	Prbm.g_01327	Prab.g_01312
OG0001540	Prbm.g_01201	Prab.g_00751, Prab.g_01313
OG0001543	Prbm.g_01028, Prbm.g_01323	Prab.g_01593
OG0001549	Prbm.g_00186	Prab.g_00116
OG0001550	Prbm.g_00363	Prab.g_00295
OG0001552	Prbm.g_01189	Prab.g_00357
OG0001553	Prbm.g_01332	Prab.g_00382
OG0001554	Prbm.g_01074	Prab.g_00383
OG0001555	Prbm.g_01083	Prab.g_00462
OG0001556	Prbm.g_01583	Prab.g_00474
OG0001557	Prbm.g_00711	Prab.g_00682
OG0001558	Prbm.g_01193	Prab.g_01301
OG0001559	Prbm.g_01166	Prab.g_00772
OG0001560	Prbm.g_01024	Prab.g_00808
OG0001561	Prbm.g_01255	Prab.g_00903
OG0001562	Prbm.g_00775	Prab.g_00963
OG0001563	Prbm.g_00112	Prab.g_01121
OG0001564	Prbm.g_01068	Prab.g_01122
OG0001565	Prbm.g_00782	Prab.g_01124
OG0001566	Prbm.g_01082	Prab.g_01126
OG0001567	Prbm.g_01346	Prab.g_01133
OG0001568	Prbm.g_00105	Prab.g_01148
OG0001569	Prbm.g_01154	Prab.g_01152
OG0001570	Prbm.g_01159	Prab.g_01158
OG0001571	Prbm.g_01188	Prab.g_01170
OG0001572	Prbm.g_01324	Prab.g_01182
OG0001573	Prbm.g_01097	Prab.g_01185
OG0001575	Prbm.g_01252	Prab.g_00715
OG0001576	Prbm.g_01180	Prab.g_01305
OG0001577	Prbm.g_01946	Prab.g_01357
OG0001578	Prbm.g_01659	Prab.g_01359
OG0001582	Prbm.g_01027	Prab.g_01549
OG0001583	Prbm.g_00790	Prab.g_01551
OG0001584	Prbm.g_01585	Prab.g_01552
OG0001585	Prbm.g_01802	Prab.g_01564
OG0001586	Prbm.g_01645	Prab.g_01877
OG0001587	Prbm.g_00071	Prab.g_01286
OG0001588	Prbm.g_01919	Prab.g_01604
OG0001591	Prbm.g_01136	Prab.g_00352
OG0001595	Prbm.g_01350	Prab.g_00713
OG0001599	Prbm.g_01922	Prab.g_01196
OG0001600	Prbm.g_01592	Prab.g_01197
OG0001601	Prbm.g_01591	Prab.g_01198
OG0001602	Prbm.g_01590	Prab.g_01199
OG0001603	Prbm.g_01157	Prab.g_01586
OG0001606	Prbm.g_00405	Prab.g_00327
OG0001615	Prbm.g_01438	Prab.g_01653, Prab.g_01557
OG0001618	Prbm.g_01185	Prab.g_00346
OG0001625	Prbm.g_00786	Prab.g_00968
OG0001626	Prbm.g_01439	Prab.g_01652
OG0001629	Prbm.g_00066, Prbm.g_00077, Prbm.g_00089	Prab.g_01344
OG0001630	Prbm.g_00531, Prbm.g_01288	Prab.g_01436, Prab.g_01431
OG0001646	Prbm.g_01342, Prbm.g_01440	Prab.g_01177
OG0001699	Prbm.g_01361	Prab.g_00714
OG0001705	Prbm.g_01241, Prbm.g_01240	Prab.g_01161
OG0001709	Prbm.g_01422	Prab.g_00784
OG0001789	Prbm.g_01398	Prab.g_01602
OG0001797	Prbm.g_01194	Prab.g_01342
OG0001823	Prbm.g_02130	Prab.g_01388
OG0001827	Prbm.g_01319	Prab.g_01183
OG0001829	Prbm.g_01249	Prab.g_01599
OG0001847	Prbm.g_01917	Prab.g_01582
OG0001867	Prbm.g_01437	Prab.g_01654
OG0001871	Prbm.g_01378	Prab.g_00911
OG0001912	Prbm.g_00037	Prab.g_00453
OG0001913	Prbm.g_01423	Prab.g_00785
OG0001915	Prbm.g_00701	Prab.g_01589
OG0001955	Prbm.g_01306	Prab.g_00398
OG0001957	Prbm.g_01428, Prbm.g_01148	Prab.g_00794
OG0001959	Prbm.g_02129	Prab.g_01387
OG0001986	Prbm.g_01593	Prab.g_01407
OG0001991	Prbm.g_01430	Prab.g_00790
OG0001992	Prbm.g_00471	Prab.g_00912
OG0002123	Prbm.g_02127	Prab.g_01416
OG0002131	Prbm.g_01434	Prab.g_00796
OG0002182	Prbm.g_00069	Prab.g_00410
OG0002183	Prbm.g_01424	Prab.g_00786
OG0002184	Prbm.g_01425	Prab.g_00787
OG0002187	Prbm.g_01243	Prab.g_00910
OG0002253	Prbm.g_01635	Prab.g_01659
