Orthogroup	Prba	Syaf
OG0001126	Prba.g_01275	Syaf.g_01409
OG0001127	Prba.g_01274	Syaf.g_01410
OG0001128	Prba.g_01272	Syaf.g_01413
OG0001129	Prba.g_01271	Syaf.g_01415
OG0001130	Prba.g_01270	Syaf.g_01416
OG0001131	Prba.g_01234	Syaf.g_02090
OG0001132	Prba.g_01225	Syaf.g_01722
OG0001133	Prba.g_00729	Syaf.g_02334
OG0001134	Prba.g_00097	Syaf.g_01616
OG0001135	Prba.g_00094	Syaf.g_01618
OG0001136	Prba.g_00067	Syaf.g_01286
OG0001137	Prba.g_00055	Syaf.g_01306
OG0001138	Prba.g_00037	Syaf.g_01596
OG0001139	Prba.g_00036	Syaf.g_01594
OG0001140	Prba.g_00035	Syaf.g_01593
OG0001141	Prba.g_00034	Syaf.g_01592
OG0001142	Prba.g_00033	Syaf.g_01591
OG0001143	Prba.g_00026	Syaf.g_01583
OG0001144	Prba.g_00021	Syaf.g_01573
OG0001145	Prba.g_01184	Syaf.g_01267
OG0001146	Prba.g_01196	Syaf.g_01248
OG0001147	Prba.g_00210	Syaf.g_02489
OG0001148	Prba.g_00194	Syaf.g_02735
OG0001149	Prba.g_00193	Syaf.g_02736
OG0001150	Prba.g_00192	Syaf.g_02737
OG0001151	Prba.g_00181	Syaf.g_02750
OG0001152	Prba.g_00180	Syaf.g_02751
OG0001153	Prba.g_00681	Syaf.g_02463
OG0001154	Prba.g_00680	Syaf.g_02464
OG0001155	Prba.g_00343	Syaf.g_01107
OG0001156	Prba.g_00340	Syaf.g_01104
OG0001157	Prba.g_00339	Syaf.g_01103
OG0001158	Prba.g_00338	Syaf.g_01102
OG0001159	Prba.g_00337	Syaf.g_01101
OG0001160	Prba.g_00313	Syaf.g_01058
OG0001161	Prba.g_00300	Syaf.g_00617
OG0001162	Prba.g_00289	Syaf.g_02015
OG0001163	Prba.g_00234	Syaf.g_01050
OG0001164	Prba.g_00230	Syaf.g_01044
OG0001165	Prba.g_00227	Syaf.g_01039
OG0001166	Prba.g_00601	Syaf.g_01010
OG0001167	Prba.g_00584	Syaf.g_01182
OG0001168	Prba.g_00582	Syaf.g_01180
OG0001169	Prba.g_00580	Syaf.g_01178
OG0001170	Prba.g_00578	Syaf.g_01176
OG0001171	Prba.g_00569	Syaf.g_01166
OG0001172	Prba.g_00360	Syaf.g_00173
OG0001173	Prba.g_00361	Syaf.g_00172
OG0001174	Prba.g_00369	Syaf.g_00164
OG0001175	Prba.g_00370	Syaf.g_00163
OG0001176	Prba.g_00377	Syaf.g_00142
OG0001177	Prba.g_00380	Syaf.g_00144
OG0001178	Prba.g_00385	Syaf.g_01028
OG0001179	Prba.g_00413	Syaf.g_00112
OG0001180	Prba.g_00435	Syaf.g_00087
OG0001181	Prba.g_01048	Syaf.g_00083
OG0001182	Prba.g_01055	Syaf.g_00074
OG0001184	Prba.g_01076	Syaf.g_00360
OG0001185	Prba.g_00762	Syaf.g_00382
OG0001186	Prba.g_00786	Syaf.g_00418
OG0001187	Prba.g_00790	Syaf.g_00422
OG0001188	Prba.g_00793	Syaf.g_00425
OG0001189	Prba.g_00810	Syaf.g_00441
OG0001190	Prba.g_00814	Syaf.g_00646
OG0001191	Prba.g_00824	Syaf.g_00635
OG0001192	Prba.g_00829	Syaf.g_00630
OG0001193	Prba.g_00839	Syaf.g_00596
OG0001194	Prba.g_00840	Syaf.g_00594
OG0001195	Prba.g_00841	Syaf.g_00593
OG0001196	Prba.g_01782	Syaf.g_00519
OG0001197	Prba.g_01783	Syaf.g_00517
OG0001198	Prba.g_01790	Syaf.g_00501
OG0001199	Prba.g_01862	Syaf.g_00957
OG0001200	Prba.g_01864	Syaf.g_00955
OG0001201	Prba.g_01896	Syaf.g_00902
OG0001202	Prba.g_00655	Syaf.g_00764
OG0001203	Prba.g_00457	Syaf.g_02785
OG0001204	Prba.g_00462	Syaf.g_00185
OG0001205	Prba.g_01016	Syaf.g_01229
OG0001206	Prba.g_00999	Syaf.g_02530
OG0001207	Prba.g_00984	Syaf.g_02732
OG0001208	Prba.g_00979	Syaf.g_02719
OG0001209	Prba.g_00926	Syaf.g_02651
OG0001210	Prba.g_01775	Syaf.g_02642
OG0001211	Prba.g_01765	Syaf.g_02623
OG0001212	Prba.g_01721	Syaf.g_02563
OG0001213	Prba.g_01688	Syaf.g_02324
OG0001214	Prba.g_01680	Syaf.g_02308
OG0001215	Prba.g_01627	Syaf.g_01477
OG0001216	Prba.g_01592	Syaf.g_01980
OG0001217	Prba.g_01554	Syaf.g_02237
OG0001218	Prba.g_01547	Syaf.g_02473
OG0001219	Prba.g_01510	Syaf.g_01796
OG0001220	Prba.g_01447	Syaf.g_01335
OG0001221	Prba.g_01384	Syaf.g_02087
OG0001222	Prba.g_01345	Syaf.g_01848
OG0001223	Prba.g_01319	Syaf.g_01902
OG0001224	Prba.g_01268	Syaf.g_01438
OG0001225	Prba.g_01266	Syaf.g_01440
OG0001226	Prba.g_01240	Syaf.g_02262
OG0001227	Prba.g_01222	Syaf.g_00614
OG0001228	Prba.g_00018	Syaf.g_01223
OG0001229	Prba.g_00198	Syaf.g_01464
OG0001230	Prba.g_00105	Syaf.g_02404
OG0001231	Prba.g_00291	Syaf.g_00481
OG0001232	Prba.g_00597	Syaf.g_01000
OG0001234	Prba.g_00372	Syaf.g_00159
OG0001235	Prba.g_00382	Syaf.g_00150
OG0001236	Prba.g_01073	Syaf.g_00357
OG0001237	Prba.g_01077	Syaf.g_00362
OG0001238	Prba.g_00825	Syaf.g_00634
OG0001239	Prba.g_01859	Syaf.g_00960
OG0001240	Prba.g_01881	Syaf.g_00919
OG0001241	Prba.g_01889	Syaf.g_00909
OG0001242	Prba.g_01907	Syaf.g_00874
OG0001243	Prba.g_01913	Syaf.g_00867
OG0001244	Prba.g_01929	Syaf.g_00836
OG0001246	Prba.g_00957	Syaf.g_02693
OG0001247	Prba.g_01634	Syaf.g_02004
OG0001248	Prba.g_01632	Syaf.g_02012
OG0001250	Prba.g_01458	Syaf.g_01377
OG0001251	Prba.g_01410	Syaf.g_00588
OG0001252	Prba.g_01273	Syaf.g_01412
OG0001254	Prba.g_00095	Syaf.g_01617
OG0001255	Prba.g_00080	Syaf.g_01070
OG0001256	Prba.g_00298	Syaf.g_01051
OG0001257	Prba.g_00292	Syaf.g_02534
OG0001258	Prba.g_00229	Syaf.g_01041
OG0001259	Prba.g_00579	Syaf.g_01177
OG0001260	Prba.g_00563	Syaf.g_01155
OG0001261	Prba.g_00421	Syaf.g_00103
OG0001262	Prba.g_00808	Syaf.g_00439
OG0001263	Prba.g_01916	Syaf.g_00864
OG0001265	Prba.g_01906	Syaf.g_00876
OG0001266	Prba.g_00659	Syaf.g_00760
OG0001267	Prba.g_00497	Syaf.g_00244
OG0001268	Prba.g_00555	Syaf.g_00017
OG0001269	Prba.g_00853	Syaf.g_01653
OG0001270	Prba.g_01027	Syaf.g_01210
OG0001271	Prba.g_00989	Syaf.g_02501
OG0001272	Prba.g_00975	Syaf.g_02715
OG0001273	Prba.g_01686	Syaf.g_02315
OG0001274	Prba.g_01614	Syaf.g_00707
OG0001275	Prba.g_01309	Syaf.g_01917
OG0001276	Prba.g_01289	Syaf.g_01933
OG0001277	Prba.g_01232	Syaf.g_00533
OG0001278	Prba.g_00013	Syaf.g_01562
OG0001279	Prba.g_01136	Syaf.g_02385
OG0001280	Prba.g_01191	Syaf.g_01257
OG0001281	Prba.g_01197	Syaf.g_01247
OG0001282	Prba.g_00195	Syaf.g_02734
OG0001283	Prba.g_00176	Syaf.g_00524, Syaf.g_02414
OG0001284	Prba.g_00318	Syaf.g_01073
OG0001285	Prba.g_00594	Syaf.g_00568
OG0001286	Prba.g_00433	Syaf.g_00089
OG0001287	Prba.g_00770	Syaf.g_00390
OG0001288	Prba.g_00779	Syaf.g_00408
OG0001289	Prba.g_01875	Syaf.g_00935
OG0001290	Prba.g_01888	Syaf.g_00910
OG0001291	Prba.g_01923	Syaf.g_00853
OG0001292	Prba.g_00467	Syaf.g_00191
OG0001293	Prba.g_00479	Syaf.g_00217
OG0001294	Prba.g_00872	Syaf.g_02124
OG0001295	Prba.g_00994	Syaf.g_02637
OG0001296	Prba.g_00952	Syaf.g_02687
OG0001297	Prba.g_00947	Syaf.g_02683
OG0001298	Prba.g_01739	Syaf.g_02584
OG0001299	Prba.g_01651	Syaf.g_02130
OG0001300	Prba.g_01624	Syaf.g_01468
OG0001301	Prba.g_01621	Syaf.g_01454
OG0001302	Prba.g_01512	Syaf.g_02279
OG0001303	Prba.g_01305	Syaf.g_01798
OG0001304	Prba.g_01279	Syaf.g_01950
OG0001305	Prba.g_01260	Syaf.g_01448
OG0001306	Prba.g_00078	Syaf.g_01272
OG0001307	Prba.g_00213	Syaf.g_01638
OG0001308	Prba.g_00703	Syaf.g_02427
OG0001309	Prba.g_00294	Syaf.g_02678
OG0001310	Prba.g_00608	Syaf.g_01018
OG0001311	Prba.g_01287	Syaf.g_01935
OG0001312	Prba.g_01356	Syaf.g_01809
OG0001314	Prba.g_01562	Syaf.g_01531, Syaf.g_01991, Syaf.g_02275
OG0001315	Prba.g_01850	Syaf.g_00071
OG0001316	Prba.g_01928	Syaf.g_00847
OG0001317	Prba.g_00453	Syaf.g_02790
OG0001318	Prba.g_00475	Syaf.g_00209
OG0001319	Prba.g_00490	Syaf.g_00232
OG0001321	Prba.g_01010	Syaf.g_01238
OG0001322	Prba.g_01009	Syaf.g_01239
OG0001323	Prba.g_00942	Syaf.g_02675
OG0001324	Prba.g_01623	Syaf.g_01467
OG0001325	Prba.g_01589	Syaf.g_01976
OG0001326	Prba.g_01422	Syaf.g_00578
OG0001327	Prba.g_01248	Syaf.g_02116
OG0001328	Prba.g_01223	Syaf.g_02094
OG0001329	Prba.g_00104, Prba.g_00721	Syaf.g_02285
OG0001330	Prba.g_01166	Syaf.g_01264
OG0001331	Prba.g_00190	Syaf.g_02739
OG0001333	Prba.g_00583	Syaf.g_01181
OG0001334	Prba.g_01063	Syaf.g_00060
OG0001335	Prba.g_01064	Syaf.g_00059
OG0001336	Prba.g_01779	Syaf.g_00523
OG0001339	Prba.g_01891	Syaf.g_00907
OG0001340	Prba.g_00544	Syaf.g_00039
OG0001341	Prba.g_01556	Syaf.g_01463
OG0001343	Prba.g_01413	Syaf.g_00590
OG0001344	Prba.g_00059	Syaf.g_01294
OG0001345	Prba.g_00044	Syaf.g_01323
OG0001346	Prba.g_01193	Syaf.g_01253
OG0001351	Prba.g_01007	Syaf.g_02539
OG0001352	Prba.g_01637	Syaf.g_02661
OG0001353	Prba.g_01467	Syaf.g_01388
OG0001354	Prba.g_01327	Syaf.g_01888
OG0001356	Prba.g_01535	Syaf.g_02177, Syaf.g_01397
OG0001358	Prba.g_01697	Syaf.g_02341
OG0001359	Prba.g_01412	Syaf.g_00591
OG0001360	Prba.g_01220	Syaf.g_01325
OG0001361	Prba.g_00047	Syaf.g_01320
OG0001362	Prba.g_00699	Syaf.g_02432
OG0001363	Prba.g_00697	Syaf.g_02434
OG0001364	Prba.g_01066	Syaf.g_00338
OG0001371	Prba.g_01638	Syaf.g_00397
OG0001372	Prba.g_01548	Syaf.g_01682
OG0001373	Prba.g_01423	Syaf.g_00579
OG0001374	Prba.g_01415	Syaf.g_00571
OG0001375	Prba.g_01414	Syaf.g_00589
OG0001376	Prba.g_01254	Syaf.g_00626
OG0001377	Prba.g_01253	Syaf.g_00627
OG0001378	Prba.g_00750	Syaf.g_01209
OG0001379	Prba.g_01186	Syaf.g_01262
OG0001380	Prba.g_00208	Syaf.g_02247
OG0001385	Prba.g_01426	Syaf.g_00582
OG0001386	Prba.g_01425	Syaf.g_00581
OG0001387	Prba.g_01424	Syaf.g_00580
OG0001388	Prba.g_01421	Syaf.g_00577
OG0001389	Prba.g_01420	Syaf.g_00576
OG0001390	Prba.g_01419	Syaf.g_00575
OG0001391	Prba.g_01418	Syaf.g_00574
OG0001392	Prba.g_01417	Syaf.g_00573
OG0001393	Prba.g_01416	Syaf.g_00572
OG0001395	Prba.g_01277	Syaf.g_01958
OG0001397	Prba.g_00698	Syaf.g_02433
OG0001398	Prba.g_00265	Syaf.g_01758
OG0001399	Prba.g_00374	Syaf.g_00697
OG0001402	Prba.g_01540	Syaf.g_02336
OG0001404	Prba.g_01856	Syaf.g_00964
OG0001405	Prba.g_00542	Syaf.g_00057
OG0001406	Prba.g_01255	Syaf.g_00625
OG0001407	Prba.g_01242	Syaf.g_02660
OG0001408	Prba.g_01237	Syaf.g_01546
OG0001410	Prba.g_00212	Syaf.g_01639
OG0001413	Prba.g_00303	Syaf.g_02344, Syaf.g_02267
OG0001416	Prba.g_01002	Syaf.g_01250
OG0001417	Prba.g_00992	Syaf.g_01887
OG0001419	Prba.g_01241	Syaf.g_02659
OG0001420	Prba.g_00741	Syaf.g_02664
OG0001421	Prba.g_00297	Syaf.g_01721
OG0001425	Prba.g_00828	Syaf.g_00631
OG0001428	Prba.g_00628	Syaf.g_00804
OG0001432	Prba.g_00305	Syaf.g_01492
OG0001433	Prba.g_01536	Syaf.g_01398
OG0001439	Prba.g_00523	Syaf.g_00283
OG0001441	Prba.g_00940	Syaf.g_02673
OG0001442	Prba.g_01564	Syaf.g_02066
OG0001447	Prba.g_01914	Syaf.g_00866
OG0001448	Prba.g_00860	Syaf.g_00612
OG0001449	Prba.g_00896	Syaf.g_00182
OG0001451	Prba.g_01438	Syaf.g_02183
OG0001452	Prba.g_01408	Syaf.g_00204
OG0001453	Prba.g_01315	Syaf.g_01909
OG0001454	Prba.g_01227	Syaf.g_02263
OG0001456	Prba.g_00087	Syaf.g_00561
OG0001457	Prba.g_00086	Syaf.g_00560
OG0001458	Prba.g_00085	Syaf.g_00559
OG0001459	Prba.g_01150	Syaf.g_01643
OG0001460	Prba.g_01537	Syaf.g_01399
OG0001462	Prba.g_01827	Syaf.g_00455
OG0001465	Prba.g_01615	Syaf.g_02000
OG0001467	Prba.g_01520	Syaf.g_02280
OG0001468	Prba.g_01250	Syaf.g_02278
OG0001471	Prba.g_00302	Syaf.g_00276
OG0001473	Prba.g_00787	Syaf.g_02282
OG0001474	Prba.g_00556	Syaf.g_00016
OG0001475	Prba.g_00162	Syaf.g_01204
OG0001479	Prba.g_00553	Syaf.g_00019
OG0001480	Prba.g_00862	Syaf.g_01334
OG0001482	Prba.g_01004	Syaf.g_01897
OG0001492	Prba.g_00016	Syaf.g_01565
OG0001493	Prba.g_00008	Syaf.g_01555
OG0001502	Prba.g_01529	Syaf.g_01341
OG0001504	Prba.g_01151	Syaf.g_01642
OG0001507	Prba.g_00250	Syaf.g_01664
OG0001508	Prba.g_00174	Syaf.g_01207
OG0001520	Prba.g_00888	Syaf.g_02600
OG0001522	Prba.g_01466	Syaf.g_01387
OG0001546	Prba.g_00937	Syaf.g_02670
OG0001547	Prba.g_01527	Syaf.g_01777
OG0001548	Prba.g_01523	Syaf.g_02258
OG0001549	Prba.g_01440	Syaf.g_01326
OG0001551	Prba.g_00088	Syaf.g_01403
OG0001552	Prba.g_01082	Syaf.g_02761, Syaf.g_02762
OG0001554	Prba.g_00296	Syaf.g_00648
OG0001555	Prba.g_00281	Syaf.g_01698
OG0001564	Prba.g_00133	Syaf.g_00565
OG0001567	Prba.g_01528	Syaf.g_01776
OG0001568	Prba.g_01526	Syaf.g_01779
OG0001570	Prba.g_00738	Syaf.g_00978
OG0001582	Prba.g_00993	Syaf.g_01865
OG0001602	Prba.g_01616	Syaf.g_02001
OG0001633	Prba.g_00199	Syaf.g_01528, Syaf.g_02381
OG0001635	Prba.g_00244	Syaf.g_00412
OG0001712	Prba.g_00917	Syaf.g_01712
OG0001726	Prba.g_00914	Syaf.g_01751
OG0002029	Prba.g_01148	Syaf.g_01511
