Orthogroup	Syab	Pram
OG0001168	Syab.g_02324	Pram.g_01671
OG0001169	Syab.g_02326	Pram.g_01673
OG0001170	Syab.g_02328	Pram.g_01675
OG0001171	Syab.g_02339	Pram.g_01685
OG0001172	Syab.g_00371	Pram.g_01700
OG0001173	Syab.g_00372	Pram.g_01701
OG0001174	Syab.g_00380	Pram.g_01709
OG0001175	Syab.g_00381	Pram.g_01710
OG0001176	Syab.g_00398	Pram.g_01718
OG0001177	Syab.g_00396	Pram.g_01720
OG0001178	Syab.g_02263	Pram.g_01637
OG0001179	Syab.g_00427	Pram.g_01753
OG0001180	Syab.g_00453	Pram.g_01776
OG0001181	Syab.g_00457	Pram.g_01780
OG0001182	Syab.g_00467	Pram.g_01788
OG0001183	Syab.g_00474	Pram.g_01794
OG0001184	Syab.g_00196	Pram.g_01812
OG0001185	Syab.g_00119	Pram.g_01828
OG0001186	Syab.g_00085	Pram.g_01852
OG0001187	Syab.g_00081	Pram.g_01855
OG0001188	Syab.g_00079	Pram.g_01857
OG0001189	Syab.g_00058	Pram.g_01874
OG0001190	Syab.g_02755	Pram.g_01879
OG0001191	Syab.g_02771	Pram.g_01889
OG0001192	Syab.g_02778	Pram.g_01894
OG0001193	Syab.g_02827	Pram.g_01907
OG0001194	Syab.g_02833	Pram.g_01908
OG0001195	Syab.g_02834	Pram.g_01909
OG0001196	Syab.g_02896	Pram.g_01926
OG0001197	Syab.g_02898	Pram.g_01928
OG0001198	Syab.g_02911	Pram.g_01935
OG0001199	Syab.g_02440	Pram.g_00059
OG0001200	Syab.g_02442	Pram.g_00061
OG0001201	Syab.g_02501	Pram.g_00092
OG0001202	Syab.g_02635	Pram.g_00184
OG0001203	Syab.g_02369	Pram.g_00225
OG0001204	Syab.g_00353	Pram.g_00231
OG0001205	Syab.g_00593	Pram.g_00380
OG0001206	Syab.g_00641	Pram.g_00401
OG0001207	Syab.g_02088	Pram.g_00413
OG0001208	Syab.g_02098	Pram.g_00418
OG0001209	Syab.g_02038	Pram.g_00473
OG0001210	Syab.g_02030	Pram.g_00477
OG0001211	Syab.g_02013	Pram.g_00487
OG0001212	Syab.g_01955	Pram.g_00533
OG0001213	Syab.g_01886	Pram.g_00569
OG0001215	Syab.g_01171	Pram.g_00781
OG0001216	Syab.g_01269	Pram.g_00803
OG0001217	Syab.g_01464	Pram.g_01539
OG0001218	Syab.g_00723	Pram.g_01196
OG0001220	Syab.g_01737	Pram.g_00865
OG0001221	Syab.g_01607	Pram.g_00745
OG0001222	Syab.g_01396	Pram.g_00988
OG0001223	Syab.g_01345	Pram.g_00960
OG0001224	Syab.g_01214	Pram.g_00892
OG0001225	Syab.g_01212	Pram.g_00890
OG0001226	Syab.g_02450	Pram.g_00577
OG0001227	Syab.g_00891	Pram.g_01188
OG0001228	Syab.g_01697	Pram.g_01089
OG0001229	Syab.g_01184	Pram.g_01542
OG0001230	Syab.g_00791	Pram.g_01388
OG0001231	Syab.g_00017	Pram.g_00357
OG0001232	Syab.g_02306	Pram.g_01655
OG0001233	Syab.g_02329	Pram.g_01676
OG0001234	Syab.g_00385	Pram.g_01712
OG0001235	Syab.g_00391	Pram.g_01716
OG0001236	Syab.g_00200	Pram.g_01809
OG0001237	Syab.g_00192	Pram.g_01813
OG0001238	Syab.g_02773	Pram.g_01890
OG0001239	Syab.g_02437	Pram.g_00056
OG0001240	Syab.g_02484	Pram.g_00077
OG0001241	Syab.g_02494	Pram.g_00086
OG0001242	Syab.g_02525	Pram.g_00105
OG0001243	Syab.g_02533	Pram.g_00112
OG0001244	Syab.g_02561	Pram.g_00127
OG0001245	Syab.g_01762	Pram.g_01177
OG0001246	Syab.g_02126	Pram.g_00680
OG0001247	Syab.g_02825	Pram.g_00774
OG0001248	Syab.g_01163	Pram.g_00776
OG0001249	Syab.g_00514	Pram.g_00325
OG0001250	Syab.g_01714	Pram.g_00851
OG0001251	Syab.g_01816	Pram.g_00714
OG0001252	Syab.g_01228	Pram.g_00897
OG0001253	Syab.g_01761	Pram.g_00579
OG0001254	Syab.g_01749	Pram.g_01548
OG0001255	Syab.g_01846	Pram.g_01157
OG0001256	Syab.g_02238	Pram.g_01289
OG0001258	Syab.g_02250	Pram.g_01628
OG0001259	Syab.g_02327	Pram.g_01674
OG0001261	Syab.g_00436	Pram.g_01761
OG0001262	Syab.g_00060	Pram.g_01872
OG0001263	Syab.g_02536	Pram.g_00114
OG0001265	Syab.g_02523	Pram.g_00104
OG0001266	Syab.g_02639	Pram.g_00188
OG0001267	Syab.g_00295	Pram.g_00268
OG0001268	Syab.g_00529	Pram.g_00334
OG0001269	Syab.g_01809	Pram.g_00864
OG0001270	Syab.g_00579	Pram.g_00369
OG0001271	Syab.g_00694	Pram.g_00408
OG0001272	Syab.g_02102	Pram.g_00422
OG0001273	Syab.g_01878	Pram.g_01079
OG0001274	Syab.g_02706	Pram.g_00211
OG0001275	Syab.g_01330	Pram.g_00969
OG0001276	Syab.g_01313	Pram.g_00980
OG0001278	Syab.g_01152	Pram.g_01085
OG0001279	Syab.g_01807	Pram.g_01253
OG0001280	Syab.g_00918	Pram.g_01229
OG0001281	Syab.g_00906	Pram.g_01235
OG0001282	Syab.g_02086	Pram.g_01467
OG0001283	Syab.g_02885	Pram.g_01922
OG0001284	Syab.g_02211	Pram.g_01302
OG0001285	Syab.g_02309	Pram.g_01658
OG0001286	Syab.g_00451	Pram.g_01774
OG0001287	Syab.g_00111	Pram.g_01835
OG0001288	Syab.g_00094	Pram.g_01845
OG0001289	Syab.g_02465	Pram.g_00071
OG0001290	Syab.g_02493	Pram.g_00085
OG0001291	Syab.g_02546	Pram.g_00122
OG0001292	Syab.g_00348	Pram.g_00236
OG0001293	Syab.g_00322	Pram.g_00249
OG0001296	Syab.g_02132	Pram.g_00446
OG0001297	Syab.g_02136	Pram.g_00451
OG0001298	Syab.g_01980	Pram.g_00515
OG0001299	Syab.g_01557	Pram.g_01043
OG0001300	Syab.g_01180	Pram.g_00785
OG0001301	Syab.g_01197	Pram.g_00790
OG0001302	Syab.g_01844	Pram.g_00908
OG0001304	Syab.g_01298	Pram.g_00993
OG0001305	Syab.g_01204	Pram.g_00884
OG0001306	Syab.g_00941	Pram.g_01155
OG0001307	Syab.g_01552	Pram.g_01477
OG0001308	Syab.g_00759	Pram.g_01368
OG0001309	Syab.g_02142	Pram.g_01272
OG0001310	Syab.g_02288	Pram.g_01645
OG0001311	Syab.g_01311	Pram.g_00982
OG0001312	Syab.g_01414	Pram.g_00920
OG0001315	Syab.g_00472	Pram.g_01553
OG0001316	Syab.g_02552	Pram.g_00126
OG0001317	Syab.g_02373	Pram.g_00221
OG0001318	Syab.g_00333	Pram.g_00245
OG0001319	Syab.g_00306	Pram.g_00261
OG0001321	Syab.g_00616	Pram.g_00386
OG0001322	Syab.g_00617	Pram.g_00387
OG0001323	Syab.g_02145	Pram.g_00457
OG0001324	Syab.g_01181	Pram.g_00786
OG0001325	Syab.g_01273	Pram.g_01025
OG0001327	Syab.g_01643	Pram.g_00723
OG0001328	Syab.g_01616	Pram.g_01214
OG0001329	Syab.g_00361	Pram.g_01598
OG0001330	Syab.g_00925	Pram.g_01276
OG0001331	Syab.g_02081	Pram.g_01462
OG0001332	Syab.g_02165	Pram.g_01331
OG0001333	Syab.g_02323	Pram.g_01670
OG0001334	Syab.g_00483	Pram.g_01797
OG0001335	Syab.g_00484	Pram.g_01798
OG0001336	Syab.g_02886	Pram.g_01923
OG0001337	Syab.g_00480, Syab.g_00502	Pram.g_00320
OG0001338	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505	Pram.g_00323
OG0001339	Syab.g_02496	Pram.g_00088
OG0001340	Syab.g_00503	Pram.g_00321
OG0001341	Syab.g_01779	Pram.g_01533
OG0001343	Syab.g_00359	Pram.g_00711
OG0001344	Syab.g_00974	Pram.g_01135
OG0001346	Syab.g_00914	Pram.g_01231
OG0001348	Syab.g_01258	Pram.g_01526
OG0001349	Syab.g_00150	Pram.g_01401
OG0001351	Syab.g_00625	Pram.g_00394
OG0001353	Syab.g_01702	Pram.g_00841
OG0001354	Syab.g_01358	Pram.g_00953
OG0001358	Syab.g_01900	Pram.g_00558
OG0001359	Syab.g_00360	Pram.g_00712
OG0001361	Syab.g_00154, Syab.g_01005	Pram.g_01121
OG0001362	Syab.g_00754	Pram.g_01364
OG0001363	Syab.g_00752	Pram.g_01362
OG0001364	Syab.g_00211	Pram.g_01800
OG0001365	Syab.g_02760	Pram.g_01883
OG0001369	Syab.g_02483	Pram.g_00076
OG0001375	Syab.g_00358	Pram.g_00710
OG0001379	Syab.g_00923	Pram.g_01224
OG0001381	Syab.g_01937	Pram.g_01165
OG0001382	Syab.g_00393	Pram.g_01200
OG0001394	Syab.g_01599	Pram.g_00749
OG0001397	Syab.g_00753	Pram.g_01363
OG0001398	Syab.g_02457	Pram.g_01256
OG0001401	Syab.g_01708	Pram.g_00846
OG0001402	Syab.g_01896	Pram.g_00563
OG0001404	Syab.g_02433	Pram.g_00053
OG0001405	Syab.g_00486	Pram.g_00314
OG0001407	Syab.g_01158	Pram.g_01202
OG0001409	Syab.g_00988	Pram.g_01131
OG0001410	Syab.g_01550	Pram.g_01476
OG0001411	Syab.g_00147	Pram.g_01422, Pram.g_00046
OG0001414	Syab.g_01938	Pram.g_00216
OG0001415	Syab.g_02471	Pram.g_00218
OG0001425	Syab.g_02777	Pram.g_01893
OG0001429	Syab.g_01423	Pram.g_00912
OG0001430	Syab.g_02743	Pram.g_01197
OG0001435	Syab.g_01637	Pram.g_00730
OG0001443	Syab.g_02794	Pram.g_01543
OG0001448	Syab.g_01789	Pram.g_00392
OG0001450	Syab.g_01081	Pram.g_00778
OG0001461	Syab.g_01754	Pram.g_01575
OG0001463	Syab.g_01104	Pram.g_00275
OG0001467	Syab.g_00805	Pram.g_01470
OG0001472	Syab.g_01800	Pram.g_00658
OG0001476	Syab.g_00984	Pram.g_01132
OG0001477	Syab.g_01191	Pram.g_01521
OG0001481	Syab.g_00621	Pram.g_01213
OG0001484	Syab.g_02849	Pram.g_01277
OG0001486	Syab.g_00967	Pram.g_01142
OG0001488	Syab.g_00994	Pram.g_01126
OG0001489	Syab.g_00462	Pram.g_01785
OG0001494	Syab.g_00173	Pram.g_01502
OG0001494	Syab.g_00180	Pram.g_01409
OG0001496	Syab.g_01188	Pram.g_01519
OG0001497	Syab.g_01190	Pram.g_01520
OG0001498	Syab.g_00552	Pram.g_00353
OG0001505	Syab.g_00189	Pram.g_01414
OG0001510	Syab.g_00103	Pram.g_01839
OG0001511	Syab.g_02509	Pram.g_00096
OG0001512	Syab.g_02368	Pram.g_01192
OG0001514	Syab.g_01187	Pram.g_01518
OG0001515	Syab.g_01176	Pram.g_00783
OG0001516	Syab.g_01554	Pram.g_01046
OG0001517	Syab.g_00524	Pram.g_00329
OG0001518	Syab.g_02775	Pram.g_01892
OG0001519	Syab.g_02796	Pram.g_01897
OG0001522	Syab.g_01703	Pram.g_00842
OG0001527	Syab.g_01998	Pram.g_00501
OG0001529	Syab.g_00051	Pram.g_00025
OG0001530	Syab.g_02507	Pram.g_00095
OG0001531	Syab.g_02367	Pram.g_00226
OG0001532	Syab.g_01024	Pram.g_01108
OG0001534	Syab.g_01297	Pram.g_00994
OG0001535	Syab.g_01316	Pram.g_00979
OG0001536	Syab.g_01388	Pram.g_00939
OG0001537	Syab.g_01606	Pram.g_00746
OG0001538	Syab.g_01278	Pram.g_00814
OG0001539	Syab.g_01641	Pram.g_00725
OG0001540	Syab.g_02538	Pram.g_00116
OG0001541	Syab.g_02603	Pram.g_00164
OG0001542	Syab.g_02614	Pram.g_00170
OG0001543	Syab.g_02686	Pram.g_01538
OG0001544	Syab.g_02795	Pram.g_01896
OG0001545	Syab.g_02874	Pram.g_01912
OG0001557	Syab.g_01598	Pram.g_00750
OG0001559	Syab.g_02506	Pram.g_00094
OG0001560	Syab.g_02492	Pram.g_00084
OG0001561	Syab.g_01309	Pram.g_00984
OG0001565	Syab.g_01837	Pram.g_01576
OG0001574	Syab.g_02000	Pram.g_00499
OG0001575	Syab.g_01995	Pram.g_00504
OG0001576	Syab.g_00896	Pram.g_01243
OG0001579	Syab.g_00489, Syab.g_00494	Pram.g_00318
OG0001580	Syab.g_02740	Pram.g_00032
OG0001586	Syab.g_00181, Syab.g_00169	Pram.g_01501
OG0001589	Syab.g_02331	Pram.g_01678
OG0001591	Syab.g_01566	Pram.g_00762
OG0001592	Syab.g_02741	Pram.g_00031
OG0001614	Syab.g_00121	Pram.g_01827
OG0001616	Syab.g_01013	Pram.g_01116
OG0001617	Syab.g_01183	Pram.g_00787
OG0001619	Syab.g_01399	Pram.g_00929
OG0001620	Syab.g_00535	Pram.g_00338
OG0001621	Syab.g_00337	Pram.g_00241
OG0001622	Syab.g_02884	Pram.g_01921
OG0001634	Syab.g_01560	Pram.g_01040
OG0001636	Syab.g_00041	Pram.g_00020
OG0001638	Syab.g_02270	Pram.g_01643
OG0001639	Syab.g_02170	Pram.g_01329
OG0001640	Syab.g_01233	Pram.g_00900
OG0001641	Syab.g_01341	Pram.g_00962
OG0001642	Syab.g_02027	Pram.g_00863
OG0001643	Syab.g_01869	Pram.g_01071
OG0001644	Syab.g_01672	Pram.g_01015
OG0001656	Syab.g_00493	Pram.g_00317
OG0001658	Syab.g_02754	Pram.g_00027
OG0001659	Syab.g_01020	Pram.g_01264
OG0001676	Syab.g_00492	Pram.g_00319
OG0001678	Syab.g_00370	Pram.g_01699
OG0001679	Syab.g_01425, Syab.g_02475	Pram.g_00324
OG0001693	Syab.g_01209	Pram.g_00661
OG0001709	Syab.g_00162	Pram.g_01400
OG0001713	Syab.g_00985	Pram.g_01217
OG0001717	Syab.g_02588	Pram.g_00678
OG0001731	Syab.g_02188	Pram.g_01316
OG0001758	Syab.g_01483	Pram.g_01615
OG0001762	Syab.g_01333	Pram.g_00967
OG0001764	Syab.g_01436	Pram.g_01009
OG0001770	Syab.g_01743	Pram.g_01612
OG0001875	Syab.g_01493	Pram.g_01614
OG0001876	Syab.g_01494	Pram.g_01613
OG0001922	Syab.g_00153	Pram.g_01399
OG0001974	Syab.g_02750	Pram.g_00360
OG0002003	Syab.g_01175	Pram.g_00688
OG0002110	Syab.g_00077	Pram.g_01488
OG0002122	Syab.g_01174	Pram.g_00687
OG0002177	Syab.g_01480	Pram.g_00574
OG0002246	Syab.g_00563	Pram.g_01583
OG0002347	Syab.g_02312	Pram.g_01661
OG0002425	Syab.g_00186	Pram.g_01406
OG0002559	Syab.g_01127	Pram.g_00592
OG0002663	Syab.g_00346	Pram.g_01592
