Orthogroup	Syab	Prbi
OG0001121	Syab.g_02159	Prbi.g_01172, Prbi.g_01029
OG0001122	Syab.g_01320	Prbi.g_01058
OG0001123	Syab.g_01312	Prbi.g_01062
OG0001124	Syab.g_01310	Prbi.g_01064
OG0001125	Syab.g_01308	Prbi.g_01065
OG0001126	Syab.g_01231	Prbi.g_01075
OG0001127	Syab.g_01230	Prbi.g_01076
OG0001128	Syab.g_01227	Prbi.g_01078
OG0001129	Syab.g_01225	Prbi.g_01079
OG0001130	Syab.g_01224	Prbi.g_01080
OG0001131	Syab.g_01609	Prbi.g_01117
OG0001132	Syab.g_01790	Prbi.g_01127
OG0001133	Syab.g_01895	Prbi.g_01161
OG0001134	Syab.g_01748	Prbi.g_01174
OG0001136	Syab.g_00966	Prbi.g_01204
OG0001137	Syab.g_00990	Prbi.g_01215
OG0001138	Syab.g_01023	Prbi.g_01233
OG0001139	Syab.g_01025	Prbi.g_01234
OG0001140	Syab.g_01026	Prbi.g_01235
OG0001141	Syab.g_01027	Prbi.g_01236
OG0001142	Syab.g_01028	Prbi.g_01237
OG0001143	Syab.g_01037	Prbi.g_01244
OG0001144	Syab.g_01052	Prbi.g_01249
OG0001145	Syab.g_00928	Prbi.g_01383
OG0001146	Syab.g_00907	Prbi.g_01395
OG0001147	Syab.g_00716	Prbi.g_01425
OG0001148	Syab.g_02085	Prbi.g_01441
OG0001149	Syab.g_02084	Prbi.g_01442
OG0001150	Syab.g_02083	Prbi.g_01443
OG0001151	Syab.g_02070	Prbi.g_01454
OG0001152	Syab.g_02069	Prbi.g_01455
OG0001153	Syab.g_00731	Prbi.g_01622
OG0001154	Syab.g_00730	Prbi.g_01623
OG0001155	Syab.g_02171	Prbi.g_01635
OG0001156	Syab.g_02174	Prbi.g_01638
OG0001157	Syab.g_02175	Prbi.g_01639
OG0001158	Syab.g_02176	Prbi.g_01640
OG0001159	Syab.g_02177	Prbi.g_01641
OG0001160	Syab.g_02231	Prbi.g_01665
OG0001161	Syab.g_02797	Prbi.g_01678
OG0001162	Syab.g_00893	Prbi.g_01689
OG0001163	Syab.g_02241	Prbi.g_01779
OG0001164	Syab.g_02247	Prbi.g_01783
OG0001166	Syab.g_02296	Prbi.g_01806
OG0001167	Syab.g_02322	Prbi.g_01823
OG0001168	Syab.g_02324	Prbi.g_01825
OG0001169	Syab.g_02326	Prbi.g_01827
OG0001170	Syab.g_02328	Prbi.g_01829
OG0001171	Syab.g_02339	Prbi.g_01838
OG0001172	Syab.g_00371	Prbi.g_01851
OG0001173	Syab.g_00372	Prbi.g_01852
OG0001174	Syab.g_00380	Prbi.g_01860
OG0001175	Syab.g_00381	Prbi.g_01861
OG0001176	Syab.g_00398	Prbi.g_01869
OG0001177	Syab.g_00396	Prbi.g_01872
OG0001178	Syab.g_02263	Prbi.g_01877
OG0001179	Syab.g_00427	Prbi.g_01922
OG0001180	Syab.g_00453	Prbi.g_01944
OG0001181	Syab.g_00457	Prbi.g_01948
OG0001182	Syab.g_00467	Prbi.g_01955
OG0001183	Syab.g_00474	Prbi.g_01959
OG0001184	Syab.g_00196	Prbi.g_01975
OG0001185	Syab.g_00119	Prbi.g_01989
OG0001186	Syab.g_00085	Prbi.g_02012
OG0001187	Syab.g_00081	Prbi.g_02028
OG0001188	Syab.g_00079	Prbi.g_02031
OG0001189	Syab.g_00058	Prbi.g_02048
OG0001190	Syab.g_02755	Prbi.g_02052
OG0001191	Syab.g_02771	Prbi.g_02062
OG0001192	Syab.g_02778	Prbi.g_02067
OG0001193	Syab.g_02827	Prbi.g_02077
OG0001194	Syab.g_02833	Prbi.g_02078
OG0001195	Syab.g_02834	Prbi.g_02079
OG0001196	Syab.g_02896	Prbi.g_02092
OG0001197	Syab.g_02898	Prbi.g_02093
OG0001198	Syab.g_02911	Prbi.g_02100
OG0001199	Syab.g_02440	Prbi.g_00081
OG0001200	Syab.g_02442	Prbi.g_00083
OG0001201	Syab.g_02501	Prbi.g_00115
OG0001202	Syab.g_02635	Prbi.g_00223
OG0001203	Syab.g_02369	Prbi.g_00262
OG0001204	Syab.g_00353	Prbi.g_00267
OG0001205	Syab.g_00593	Prbi.g_00446
OG0001206	Syab.g_00641	Prbi.g_00464
OG0001207	Syab.g_02088	Prbi.g_00480
OG0001208	Syab.g_02098	Prbi.g_00485
OG0001209	Syab.g_02038	Prbi.g_00538
OG0001210	Syab.g_02030	Prbi.g_00543
OG0001211	Syab.g_02013	Prbi.g_00553
OG0001212	Syab.g_01955	Prbi.g_00598
OG0001213	Syab.g_01886	Prbi.g_00631
OG0001214	Syab.g_01872	Prbi.g_00640
OG0001215	Syab.g_01171	Prbi.g_00693
OG0001216	Syab.g_01269	Prbi.g_00747
OG0001217	Syab.g_01464	Prbi.g_00792
OG0001218	Syab.g_00723	Prbi.g_00800
OG0001220	Syab.g_01737	Prbi.g_00899
OG0001221	Syab.g_01607	Prbi.g_00962
OG0001222	Syab.g_01396	Prbi.g_01001
OG0001223	Syab.g_01345	Prbi.g_01027
OG0001224	Syab.g_01214	Prbi.g_01082
OG0001225	Syab.g_01212	Prbi.g_01084
OG0001226	Syab.g_02450	Prbi.g_01111
OG0001227	Syab.g_00891	Prbi.g_01130
OG0001228	Syab.g_01697	Prbi.g_01252
OG0001229	Syab.g_01184	Prbi.g_01437
OG0001230	Syab.g_00791	Prbi.g_01581
OG0001231	Syab.g_00017	Prbi.g_01687
OG0001232	Syab.g_02306	Prbi.g_01810
OG0001233	Syab.g_02329	Prbi.g_01830
OG0001234	Syab.g_00385	Prbi.g_01864
OG0001235	Syab.g_00391	Prbi.g_01874
OG0001236	Syab.g_00200	Prbi.g_01972
OG0001237	Syab.g_00192	Prbi.g_01976
OG0001238	Syab.g_02773	Prbi.g_02063
OG0001239	Syab.g_02437	Prbi.g_00078
OG0001240	Syab.g_02484	Prbi.g_00100
OG0001241	Syab.g_02494	Prbi.g_00108
OG0001242	Syab.g_02525	Prbi.g_00127
OG0001243	Syab.g_02533	Prbi.g_00133
OG0001244	Syab.g_02561	Prbi.g_00149
OG0001245	Syab.g_01762	Prbi.g_00404
OG0001246	Syab.g_02126	Prbi.g_00507
OG0001247	Syab.g_02825	Prbi.g_00686
OG0001248	Syab.g_01163	Prbi.g_00688
OG0001249	Syab.g_00514	Prbi.g_00825
OG0001250	Syab.g_01714	Prbi.g_00888
OG0001251	Syab.g_01816	Prbi.g_00935
OG0001252	Syab.g_01228	Prbi.g_01077
OG0001253	Syab.g_01761	Prbi.g_01131
OG0001254	Syab.g_01749	Prbi.g_01176
OG0001255	Syab.g_01846	Prbi.g_01191
OG0001256	Syab.g_02238	Prbi.g_01680
OG0001257	Syab.g_01610	Prbi.g_01686
OG0001258	Syab.g_02250	Prbi.g_01784
OG0001259	Syab.g_02327	Prbi.g_01828
OG0001260	Syab.g_02350	Prbi.g_01844
OG0001261	Syab.g_00436	Prbi.g_01930
OG0001262	Syab.g_00060	Prbi.g_02046
OG0001263	Syab.g_02536	Prbi.g_00136
OG0001265	Syab.g_02523	Prbi.g_00126
OG0001266	Syab.g_02639	Prbi.g_00227
OG0001267	Syab.g_00295	Prbi.g_00304
OG0001268	Syab.g_00529	Prbi.g_00363
OG0001269	Syab.g_01809	Prbi.g_00383
OG0001270	Syab.g_00579	Prbi.g_00435
OG0001271	Syab.g_00694	Prbi.g_00475
OG0001272	Syab.g_02102	Prbi.g_00489
OG0001273	Syab.g_01878	Prbi.g_00634
OG0001274	Syab.g_02706	Prbi.g_00707
OG0001275	Syab.g_01330	Prbi.g_01037
OG0001276	Syab.g_01313	Prbi.g_01061
OG0001277	Syab.g_02163	Prbi.g_01119
OG0001278	Syab.g_01152	Prbi.g_01257
OG0001279	Syab.g_01807	Prbi.g_01332
OG0001280	Syab.g_00918	Prbi.g_01390
OG0001281	Syab.g_00906	Prbi.g_01396
OG0001282	Syab.g_02086	Prbi.g_01440
OG0001283	Syab.g_02885	Prbi.g_01459
OG0001284	Syab.g_02211	Prbi.g_01660
OG0001285	Syab.g_02309	Prbi.g_01813
OG0001286	Syab.g_00451	Prbi.g_01942
OG0001287	Syab.g_00111	Prbi.g_01996
OG0001288	Syab.g_00094	Prbi.g_02005
OG0001289	Syab.g_02465	Prbi.g_00094
OG0001290	Syab.g_02493	Prbi.g_00107
OG0001291	Syab.g_02546	Prbi.g_00143
OG0001292	Syab.g_00348	Prbi.g_00272
OG0001293	Syab.g_00322	Prbi.g_00285
OG0001294	Syab.g_01564	Prbi.g_00402
OG0001295	Syab.g_01215	Prbi.g_00469
OG0001296	Syab.g_02132	Prbi.g_00512
OG0001297	Syab.g_02136	Prbi.g_00517
OG0001298	Syab.g_01980	Prbi.g_00579
OG0001299	Syab.g_01557	Prbi.g_00669
OG0001300	Syab.g_01180	Prbi.g_00696
OG0001301	Syab.g_01197	Prbi.g_00699
OG0001302	Syab.g_01844	Prbi.g_00834
OG0001303	Syab.g_01424	Prbi.g_01041
OG0001304	Syab.g_01298	Prbi.g_01071
OG0001305	Syab.g_01204	Prbi.g_01090
OG0001306	Syab.g_00941	Prbi.g_01193
OG0001307	Syab.g_01552	Prbi.g_01422
OG0001308	Syab.g_00759	Prbi.g_01601
OG0001309	Syab.g_02142	Prbi.g_01684
OG0001310	Syab.g_02288	Prbi.g_01799
OG0001311	Syab.g_01311	Prbi.g_01063
OG0001312	Syab.g_01414	Prbi.g_00990
OG0001315	Syab.g_00472	Prbi.g_00068
OG0001316	Syab.g_02552	Prbi.g_00148
OG0001317	Syab.g_02373	Prbi.g_00258
OG0001318	Syab.g_00333	Prbi.g_00280
OG0001319	Syab.g_00306	Prbi.g_00296
OG0001321	Syab.g_00616	Prbi.g_00452
OG0001322	Syab.g_00617	Prbi.g_00453
OG0001323	Syab.g_02145	Prbi.g_00522
OG0001324	Syab.g_01181	Prbi.g_00697
OG0001325	Syab.g_01273	Prbi.g_00750
OG0001326	Syab.g_02841	Prbi.g_00923
OG0001327	Syab.g_01643	Prbi.g_01102
OG0001328	Syab.g_01616	Prbi.g_01129
OG0001329	Syab.g_00361	Prbi.g_01169
OG0001330	Syab.g_00925	Prbi.g_01362
OG0001331	Syab.g_02081	Prbi.g_01445
OG0001332	Syab.g_02165	Prbi.g_01633
OG0001333	Syab.g_02323	Prbi.g_01824
OG0001334	Syab.g_00483	Prbi.g_01962
OG0001335	Syab.g_00484	Prbi.g_01963
OG0001336	Syab.g_02886	Prbi.g_02089
OG0001339	Syab.g_02496	Prbi.g_00110
OG0001340	Syab.g_00503	Prbi.g_00352
OG0001341	Syab.g_01779	Prbi.g_00790
OG0001343	Syab.g_00359	Prbi.g_00932
OG0001344	Syab.g_00974	Prbi.g_01211
OG0001345	Syab.g_01008	Prbi.g_01226
OG0001346	Syab.g_00914	Prbi.g_01392
OG0001348	Syab.g_01258	Prbi.g_01707
OG0001349	Syab.g_00150	Prbi.g_01590
OG0001351	Syab.g_00625	Prbi.g_00455
OG0001353	Syab.g_01702	Prbi.g_00879
OG0001354	Syab.g_01358	Prbi.g_01019
OG0001358	Syab.g_01900	Prbi.g_00622
OG0001359	Syab.g_00360	Prbi.g_00933
OG0001360	Syab.g_01010	Prbi.g_01132
OG0001361	Syab.g_00154, Syab.g_01005	Prbi.g_01223
OG0001362	Syab.g_00754	Prbi.g_01605
OG0001363	Syab.g_00752	Prbi.g_01607
OG0001364	Syab.g_00211	Prbi.g_01965
OG0001365	Syab.g_02760	Prbi.g_02056
OG0001369	Syab.g_02483	Prbi.g_01522, Prbi.g_00099
OG0001370	Syab.g_01831	Prbi.g_00461
OG0001373	Syab.g_02840	Prbi.g_00922
OG0001374	Syab.g_02848	Prbi.g_00930
OG0001375	Syab.g_00358	Prbi.g_00931
OG0001376	Syab.g_02782	Prbi.g_01096
OG0001377	Syab.g_02781	Prbi.g_01097
OG0001378	Syab.g_00578	Prbi.g_01141
OG0001379	Syab.g_00923	Prbi.g_01385
OG0001381	Syab.g_01937	Prbi.g_01433
OG0001382	Syab.g_00393	Prbi.g_01699
OG0001385	Syab.g_02837	Prbi.g_00919
OG0001386	Syab.g_02838	Prbi.g_00920
OG0001387	Syab.g_02839	Prbi.g_00921
OG0001388	Syab.g_02842	Prbi.g_00924
OG0001389	Syab.g_02843	Prbi.g_00925
OG0001390	Syab.g_02844	Prbi.g_00926
OG0001391	Syab.g_02845	Prbi.g_00927
OG0001392	Syab.g_02846	Prbi.g_00928
OG0001393	Syab.g_02847	Prbi.g_00929
OG0001394	Syab.g_01599	Prbi.g_00966
OG0001397	Syab.g_00753	Prbi.g_01606
OG0001402	Syab.g_01896	Prbi.g_00808
OG0001404	Syab.g_02433	Prbi.g_00075
OG0001405	Syab.g_00486	Prbi.g_00350
OG0001406	Syab.g_02783	Prbi.g_01095
OG0001407	Syab.g_01158	Prbi.g_01109
OG0001408	Syab.g_01826	Prbi.g_01114
OG0001409	Syab.g_00988	Prbi.g_01214
OG0001410	Syab.g_01550	Prbi.g_01423
OG0001411	Syab.g_00147	Prbi.g_01491
OG0001413	Syab.g_01812	Prbi.g_01675
OG0001414	Syab.g_01938	Prbi.g_00253
OG0001415	Syab.g_02471	Prbi.g_00255
OG0001416	Syab.g_00909	Prbi.g_00460
OG0001417	Syab.g_01359	Prbi.g_00471
OG0001419	Syab.g_01159	Prbi.g_01110
OG0001420	Syab.g_02155	Prbi.g_01150
OG0001425	Syab.g_02777	Prbi.g_02066
OG0001428	Syab.g_02594	Prbi.g_00196
OG0001429	Syab.g_01423	Prbi.g_00836
OG0001430	Syab.g_02743	Prbi.g_01356
OG0001432	Syab.g_01818	Prbi.g_01673
OG0001435	Syab.g_01637	Prbi.g_00947
OG0001438	Syab.g_00280	Prbi.g_00317
OG0001439	Syab.g_00248	Prbi.g_00331
OG0001442	Syab.g_01583	Prbi.g_00781
OG0001447	Syab.g_02534	Prbi.g_00134
OG0001448	Syab.g_01789	Prbi.g_00391
OG0001449	Syab.g_00357	Prbi.g_00421
OG0001450	Syab.g_01081	Prbi.g_00690
OG0001452	Syab.g_00338	Prbi.g_00937
OG0001454	Syab.g_01808	Prbi.g_01125
OG0001456	Syab.g_02850	Prbi.g_01184
OG0001457	Syab.g_02851	Prbi.g_01185
OG0001458	Syab.g_02852	Prbi.g_01186
OG0001461	Syab.g_01754	Prbi.g_01545
OG0001462	Syab.g_00042	Prbi.g_00034
OG0001463	Syab.g_01104	Prbi.g_00310
OG0001467	Syab.g_00805	Prbi.g_00826
OG0001471	Syab.g_00253	Prbi.g_01676
OG0001472	Syab.g_01800	Prbi.g_01683
OG0001473	Syab.g_01813	Prbi.g_02013
OG0001479	Syab.g_00527	Prbi.g_00361
OG0001480	Syab.g_01836	Prbi.g_00393
OG0001481	Syab.g_00621	Prbi.g_00397
OG0001482	Syab.g_01349	Prbi.g_00458
OG0001484	Syab.g_02849	Prbi.g_01369
OG0001486	Syab.g_00967	Prbi.g_01205
OG0001492	Syab.g_01155	Prbi.g_01254
OG0001493	Syab.g_01147	Prbi.g_01262
OG0001494	Syab.g_00173	Prbi.g_01480
OG0001494	Syab.g_00180	Prbi.g_01512
OG0001499	Syab.g_01112	Prbi.g_00067
OG0001502	Syab.g_01733	Prbi.g_00817
OG0001505	Syab.g_00189	Prbi.g_01509
OG0001513	Syab.g_00470	Prbi.g_01761
OG0001520	Syab.g_01992	Prbi.g_00416
OG0001522	Syab.g_01703	Prbi.g_00880
OG0001546	Syab.g_02150	Prbi.g_00527
OG0001547	Syab.g_01440	Prbi.g_00819
OG0001551	Syab.g_01166	Prbi.g_01183
OG0001554	Syab.g_02753	Prbi.g_01682
OG0001555	Syab.g_02418	Prbi.g_01695
OG0001557	Syab.g_01598	Prbi.g_00967
OG0001564	Syab.g_00177	Prbi.g_01485
OG0001567	Syab.g_01441	Prbi.g_00818
OG0001568	Syab.g_01439	Prbi.g_00820
OG0001570	Syab.g_01443	Prbi.g_01152
OG0001572	Syab.g_02215	Prbi.g_01326
OG0001582	Syab.g_01881	Prbi.g_00470
OG0001586	Syab.g_00169	Prbi.g_01464
OG0001590	Syab.g_01753	Prbi.g_01538
OG0001625	Syab.g_00328	Prbi.g_00282
OG0001627	Syab.g_02167	Prbi.g_00797
OG0001647	Syab.g_00304	Prbi.g_00297
OG0001695	Syab.g_02869	Prbi.g_01299, Prbi.g_01550
OG0001704	Syab.g_02425	Prbi.g_02023
OG0001709	Syab.g_00162	Prbi.g_01498
OG0001740	Syab.g_02871	Prbi.g_01298, Prbi.g_01551
OG0001745	Syab.g_01769	Prbi.g_01672
OG0001758	Syab.g_01483	Prbi.g_01756
OG0001770	Syab.g_01743	Prbi.g_01537
OG0001875	Syab.g_01493	Prbi.g_01757
OG0001876	Syab.g_01494	Prbi.g_01758
OG0001922	Syab.g_00153	Prbi.g_01406
OG0001995	Syab.g_00345	Prbi.g_01411
OG0002020	Syab.g_02865	Prbi.g_01297, Prbi.g_01552
OG0002021	Syab.g_02863	Prbi.g_01295, Prbi.g_01554
OG0002022	Syab.g_02862	Prbi.g_01294, Prbi.g_01555
OG0002023	Syab.g_02861	Prbi.g_01293, Prbi.g_01556
OG0002024	Syab.g_02855	Prbi.g_01289, Prbi.g_01560
OG0002054	Syab.g_02854	Prbi.g_01288, Prbi.g_01561
OG0002055	Syab.g_02857	Prbi.g_01291, Prbi.g_01558
OG0002131	Syab.g_02864	Prbi.g_01296, Prbi.g_01553
OG0002132	Syab.g_02858	Prbi.g_01292, Prbi.g_01557
OG0002133	Syab.g_02856	Prbi.g_01290, Prbi.g_01559
OG0002178	Syab.g_02860	Prbi.g_01286, Prbi.g_01563
OG0002794	Syab.g_00168	Prbi.g_01481
