Orthogroup	Syab	Syap
OG0001392	Syab.g_02846	Syap.g_01832
OG0001393	Syab.g_02847	Syap.g_01831
OG0001394	Syab.g_01599	Syap.g_00159
OG0001396	Syab.g_02831	Syap.g_02537
OG0001398	Syab.g_02457	Syap.g_02356
OG0001401	Syab.g_01708	Syap.g_01844
OG0001406	Syab.g_02783	Syap.g_01989
OG0001408	Syab.g_01826	Syap.g_01862
OG0001411	Syab.g_00147	Syap.g_00853
OG0001412	Syab.g_02829	Syap.g_02535
OG0001415	Syab.g_02471	Syap.g_00447, Syap.g_00446
OG0001420	Syab.g_02155	Syap.g_02736
OG0001425	Syab.g_02777	Syap.g_01024
OG0001428	Syab.g_02594	Syap.g_01196
OG0001432	Syab.g_01818	Syap.g_01967
OG0001434	Syab.g_01594	Syap.g_00167
OG0001435	Syab.g_01637	Syap.g_01259
OG0001436	Syab.g_00216	Syap.g_01711
OG0001438	Syab.g_00280	Syap.g_01346, Syap.g_01630
OG0001439	Syab.g_00248	Syap.g_01674
OG0001443	Syab.g_02794	Syap.g_01006
OG0001444	Syab.g_02736, Syab.g_00101	Syap.g_00761
OG0001447	Syab.g_02534	Syap.g_02218
OG0001452	Syab.g_00338	Syap.g_01590
OG0001456	Syab.g_02850	Syap.g_01828
OG0001457	Syab.g_02851	Syap.g_01826
OG0001458	Syab.g_02852	Syap.g_01825
OG0001461	Syab.g_01754	Syap.g_02707
OG0001478	Syab.g_00706, Syab.g_00260, Syab.g_00661	Syap.g_01790
OG0001479	Syab.g_00527	Syap.g_00565
OG0001488	Syab.g_00994	Syap.g_00209
OG0001489	Syab.g_00462	Syap.g_00603
OG0001492	Syab.g_01155	Syap.g_02441
OG0001493	Syab.g_01147	Syap.g_02433
OG0001498	Syab.g_00552	Syap.g_02044, Syap.g_02043
OG0001502	Syab.g_01733	Syap.g_00833
OG0001510	Syab.g_00103	Syap.g_01117
OG0001511	Syab.g_02509	Syap.g_02629, Syap.g_02676
OG0001512	Syab.g_02368	Syap.g_01151, Syap.g_01152
OG0001515	Syab.g_01176	Syap.g_00906
OG0001516	Syab.g_01554	Syap.g_01964
OG0001517	Syab.g_00524	Syap.g_00568
OG0001518	Syab.g_02775	Syap.g_01026
OG0001519	Syab.g_02796	Syap.g_02079
OG0001527	Syab.g_01998	Syap.g_00287, Syap.g_00292
OG0001529	Syab.g_00051	Syap.g_01809
OG0001530	Syab.g_02507	Syap.g_02627
OG0001531	Syab.g_02367	Syap.g_01150
OG0001533	Syab.g_00636	Syap.g_02326
OG0001534	Syab.g_01297	Syap.g_00534
OG0001535	Syab.g_01316	Syap.g_01875
OG0001536	Syab.g_01388	Syap.g_02018
OG0001537	Syab.g_01606	Syap.g_00153
OG0001538	Syab.g_01278	Syap.g_00199
OG0001539	Syab.g_01641	Syap.g_02370
OG0001540	Syab.g_02538	Syap.g_02214
OG0001541	Syab.g_02603	Syap.g_01187
OG0001542	Syab.g_02614	Syap.g_01177
OG0001543	Syab.g_02686	Syap.g_01417, Syap.g_01416
OG0001546	Syab.g_02150	Syap.g_02745
OG0001547	Syab.g_01440	Syap.g_00840, Syap.g_00839
OG0001557	Syab.g_01598	Syap.g_00162
OG0001558	Syab.g_00021	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syab.g_01324	Syap.g_02700
OG0001564	Syab.g_00177	Syap.g_00876
OG0001567	Syab.g_01441	Syap.g_00838
OG0001568	Syab.g_01439	Syap.g_00842
OG0001570	Syab.g_01443	Syap.g_00438
OG0001574	Syab.g_02000	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syab.g_00964	Syap.g_00232
OG0001578	Syab.g_00868	Syap.g_01818
OG0001580	Syab.g_02740	Syap.g_01340, Syap.g_01341
OG0001590	Syab.g_01742, Syab.g_01753, Syab.g_01879	Syap.g_00889
OG0001592	Syab.g_02741	Syap.g_01342
OG0001614	Syab.g_00121	Syap.g_01101
OG0001615	Syab.g_01727	Syap.g_01937
OG0001616	Syab.g_01013	Syap.g_01884
OG0001618	Syab.g_01665	Syap.g_00518
OG0001619	Syab.g_01399	Syap.g_01752
OG0001620	Syab.g_00535	Syap.g_00557
OG0001621	Syab.g_00337	Syap.g_01592
OG0001622	Syab.g_02884	Syap.g_02601
OG0001623	Syab.g_00506	Syap.g_00582, Syap.g_00585
OG0001624	Syab.g_01843	Syap.g_02494
OG0001634	Syab.g_01560	Syap.g_01956
OG0001635	Syab.g_00090	Syap.g_01127
OG0001636	Syab.g_00041	Syap.g_01797
OG0001637	Syab.g_02344	Syap.g_01945, Syap.g_01946
OG0001638	Syab.g_02270	Syap.g_01778
OG0001639	Syab.g_02170	Syap.g_00751
OG0001641	Syab.g_01341	Syap.g_02685
OG0001642	Syab.g_02027	Syap.g_00530
OG0001643	Syab.g_01869	Syap.g_00902
OG0001644	Syab.g_01672	Syap.g_00346
OG0001645	Syab.g_02028, Syab.g_02814	Syap.g_00668
OG0001647	Syab.g_00304	Syap.g_01370
OG0001652	Syab.g_00019	Syap.g_02634
OG0001654	Syab.g_02168	Syap.g_00753
OG0001657	Syab.g_02575	Syap.g_02175
OG0001658	Syab.g_02754	Syap.g_00131
OG0001659	Syab.g_01020	Syap.g_01892
OG0001669	Syab.g_02892	Syap.g_01283
OG0001672	Syab.g_02448	Syap.g_02553, Syap.g_02554
OG0001673	Syab.g_02375	Syap.g_01163
OG0001675	Syab.g_01326	Syap.g_02698
OG0001677	Syab.g_00475	Syap.g_00592
OG0001678	Syab.g_00370	Syap.g_02678
OG0001679	Syab.g_01425, Syab.g_02475	Syap.g_02521
OG0001680	Syab.g_02290	Syap.g_01772
OG0001682	Syab.g_01647, Syab.g_01663	Syap.g_00516
OG0001692	Syab.g_00782	Syap.g_02120
OG0001694	Syab.g_00293	Syap.g_01358
OG0001713	Syab.g_00985	Syap.g_00349
OG0001715	Syab.g_01788	Syap.g_00665
OG0001717	Syab.g_02588	Syap.g_01200
OG0001729	Syab.g_02362	Syap.g_02666
OG0001730	Syab.g_02358	Syap.g_00770
OG0001731	Syab.g_02188	Syap.g_00029
OG0001732	Syab.g_01045	Syap.g_02315
OG0001735	Syab.g_01535	Syap.g_00095
OG0001737	Syab.g_00274	Syap.g_01637
OG0001738	Syab.g_00233	Syap.g_01657
OG0001739	Syab.g_02867	Syap.g_01815, Syap.g_01816
OG0001741	Syab.g_01067, Syab.g_02161	Syap.g_02493
OG0001745	Syab.g_01769	Syap.g_02401
OG0001748	Syab.g_02693	Syap.g_01911
OG0001750	Syab.g_02480	Syap.g_00764
OG0001751	Syab.g_02376	Syap.g_01164
OG0001752	Syab.g_02354	Syap.g_02670
OG0001754	Syab.g_02346	Syap.g_01949, Syap.g_01948
OG0001755	Syab.g_02141	Syap.g_00250
OG0001762	Syab.g_01333	Syap.g_02692
OG0001764	Syab.g_01436	Syap.g_02336
OG0001766	Syab.g_00263	Syap.g_01328
OG0001767	Syab.g_00218	Syap.g_00863
OG0001768	Syab.g_02620	Syap.g_00610, Syap.g_02273, Syap.g_02275
OG0001783	Syab.g_00116	Syap.g_01108, Syap.g_01471
OG0001786	Syab.g_02213	Syap.g_00311, Syap.g_01210
OG0001787	Syab.g_02042	Syap.g_01454
OG0001788	Syab.g_02039	Syap.g_01449
OG0001789	Syab.g_00916	Syap.g_01482, Syap.g_01481
OG0001790	Syab.g_00948	Syap.g_00238
OG0001796	Syab.g_01322	Syap.g_01850, Syap.g_01852
OG0001797	Syab.g_01407	Syap.g_00947
OG0001798	Syab.g_01894	Syap.g_01291
OG0001800	Syab.g_00819	Syap.g_00771
OG0001801	Syab.g_00804	Syap.g_02110
OG0001804	Syab.g_00553	Syap.g_02045, Syap.g_02046
OG0001806	Syab.g_00305	Syap.g_02337
OG0001808	Syab.g_00209	Syap.g_01055
OG0001811	Syab.g_02612	Syap.g_01180
OG0001812	Syab.g_02742	Syap.g_01343
OG0001813	Syab.g_02810	Syap.g_02086
OG0001814	Syab.g_02899	Syap.g_01166, Syap.g_00125
OG0001815	Syab.g_02909	Syap.g_01801
OG0001838	Syab.g_00008	Syap.g_00064, Syap.g_00537
OG0001839	Syab.g_00037	Syap.g_01794
OG0001840	Syab.g_00057	Syap.g_00978
OG0001841	Syab.g_00064	Syap.g_00987
OG0001843	Syab.g_00122	Syap.g_01100
OG0001844	Syab.g_00123	Syap.g_01099
OG0001845	Syab.g_00124	Syap.g_01094
OG0001846	Syab.g_02526	Syap.g_02228, Syap.g_02226
OG0001847	Syab.g_02524	Syap.g_02230
OG0001848	Syab.g_02520	Syap.g_02236
OG0001849	Syab.g_02464	Syap.g_02364
OG0001850	Syab.g_02451	Syap.g_02550
OG0001851	Syab.g_02444	Syap.g_01700
OG0001852	Syab.g_02443	Syap.g_01699
OG0001853	Syab.g_02436	Syap.g_01691
OG0001854	Syab.g_02371	Syap.g_01157
OG0001856	Syab.g_02228	Syap.g_01216
OG0001857	Syab.g_02225	Syap.g_01212
OG0001858	Syab.g_02183	Syap.g_00025
OG0001859	Syab.g_02077	Syap.g_02516
OG0001860	Syab.g_02091	Syap.g_02262
OG0001861	Syab.g_02103	Syap.g_02248
OG0001862	Syab.g_02115	Syap.g_00276
OG0001863	Syab.g_02121	Syap.g_00272
OG0001864	Syab.g_02032	Syap.g_01974
OG0001865	Syab.g_01801, Syab.g_01966	Syap.g_00651
OG0001866	Syab.g_01933	Syap.g_01522
OG0001867	Syab.g_01922	Syap.g_01524
OG0001868	Syab.g_00910	Syap.g_01495
OG0001869	Syab.g_00963	Syap.g_00233
OG0001870	Syab.g_00972	Syap.g_00224
OG0001871	Syab.g_00977	Syap.g_00217
OG0001872	Syab.g_01058	Syap.g_02442
OG0001873	Syab.g_01014	Syap.g_01885
OG0001874	Syab.g_01011	Syap.g_01882
OG0001877	Syab.g_01177	Syap.g_00905
OG0001878	Syab.g_01329	Syap.g_02695
OG0001879	Syab.g_01336	Syap.g_02690
OG0001883	Syab.g_01408	Syap.g_01741
OG0001884	Syab.g_01805	Syap.g_01733
OG0001885	Syab.g_01431	Syap.g_02792
OG0001886	Syab.g_01435	Syap.g_02335
OG0001887	Syab.g_01617	Syap.g_01245
OG0001888	Syab.g_01592	Syap.g_00168
OG0001889	Syab.g_01288	Syap.g_02724
OG0001890	Syab.g_01721	Syap.g_00825
OG0001891	Syab.g_01725	Syap.g_00832
OG0001893	Syab.g_01893	Syap.g_01290
OG0001894	Syab.g_01874	Syap.g_00893
OG0001895	Syab.g_00813	Syap.g_02658
OG0001896	Syab.g_00574	Syap.g_02053
OG0001897	Syab.g_00532	Syap.g_00559
OG0001898	Syab.g_00513	Syap.g_00577
OG0001899	Syab.g_00434	Syap.g_00484
OG0001900	Syab.g_00320	Syap.g_02355
OG0001901	Syab.g_00319	Syap.g_02354
OG0001902	Syab.g_00288	Syap.g_01354
OG0001903	Syab.g_00279	Syap.g_01631
OG0001904	Syab.g_00213	Syap.g_02063
OG0001905	Syab.g_00206	Syap.g_01060
OG0001906	Syab.g_02539	Syap.g_02213
OG0001908	Syab.g_02605	Syap.g_01185
OG0001909	Syab.g_02618	Syap.g_02279
OG0001910	Syab.g_02697	Syap.g_01907
OG0001912	Syab.g_02765	Syap.g_01042
OG0001913	Syab.g_02769	Syap.g_01032
OG0001915	Syab.g_02906	Syap.g_02313
OG0001924	Syab.g_01915	Syap.g_00381
OG0001925	Syab.g_01916	Syap.g_00382
OG0001926	Syab.g_01917	Syap.g_00383
OG0001927	Syab.g_01918	Syap.g_00384
OG0001929	Syab.g_00071	Syap.g_00994
OG0001932	Syab.g_00120	Syap.g_01102
OG0001935	Syab.g_02441	Syap.g_01697
OG0001937	Syab.g_02196	Syap.g_00037
OG0001938	Syab.g_02093	Syap.g_00731, Syap.g_02259
OG0001942	Syab.g_00940	Syap.g_00831
OG0001943	Syab.g_00987	Syap.g_00645
OG0001944	Syab.g_01442	Syap.g_02662
OG0001946	Syab.g_01178	Syap.g_01058
OG0001970	Syab.g_02541	Syap.g_02212
OG0001973	Syab.g_02720	Syap.g_01332
OG0001979	Syab.g_01172, Syab.g_01161	Syap.g_00834, Syap.g_00662
OG0001994	Syab.g_01914	Syap.g_00380
OG0001998	Syab.g_00888	Syap.g_00748
OG0001999	Syab.g_02321	Syap.g_01375
OG0002002	Syab.g_01057	Syap.g_02443
OG0002006	Syab.g_01236	Syap.g_01384, Syap.g_01413
OG0002009	Syab.g_01603	Syap.g_00155
OG0002013	Syab.g_02456	Syap.g_02542
OG0002016	Syab.g_02690	Syap.g_00102
OG0002017	Syab.g_02823	Syap.g_02099
OG0002020	Syab.g_02865	Syap.g_02581
OG0002021	Syab.g_02863	Syap.g_02584
OG0002022	Syab.g_02862	Syap.g_02585
OG0002023	Syab.g_02861	Syap.g_02588
OG0002025	Syab.g_00195	Syap.g_02468
OG0002039	Syab.g_00998	Syap.g_00208
OG0002046	Syab.g_00666	Syap.g_02164
OG0002048	Syab.g_00471	Syap.g_00598
OG0002049	Syab.g_00389	Syap.g_01926
OG0002053	Syab.g_01482	Syap.g_00835
OG0002056	Syab.g_00278	Syap.g_01633, Syap.g_01632
OG0002110	Syab.g_00077	Syap.g_00363
OG0002113	Syab.g_00038	Syap.g_01795
OG0002116	Syab.g_02201	Syap.g_00044
OG0002122	Syab.g_01174	Syap.g_01294
OG0002129	Syab.g_00756	Syap.g_02529
OG0002130	Syab.g_00917	Syap.g_01480
OG0002131	Syab.g_02864	Syap.g_02582
OG0002134	Syab.g_00130	Syap.g_01088, Syap.g_01087
OG0002135	Syab.g_02304	Syap.g_01395, Syap.g_01402
OG0002136	Syab.g_02303	Syap.g_01396, Syap.g_01403
OG0002139	Syab.g_01142	Syap.g_02429
OG0002142	Syab.g_00803	Syap.g_02112, Syap.g_02111
OG0002143	Syab.g_00556	Syap.g_02578
OG0002144	Syab.g_00394	Syap.g_00772, Syap.g_00773
OG0002145	Syab.g_01072	Syap.g_02737
OG0002156	Syab.g_00808	Syap.g_01621
OG0002167	Syab.g_01848	Syap.g_01318
OG0002168	Syab.g_01234	Syap.g_01411
OG0002170	Syab.g_00520	Syap.g_00573
OG0002172	Syab.g_02694	Syap.g_01910
OG0002173	Syab.g_02683	Syap.g_01420
OG0002174	Syab.g_02824	Syap.g_02100
OG0002179	Syab.g_00203	Syap.g_01062
OG0002180	Syab.g_00287	Syap.g_01353
OG0002181	Syab.g_00317	Syap.g_02350
OG0002182	Syab.g_00339	Syap.g_00309
OG0002184	Syab.g_02463	Syap.g_02363
OG0002185	Syab.g_02452	Syap.g_02549
OG0002186	Syab.g_02302	Syap.g_01404
OG0002187	Syab.g_02300	Syap.g_01398
OG0002188	Syab.g_02249	Syap.g_00616
OG0002189	Syab.g_02248	Syap.g_00615
OG0002190	Syab.g_02187	Syap.g_00028
OG0002191	Syab.g_00577	Syap.g_02327, Syap.g_02329
OG0002192	Syab.g_01000	Syap.g_00207
OG0002194	Syab.g_01146	Syap.g_02432
OG0002195	Syab.g_01621	Syap.g_01249
OG0002196	Syab.g_01575	Syap.g_00179
OG0002197	Syab.g_01342	Syap.g_02684
OG0002198	Syab.g_01851	Syap.g_00644, Syap.g_00405
OG0002199	Syab.g_01855	Syap.g_00637
OG0002200	Syab.g_00775	Syap.g_02466
OG0002201	Syab.g_01942	Syap.g_01520
OG0002202	Syab.g_01943	Syap.g_01519
OG0002203	Syab.g_01944	Syap.g_01518
OG0002204	Syab.g_01963	Syap.g_00440
OG0002205	Syab.g_01982	Syap.g_01315
OG0002207	Syab.g_02002	Syap.g_00297
OG0002208	Syab.g_02090	Syap.g_02263
OG0002209	Syab.g_00530	Syap.g_00561
OG0002210	Syab.g_00479	Syap.g_00588
OG0002211	Syab.g_00438	Syap.g_00480
OG0002212	Syab.g_02739	Syap.g_01338
OG0002214	Syab.g_02887	Syap.g_02604
OG0002235	Syab.g_01584	Syap.g_00176
OG0002236	Syab.g_01545	Syap.g_02346
OG0002238	Syab.g_01469	Syap.g_02235, Syap.g_02000
OG0002241	Syab.g_00665	Syap.g_02165
OG0002257	Syab.g_01811	Syap.g_00660
OG0002260	Syab.g_01141	Syap.g_02428
OG0002277	Syab.g_00074	Syap.g_00997
OG0002292	Syab.g_02627	Syap.g_02266
OG0002296	Syab.g_00744	Syap.g_02008
OG0002301	Syab.g_00874	Syap.g_00675
OG0002302	Syab.g_02075	Syap.g_02512
OG0002306	Syab.g_00951	Syap.g_02088
OG0002308	Syab.g_01570	Syap.g_00624
OG0002309	Syab.g_01709	Syap.g_01843
OG0002329	Syab.g_02883	Syap.g_01423
OG0002335	Syab.g_00771	Syap.g_01161
OG0002341	Syab.g_02721	Syap.g_01330
OG0002347	Syab.g_02312	Syap.g_01387
OG0002352	Syab.g_00982	Syap.g_00801
OG0002353	Syab.g_01285	Syap.g_02729
OG0002355	Syab.g_01780	Syap.g_02330
OG0002358	Syab.g_00581	Syap.g_02358
OG0002359	Syab.g_00737	Syap.g_00006
OG0002375	Syab.g_00151	Syap.g_00880
OG0002382	Syab.g_02105	Syap.g_02246
OG0002390	Syab.g_02621	Syap.g_02274
OG0002391	Syab.g_02529	Syap.g_02223
OG0002406	Syab.g_01459	Syap.g_00435
OG0002411	Syab.g_01698	Syap.g_02704
OG0002425	Syab.g_00186	Syap.g_01019
OG0002440	Syab.g_01315	Syap.g_01874
OG0002443	Syab.g_02673	Syap.g_01627
OG0002464	Syab.g_02449	Syap.g_02552
OG0002466	Syab.g_02343	Syap.g_01500
OG0002473	Syab.g_02609	Syap.g_01119
OG0002474	Syab.g_00392	Syap.g_01855, Syap.g_02768
OG0002475	Syab.g_00738	Syap.g_00005
OG0002527	Syab.g_01797	Syap.g_02372
OG0002528	Syab.g_01799	Syap.g_02374
OG0002537	Syab.g_02624	Syap.g_02270
OG0002539	Syab.g_02772	Syap.g_01029
OG0002541	Syab.g_00478	Syap.g_00589
OG0002543	Syab.g_02770	Syap.g_01031
OG0002580	Syab.g_02832	Syap.g_02394, Syap.g_02538
OG0002592	Syab.g_02718	Syap.g_01327
OG0002593	Syab.g_02164	Syap.g_00754
OG0002598	Syab.g_01814	Syap.g_02388
OG0002601	Syab.g_01798	Syap.g_02373
OG0002622	Syab.g_01473	Syap.g_01448
OG0002645	Syab.g_01864	Syap.g_01443
OG0002648	Syab.g_02745	Syap.g_01456
OG0002649	Syab.g_02746	Syap.g_01457
OG0002650	Syab.g_02747	Syap.g_01458
OG0002678	Syab.g_00873	Syap.g_00151
OG0002723	Syab.g_00152	Syap.g_01265
OG0002753	Syab.g_00362	Syap.g_00775
OG0002755	Syab.g_00810	Syap.g_01980
OG0002760	Syab.g_01926	Syap.g_01472, Syap.g_01529
OG0002797	Syab.g_02262	Syap.g_01788
OG0002808	Syab.g_00043	Syap.g_01798
OG0002844	Syab.g_00086	Syap.g_01000, Syap.g_00861
OG0002868	Syab.g_01562	Syap.g_01625
OG0002870	Syab.g_02455	Syap.g_02543
OG0003041	Syab.g_01481, Syab.g_01523	Syap.g_00336, Syap.g_00334
OG0003064	Syab.g_02414	Syap.g_00924, Syap.g_00960
OG0003067	Syab.g_02253, Syab.g_02254	Syap.g_01865
OG0003102	Syab.g_00231	Syap.g_00884
OG0003127	Syab.g_01472	Syap.g_01447
OG0003128	Syab.g_01581	Syap.g_00177
OG0003134	Syab.g_02458	Syap.g_02357
OG0003135	Syab.g_02626	Syap.g_02267
OG0003293	Syab.g_01370	Syap.g_00847
OG0003546	Syab.g_01503	Syap.g_01988
OG0003547	Syab.g_01504	Syap.g_02322
OG0003549	Syab.g_01578	Syap.g_00524, Syap.g_00525
OG0004338	Syab.g_01498	Syap.g_00803
OG0004344	Syab.g_02385	Syap.g_02603
OG0004345	Syab.g_02403	Syap.g_00652
OG0005037	Syab.g_02663	Syap.g_01007
OG0005835	Syab.g_02654	Syap.g_02570
OG0005840	Syab.g_02790	Syap.g_01012
