Orthogroup	Syab	Pray
OG0001172	Syab.g_00371	Pray.g_01237
OG0001173	Syab.g_00372	Pray.g_01238
OG0001174	Syab.g_00380	Pray.g_01246
OG0001175	Syab.g_00381	Pray.g_01247
OG0001176	Syab.g_00398	Pray.g_01254
OG0001177	Syab.g_00396	Pray.g_01257
OG0001178	Syab.g_02263	Pray.g_01262
OG0001179	Syab.g_00427	Pray.g_01290
OG0001180	Syab.g_00453	Pray.g_01312
OG0001181	Syab.g_00457	Pray.g_01316
OG0001182	Syab.g_00467	Pray.g_01323
OG0001183	Syab.g_00474	Pray.g_01328
OG0001184	Syab.g_00196	Pray.g_01344
OG0001185	Syab.g_00119	Pray.g_01358
OG0001186	Syab.g_00085	Pray.g_01382
OG0001187	Syab.g_00081	Pray.g_01386
OG0001188	Syab.g_00079	Pray.g_01389
OG0001189	Syab.g_00058	Pray.g_01406
OG0001190	Syab.g_02755	Pray.g_01410
OG0001191	Syab.g_02771	Pray.g_01420
OG0001192	Syab.g_02778	Pray.g_01425
OG0001193	Syab.g_02827	Pray.g_01435
OG0001194	Syab.g_02833	Pray.g_01436
OG0001195	Syab.g_02834	Pray.g_01437
OG0001196	Syab.g_02896	Pray.g_01450
OG0001197	Syab.g_02898	Pray.g_01451
OG0001198	Syab.g_02911	Pray.g_01458
OG0001199	Syab.g_02440	Pray.g_00215
OG0001200	Syab.g_02442	Pray.g_00213
OG0001201	Syab.g_02501	Pray.g_00181
OG0001202	Syab.g_02635	Pray.g_00680
OG0001203	Syab.g_02369	Pray.g_00719
OG0001204	Syab.g_00353	Pray.g_00724
OG0001205	Syab.g_00593	Pray.g_00935
OG0001206	Syab.g_00641	Pray.g_00952
OG0001207	Syab.g_02088	Pray.g_00967
OG0001208	Syab.g_02098	Pray.g_00972
OG0001209	Syab.g_02038	Pray.g_01226
OG0001210	Syab.g_02030	Pray.g_01221
OG0001211	Syab.g_02013	Pray.g_01211
OG0001212	Syab.g_01955	Pray.g_01167
OG0001213	Syab.g_01886	Pray.g_01134
OG0001214	Syab.g_01872	Pray.g_01126
OG0001215	Syab.g_01171	Pray.g_01073
OG0001216	Syab.g_01269	Pray.g_01038
OG0001217	Syab.g_01464	Pray.g_00293
OG0001218	Syab.g_00723	Pray.g_00300
OG0001220	Syab.g_01737	Pray.g_00400
OG0001221	Syab.g_01607	Pray.g_00463
OG0001222	Syab.g_01396	Pray.g_00503
OG0001223	Syab.g_01345	Pray.g_00529
OG0001224	Syab.g_01214	Pray.g_00580
OG0001225	Syab.g_01212	Pray.g_00582
OG0001226	Syab.g_02450	Pray.g_00608
OG0001227	Syab.g_00891	Pray.g_00626
OG0001228	Syab.g_01697	Pray.g_00018
OG0001229	Syab.g_01184	Pray.g_01831
OG0001230	Syab.g_00791	Pray.g_01730
OG0001231	Syab.g_00017	Pray.g_01625
OG0001232	Syab.g_02306	Pray.g_01536
OG0001233	Syab.g_02329	Pray.g_01516
OG0001234	Syab.g_00385	Pray.g_01249
OG0001235	Syab.g_00391	Pray.g_01259
OG0001236	Syab.g_00200	Pray.g_01341
OG0001237	Syab.g_00192	Pray.g_01345
OG0001238	Syab.g_02773	Pray.g_01421
OG0001239	Syab.g_02437	Pray.g_00218
OG0001240	Syab.g_02484	Pray.g_00196
OG0001241	Syab.g_02494	Pray.g_00188
OG0001242	Syab.g_02525	Pray.g_00170
OG0001243	Syab.g_02533	Pray.g_00164
OG0001244	Syab.g_02561	Pray.g_00148
OG0001245	Syab.g_01762	Pray.g_00858
OG0001246	Syab.g_02126	Pray.g_00995
OG0001247	Syab.g_02825	Pray.g_01080
OG0001248	Syab.g_01163	Pray.g_01078
OG0001249	Syab.g_00514	Pray.g_00326
OG0001250	Syab.g_01714	Pray.g_00389
OG0001251	Syab.g_01816	Pray.g_00437
OG0001252	Syab.g_01228	Pray.g_00575
OG0001253	Syab.g_01761	Pray.g_00627
OG0001254	Syab.g_01749	Pray.g_00095
OG0001255	Syab.g_01846	Pray.g_00080
OG0001256	Syab.g_02238	Pray.g_01632
OG0001257	Syab.g_01610	Pray.g_01626
OG0001258	Syab.g_02250	Pray.g_01562
OG0001259	Syab.g_02327	Pray.g_01518
OG0001260	Syab.g_02350	Pray.g_01502
OG0001261	Syab.g_00436	Pray.g_01298
OG0001262	Syab.g_00060	Pray.g_01404
OG0001263	Syab.g_02536	Pray.g_00161
OG0001265	Syab.g_02523	Pray.g_00171
OG0001266	Syab.g_02639	Pray.g_00684
OG0001267	Syab.g_00295	Pray.g_00759
OG0001268	Syab.g_00529	Pray.g_00817
OG0001269	Syab.g_01809	Pray.g_00837
OG0001270	Syab.g_00579	Pray.g_00924
OG0001271	Syab.g_00694	Pray.g_00962
OG0001272	Syab.g_02102	Pray.g_00976
OG0001273	Syab.g_01878	Pray.g_01132
OG0001274	Syab.g_02706	Pray.g_01060
OG0001275	Syab.g_01330	Pray.g_00539
OG0001276	Syab.g_01313	Pray.g_00559
OG0001277	Syab.g_02163	Pray.g_00616
OG0001278	Syab.g_01152	Pray.g_00013
OG0001279	Syab.g_01807	Pray.g_01926
OG0001280	Syab.g_00918	Pray.g_01871
OG0001281	Syab.g_00906	Pray.g_01865
OG0001282	Syab.g_02086	Pray.g_01828
OG0001283	Syab.g_02885	Pray.g_01809
OG0001284	Syab.g_02211	Pray.g_01652
OG0001285	Syab.g_02309	Pray.g_01533
OG0001286	Syab.g_00451	Pray.g_01310
OG0001287	Syab.g_00111	Pray.g_01366
OG0001288	Syab.g_00094	Pray.g_01375
OG0001289	Syab.g_02465	Pray.g_00202
OG0001290	Syab.g_02493	Pray.g_00189
OG0001291	Syab.g_02546	Pray.g_00154
OG0001292	Syab.g_00348	Pray.g_00729
OG0001293	Syab.g_00322	Pray.g_00741
OG0001294	Syab.g_01564	Pray.g_00856
OG0001295	Syab.g_01215	Pray.g_00957
OG0001296	Syab.g_02132	Pray.g_01000
OG0001297	Syab.g_02136	Pray.g_01005
OG0001298	Syab.g_01980	Pray.g_01185
OG0001299	Syab.g_01557	Pray.g_01097
OG0001300	Syab.g_01180	Pray.g_01070
OG0001301	Syab.g_01197	Pray.g_01067
OG0001302	Syab.g_01844	Pray.g_00335
OG0001303	Syab.g_01424	Pray.g_00543
OG0001304	Syab.g_01298	Pray.g_00569
OG0001305	Syab.g_01204	Pray.g_00588
OG0001306	Syab.g_00941	Pray.g_00078
OG0001307	Syab.g_01552	Pray.g_01846
OG0001308	Syab.g_00759	Pray.g_01712
OG0001309	Syab.g_02142	Pray.g_01628
OG0001310	Syab.g_02288	Pray.g_01547
OG0001311	Syab.g_01311	Pray.g_00561
OG0001312	Syab.g_01414	Pray.g_00492
OG0001315	Syab.g_00472	Pray.g_00227
OG0001316	Syab.g_02552	Pray.g_00149
OG0001317	Syab.g_02373	Pray.g_00715
OG0001318	Syab.g_00333	Pray.g_00737
OG0001319	Syab.g_00306	Pray.g_00752
OG0001321	Syab.g_00616	Pray.g_00941
OG0001322	Syab.g_00617	Pray.g_00942
OG0001323	Syab.g_02145	Pray.g_01010
OG0001324	Syab.g_01181	Pray.g_01069
OG0001325	Syab.g_01273	Pray.g_01035
OG0001326	Syab.g_02841	Pray.g_00425
OG0001327	Syab.g_01643	Pray.g_00600
OG0001328	Syab.g_01616	Pray.g_00625
OG0001329	Syab.g_00361	Pray.g_00104
OG0001330	Syab.g_00925	Pray.g_01896
OG0001331	Syab.g_02081	Pray.g_01823
OG0001332	Syab.g_02165	Pray.g_01679
OG0001333	Syab.g_02323	Pray.g_01522
OG0001334	Syab.g_00483	Pray.g_01331
OG0001335	Syab.g_00484	Pray.g_01332
OG0001336	Syab.g_02886	Pray.g_01447
OG0001339	Syab.g_02496	Pray.g_00186
OG0001340	Syab.g_00503	Pray.g_00806
OG0001341	Syab.g_01779	Pray.g_00291
OG0001343	Syab.g_00359	Pray.g_00434
OG0001344	Syab.g_00974	Pray.g_00059
OG0001345	Syab.g_01008	Pray.g_00044
OG0001346	Syab.g_00914	Pray.g_01869
OG0001349	Syab.g_00150	Pray.g_01741
OG0001351	Syab.g_00625	Pray.g_00944
OG0001353	Syab.g_01702	Pray.g_00380
OG0001354	Syab.g_01358	Pray.g_00521
OG0001358	Syab.g_01900	Pray.g_01143
OG0001359	Syab.g_00360	Pray.g_00435
OG0001360	Syab.g_01010	Pray.g_00628
OG0001361	Syab.g_00154, Syab.g_01005	Pray.g_00047
OG0001362	Syab.g_00754	Pray.g_01708
OG0001363	Syab.g_00752	Pray.g_01706
OG0001364	Syab.g_00211	Pray.g_01334
OG0001365	Syab.g_02760	Pray.g_01414
OG0001369	Syab.g_02483	Pray.g_00197
OG0001373	Syab.g_02840	Pray.g_00424
OG0001374	Syab.g_02848	Pray.g_00432
OG0001375	Syab.g_00358	Pray.g_00433
OG0001376	Syab.g_02782	Pray.g_00594
OG0001377	Syab.g_02781	Pray.g_00595
OG0001378	Syab.g_00578	Pray.g_00133
OG0001379	Syab.g_00923	Pray.g_01876
OG0001381	Syab.g_01937	Pray.g_01835
OG0001382	Syab.g_00393	Pray.g_01611
OG0001385	Syab.g_02837	Pray.g_00421
OG0001386	Syab.g_02838	Pray.g_00422
OG0001387	Syab.g_02839	Pray.g_00423
OG0001388	Syab.g_02842	Pray.g_00426
OG0001389	Syab.g_02843	Pray.g_00427
OG0001390	Syab.g_02844	Pray.g_00428
OG0001391	Syab.g_02845	Pray.g_00429
OG0001392	Syab.g_02846	Pray.g_00430
OG0001393	Syab.g_02847	Pray.g_00431
OG0001397	Syab.g_00753	Pray.g_01707
OG0001398	Syab.g_02457	Pray.g_01599
OG0001400	Syab.g_02558	Pray.g_01055, Pray.g_00249
OG0001402	Syab.g_01896	Pray.g_00307
OG0001404	Syab.g_02433	Pray.g_00221
OG0001405	Syab.g_00486	Pray.g_00804
OG0001406	Syab.g_02783	Pray.g_00593
OG0001407	Syab.g_01158	Pray.g_00606
OG0001408	Syab.g_01826	Pray.g_00611
OG0001409	Syab.g_00988	Pray.g_00056
OG0001410	Syab.g_01550	Pray.g_01845
OG0001411	Syab.g_00147	Pray.g_01784
OG0001413	Syab.g_01812	Pray.g_01637
OG0001414	Syab.g_01938	Pray.g_00710
OG0001415	Syab.g_02471	Pray.g_00712
OG0001416	Syab.g_00909	Pray.g_00949
OG0001417	Syab.g_01359	Pray.g_00959
OG0001419	Syab.g_01159	Pray.g_00607
OG0001420	Syab.g_02155	Pray.g_00124
OG0001425	Syab.g_02777	Pray.g_01424
OG0001428	Syab.g_02594	Pray.g_00653
OG0001429	Syab.g_01423	Pray.g_00338
OG0001430	Syab.g_02743	Pray.g_01901
OG0001432	Syab.g_01818	Pray.g_01639
OG0001434	Syab.g_01594	Pray.g_00472
OG0001439	Syab.g_00248	Pray.g_00785
OG0001442	Syab.g_01583	Pray.g_00283
OG0001447	Syab.g_02534	Pray.g_00163
OG0001448	Syab.g_01789	Pray.g_00844
OG0001449	Syab.g_00357	Pray.g_00880
OG0001450	Syab.g_01081	Pray.g_01076
OG0001452	Syab.g_00338	Pray.g_00439
OG0001454	Syab.g_01808	Pray.g_00621
OG0001456	Syab.g_02850	Pray.g_00087
OG0001457	Syab.g_02851	Pray.g_00086
OG0001458	Syab.g_02852	Pray.g_00085
OG0001462	Syab.g_00042	Pray.g_01496
OG0001463	Syab.g_01104	Pray.g_00765
OG0001467	Syab.g_00805	Pray.g_00327
OG0001471	Syab.g_00253	Pray.g_01636
OG0001472	Syab.g_01800	Pray.g_01629
OG0001473	Syab.g_01813	Pray.g_01383
OG0001479	Syab.g_00527	Pray.g_00815
OG0001480	Syab.g_01836	Pray.g_00846
OG0001481	Syab.g_00621	Pray.g_00851
OG0001482	Syab.g_01349	Pray.g_00947
OG0001486	Syab.g_00967	Pray.g_00066
OG0001492	Syab.g_01155	Pray.g_00016
OG0001493	Syab.g_01147	Pray.g_00008
OG0001499	Syab.g_01112	Pray.g_00228
OG0001502	Syab.g_01733	Pray.g_00318
OG0001505	Syab.g_00189	Pray.g_01796
OG0001520	Syab.g_01992	Pray.g_00872
OG0001522	Syab.g_01703	Pray.g_00381
OG0001525	Syab.g_01823	Pray.g_01620
OG0001546	Syab.g_02150	Pray.g_01015
OG0001547	Syab.g_01440	Pray.g_00320
OG0001551	Syab.g_01166	Pray.g_00088
OG0001554	Syab.g_02753	Pray.g_01630
OG0001555	Syab.g_02418	Pray.g_01615
OG0001557	Syab.g_01598	Pray.g_00468
OG0001564	Syab.g_00177	Pray.g_01767
OG0001565	Syab.g_01837	Pray.g_00909
OG0001567	Syab.g_01441	Pray.g_00319
OG0001568	Syab.g_01439	Pray.g_00321
OG0001570	Syab.g_01443	Pray.g_00121
OG0001582	Syab.g_01881	Pray.g_00958
OG0001627	Syab.g_02167	Pray.g_00297
OG0001635	Syab.g_00090	Pray.g_01577
OG0001666	Syab.g_01471	Pray.g_01913
OG0001704	Syab.g_02425	Pray.g_00230, Pray.g_00229
OG0001709	Syab.g_00162	Pray.g_01742
OG0001712	Syab.g_01764	Pray.g_00901
OG0001726	Syab.g_01087	Pray.g_00898
OG0001745	Syab.g_01769	Pray.g_01640
OG0001922	Syab.g_00153	Pray.g_01855
OG0002112	Syab.g_00267	Pray.g_00892
OG0002157	Syab.g_00266	Pray.g_00893
OG0002158	Syab.g_00268	Pray.g_00891
OG0002560	Syab.g_01474	Pray.g_00874
