Orthogroup	Syab	Prai
OG0001173	Syab.g_00372	Prai.g_01705
OG0001174	Syab.g_00380	Prai.g_01713
OG0001175	Syab.g_00381	Prai.g_01714
OG0001176	Syab.g_00398	Prai.g_01721
OG0001177	Syab.g_00396	Prai.g_01724
OG0001178	Syab.g_02263	Prai.g_01729
OG0001179	Syab.g_00427	Prai.g_01761
OG0001180	Syab.g_00453	Prai.g_01788
OG0001181	Syab.g_00457	Prai.g_01792
OG0001182	Syab.g_00467	Prai.g_01799
OG0001183	Syab.g_00474	Prai.g_01803
OG0001184	Syab.g_00196	Prai.g_01819
OG0001185	Syab.g_00119	Prai.g_01833
OG0001186	Syab.g_00085	Prai.g_01856
OG0001187	Syab.g_00081	Prai.g_01862
OG0001188	Syab.g_00079	Prai.g_01864
OG0001189	Syab.g_00058	Prai.g_01881
OG0001190	Syab.g_02755	Prai.g_01885
OG0001191	Syab.g_02771	Prai.g_01895
OG0001192	Syab.g_02778	Prai.g_01899
OG0001193	Syab.g_02827	Prai.g_01909
OG0001194	Syab.g_02833	Prai.g_01910
OG0001195	Syab.g_02834	Prai.g_01911
OG0001196	Syab.g_02896	Prai.g_01924
OG0001197	Syab.g_02898	Prai.g_01925
OG0001198	Syab.g_02911	Prai.g_01933
OG0001199	Syab.g_02440	Prai.g_00074
OG0001200	Syab.g_02442	Prai.g_00076
OG0001201	Syab.g_02501	Prai.g_00108
OG0001202	Syab.g_02635	Prai.g_00210
OG0001203	Syab.g_02369	Prai.g_00249
OG0001204	Syab.g_00353	Prai.g_00256
OG0001205	Syab.g_00593	Prai.g_00476
OG0001206	Syab.g_00641	Prai.g_00493
OG0001207	Syab.g_02088	Prai.g_00507
OG0001208	Syab.g_02098	Prai.g_00512
OG0001209	Syab.g_02038	Prai.g_00563
OG0001210	Syab.g_02030	Prai.g_00568
OG0001211	Syab.g_02013	Prai.g_00578
OG0001212	Syab.g_01955	Prai.g_00624
OG0001213	Syab.g_01886	Prai.g_00658
OG0001214	Syab.g_01872	Prai.g_00666
OG0001215	Syab.g_01171	Prai.g_00719
OG0001216	Syab.g_01269	Prai.g_00750
OG0001217	Syab.g_01464	Prai.g_00894
OG0001218	Syab.g_00723	Prai.g_00887
OG0001220	Syab.g_01737	Prai.g_00795
OG0001221	Syab.g_01607	Prai.g_01035
OG0001222	Syab.g_01396	Prai.g_00997
OG0001223	Syab.g_01345	Prai.g_00971
OG0001224	Syab.g_01214	Prai.g_00922
OG0001225	Syab.g_01212	Prai.g_00920
OG0001226	Syab.g_02450	Prai.g_01083
OG0001227	Syab.g_00891	Prai.g_01101
OG0001228	Syab.g_01697	Prai.g_01218
OG0001229	Syab.g_01184	Prai.g_01368
OG0001230	Syab.g_00791	Prai.g_01455
OG0001231	Syab.g_00017	Prai.g_01560
OG0001232	Syab.g_02306	Prai.g_01661
OG0001233	Syab.g_02329	Prai.g_01681
OG0001234	Syab.g_00385	Prai.g_01716
OG0001235	Syab.g_00391	Prai.g_01726
OG0001236	Syab.g_00200	Prai.g_01816
OG0001237	Syab.g_00192	Prai.g_01820
OG0001238	Syab.g_02773	Prai.g_01896
OG0001239	Syab.g_02437	Prai.g_00071
OG0001240	Syab.g_02484	Prai.g_00093
OG0001241	Syab.g_02494	Prai.g_00101
OG0001242	Syab.g_02525	Prai.g_00119
OG0001243	Syab.g_02533	Prai.g_00125
OG0001244	Syab.g_02561	Prai.g_00141
OG0001245	Syab.g_01762	Prai.g_00392
OG0001246	Syab.g_02126	Prai.g_00534
OG0001247	Syab.g_02825	Prai.g_00712
OG0001248	Syab.g_01163	Prai.g_00714
OG0001249	Syab.g_00514	Prai.g_00869
OG0001250	Syab.g_01714	Prai.g_00806
OG0001252	Syab.g_01228	Prai.g_00927
OG0001253	Syab.g_01761	Prai.g_01102
OG0001254	Syab.g_01749	Prai.g_01145
OG0001255	Syab.g_01846	Prai.g_01156
OG0001256	Syab.g_02238	Prai.g_01553
OG0001257	Syab.g_01610	Prai.g_01559
OG0001258	Syab.g_02250	Prai.g_01635
OG0001259	Syab.g_02327	Prai.g_01679
OG0001260	Syab.g_02350	Prai.g_01695
OG0001261	Syab.g_00436	Prai.g_01769
OG0001262	Syab.g_00060	Prai.g_01879
OG0001263	Syab.g_02536	Prai.g_00128
OG0001265	Syab.g_02523	Prai.g_00118
OG0001266	Syab.g_02639	Prai.g_00214
OG0001267	Syab.g_00295	Prai.g_00293
OG0001268	Syab.g_00529	Prai.g_00352
OG0001269	Syab.g_01809	Prai.g_00372
OG0001270	Syab.g_00579	Prai.g_00465
OG0001271	Syab.g_00694	Prai.g_00502
OG0001272	Syab.g_02102	Prai.g_00516
OG0001273	Syab.g_01878	Prai.g_00660
OG0001275	Syab.g_01330	Prai.g_00961
OG0001276	Syab.g_01313	Prai.g_00942
OG0001277	Syab.g_02163	Prai.g_01090
OG0001278	Syab.g_01152	Prai.g_01223
OG0001279	Syab.g_01807	Prai.g_01583
OG0001280	Syab.g_00918	Prai.g_01334
OG0001281	Syab.g_00906	Prai.g_01340
OG0001282	Syab.g_02086	Prai.g_01371
OG0001284	Syab.g_02211	Prai.g_01532
OG0001285	Syab.g_02309	Prai.g_01664
OG0001286	Syab.g_00451	Prai.g_01786
OG0001287	Syab.g_00111	Prai.g_01840
OG0001288	Syab.g_00094	Prai.g_01849
OG0001289	Syab.g_02465	Prai.g_00087
OG0001290	Syab.g_02493	Prai.g_00100
OG0001291	Syab.g_02546	Prai.g_00135
OG0001292	Syab.g_00348	Prai.g_00261
OG0001293	Syab.g_00322	Prai.g_00274
OG0001294	Syab.g_01564	Prai.g_00389
OG0001295	Syab.g_01215	Prai.g_00498
OG0001296	Syab.g_02132	Prai.g_00539
OG0001298	Syab.g_01980	Prai.g_00605
OG0001299	Syab.g_01557	Prai.g_00695
OG0001300	Syab.g_01180	Prai.g_00722
OG0001301	Syab.g_01197	Prai.g_00725
OG0001302	Syab.g_01844	Prai.g_00860
OG0001304	Syab.g_01298	Prai.g_00933
OG0001305	Syab.g_01204	Prai.g_00914
OG0001306	Syab.g_00941	Prai.g_01158
OG0001307	Syab.g_01552	Prai.g_01354
OG0001308	Syab.g_00759	Prai.g_01473
OG0001309	Syab.g_02142	Prai.g_01557
OG0001310	Syab.g_02288	Prai.g_01650
OG0001312	Syab.g_01414	Prai.g_01008
OG0001315	Syab.g_00472	Prai.g_00061
OG0001316	Syab.g_02552	Prai.g_00140
OG0001317	Syab.g_02373	Prai.g_00245
OG0001318	Syab.g_00333	Prai.g_00269
OG0001321	Syab.g_00616	Prai.g_00482
OG0001322	Syab.g_00617	Prai.g_00483
OG0001323	Syab.g_02145	Prai.g_00548
OG0001324	Syab.g_01181	Prai.g_00723
OG0001325	Syab.g_01273	Prai.g_00753
OG0001327	Syab.g_01643	Prai.g_01075
OG0001328	Syab.g_01616	Prai.g_01100
OG0001330	Syab.g_00925	Prai.g_01309
OG0001331	Syab.g_02081	Prai.g_01376
OG0001332	Syab.g_02165	Prai.g_01504
OG0001333	Syab.g_02323	Prai.g_01675
OG0001334	Syab.g_00483	Prai.g_01806
OG0001335	Syab.g_00484	Prai.g_01807
OG0001336	Syab.g_02886	Prai.g_01921
OG0001339	Syab.g_02496	Prai.g_00103
OG0001340	Syab.g_00503	Prai.g_00341
OG0001341	Syab.g_01779	Prai.g_00897
OG0001343	Syab.g_00359	Prai.g_01062
OG0001344	Syab.g_00974	Prai.g_01175
OG0001345	Syab.g_01008	Prai.g_01190
OG0001346	Syab.g_00914	Prai.g_01336
OG0001348	Syab.g_01258	Prai.g_01587
OG0001349	Syab.g_00150	Prai.g_01407
OG0001351	Syab.g_00625	Prai.g_00485
OG0001353	Syab.g_01702	Prai.g_00815
OG0001358	Syab.g_01900	Prai.g_00649
OG0001359	Syab.g_00360	Prai.g_01061
OG0001360	Syab.g_01010	Prai.g_01103
OG0001361	Syab.g_00154, Syab.g_01005	Prai.g_01187
OG0001362	Syab.g_00754	Prai.g_01477
OG0001363	Syab.g_00752	Prai.g_01479
OG0001364	Syab.g_00211	Prai.g_01809
OG0001365	Syab.g_02760	Prai.g_01889
OG0001369	Syab.g_02483	Prai.g_00092
OG0001375	Syab.g_00358	Prai.g_01063
OG0001376	Syab.g_02782	Prai.g_01069
OG0001377	Syab.g_02781	Prai.g_01070
OG0001378	Syab.g_00578	Prai.g_01112
OG0001381	Syab.g_01937	Prai.g_01364
OG0001382	Syab.g_00393	Prai.g_01575
OG0001394	Syab.g_01599	Prai.g_01031
OG0001397	Syab.g_00753	Prai.g_01478
OG0001398	Syab.g_02457	Prai.g_01601
OG0001404	Syab.g_02433	Prai.g_00068
OG0001405	Syab.g_00486	Prai.g_00339
OG0001406	Syab.g_02783	Prai.g_01068
OG0001407	Syab.g_01158	Prai.g_01081
OG0001408	Syab.g_01826	Prai.g_01086
OG0001409	Syab.g_00988	Prai.g_01178
OG0001410	Syab.g_01550	Prai.g_01355
OG0001411	Syab.g_00147	Prai.g_01422, Prai.g_01391
OG0001413	Syab.g_01812	Prai.g_01547
OG0001414	Syab.g_01938	Prai.g_00240
OG0001415	Syab.g_02471	Prai.g_00242
OG0001416	Syab.g_00909	Prai.g_00490
OG0001417	Syab.g_01359	Prai.g_00500
OG0001419	Syab.g_01159	Prai.g_01082
OG0001420	Syab.g_02155	Prai.g_01122
OG0001428	Syab.g_02594	Prai.g_00183
OG0001430	Syab.g_02743	Prai.g_01271
OG0001432	Syab.g_01818	Prai.g_01545
OG0001438	Syab.g_00280	Prai.g_00306
OG0001439	Syab.g_00248	Prai.g_00320
OG0001443	Syab.g_02794	Prai.g_01602
OG0001447	Syab.g_02534	Prai.g_00126
OG0001448	Syab.g_01789	Prai.g_00380
OG0001449	Syab.g_00357	Prai.g_00413
OG0001450	Syab.g_01081	Prai.g_00716
OG0001452	Syab.g_00338	Prai.g_01058
OG0001454	Syab.g_01808	Prai.g_01096
OG0001462	Syab.g_00042	Prai.g_00034
OG0001463	Syab.g_01104	Prai.g_00299
OG0001467	Syab.g_00805	Prai.g_00868
OG0001471	Syab.g_00253	Prai.g_01548
OG0001472	Syab.g_01800	Prai.g_01556
OG0001473	Syab.g_01813	Prai.g_01857
OG0001477	Syab.g_01191	Prai.g_01254
OG0001480	Syab.g_01836	Prai.g_00382
OG0001481	Syab.g_00621	Prai.g_00386
OG0001482	Syab.g_01349	Prai.g_00488
OG0001484	Syab.g_02849	Prai.g_00893
OG0001486	Syab.g_00967	Prai.g_01169
OG0001492	Syab.g_01155	Prai.g_01220
OG0001493	Syab.g_01147	Prai.g_01228
OG0001496	Syab.g_01188	Prai.g_01252
OG0001497	Syab.g_01190	Prai.g_01253
OG0001499	Syab.g_01112	Prai.g_00060
OG0001502	Syab.g_01733	Prai.g_00877
OG0001505	Syab.g_00189	Prai.g_01394
OG0001514	Syab.g_01187	Prai.g_01251
OG0001520	Syab.g_01992	Prai.g_00406
OG0001522	Syab.g_01703	Prai.g_00814
OG0001527	Syab.g_01998	Prai.g_00591
OG0001532	Syab.g_01024	Prai.g_01199
OG0001547	Syab.g_01440	Prai.g_00875
OG0001554	Syab.g_02753	Prai.g_01555
OG0001555	Syab.g_02418	Prai.g_01569
OG0001562	Syab.g_01324	Prai.g_00949
OG0001565	Syab.g_01837	Prai.g_00447
OG0001567	Syab.g_01441	Prai.g_00876
OG0001568	Syab.g_01439	Prai.g_00874
OG0001570	Syab.g_01443	Prai.g_01255
OG0001582	Syab.g_01881	Prai.g_00499
OG0001625	Syab.g_00328	Prai.g_00271
OG0001627	Syab.g_02167	Prai.g_00889
OG0001634	Syab.g_01560	Prai.g_01582
OG0001647	Syab.g_00304	Prai.g_00285
OG0001669	Syab.g_02892	Prai.g_00043
OG0001712	Syab.g_01764	Prai.g_00427
OG0001726	Syab.g_01087	Prai.g_00425
OG0001745	Syab.g_01769	Prai.g_01544
OG0001922	Syab.g_00153	Prai.g_01350
OG0001924	Syab.g_01915	Prai.g_01283
OG0001925	Syab.g_01916	Prai.g_01284
OG0001926	Syab.g_01917	Prai.g_01285
OG0001927	Syab.g_01918	Prai.g_01286
OG0001993	Syab.g_01913	Prai.g_01281
OG0001994	Syab.g_01914	Prai.g_01282
OG0002092	Syab.g_02904	Prai.g_01240
OG0002106	Syab.g_00956	Prai.g_00396
OG0002112	Syab.g_00267	Prai.g_00417
OG0002157	Syab.g_00266	Prai.g_00418
OG0002158	Syab.g_00268	Prai.g_00416
OG0002375	Syab.g_00151	Prai.g_01408
OG0002395	Syab.g_00265	Prai.g_01628
OG0002560	Syab.g_01474	Prai.g_00408
OG0002723	Syab.g_00152	Prai.g_01409
OG0003067	Syab.g_02253, Syab.g_02254	Prai.g_00430
OG0003335	Syab.g_00143	Prai.g_00398
