Orthogroup	Pral	Syap
OG0001498	Pral.g_00675	Syap.g_02044, Syap.g_02043
OG0001510	Pral.g_00311	Syap.g_01117
OG0001511	Pral.g_00935	Syap.g_02629, Syap.g_02676
OG0001512	Pral.g_01297	Syap.g_01151, Syap.g_01152
OG0001515	Pral.g_01749	Syap.g_00906
OG0001516	Pral.g_01465	Syap.g_01964
OG0001517	Pral.g_00697	Syap.g_00568
OG0001518	Pral.g_00364	Syap.g_01026
OG0001519	Pral.g_00369	Syap.g_02079
OG0001527	Pral.g_00526	Syap.g_00287, Syap.g_00292
OG0001529	Pral.g_01004	Syap.g_01809
OG0001530	Pral.g_00936	Syap.g_02627
OG0001531	Pral.g_00801	Syap.g_01150
OG0001534	Pral.g_01576	Syap.g_00534
OG0001535	Pral.g_01596	Syap.g_01875
OG0001536	Pral.g_01631	Syap.g_02018
OG0001537	Pral.g_01787	Syap.g_00153
OG0001538	Pral.g_01493	Syap.g_00199
OG0001539	Pral.g_01808	Syap.g_02370
OG0001540	Pral.g_00915	Syap.g_02214
OG0001541	Pral.g_00864	Syap.g_01187
OG0001542	Pral.g_00858	Syap.g_01177
OG0001543	Pral.g_01305	Syap.g_01417, Syap.g_01416
OG0001553	Pral.g_01168	Syap.g_02121
OG0001557	Pral.g_01783	Syap.g_00162
OG0001558	Pral.g_00667	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Pral.g_01589	Syap.g_02700
OG0001563	Pral.g_00242	Syap.g_00473
OG0001574	Pral.g_00528	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Pral.g_01362	Syap.g_00232
OG0001580	Pral.g_00997	Syap.g_01340, Syap.g_01341
OG0001584	Pral.g_01478	Syap.g_00183
OG0001587	Pral.g_00168	Syap.g_02669
OG0001592	Pral.g_00998	Syap.g_01342
OG0001613	Pral.g_00265	Syap.g_00597
OG0001614	Pral.g_00299	Syap.g_01101
OG0001616	Pral.g_01392	Syap.g_01884
OG0001619	Pral.g_01641	Syap.g_01752
OG0001620	Pral.g_00689	Syap.g_00557
OG0001621	Pral.g_00786	Syap.g_01592
OG0001622	Pral.g_00393	Syap.g_02601
OG0001632	Pral.g_01843	Syap.g_02524
OG0001636	Pral.g_01010	Syap.g_01797
OG0001638	Pral.g_00118	Syap.g_01778
OG0001639	Pral.g_01109	Syap.g_00751
OG0001642	Pral.g_01540	Syap.g_00530
OG0001644	Pral.g_01714	Syap.g_00346
OG0001652	Pral.g_01678	Syap.g_02634
OG0001654	Pral.g_01111	Syap.g_00753
OG0001657	Pral.g_00889	Syap.g_02175
OG0001658	Pral.g_01002	Syap.g_00131
OG0001659	Pral.g_00433	Syap.g_01892
OG0001673	Pral.g_00808	Syap.g_01163
OG0001678	Pral.g_00174	Syap.g_02678
OG0001679	Pral.g_00703	Syap.g_02521
OG0001692	Pral.g_01170	Syap.g_02120
OG0001694	Pral.g_00757	Syap.g_01358
OG0001713	Pral.g_01375	Syap.g_00349
OG0001717	Pral.g_00876	Syap.g_01200
OG0001729	Pral.g_00798	Syap.g_02666
OG0001731	Pral.g_01096	Syap.g_00029
OG0001737	Pral.g_01686	Syap.g_01637
OG0001748	Pral.g_01684	Syap.g_01911
OG0001749	Pral.g_01188	Syap.g_02067
OG0001813	Pral.g_00372	Syap.g_02086
OG0001956	Pral.g_01547	Syap.g_01978
OG0001977	Pral.g_00376	Syap.g_02094
OG0002097	Pral.g_01194	Syap.g_00711
OG0002247	Pral.g_00517	Syap.g_01305
OG0002274	Pral.g_01196	Syap.g_00710
OG0002349	Pral.g_00152	Syap.g_01515
OG0002837	Pral.g_00002, Pral.g_00097	Syap.g_01172
OG0002838	Pral.g_01250	Syap.g_00629
OG0005527	Pral.g_00032	Syap.g_01243
