Orthogroup	Praj	Prbl
OG0001126	Praj.g_01950	Prbl.g_00998
OG0001127	Praj.g_01953	Prbl.g_01127
OG0001128	Praj.g_01954	Prbl.g_01128
OG0001129	Praj.g_01955	Prbl.g_01131
OG0001130	Praj.g_01958	Prbl.g_01134
OG0001131	Praj.g_01959	Prbl.g_01135
OG0001132	Praj.g_01960	Prbl.g_01136
OG0001133	Praj.g_01961	Prbl.g_01137
OG0001134	Praj.g_01962	Prbl.g_01138
OG0001135	Praj.g_01963	Prbl.g_01139
OG0001136	Praj.g_01964	Prbl.g_01140
OG0001137	Praj.g_01965	Prbl.g_01141
OG0001138	Praj.g_01966	Prbl.g_01142
OG0001139	Praj.g_01968	Prbl.g_01144
OG0001140	Praj.g_01969	Prbl.g_01146
OG0001141	Praj.g_01970	Prbl.g_01147
OG0001142	Praj.g_01975	Prbl.g_01174
OG0001143	Praj.g_01976	Prbl.g_01175
OG0001144	Praj.g_01977	Prbl.g_01177
OG0001145	Praj.g_01978	Prbl.g_01178
OG0001146	Praj.g_01979	Prbl.g_01179
OG0001147	Praj.g_01980	Prbl.g_01180
OG0001148	Praj.g_01981	Prbl.g_01181
OG0001149	Praj.g_01982	Prbl.g_00863
OG0001150	Praj.g_01983	Prbl.g_00859
OG0001151	Praj.g_01986	Prbl.g_00856
OG0001152	Praj.g_01987	Prbl.g_00855
OG0001153	Praj.g_01988	Prbl.g_00853
OG0001154	Praj.g_01990	Prbl.g_00851
OG0001155	Praj.g_01992	Prbl.g_00848
OG0001156	Praj.g_01994	Prbl.g_00844
OG0001157	Praj.g_01996	Prbl.g_00842
OG0001158	Praj.g_01998	Prbl.g_00840
OG0001159	Praj.g_01999	Prbl.g_00839
OG0001160	Praj.g_02000	Prbl.g_00838
OG0001161	Praj.g_02001	Prbl.g_01307
OG0001162	Praj.g_02002	Prbl.g_01306
OG0001163	Praj.g_02003	Prbl.g_01305
OG0001164	Praj.g_02004	Prbl.g_01304
OG0001165	Praj.g_02005	Prbl.g_01303
OG0001166	Praj.g_02006	Prbl.g_01302
OG0001167	Praj.g_02007	Prbl.g_01291
OG0001168	Praj.g_02008	Prbl.g_01290
OG0001169	Praj.g_02009	Prbl.g_01289
OG0001170	Praj.g_02010	Prbl.g_01287
OG0001171	Praj.g_02011	Prbl.g_01286
OG0001172	Praj.g_02013	Prbl.g_01284
OG0001173	Praj.g_02015	Prbl.g_02638
OG0001174	Praj.g_02016	Prbl.g_02637
OG0001175	Praj.g_02017	Prbl.g_02636
OG0001176	Praj.g_02019	Prbl.g_01235
OG0001177	Praj.g_02021	Prbl.g_02063
OG0001178	Praj.g_02025	Prbl.g_02059
OG0001179	Praj.g_02026	Prbl.g_02058
OG0001180	Praj.g_02027	Prbl.g_02057
OG0001181	Praj.g_02028	Prbl.g_02056
OG0001182	Praj.g_02030	Prbl.g_02055
OG0001183	Praj.g_02031	Prbl.g_02054
OG0001184	Praj.g_02046	Prbl.g_02026
OG0001185	Praj.g_02059	Prbl.g_02023
OG0001186	Praj.g_02060	Prbl.g_02022
OG0001187	Praj.g_02061	Prbl.g_02021
OG0001188	Praj.g_02062	Prbl.g_02018
OG0001189	Praj.g_02063	Prbl.g_02017
OG0001190	Praj.g_02064	Prbl.g_02016
OG0001191	Praj.g_02065	Prbl.g_02014
OG0001192	Praj.g_02066	Prbl.g_02012
OG0001193	Praj.g_02067	Prbl.g_02011
OG0001194	Praj.g_02068	Prbl.g_02009
OG0001195	Praj.g_02069	Prbl.g_02008
OG0001196	Praj.g_02070	Prbl.g_02007
OG0001197	Praj.g_02071	Prbl.g_02006
OG0001198	Praj.g_02072	Prbl.g_02005
OG0001199	Praj.g_02073	Prbl.g_02004
OG0001200	Praj.g_02074	Prbl.g_02002
OG0001201	Praj.g_02075	Prbl.g_02001
OG0001202	Praj.g_02076	Prbl.g_02000
OG0001203	Praj.g_02078	Prbl.g_01998
OG0001204	Praj.g_02080	Prbl.g_01994
OG0001205	Praj.g_02082	Prbl.g_01992
OG0001206	Praj.g_02083	Prbl.g_01991
OG0001207	Praj.g_02084	Prbl.g_02239
OG0001208	Praj.g_02085	Prbl.g_02238
OG0001209	Praj.g_02086	Prbl.g_02237
OG0001210	Praj.g_02087	Prbl.g_02236
OG0001211	Praj.g_02088	Prbl.g_02234
OG0001212	Praj.g_02089	Prbl.g_02233
OG0001213	Praj.g_02090	Prbl.g_02232
OG0001214	Praj.g_02092	Prbl.g_02230
OG0001215	Praj.g_02093	Prbl.g_02228
OG0001216	Praj.g_02094	Prbl.g_02226
OG0001217	Praj.g_02095	Prbl.g_02225
OG0001218	Praj.g_02096	Prbl.g_02224
OG0001219	Praj.g_02099	Prbl.g_02219
OG0001220	Praj.g_02100	Prbl.g_02214
OG0001221	Praj.g_02105	Prbl.g_02192
OG0001222	Praj.g_02106	Prbl.g_02189
OG0001223	Praj.g_02107	Prbl.g_02188
OG0001224	Praj.g_02109	Prbl.g_02186
OG0001225	Praj.g_02110	Prbl.g_02185
OG0001226	Praj.g_02111	Prbl.g_02182
OG0001227	Praj.g_02112	Prbl.g_02181
OG0001228	Praj.g_02113	Prbl.g_02175
OG0001229	Praj.g_02114	Prbl.g_02174
OG0001230	Praj.g_02115	Prbl.g_02173
OG0001231	Praj.g_02116	Prbl.g_02160
OG0001232	Praj.g_02124	Prbl.g_02151
OG0001233	Praj.g_02125	Prbl.g_02150
OG0001234	Praj.g_02126	Prbl.g_02149
OG0001235	Praj.g_02127	Prbl.g_02148
OG0001236	Praj.g_02129	Prbl.g_02146
OG0001237	Praj.g_02130	Prbl.g_02145
OG0001238	Praj.g_02134	Prbl.g_02141
OG0001239	Praj.g_02135	Prbl.g_02139
OG0001240	Praj.g_02136	Prbl.g_02138
OG0001241	Praj.g_02139	Prbl.g_02134
OG0001242	Praj.g_02141	Prbl.g_02132
OG0001243	Praj.g_02142	Prbl.g_02131
OG0001244	Praj.g_02143	Prbl.g_02129
OG0001245	Praj.g_02144	Prbl.g_02127
OG0001246	Praj.g_02145	Prbl.g_02125
OG0001247	Praj.g_02146	Prbl.g_02124
OG0001248	Praj.g_02147	Prbl.g_02123
OG0001249	Praj.g_02148	Prbl.g_02122
OG0001250	Praj.g_02149	Prbl.g_02121
OG0001251	Praj.g_00130	Prbl.g_00569
OG0001252	Praj.g_00178	Prbl.g_00812
OG0001253	Praj.g_00190	Prbl.g_00298
OG0001254	Praj.g_00316	Prbl.g_01452
OG0001255	Praj.g_00379	Prbl.g_01200
OG0001256	Praj.g_01187	Prbl.g_01822
OG0001257	Praj.g_00475	Prbl.g_00513
OG0001258	Praj.g_00490	Prbl.g_00532
OG0001259	Praj.g_00577	Prbl.g_01776
OG0001261	Praj.g_00805	Prbl.g_01539
OG0001262	Praj.g_01326	Prbl.g_01562
OG0001264	Praj.g_00886	Prbl.g_02408
OG0001265	Praj.g_00997	Prbl.g_02536
OG0001267	Praj.g_01477	Prbl.g_00036
OG0001268	Praj.g_01463	Prbl.g_02082
OG0001269	Praj.g_01547	Prbl.g_00723
OG0001270	Praj.g_01673	Prbl.g_01808
OG0001271	Praj.g_01685	Prbl.g_00449
OG0001272	Praj.g_01327, Praj.g_00851	Prbl.g_01833
OG0001273	Praj.g_00510	Prbl.g_00787
OG0001274	Praj.g_01723	Prbl.g_00048
OG0001275	Praj.g_01041	Prbl.g_01370
OG0001276	Praj.g_01726	Prbl.g_02379
OG0001278	Praj.g_01761	Prbl.g_00406
OG0001279	Praj.g_01765	Prbl.g_00401
OG0001280	Praj.g_01767	Prbl.g_00398
OG0001283	Praj.g_01993	Prbl.g_00845
OG0001284	Praj.g_02024	Prbl.g_02060
OG0001285	Praj.g_02079	Prbl.g_01996
OG0001286	Praj.g_02138	Prbl.g_02136
OG0001287	Praj.g_01139	Prbl.g_01026, Prbl.g_01386
OG0001288	Praj.g_00431	Prbl.g_00651
OG0001290	Praj.g_00030	Prbl.g_01976
OG0001291	Praj.g_00109	Prbl.g_00605
OG0001292	Praj.g_00112	Prbl.g_00602
OG0001293	Praj.g_00114	Prbl.g_00600
OG0001294	Praj.g_00131	Prbl.g_00568
OG0001295	Praj.g_00159	Prbl.g_01322
OG0001296	Praj.g_00166	Prbl.g_00828
OG0001297	Praj.g_00239	Prbl.g_00095
OG0001298	Praj.g_00284	Prbl.g_02667
OG0001299	Praj.g_00291	Prbl.g_01505
OG0001300	Praj.g_01031	Prbl.g_00627
OG0001301	Praj.g_00625	Prbl.g_01641
OG0001303	Praj.g_00740	Prbl.g_00716
OG0001304	Praj.g_01015	Prbl.g_00936
OG0001305	Praj.g_01020	Prbl.g_00931
OG0001306	Praj.g_02123	Prbl.g_02152
OG0001307	Praj.g_00895	Prbl.g_02390
OG0001308	Praj.g_01025	Prbl.g_01076
OG0001309	Praj.g_02081	Prbl.g_01993
OG0001310	Praj.g_01205	Prbl.g_01694
OG0001311	Praj.g_01429	Prbl.g_01115
OG0001312	Praj.g_01548	Prbl.g_00724
OG0001313	Praj.g_00744	Prbl.g_01957
OG0001314	Praj.g_01789	Prbl.g_00366
OG0001315	Praj.g_01824	Prbl.g_00315
OG0001316	Praj.g_01989	Prbl.g_00852
OG0001319	Praj.g_00278	Prbl.g_00197
OG0001320	Praj.g_01485	Prbl.g_00748
OG0001324	Praj.g_01378	Prbl.g_01813
OG0001326	Praj.g_01165	Prbl.g_02617
OG0001327	Praj.g_01521	Prbl.g_01712
OG0001328	Praj.g_01533	Prbl.g_01728
OG0001329	Praj.g_02132	Prbl.g_02143
OG0001332	Praj.g_01813	Prbl.g_00339
OG0001333	Praj.g_01956	Prbl.g_01132
OG0001335	Praj.g_02077	Prbl.g_01999
OG0001336	Praj.g_00169	Prbl.g_00826
OG0001344	Praj.g_01497, Praj.g_01564	Prbl.g_01393
OG0001348	Praj.g_00496	Prbl.g_00803
OG0001350	Praj.g_00506	Prbl.g_00793
OG0001362	Praj.g_01155	Prbl.g_00156
OG0001368	Praj.g_02023	Prbl.g_02061
OG0001369	Praj.g_00998	Prbl.g_02537
OG0001380	Praj.g_01027	Prbl.g_02064
OG0001381	Praj.g_00448	Prbl.g_00624
OG0001396	Praj.g_01344	Prbl.g_02437
OG0001410	Praj.g_01082	Prbl.g_01243
OG0001412	Praj.g_00924	Prbl.g_02448
OG0001415	Praj.g_00361	Prbl.g_01182
OG0001416	Praj.g_00513	Prbl.g_00782
OG0001426	Praj.g_02133	Prbl.g_02142
OG0001429	Praj.g_00956	Prbl.g_02494
OG0001430	Praj.g_01056	Prbl.g_01084
OG0001436	Praj.g_01119	Prbl.g_02208
OG0001438	Praj.g_00608	Prbl.g_01615
OG0001442	Praj.g_01727	Prbl.g_01079
OG0001448	Praj.g_00717	Prbl.g_01692
OG0001451	Praj.g_01598	Prbl.g_02629, Prbl.g_00738
OG0001452	Praj.g_02098	Prbl.g_02222
OG0001453	Praj.g_01322	Prbl.g_00003
OG0001455	Praj.g_01068	Prbl.g_01077, Prbl.g_01071
OG0001456	Praj.g_00374	Prbl.g_01777
OG0001466	Praj.g_01206	Prbl.g_02573
OG0001467	Praj.g_01629	Prbl.g_00245
OG0001472	Praj.g_00837	Prbl.g_01846
OG0001474	Praj.g_01846	Prbl.g_02172
OG0001475	Praj.g_00853	Prbl.g_02215
OG0001476	Praj.g_00854	Prbl.g_02216
OG0001477	Praj.g_00855	Prbl.g_02217
OG0001478	Praj.g_01600	Prbl.g_00031
OG0001479	Praj.g_01439	Prbl.g_01104
OG0001480	Praj.g_00428	Prbl.g_00661
OG0001486	Praj.g_00908	Prbl.g_02362
OG0001487	Praj.g_00612	Prbl.g_01620
OG0001493	Praj.g_01847	Prbl.g_02171
OG0001494	Praj.g_01848	Prbl.g_02170
OG0001495	Praj.g_01849	Prbl.g_02169
OG0001496	Praj.g_01850	Prbl.g_02168
OG0001497	Praj.g_01851	Prbl.g_02167
OG0001498	Praj.g_01852	Prbl.g_02166
OG0001499	Praj.g_01853	Prbl.g_02165
OG0001500	Praj.g_01854	Prbl.g_02164
OG0001501	Praj.g_01855	Prbl.g_02163
OG0001502	Praj.g_01856	Prbl.g_02162
OG0001503	Praj.g_01857	Prbl.g_02161
OG0001504	Praj.g_00903	Prbl.g_02366
OG0001508	Praj.g_00060, Praj.g_01760	Prbl.g_01807
OG0001531	Praj.g_01135	Prbl.g_02597, Prbl.g_01709
OG0001544	Praj.g_01168	Prbl.g_00681
OG0001545	Praj.g_00883	Prbl.g_02411
OG0001546	Praj.g_00807	Prbl.g_01541
OG0001547	Praj.g_01250	Prbl.g_01684
OG0001548	Praj.g_01972	Prbl.g_01337
OG0001587	Praj.g_01381	Prbl.g_00620
OG0001588	Praj.g_01841	Prbl.g_00408
OG0001593	Praj.g_01193	Prbl.g_02288
OG0001605	Praj.g_01890	Prbl.g_00950
OG0001608	Praj.g_01895	Prbl.g_01167, Prbl.g_01168
OG0001622	Praj.g_01367	Prbl.g_00012
OG0001632	Praj.g_01211	Prbl.g_00395
OG0001633	Praj.g_01859	Prbl.g_01531
OG0001634	Praj.g_01368	Prbl.g_00013
OG0001635	Praj.g_01369	Prbl.g_00016
OG0001636	Praj.g_01370	Prbl.g_00017
OG0001683	Praj.g_02039	Prbl.g_02051
OG0001695	Praj.g_02052	Prbl.g_02030
OG0001696	Praj.g_01565	Prbl.g_01335
OG0001709	Praj.g_01108	Prbl.g_00063
OG0001713	Praj.g_02053	Prbl.g_02027
OG0001714	Praj.g_01670	Prbl.g_00715
OG0001715	Praj.g_02018	Prbl.g_02635
OG0001716	Praj.g_01431	Prbl.g_01117
OG0001717	Praj.g_01039	Prbl.g_01089
OG0001718	Praj.g_00096	Prbl.g_01082
OG0001719	Praj.g_00381	Prbl.g_01202
OG0001730	Praj.g_02057	Prbl.g_02028
OG0001737	Praj.g_00045	Prbl.g_01989
OG0001738	Praj.g_00150	Prbl.g_00544
OG0001739	Praj.g_00149	Prbl.g_00546
OG0001740	Praj.g_00148	Prbl.g_00547
OG0001741	Praj.g_00138	Prbl.g_00560
OG0001742	Praj.g_01746	Prbl.g_00195
OG0001743	Praj.g_00279	Prbl.g_00194
OG0001744	Praj.g_01811	Prbl.g_00341
OG0001745	Praj.g_00556	Prbl.g_01901
OG0001746	Praj.g_01541	Prbl.g_01737
OG0001747	Praj.g_01448	Prbl.g_02106
OG0001748	Praj.g_00685	Prbl.g_01865
OG0001749	Praj.g_00675	Prbl.g_01834
OG0001750	Praj.g_01007	Prbl.g_02545
OG0001751	Praj.g_01000	Prbl.g_02539
OG0001752	Praj.g_00996	Prbl.g_02533
OG0001753	Praj.g_00942	Prbl.g_02474
OG0001754	Praj.g_01010	Prbl.g_02422
OG0001755	Praj.g_00900	Prbl.g_02374
OG0001756	Praj.g_00774	Prbl.g_02330
OG0001757	Praj.g_00077	Prbl.g_01560
OG0001758	Praj.g_01558	Prbl.g_01563
OG0001759	Praj.g_00830	Prbl.g_01578
OG0001760	Praj.g_00878	Prbl.g_01587
OG0001761	Praj.g_00662	Prbl.g_01591
OG0001762	Praj.g_00652	Prbl.g_01402
OG0001763	Praj.g_00161	Prbl.g_01334
OG0001764	Praj.g_00404	Prbl.g_02675
OG0001765	Praj.g_00367	Prbl.g_01189
OG0001766	Praj.g_00366	Prbl.g_01188
OG0001767	Praj.g_00365	Prbl.g_01186
OG0001768	Praj.g_00364	Prbl.g_01185
OG0001769	Praj.g_00363	Prbl.g_01184
OG0001770	Praj.g_01967	Prbl.g_01143
OG0001771	Praj.g_01951	Prbl.g_00999
OG0001772	Praj.g_00171	Prbl.g_00824
OG0001773	Praj.g_00694	Prbl.g_00811
OG0001774	Praj.g_00219	Prbl.g_00267
OG0001775	Praj.g_00225	Prbl.g_00073
OG0001776	Praj.g_00850	Prbl.g_01241
OG0001777	Praj.g_02097	Prbl.g_02223
OG0001778	Praj.g_02101	Prbl.g_02213
OG0001779	Praj.g_02102	Prbl.g_02212
OG0001780	Praj.g_00848	Prbl.g_02211
OG0001781	Praj.g_02108	Prbl.g_02187
OG0001782	Praj.g_02122	Prbl.g_02153
OG0001792	Praj.g_02038	Prbl.g_02052, Prbl.g_02020
OG0001793	Praj.g_02040	Prbl.g_02050
OG0001799	Praj.g_00860	Prbl.g_01093
OG0001800	Praj.g_00041	Prbl.g_01706
OG0001801	Praj.g_01342	Prbl.g_01705
OG0001802	Praj.g_01513	Prbl.g_01868
OG0001803	Praj.g_00990	Prbl.g_02525
OG0001830	Praj.g_02056	Prbl.g_02024
OG0001831	Praj.g_01465	Prbl.g_02080
OG0001832	Praj.g_01454	Prbl.g_02095
OG0001852	Praj.g_01338	Prbl.g_02595
OG0001915	Praj.g_00658	Prbl.g_01396
OG0001919	Praj.g_01198, Praj.g_01191	Prbl.g_01908
OG0001955	Praj.g_01373	Prbl.g_00020
OG0001996	Praj.g_01516, Praj.g_02033	Prbl.g_02034
OG0002005	Praj.g_02118	Prbl.g_02158
OG0002006	Praj.g_02121	Prbl.g_02155
OG0002036	Praj.g_00272	Prbl.g_01921
OG0002038	Praj.g_00470	Prbl.g_00504
OG0002041	Praj.g_00317	Prbl.g_01451
OG0002043	Praj.g_00181	Prbl.g_00311
OG0002072	Praj.g_00550	Prbl.g_01893
OG0002074	Praj.g_01009	Prbl.g_02548
OG0002075	Praj.g_01627	Prbl.g_00247
OG0002145	Praj.g_02032	Prbl.g_02035
OG0002147	Praj.g_01177	Prbl.g_01675
OG0002149	Praj.g_01612	Prbl.g_02358
OG0002152	Praj.g_01551	Prbl.g_00200
OG0002154	Praj.g_02120	Prbl.g_02156
OG0002202	Praj.g_01001	Prbl.g_02540
OG0002207	Praj.g_00355	Prbl.g_00899
OG0002308	Praj.g_02119	Prbl.g_02157
OG0002318	Praj.g_00097	Prbl.g_02033
OG0003023	Praj.g_00376, Praj.g_01507	Prbl.g_00413
OG0003338	Praj.g_01604	Prbl.g_00005
