Orthogroup	Praj	Prae
OG0001161	Praj.g_02001	Prae.g_01804
OG0001162	Praj.g_02002	Prae.g_01805
OG0001163	Praj.g_02003	Prae.g_01806
OG0001164	Praj.g_02004	Prae.g_01807
OG0001165	Praj.g_02005	Prae.g_01808
OG0001166	Praj.g_02006	Prae.g_01809
OG0001167	Praj.g_02007	Prae.g_01810
OG0001168	Praj.g_02008	Prae.g_01811
OG0001169	Praj.g_02009	Prae.g_01812
OG0001170	Praj.g_02010	Prae.g_01813
OG0001171	Praj.g_02011	Prae.g_01814
OG0001172	Praj.g_02013	Prae.g_01816
OG0001173	Praj.g_02015	Prae.g_01818
OG0001174	Praj.g_02016	Prae.g_01819
OG0001175	Praj.g_02017	Prae.g_01820
OG0001176	Praj.g_02019	Prae.g_01821
OG0001177	Praj.g_02021	Prae.g_01823
OG0001178	Praj.g_02025	Prae.g_01826
OG0001179	Praj.g_02026	Prae.g_01827
OG0001180	Praj.g_02027	Prae.g_01828
OG0001181	Praj.g_02028	Prae.g_01829
OG0001182	Praj.g_02030	Prae.g_01830
OG0001183	Praj.g_02031	Prae.g_01831
OG0001184	Praj.g_02046	Prae.g_01833
OG0001185	Praj.g_02059	Prae.g_01836
OG0001186	Praj.g_02060	Prae.g_01837
OG0001187	Praj.g_02061	Prae.g_01838
OG0001188	Praj.g_02062	Prae.g_01839
OG0001189	Praj.g_02063	Prae.g_01840
OG0001190	Praj.g_02064	Prae.g_01841
OG0001191	Praj.g_02065	Prae.g_01842
OG0001192	Praj.g_02066	Prae.g_01843
OG0001193	Praj.g_02067	Prae.g_01844
OG0001194	Praj.g_02068	Prae.g_01845
OG0001195	Praj.g_02069	Prae.g_01846
OG0001196	Praj.g_02070	Prae.g_01847
OG0001197	Praj.g_02071	Prae.g_01848
OG0001198	Praj.g_02072	Prae.g_01849
OG0001199	Praj.g_02073	Prae.g_01850
OG0001200	Praj.g_02074	Prae.g_01851
OG0001201	Praj.g_02075	Prae.g_01852
OG0001202	Praj.g_02076	Prae.g_01853
OG0001203	Praj.g_02078	Prae.g_01855
OG0001204	Praj.g_02080	Prae.g_01857
OG0001205	Praj.g_02082	Prae.g_01858
OG0001206	Praj.g_02083	Prae.g_01859
OG0001207	Praj.g_02084	Prae.g_01860
OG0001208	Praj.g_02085	Prae.g_01861
OG0001209	Praj.g_02086	Prae.g_01862
OG0001210	Praj.g_02087	Prae.g_01863
OG0001211	Praj.g_02088	Prae.g_01864
OG0001212	Praj.g_02089	Prae.g_01865
OG0001213	Praj.g_02090	Prae.g_01866
OG0001214	Praj.g_02092	Prae.g_01868
OG0001215	Praj.g_02093	Prae.g_01869
OG0001216	Praj.g_02094	Prae.g_01870
OG0001217	Praj.g_02095	Prae.g_01871
OG0001218	Praj.g_02096	Prae.g_01872
OG0001219	Praj.g_02099	Prae.g_01875
OG0001220	Praj.g_02100	Prae.g_01876
OG0001221	Praj.g_02105	Prae.g_01879
OG0001222	Praj.g_02106	Prae.g_01880
OG0001223	Praj.g_02107	Prae.g_01881
OG0001224	Praj.g_02109	Prae.g_01882
OG0001225	Praj.g_02110	Prae.g_01883
OG0001226	Praj.g_02111	Prae.g_01884
OG0001227	Praj.g_02112	Prae.g_01885
OG0001228	Praj.g_02113	Prae.g_01886
OG0001229	Praj.g_02114	Prae.g_01887
OG0001230	Praj.g_02115	Prae.g_01888
OG0001231	Praj.g_02116	Prae.g_01889
OG0001232	Praj.g_02124	Prae.g_01890
OG0001233	Praj.g_02125	Prae.g_01891
OG0001234	Praj.g_02126	Prae.g_01892
OG0001235	Praj.g_02127	Prae.g_01893
OG0001236	Praj.g_02129	Prae.g_01895
OG0001237	Praj.g_02130	Prae.g_01896
OG0001238	Praj.g_02134	Prae.g_01898
OG0001239	Praj.g_02135	Prae.g_01899
OG0001240	Praj.g_02136	Prae.g_01900
OG0001241	Praj.g_02139	Prae.g_01902
OG0001242	Praj.g_02141	Prae.g_01903
OG0001243	Praj.g_02142	Prae.g_01904
OG0001244	Praj.g_02143	Prae.g_01905
OG0001245	Praj.g_02144	Prae.g_01906
OG0001246	Praj.g_02145	Prae.g_01907
OG0001247	Praj.g_02146	Prae.g_01908
OG0001248	Praj.g_02147	Prae.g_01909
OG0001249	Praj.g_02148	Prae.g_01910
OG0001250	Praj.g_02149	Prae.g_01911
OG0001251	Praj.g_00130	Prae.g_00092
OG0001252	Praj.g_00178	Prae.g_00138
OG0001253	Praj.g_00190	Prae.g_00153
OG0001254	Praj.g_00316	Prae.g_00282
OG0001255	Praj.g_00379	Prae.g_00334
OG0001256	Praj.g_01187	Prae.g_00398
OG0001257	Praj.g_00475	Prae.g_00456
OG0001258	Praj.g_00490	Prae.g_00472
OG0001259	Praj.g_00577	Prae.g_00564
OG0001260	Praj.g_00982, Praj.g_01392	Prae.g_00751
OG0001261	Praj.g_00805	Prae.g_00840
OG0001262	Praj.g_01326	Prae.g_00856
OG0001263	Praj.g_00864	Prae.g_00876
OG0001264	Praj.g_00886	Prae.g_00907
OG0001265	Praj.g_00997	Prae.g_01016
OG0001267	Praj.g_01477	Prae.g_01147
OG0001268	Praj.g_01463	Prae.g_01160
OG0001269	Praj.g_01547	Prae.g_01351
OG0001270	Praj.g_01673	Prae.g_01499
OG0001271	Praj.g_01685	Prae.g_01510
OG0001272	Praj.g_01327, Praj.g_00851	Prae.g_01552
OG0001273	Praj.g_00510	Prae.g_01553
OG0001274	Praj.g_01723	Prae.g_01558
OG0001275	Praj.g_01041	Prae.g_01576
OG0001277	Praj.g_01735, Praj.g_01844	Prae.g_01597
OG0001278	Praj.g_01761	Prae.g_01615
OG0001279	Praj.g_01765	Prae.g_01619
OG0001280	Praj.g_01767	Prae.g_01622
OG0001281	Praj.g_01872	Prae.g_01689
OG0001282	Praj.g_01236	Prae.g_01714
OG0001283	Praj.g_01993	Prae.g_01797
OG0001284	Praj.g_02024	Prae.g_01825
OG0001285	Praj.g_02079	Prae.g_01856
OG0001286	Praj.g_02138	Prae.g_01901
OG0001288	Praj.g_00431	Prae.g_00411
OG0001290	Praj.g_00030	Prae.g_00030
OG0001291	Praj.g_00109	Prae.g_00071
OG0001292	Praj.g_00112	Prae.g_00074
OG0001293	Praj.g_00114	Prae.g_00076
OG0001294	Praj.g_00131	Prae.g_00093
OG0001295	Praj.g_00159	Prae.g_00119
OG0001296	Praj.g_00166	Prae.g_00125
OG0001297	Praj.g_00239	Prae.g_00202
OG0001298	Praj.g_00284	Prae.g_00246
OG0001299	Praj.g_00291	Prae.g_00255
OG0001300	Praj.g_01031	Prae.g_00373
OG0001301	Praj.g_00625	Prae.g_00611
OG0001302	Praj.g_01745	Prae.g_00755
OG0001303	Praj.g_00740	Prae.g_00759
OG0001304	Praj.g_01015	Prae.g_01031
OG0001305	Praj.g_01020	Prae.g_01036
OG0001306	Praj.g_02123	Prae.g_01074
OG0001307	Praj.g_00895	Prae.g_01083
OG0001308	Praj.g_01025	Prae.g_01107
OG0001309	Praj.g_02081	Prae.g_01109
OG0001310	Praj.g_01205	Prae.g_01119
OG0001311	Praj.g_01429	Prae.g_01191
OG0001312	Praj.g_01548	Prae.g_01352
OG0001313	Praj.g_00744	Prae.g_01556
OG0001314	Praj.g_01789	Prae.g_01646
OG0001315	Praj.g_01824	Prae.g_01680
OG0001316	Praj.g_01989	Prae.g_01793
OG0001318	Praj.g_00182	Prae.g_00141
OG0001319	Praj.g_00278	Prae.g_00241
OG0001320	Praj.g_01485	Prae.g_00441
OG0001322	Praj.g_00733	Prae.g_00787
OG0001323	Praj.g_00876	Prae.g_01057
OG0001324	Praj.g_01378	Prae.g_01091
OG0001325	Praj.g_01277	Prae.g_01113
OG0001326	Praj.g_01165	Prae.g_01290
OG0001327	Praj.g_01521	Prae.g_01292
OG0001328	Praj.g_01533	Prae.g_01334
OG0001329	Praj.g_02132	Prae.g_01388
OG0001330	Praj.g_01719	Prae.g_01549
OG0001332	Praj.g_01813	Prae.g_01669
OG0001333	Praj.g_01956	Prae.g_01762
OG0001334	Praj.g_02014	Prae.g_01817
OG0001335	Praj.g_02077	Prae.g_01854
OG0001336	Praj.g_00169	Prae.g_00128
OG0001338	Praj.g_01059	Prae.g_00147
OG0001344	Praj.g_01497, Praj.g_01564	Prae.g_00378
OG0001348	Praj.g_00496	Prae.g_00478
OG0001349	Praj.g_00501	Prae.g_00483
OG0001350	Praj.g_00506	Prae.g_00488
OG0001352	Praj.g_00674	Prae.g_00656
OG0001356	Praj.g_00867	Prae.g_00890
OG0001359	Praj.g_01837	Prae.g_01134
OG0001360	Praj.g_01838	Prae.g_01135
OG0001362	Praj.g_01155	Prae.g_01265
OG0001363	Praj.g_02035	Prae.g_01438
OG0001364	Praj.g_01705	Prae.g_01529
OG0001365	Praj.g_00910	Prae.g_01684
OG0001368	Praj.g_02023	Prae.g_01824
OG0001369	Praj.g_00998	Prae.g_01017
OG0001371	Praj.g_00105	Prae.g_00067
OG0001372	Praj.g_00106	Prae.g_00068
OG0001373	Praj.g_00113	Prae.g_00075
OG0001374	Praj.g_00125	Prae.g_00087
OG0001376	Praj.g_00274	Prae.g_00237
OG0001377	Praj.g_00295	Prae.g_00259
OG0001379	Praj.g_01671	Prae.g_00361
OG0001380	Praj.g_01027	Prae.g_00399
OG0001381	Praj.g_00448	Prae.g_00428
OG0001382	Praj.g_00456	Prae.g_00434
OG0001383	Praj.g_00503	Prae.g_00485
OG0001385	Praj.g_00655	Prae.g_00640
OG0001386	Praj.g_00665	Prae.g_00648
OG0001387	Praj.g_00667	Prae.g_00650
OG0001388	Praj.g_00679	Prae.g_00660
OG0001389	Praj.g_00703	Prae.g_00716
OG0001390	Praj.g_00069	Prae.g_00750
OG0001391	Praj.g_00912	Prae.g_00792
OG0001392	Praj.g_00866	Prae.g_00889
OG0001393	Praj.g_00868	Prae.g_00891
OG0001394	Praj.g_00892	Prae.g_00913
OG0001395	Praj.g_00896	Prae.g_00916
OG0001396	Praj.g_01344	Prae.g_00996
OG0001397	Praj.g_01006	Prae.g_01025
OG0001398	Praj.g_00842	Prae.g_01044
OG0001399	Praj.g_00865	Prae.g_01054
OG0001400	Praj.g_00858	Prae.g_01064
OG0001401	Praj.g_01094	Prae.g_01071
OG0001402	Praj.g_01475	Prae.g_01149
OG0001403	Praj.g_01529	Prae.g_01330
OG0001404	Praj.g_01073	Prae.g_01359
OG0001405	Praj.g_01576	Prae.g_01369
OG0001406	Praj.g_01672	Prae.g_01498
OG0001407	Praj.g_01676	Prae.g_01501
OG0001408	Praj.g_01720	Prae.g_01550
OG0001409	Praj.g_01096	Prae.g_01564
OG0001410	Praj.g_01082	Prae.g_01578
OG0001411	Praj.g_01199	Prae.g_01590
OG0001414	Praj.g_01974	Prae.g_00061
OG0001415	Praj.g_00361	Prae.g_00327
OG0001416	Praj.g_00513	Prae.g_00495
OG0001417	Praj.g_00666	Prae.g_00649
OG0001418	Praj.g_01138	Prae.g_00762
OG0001419	Praj.g_00916	Prae.g_00795
OG0001420	Praj.g_01858	Prae.g_00893
OG0001421	Praj.g_00873	Prae.g_00898
OG0001422	Praj.g_00725	Prae.g_01060
OG0001423	Praj.g_01181	Prae.g_01136
OG0001424	Praj.g_01840	Prae.g_01225
OG0001426	Praj.g_02133	Prae.g_01897
OG0001427	Praj.g_01741	Prae.g_00372
OG0001429	Praj.g_00956	Prae.g_00974
OG0001430	Praj.g_01056	Prae.g_01008
OG0001431	Praj.g_00857	Prae.g_01062
OG0001432	Praj.g_00736	Prae.g_01065
OG0001433	Praj.g_01146	Prae.g_01267
OG0001435	Praj.g_01069	Prae.g_01562
OG0001436	Praj.g_01119	Prae.g_01231
OG0001438	Praj.g_00608	Prae.g_00594
OG0001441	Praj.g_01319	Prae.g_01101
OG0001442	Praj.g_01727	Prae.g_01122
OG0001443	Praj.g_01478	Prae.g_01146
OG0001444	Praj.g_01441	Prae.g_01182
OG0001448	Praj.g_00717	Prae.g_01583
OG0001452	Praj.g_02098	Prae.g_01874
OG0001456	Praj.g_00374	Prae.g_00563
OG0001458	Praj.g_01230	Prae.g_00749
OG0001459	Praj.g_00098	Prae.g_00785
OG0001464	Praj.g_00977, Praj.g_01394	Prae.g_01059
OG0001465	Praj.g_00856	Prae.g_01287
OG0001466	Praj.g_01206	Prae.g_01299
OG0001467	Praj.g_01629	Prae.g_01456
OG0001472	Praj.g_00837	Prae.g_00867
OG0001474	Praj.g_01846	Prae.g_00877
OG0001475	Praj.g_00853	Prae.g_01049
OG0001476	Praj.g_00854	Prae.g_01050
OG0001477	Praj.g_00855	Prae.g_01051
OG0001478	Praj.g_01600	Prae.g_01058
OG0001479	Praj.g_01439	Prae.g_01086
OG0001480	Praj.g_00428	Prae.g_01095
OG0001487	Praj.g_00612	Prae.g_00767
OG0001491	Praj.g_01061	Prae.g_00782
OG0001493	Praj.g_01847	Prae.g_00878
OG0001494	Praj.g_01848	Prae.g_00879
OG0001495	Praj.g_01849	Prae.g_00880
OG0001496	Praj.g_01850	Prae.g_00881
OG0001497	Praj.g_01851	Prae.g_00882
OG0001498	Praj.g_01852	Prae.g_00883
OG0001499	Praj.g_01853	Prae.g_00884
OG0001500	Praj.g_01854	Prae.g_00885
OG0001501	Praj.g_01855	Prae.g_00886
OG0001502	Praj.g_01856	Prae.g_00887
OG0001503	Praj.g_01857	Prae.g_00888
OG0001505	Praj.g_01238	Prae.g_00999
OG0001507	Praj.g_01479	Prae.g_01145
OG0001508	Praj.g_00060, Praj.g_01760	Prae.g_01561
OG0001510	Praj.g_01973	Prae.g_01778
OG0001515	Praj.g_01733	Prae.g_00753
OG0001516	Praj.g_00967	Prae.g_00986
OG0001517	Praj.g_00082	Prae.g_01069
OG0001518	Praj.g_01252, Praj.g_01256, Praj.g_01258	Prae.g_01599
OG0001520	Praj.g_01118	Prae.g_01232
OG0001523	Praj.g_00093	Prae.g_00060
OG0001524	Praj.g_01207	Prae.g_00376
OG0001526	Praj.g_00871	Prae.g_00896
OG0001527	Praj.g_01270	Prae.g_01099
OG0001528	Praj.g_01738	Prae.g_01266
OG0001529	Praj.g_01260	Prae.g_01269
OG0001530	Praj.g_01117	Prae.g_01233
OG0001535	Praj.g_00834	Prae.g_00864
OG0001536	Praj.g_01052	Prae.g_01097
OG0001538	Praj.g_01544	Prae.g_01289
OG0001539	Praj.g_01219	Prae.g_01314
OG0001540	Praj.g_01186	Prae.g_01315
OG0001543	Praj.g_01215	Prae.g_01577
OG0001546	Praj.g_00807	Prae.g_00687
OG0001549	Praj.g_00167	Prae.g_00126
OG0001550	Praj.g_00342	Prae.g_00308
OG0001552	Praj.g_01173	Prae.g_00368
OG0001553	Praj.g_01225	Prae.g_00387
OG0001554	Praj.g_01034	Prae.g_00388
OG0001555	Praj.g_01044	Prae.g_00431
OG0001556	Praj.g_01496	Prae.g_00443
OG0001557	Praj.g_00668	Prae.g_00651
OG0001558	Praj.g_01178	Prae.g_00744
OG0001559	Praj.g_01150	Prae.g_00754
OG0001560	Praj.g_00983	Prae.g_00774
OG0001561	Praj.g_01299	Prae.g_00869
OG0001562	Praj.g_00729	Prae.g_01006
OG0001563	Praj.g_00092	Prae.g_01067
OG0001564	Praj.g_01028	Prae.g_01068
OG0001565	Praj.g_00737	Prae.g_01070
OG0001566	Praj.g_01043	Prae.g_01073
OG0001567	Praj.g_01237	Prae.g_01079
OG0001568	Praj.g_00081	Prae.g_01094
OG0001569	Praj.g_01137	Prae.g_01098
OG0001570	Praj.g_01142	Prae.g_01104
OG0001571	Praj.g_01172	Prae.g_01116
OG0001572	Praj.g_01216	Prae.g_01125
OG0001573	Praj.g_01058	Prae.g_01129
OG0001575	Praj.g_01296	Prae.g_01284
OG0001576	Praj.g_01164	Prae.g_01295
OG0001577	Praj.g_01866	Prae.g_01365
OG0001578	Praj.g_01574	Prae.g_01367
OG0001582	Praj.g_00988	Prae.g_01542
OG0001583	Praj.g_00745	Prae.g_01544
OG0001584	Praj.g_01498	Prae.g_01545
OG0001585	Praj.g_01724	Prae.g_01555
OG0001586	Praj.g_01560	Prae.g_01834
OG0001587	Praj.g_01381	Prae.g_01228
OG0001591	Praj.g_01095	Prae.g_00362
OG0001594	Praj.g_01494	Prae.g_00442
OG0001595	Praj.g_01241	Prae.g_00680
OG0001597	Praj.g_01350	Prae.g_00871
OG0001599	Praj.g_01843	Prae.g_01139
OG0001600	Praj.g_01503	Prae.g_01140
OG0001601	Praj.g_01502	Prae.g_01141
OG0001602	Praj.g_01501	Prae.g_01142
OG0001604	Praj.g_01349	Prae.g_01636
OG0001605	Praj.g_01890	Prae.g_01708
OG0001606	Praj.g_00385	Prae.g_00340
OG0001609	Praj.g_01740	Prae.g_00367
OG0001612	Praj.g_00741	Prae.g_00783
OG0001615	Praj.g_01123	Prae.g_01277
OG0001616	Praj.g_01330	Prae.g_01243
OG0001618	Praj.g_01169	Prae.g_01346
OG0001626	Praj.g_01124	Prae.g_01278
OG0001699	Praj.g_01251	Prae.g_00681
OG0001705	Praj.g_01284	Prae.g_01106
OG0001709	Praj.g_01108	Prae.g_01238
OG0001816	Praj.g_00863	Prae.g_01047
OG0001821	Praj.g_01906	Prae.g_01298
OG0001829	Praj.g_01292	Prae.g_01589
OG0001847	Praj.g_01839	Prae.g_01571
OG0001867	Praj.g_01122	Prae.g_01276
OG0001913	Praj.g_01109	Prae.g_01237
OG0001957	Praj.g_01114	Prae.g_01230
OG0001983	Praj.g_01130	Prae.g_01000
OG0001991	Praj.g_01116	Prae.g_01234
OG0002034	Praj.g_01127, Praj.g_01245	Prae.g_01244
OG0002131	Praj.g_01120	Prae.g_01254
OG0002140	Praj.g_00409	Prae.g_00998
OG0002178	Praj.g_01341	Prae.g_01585
OG0002197	Praj.g_01376	Prae.g_00397
OG0002199	Praj.g_01739	Prae.g_01592
