Orthogroup	Praj	Prbj
OG0001126	Praj.g_01950	Prbj.g_00983
OG0001127	Praj.g_01953	Prbj.g_00414
OG0001128	Praj.g_01954	Prbj.g_00413
OG0001129	Praj.g_01955	Prbj.g_00410
OG0001130	Praj.g_01958	Prbj.g_00407
OG0001131	Praj.g_01959	Prbj.g_00406
OG0001132	Praj.g_01960	Prbj.g_00405
OG0001133	Praj.g_01961	Prbj.g_00404
OG0001134	Praj.g_01962	Prbj.g_00403
OG0001135	Praj.g_01963	Prbj.g_00402
OG0001136	Praj.g_01964	Prbj.g_00401
OG0001137	Praj.g_01965	Prbj.g_00400
OG0001138	Praj.g_01966	Prbj.g_00399
OG0001139	Praj.g_01968	Prbj.g_00397
OG0001140	Praj.g_01969	Prbj.g_00395
OG0001141	Praj.g_01970	Prbj.g_00394
OG0001142	Praj.g_01975	Prbj.g_00368
OG0001143	Praj.g_01976	Prbj.g_00367
OG0001144	Praj.g_01977	Prbj.g_00365
OG0001145	Praj.g_01978	Prbj.g_00364
OG0001146	Praj.g_01979	Prbj.g_00363
OG0001147	Praj.g_01980	Prbj.g_00362
OG0001148	Praj.g_01981	Prbj.g_00361
OG0001149	Praj.g_01982	Prbj.g_01494
OG0001150	Praj.g_01983	Prbj.g_01498
OG0001151	Praj.g_01986	Prbj.g_01501
OG0001152	Praj.g_01987	Prbj.g_01502
OG0001153	Praj.g_01988	Prbj.g_01504
OG0001154	Praj.g_01990	Prbj.g_01506
OG0001155	Praj.g_01992	Prbj.g_01509
OG0001156	Praj.g_01994	Prbj.g_01513
OG0001157	Praj.g_01996	Prbj.g_01515
OG0001158	Praj.g_01998	Prbj.g_01517
OG0001159	Praj.g_01999	Prbj.g_01518
OG0001160	Praj.g_02000	Prbj.g_01519
OG0001161	Praj.g_02001	Prbj.g_01576
OG0001162	Praj.g_02002	Prbj.g_01577
OG0001163	Praj.g_02003	Prbj.g_01578
OG0001164	Praj.g_02004	Prbj.g_01579
OG0001165	Praj.g_02005	Prbj.g_01580
OG0001166	Praj.g_02006	Prbj.g_01581
OG0001167	Praj.g_02007	Prbj.g_01592
OG0001168	Praj.g_02008	Prbj.g_01593
OG0001169	Praj.g_02009	Prbj.g_01594
OG0001170	Praj.g_02010	Prbj.g_01596
OG0001171	Praj.g_02011	Prbj.g_01597
OG0001172	Praj.g_02013	Prbj.g_01599
OG0001173	Praj.g_02015	Prbj.g_01821
OG0001174	Praj.g_02016	Prbj.g_01820
OG0001175	Praj.g_02017	Prbj.g_01819
OG0001176	Praj.g_02019	Prbj.g_01809
OG0001177	Praj.g_02021	Prbj.g_01290
OG0001178	Praj.g_02025	Prbj.g_01286
OG0001179	Praj.g_02026	Prbj.g_01285
OG0001180	Praj.g_02027	Prbj.g_01284
OG0001181	Praj.g_02028	Prbj.g_01283
OG0001182	Praj.g_02030	Prbj.g_01282
OG0001183	Praj.g_02031	Prbj.g_01281
OG0001184	Praj.g_02046	Prbj.g_01253
OG0001185	Praj.g_02059	Prbj.g_01250
OG0001186	Praj.g_02060	Prbj.g_01249
OG0001187	Praj.g_02061	Prbj.g_01248
OG0001188	Praj.g_02062	Prbj.g_01245
OG0001189	Praj.g_02063	Prbj.g_01244
OG0001190	Praj.g_02064	Prbj.g_01243
OG0001191	Praj.g_02065	Prbj.g_01241
OG0001192	Praj.g_02066	Prbj.g_01239
OG0001193	Praj.g_02067	Prbj.g_01238
OG0001194	Praj.g_02068	Prbj.g_01236
OG0001195	Praj.g_02069	Prbj.g_01235
OG0001196	Praj.g_02070	Prbj.g_01234
OG0001197	Praj.g_02071	Prbj.g_01233
OG0001198	Praj.g_02072	Prbj.g_01232
OG0001199	Praj.g_02073	Prbj.g_01231
OG0001200	Praj.g_02074	Prbj.g_01229
OG0001201	Praj.g_02075	Prbj.g_01228
OG0001202	Praj.g_02076	Prbj.g_01227
OG0001203	Praj.g_02078	Prbj.g_01225
OG0001204	Praj.g_02080	Prbj.g_01221
OG0001205	Praj.g_02082	Prbj.g_01219
OG0001206	Praj.g_02083	Prbj.g_01218
OG0001207	Praj.g_02084	Prbj.g_01955
OG0001208	Praj.g_02085	Prbj.g_01956
OG0001209	Praj.g_02086	Prbj.g_01957
OG0001210	Praj.g_02087	Prbj.g_01958
OG0001211	Praj.g_02088	Prbj.g_01960
OG0001212	Praj.g_02089	Prbj.g_01961
OG0001213	Praj.g_02090	Prbj.g_01962
OG0001214	Praj.g_02092	Prbj.g_01964
OG0001215	Praj.g_02093	Prbj.g_01966
OG0001216	Praj.g_02094	Prbj.g_01968
OG0001217	Praj.g_02095	Prbj.g_01969
OG0001218	Praj.g_02096	Prbj.g_01970
OG0001219	Praj.g_02099	Prbj.g_01975
OG0001220	Praj.g_02100	Prbj.g_01980
OG0001221	Praj.g_02105	Prbj.g_02002
OG0001222	Praj.g_02106	Prbj.g_02005
OG0001223	Praj.g_02107	Prbj.g_02006
OG0001224	Praj.g_02109	Prbj.g_02008
OG0001225	Praj.g_02110	Prbj.g_02009
OG0001226	Praj.g_02111	Prbj.g_02012
OG0001227	Praj.g_02112	Prbj.g_02013
OG0001228	Praj.g_02113	Prbj.g_02019
OG0001229	Praj.g_02114	Prbj.g_02020
OG0001230	Praj.g_02115	Prbj.g_02021
OG0001231	Praj.g_02116	Prbj.g_02034
OG0001232	Praj.g_02124	Prbj.g_02043
OG0001233	Praj.g_02125	Prbj.g_02044
OG0001234	Praj.g_02126	Prbj.g_02045
OG0001235	Praj.g_02127	Prbj.g_02046
OG0001236	Praj.g_02129	Prbj.g_02048
OG0001237	Praj.g_02130	Prbj.g_02049
OG0001238	Praj.g_02134	Prbj.g_02053
OG0001239	Praj.g_02135	Prbj.g_02055
OG0001240	Praj.g_02136	Prbj.g_02056
OG0001241	Praj.g_02139	Prbj.g_02060
OG0001242	Praj.g_02141	Prbj.g_02062
OG0001243	Praj.g_02142	Prbj.g_02063
OG0001244	Praj.g_02143	Prbj.g_02065
OG0001245	Praj.g_02144	Prbj.g_02067
OG0001246	Praj.g_02145	Prbj.g_02069
OG0001247	Praj.g_02146	Prbj.g_02070
OG0001248	Praj.g_02147	Prbj.g_02071
OG0001249	Praj.g_02148	Prbj.g_02072
OG0001250	Praj.g_02149	Prbj.g_02073
OG0001251	Praj.g_00130	Prbj.g_00603
OG0001252	Praj.g_00178	Prbj.g_01545
OG0001253	Praj.g_00190	Prbj.g_00538
OG0001254	Praj.g_00316	Prbj.g_01406
OG0001255	Praj.g_00379	Prbj.g_00342
OG0001256	Praj.g_01187	Prbj.g_00897
OG0001257	Praj.g_00475	Prbj.g_01628
OG0001258	Praj.g_00490	Prbj.g_01609
OG0001259	Praj.g_00577	Prbj.g_01782
OG0001261	Praj.g_00805	Prbj.g_02475
OG0001262	Praj.g_01326	Prbj.g_02498
OG0001264	Praj.g_00886	Prbj.g_02339
OG0001265	Praj.g_00997	Prbj.g_02209
OG0001267	Praj.g_01477	Prbj.g_00769
OG0001268	Praj.g_01463	Prbj.g_00969
OG0001269	Praj.g_01547	Prbj.g_00670
OG0001270	Praj.g_01673	Prbj.g_02627
OG0001271	Praj.g_01685	Prbj.g_01691
OG0001272	Praj.g_01327, Praj.g_00851	Prbj.g_00907
OG0001273	Praj.g_00510	Prbj.g_02106
OG0001274	Praj.g_01723	Prbj.g_00780
OG0001275	Praj.g_01041	Prbj.g_00158
OG0001276	Praj.g_01726	Prbj.g_02368
OG0001278	Praj.g_01761	Prbj.g_00870
OG0001279	Praj.g_01765	Prbj.g_00865
OG0001280	Praj.g_01767	Prbj.g_00862
OG0001281	Praj.g_01872	Prbj.g_02653
OG0001282	Praj.g_01236	Prbj.g_00851
OG0001283	Praj.g_01993	Prbj.g_01512
OG0001284	Praj.g_02024	Prbj.g_01287
OG0001285	Praj.g_02079	Prbj.g_01223
OG0001286	Praj.g_02138	Prbj.g_02058
OG0001287	Praj.g_01139	Prbj.g_00214, Prbj.g_02701
OG0001288	Praj.g_00431	Prbj.g_00101
OG0001290	Praj.g_00030	Prbj.g_01203
OG0001291	Praj.g_00109	Prbj.g_00567
OG0001292	Praj.g_00112	Prbj.g_00570
OG0001293	Praj.g_00114	Prbj.g_00572
OG0001294	Praj.g_00131	Prbj.g_00604
OG0001295	Praj.g_00159	Prbj.g_01560
OG0001296	Praj.g_00166	Prbj.g_01529
OG0001297	Praj.g_00239	Prbj.g_01164
OG0001298	Praj.g_00284	Prbj.g_01340
OG0001299	Praj.g_00291	Prbj.g_01353
OG0001300	Praj.g_01031	Prbj.g_01896
OG0001301	Praj.g_00625	Prbj.g_02575
OG0001303	Praj.g_00740	Prbj.g_00663
OG0001304	Praj.g_01015	Prbj.g_01847
OG0001305	Praj.g_01020	Prbj.g_01842
OG0001306	Praj.g_02123	Prbj.g_02042
OG0001307	Praj.g_00895	Prbj.g_02357
OG0001308	Praj.g_01025	Prbj.g_00046
OG0001309	Praj.g_02081	Prbj.g_01220
OG0001310	Praj.g_01205	Prbj.g_00688
OG0001311	Praj.g_01429	Prbj.g_00007
OG0001312	Praj.g_01548	Prbj.g_00671
OG0001313	Praj.g_00744	Prbj.g_01184
OG0001314	Praj.g_01789	Prbj.g_00477
OG0001315	Praj.g_01824	Prbj.g_00426
OG0001316	Praj.g_01989	Prbj.g_01505
OG0001319	Praj.g_00278	Prbj.g_02610
OG0001320	Praj.g_01485	Prbj.g_02145
OG0001324	Praj.g_01378	Prbj.g_02632
OG0001326	Praj.g_01165	Prbj.g_00731
OG0001327	Praj.g_01521	Prbj.g_01718
OG0001328	Praj.g_01533	Prbj.g_01734
OG0001329	Praj.g_02132	Prbj.g_02051
OG0001332	Praj.g_01813	Prbj.g_00450
OG0001333	Praj.g_01956	Prbj.g_00409
OG0001335	Praj.g_02077	Prbj.g_01226
OG0001336	Praj.g_00169	Prbj.g_01531
OG0001344	Praj.g_01497, Praj.g_01564	Prbj.g_00826
OG0001348	Praj.g_00496	Prbj.g_02091
OG0001350	Praj.g_00506	Prbj.g_02100
OG0001362	Praj.g_01155	Prbj.g_01299
OG0001368	Praj.g_02023	Prbj.g_01288
OG0001369	Praj.g_00998	Prbj.g_02208
OG0001380	Praj.g_01027	Prbj.g_00951
OG0001381	Praj.g_00448	Prbj.g_01893
OG0001396	Praj.g_01344	Prbj.g_02309
OG0001410	Praj.g_01082	Prbj.g_00249
OG0001412	Praj.g_00924	Prbj.g_02298
OG0001415	Praj.g_00361	Prbj.g_00360
OG0001416	Praj.g_00513	Prbj.g_02111
OG0001426	Praj.g_02133	Prbj.g_02052
OG0001429	Praj.g_00956	Prbj.g_02252
OG0001430	Praj.g_01056	Prbj.g_00038
OG0001436	Praj.g_01119	Prbj.g_01986
OG0001438	Praj.g_00608	Prbj.g_02549
OG0001442	Praj.g_01727	Prbj.g_00043
OG0001448	Praj.g_00717	Prbj.g_00690
OG0001451	Praj.g_01598	Prbj.g_02711, Prbj.g_01102
OG0001452	Praj.g_02098	Prbj.g_01972
OG0001453	Praj.g_01322	Prbj.g_00736
OG0001455	Praj.g_01068	Prbj.g_00045, Prbj.g_00051
OG0001456	Praj.g_00374	Prbj.g_01783
OG0001466	Praj.g_01206	Prbj.g_02172
OG0001467	Praj.g_01629	Prbj.g_01053
OG0001472	Praj.g_00837	Prbj.g_00920
OG0001474	Praj.g_01846	Prbj.g_02022
OG0001475	Praj.g_00853	Prbj.g_01979
OG0001476	Praj.g_00854	Prbj.g_01978
OG0001477	Praj.g_00855	Prbj.g_01977
OG0001478	Praj.g_01600	Prbj.g_00764
OG0001479	Praj.g_01439	Prbj.g_00018
OG0001480	Praj.g_00428	Prbj.g_00091
OG0001486	Praj.g_00908	Prbj.g_02385
OG0001487	Praj.g_00612	Prbj.g_02554
OG0001493	Praj.g_01847	Prbj.g_02023
OG0001494	Praj.g_01848	Prbj.g_02024
OG0001495	Praj.g_01849	Prbj.g_02025
OG0001496	Praj.g_01850	Prbj.g_02026
OG0001497	Praj.g_01851	Prbj.g_02027
OG0001498	Praj.g_01852	Prbj.g_02028
OG0001499	Praj.g_01853	Prbj.g_02029
OG0001500	Praj.g_01854	Prbj.g_02030
OG0001501	Praj.g_01855	Prbj.g_02031
OG0001502	Praj.g_01856	Prbj.g_02032
OG0001503	Praj.g_01857	Prbj.g_02033
OG0001504	Praj.g_00903	Prbj.g_02381
OG0001508	Praj.g_00060, Praj.g_01760	Prbj.g_02626
OG0001531	Praj.g_01135	Prbj.g_00315, Prbj.g_02170, Prbj.g_00673
OG0001544	Praj.g_01168	Prbj.g_00071
OG0001545	Praj.g_00883	Prbj.g_02336
OG0001546	Praj.g_00807	Prbj.g_02477
OG0001547	Praj.g_01250	Prbj.g_00698
OG0001548	Praj.g_01972	Prbj.g_00125
OG0001587	Praj.g_01381	Prbj.g_01889
OG0001588	Praj.g_01841	Prbj.g_00872
OG0001593	Praj.g_01193	Prbj.g_02460
OG0001605	Praj.g_01890	Prbj.g_01031
OG0001606	Praj.g_00385	Prbj.g_00334
OG0001608	Praj.g_01895	Prbj.g_00374
OG0001622	Praj.g_01367	Prbj.g_00745
OG0001632	Praj.g_01211	Prbj.g_00859
OG0001633	Praj.g_01859	Prbj.g_01121
OG0001634	Praj.g_01368	Prbj.g_00746
OG0001635	Praj.g_01369	Prbj.g_00749
OG0001636	Praj.g_01370	Prbj.g_00750
OG0001683	Praj.g_02039	Prbj.g_01278
OG0001695	Praj.g_02052	Prbj.g_01257
OG0001696	Praj.g_01565	Prbj.g_00123
OG0001696	Praj.g_00037, Praj.g_01597	Prbj.g_02691
OG0001709	Praj.g_01108	Prbj.g_01132
OG0001713	Praj.g_02053	Prbj.g_01254
OG0001714	Praj.g_01670	Prbj.g_00662
OG0001715	Praj.g_02018	Prbj.g_01818
OG0001716	Praj.g_01431	Prbj.g_00005
OG0001717	Praj.g_01039	Prbj.g_00033
OG0001718	Praj.g_00096	Prbj.g_00040
OG0001719	Praj.g_00381	Prbj.g_00340
OG0001730	Praj.g_02057	Prbj.g_01255
OG0001737	Praj.g_00045	Prbj.g_01216
OG0001738	Praj.g_00150	Prbj.g_00628
OG0001739	Praj.g_00149	Prbj.g_00626
OG0001740	Praj.g_00148	Prbj.g_00625
OG0001741	Praj.g_00138	Prbj.g_00612
OG0001742	Praj.g_01746	Prbj.g_02612
OG0001743	Praj.g_00279	Prbj.g_02613
OG0001744	Praj.g_01811	Prbj.g_00452
OG0001745	Praj.g_00556	Prbj.g_01881
OG0001746	Praj.g_01541	Prbj.g_01743
OG0001747	Praj.g_01448	Prbj.g_00828
OG0001748	Praj.g_00685	Prbj.g_00939
OG0001749	Praj.g_00675	Prbj.g_00908
OG0001750	Praj.g_01007	Prbj.g_02200
OG0001751	Praj.g_01000	Prbj.g_02206
OG0001752	Praj.g_00996	Prbj.g_02212
OG0001753	Praj.g_00942	Prbj.g_02272
OG0001754	Praj.g_01010	Prbj.g_02325
OG0001755	Praj.g_00900	Prbj.g_02372
OG0001756	Praj.g_00774	Prbj.g_02417
OG0001757	Praj.g_00077	Prbj.g_02496
OG0001758	Praj.g_01558	Prbj.g_02499
OG0001759	Praj.g_00830	Prbj.g_02513
OG0001760	Praj.g_00878	Prbj.g_02522
OG0001761	Praj.g_00662	Prbj.g_02526
OG0001762	Praj.g_00652	Prbj.g_00817
OG0001763	Praj.g_00161	Prbj.g_00122
OG0001764	Praj.g_00404	Prbj.g_00065
OG0001765	Praj.g_00367	Prbj.g_00353
OG0001766	Praj.g_00366	Prbj.g_00354
OG0001767	Praj.g_00365	Prbj.g_00356
OG0001768	Praj.g_00364	Prbj.g_00357
OG0001769	Praj.g_00363	Prbj.g_00358
OG0001770	Praj.g_01967	Prbj.g_00398
OG0001771	Praj.g_01951	Prbj.g_00982
OG0001772	Praj.g_00171	Prbj.g_01533
OG0001773	Praj.g_00694	Prbj.g_01546
OG0001774	Praj.g_00219	Prbj.g_00507
OG0001775	Praj.g_00225	Prbj.g_01142
OG0001776	Praj.g_00850	Prbj.g_00247
OG0001777	Praj.g_02097	Prbj.g_01971
OG0001778	Praj.g_02101	Prbj.g_01981
OG0001779	Praj.g_02102	Prbj.g_01982
OG0001780	Praj.g_00848	Prbj.g_01983
OG0001781	Praj.g_02108	Prbj.g_02007
OG0001782	Praj.g_02122	Prbj.g_02041
OG0001792	Praj.g_02038	Prbj.g_01279, Prbj.g_01247
OG0001793	Praj.g_02040	Prbj.g_01277
OG0001799	Praj.g_00860	Prbj.g_00029
OG0001800	Praj.g_00041	Prbj.g_00676
OG0001801	Praj.g_01342	Prbj.g_00677
OG0001802	Praj.g_01513	Prbj.g_00942
OG0001803	Praj.g_00990	Prbj.g_02220
OG0001830	Praj.g_02056	Prbj.g_01251
OG0001831	Praj.g_01465	Prbj.g_00967
OG0001832	Praj.g_01454	Prbj.g_00839
OG0001852	Praj.g_01338	Prbj.g_02168
OG0001915	Praj.g_00658	Prbj.g_00823
OG0001919	Praj.g_01198, Praj.g_01191	Prbj.g_00191
OG0001955	Praj.g_01373	Prbj.g_00753
OG0001996	Praj.g_01516, Praj.g_02033	Prbj.g_01261
OG0002005	Praj.g_02118	Prbj.g_02036
OG0002006	Praj.g_02121	Prbj.g_02039
OG0002036	Praj.g_00272	Prbj.g_00178
OG0002038	Praj.g_00470	Prbj.g_01637
OG0002041	Praj.g_00317	Prbj.g_01407
OG0002043	Praj.g_00181	Prbj.g_00551
OG0002072	Praj.g_00550	Prbj.g_01873
OG0002074	Praj.g_01009	Prbj.g_02197
OG0002075	Praj.g_01627	Prbj.g_01051
OG0002145	Praj.g_02032	Prbj.g_01262
OG0002147	Praj.g_01177	Prbj.g_00707
OG0002149	Praj.g_01612	Prbj.g_02389
OG0002152	Praj.g_01551	Prbj.g_02607
OG0002154	Praj.g_02120	Prbj.g_02038
OG0002202	Praj.g_01001	Prbj.g_02205
OG0002203	Praj.g_01167	Prbj.g_02452
OG0002207	Praj.g_00355	Prbj.g_01458
OG0002308	Praj.g_02119	Prbj.g_02037
OG0002318	Praj.g_00097	Prbj.g_01260
OG0003023	Praj.g_00376, Praj.g_01507	Prbj.g_00877
OG0003338	Praj.g_01604	Prbj.g_00738
