Orthogroup	Prak	Pras
OG0001162	Prak.g_01526	Pras.g_00452
OG0001163	Prak.g_01636	Pras.g_00542
OG0001164	Prak.g_01640	Pras.g_00546
OG0001165	Prak.g_01643	Pras.g_00549
OG0001166	Prak.g_01664	Pras.g_00569
OG0001167	Prak.g_01681	Pras.g_00586
OG0001168	Prak.g_01683	Pras.g_00588
OG0001169	Prak.g_01685	Pras.g_00590
OG0001170	Prak.g_01687	Pras.g_00592
OG0001171	Prak.g_01697	Pras.g_00602
OG0001172	Prak.g_01713	Pras.g_00616
OG0001173	Prak.g_01714	Pras.g_00617
OG0001174	Prak.g_01722	Pras.g_00625
OG0001175	Prak.g_01723	Pras.g_00626
OG0001176	Prak.g_01731	Pras.g_00633
OG0001177	Prak.g_01733	Pras.g_00636
OG0001178	Prak.g_01650	Pras.g_00641
OG0001179	Prak.g_01763	Pras.g_00671
OG0001180	Prak.g_01786	Pras.g_00693
OG0001181	Prak.g_01790	Pras.g_00697
OG0001182	Prak.g_01798	Pras.g_00704
OG0001183	Prak.g_01803	Pras.g_00708
OG0001184	Prak.g_01821	Pras.g_00724
OG0001185	Prak.g_01837	Pras.g_00738
OG0001186	Prak.g_01861	Pras.g_00762
OG0001187	Prak.g_01864	Pras.g_00766
OG0001188	Prak.g_01866	Pras.g_00769
OG0001189	Prak.g_01883	Pras.g_00786
OG0001190	Prak.g_01888	Pras.g_00790
OG0001191	Prak.g_01898	Pras.g_00800
OG0001192	Prak.g_01903	Pras.g_00804
OG0001193	Prak.g_01915	Pras.g_00815
OG0001194	Prak.g_01916	Pras.g_00816
OG0001195	Prak.g_01917	Pras.g_00817
OG0001196	Prak.g_01933	Pras.g_00830
OG0001197	Prak.g_01935	Pras.g_00831
OG0001198	Prak.g_01942	Pras.g_00839
OG0001199	Prak.g_00079	Pras.g_00925
OG0001200	Prak.g_00081	Pras.g_00927
OG0001201	Prak.g_00114	Pras.g_00959
OG0001202	Prak.g_00212	Pras.g_01050
OG0001203	Prak.g_00254	Pras.g_01090
OG0001204	Prak.g_00260	Pras.g_01095
OG0001205	Prak.g_00407	Pras.g_01323
OG0001206	Prak.g_00427	Pras.g_01340
OG0001207	Prak.g_00438	Pras.g_01355
OG0001208	Prak.g_00443	Pras.g_01360
OG0001209	Prak.g_00494	Pras.g_01412
OG0001210	Prak.g_00499	Pras.g_01417
OG0001211	Prak.g_00510	Pras.g_01427
OG0001212	Prak.g_00557	Pras.g_01472
OG0001213	Prak.g_00592	Pras.g_01505
OG0001214	Prak.g_01106	Pras.g_01513
OG0001215	Prak.g_00818	Pras.g_01566
OG0001216	Prak.g_00839	Pras.g_01608
OG0001217	Prak.g_00728	Pras.g_01649
OG0001218	Prak.g_01235	Pras.g_01657
OG0001219	Prak.g_00944	Pras.g_01690
OG0001220	Prak.g_00901	Pras.g_01752
OG0001221	Prak.g_00781	Pras.g_01812
OG0001222	Prak.g_01023	Pras.g_01851
OG0001223	Prak.g_00991	Pras.g_01877
OG0001224	Prak.g_00924	Pras.g_01930
OG0001225	Prak.g_00922	Pras.g_01932
OG0001226	Prak.g_00600	Pras.g_01958
OG0001227	Prak.g_01220	Pras.g_01976
OG0001228	Prak.g_01122	Pras.g_00102
OG0001229	Prak.g_01234	Pras.g_00248
OG0001230	Prak.g_01384	Pras.g_00342
OG0001231	Prak.g_00384	Pras.g_00450
OG0001232	Prak.g_01668	Pras.g_00573
OG0001233	Prak.g_01688	Pras.g_00593
OG0001234	Prak.g_01725	Pras.g_00628
OG0001235	Prak.g_01729	Pras.g_00638
OG0001236	Prak.g_01818	Pras.g_00721
OG0001237	Prak.g_01822	Pras.g_00725
OG0001238	Prak.g_01899	Pras.g_00801
OG0001240	Prak.g_00097	Pras.g_00944
OG0001241	Prak.g_00107	Pras.g_00952
OG0001242	Prak.g_00127	Pras.g_00970
OG0001243	Prak.g_00134	Pras.g_00976
OG0001244	Prak.g_00149	Pras.g_00992
OG0001245	Prak.g_01211	Pras.g_01233
OG0001247	Prak.g_00811	Pras.g_01559
OG0001248	Prak.g_00813	Pras.g_01561
OG0001249	Prak.g_00353	Pras.g_01679
OG0001250	Prak.g_00888	Pras.g_01741
OG0001251	Prak.g_00749	Pras.g_01789
OG0001252	Prak.g_00929	Pras.g_01925
OG0001253	Prak.g_00603	Pras.g_01977
OG0001254	Prak.g_01552	Pras.g_00025
OG0001255	Prak.g_01190	Pras.g_00040
OG0001256	Prak.g_01480	Pras.g_00443
OG0001258	Prak.g_01641	Pras.g_00547
OG0001259	Prak.g_01686	Pras.g_00591
OG0001260	Prak.g_01703	Pras.g_00608
OG0001261	Prak.g_01771	Pras.g_00679
OG0001262	Prak.g_01881	Pras.g_00784
OG0001263	Prak.g_00136	Pras.g_00979
OG0001265	Prak.g_00126	Pras.g_00969
OG0001266	Prak.g_00216	Pras.g_01054
OG0001267	Prak.g_00298	Pras.g_01132
OG0001268	Prak.g_00361	Pras.g_01192
OG0001269	Prak.g_00900	Pras.g_01212
OG0001270	Prak.g_00396	Pras.g_01312
OG0001271	Prak.g_00433	Pras.g_01350
OG0001272	Prak.g_00447	Pras.g_01364
OG0001273	Prak.g_01112	Pras.g_01507
OG0001274	Prak.g_00240	Pras.g_01579
OG0001275	Prak.g_01001	Pras.g_01888
OG0001276	Prak.g_01015	Pras.g_01909
OG0001277	Prak.g_01921	Pras.g_01966
OG0001278	Prak.g_01118	Pras.g_00107
OG0001279	Prak.g_00668	Pras.g_00152
OG0001280	Prak.g_01276	Pras.g_00208
OG0001282	Prak.g_01330	Pras.g_00251
OG0001283	Prak.g_01930	Pras.g_00270
OG0001284	Prak.g_01466	Pras.g_00423
OG0001285	Prak.g_01671	Pras.g_00576
OG0001286	Prak.g_01784	Pras.g_00691
OG0001287	Prak.g_01844	Pras.g_00745
OG0001288	Prak.g_01854	Pras.g_00754
OG0001289	Prak.g_00091	Pras.g_00938
OG0001290	Prak.g_00106	Pras.g_00951
OG0001291	Prak.g_00144	Pras.g_00986
OG0001292	Prak.g_00265	Pras.g_01100
OG0001293	Prak.g_00278	Pras.g_01113
OG0001295	Prak.g_01514	Pras.g_01345
OG0001296	Prak.g_00470	Pras.g_01387
OG0001297	Prak.g_00475	Pras.g_01392
OG0001298	Prak.g_00537	Pras.g_01453
OG0001299	Prak.g_01075	Pras.g_01542
OG0001300	Prak.g_00822	Pras.g_01569
OG0001301	Prak.g_00827	Pras.g_01572
OG0001302	Prak.g_00940	Pras.g_01688
OG0001303	Prak.g_01607	Pras.g_01892
OG0001304	Prak.g_01028	Pras.g_01919
OG0001305	Prak.g_00916	Pras.g_01938
OG0001306	Prak.g_01187	Pras.g_00042
OG0001307	Prak.g_01304	Pras.g_00233
OG0001308	Prak.g_01401	Pras.g_00360
OG0001309	Prak.g_01508	Pras.g_00447
OG0001310	Prak.g_01658	Pras.g_00562
OG0001311	Prak.g_01017	Pras.g_01911
OG0001314	Prak.g_00635	Pras.g_01639
OG0001315	Prak.g_01225	Pras.g_00913
OG0001316	Prak.g_00148	Pras.g_00991
OG0001317	Prak.g_00250	Pras.g_01086
OG0001318	Prak.g_00274	Pras.g_01108
OG0001319	Prak.g_00291	Pras.g_01124
OG0001320	Prak.g_01573, Prak.g_01606	Pras.g_00539, Pras.g_01235
OG0001321	Prak.g_00413	Pras.g_01329
OG0001322	Prak.g_00414	Pras.g_01330
OG0001323	Prak.g_00480	Pras.g_01397
OG0001324	Prak.g_00823	Pras.g_01570
OG0001325	Prak.g_01058	Pras.g_01611
OG0001327	Prak.g_00758	Pras.g_01950
OG0001328	Prak.g_01258	Pras.g_01975
OG0001329	Prak.g_01604	Pras.g_00017
OG0001330	Prak.g_01497	Pras.g_00177
OG0001331	Prak.g_01335	Pras.g_00256
OG0001332	Prak.g_01437	Pras.g_00394
OG0001333	Prak.g_01682	Pras.g_00587
OG0001334	Prak.g_01806	Pras.g_00711
OG0001335	Prak.g_01807	Pras.g_00712
OG0001339	Prak.g_00109	Pras.g_00954
OG0001340	Prak.g_00349	Pras.g_01180
OG0001341	Prak.g_01227	Pras.g_01647
OG0001342	Prak.g_01627	Pras.g_01683
OG0001343	Prak.g_00746	Pras.g_01786
OG0001344	Prak.g_01168	Pras.g_00060
OG0001345	Prak.g_01152	Pras.g_00075
OG0001346	Prak.g_01278	Pras.g_00210
OG0001349	Prak.g_01353	Pras.g_00292
OG0001352	Prak.g_00807	Pras.g_01556
OG0001355	Prak.g_01037	Pras.g_00144
OG0001359	Prak.g_00747	Pras.g_01787
OG0001362	Prak.g_01405	Pras.g_00364
OG0001363	Prak.g_01407	Pras.g_00366
OG0001364	Prak.g_01809	Pras.g_00714
OG0001365	Prak.g_01892	Pras.g_00794
OG0001369	Prak.g_00096	Pras.g_00943
OG0001370	Prak.g_00424	Pras.g_01337
OG0001371	Prak.g_00806	Pras.g_01555
OG0001372	Prak.g_00601	Pras.g_01656
OG0001375	Prak.g_00745	Pras.g_01785
OG0001380	Prak.g_01237	Pras.g_00238
OG0001381	Prak.g_01197	Pras.g_00244
OG0001382	Prak.g_01240	Pras.g_00462
OG0001394	Prak.g_00785	Pras.g_01816
OG0001397	Prak.g_01406	Pras.g_00365
OG0001403	Prak.g_00031	Pras.g_00872
OG0001404	Prak.g_00073	Pras.g_00920
OG0001407	Prak.g_01244	Pras.g_01956
OG0001409	Prak.g_01164	Pras.g_00063
OG0001410	Prak.g_01303	Pras.g_00234
OG0001414	Prak.g_00245	Pras.g_01081
OG0001415	Prak.g_00247	Pras.g_01083
OG0001418	Prak.g_00812	Pras.g_01560
OG0001419	Prak.g_01243	Pras.g_01957
OG0001421	Prak.g_01481	Pras.g_00444
OG0001422	Prak.g_01247	Pras.g_00467
OG0001423	Prak.g_00645	Pras.g_01277, Pras.g_01276
OG0001428	Prak.g_00184	Pras.g_01023
OG0001429	Prak.g_00945	Pras.g_01691
OG0001430	Prak.g_01236	Pras.g_00172
OG0001431	Prak.g_01522, Prak.g_01218	Pras.g_00175
OG0001435	Prak.g_00766	Pras.g_01797
OG0001437	Prak.g_00246	Pras.g_01082
OG0001440	Prak.g_01609, Prak.g_01603	Pras.g_01285, Pras.g_01296
OG0001446	Prak.g_00717	Pras.g_00930
OG0001448	Prak.g_00417	Pras.g_01220
OG0001450	Prak.g_00815	Pras.g_01563
OG0001451	Prak.g_00912	Pras.g_01761
OG0001463	Prak.g_00305	Pras.g_01138
OG0001464	Prak.g_00350	Pras.g_01181
OG0001465	Prak.g_00834	Pras.g_01578
OG0001468	Prak.g_00737	Pras.g_01948
OG0001472	Prak.g_00609	Pras.g_00446
OG0001481	Prak.g_01257	Pras.g_01226
OG0001483	Prak.g_01561	Pras.g_00494
OG0001484	Prak.g_01496	Pras.g_00535
OG0001485	Prak.g_00661	Pras.g_00477
OG0001486	Prak.g_01174	Pras.g_00054
OG0001491	Prak.g_00937	Pras.g_01686
OG0001500	Prak.g_00280	Pras.g_01115
OG0001501	Prak.g_00756	Pras.g_01581
OG0001503	Prak.g_00723	Pras.g_00030
OG0001506	Prak.g_01435	Pras.g_00392
OG0001521	Prak.g_00935	Pras.g_01648
OG0001522	Prak.g_00879	Pras.g_01733
OG0001523	Prak.g_01555	Pras.g_00027
OG0001524	Prak.g_01556	Pras.g_00028
OG0001525	Prak.g_01610	Pras.g_00455
OG0001526	Prak.g_00061	Pras.g_00482
OG0001549	Prak.g_00910	Pras.g_01759
OG0001550	Prak.g_00727	Pras.g_00014
OG0001552	Prak.g_01484	Pras.g_00121
OG0001557	Prak.g_00786	Pras.g_01817
OG0001564	Prak.g_00060	Pras.g_00320, Pras.g_00300
OG0001565	Prak.g_00642	Pras.g_01295
OG0001566	Prak.g_00803	Pras.g_01552
OG0001569	Prak.g_00632	Pras.g_01983
OG0001571	Prak.g_00671	Pras.g_00007
OG0001572	Prak.g_00669	Pras.g_00143
OG0001581	Prak.g_01296	Pras.g_00995
OG0001583	Prak.g_00936	Pras.g_01685, Pras.g_00884
OG0001584	Prak.g_01065	Pras.g_01832
OG0001587	Prak.g_01705	Pras.g_00610
OG0001595	Prak.g_00071	Pras.g_00919
OG0001596	Prak.g_00080	Pras.g_00926
OG0001597	Prak.g_01432	Pras.g_01215
OG0001599	Prak.g_00425	Pras.g_01338
OG0001600	Prak.g_00472	Pras.g_01389
OG0001601	Prak.g_00801	Pras.g_01550
OG0001603	Prak.g_00939	Pras.g_01687
OG0001604	Prak.g_00778	Pras.g_01809
OG0001605	Prak.g_00722	Pras.g_01902
OG0001606	Prak.g_00732	Pras.g_01963
OG0001607	Prak.g_00659	Pras.g_00029
OG0001608	Prak.g_01031	Pras.g_00241
OG0001609	Prak.g_01433	Pras.g_00390
OG0001610	Prak.g_01436	Pras.g_00393
OG0001611	Prak.g_01566	Pras.g_00457
OG0001626	Prak.g_00654	Pras.g_01646
OG0001628	Prak.g_00599	Pras.g_01659
OG0001629	Prak.g_00680	Pras.g_01660
OG0001631	Prak.g_00663	Pras.g_01953
OG0001648	Prak.g_01581	Pras.g_01225
OG0001649	Prak.g_00730	Pras.g_01954
OG0001650	Prak.g_01605, Prak.g_01519	Pras.g_00227
OG0001651	Prak.g_01208	Pras.g_00456
OG0001661	Prak.g_00650	Pras.g_00133
OG0001663	Prak.g_01191	Pras.g_00039
OG0001664	Prak.g_01542	Pras.g_00167
OG0001665	Prak.g_01198	Pras.g_00170
OG0001685	Prak.g_00604	Pras.g_01763
OG0001686	Prak.g_01212	Pras.g_01901
OG0001687	Prak.g_00423	Pras.g_01947
OG0001689	Prak.g_01852	Pras.g_00752
OG0001697	Prak.g_00938	Pras.g_01771
OG0001699	Prak.g_01549	Pras.g_00510, Pras.g_00495
OG0001701	Prak.g_00062	Pras.g_00612
OG0001705	Prak.g_01707	Pras.g_01255
OG0001709	Prak.g_01367	Pras.g_00293
OG0001710	Prak.g_00617	Pras.g_00631
OG0001722	Prak.g_00752	Pras.g_01790
OG0001725	Prak.g_01528	Pras.g_01241
OG0001727	Prak.g_00710, Prak.g_01565	Pras.g_00536
OG0001746	Prak.g_01531	Pras.g_00130
OG0001820	Prak.g_00711	Pras.g_01642
OG0001922	Prak.g_01373	Pras.g_00225
OG0001923	Prak.g_01366	Pras.g_00276
OG0001988	Prak.g_01253	Pras.g_00226
OG0002030	Prak.g_01558	Pras.g_00229
OG0002034	Prak.g_00595	Pras.g_00115
OG0002096	Prak.g_01364, Prak.g_00698	Pras.g_00278
OG0002098	Prak.g_01312	Pras.g_00287
OG0002270	Prak.g_01362	Pras.g_00283
OG0002379	Prak.g_01592	Pras.g_00888
OG0002833	Prak.g_01591	Pras.g_00887
OG0002894	Prak.g_01354	Pras.g_00274
