Orthogroup	Prak	Syat
OG0001173	Prak.g_01714	Syat.g_01857
OG0001174	Prak.g_01722	Syat.g_01849
OG0001175	Prak.g_01723	Syat.g_01848
OG0001176	Prak.g_01731	Syat.g_01831
OG0001178	Prak.g_01650	Syat.g_03137
OG0001180	Prak.g_01786	Syat.g_01654
OG0001181	Prak.g_01790	Syat.g_01650
OG0001182	Prak.g_01798	Syat.g_01642
OG0001183	Prak.g_01803	Syat.g_01632
OG0001184	Prak.g_01821	Syat.g_02160
OG0001185	Prak.g_01837	Syat.g_02200
OG0001186	Prak.g_01861	Syat.g_02235
OG0001187	Prak.g_01864	Syat.g_02256
OG0001188	Prak.g_01866	Syat.g_02261
OG0001189	Prak.g_01883	Syat.g_02287
OG0001190	Prak.g_01888	Syat.g_02692
OG0001191	Prak.g_01898	Syat.g_02675
OG0001192	Prak.g_01903	Syat.g_02663
OG0001193	Prak.g_01915	Syat.g_02513
OG0001194	Prak.g_01916	Syat.g_02515
OG0001195	Prak.g_01917	Syat.g_02516
OG0001196	Prak.g_01933	Syat.g_02398
OG0001197	Prak.g_01935	Syat.g_02396
OG0001199	Prak.g_00079	Syat.g_01475
OG0001200	Prak.g_00081	Syat.g_01477
OG0001201	Prak.g_00114	Syat.g_01572
OG0001202	Prak.g_00212	Syat.g_02812
OG0001203	Prak.g_00254	Syat.g_01447
OG0001204	Prak.g_00260	Syat.g_01867
OG0001205	Prak.g_00407	Syat.g_01287
OG0001206	Prak.g_00427	Syat.g_03268
OG0001207	Prak.g_00438	Syat.g_03162
OG0001208	Prak.g_00443	Syat.g_03172
OG0001209	Prak.g_00494	Syat.g_03273
OG0001210	Prak.g_00499	Syat.g_00103
OG0001211	Prak.g_00510	Syat.g_00078
OG0001213	Prak.g_00592	Syat.g_03289
OG0001214	Prak.g_01106	Syat.g_00128
OG0001216	Prak.g_00839	Syat.g_00660
OG0001217	Prak.g_00728	Syat.g_02587
OG0001218	Prak.g_01235	Syat.g_01356
OG0001219	Prak.g_00944	Syat.g_00629
OG0001220	Prak.g_00901	Syat.g_01534
OG0001222	Prak.g_01023	Syat.g_00597
OG0001223	Prak.g_00991	Syat.g_00544
OG0001224	Prak.g_00924	Syat.g_00804
OG0001225	Prak.g_00922	Syat.g_00806
OG0001226	Prak.g_00600	Syat.g_01485
OG0001228	Prak.g_01122	Syat.g_00938
OG0001229	Prak.g_01234	Syat.g_00981
OG0001230	Prak.g_01384	Syat.g_01235
OG0001231	Prak.g_00384	Syat.g_02327
OG0001232	Prak.g_01668	Syat.g_03041
OG0001233	Prak.g_01688	Syat.g_03012
OG0001234	Prak.g_01725	Syat.g_02092
OG0001235	Prak.g_01729	Syat.g_01838
OG0001236	Prak.g_01818	Syat.g_02156
OG0001237	Prak.g_01822	Syat.g_02161
OG0001238	Prak.g_01899	Syat.g_02673
OG0001239	Prak.g_00076	Syat.g_01472
OG0001240	Prak.g_00097	Syat.g_01554
OG0001241	Prak.g_00107	Syat.g_01564
OG0001242	Prak.g_00127	Syat.g_02936
OG0001243	Prak.g_00134	Syat.g_02928
OG0001244	Prak.g_00149	Syat.g_02901
OG0001245	Prak.g_01211	Syat.g_00212
OG0001247	Prak.g_00811	Syat.g_01019
OG0001248	Prak.g_00813	Syat.g_03159
OG0001249	Prak.g_00353	Syat.g_01620
OG0001250	Prak.g_00888	Syat.g_00739
OG0001251	Prak.g_00749	Syat.g_00963, Syat.g_00621
OG0001252	Prak.g_00929	Syat.g_00787
OG0001255	Prak.g_01190	Syat.g_00843
OG0001256	Prak.g_01480	Syat.g_03111
OG0001258	Prak.g_01641	Syat.g_03119
OG0001259	Prak.g_01686	Syat.g_03014
OG0001261	Prak.g_01771	Syat.g_01791
OG0001262	Prak.g_01881	Syat.g_02285
OG0001263	Prak.g_00136	Syat.g_02926
OG0001265	Prak.g_00126	Syat.g_02938
OG0001266	Prak.g_00216	Syat.g_02808
OG0001267	Prak.g_00298	Syat.g_02060
OG0001268	Prak.g_00361	Syat.g_01608
OG0001269	Prak.g_00900	Syat.g_02369
OG0001270	Prak.g_00396	Syat.g_02968
OG0001271	Prak.g_00433	Syat.g_01374
OG0001272	Prak.g_00447	Syat.g_03176
OG0001274	Prak.g_00240	Syat.g_02727
OG0001275	Prak.g_01001	Syat.g_00529
OG0001276	Prak.g_01015	Syat.g_00705
OG0001277	Prak.g_01921	Syat.g_03312
OG0001278	Prak.g_01118	Syat.g_00895
OG0001279	Prak.g_00668	Syat.g_01252
OG0001281	Prak.g_01282	Syat.g_01159
OG0001282	Prak.g_01330	Syat.g_02780
OG0001283	Prak.g_01930	Syat.g_02403
OG0001286	Prak.g_01784	Syat.g_01656
OG0001287	Prak.g_01844	Syat.g_02208
OG0001288	Prak.g_01854	Syat.g_02225
OG0001289	Prak.g_00091	Syat.g_01527
OG0001290	Prak.g_00106	Syat.g_01563
OG0001291	Prak.g_00144	Syat.g_02916
OG0001292	Prak.g_00265	Syat.g_01873
OG0001293	Prak.g_00278	Syat.g_01995
OG0001295	Prak.g_01514	Syat.g_00945
OG0001296	Prak.g_00470	Syat.g_03217
OG0001297	Prak.g_00475	Syat.g_03221
OG0001298	Prak.g_00537	Syat.g_00043
OG0001299	Prak.g_01075	Syat.g_00401
OG0001300	Prak.g_00822	Syat.g_01025
OG0001303	Prak.g_01607	Syat.g_00628
OG0001304	Prak.g_01028	Syat.g_00690
OG0001305	Prak.g_00916	Syat.g_00813
OG0001306	Prak.g_01187	Syat.g_03234
OG0001307	Prak.g_01304	Syat.g_02082
OG0001308	Prak.g_01401	Syat.g_01176
OG0001309	Prak.g_01508	Syat.g_01113
OG0001310	Prak.g_01658	Syat.g_03066
OG0001311	Prak.g_01017	Syat.g_00703
OG0001312	Prak.g_00953	Syat.g_00615
OG0001314	Prak.g_00635	Syat.g_00839, Syat.g_00137
OG0001315	Prak.g_01225	Syat.g_01634
OG0001317	Prak.g_00250	Syat.g_01451
OG0001318	Prak.g_00274	Syat.g_01888
OG0001319	Prak.g_00291	Syat.g_02048
OG0001323	Prak.g_00480	Syat.g_01111
OG0001325	Prak.g_01058	Syat.g_00664
OG0001327	Prak.g_00758	Syat.g_00414
OG0001329	Prak.g_01604	Syat.g_00097
OG0001331	Prak.g_01335	Syat.g_01301
OG0001333	Prak.g_01682	Syat.g_03018
OG0001337	Prak.g_00348	Syat.g_01621
OG0001345	Prak.g_01152	Syat.g_00290
OG0001348	Prak.g_01512	Syat.g_03316
OG0001351	Prak.g_00419	Syat.g_01318
OG0001353	Prak.g_00878	Syat.g_00717
OG0001354	Prak.g_00983	Syat.g_00558
OG0001355	Prak.g_01037	Syat.g_02589
OG0001356	Prak.g_01633	Syat.g_01035, Syat.g_01428
OG0001357	Prak.g_01251	Syat.g_00135
OG0001364	Prak.g_01809	Syat.g_02143
OG0001365	Prak.g_01892	Syat.g_02687
OG0001371	Prak.g_00806	Syat.g_01490
OG0001379	Prak.g_01271	Syat.g_01147
OG0001382	Prak.g_01240	Syat.g_00101
OG0001394	Prak.g_00785	Syat.g_00450
OG0001401	Prak.g_00883	Syat.g_00721
OG0001402	Prak.g_00586	Syat.g_03314
OG0001403	Prak.g_00031	Syat.g_02307
OG0001409	Prak.g_01164	Syat.g_01007
OG0001411	Prak.g_00066	Syat.g_01188
OG0001415	Prak.g_00247	Syat.g_00017
OG0001418	Prak.g_00812	Syat.g_03267
OG0001421	Prak.g_01481	Syat.g_03056
OG0001429	Prak.g_00945	Syat.g_00627
OG0001430	Prak.g_01236	Syat.g_03343
OG0001433	Prak.g_01632	Syat.g_01429
OG0001434	Prak.g_00790	Syat.g_00455
OG0001435	Prak.g_00766	Syat.g_00422
OG0001437	Prak.g_00246	Syat.g_00016
OG0001443	Prak.g_01233	Syat.g_02649
OG0001451	Prak.g_00912	Syat.g_02877
OG0001460	Prak.g_01631	Syat.g_01430
OG0001461	Prak.g_00057	Syat.g_01945
OG0001467	Prak.g_01324	Syat.g_02457
OG0001476	Prak.g_01165	Syat.g_02579, Syat.g_01012
OG0001477	Prak.g_00691	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001484	Prak.g_01496	Syat.g_02443
OG0001486	Prak.g_01174	Syat.g_03258
OG0001487	Prak.g_01431	Syat.g_01355
OG0001488	Prak.g_01159	Syat.g_00301
OG0001489	Prak.g_01795	Syat.g_01645
OG0001496	Prak.g_00689	Syat.g_00316
OG0001497	Prak.g_00690	Syat.g_00317
OG0001498	Prak.g_00380	Syat.g_02954
OG0001505	Prak.g_00695	Syat.g_01215
OG0001510	Prak.g_01848	Syat.g_02214
OG0001511	Prak.g_00118	Syat.g_01580
OG0001512	Prak.g_01229	Syat.g_01445
OG0001514	Prak.g_00688	Syat.g_00315
OG0001515	Prak.g_00820	Syat.g_00927
OG0001516	Prak.g_01078	Syat.g_00398
OG0001517	Prak.g_00357	Syat.g_01613
OG0001518	Prak.g_01901	Syat.g_02671
OG0001519	Prak.g_01906	Syat.g_02646
OG0001522	Prak.g_00879	Syat.g_00642
OG0001523	Prak.g_01555	Syat.g_01089
OG0001524	Prak.g_01556	Syat.g_01088
OG0001526	Prak.g_00061	Syat.g_02907
OG0001527	Prak.g_00523	Syat.g_00064
OG0001529	Prak.g_00041	Syat.g_02294
OG0001530	Prak.g_00117	Syat.g_01578
OG0001531	Prak.g_00255	Syat.g_01444
OG0001532	Prak.g_01141	Syat.g_00213
OG0001534	Prak.g_01029	Syat.g_00689
OG0001535	Prak.g_01013	Syat.g_00707
OG0001536	Prak.g_00969	Syat.g_00589
OG0001537	Prak.g_00782	Syat.g_00441
OG0001538	Prak.g_00850	Syat.g_00484
OG0001539	Prak.g_00760	Syat.g_00417
OG0001540	Prak.g_00138	Syat.g_02924
OG0001541	Prak.g_00192	Syat.g_02847
OG0001542	Prak.g_00198	Syat.g_02837
OG0001543	Prak.g_01263	Syat.g_03229
OG0001544	Prak.g_01905	Syat.g_02647
OG0001545	Prak.g_01920	Syat.g_02444, Syat.g_02433
OG0001549	Prak.g_00910	Syat.g_00799
OG0001557	Prak.g_00786	Syat.g_00451
OG0001559	Prak.g_00116	Syat.g_01577
OG0001560	Prak.g_00105	Syat.g_01562
OG0001561	Prak.g_01019	Syat.g_00701
OG0001562	Prak.g_01006	Syat.g_00523
OG0001563	Prak.g_01779	Syat.g_01662
OG0001564	Prak.g_00060	Syat.g_01209
OG0001574	Prak.g_00521	Syat.g_00066
OG0001575	Prak.g_00526	Syat.g_00061
OG0001576	Prak.g_01291	Syat.g_01169
OG0001577	Prak.g_01177	Syat.g_03255
OG0001580	Prak.g_00048	Syat.g_02701
OG0001584	Prak.g_01065	Syat.g_00468
OG0001587	Prak.g_01705	Syat.g_02990
OG0001588	Prak.g_00387	Syat.g_02169, Syat.g_03195
OG0001591	Prak.g_00799	Syat.g_00411
OG0001592	Prak.g_00047	Syat.g_02699
OG0001614	Prak.g_01836	Syat.g_02197
OG0001616	Prak.g_01149	Syat.g_00249
OG0001617	Prak.g_00824	Syat.g_03212, Syat.g_03299
OG0001619	Prak.g_00962	Syat.g_00600
OG0001620	Prak.g_00365	Syat.g_01601
OG0001621	Prak.g_00270	Syat.g_01883
OG0001622	Prak.g_01929	Syat.g_02404
OG0001636	Prak.g_00035	Syat.g_02302
OG0001638	Prak.g_01656	Syat.g_03143
OG0001639	Prak.g_01440	Syat.g_02981
OG0001640	Prak.g_00932	Syat.g_00792
OG0001641	Prak.g_00994	Syat.g_00540
OG0001642	Prak.g_00899	Syat.g_00676
OG0001643	Prak.g_01103	Syat.g_00131
OG0001644	Prak.g_01048	Syat.g_00844
OG0001654	Prak.g_01438	Syat.g_02983
OG0001657	Prak.g_00167	Syat.g_02887
OG0001659	Prak.g_01517	Syat.g_00219
OG0001678	Prak.g_01712	Syat.g_01859
OG0001679	Prak.g_00352	Syat.g_02946
OG0001701	Prak.g_00062	Syat.g_02905
OG0001717	Prak.g_00684	Syat.g_02860
OG0001733	Prak.g_01629	Syat.g_01048
OG0001769	Prak.g_01224	Syat.g_00373
OG0001771	Prak.g_01572	Syat.g_01094
OG0001807	Prak.g_00059	Syat.g_02090
OG0001842	Prak.g_00714	Syat.g_02421
OG0001930	Prak.g_00715	Syat.g_02422
OG0001931	Prak.g_00716	Syat.g_02424
OG0001955	Prak.g_01525	Syat.g_01670
OG0001956	Prak.g_00906	Syat.g_00959
OG0001977	Prak.g_01911	Syat.g_02506
OG0001996	Prak.g_00029	Syat.g_02309
OG0002003	Prak.g_00720	Syat.g_01980
OG0002019	Prak.g_01520	Syat.g_02199
OG0002052	Prak.g_01024	Syat.g_01022
OG0002109	Prak.g_00725	Syat.g_01923, Syat.g_01752
OG0002270	Prak.g_01362	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351
OG0002340	Prak.g_00222	Syat.g_02781
OG0002348	Prak.g_01511	Syat.g_02603
OG0002384	Prak.g_01616	Syat.g_00943
OG0002389	Prak.g_01799	Syat.g_01641
OG0002436	Prak.g_01575	Syat.g_01258, Syat.g_02488
OG0002821	Prak.g_00063	Syat.g_02904
OG0002822	Prak.g_00064	Syat.g_02906
