Orthogroup	Prak	Syap
OG0001428	Prak.g_00184	Syap.g_01196
OG0001433	Prak.g_01632	Syap.g_00790
OG0001434	Prak.g_00790	Syap.g_00167
OG0001435	Prak.g_00766	Syap.g_01259
OG0001437	Prak.g_00246	Syap.g_00448
OG0001443	Prak.g_01233	Syap.g_01006
OG0001460	Prak.g_01631	Syap.g_00789
OG0001461	Prak.g_00057	Syap.g_02707
OG0001487	Prak.g_01431	Syap.g_00699
OG0001488	Prak.g_01159	Syap.g_00209
OG0001489	Prak.g_01795	Syap.g_00603
OG0001498	Prak.g_00380	Syap.g_02044, Syap.g_02043
OG0001510	Prak.g_01848	Syap.g_01117
OG0001511	Prak.g_00118	Syap.g_02629, Syap.g_02676
OG0001512	Prak.g_01229	Syap.g_01151, Syap.g_01152
OG0001515	Prak.g_00820	Syap.g_00906
OG0001516	Prak.g_01078	Syap.g_01964
OG0001517	Prak.g_00357	Syap.g_00568
OG0001518	Prak.g_01901	Syap.g_01026
OG0001519	Prak.g_01906	Syap.g_02079
OG0001527	Prak.g_00523	Syap.g_00287, Syap.g_00292
OG0001529	Prak.g_00041	Syap.g_01809
OG0001530	Prak.g_00117	Syap.g_02627
OG0001531	Prak.g_00255	Syap.g_01150
OG0001534	Prak.g_01029	Syap.g_00534
OG0001535	Prak.g_01013	Syap.g_01875
OG0001536	Prak.g_00969	Syap.g_02018
OG0001537	Prak.g_00782	Syap.g_00153
OG0001538	Prak.g_00850	Syap.g_00199
OG0001539	Prak.g_00760	Syap.g_02370
OG0001540	Prak.g_00138	Syap.g_02214
OG0001541	Prak.g_00192	Syap.g_01187
OG0001542	Prak.g_00198	Syap.g_01177
OG0001543	Prak.g_01263	Syap.g_01417, Syap.g_01416
OG0001557	Prak.g_00786	Syap.g_00162
OG0001562	Prak.g_01006	Syap.g_02700
OG0001563	Prak.g_01779	Syap.g_00473
OG0001564	Prak.g_00060	Syap.g_00876
OG0001574	Prak.g_00521	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prak.g_01177	Syap.g_00232
OG0001580	Prak.g_00048	Syap.g_01340, Syap.g_01341
OG0001584	Prak.g_01065	Syap.g_00183
OG0001587	Prak.g_01705	Syap.g_02669
OG0001592	Prak.g_00047	Syap.g_01342
OG0001614	Prak.g_01836	Syap.g_01101
OG0001616	Prak.g_01149	Syap.g_01884
OG0001619	Prak.g_00962	Syap.g_01752
OG0001620	Prak.g_00365	Syap.g_00557
OG0001621	Prak.g_00270	Syap.g_01592
OG0001622	Prak.g_01929	Syap.g_02601
OG0001636	Prak.g_00035	Syap.g_01797
OG0001638	Prak.g_01656	Syap.g_01778
OG0001639	Prak.g_01440	Syap.g_00751
OG0001641	Prak.g_00994	Syap.g_02685
OG0001642	Prak.g_00899	Syap.g_00530
OG0001643	Prak.g_01103	Syap.g_00902
OG0001644	Prak.g_01048	Syap.g_00346
OG0001654	Prak.g_01438	Syap.g_00753
OG0001657	Prak.g_00167	Syap.g_02175
OG0001658	Prak.g_00043	Syap.g_00131
OG0001659	Prak.g_01517	Syap.g_01892
OG0001678	Prak.g_01712	Syap.g_02678
OG0001679	Prak.g_00352	Syap.g_02521
OG0001717	Prak.g_00684	Syap.g_01200
OG0001733	Prak.g_01629	Syap.g_00794
OG0001769	Prak.g_01224	Syap.g_00643
OG0001771	Prak.g_01572	Syap.g_00329
OG0001842	Prak.g_00714	Syap.g_00147, Syap.g_00146
OG0001930	Prak.g_00715	Syap.g_00148
OG0001931	Prak.g_00716	Syap.g_00149
OG0001956	Prak.g_00906	Syap.g_01978
OG0001977	Prak.g_01911	Syap.g_02094
OG0002019	Prak.g_01520	Syap.g_01103
OG0002098	Prak.g_01312	Syap.g_02161
OG0002122	Prak.g_00719	Syap.g_01294
OG0002389	Prak.g_01799	Syap.g_00600
OG0002588	Prak.g_01370	Syap.g_02162
OG0002888	Prak.g_01361	Syap.g_00862
