Orthogroup	Prak	Syar
OG0001143	Prak.g_01130	Syar.g_01698
OG0001144	Prak.g_01125	Syar.g_01707
OG0001145	Prak.g_01269	Syar.g_02769
OG0001146	Prak.g_01281	Syar.g_02782
OG0001147	Prak.g_01301	Syar.g_01276
OG0001148	Prak.g_01331	Syar.g_01459
OG0001149	Prak.g_01332	Syar.g_01458
OG0001150	Prak.g_01333	Syar.g_01457
OG0001151	Prak.g_01344	Syar.g_01238
OG0001152	Prak.g_01345	Syar.g_01237
OG0001153	Prak.g_01423	Syar.g_01398
OG0001154	Prak.g_01424	Syar.g_01397
OG0001155	Prak.g_01441	Syar.g_01211
OG0001156	Prak.g_01444	Syar.g_01185
OG0001157	Prak.g_01445	Syar.g_01184
OG0001158	Prak.g_01446	Syar.g_01183
OG0001159	Prak.g_01447	Syar.g_01182
OG0001160	Prak.g_01473	Syar.g_02908
OG0001161	Prak.g_01588	Syar.g_00382
OG0001162	Prak.g_01526	Syar.g_03081
OG0001163	Prak.g_01636	Syar.g_02917
OG0001164	Prak.g_01640	Syar.g_02922
OG0001165	Prak.g_01643	Syar.g_02927
OG0001166	Prak.g_01664	Syar.g_02959
OG0001167	Prak.g_01681	Syar.g_02982
OG0001168	Prak.g_01683	Syar.g_02983
OG0001169	Prak.g_01685	Syar.g_02985
OG0001170	Prak.g_01687	Syar.g_02987
OG0001171	Prak.g_01697	Syar.g_02999
OG0001172	Prak.g_01713	Syar.g_00143
OG0001173	Prak.g_01714	Syar.g_00142
OG0001174	Prak.g_01722	Syar.g_00134
OG0001175	Prak.g_01723	Syar.g_00133
OG0001176	Prak.g_01731	Syar.g_01025
OG0001177	Prak.g_01733	Syar.g_01023
OG0001178	Prak.g_01650	Syar.g_02943
OG0001179	Prak.g_01763	Syar.g_01055
OG0001181	Prak.g_01790	Syar.g_01082
OG0001182	Prak.g_01798	Syar.g_01090
OG0001183	Prak.g_01803	Syar.g_01096
OG0001184	Prak.g_01821	Syar.g_00653
OG0001185	Prak.g_01837	Syar.g_00614
OG0001186	Prak.g_01861	Syar.g_00562
OG0001187	Prak.g_01864	Syar.g_00548
OG0001188	Prak.g_01866	Syar.g_00546
OG0001189	Prak.g_01883	Syar.g_00525
OG0001190	Prak.g_01888	Syar.g_00330
OG0001191	Prak.g_01898	Syar.g_00349
OG0001192	Prak.g_01903	Syar.g_00356
OG0001193	Prak.g_01915	Syar.g_00711
OG0001194	Prak.g_01916	Syar.g_00622
OG0001195	Prak.g_01917	Syar.g_00623
OG0001196	Prak.g_01933	Syar.g_00453
OG0001197	Prak.g_01935	Syar.g_00455
OG0001198	Prak.g_01942	Syar.g_00467
OG0001199	Prak.g_00079	Syar.g_03045
OG0001200	Prak.g_00081	Syar.g_03047
OG0001201	Prak.g_00114	Syar.g_03120
OG0001202	Prak.g_00212	Syar.g_00991
OG0001203	Prak.g_00254	Syar.g_03021
OG0001204	Prak.g_00260	Syar.g_00154
OG0001205	Prak.g_00407	Syar.g_02869
OG0001207	Prak.g_00438	Syar.g_01462
OG0001208	Prak.g_00443	Syar.g_01471
OG0001211	Prak.g_00510	Syar.g_02323
OG0001212	Prak.g_00557	Syar.g_02027
OG0001213	Prak.g_00592	Syar.g_02239
OG0001214	Prak.g_01106	Syar.g_02420
OG0001215	Prak.g_00818	Syar.g_00965
OG0001216	Prak.g_00839	Syar.g_01909
OG0001217	Prak.g_00728	Syar.g_02852
OG0001218	Prak.g_01235	Syar.g_01388
OG0001219	Prak.g_00944	Syar.g_02585
OG0001222	Prak.g_01023	Syar.g_02552
OG0001223	Prak.g_00991	Syar.g_02505
OG0001224	Prak.g_00924	Syar.g_01361
OG0001225	Prak.g_00922	Syar.g_01929
OG0001226	Prak.g_00600	Syar.g_03054
OG0001227	Prak.g_01220	Syar.g_02213
OG0001230	Prak.g_01384	Syar.g_02816
OG0001231	Prak.g_00384	Syar.g_00485
OG0001232	Prak.g_01668	Syar.g_02968
OG0001233	Prak.g_01688	Syar.g_02988
OG0001235	Prak.g_01729	Syar.g_01019
OG0001236	Prak.g_01818	Syar.g_00657
OG0001237	Prak.g_01822	Syar.g_00652
OG0001238	Prak.g_01899	Syar.g_00351
OG0001239	Prak.g_00076	Syar.g_03043
OG0001240	Prak.g_00097	Syar.g_03101
OG0001241	Prak.g_00107	Syar.g_03149, Syar.g_03112
OG0001242	Prak.g_00127	Syar.g_00043
OG0001243	Prak.g_00134	Syar.g_00051
OG0001244	Prak.g_00149	Syar.g_00075
OG0001245	Prak.g_01211	Syar.g_00999
OG0001247	Prak.g_00811	Syar.g_02024
OG0001248	Prak.g_00813	Syar.g_02059
OG0001249	Prak.g_00353	Syar.g_01113
OG0001250	Prak.g_00888	Syar.g_01819, Syar.g_03240
OG0001251	Prak.g_00749	Syar.g_02575
OG0001252	Prak.g_00929	Syar.g_01372
OG0001253	Prak.g_00603	Syar.g_02015
OG0001254	Prak.g_01552	Syar.g_02233
OG0001255	Prak.g_01190	Syar.g_01746
OG0001256	Prak.g_01480	Syar.g_02915
OG0001258	Prak.g_01641	Syar.g_02925
OG0001259	Prak.g_01686	Syar.g_02986
OG0001260	Prak.g_01703	Syar.g_03007
OG0001262	Prak.g_01881	Syar.g_00527
OG0001263	Prak.g_00136	Syar.g_00054
OG0001265	Prak.g_00126	Syar.g_00041
OG0001266	Prak.g_00216	Syar.g_00987
OG0001267	Prak.g_00298	Syar.g_00225
OG0001268	Prak.g_00361	Syar.g_01124
OG0001269	Prak.g_00900	Syar.g_00688
OG0001270	Prak.g_00396	Syar.g_01175
OG0001271	Prak.g_00433	Syar.g_01270
OG0001272	Prak.g_00447	Syar.g_01475
OG0001273	Prak.g_01112	Syar.g_02413
OG0001274	Prak.g_00240	Syar.g_00929
OG0001275	Prak.g_01001	Syar.g_02490
OG0001276	Prak.g_01015	Syar.g_01797
OG0001277	Prak.g_01921	Syar.g_02250
OG0001278	Prak.g_01118	Syar.g_01720
OG0001279	Prak.g_00668	Syar.g_02841
OG0001280	Prak.g_01276	Syar.g_03317
OG0001281	Prak.g_01282	Syar.g_02783
OG0001282	Prak.g_01330	Syar.g_01460, Syar.g_01351
OG0001283	Prak.g_01930	Syar.g_00447
OG0001284	Prak.g_01466	Syar.g_02900
OG0001285	Prak.g_01671	Syar.g_02972
OG0001286	Prak.g_01784	Syar.g_01077
OG0001287	Prak.g_01844	Syar.g_00606
OG0001288	Prak.g_01854	Syar.g_00591
OG0001289	Prak.g_00091	Syar.g_03080
OG0001290	Prak.g_00106	Syar.g_03111
OG0001291	Prak.g_00144	Syar.g_00064
OG0001292	Prak.g_00265	Syar.g_00160
OG0001293	Prak.g_00278	Syar.g_00198
OG0001295	Prak.g_01514	Syar.g_00693
OG0001296	Prak.g_00470	Syar.g_01506
OG0001297	Prak.g_00475	Syar.g_01510
OG0001298	Prak.g_00537	Syar.g_02210
OG0001299	Prak.g_01075	Syar.g_01915
OG0001303	Prak.g_01607	Syar.g_02583
OG0001304	Prak.g_01028	Syar.g_01557
OG0001305	Prak.g_00916	Syar.g_01937
OG0001306	Prak.g_01187	Syar.g_01521
OG0001307	Prak.g_01304	Syar.g_02591
OG0001308	Prak.g_01401	Syar.g_02798
OG0001309	Prak.g_01508	Syar.g_00360
OG0001310	Prak.g_01658	Syar.g_02951
OG0001311	Prak.g_01017	Syar.g_01795
OG0001312	Prak.g_00953	Syar.g_02569
OG0001315	Prak.g_01225	Syar.g_01094
OG0001317	Prak.g_00250	Syar.g_03025
OG0001318	Prak.g_00274	Syar.g_00186
OG0001319	Prak.g_00291	Syar.g_00215
OG0001325	Prak.g_01058	Syar.g_01577
OG0001327	Prak.g_00758	Syar.g_01674
OG0001329	Prak.g_01604	Syar.g_02337
OG0001331	Prak.g_01335	Syar.g_01455
OG0001334	Prak.g_01806	Syar.g_03166
OG0001337	Prak.g_00348	Syar.g_01112
OG0001338	Prak.g_00351	Syar.g_03232
OG0001339	Prak.g_00109	Syar.g_03114
OG0001343	Prak.g_00746	Syar.g_03210
OG0001345	Prak.g_01152	Syar.g_01958
OG0001346	Prak.g_01278	Syar.g_02778
OG0001348	Prak.g_01512	Syar.g_02259
OG0001351	Prak.g_00419	Syar.g_01420
OG0001353	Prak.g_00878	Syar.g_01809
OG0001354	Prak.g_00983	Syar.g_02520
OG0001355	Prak.g_01037	Syar.g_01912
OG0001356	Prak.g_01633	Syar.g_00176
OG0001359	Prak.g_00747	Syar.g_03211
OG0001364	Prak.g_01809	Syar.g_00284
OG0001365	Prak.g_01892	Syar.g_00335
OG0001370	Prak.g_00424	Syar.g_00013
OG0001371	Prak.g_00806	Syar.g_03059
OG0001379	Prak.g_01271	Syar.g_02772
OG0001382	Prak.g_01240	Syar.g_02834, Syar.g_03204
OG0001394	Prak.g_00785	Syar.g_02608
OG0001401	Prak.g_00883	Syar.g_01813
OG0001402	Prak.g_00586	Syar.g_02252
OG0001403	Prak.g_00031	Syar.g_00504
OG0001411	Prak.g_00066	Syar.g_02761, Syar.g_02360
OG0001415	Prak.g_00247	Syar.g_01553
OG0001418	Prak.g_00812	Syar.g_01546
OG0001428	Prak.g_00184	Syar.g_00108
OG0001429	Prak.g_00945	Syar.g_02582
OG0001430	Prak.g_01236	Syar.g_03306
OG0001433	Prak.g_01632	Syar.g_00173
OG0001434	Prak.g_00790	Syar.g_02613
OG0001435	Prak.g_00766	Syar.g_01621
OG0001437	Prak.g_00246	Syar.g_01554
OG0001443	Prak.g_01233	Syar.g_00378
OG0001450	Prak.g_00815	Syar.g_00880
OG0001460	Prak.g_01631	Syar.g_00172
OG0001461	Prak.g_00057	Syar.g_02478
OG0001467	Prak.g_01324	Syar.g_01745
OG0001476	Prak.g_01165	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prak.g_00691	Syar.g_02277
OG0001486	Prak.g_01174	Syar.g_01537
OG0001487	Prak.g_01431	Syar.g_01389
OG0001488	Prak.g_01159	Syar.g_03222, Syar.g_01948
OG0001489	Prak.g_01795	Syar.g_01087
OG0001496	Prak.g_00689	Syar.g_02279
OG0001497	Prak.g_00690	Syar.g_02278
OG0001498	Prak.g_00380	Syar.g_03286, Syar.g_01163
OG0001505	Prak.g_00695	Syar.g_02696
OG0001510	Prak.g_01848	Syar.g_00601
OG0001511	Prak.g_00118	Syar.g_03129
OG0001512	Prak.g_01229	Syar.g_03020
OG0001514	Prak.g_00688	Syar.g_02280
OG0001515	Prak.g_00820	Syar.g_03266, Syar.g_02594
OG0001516	Prak.g_01078	Syar.g_01918
OG0001517	Prak.g_00357	Syar.g_01119
OG0001518	Prak.g_01901	Syar.g_00353
OG0001519	Prak.g_01906	Syar.g_00380, Syar.g_00002
OG0001525	Prak.g_01610	Syar.g_01315
OG0001527	Prak.g_00523	Syar.g_02309
OG0001529	Prak.g_00041	Syar.g_00518
OG0001530	Prak.g_00117	Syar.g_03127
OG0001531	Prak.g_00255	Syar.g_03019
OG0001532	Prak.g_01141	Syar.g_01978
OG0001534	Prak.g_01029	Syar.g_01558
OG0001535	Prak.g_01013	Syar.g_01799
OG0001536	Prak.g_00969	Syar.g_02544
OG0001537	Prak.g_00782	Syar.g_02602
OG0001538	Prak.g_00850	Syar.g_02644
OG0001539	Prak.g_00760	Syar.g_01626
OG0001540	Prak.g_00138	Syar.g_00056
OG0001541	Prak.g_00192	Syar.g_00117
OG0001542	Prak.g_00198	Syar.g_00128
OG0001543	Prak.g_01263	Syar.g_00949
OG0001544	Prak.g_01905	Syar.g_00379, Syar.g_00001
OG0001545	Prak.g_01920	Syar.g_00865
OG0001549	Prak.g_00910	Syar.g_02838
OG0001557	Prak.g_00786	Syar.g_02609
OG0001559	Prak.g_00116	Syar.g_03126
OG0001560	Prak.g_00105	Syar.g_03110
OG0001561	Prak.g_01019	Syar.g_01792
OG0001562	Prak.g_01006	Syar.g_02484
OG0001563	Prak.g_01779	Syar.g_01072
OG0001565	Prak.g_00642	Syar.g_03069
OG0001574	Prak.g_00521	Syar.g_02311
OG0001575	Prak.g_00526	Syar.g_02306
OG0001576	Prak.g_01291	Syar.g_02794
OG0001577	Prak.g_01177	Syar.g_01534
OG0001580	Prak.g_00048	Syar.g_00895
OG0001587	Prak.g_01705	Syar.g_03010
OG0001591	Prak.g_00799	Syar.g_01685
OG0001592	Prak.g_00047	Syar.g_03309, Syar.g_00310
OG0001614	Prak.g_01836	Syar.g_00617
OG0001616	Prak.g_01149	Syar.g_01964
OG0001617	Prak.g_00824	Syar.g_01972
OG0001619	Prak.g_00962	Syar.g_02556
OG0001620	Prak.g_00365	Syar.g_01131
OG0001621	Prak.g_00270	Syar.g_00169
OG0001622	Prak.g_01929	Syar.g_00446
OG0001636	Prak.g_00035	Syar.g_00510
OG0001638	Prak.g_01656	Syar.g_03132, Syar.g_02949
OG0001639	Prak.g_01440	Syar.g_01212
OG0001640	Prak.g_00932	Syar.g_01377
OG0001641	Prak.g_00994	Syar.g_02500
OG0001642	Prak.g_00899	Syar.g_01387
OG0001643	Prak.g_01103	Syar.g_02423
OG0001644	Prak.g_01048	Syar.g_01876
OG0001654	Prak.g_01438	Syar.g_01214
OG0001657	Prak.g_00167	Syar.g_00089
OG0001658	Prak.g_00043	Syar.g_00329
OG0001659	Prak.g_01517	Syar.g_01973
OG0001661	Prak.g_00650	Syar.g_00911
OG0001678	Prak.g_01712	Syar.g_00144
OG0001679	Prak.g_00352	Syar.g_00032
OG0001717	Prak.g_00684	Syar.g_00103
OG0001733	Prak.g_01629	Syar.g_00179
OG0001769	Prak.g_01224	Syar.g_02437
OG0001771	Prak.g_01572	Syar.g_02677
OG0001842	Prak.g_00714	Syar.g_02270
OG0001917	Prak.g_01014	Syar.g_01798
OG0001923	Prak.g_01366	Syar.g_00582, Syar.g_00583, Syar.g_00267
OG0001930	Prak.g_00715	Syar.g_02271
OG0001931	Prak.g_00716	Syar.g_02272
OG0001955	Prak.g_01525	Syar.g_00733
OG0001977	Prak.g_01911	Syar.g_00703
OG0001996	Prak.g_00029	Syar.g_00502
OG0002003	Prak.g_00720	Syar.g_02127
OG0002019	Prak.g_01520	Syar.g_00615
OG0002109	Prak.g_00725	Syar.g_00759, Syar.g_01997
OG0002270	Prak.g_01362	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002340	Prak.g_00222	Syar.g_00960
OG0002344	Prak.g_00375	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002348	Prak.g_01511	Syar.g_00309
OG0002384	Prak.g_01616	Syar.g_00354
