Orthogroup	Prai	Syak
OG0001178	Prai.g_01729	Syak.g_02411
OG0001179	Prai.g_01761	Syak.g_01324
OG0001181	Prai.g_01792	Syak.g_01296
OG0001182	Prai.g_01799	Syak.g_01287
OG0001183	Prai.g_01803	Syak.g_01282
OG0001184	Prai.g_01819	Syak.g_01571
OG0001185	Prai.g_01833	Syak.g_01643
OG0001186	Prai.g_01856	Syak.g_01709
OG0001187	Prai.g_01862	Syak.g_01712
OG0001188	Prai.g_01864	Syak.g_01714
OG0001189	Prai.g_01881	Syak.g_01736
OG0001190	Prai.g_01885	Syak.g_01942
OG0001191	Prai.g_01895	Syak.g_01928
OG0001192	Prai.g_01899	Syak.g_01921
OG0001193	Prai.g_01909	Syak.g_01888
OG0001194	Prai.g_01910	Syak.g_01882
OG0001195	Prai.g_01911	Syak.g_01881
OG0001196	Prai.g_01924	Syak.g_01811
OG0001197	Prai.g_01925	Syak.g_01809
OG0001198	Prai.g_01933	Syak.g_01798
OG0001199	Prai.g_00074	Syak.g_02249
OG0001200	Prai.g_00076	Syak.g_02247
OG0001201	Prai.g_00108	Syak.g_02191
OG0001202	Prai.g_00210	Syak.g_02061
OG0001203	Prai.g_00249	Syak.g_02307
OG0001204	Prai.g_00256	Syak.g_01404
OG0001205	Prai.g_00476	Syak.g_01181
OG0001206	Prai.g_00493	Syak.g_01148
OG0001207	Prai.g_00507	Syak.g_02566
OG0001208	Prai.g_00512	Syak.g_02576
OG0001209	Prai.g_00563	Syak.g_02643
OG0001210	Prai.g_00568	Syak.g_02654
OG0001211	Prai.g_00578	Syak.g_02669
OG0001212	Prai.g_00624	Syak.g_02728
OG0001213	Prai.g_00658	Syak.g_00025
OG0001214	Prai.g_00666	Syak.g_00037
OG0001215	Prai.g_00719	Syak.g_00697
OG0001216	Prai.g_00750	Syak.g_00805
OG0001217	Prai.g_00894	Syak.g_00138
OG0001218	Prai.g_00887	Syak.g_01093
OG0001219	Prai.g_00858	Syak.g_00551
OG0001220	Prai.g_00795	Syak.g_00580
OG0001221	Prai.g_01035	Syak.g_00390
OG0001222	Prai.g_00997	Syak.g_00517
OG0001223	Prai.g_00971	Syak.g_00472
OG0001224	Prai.g_00922	Syak.g_00739
OG0001226	Prai.g_01083	Syak.g_02239
OG0001227	Prai.g_01101	Syak.g_00963
OG0001228	Prai.g_01218	Syak.g_00619
OG0001229	Prai.g_01368	Syak.g_00711
OG0001230	Prai.g_01455	Syak.g_01030
OG0001231	Prai.g_01560	Syak.g_01777
OG0001232	Prai.g_01661	Syak.g_02385
OG0001233	Prai.g_01681	Syak.g_02359
OG0001234	Prai.g_01716	Syak.g_01374
OG0001235	Prai.g_01726	Syak.g_01362
OG0001236	Prai.g_01816	Syak.g_01568
OG0001237	Prai.g_01820	Syak.g_01573
OG0001238	Prai.g_01896	Syak.g_01926
OG0001239	Prai.g_00071	Syak.g_02252
OG0001240	Prai.g_00093	Syak.g_02206
OG0001241	Prai.g_00101	Syak.g_02197
OG0001242	Prai.g_00119	Syak.g_02168
OG0001243	Prai.g_00125	Syak.g_02160
OG0001244	Prai.g_00141	Syak.g_02132
OG0001245	Prai.g_00392	Syak.g_00248
OG0001246	Prai.g_00534	Syak.g_02604
OG0001247	Prai.g_00712	Syak.g_00618
OG0001248	Prai.g_00714	Syak.g_00147
OG0001249	Prai.g_00869	Syak.g_01251
OG0001250	Prai.g_00806	Syak.g_00602
OG0001252	Prai.g_00927	Syak.g_00754
OG0001253	Prai.g_01102	Syak.g_00250
OG0001254	Prai.g_01145	Syak.g_00272
OG0001255	Prai.g_01156	Syak.g_00066
OG0001256	Prai.g_01553	Syak.g_02430
OG0001257	Prai.g_01559	Syak.g_02502
OG0001258	Prai.g_01635	Syak.g_02420
OG0001259	Prai.g_01679	Syak.g_02361
OG0001260	Prai.g_01695	Syak.g_02332
OG0001261	Prai.g_01769	Syak.g_01315
OG0001262	Prai.g_01879	Syak.g_01734
OG0001263	Prai.g_00128	Syak.g_02157
OG0001265	Prai.g_00118	Syak.g_02170
OG0001266	Prai.g_00214	Syak.g_02057
OG0001267	Prai.g_00293	Syak.g_01459
OG0001268	Prai.g_00352	Syak.g_01240
OG0001269	Prai.g_00372	Syak.g_02323
OG0001270	Prai.g_00465	Syak.g_01194
OG0001271	Prai.g_00502	Syak.g_01121
OG0001272	Prai.g_00516	Syak.g_02580
OG0001273	Prai.g_00660	Syak.g_00030
OG0001275	Prai.g_00961	Syak.g_00633
OG0001276	Prai.g_00942	Syak.g_00649
OG0001277	Prai.g_01090	Syak.g_01829
OG0001278	Prai.g_01223	Syak.g_00671
OG0001279	Prai.g_01583	Syak.g_00105
OG0001280	Prai.g_01334	Syak.g_00933
OG0001281	Prai.g_01340	Syak.g_00944
OG0001282	Prai.g_01371	Syak.g_02564
OG0001284	Prai.g_01532	Syak.g_02446
OG0001285	Prai.g_01664	Syak.g_02381
OG0001286	Prai.g_01786	Syak.g_01301
OG0001287	Prai.g_01840	Syak.g_01652
OG0001288	Prai.g_01849	Syak.g_01686
OG0001289	Prai.g_00087	Syak.g_02222
OG0001290	Prai.g_00100	Syak.g_02198
OG0001291	Prai.g_00135	Syak.g_02147
OG0001292	Prai.g_00261	Syak.g_01410
OG0001293	Prai.g_00274	Syak.g_01432
OG0001294	Prai.g_00389	Syak.g_00355
OG0001295	Prai.g_00498	Syak.g_00740
OG0001296	Prai.g_00539	Syak.g_02610
OG0001298	Prai.g_00605	Syak.g_02703
OG0001299	Prai.g_00695	Syak.g_00349
OG0001300	Prai.g_00722	Syak.g_00706
OG0001301	Prai.g_00725	Syak.g_00721
OG0001302	Prai.g_00860	Syak.g_00068
OG0001304	Prai.g_00933	Syak.g_00664
OG0001305	Prai.g_00914	Syak.g_00728
OG0001306	Prai.g_01158	Syak.g_00915
OG0001307	Prai.g_01354	Syak.g_00344
OG0001308	Prai.g_01473	Syak.g_01054
OG0001309	Prai.g_01557	Syak.g_02620
OG0001312	Prai.g_01008	Syak.g_00537
OG0001314	Prai.g_00439	Syak.g_00124
OG0001315	Prai.g_00061	Syak.g_01284
OG0001316	Prai.g_00140	Syak.g_02140
OG0001317	Prai.g_00245	Syak.g_02302
OG0001318	Prai.g_00269	Syak.g_01424
OG0001321	Prai.g_00482	Syak.g_01172
OG0001322	Prai.g_00483	Syak.g_01171
OG0001323	Prai.g_00548	Syak.g_02623
OG0001324	Prai.g_00723	Syak.g_00707
OG0001325	Prai.g_00753	Syak.g_00800
OG0001327	Prai.g_01075	Syak.g_00362
OG0001328	Prai.g_01100	Syak.g_00383
OG0001330	Prai.g_01309	Syak.g_00925
OG0001331	Prai.g_01376	Syak.g_02559
OG0001332	Prai.g_01504	Syak.g_02485
OG0001333	Prai.g_01675	Syak.g_02365
OG0001334	Prai.g_01806	Syak.g_01274
OG0001335	Prai.g_01807	Syak.g_01273
OG0001336	Prai.g_01921	Syak.g_01817
OG0001340	Prai.g_00341	Syak.g_01261
OG0001343	Prai.g_01062	Syak.g_01877
OG0001344	Prai.g_01175	Syak.g_00893
OG0001345	Prai.g_01190	Syak.g_00856
OG0001346	Prai.g_01336	Syak.g_00937
OG0001348	Prai.g_01587	Syak.g_00774
OG0001351	Prai.g_00485	Syak.g_01164
OG0001352	Prai.g_00709	Syak.g_00764
OG0001353	Prai.g_00815	Syak.g_00612
OG0001355	Prai.g_01272	Syak.g_00144
OG0001358	Prai.g_00649	Syak.g_00007
OG0001359	Prai.g_01061	Syak.g_01878
OG0001360	Prai.g_01103	Syak.g_00854
OG0001361	Prai.g_01187	Syak.g_00859
OG0001364	Prai.g_01809	Syak.g_01552
OG0001365	Prai.g_01889	Syak.g_01937
OG0001369	Prai.g_00092	Syak.g_02207
OG0001371	Prai.g_00708	Syak.g_02231
OG0001375	Prai.g_01063	Syak.g_01876
OG0001376	Prai.g_01069	Syak.g_01916
OG0001377	Prai.g_01070	Syak.g_01917
OG0001378	Prai.g_01112	Syak.g_01196
OG0001382	Prai.g_01575	Syak.g_01169
OG0001394	Prai.g_01031	Syak.g_00399
OG0001395	Prai.g_00931	Syak.g_00789
OG0001398	Prai.g_01601	Syak.g_00571
OG0001399	Prai.g_01718	Syak.g_01977, Syak.g_01103
OG0001405	Prai.g_00339	Syak.g_01271
OG0001406	Prai.g_01068	Syak.g_01915
OG0001408	Prai.g_01086	Syak.g_00087
OG0001409	Prai.g_01178	Syak.g_00878
OG0001410	Prai.g_01355	Syak.g_00343
OG0001413	Prai.g_01547	Syak.g_00103
OG0001416	Prai.g_00490	Syak.g_00941
OG0001417	Prai.g_00500	Syak.g_00486
OG0001420	Prai.g_01122	Syak.g_00997, Syak.g_02635
OG0001422	Prai.g_01585	Syak.g_00928
OG0001430	Prai.g_01271	Syak.g_01949, Syak.g_00314
OG0001432	Prai.g_01545	Syak.g_00095
OG0001438	Prai.g_00306	Syak.g_01475
OG0001439	Prai.g_00320	Syak.g_01506
OG0001443	Prai.g_01602	Syak.g_01909
OG0001447	Prai.g_00126	Syak.g_02159
OG0001448	Prai.g_00380	Syak.g_00121
OG0001449	Prai.g_00413	Syak.g_01401
OG0001452	Prai.g_01058	Syak.g_01419
OG0001453	Prai.g_00967	Syak.g_00465
OG0001454	Prai.g_01096	Syak.g_00249
OG0001459	Prai.g_01552	Syak.g_00311
OG0001462	Prai.g_00034	Syak.g_01750
OG0001464	Prai.g_00342	Syak.g_01260
OG0001465	Prai.g_00731	Syak.g_00775
OG0001467	Prai.g_00868	Syak.g_01022
OG0001470	Prai.g_01433	Syak.g_01592
OG0001471	Prai.g_01548	Syak.g_01501
OG0001473	Prai.g_01857	Syak.g_00102
OG0001474	Prai.g_00353	Syak.g_01239
OG0001475	Prai.g_00152	Syak.g_01594
OG0001477	Prai.g_01254	Syak.g_00718
OG0001480	Prai.g_00382	Syak.g_00084
OG0001482	Prai.g_00488	Syak.g_00476
OG0001486	Prai.g_01169	Syak.g_00900
OG0001492	Prai.g_01220	Syak.g_00668
OG0001493	Prai.g_01228	Syak.g_00676
OG0001495	Prai.g_01723	Syak.g_01357
OG0001496	Prai.g_01252	Syak.g_00715
OG0001497	Prai.g_01253	Syak.g_00717
OG0001502	Prai.g_00877	Syak.g_00586
OG0001508	Prai.g_01432	Syak.g_01591
OG0001514	Prai.g_01251	Syak.g_00714
OG0001520	Prai.g_00406	Syak.g_02689
OG0001527	Prai.g_00591	Syak.g_02682
OG0001532	Prai.g_01199	Syak.g_00838
OG0001547	Prai.g_00875	Syak.g_00564
OG0001549	Prai.g_00788	Syak.g_00577
OG0001553	Prai.g_01460	Syak.g_01037
OG0001554	Prai.g_01555	Syak.g_01945
OG0001562	Prai.g_00949	Syak.g_00639
OG0001565	Prai.g_00447	Syak.g_00083
OG0001567	Prai.g_00876	Syak.g_00565
OG0001568	Prai.g_00874	Syak.g_00562
OG0001570	Prai.g_01255	Syak.g_00574
OG0001582	Prai.g_00499	Syak.g_00231
OG0001602	Prai.g_00730	Syak.g_00776
OG0001625	Prai.g_00271	Syak.g_01426
OG0001633	Prai.g_01367	Syak.g_00662
OG0001634	Prai.g_01582	Syak.g_00352
OG0001647	Prai.g_00285	Syak.g_01450
OG0001712	Prai.g_00427	Syak.g_00225
OG0001726	Prai.g_00425	Syak.g_00572
OG0001745	Prai.g_01544	Syak.g_00281
OG0001924	Prai.g_01283	Syak.g_02769
OG0001925	Prai.g_01284	Syak.g_02768
OG0001926	Prai.g_01285	Syak.g_02767
OG0001927	Prai.g_01286	Syak.g_02766
OG0001993	Prai.g_01281	Syak.g_02771
OG0001994	Prai.g_01282	Syak.g_02770
OG0002106	Prai.g_00396	Syak.g_00071
OG0002112	Prai.g_00417	Syak.g_01488
OG0002157	Prai.g_00418	Syak.g_01489
OG0002158	Prai.g_00416	Syak.g_01487
OG0002395	Prai.g_01628	Syak.g_01490
OG0002396	Prai.g_01745	Syak.g_01340
OG0002451	Prai.g_01242	Syak.g_00192
OG0002721	Prai.g_01320	Syak.g_00110
OG0004604	Prai.g_00039	Syak.g_02526
