Orthogroup	Prai	Prbm
OG0001106	Prai.g_00998	Prbm.g_00976
OG0001107	Prai.g_00991	Prbm.g_00986
OG0001108	Prai.g_00987	Prbm.g_00990
OG0001109	Prai.g_00986	Prbm.g_00991
OG0001110	Prai.g_00984	Prbm.g_00993
OG0001111	Prai.g_00983	Prbm.g_00994
OG0001112	Prai.g_00982	Prbm.g_00995
OG0001113	Prai.g_00981	Prbm.g_00996
OG0001114	Prai.g_00980	Prbm.g_00997
OG0001115	Prai.g_00978	Prbm.g_00999
OG0001116	Prai.g_00977	Prbm.g_01000
OG0001117	Prai.g_00976	Prbm.g_01001
OG0001118	Prai.g_00975	Prbm.g_01002
OG0001119	Prai.g_00974	Prbm.g_01003
OG0001120	Prai.g_00972	Prbm.g_01004
OG0001121	Prai.g_01141, Prai.g_00969	Prbm.g_01648
OG0001122	Prai.g_00945	Prbm.g_01033
OG0001124	Prai.g_00940	Prbm.g_01039
OG0001125	Prai.g_00939	Prbm.g_01041
OG0001126	Prai.g_00929	Prbm.g_01052
OG0001127	Prai.g_00928	Prbm.g_01053
OG0001128	Prai.g_00926	Prbm.g_01056
OG0001129	Prai.g_00925	Prbm.g_01057
OG0001130	Prai.g_00924	Prbm.g_01058
OG0001131	Prai.g_01088	Prbm.g_00894
OG0001132	Prai.g_01098	Prbm.g_01103
OG0001133	Prai.g_01130	Prbm.g_01079
OG0001134	Prai.g_01143	Prbm.g_01910
OG0001135	Prai.g_01146	Prbm.g_01913
OG0001137	Prai.g_01179	Prbm.g_01539
OG0001138	Prai.g_01198	Prbm.g_01518
OG0001139	Prai.g_01200	Prbm.g_01516
OG0001140	Prai.g_01201	Prbm.g_01515
OG0001141	Prai.g_01202	Prbm.g_01514
OG0001142	Prai.g_01203	Prbm.g_01513
OG0001143	Prai.g_01210	Prbm.g_01506
OG0001144	Prai.g_01215	Prbm.g_01501
OG0001145	Prai.g_01326	Prbm.g_01603
OG0001146	Prai.g_01339	Prbm.g_01615
OG0001147	Prai.g_01357	Prbm.g_01634
OG0001148	Prai.g_01372	Prbm.g_01662
OG0001149	Prai.g_01373	Prbm.g_01663
OG0001150	Prai.g_01374	Prbm.g_01664
OG0001151	Prai.g_01385	Prbm.g_01675
OG0001152	Prai.g_01386	Prbm.g_01676
OG0001153	Prai.g_01494	Prbm.g_01740
OG0001154	Prai.g_01495	Prbm.g_01741
OG0001155	Prai.g_01507	Prbm.g_01757
OG0001156	Prai.g_01510	Prbm.g_01760
OG0001157	Prai.g_01511	Prbm.g_01761
OG0001158	Prai.g_01512	Prbm.g_01762
OG0001159	Prai.g_01513	Prbm.g_01763
OG0001160	Prai.g_01537	Prbm.g_01789
OG0001161	Prai.g_01550	Prbm.g_01586
OG0001162	Prai.g_01563	Prbm.g_01801
OG0001163	Prai.g_01630	Prbm.g_01833
OG0001164	Prai.g_01634	Prbm.g_01837
OG0001165	Prai.g_01637	Prbm.g_01840
OG0001166	Prai.g_01657	Prbm.g_01858
OG0001167	Prai.g_01674	Prbm.g_01876
OG0001168	Prai.g_01676	Prbm.g_01877
OG0001169	Prai.g_01678	Prbm.g_01879
OG0001170	Prai.g_01680	Prbm.g_01881
OG0001171	Prai.g_01689	Prbm.g_01891
OG0001172	Prai.g_01704	Prbm.g_01952
OG0001173	Prai.g_01705	Prbm.g_01953
OG0001174	Prai.g_01713	Prbm.g_01961
OG0001175	Prai.g_01714	Prbm.g_01962
OG0001176	Prai.g_01721	Prbm.g_01974
OG0001177	Prai.g_01724	Prbm.g_01972
OG0001178	Prai.g_01729	Prbm.g_01345
OG0001179	Prai.g_01761	Prbm.g_02016
OG0001180	Prai.g_01788	Prbm.g_02039
OG0001181	Prai.g_01792	Prbm.g_02043
OG0001182	Prai.g_01799	Prbm.g_02052
OG0001183	Prai.g_01803	Prbm.g_02058
OG0001184	Prai.g_01819	Prbm.g_02074
OG0001185	Prai.g_01833	Prbm.g_02089
OG0001186	Prai.g_01856	Prbm.g_02140
OG0001187	Prai.g_01862	Prbm.g_02145
OG0001188	Prai.g_01864	Prbm.g_02147
OG0001189	Prai.g_01881	Prbm.g_02164
OG0001190	Prai.g_01885	Prbm.g_02169
OG0001191	Prai.g_01895	Prbm.g_02179
OG0001192	Prai.g_01899	Prbm.g_02184
OG0001193	Prai.g_01909	Prbm.g_02197
OG0001194	Prai.g_01910	Prbm.g_02198
OG0001195	Prai.g_01911	Prbm.g_02199
OG0001196	Prai.g_01924	Prbm.g_02219
OG0001197	Prai.g_01925	Prbm.g_02221
OG0001198	Prai.g_01933	Prbm.g_02230
OG0001199	Prai.g_00074	Prbm.g_00131
OG0001200	Prai.g_00076	Prbm.g_00133
OG0001201	Prai.g_00108	Prbm.g_00165
OG0001202	Prai.g_00210	Prbm.g_00259
OG0001203	Prai.g_00249	Prbm.g_00298
OG0001204	Prai.g_00256	Prbm.g_00304
OG0001205	Prai.g_00476	Prbm.g_00455
OG0001206	Prai.g_00493	Prbm.g_00491
OG0001207	Prai.g_00507	Prbm.g_00502
OG0001208	Prai.g_00512	Prbm.g_00508
OG0001209	Prai.g_00563	Prbm.g_00568
OG0001210	Prai.g_00568	Prbm.g_00573
OG0001211	Prai.g_00578	Prbm.g_00583
OG0001212	Prai.g_00624	Prbm.g_00626
OG0001213	Prai.g_00658	Prbm.g_00660
OG0001214	Prai.g_00666	Prbm.g_00668
OG0001215	Prai.g_00719	Prbm.g_00727
OG0001216	Prai.g_00750	Prbm.g_00744
OG0001217	Prai.g_00894	Prbm.g_00111
OG0001218	Prai.g_00887	Prbm.g_00785
OG0001219	Prai.g_00858	Prbm.g_00957
OG0001220	Prai.g_00795	Prbm.g_00867
OG0001221	Prai.g_01035	Prbm.g_00941
OG0001222	Prai.g_00997	Prbm.g_00889
OG0001223	Prai.g_00971	Prbm.g_01005
OG0001224	Prai.g_00922	Prbm.g_01060
OG0001225	Prai.g_00920	Prbm.g_01062
OG0001226	Prai.g_01083	Prbm.g_01945
OG0001227	Prai.g_01101	Prbm.g_01085
OG0001228	Prai.g_01218	Prbm.g_01498
OG0001229	Prai.g_01368	Prbm.g_01176
OG0001230	Prai.g_01455	Prbm.g_01701
OG0001231	Prai.g_01560	Prbm.g_00789
OG0001232	Prai.g_01661	Prbm.g_01862
OG0001233	Prai.g_01681	Prbm.g_01882
OG0001234	Prai.g_01716	Prbm.g_01964
OG0001235	Prai.g_01726	Prbm.g_01968
OG0001236	Prai.g_01816	Prbm.g_02071
OG0001237	Prai.g_01820	Prbm.g_02075
OG0001238	Prai.g_01896	Prbm.g_02180
OG0001239	Prai.g_00071	Prbm.g_00128
OG0001240	Prai.g_00093	Prbm.g_00150
OG0001241	Prai.g_00101	Prbm.g_00159
OG0001242	Prai.g_00119	Prbm.g_00178
OG0001243	Prai.g_00125	Prbm.g_00185
OG0001244	Prai.g_00141	Prbm.g_00201
OG0001245	Prai.g_00392	Prbm.g_01353
OG0001246	Prai.g_00534	Prbm.g_00538
OG0001247	Prai.g_00712	Prbm.g_00719
OG0001248	Prai.g_00714	Prbm.g_00722
OG0001249	Prai.g_00869	Prbm.g_00395
OG0001252	Prai.g_00927	Prbm.g_01055
OG0001253	Prai.g_01102	Prbm.g_01806
OG0001254	Prai.g_01145	Prbm.g_01912
OG0001255	Prai.g_01156	Prbm.g_01566
OG0001256	Prai.g_01553	Prbm.g_01797
OG0001257	Prai.g_01559	Prbm.g_01802
OG0001258	Prai.g_01635	Prbm.g_01838
OG0001259	Prai.g_01679	Prbm.g_01880
OG0001260	Prai.g_01695	Prbm.g_01897
OG0001261	Prai.g_01769	Prbm.g_02024
OG0001262	Prai.g_01879	Prbm.g_02162
OG0001263	Prai.g_00128	Prbm.g_00188
OG0001269	Prai.g_00372	Prbm.g_00866
OG0001273	Prai.g_00660	Prbm.g_00662
OG0001277	Prai.g_01090	Prbm.g_02207
OG0001279	Prai.g_01583	Prbm.g_01171
OG0001280	Prai.g_01334	Prbm.g_01610
OG0001282	Prai.g_01371	Prbm.g_01661
OG0001284	Prai.g_01532	Prbm.g_01783
OG0001285	Prai.g_01664	Prbm.g_01865
OG0001286	Prai.g_01786	Prbm.g_02037
OG0001287	Prai.g_01840	Prbm.g_02096
OG0001288	Prai.g_01849	Prbm.g_02106
OG0001289	Prai.g_00087	Prbm.g_00144
OG0001290	Prai.g_00100	Prbm.g_00158
OG0001294	Prai.g_00389	Prbm.g_01584, Prbm.g_01649
OG0001295	Prai.g_00498	Prbm.g_01574
OG0001296	Prai.g_00539	Prbm.g_00543
OG0001299	Prai.g_00695	Prbm.g_00698
OG0001300	Prai.g_00722	Prbm.g_00731
OG0001301	Prai.g_00725	Prbm.g_00733
OG0001302	Prai.g_00860	Prbm.g_00955
OG0001304	Prai.g_00933	Prbm.g_01046
OG0001305	Prai.g_00914	Prbm.g_00884
OG0001306	Prai.g_01158	Prbm.g_01564
OG0001307	Prai.g_01354	Prbm.g_01594, Prbm.g_01631
OG0001308	Prai.g_01473	Prbm.g_01720
OG0001309	Prai.g_01557	Prbm.g_00552
OG0001310	Prai.g_01650	Prbm.g_01852
OG0001312	Prai.g_01008	Prbm.g_00966
OG0001314	Prai.g_00439	Prbm.g_01169
OG0001315	Prai.g_00061	Prbm.g_02056
OG0001316	Prai.g_00140	Prbm.g_00199
OG0001317	Prai.g_00245	Prbm.g_00294
OG0001318	Prai.g_00269	Prbm.g_00316
OG0001320	Prai.g_01259	Prbm.g_01415, Prbm.g_01164
OG0001321	Prai.g_00482	Prbm.g_00461
OG0001322	Prai.g_00483	Prbm.g_00462
OG0001324	Prai.g_00723	Prbm.g_00732
OG0001325	Prai.g_00753	Prbm.g_00747
OG0001327	Prai.g_01075	Prbm.g_00918
OG0001328	Prai.g_01100	Prbm.g_00937
OG0001330	Prai.g_01309	Prbm.g_01604
OG0001331	Prai.g_01376	Prbm.g_01666
OG0001332	Prai.g_01504	Prbm.g_01755
OG0001334	Prai.g_01806	Prbm.g_02061
OG0001335	Prai.g_01807	Prbm.g_02062
OG0001336	Prai.g_01921	Prbm.g_02216
OG0001339	Prai.g_00103	Prbm.g_00161
OG0001340	Prai.g_00341	Prbm.g_00388
OG0001341	Prai.g_00897	Prbm.g_00091
OG0001343	Prai.g_01062	Prbm.g_00909
OG0001344	Prai.g_01175	Prbm.g_01544
OG0001345	Prai.g_01190	Prbm.g_01528
OG0001346	Prai.g_01336	Prbm.g_01612
OG0001348	Prai.g_01587	Prbm.g_01122
OG0001350	Prai.g_00248	Prbm.g_00297
OG0001351	Prai.g_00485	Prbm.g_00481
OG0001352	Prai.g_00709	Prbm.g_00714
OG0001355	Prai.g_01272	Prbm.g_01804
OG0001359	Prai.g_01061	Prbm.g_00910
OG0001360	Prai.g_01103	Prbm.g_01526
OG0001362	Prai.g_01477	Prbm.g_01724
OG0001363	Prai.g_01479	Prbm.g_00487
OG0001365	Prai.g_01889	Prbm.g_02173
OG0001369	Prai.g_00092	Prbm.g_00149
OG0001371	Prai.g_00708	Prbm.g_00713
OG0001375	Prai.g_01063	Prbm.g_00908
OG0001376	Prai.g_01069	Prbm.g_00896
OG0001377	Prai.g_01070	Prbm.g_00897
OG0001378	Prai.g_01112	Prbm.g_00443
OG0001381	Prai.g_01364	Prbm.g_01658
OG0001384	Prai.g_01549, Prai.g_01266	Prbm.g_01124, Prbm.g_01110, Prbm.g_01445, Prbm.g_01461
OG0001394	Prai.g_01031	Prbm.g_00945
OG0001395	Prai.g_00931	Prbm.g_01049
OG0001397	Prai.g_01478	Prbm.g_01725
OG0001398	Prai.g_01601	Prbm.g_00761
OG0001399	Prai.g_01718	Prbm.g_00080
OG0001403	Prai.g_00030	Prbm.g_00030
OG0001404	Prai.g_00068	Prbm.g_00125
OG0001405	Prai.g_00339	Prbm.g_00381
OG0001406	Prai.g_01068	Prbm.g_00895
OG0001407	Prai.g_01081	Prbm.g_00900
OG0001408	Prai.g_01086	Prbm.g_00104
OG0001409	Prai.g_01178	Prbm.g_01540
OG0001410	Prai.g_01355	Prbm.g_01632
OG0001413	Prai.g_01547	Prbm.g_00790
OG0001414	Prai.g_00240	Prbm.g_00288
OG0001415	Prai.g_00242	Prbm.g_00290
OG0001417	Prai.g_00500	Prbm.g_01583
OG0001418	Prai.g_00713	Prbm.g_00720
OG0001419	Prai.g_01082	Prbm.g_00781
OG0001420	Prai.g_01122	Prbm.g_01159
OG0001421	Prai.g_01554	Prbm.g_01798
OG0001422	Prai.g_01585	Prbm.g_01080
OG0001424	Prai.g_01059	Prbm.g_01482
OG0001428	Prai.g_00183	Prbm.g_00231
OG0001430	Prai.g_01271	Prbm.g_00898
OG0001432	Prai.g_01545	Prbm.g_01027
OG0001437	Prai.g_00241	Prbm.g_00289
OG0001439	Prai.g_00320	Prbm.g_00363
OG0001440	Prai.g_00448	Prbm.g_01351
OG0001441	Prai.g_00550	Prbm.g_00555
OG0001443	Prai.g_01602	Prbm.g_01919
OG0001446	Prai.g_00079	Prbm.g_00136
OG0001447	Prai.g_00126	Prbm.g_00186
OG0001450	Prai.g_00716	Prbm.g_00724
OG0001451	Prai.g_00786	Prbm.g_00878
OG0001453	Prai.g_00967	Prbm.g_01008
OG0001454	Prai.g_01096	Prbm.g_01346
OG0001455	Prai.g_01132	Prbm.g_00048
OG0001463	Prai.g_00299	Prbm.g_00343
OG0001464	Prai.g_00342	Prbm.g_00768
OG0001466	Prai.g_00431, Prai.g_01258	Prbm.g_01186
OG0001467	Prai.g_00868	Prbm.g_00117
OG0001468	Prai.g_01073	Prbm.g_00907
OG0001470	Prai.g_01433	Prbm.g_02128
OG0001471	Prai.g_01548	Prbm.g_01585
OG0001472	Prai.g_01556	Prbm.g_00893
OG0001473	Prai.g_01857	Prbm.g_01645
OG0001474	Prai.g_00353	Prbm.g_00405
OG0001475	Prai.g_00152	Prbm.g_02136
OG0001477	Prai.g_01254	Prbm.g_01829
OG0001480	Prai.g_00382	Prbm.g_01189
OG0001481	Prai.g_00386	Prbm.g_01071
OG0001482	Prai.g_00488	Prbm.g_01083
OG0001483	Prai.g_01613	Prbm.g_00434, Prbm.g_01118, Prbm.g_01230, Prbm.g_01383, Prbm.g_01809, Prbm.g_01405
OG0001484	Prai.g_00893	Prbm.g_01315
OG0001485	Prai.g_01270	Prbm.g_01182
OG0001486	Prai.g_01169	Prbm.g_01551
OG0001490	Prai.g_00443	Prbm.g_01170
OG0001491	Prai.g_00862	Prbm.g_00950
OG0001495	Prai.g_01723	Prbm.g_01971
OG0001496	Prai.g_01252	Prbm.g_01831
OG0001497	Prai.g_01253	Prbm.g_01830
OG0001499	Prai.g_00060	Prbm.g_00113
OG0001500	Prai.g_00276	Prbm.g_00321
OG0001501	Prai.g_00733	Prbm.g_01326
OG0001503	Prai.g_01151	Prbm.g_01123
OG0001506	Prai.g_01502	Prbm.g_01752
OG0001507	Prai.g_01245	Prbm.g_01157
OG0001508	Prai.g_01432	Prbm.g_02139
OG0001514	Prai.g_01251	Prbm.g_01832
OG0001520	Prai.g_00406	Prbm.g_00467
OG0001521	Prai.g_00896	Prbm.g_01023, Prbm.g_01479
OG0001522	Prai.g_00814	Prbm.g_00847
OG0001523	Prai.g_01147	Prbm.g_01915
OG0001524	Prai.g_01148	Prbm.g_01916
OG0001526	Prai.g_01699	Prbm.g_00952
OG0001532	Prai.g_01199	Prbm.g_01517
OG0001548	Prai.g_00871	Prbm.g_01100
OG0001549	Prai.g_00788	Prbm.g_00876
OG0001550	Prai.g_01134	Prbm.g_01314
OG0001552	Prai.g_01237	Prbm.g_01918
OG0001553	Prai.g_01460	Prbm.g_01707
OG0001555	Prai.g_01569	Prbm.g_01826
OG0001562	Prai.g_00949	Prbm.g_01030
OG0001566	Prai.g_00705	Prbm.g_00710
OG0001569	Prai.g_01108	Prbm.g_01311
OG0001570	Prai.g_01255	Prbm.g_01241, Prbm.g_01240
OG0001571	Prai.g_01128	Prbm.g_01388
OG0001581	Prai.g_00155	Prbm.g_01098
OG0001584	Prai.g_01016	Prbm.g_00804
OG0001595	Prai.g_00067	Prbm.g_00124
OG0001596	Prai.g_00075	Prbm.g_00132
OG0001597	Prai.g_00376	Prbm.g_01749
OG0001598	Prai.g_01267	Prbm.g_01067
OG0001599	Prai.g_00491	Prbm.g_00489
OG0001600	Prai.g_00541	Prbm.g_00545
OG0001601	Prai.g_00703	Prbm.g_00708
OG0001603	Prai.g_00861	Prbm.g_00954
OG0001604	Prai.g_01038	Prbm.g_00938
OG0001606	Prai.g_00738	Prbm.g_01135
OG0001607	Prai.g_01149	Prbm.g_01196
OG0001608	Prai.g_01361	Prbm.g_01112
OG0001609	Prai.g_01501	Prbm.g_01750
OG0001610	Prai.g_01503	Prbm.g_01754
OG0001611	Prai.g_01566	Prbm.g_01137
OG0001613	Prai.g_01801	Prbm.g_02055
OG0001626	Prai.g_00898	Prbm.g_01339
OG0001629	Prai.g_00886	Prbm.g_01155
OG0001630	Prai.g_01056	Prbm.g_00915
OG0001631	Prai.g_01078	Prbm.g_00770
OG0001633	Prai.g_01367	Prbm.g_01946
OG0001634	Prai.g_01582	Prbm.g_00701
OG0001648	Prai.g_00385	Prbm.g_01819
OG0001649	Prai.g_01079	Prbm.g_00899
OG0001650	Prai.g_00746	Prbm.g_01310
OG0001651	Prai.g_01565	Prbm.g_01109
OG0001661	Prai.g_01621	Prbm.g_01108
OG0001662	Prai.g_01118	Prbm.g_01286
OG0001663	Prai.g_01155	Prbm.g_01567
OG0001664	Prai.g_01295	Prbm.g_01655
OG0001665	Prai.g_01298	Prbm.g_01657
OG0001667	Prai.g_01311	Prbm.g_01180
OG0001684	Prai.g_01275, Prai.g_00617	Prbm.g_00396
OG0001688	Prai.g_01077	Prbm.g_01018, Prbm.g_01481
OG0001698	Prai.g_01076	Prbm.g_01686
OG0001699	Prai.g_01618	Prbm.g_00486
OG0001708	Prai.g_01154	Prbm.g_01568
OG0001710	Prai.g_01719	Prbm.g_00079
OG0001711	Prai.g_00435	Prbm.g_01307
OG0001719	Prai.g_00403	Prbm.g_01332
OG0001721	Prai.g_00892	Prbm.g_01811
OG0001723	Prai.g_01607	Prbm.g_01815
OG0001724	Prai.g_01264	Prbm.g_01362, Prbm.g_01367
OG0001725	Prai.g_00401	Prbm.g_01285
OG0001742	Prai.g_00388	Prbm.g_01316
OG0001743	Prai.g_01116	Prbm.g_01380
OG0001744	Prai.g_01317	Prbm.g_01327
OG0001746	Prai.g_01260	Prbm.g_01184
OG0001773	Prai.g_01771	Prbm.g_01242
OG0001774	Prai.g_00706	Prbm.g_00711
OG0001775	Prai.g_01084	Prbm.g_00112
OG0001776	Prai.g_01114	Prbm.g_01092
OG0001778	Prai.g_01308	Prbm.g_01628
OG0001781	Prai.g_01586	Prbm.g_01028, Prbm.g_01323
OG0001782	Prai.g_01732	Prbm.g_00531, Prbm.g_01288
OG0001819	Prai.g_00404	Prbm.g_01074
OG0001820	Prai.g_01306	Prbm.g_01193
OG0001821	Prai.g_00891	Prbm.g_01166
OG0001822	Prai.g_00879	Prbm.g_01024
OG0001823	Prai.g_00784	Prbm.g_01255
OG0001824	Prai.g_00952	Prbm.g_00775
OG0001825	Prai.g_01085	Prbm.g_01068
OG0001826	Prai.g_01087	Prbm.g_00782
OG0001827	Prai.g_01089	Prbm.g_01082
OG0001828	Prai.g_01111	Prbm.g_00105
OG0001829	Prai.g_01115	Prbm.g_01154
OG0001830	Prai.g_01131	Prbm.g_01188
OG0001831	Prai.g_01142	Prbm.g_01097
OG0001832	Prai.g_00736	Prbm.g_01252
OG0001833	Prai.g_01369	Prbm.g_01659
OG0001920	Prai.g_00734	Prbm.g_01350
OG0001982	Prai.g_00381	Prbm.g_01818
OG0001988	Prai.g_00371	Prbm.g_01185
OG0002028	Prai.g_00957	Prbm.g_00786
OG0002033	Prai.g_00145	Prbm.g_00066, Prbm.g_00077, Prbm.g_00089
OG0002062	Prai.g_01629	Prbm.g_01342, Prbm.g_01440
OG0002097	Prai.g_00775	Prbm.g_02130
OG0002147	Prai.g_00735	Prbm.g_01361
OG0002267	Prai.g_01600	Prbm.g_01398
OG0002274	Prai.g_00776	Prbm.g_02129
OG0002319	Prai.g_00423	Prbm.g_01652
OG0002325	Prai.g_01140	Prbm.g_01319
OG0002327	Prai.g_01290	Prbm.g_01249
OG0002369	Prai.g_00742	Prbm.g_02127
OG0002372	Prai.g_01576	Prbm.g_01917
OG0002423	Prai.g_00780	Prbm.g_01378
OG0002427	Prai.g_01562	Prbm.g_01113
OG0002428	Prai.g_00407	Prbm.g_01472
OG0002484	Prai.g_00426	Prbm.g_00037
OG0002582	Prai.g_01319	Prbm.g_02120
OG0002626	Prai.g_00779	Prbm.g_00471
OG0002698	Prai.g_01280	Prbm.g_01807
OG0002779	Prai.g_01328	Prbm.g_01205
OG0003787	Prai.g_00144	Prbm.g_00067, Prbm.g_00078, Prbm.g_00088
