Orthogroup	Prai	Syai
OG0001170	Prai.g_01680	Syai.g_02260
OG0001171	Prai.g_01689	Syai.g_02270
OG0001172	Prai.g_01704	Syai.g_00323
OG0001173	Prai.g_01705	Syai.g_00324
OG0001174	Prai.g_01713	Syai.g_00332
OG0001175	Prai.g_01714	Syai.g_00333
OG0001176	Prai.g_01721	Syai.g_00352
OG0001177	Prai.g_01724	Syai.g_00350
OG0001178	Prai.g_01729	Syai.g_02383
OG0001179	Prai.g_01761	Syai.g_00385
OG0001180	Prai.g_01788	Syai.g_00410
OG0001181	Prai.g_01792	Syai.g_00414
OG0001182	Prai.g_01799	Syai.g_00423
OG0001183	Prai.g_01803	Syai.g_00429
OG0001184	Prai.g_01819	Syai.g_00156
OG0001185	Prai.g_01833	Syai.g_00117
OG0001186	Prai.g_01856	Syai.g_00084
OG0001187	Prai.g_01862	Syai.g_00081
OG0001188	Prai.g_01864	Syai.g_00078
OG0001189	Prai.g_01881	Syai.g_00061
OG0001190	Prai.g_01885	Syai.g_02776
OG0001191	Prai.g_01895	Syai.g_02788
OG0001192	Prai.g_01899	Syai.g_02793
OG0001193	Prai.g_01909	Syai.g_02835
OG0001194	Prai.g_01910	Syai.g_02838
OG0001195	Prai.g_01911	Syai.g_02839
OG0001196	Prai.g_01924	Syai.g_02913
OG0001197	Prai.g_01925	Syai.g_02915
OG0001198	Prai.g_01933	Syai.g_02930
OG0001199	Prai.g_00074	Syai.g_02480
OG0001200	Prai.g_00076	Syai.g_02482
OG0001202	Prai.g_00210	Syai.g_02674
OG0001203	Prai.g_00249	Syai.g_00540
OG0001204	Prai.g_00256	Syai.g_00312
OG0001205	Prai.g_00476	Syai.g_02212
OG0001206	Prai.g_00493	Syai.g_00853
OG0001207	Prai.g_00507	Syai.g_00629
OG0001208	Prai.g_00512	Syai.g_00640
OG0001209	Prai.g_00563	Syai.g_00711
OG0001210	Prai.g_00568	Syai.g_00720
OG0001211	Prai.g_00578	Syai.g_00735
OG0001212	Prai.g_00624	Syai.g_00799
OG0001213	Prai.g_00658	Syai.g_01082
OG0001214	Prai.g_00666	Syai.g_01106
OG0001215	Prai.g_00719	Syai.g_01958
OG0001216	Prai.g_00750	Syai.g_01388
OG0001217	Prai.g_00894	Syai.g_01185
OG0001218	Prai.g_00887	Syai.g_00893
OG0001219	Prai.g_00858	Syai.g_01561
OG0001220	Prai.g_00795	Syai.g_02087
OG0001221	Prai.g_01035	Syai.g_01284
OG0001222	Prai.g_00997	Syai.g_01516
OG0001223	Prai.g_00971	Syai.g_01463
OG0001224	Prai.g_00922	Syai.g_02011
OG0001225	Prai.g_00920	Syai.g_02009
OG0001226	Prai.g_01083	Syai.g_01154
OG0001227	Prai.g_01101	Syai.g_02806
OG0001228	Prai.g_01218	Syai.g_02218
OG0001229	Prai.g_01368	Syai.g_01986
OG0001230	Prai.g_01455	Syai.g_00964
OG0001231	Prai.g_01560	Syai.g_00017
OG0001232	Prai.g_01661	Syai.g_02410
OG0001233	Prai.g_01681	Syai.g_02261
OG0001234	Prai.g_01716	Syai.g_00337
OG0001235	Prai.g_01726	Syai.g_00343
OG0001236	Prai.g_01816	Syai.g_00159
OG0001237	Prai.g_01820	Syai.g_00137
OG0001238	Prai.g_01896	Syai.g_02789
OG0001239	Prai.g_00071	Syai.g_02477
OG0001240	Prai.g_00093	Syai.g_02527
OG0001241	Prai.g_00101	Syai.g_02537
OG0001242	Prai.g_00119	Syai.g_02566
OG0001243	Prai.g_00125	Syai.g_02573
OG0001244	Prai.g_00141	Syai.g_02605
OG0001245	Prai.g_00392	Syai.g_02091
OG0001246	Prai.g_00534	Syai.g_00666
OG0001247	Prai.g_00712	Syai.g_01380
OG0001248	Prai.g_00714	Syai.g_01377
OG0001249	Prai.g_00869	Syai.g_00464
OG0001250	Prai.g_00806	Syai.g_02053
OG0001252	Prai.g_00927	Syai.g_02018
OG0001254	Prai.g_01145	Syai.g_01744
OG0001255	Prai.g_01156	Syai.g_01915
OG0001256	Prai.g_01553	Syai.g_02362
OG0001257	Prai.g_01559	Syai.g_00848
OG0001258	Prai.g_01635	Syai.g_02372
OG0001259	Prai.g_01679	Syai.g_02259
OG0001260	Prai.g_01695	Syai.g_02281
OG0001261	Prai.g_01769	Syai.g_00394
OG0001262	Prai.g_01879	Syai.g_00063
OG0001263	Prai.g_00128	Syai.g_02576
OG0001265	Prai.g_00118	Syai.g_02563
OG0001266	Prai.g_00214	Syai.g_02679
OG0001267	Prai.g_00293	Syai.g_00259
OG0001268	Prai.g_00352	Syai.g_00492
OG0001269	Prai.g_00372	Syai.g_01699
OG0001270	Prai.g_00465	Syai.g_02231
OG0001271	Prai.g_00502	Syai.g_00862
OG0001272	Prai.g_00516	Syai.g_00644
OG0001273	Prai.g_00660	Syai.g_01099
OG0001275	Prai.g_00961	Syai.g_01447
OG0001276	Prai.g_00942	Syai.g_01431
OG0001277	Prai.g_01090	Syai.g_02899
OG0001278	Prai.g_01223	Syai.g_01799
OG0001279	Prai.g_01583	Syai.g_00991
OG0001280	Prai.g_01334	Syai.g_02176
OG0001281	Prai.g_01340	Syai.g_02186
OG0001282	Prai.g_01371	Syai.g_00627
OG0001284	Prai.g_01532	Syai.g_02338
OG0001285	Prai.g_01664	Syai.g_02866
OG0001286	Prai.g_01786	Syai.g_00408
OG0001287	Prai.g_01840	Syai.g_00109
OG0001289	Prai.g_00087	Syai.g_02504
OG0001290	Prai.g_00100	Syai.g_02536
OG0001291	Prai.g_00135	Syai.g_02587
OG0001292	Prai.g_00261	Syai.g_00306
OG0001293	Prai.g_00274	Syai.g_00285
OG0001294	Prai.g_00389	Syai.g_01242
OG0001295	Prai.g_00498	Syai.g_00722
OG0001296	Prai.g_00539	Syai.g_00672
OG0001298	Prai.g_00605	Syai.g_00773
OG0001299	Prai.g_00695	Syai.g_01236
OG0001300	Prai.g_00722	Syai.g_01982
OG0001301	Prai.g_00725	Syai.g_01995
OG0001302	Prai.g_00860	Syai.g_01142
OG0001304	Prai.g_00933	Syai.g_01418
OG0001305	Prai.g_00914	Syai.g_02001
OG0001306	Prai.g_01158	Syai.g_02160
OG0001307	Prai.g_01354	Syai.g_01717
OG0001308	Prai.g_01473	Syai.g_00943
OG0001309	Prai.g_01557	Syai.g_00682
OG0001312	Prai.g_01008	Syai.g_01549
OG0001314	Prai.g_00439	Syai.g_01341, Syai.g_01810
OG0001315	Prai.g_00061	Syai.g_00427
OG0001316	Prai.g_00140	Syai.g_02593
OG0001317	Prai.g_00245	Syai.g_00534
OG0001318	Prai.g_00269	Syai.g_00293
OG0001321	Prai.g_00482	Syai.g_02195
OG0001322	Prai.g_00483	Syai.g_02194
OG0001323	Prai.g_00548	Syai.g_00685
OG0001324	Prai.g_00723	Syai.g_01983
OG0001325	Prai.g_00753	Syai.g_01392
OG0001327	Prai.g_01075	Syai.g_01250
OG0001328	Prai.g_01100	Syai.g_01278
OG0001330	Prai.g_01309	Syai.g_02167
OG0001331	Prai.g_01376	Syai.g_00622
OG0001332	Prai.g_01504	Syai.g_02293
OG0001333	Prai.g_01675	Syai.g_02255
OG0001334	Prai.g_01806	Syai.g_00438
OG0001335	Prai.g_01807	Syai.g_00439
OG0001336	Prai.g_01921	Syai.g_02909
OG0001339	Prai.g_00103	Syai.g_02539
OG0001340	Prai.g_00341	Syai.g_00453
OG0001343	Prai.g_01062	Syai.g_02842
OG0001344	Prai.g_01175	Syai.g_02139
OG0001345	Prai.g_01190	Syai.g_02110
OG0001346	Prai.g_01336	Syai.g_02180
OG0001348	Prai.g_01587	Syai.g_02033
OG0001349	Prai.g_01407	Syai.g_02417
OG0001351	Prai.g_00485	Syai.g_00843
OG0001352	Prai.g_00709	Syai.g_00700
OG0001353	Prai.g_00815	Syai.g_02042
OG0001355	Prai.g_01272	Syai.g_01698
OG0001359	Prai.g_01061	Syai.g_02841
OG0001360	Prai.g_01103	Syai.g_02107
OG0001361	Prai.g_01187	Syai.g_02113
OG0001362	Prai.g_01477	Syai.g_00938
OG0001363	Prai.g_01479	Syai.g_00936
OG0001364	Prai.g_01809	Syai.g_00173
OG0001375	Prai.g_01063	Syai.g_02843
OG0001376	Prai.g_01069	Syai.g_02795
OG0001377	Prai.g_01070	Syai.g_02794
OG0001378	Prai.g_01112	Syai.g_02232
OG0001381	Prai.g_01364	Syai.g_02819, Syai.g_01723
OG0001394	Prai.g_01031	Syai.g_01290
OG0001395	Prai.g_00931	Syai.g_01410
OG0001397	Prai.g_01478	Syai.g_00937
OG0001398	Prai.g_01601	Syai.g_01587
OG0001404	Prai.g_00068	Syai.g_02473
OG0001405	Prai.g_00339	Syai.g_00441
OG0001406	Prai.g_01068	Syai.g_02796
OG0001407	Prai.g_01081	Syai.g_00701
OG0001408	Prai.g_01086	Syai.g_01831
OG0001413	Prai.g_01547	Syai.g_01148
OG0001414	Prai.g_00240	Syai.g_01722
OG0001416	Prai.g_00490	Syai.g_02183
OG0001417	Prai.g_00500	Syai.g_01478
OG0001419	Prai.g_01082	Syai.g_00702
OG0001420	Prai.g_01122	Syai.g_00697
OG0001421	Prai.g_01554	Syai.g_01621
OG0001422	Prai.g_01585	Syai.g_02171
OG0001428	Prai.g_00183	Syai.g_02637
OG0001430	Prai.g_01271	Syai.g_02768
OG0001432	Prai.g_01545	Syai.g_01943
OG0001438	Prai.g_00306	Syai.g_00244
OG0001439	Prai.g_00320	Syai.g_00219
OG0001441	Prai.g_00550	Syai.g_00687
OG0001443	Prai.g_01602	Syai.g_02800
OG0001446	Prai.g_00079	Syai.g_00832
OG0001447	Prai.g_00126	Syai.g_02574
OG0001448	Prai.g_00380	Syai.g_02808
OG0001449	Prai.g_00413	Syai.g_00315
OG0001452	Prai.g_01058	Syai.g_00298
OG0001453	Prai.g_00967	Syai.g_01455
OG0001454	Prai.g_01096	Syai.g_01153
OG0001459	Prai.g_01552	Syai.g_01712
OG0001462	Prai.g_00034	Syai.g_00045
OG0001465	Prai.g_00731	Syai.g_01384
OG0001467	Prai.g_00868	Syai.g_01141
OG0001468	Prai.g_01073	Syai.g_01144
OG0001470	Prai.g_01433	Syai.g_02235
OG0001471	Prai.g_01548	Syai.g_00224
OG0001472	Prai.g_01556	Syai.g_01931
OG0001473	Prai.g_01857	Syai.g_01130
OG0001474	Prai.g_00353	Syai.g_00493
OG0001475	Prai.g_00152	Syai.g_02237
OG0001477	Prai.g_01254	Syai.g_01992
OG0001480	Prai.g_00382	Syai.g_02088
OG0001482	Prai.g_00488	Syai.g_01468
OG0001484	Prai.g_00893	Syai.g_02864
OG0001492	Prai.g_01220	Syai.g_01796
OG0001493	Prai.g_01228	Syai.g_01820
OG0001495	Prai.g_01723	Syai.g_00349
OG0001496	Prai.g_01252	Syai.g_01990
OG0001497	Prai.g_01253	Syai.g_01991
OG0001499	Prai.g_00060	Syai.g_00831, Syai.g_01189
OG0001502	Prai.g_00877	Syai.g_02079
OG0001507	Prai.g_01245	Syai.g_01671
OG0001508	Prai.g_01432	Syai.g_02234
OG0001514	Prai.g_01251	Syai.g_01989
OG0001520	Prai.g_00406	Syai.g_00757
OG0001527	Prai.g_00591	Syai.g_00749
OG0001532	Prai.g_01199	Syai.g_01764
OG0001547	Prai.g_00875	Syai.g_01580
OG0001548	Prai.g_00871	Syai.g_01157
OG0001549	Prai.g_00788	Syai.g_02106
OG0001552	Prai.g_01237	Syai.g_01018
OG0001554	Prai.g_01555	Syai.g_02774
OG0001555	Prai.g_01569	Syai.g_01645
OG0001562	Prai.g_00949	Syai.g_01441
OG0001567	Prai.g_00876	Syai.g_01581
OG0001568	Prai.g_00874	Syai.g_01578
OG0001582	Prai.g_00499	Syai.g_01500
OG0001602	Prai.g_00730	Syai.g_01383
OG0001625	Prai.g_00271	Syai.g_00291
OG0001633	Prai.g_01367	Syai.g_00995
OG0001634	Prai.g_01582	Syai.g_01239
OG0001647	Prai.g_00285	Syai.g_00268
OG0001667	Prai.g_01311	Syai.g_01923
OG0001712	Prai.g_00427	Syai.g_01634
OG0001726	Prai.g_00425	Syai.g_01593, Syai.g_01594
OG0001924	Prai.g_01283	Syai.g_01058
OG0001925	Prai.g_01284	Syai.g_01057
OG0001926	Prai.g_01285	Syai.g_01056
OG0001927	Prai.g_01286	Syai.g_01055
OG0001993	Prai.g_01281	Syai.g_01060
OG0001994	Prai.g_01282	Syai.g_01059
OG0002106	Prai.g_00396	Syai.g_00555
OG0002112	Prai.g_00417	Syai.g_00231
OG0002157	Prai.g_00418	Syai.g_00230
OG0002158	Prai.g_00416	Syai.g_00232
OG0002244	Prai.g_01244	Syai.g_01672
OG0002395	Prai.g_01628	Syai.g_00229
OG0002396	Prai.g_01745	Syai.g_00369
OG0002489	Prai.g_01241, Prai.g_00421, Prai.g_00420	Syai.g_00596, Syai.g_01023
OG0002721	Prai.g_01320	Syai.g_02086
OG0002916	Prai.g_01413	Syai.g_02746
