Orthogroup	Prai	Syan
OG0001171	Prai.g_01689	Syan.g_01470
OG0001172	Prai.g_01704	Syan.g_02110
OG0001173	Prai.g_01705	Syan.g_02111
OG0001174	Prai.g_01713	Syan.g_02119
OG0001175	Prai.g_01714	Syan.g_02120
OG0001176	Prai.g_01721	Syan.g_02253
OG0001177	Prai.g_01724	Syan.g_02256
OG0001179	Prai.g_01761	Syan.g_02218
OG0001180	Prai.g_01788	Syan.g_02191
OG0001181	Prai.g_01792	Syan.g_02187
OG0001182	Prai.g_01799	Syan.g_02179
OG0001183	Prai.g_01803	Syan.g_02166
OG0001184	Prai.g_01819	Syan.g_01929
OG0001185	Prai.g_01833	Syan.g_01902
OG0001186	Prai.g_01856	Syan.g_01864
OG0001187	Prai.g_01862	Syan.g_01811
OG0001188	Prai.g_01864	Syan.g_01806
OG0001189	Prai.g_01881	Syan.g_01723
OG0001190	Prai.g_01885	Syan.g_01565
OG0001191	Prai.g_01895	Syan.g_01578
OG0001192	Prai.g_01899	Syan.g_01585
OG0001193	Prai.g_01909	Syan.g_01626
OG0001194	Prai.g_01910	Syan.g_01627
OG0001195	Prai.g_01911	Syan.g_01628
OG0001196	Prai.g_01924	Syan.g_01693
OG0001197	Prai.g_01925	Syan.g_01695
OG0001198	Prai.g_01933	Syan.g_01793
OG0001199	Prai.g_00074	Syan.g_02913
OG0001200	Prai.g_00076	Syan.g_02915
OG0001201	Prai.g_00108	Syan.g_02975
OG0001202	Prai.g_00210	Syan.g_03084
OG0001203	Prai.g_00249	Syan.g_02426
OG0001204	Prai.g_00256	Syan.g_02097
OG0001205	Prai.g_00476	Syan.g_01337
OG0001206	Prai.g_00493	Syan.g_02880
OG0001207	Prai.g_00507	Syan.g_02772
OG0001208	Prai.g_00512	Syan.g_02762
OG0001209	Prai.g_00563	Syan.g_01163
OG0001210	Prai.g_00568	Syan.g_00830
OG0001211	Prai.g_00578	Syan.g_00852
OG0001212	Prai.g_00624	Syan.g_01002
OG0001213	Prai.g_00658	Syan.g_01141
OG0001214	Prai.g_00666	Syan.g_00814
OG0001215	Prai.g_00719	Syan.g_00539
OG0001216	Prai.g_00750	Syan.g_00319
OG0001217	Prai.g_00894	Syan.g_00617
OG0001218	Prai.g_00887	Syan.g_02837
OG0001219	Prai.g_00858	Syan.g_00477
OG0001220	Prai.g_00795	Syan.g_00203
OG0001221	Prai.g_01035	Syan.g_01446
OG0001222	Prai.g_00997	Syan.g_00552
OG0001223	Prai.g_00971	Syan.g_00599
OG0001224	Prai.g_00922	Syan.g_00294
OG0001225	Prai.g_00920	Syan.g_00292
OG0001226	Prai.g_01083	Syan.g_02922
OG0001227	Prai.g_01101	Syan.g_00940
OG0001228	Prai.g_01218	Syan.g_01938
OG0001229	Prai.g_01368	Syan.g_02631
OG0001230	Prai.g_01455	Syan.g_01288
OG0001231	Prai.g_01560	Syan.g_01764
OG0001232	Prai.g_01661	Syan.g_01439
OG0001233	Prai.g_01681	Syan.g_01461
OG0001234	Prai.g_01716	Syan.g_01995
OG0001235	Prai.g_01726	Syan.g_02130
OG0001236	Prai.g_01816	Syan.g_01933
OG0001237	Prai.g_01820	Syan.g_01928
OG0001239	Prai.g_00071	Syan.g_02910
OG0001240	Prai.g_00093	Syan.g_02963
OG0001242	Prai.g_00119	Syan.g_02297
OG0001243	Prai.g_00125	Syan.g_02289
OG0001244	Prai.g_00141	Syan.g_03004
OG0001245	Prai.g_00392	Syan.g_00179
OG0001246	Prai.g_00534	Syan.g_02734
OG0001247	Prai.g_00712	Syan.g_00199
OG0001249	Prai.g_00869	Syan.g_02150
OG0001250	Prai.g_00806	Syan.g_00382
OG0001252	Prai.g_00927	Syan.g_00304
OG0001253	Prai.g_01102	Syan.g_00099
OG0001254	Prai.g_01145	Syan.g_01148
OG0001256	Prai.g_01553	Syan.g_01384
OG0001257	Prai.g_01559	Syan.g_00925, Syan.g_00217
OG0001258	Prai.g_01635	Syan.g_01395
OG0001259	Prai.g_01679	Syan.g_01459
OG0001260	Prai.g_01695	Syan.g_01478
OG0001261	Prai.g_01769	Syan.g_02209
OG0001262	Prai.g_01879	Syan.g_01721
OG0001263	Prai.g_00128	Syan.g_02286
OG0001265	Prai.g_00118	Syan.g_02299
OG0001266	Prai.g_00214	Syan.g_03088
OG0001267	Prai.g_00293	Syan.g_02023
OG0001268	Prai.g_00352	Syan.g_02138
OG0001270	Prai.g_00465	Syan.g_02393
OG0001271	Prai.g_00502	Syan.g_02849
OG0001272	Prai.g_00516	Syan.g_02758
OG0001275	Prai.g_00961	Syan.g_00628
OG0001276	Prai.g_00942	Syan.g_00360
OG0001277	Prai.g_01090	Syan.g_00007
OG0001278	Prai.g_01223	Syan.g_02585
OG0001279	Prai.g_01583	Syan.g_01306
OG0001281	Prai.g_01340	Syan.g_01220
OG0001282	Prai.g_01371	Syan.g_02774
OG0001284	Prai.g_01532	Syan.g_01369
OG0001285	Prai.g_01664	Syan.g_00977
OG0001286	Prai.g_01786	Syan.g_02193
OG0001287	Prai.g_01840	Syan.g_01894
OG0001289	Prai.g_00087	Syan.g_02942
OG0001291	Prai.g_00135	Syan.g_02273
OG0001292	Prai.g_00261	Syan.g_02091
OG0001293	Prai.g_00274	Syan.g_02051
OG0001294	Prai.g_00389	Syan.g_00758
OG0001295	Prai.g_00498	Syan.g_00836
OG0001296	Prai.g_00539	Syan.g_02728
OG0001298	Prai.g_00605	Syan.g_00944
OG0001299	Prai.g_00695	Syan.g_00764
OG0001304	Prai.g_00933	Syan.g_00345
OG0001305	Prai.g_00914	Syan.g_00191
OG0001306	Prai.g_01158	Syan.g_02714
OG0001308	Prai.g_01473	Syan.g_01248
OG0001309	Prai.g_01557	Syan.g_01196
OG0001310	Prai.g_01650	Syan.g_01422
OG0001312	Prai.g_01008	Syan.g_00496
OG0001314	Prai.g_00439	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Prai.g_00061	Syan.g_02168
OG0001317	Prai.g_00245	Syan.g_02422
OG0001318	Prai.g_00269	Syan.g_02060
OG0001323	Prai.g_00548	Syan.g_01193
OG0001325	Prai.g_00753	Syan.g_00323
OG0001327	Prai.g_01075	Syan.g_00753
OG0001328	Prai.g_01100	Syan.g_02675
OG0001330	Prai.g_01309	Syan.g_01202
OG0001331	Prai.g_01376	Syan.g_02779
OG0001332	Prai.g_01504	Syan.g_00412
OG0001333	Prai.g_01675	Syan.g_01455
OG0001336	Prai.g_01921	Syan.g_01688
OG0001341	Prai.g_00897	Syan.g_00524
OG0001345	Prai.g_01190	Syan.g_02655
OG0001346	Prai.g_01336	Syan.g_01214
OG0001349	Prai.g_01407	Syan.g_01131
OG0001351	Prai.g_00485	Syan.g_02804
OG0001353	Prai.g_00815	Syan.g_00372
OG0001358	Prai.g_00649	Syan.g_00017
OG0001360	Prai.g_01103	Syan.g_02653
OG0001361	Prai.g_01187	Syan.g_02658
OG0001364	Prai.g_01809	Syan.g_01950
OG0001365	Prai.g_01889	Syan.g_01570
OG0001369	Prai.g_00092	Syan.g_02962
OG0001371	Prai.g_00708	Syan.g_02927, Syan.g_02928
OG0001376	Prai.g_01069	Syan.g_00511
OG0001377	Prai.g_01070	Syan.g_00510
OG0001378	Prai.g_01112	Syan.g_02392
OG0001382	Prai.g_01575	Syan.g_00680
OG0001394	Prai.g_01031	Syan.g_00722
OG0001395	Prai.g_00931	Syan.g_00340
OG0001398	Prai.g_01601	Syan.g_02932
OG0001399	Prai.g_01718	Syan.g_02175
OG0001403	Prai.g_00030	Syan.g_01744
OG0001404	Prai.g_00068	Syan.g_00343
OG0001406	Prai.g_01068	Syan.g_00512
OG0001407	Prai.g_01081	Syan.g_00455
OG0001408	Prai.g_01086	Syan.g_00073
OG0001409	Prai.g_01178	Syan.g_00284
OG0001413	Prai.g_01547	Syan.g_00029
OG0001415	Prai.g_00242	Syan.g_01004
OG0001416	Prai.g_00490	Syan.g_00103
OG0001417	Prai.g_00500	Syan.g_00583
OG0001418	Prai.g_00713	Syan.g_02689
OG0001419	Prai.g_01082	Syan.g_00454
OG0001420	Prai.g_01122	Syan.g_01180
OG0001422	Prai.g_01585	Syan.g_00645
OG0001428	Prai.g_00183	Syan.g_03039
OG0001432	Prai.g_01545	Syan.g_00092
OG0001437	Prai.g_00241	Syan.g_01005
OG0001438	Prai.g_00306	Syan.g_02009
OG0001439	Prai.g_00320	Syan.g_01986
OG0001441	Prai.g_00550	Syan.g_01191
OG0001443	Prai.g_01602	Syan.g_01590
OG0001447	Prai.g_00126	Syan.g_02288
OG0001449	Prai.g_00413	Syan.g_02058
OG0001452	Prai.g_01058	Syan.g_02066
OG0001453	Prai.g_00967	Syan.g_00608
OG0001454	Prai.g_01096	Syan.g_00418
OG0001459	Prai.g_01552	Syan.g_02343
OG0001462	Prai.g_00034	Syan.g_01737
OG0001467	Prai.g_00868	Syan.g_00107
OG0001471	Prai.g_01548	Syan.g_01991
OG0001473	Prai.g_01857	Syan.g_00133
OG0001474	Prai.g_00353	Syan.g_02137
OG0001475	Prai.g_00152	Syan.g_01833
OG0001480	Prai.g_00382	Syan.g_00072
OG0001486	Prai.g_01169	Syan.g_02698
OG0001492	Prai.g_01220	Syan.g_02588
OG0001493	Prai.g_01228	Syan.g_02578
OG0001495	Prai.g_01723	Syan.g_02257
OG0001496	Prai.g_01252	Syan.g_01154
OG0001497	Prai.g_01253	Syan.g_01155
OG0001502	Prai.g_00877	Syan.g_00401
OG0001507	Prai.g_01245	Syan.g_02695
OG0001508	Prai.g_01432	Syan.g_01814
OG0001520	Prai.g_00406	Syan.g_00943
OG0001522	Prai.g_00814	Syan.g_00464
OG0001527	Prai.g_00591	Syan.g_00867
OG0001532	Prai.g_01199	Syan.g_02637
OG0001547	Prai.g_00875	Syan.g_00462
OG0001549	Prai.g_00788	Syan.g_00077
OG0001553	Prai.g_01460	Syan.g_01282
OG0001554	Prai.g_01555	Syan.g_00282
OG0001562	Prai.g_00949	Syan.g_00650
OG0001566	Prai.g_00705	Syan.g_01072
OG0001567	Prai.g_00876	Syan.g_00461
OG0001568	Prai.g_00874	Syan.g_00463
OG0001570	Prai.g_01255	Syan.g_00636
OG0001584	Prai.g_01016	Syan.g_00701
OG0001587	Prai.g_01697	Syan.g_01482
OG0001625	Prai.g_00271	Syan.g_02057
OG0001627	Prai.g_00889	Syan.g_02410
OG0001634	Prai.g_01582	Syan.g_00761
OG0001647	Prai.g_00285	Syan.g_02032
OG0001669	Prai.g_00043	Syan.g_02176
OG0001712	Prai.g_00427	Syan.g_00786
OG0001726	Prai.g_00425	Syan.g_00041
OG0001774	Prai.g_00706	Syan.g_02509
OG0001782	Prai.g_01732	Syan.g_01869
OG0001919	Prai.g_00411	Syan.g_00078
OG0001924	Prai.g_01283	Syan.g_00021
OG0001925	Prai.g_01284	Syan.g_00022
OG0001926	Prai.g_01285	Syan.g_00023
OG0001927	Prai.g_01286	Syan.g_00024
OG0001993	Prai.g_01281	Syan.g_00019
OG0001994	Prai.g_01282	Syan.g_00020
OG0002019	Prai.g_01304	Syan.g_01903
OG0002097	Prai.g_00775	Syan.g_01105
OG0002244	Prai.g_01244	Syan.g_00387
OG0002274	Prai.g_00776	Syan.g_01104
OG0002375	Prai.g_01408	Syan.g_01122
OG0002396	Prai.g_01745	Syan.g_02234
OG0002486	Prai.g_01731	Syan.g_01870
OG0002722	Prai.g_01401	Syan.g_01097
OG0002723	Prai.g_01409	Syan.g_01129
OG0002893	Prai.g_00777	Syan.g_01113
OG0003067	Prai.g_00430	Syan.g_01399
OG0003157	Prai.g_00455	Syan.g_02084
OG0003222	Prai.g_01399, Prai.g_01410	Syan.g_01114
OG0003224	Prai.g_01625	Syan.g_01670
