Orthogroup	Prai	Syam
OG0001177	Prai.g_01724	Syam.g_00319
OG0001178	Prai.g_01729	Syam.g_01995
OG0001179	Prai.g_01761	Syam.g_00351
OG0001180	Prai.g_01788	Syam.g_00378
OG0001181	Prai.g_01792	Syam.g_00382
OG0001182	Prai.g_01799	Syam.g_00391
OG0001183	Prai.g_01803	Syam.g_00396
OG0001184	Prai.g_01819	Syam.g_00143
OG0001185	Prai.g_01833	Syam.g_00121
OG0001186	Prai.g_01856	Syam.g_00076
OG0001187	Prai.g_01862	Syam.g_00073
OG0001188	Prai.g_01864	Syam.g_00070
OG0001189	Prai.g_01881	Syam.g_00054
OG0001190	Prai.g_01885	Syam.g_02313
OG0001191	Prai.g_01895	Syam.g_02324
OG0001192	Prai.g_01899	Syam.g_02330
OG0001193	Prai.g_01909	Syam.g_02355
OG0001194	Prai.g_01910	Syam.g_02357
OG0001195	Prai.g_01911	Syam.g_02358
OG0001196	Prai.g_01924	Syam.g_02429
OG0001197	Prai.g_01925	Syam.g_02431
OG0001198	Prai.g_01933	Syam.g_02443
OG0001199	Prai.g_00074	Syam.g_02068
OG0001200	Prai.g_00076	Syam.g_02070
OG0001201	Prai.g_00108	Syam.g_02122
OG0001202	Prai.g_00210	Syam.g_02255
OG0001203	Prai.g_00249	Syam.g_00511
OG0001204	Prai.g_00256	Syam.g_00282
OG0001205	Prai.g_00476	Syam.g_01852
OG0001206	Prai.g_00493	Syam.g_01680
OG0001208	Prai.g_00512	Syam.g_00585
OG0001209	Prai.g_00563	Syam.g_00654
OG0001210	Prai.g_00568	Syam.g_00663
OG0001211	Prai.g_00578	Syam.g_00678
OG0001212	Prai.g_00624	Syam.g_01717
OG0001213	Prai.g_00658	Syam.g_01479
OG0001214	Prai.g_00666	Syam.g_01466
OG0001215	Prai.g_00719	Syam.g_00808
OG0001216	Prai.g_00750	Syam.g_01245
OG0001217	Prai.g_00894	Syam.g_01403
OG0001218	Prai.g_00887	Syam.g_01662
OG0001219	Prai.g_00858	Syam.g_01080
OG0001220	Prai.g_00795	Syam.g_01754
OG0001221	Prai.g_01035	Syam.g_01334
OG0001222	Prai.g_00997	Syam.g_01111
OG0001224	Prai.g_00922	Syam.g_00770
OG0001225	Prai.g_00920	Syam.g_00772
OG0001226	Prai.g_01083	Syam.g_01425
OG0001227	Prai.g_01101	Syam.g_02340
OG0001228	Prai.g_01218	Syam.g_01858
OG0001229	Prai.g_01368	Syam.g_00796
OG0001230	Prai.g_01455	Syam.g_01603
OG0001231	Prai.g_01560	Syam.g_00017
OG0001232	Prai.g_01661	Syam.g_02022
OG0001233	Prai.g_01681	Syam.g_01895
OG0001234	Prai.g_01716	Syam.g_00306
OG0001235	Prai.g_01726	Syam.g_00313
OG0001236	Prai.g_01816	Syam.g_00146
OG0001237	Prai.g_01820	Syam.g_00141
OG0001238	Prai.g_01896	Syam.g_02326
OG0001239	Prai.g_00071	Syam.g_02065
OG0001240	Prai.g_00093	Syam.g_02105
OG0001241	Prai.g_00101	Syam.g_02115
OG0001242	Prai.g_00119	Syam.g_02145
OG0001244	Prai.g_00141	Syam.g_02188
OG0001245	Prai.g_00392	Syam.g_01057
OG0001246	Prai.g_00534	Syam.g_00611
OG0001247	Prai.g_00712	Syam.g_01253
OG0001248	Prai.g_00714	Syam.g_01256
OG0001249	Prai.g_00869	Syam.g_00436
OG0001250	Prai.g_00806	Syam.g_00731
OG0001252	Prai.g_00927	Syam.g_00763
OG0001253	Prai.g_01102	Syam.g_01021
OG0001254	Prai.g_01145	Syam.g_00916
OG0001255	Prai.g_01156	Syam.g_01056
OG0001256	Prai.g_01553	Syam.g_01976
OG0001257	Prai.g_01559	Syam.g_01683
OG0001258	Prai.g_01635	Syam.g_01986
OG0001259	Prai.g_01679	Syam.g_01893
OG0001260	Prai.g_01695	Syam.g_01912
OG0001261	Prai.g_01769	Syam.g_00360
OG0001262	Prai.g_01879	Syam.g_00056
OG0001263	Prai.g_00128	Syam.g_02159
OG0001265	Prai.g_00118	Syam.g_02143
OG0001266	Prai.g_00214	Syam.g_02259
OG0001267	Prai.g_00293	Syam.g_00230
OG0001268	Prai.g_00352	Syam.g_00463
OG0001269	Prai.g_00372	Syam.g_00956
OG0001270	Prai.g_00465	Syam.g_01871
OG0001271	Prai.g_00502	Syam.g_01671
OG0001272	Prai.g_00516	Syam.g_00589
OG0001273	Prai.g_00660	Syam.g_01472
OG0001275	Prai.g_00961	Syam.g_01174
OG0001276	Prai.g_00942	Syam.g_01190
OG0001277	Prai.g_01090	Syam.g_02415
OG0001278	Prai.g_01223	Syam.g_00862
OG0001279	Prai.g_01583	Syam.g_01590
OG0001280	Prai.g_01334	Syam.g_01827
OG0001281	Prai.g_01340	Syam.g_01837
OG0001282	Prai.g_01371	Syam.g_00574
OG0001284	Prai.g_01532	Syam.g_01960
OG0001285	Prai.g_01664	Syam.g_02380
OG0001286	Prai.g_01786	Syam.g_00376
OG0001287	Prai.g_01840	Syam.g_00113
OG0001288	Prai.g_01849	Syam.g_00102
OG0001289	Prai.g_00087	Syam.g_02089
OG0001290	Prai.g_00100	Syam.g_02114
OG0001291	Prai.g_00135	Syam.g_02170
OG0001292	Prai.g_00261	Syam.g_00276
OG0001293	Prai.g_00274	Syam.g_00256
OG0001294	Prai.g_00389	Syam.g_01365
OG0001295	Prai.g_00498	Syam.g_00665
OG0001296	Prai.g_00539	Syam.g_00617
OG0001298	Prai.g_00605	Syam.g_01738
OG0001299	Prai.g_00695	Syam.g_01371
OG0001300	Prai.g_00722	Syam.g_00800
OG0001301	Prai.g_00725	Syam.g_00786
OG0001302	Prai.g_00860	Syam.g_01437
OG0001304	Prai.g_00933	Syam.g_01204
OG0001305	Prai.g_00914	Syam.g_00780
OG0001306	Prai.g_01158	Syam.g_01811
OG0001307	Prai.g_01354	Syam.g_00945
OG0001308	Prai.g_01473	Syam.g_01623
OG0001309	Prai.g_01557	Syam.g_00628
OG0001312	Prai.g_01008	Syam.g_01092
OG0001314	Prai.g_00439	Syam.g_00540, Syam.g_01569, Syam.g_00448, Syam.g_01445
OG0001315	Prai.g_00061	Syam.g_00394
OG0001316	Prai.g_00140	Syam.g_02176
OG0001317	Prai.g_00245	Syam.g_00505
OG0001321	Prai.g_00482	Syam.g_01846
OG0001322	Prai.g_00483	Syam.g_01845
OG0001323	Prai.g_00548	Syam.g_00631
OG0001324	Prai.g_00723	Syam.g_00799
OG0001325	Prai.g_00753	Syam.g_01241
OG0001327	Prai.g_01075	Syam.g_01359
OG0001328	Prai.g_01100	Syam.g_01340
OG0001330	Prai.g_01309	Syam.g_01819
OG0001331	Prai.g_01376	Syam.g_00569
OG0001332	Prai.g_01504	Syam.g_01919
OG0001333	Prai.g_01675	Syam.g_01889
OG0001334	Prai.g_01806	Syam.g_00405
OG0001335	Prai.g_01807	Syam.g_00406
OG0001336	Prai.g_01921	Syam.g_02425
OG0001339	Prai.g_00103	Syam.g_02117
OG0001340	Prai.g_00341	Syam.g_00425
OG0001341	Prai.g_00897	Syam.g_00795
OG0001343	Prai.g_01062	Syam.g_02361
OG0001344	Prai.g_01175	Syam.g_01790
OG0001345	Prai.g_01190	Syam.g_01764
OG0001346	Prai.g_01336	Syam.g_01831
OG0001348	Prai.g_01587	Syam.g_00750
OG0001351	Prai.g_00485	Syam.g_01695
OG0001352	Prai.g_00709	Syam.g_00644
OG0001353	Prai.g_00815	Syam.g_00742
OG0001355	Prai.g_01272	Syam.g_00957
OG0001358	Prai.g_00649	Syam.g_01495
OG0001359	Prai.g_01061	Syam.g_02360
OG0001360	Prai.g_01103	Syam.g_01762
OG0001361	Prai.g_01187	Syam.g_01767
OG0001362	Prai.g_01477	Syam.g_01628
OG0001363	Prai.g_01479	Syam.g_01630
OG0001364	Prai.g_01809	Syam.g_00158
OG0001372	Prai.g_00909	Syam.g_00450, Syam.g_00984
OG0001375	Prai.g_01063	Syam.g_02362
OG0001376	Prai.g_01069	Syam.g_02332
OG0001377	Prai.g_01070	Syam.g_02331
OG0001378	Prai.g_01112	Syam.g_01872
OG0001381	Prai.g_01364	Syam.g_00939
OG0001382	Prai.g_01575	Syam.g_01557
OG0001394	Prai.g_01031	Syam.g_01321
OG0001395	Prai.g_00931	Syam.g_01225
OG0001397	Prai.g_01478	Syam.g_01629
OG0001398	Prai.g_01601	Syam.g_01052
OG0001404	Prai.g_00068	Syam.g_02061
OG0001405	Prai.g_00339	Syam.g_00408
OG0001406	Prai.g_01068	Syam.g_02333
OG0001407	Prai.g_01081	Syam.g_00645
OG0001408	Prai.g_01086	Syam.g_00848
OG0001413	Prai.g_01547	Syam.g_01430
OG0001414	Prai.g_00240	Syam.g_00940
OG0001416	Prai.g_00490	Syam.g_01834
OG0001417	Prai.g_00500	Syam.g_01144
OG0001419	Prai.g_01082	Syam.g_00646
OG0001420	Prai.g_01122	Syam.g_00642
OG0001421	Prai.g_01554	Syam.g_01019
OG0001422	Prai.g_01585	Syam.g_01822
OG0001428	Prai.g_00183	Syam.g_02220
OG0001430	Prai.g_01271	Syam.g_02305
OG0001432	Prai.g_01545	Syam.g_00822
OG0001438	Prai.g_00306	Syam.g_00215
OG0001439	Prai.g_00320	Syam.g_00190
OG0001441	Prai.g_00550	Syam.g_00633
OG0001443	Prai.g_01602	Syam.g_02335
OG0001447	Prai.g_00126	Syam.g_02152
OG0001448	Prai.g_00380	Syam.g_02342
OG0001449	Prai.g_00413	Syam.g_00285
OG0001452	Prai.g_01058	Syam.g_00268
OG0001453	Prai.g_00967	Syam.g_01166
OG0001454	Prai.g_01096	Syam.g_01426
OG0001459	Prai.g_01552	Syam.g_00949
OG0001462	Prai.g_00034	Syam.g_00041
OG0001465	Prai.g_00731	Syam.g_01250
OG0001467	Prai.g_00868	Syam.g_01438
OG0001468	Prai.g_01073	Syam.g_01435
OG0001470	Prai.g_01433	Syam.g_01874
OG0001471	Prai.g_01548	Syam.g_00195
OG0001472	Prai.g_01556	Syam.g_00833
OG0001473	Prai.g_01857	Syam.g_01440
OG0001474	Prai.g_00353	Syam.g_00464
OG0001475	Prai.g_00152	Syam.g_01876
OG0001477	Prai.g_01254	Syam.g_00789
OG0001480	Prai.g_00382	Syam.g_01755
OG0001482	Prai.g_00488	Syam.g_01154
OG0001484	Prai.g_00893	Syam.g_02378
OG0001492	Prai.g_01220	Syam.g_00865
OG0001493	Prai.g_01228	Syam.g_00857
OG0001495	Prai.g_01723	Syam.g_00318
OG0001496	Prai.g_01252	Syam.g_00791
OG0001497	Prai.g_01253	Syam.g_00790
OG0001499	Prai.g_00060	Syam.g_02154, Syam.g_01397
OG0001502	Prai.g_00877	Syam.g_00705
OG0001507	Prai.g_01245	Syam.g_00975
OG0001508	Prai.g_01432	Syam.g_01873
OG0001514	Prai.g_01251	Syam.g_00792
OG0001520	Prai.g_00406	Syam.g_01752
OG0001526	Prai.g_01699	Syam.g_02183
OG0001527	Prai.g_00591	Syam.g_00693
OG0001532	Prai.g_01199	Syam.g_00897
OG0001547	Prai.g_00875	Syam.g_01059
OG0001548	Prai.g_00871	Syam.g_01420
OG0001549	Prai.g_00788	Syam.g_01761
OG0001554	Prai.g_01555	Syam.g_02311
OG0001562	Prai.g_00949	Syam.g_01180
OG0001567	Prai.g_00876	Syam.g_01058
OG0001568	Prai.g_00874	Syam.g_01061
OG0001582	Prai.g_00499	Syam.g_01128
OG0001602	Prai.g_00730	Syam.g_01251
OG0001625	Prai.g_00271	Syam.g_00262
OG0001627	Prai.g_00889	Syam.g_01921
OG0001633	Prai.g_01367	Syam.g_01586
OG0001634	Prai.g_01582	Syam.g_01368
OG0001647	Prai.g_00285	Syam.g_00239
OG0001667	Prai.g_01311	Syam.g_00840
OG0001669	Prai.g_00043	Syam.g_00088
OG0001712	Prai.g_00427	Syam.g_01009
OG0001726	Prai.g_00425	Syam.g_01046
OG0002106	Prai.g_00396	Syam.g_00522
OG0002112	Prai.g_00417	Syam.g_00202
OG0002157	Prai.g_00418	Syam.g_00201
OG0002158	Prai.g_00416	Syam.g_00203
OG0002244	Prai.g_01244	Syam.g_00974
OG0002395	Prai.g_01628	Syam.g_00200
OG0002396	Prai.g_01745	Syam.g_00335
OG0002451	Prai.g_01242	Syam.g_01077, Syam.g_01076
OG0002582	Prai.g_01319	Syam.g_02035
OG0002618	Prai.g_01620	Syam.g_00442
OG0002721	Prai.g_01320	Syam.g_01753
