Orthogroup	Prbh	Praw
OG0001120	Prbh.g_01655	Praw.g_00106
OG0001121	Prbh.g_01653	Praw.g_00104
OG0001122	Prbh.g_01652	Praw.g_00103
OG0001123	Prbh.g_01651	Praw.g_00102
OG0001124	Prbh.g_01649	Praw.g_00100
OG0001125	Prbh.g_01647	Praw.g_00098
OG0001126	Prbh.g_01646	Praw.g_00097
OG0001127	Prbh.g_01643	Praw.g_00095
OG0001128	Prbh.g_01642	Praw.g_00094
OG0001129	Prbh.g_01641	Praw.g_00093
OG0001130	Prbh.g_01638	Praw.g_00090
OG0001131	Prbh.g_01637	Praw.g_00089
OG0001132	Prbh.g_01636	Praw.g_00088
OG0001133	Prbh.g_01635	Praw.g_00087
OG0001134	Prbh.g_01634	Praw.g_00086
OG0001135	Prbh.g_01633	Praw.g_00085
OG0001136	Prbh.g_01632	Praw.g_00084
OG0001137	Prbh.g_01631	Praw.g_00083
OG0001138	Prbh.g_01630	Praw.g_00082
OG0001139	Prbh.g_01628	Praw.g_00081
OG0001140	Prbh.g_01627	Praw.g_00080
OG0001141	Prbh.g_01626	Praw.g_00079
OG0001142	Prbh.g_01621	Praw.g_00076
OG0001143	Prbh.g_01620	Praw.g_00075
OG0001144	Prbh.g_01619	Praw.g_00074
OG0001145	Prbh.g_01618	Praw.g_00073
OG0001146	Prbh.g_01617	Praw.g_00072
OG0001147	Prbh.g_01616	Praw.g_00071
OG0001148	Prbh.g_01615	Praw.g_00070
OG0001149	Prbh.g_01613	Praw.g_00068
OG0001150	Prbh.g_01612	Praw.g_00067
OG0001151	Prbh.g_01608	Praw.g_00065
OG0001152	Prbh.g_01607	Praw.g_00064
OG0001153	Prbh.g_01606	Praw.g_00063
OG0001154	Prbh.g_01604	Praw.g_00061
OG0001155	Prbh.g_01602	Praw.g_00059
OG0001156	Prbh.g_01600	Praw.g_00057
OG0001157	Prbh.g_01598	Praw.g_00056
OG0001158	Prbh.g_01596	Praw.g_00054
OG0001159	Prbh.g_01595	Praw.g_00053
OG0001160	Prbh.g_01594	Praw.g_00052
OG0001161	Prbh.g_01593	Praw.g_00051
OG0001162	Prbh.g_01592	Praw.g_00050
OG0001163	Prbh.g_01591	Praw.g_00049
OG0001164	Prbh.g_01590	Praw.g_00048
OG0001165	Prbh.g_01589	Praw.g_00047
OG0001166	Prbh.g_01588	Praw.g_00046
OG0001167	Prbh.g_01586	Praw.g_00045
OG0001168	Prbh.g_01585	Praw.g_00044
OG0001169	Prbh.g_01584	Praw.g_00043
OG0001170	Prbh.g_01583	Praw.g_00041
OG0001171	Prbh.g_01582	Praw.g_00040
OG0001172	Prbh.g_01580	Praw.g_00038
OG0001173	Prbh.g_01578	Praw.g_00036
OG0001174	Prbh.g_01577	Praw.g_00035
OG0001175	Prbh.g_01576	Praw.g_00034
OG0001176	Prbh.g_01574	Praw.g_00033
OG0001177	Prbh.g_01572	Praw.g_00031
OG0001178	Prbh.g_01569	Praw.g_00028
OG0001179	Prbh.g_01568	Praw.g_00027
OG0001180	Prbh.g_01567	Praw.g_00026
OG0001181	Prbh.g_01566	Praw.g_00025
OG0001182	Prbh.g_01565	Praw.g_00024
OG0001183	Prbh.g_01564	Praw.g_00023
OG0001184	Prbh.g_01562	Praw.g_00021
OG0001185	Prbh.g_01560	Praw.g_00018
OG0001186	Prbh.g_01559	Praw.g_00017
OG0001187	Prbh.g_01558	Praw.g_00016
OG0001188	Prbh.g_01557	Praw.g_00015
OG0001189	Prbh.g_01556	Praw.g_00014
OG0001190	Prbh.g_01555	Praw.g_00013
OG0001191	Prbh.g_01554	Praw.g_00012
OG0001192	Prbh.g_01553	Praw.g_00011
OG0001193	Prbh.g_01552	Praw.g_00010
OG0001194	Prbh.g_01551	Praw.g_00009
OG0001195	Prbh.g_01550	Praw.g_00008
OG0001196	Prbh.g_01549	Praw.g_00007
OG0001197	Prbh.g_01548	Praw.g_00006
OG0001198	Prbh.g_01547	Praw.g_00005
OG0001199	Prbh.g_01546	Praw.g_00004
OG0001200	Prbh.g_01545	Praw.g_00003
OG0001201	Prbh.g_01544	Praw.g_00002
OG0001202	Prbh.g_01543	Praw.g_00001
OG0001203	Prbh.g_01541	Praw.g_01192
OG0001204	Prbh.g_01539	Praw.g_01190
OG0001205	Prbh.g_01537	Praw.g_01189
OG0001206	Prbh.g_01536	Praw.g_01188
OG0001207	Prbh.g_01535	Praw.g_01187
OG0001208	Prbh.g_01534	Praw.g_01186
OG0001209	Prbh.g_01533	Praw.g_01185
OG0001210	Prbh.g_01532	Praw.g_01184
OG0001211	Prbh.g_01531	Praw.g_01183
OG0001212	Prbh.g_01530	Praw.g_01182
OG0001213	Prbh.g_01529	Praw.g_01181
OG0001214	Prbh.g_01527	Praw.g_01179
OG0001215	Prbh.g_01526	Praw.g_01178
OG0001216	Prbh.g_01525	Praw.g_01177
OG0001217	Prbh.g_01524	Praw.g_01176
OG0001218	Prbh.g_01523	Praw.g_01175
OG0001219	Prbh.g_01520	Praw.g_01172
OG0001220	Prbh.g_01519	Praw.g_01171
OG0001221	Prbh.g_01514	Praw.g_01168
OG0001222	Prbh.g_01513	Praw.g_01167
OG0001223	Prbh.g_01512	Praw.g_01166
OG0001224	Prbh.g_01510	Praw.g_01165
OG0001225	Prbh.g_01509	Praw.g_01164
OG0001226	Prbh.g_01508	Praw.g_01163
OG0001227	Prbh.g_01507	Praw.g_01162
OG0001228	Prbh.g_01506	Praw.g_01161
OG0001229	Prbh.g_01505	Praw.g_01160
OG0001230	Prbh.g_01504	Praw.g_01159
OG0001231	Prbh.g_01503	Praw.g_01158
OG0001232	Prbh.g_01501	Praw.g_01157
OG0001233	Prbh.g_01500	Praw.g_01156
OG0001234	Prbh.g_01499	Praw.g_01155
OG0001235	Prbh.g_01498	Praw.g_01154
OG0001236	Prbh.g_01496	Praw.g_01152
OG0001237	Prbh.g_01495	Praw.g_01151
OG0001238	Prbh.g_01490	Praw.g_01149
OG0001239	Prbh.g_01489	Praw.g_01148
OG0001240	Prbh.g_01488	Praw.g_01147
OG0001241	Prbh.g_01485	Praw.g_01145
OG0001242	Prbh.g_01484	Praw.g_01144
OG0001243	Prbh.g_01483	Praw.g_01143
OG0001244	Prbh.g_01482	Praw.g_01142
OG0001245	Prbh.g_01481	Praw.g_01141
OG0001246	Prbh.g_01480	Praw.g_01140
OG0001247	Prbh.g_01479	Praw.g_01139
OG0001248	Prbh.g_01478	Praw.g_01138
OG0001249	Prbh.g_01477	Praw.g_01137
OG0001250	Prbh.g_01476	Praw.g_01136
OG0001252	Prbh.g_00643	Praw.g_01297
OG0001253	Prbh.g_00632	Praw.g_01285
OG0001254	Prbh.g_00498	Praw.g_00853
OG0001255	Prbh.g_00440	Praw.g_00797
OG0001258	Prbh.g_00333	Praw.g_00650
OG0001260	Prbh.g_01046	Praw.g_01760
OG0001261	Prbh.g_00988	Praw.g_01664
OG0001262	Prbh.g_01006	Praw.g_01648
OG0001263	Prbh.g_01304	Praw.g_01627
OG0001264	Prbh.g_00877	Praw.g_01598
OG0001265	Prbh.g_01124	Praw.g_01491
OG0001266	Prbh.g_01444	Praw.g_01443
OG0001267	Prbh.g_01300	Praw.g_00218
OG0001268	Prbh.g_01286	Praw.g_00231
OG0001269	Prbh.g_01936	Praw.g_00998
OG0001270	Prbh.g_00143	Praw.g_00377
OG0001271	Prbh.g_00155	Praw.g_00388
OG0001272	Prbh.g_00802	Praw.g_00428
OG0001273	Prbh.g_00205	Praw.g_00429
OG0001274	Prbh.g_01824	Praw.g_00434
OG0001276	Prbh.g_01146	Praw.g_00463
OG0001277	Prbh.g_01815	Praw.g_00476
OG0001278	Prbh.g_01790	Praw.g_00507
OG0001279	Prbh.g_01787	Praw.g_00511
OG0001280	Prbh.g_01784	Praw.g_00514
OG0001281	Prbh.g_01714	Praw.g_01914
OG0001282	Prbh.g_01777	Praw.g_01890
OG0001283	Prbh.g_01601	Praw.g_00058
OG0001284	Prbh.g_01570	Praw.g_00029
OG0001285	Prbh.g_01540	Praw.g_01191
OG0001286	Prbh.g_01486	Praw.g_01146
OG0001287	Prbh.g_01898	Praw.g_00483
OG0001288	Prbh.g_00395	Praw.g_00710
OG0001290	Prbh.g_00750	Praw.g_01398
OG0001291	Prbh.g_00711	Praw.g_01363
OG0001292	Prbh.g_00708	Praw.g_01360
OG0001293	Prbh.g_00706	Praw.g_01358
OG0001295	Prbh.g_00662	Praw.g_01316
OG0001296	Prbh.g_00655	Praw.g_01310
OG0001297	Prbh.g_00583	Praw.g_01236
OG0001298	Prbh.g_00536	Praw.g_00890
OG0001300	Prbh.g_01356	Praw.g_00759
OG0001302	Prbh.g_01885	Praw.g_01755
OG0001303	Prbh.g_01339	Praw.g_01751
OG0001304	Prbh.g_01040	Praw.g_01476
OG0001305	Prbh.g_01035	Praw.g_01471
OG0001307	Prbh.g_01357	Praw.g_01425
OG0001308	Prbh.g_00202	Praw.g_00181
OG0001311	Prbh.g_01249	Praw.g_00262
OG0001312	Prbh.g_01937	Praw.g_00999
OG0001313	Prbh.g_00410	Praw.g_00432
OG0001314	Prbh.g_01759	Praw.g_00538
OG0001316	Prbh.g_01605	Praw.g_00062
OG0001318	Prbh.g_00640	Praw.g_01294
OG0001319	Prbh.g_00542	Praw.g_01197
OG0001321	Prbh.g_01445	Praw.g_01749
OG0001322	Prbh.g_01332	Praw.g_01716
OG0001323	Prbh.g_00867	Praw.g_01452
OG0001324	Prbh.g_00769	Praw.g_01417
OG0001325	Prbh.g_00792	Praw.g_00185
OG0001326	Prbh.g_00773	Praw.g_00951
OG0001327	Prbh.g_00201	Praw.g_00953
OG0001328	Prbh.g_01378	Praw.g_00986
OG0001330	Prbh.g_00188	Praw.g_00425
OG0001331	Prbh.g_01786	Praw.g_00512
OG0001332	Prbh.g_01734	Praw.g_00562
OG0001333	Prbh.g_01640	Praw.g_00092
OG0001334	Prbh.g_01579	Praw.g_00037
OG0001335	Prbh.g_01542	Praw.g_01193
OG0001336	Prbh.g_00653	Praw.g_01307
OG0001337	Prbh.g_00663	Praw.g_01317
OG0001338	Prbh.g_01389	Praw.g_01291
OG0001339	Prbh.g_00579	Praw.g_01232
OG0001340	Prbh.g_00531	Praw.g_00885
OG0001341	Prbh.g_00518	Praw.g_00873
OG0001342	Prbh.g_00499	Praw.g_00854
OG0001343	Prbh.g_00433	Praw.g_00791
OG0001345	Prbh.g_00398	Praw.g_00713
OG0001346	Prbh.g_00359	Praw.g_00675
OG0001347	Prbh.g_00345	Praw.g_00662
OG0001348	Prbh.g_00824	Praw.g_00644
OG0001349	Prbh.g_00321	Praw.g_00639
OG0001350	Prbh.g_00316	Praw.g_00634
OG0001351	Prbh.g_00252	Praw.g_01924
OG0001352	Prbh.g_00916	Praw.g_01840
OG0001353	Prbh.g_00556	Praw.g_01819
OG0001354	Prbh.g_01047	Praw.g_01713
OG0001355	Prbh.g_00995	Praw.g_01658
OG0001356	Prbh.g_00855	Praw.g_01613
OG0001357	Prbh.g_01112	Praw.g_01511
OG0001358	Prbh.g_01123	Praw.g_01492
OG0001359	Prbh.g_01863	Praw.g_00205
OG0001360	Prbh.g_01862	Praw.g_00206
OG0001361	Prbh.g_01228	Praw.g_00284
OG0001362	Prbh.g_01396	Praw.g_00930
OG0001364	Prbh.g_00175	Praw.g_00407
OG0001365	Prbh.g_00726	Praw.g_01049
OG0001366	Prbh.g_01744	Praw.g_00552
OG0001368	Prbh.g_01571	Praw.g_00030
OG0001369	Prbh.g_01125	Praw.g_01490
OG0001371	Prbh.g_00716	Praw.g_01367
OG0001372	Prbh.g_00714	Praw.g_01366
OG0001373	Prbh.g_00707	Praw.g_01359
OG0001374	Prbh.g_00696	Praw.g_01347
OG0001375	Prbh.g_00645	Praw.g_01300
OG0001376	Prbh.g_00546	Praw.g_01201
OG0001377	Prbh.g_00522	Praw.g_00877
OG0001378	Prbh.g_00506	Praw.g_00862
OG0001379	Prbh.g_00140	Praw.g_00770
OG0001380	Prbh.g_00932	Praw.g_00336, Praw.g_00486
OG0001381	Prbh.g_00373	Praw.g_00693
OG0001382	Prbh.g_00368	Praw.g_00687
OG0001383	Prbh.g_00319	Praw.g_00637
OG0001384	Prbh.g_00310	Praw.g_00629
OG0001385	Prbh.g_01186	Praw.g_01856
OG0001386	Prbh.g_00908	Praw.g_01848
OG0001387	Prbh.g_00910	Praw.g_01846
OG0001388	Prbh.g_00921	Praw.g_01836
OG0001389	Prbh.g_01168	Praw.g_01804
OG0001390	Prbh.g_01881	Praw.g_01761
OG0001391	Prbh.g_01050	Praw.g_01711
OG0001392	Prbh.g_00854	Praw.g_01614
OG0001393	Prbh.g_00856	Praw.g_01612
OG0001394	Prbh.g_00883	Praw.g_01592
OG0001395	Prbh.g_00886	Praw.g_01589
OG0001397	Prbh.g_01136	Praw.g_01482
OG0001398	Prbh.g_01027	Praw.g_01463
OG0001399	Prbh.g_00846	Praw.g_01454
OG0001400	Prbh.g_01345	Praw.g_01445
OG0001401	Prbh.g_00842	Praw.g_01438
OG0001402	Prbh.g_01298	Praw.g_00220
OG0001403	Prbh.g_01374	Praw.g_00982
OG0001404	Prbh.g_01139	Praw.g_01007
OG0001405	Prbh.g_00010	Praw.g_01017
OG0001406	Prbh.g_00142	Praw.g_00376
OG0001407	Prbh.g_00145	Praw.g_00379
OG0001408	Prbh.g_00189	Praw.g_00426
OG0001409	Prbh.g_01851	Praw.g_00438
OG0001410	Prbh.g_01888	Praw.g_00453
OG0001412	Prbh.g_01063	Praw.g_01558
OG0001414	Prbh.g_01861	Praw.g_01373
OG0001415	Prbh.g_00453	Praw.g_00808
OG0001416	Prbh.g_00308	Praw.g_00627
OG0001417	Prbh.g_00909	Praw.g_01847
OG0001418	Prbh.g_00804	Praw.g_01748
OG0001419	Prbh.g_01055	Praw.g_01707
OG0001420	Prbh.g_00858	Praw.g_01610
OG0001421	Prbh.g_00862	Praw.g_01607
OG0001422	Prbh.g_00794	Praw.g_01449
OG0001423	Prbh.g_01905	Praw.g_00207
OG0001424	Prbh.g_00191	Praw.g_00906
OG0001425	Prbh.g_01343	Praw.g_00445
OG0001426	Prbh.g_01491	Praw.g_01150
OG0001429	Prbh.g_01096	Praw.g_01529
OG0001431	Prbh.g_00839	Praw.g_01447
OG0001438	Prbh.g_01463	Praw.g_00156
OG0001439	Prbh.g_00985	Praw.g_01666
OG0001440	Prbh.g_01128	Praw.g_01488
OG0001441	Prbh.g_01906	Praw.g_00177
OG0001442	Prbh.g_01816	Praw.g_00194
OG0001443	Prbh.g_01301	Praw.g_00217
OG0001445	Prbh.g_01353	Praw.g_00332
OG0001446	Prbh.g_00404	Praw.g_00334
OG0001447	Prbh.g_01309	Praw.g_00335
OG0001448	Prbh.g_01399	Praw.g_00459
OG0001449	Prbh.g_00076	Praw.g_01082
OG0001452	Prbh.g_01521	Praw.g_01173
OG0001454	Prbh.g_00375	Praw.g_00765
OG0001457	Prbh.g_00941	Praw.g_01820
OG0001459	Prbh.g_00007	Praw.g_01718
OG0001460	Prbh.g_01440	Praw.g_01636
OG0001462	Prbh.g_01322	Praw.g_01500
OG0001463	Prbh.g_00369	Praw.g_01455
OG0001465	Prbh.g_01340	Praw.g_00948
OG0001468	Prbh.g_01614	Praw.g_00069
OG0001469	Prbh.g_01285	Praw.g_00232
OG0001470	Prbh.g_00459	Praw.g_00814
OG0001471	Prbh.g_01838	Praw.g_00731
OG0001472	Prbh.g_01021	Praw.g_01637
OG0001473	Prbh.g_01049	Praw.g_01628
OG0001481	Prbh.g_01264	Praw.g_00250
OG0001483	Prbh.g_01367	Praw.g_00975
OG0001484	Prbh.g_00721	Praw.g_01053
OG0001485	Prbh.g_01722	Praw.g_01920
OG0001487	Prbh.g_01458	Praw.g_01744
OG0001490	Prbh.g_01720	Praw.g_00737
OG0001505	Prbh.g_00785	Praw.g_01785
OG0001506	Prbh.g_01330	Praw.g_01430
OG0001507	Prbh.g_01302	Praw.g_00216
OG0001510	Prbh.g_01622	Praw.g_00077
OG0001516	Prbh.g_01927	Praw.g_01517
OG0001519	Prbh.g_00772	Praw.g_00745
OG0001521	Prbh.g_00725	Praw.g_01918
OG0001527	Prbh.g_01899	Praw.g_00175
OG0001530	Prbh.g_01791	Praw.g_01736
OG0001535	Prbh.g_01018	Praw.g_01640
OG0001538	Prbh.g_00810	Praw.g_00950
OG0001541	Prbh.g_00063	Praw.g_01044
OG0001546	Prbh.g_00990	Praw.g_00908
OG0001579	Prbh.g_00077	Praw.g_01102
OG0001580	Prbh.g_00035	Praw.g_01074
OG0001581	Prbh.g_00056	Praw.g_01110
OG0001588	Prbh.g_01871	Praw.g_00498
OG0001608	Prbh.g_00204	Praw.g_00488
OG0001619	Prbh.g_01348	Praw.g_01004
OG0001620	Prbh.g_01912	Praw.g_01111
OG0001622	Prbh.g_01896	Praw.g_00317
OG0001627	Prbh.g_01882	Praw.g_01776
OG0001630	Prbh.g_01917	Praw.g_00799
OG0001631	Prbh.g_01449	Praw.g_00292
OG0001632	Prbh.g_00197	Praw.g_00489
OG0001634	Prbh.g_01895	Praw.g_00318
OG0001635	Prbh.g_01894	Praw.g_00319
OG0001636	Prbh.g_01893	Praw.g_00320
OG0001637	Prbh.g_01949, Prbh.g_00791	Praw.g_01768
OG0001729	Prbh.g_01913	Praw.g_01108
OG0001822	Prbh.g_00033	Praw.g_01057
OG0001834	Prbh.g_00783	Praw.g_00324
OG0001871	Prbh.g_01402	Praw.g_00313
OG0001872	Prbh.g_01848	Praw.g_00456
OG0001924	Prbh.g_00208	Praw.g_00490
OG0001993	Prbh.g_01916	Praw.g_00800
OG0002045	Prbh.g_01844	Praw.g_00321
OG0002057	Prbh.g_00071	Praw.g_01105
OG0002134	Prbh.g_01915	Praw.g_00801
OG0002190	Prbh.g_00043	Praw.g_01056
OG0002282	Prbh.g_00036	Praw.g_01040
OG0002283	Prbh.g_00037	Praw.g_01041
