Orthogroup	Syao	Pral
OG0001186	Syao.g_02173	Pral.g_00324
OG0001187	Syao.g_02171	Pral.g_00327
OG0001188	Syao.g_02169	Pral.g_00329
OG0001189	Syao.g_02215	Pral.g_00346
OG0001190	Syao.g_02436	Pral.g_00351
OG0001191	Syao.g_02449	Pral.g_00361
OG0001192	Syao.g_02367	Pral.g_00366
OG0001193	Syao.g_02284	Pral.g_00380
OG0001194	Syao.g_02285	Pral.g_00381
OG0001195	Syao.g_02286	Pral.g_00382
OG0001196	Syao.g_02341	Pral.g_00398
OG0001197	Syao.g_02343	Pral.g_00400
OG0001198	Syao.g_02158	Pral.g_00407
OG0001200	Syao.g_02625	Pral.g_00971
OG0001201	Syao.g_02601	Pral.g_00939
OG0001203	Syao.g_00296, Syao.g_01705	Pral.g_00802
OG0001205	Syao.g_01620	Pral.g_00648
OG0001206	Syao.g_02701, Syao.g_02702	Pral.g_00626
OG0001207	Syao.g_00035	Pral.g_00615
OG0001208	Syao.g_00026	Pral.g_00609
OG0001209	Syao.g_01415	Pral.g_00555
OG0001210	Syao.g_00882	Pral.g_00550
OG0001211	Syao.g_00861	Pral.g_00540
OG0001212	Syao.g_01001	Pral.g_00493
OG0001213	Syao.g_01322	Pral.g_00458
OG0001214	Syao.g_00896	Pral.g_01438
OG0001215	Syao.g_00700	Pral.g_01751
OG0001216	Syao.g_00492	Pral.g_01727
OG0001218	Syao.g_00092	Pral.g_01308
OG0001219	Syao.g_00651	Pral.g_01660
OG0001220	Syao.g_00393	Pral.g_01542
OG0001221	Syao.g_01657	Pral.g_01788
OG0001222	Syao.g_00687	Pral.g_01605
OG0001223	Syao.g_00820	Pral.g_01610
OG0001224	Syao.g_00427	Pral.g_01565
OG0001226	Syao.g_02633	Pral.g_01320, Pral.g_00967
OG0001227	Syao.g_01047	Pral.g_01327
OG0001228	Syao.g_02256	Pral.g_01421
OG0001229	Syao.g_00220	Pral.g_01299
OG0001230	Syao.g_01503	Pral.g_01174
OG0001232	Syao.g_01664	Pral.g_00130
OG0001233	Syao.g_01643	Pral.g_00150
OG0001234	Syao.g_02035	Pral.g_00188
OG0001235	Syao.g_01863	Pral.g_00192
OG0001236	Syao.g_02261	Pral.g_00281
OG0001237	Syao.g_02265	Pral.g_00285
OG0001238	Syao.g_02451	Pral.g_00362
OG0001239	Syao.g_02620	Pral.g_00976
OG0001240	Syao.g_02669	Pral.g_00954
OG0001242	Syao.g_02576	Pral.g_00926
OG0001243	Syao.g_02584	Pral.g_00919
OG0001244	Syao.g_02477	Pral.g_00904
OG0001245	Syao.g_00362	Pral.g_01840
OG0001247	Syao.g_00390	Pral.g_01758
OG0001249	Syao.g_01882	Pral.g_00701
OG0001250	Syao.g_00556	Pral.g_01529
OG0001251	Syao.g_00641	Pral.g_01819
OG0001253	Syao.g_01220	Pral.g_01032
OG0001254	Syao.g_01426	Pral.g_00076
OG0001256	Syao.g_01572	Pral.g_01069
OG0001258	Syao.g_01561	Pral.g_00103
OG0001259	Syao.g_01645	Pral.g_00148
OG0001260	Syao.g_01623	Pral.g_00166
OG0001261	Syao.g_01814	Pral.g_00234
OG0001262	Syao.g_02213	Pral.g_00344
OG0001263	Syao.g_02541	Pral.g_00917
OG0001265	Syao.g_02574	Pral.g_00927
OG0001266	Syao.g_02465	Pral.g_00841
OG0001267	Syao.g_02063	Pral.g_00759
OG0001268	Syao.g_01871	Pral.g_00693
OG0001270	Syao.g_01733	Pral.g_00660
OG0001271	Syao.g_02685	Pral.g_00620
OG0001272	Syao.g_00120	Pral.g_00605
OG0001274	Syao.g_02401	Pral.g_00818
OG0001275	Syao.g_00806	Pral.g_01585
OG0001276	Syao.g_00450	Pral.g_01597
OG0001277	Syao.g_01334	Pral.g_01703
OG0001278	Syao.g_00265	Pral.g_01425
OG0001279	Syao.g_01528	Pral.g_00024
OG0001281	Syao.g_01454	Pral.g_01276
OG0001282	Syao.g_00037	Pral.g_01221
OG0001283	Syao.g_02335	Pral.g_00394
OG0001284	Syao.g_01587	Pral.g_01082
OG0001285	Syao.g_01010	Pral.g_00133
OG0001286	Syao.g_01835	Pral.g_00247
OG0001288	Syao.g_02187	Pral.g_00317
OG0001289	Syao.g_02649	Pral.g_00960
OG0001291	Syao.g_02551	Pral.g_00909
OG0001292	Syao.g_02111	Pral.g_00791
OG0001293	Syao.g_02091	Pral.g_00778
OG0001294	Syao.g_00948	Pral.g_00025
OG0001296	Syao.g_00163	Pral.g_00581
OG0001297	Syao.g_00159	Pral.g_00576
OG0001298	Syao.g_01043	Pral.g_00511
OG0001299	Syao.g_00942	Pral.g_01468
OG0001302	Syao.g_02711	Pral.g_01663
OG0001304	Syao.g_00466	Pral.g_01577
OG0001305	Syao.g_00382	Pral.g_01557
OG0001306	Syao.g_00141	Pral.g_01352
OG0001308	Syao.g_01500	Pral.g_01151
OG0001310	Syao.g_01681	Pral.g_00120
OG0001311	Syao.g_00452	Pral.g_01599
OG0001312	Syao.g_00635	Pral.g_01651
OG0001313	Syao.g_02692	Pral.g_01673
OG0001315	Syao.g_01853	Pral.g_01326
OG0001317	Syao.g_01701	Pral.g_00806
OG0001318	Syao.g_02099	Pral.g_00782
OG0001319	Syao.g_02075	Pral.g_00766
OG0001323	Syao.g_01392	Pral.g_00570
OG0001325	Syao.g_00487	Pral.g_01724
OG0001327	Syao.g_00953	Pral.g_01810
OG0001330	Syao.g_01444	Pral.g_01047
OG0001331	Syao.g_00042	Pral.g_01216
OG0001332	Syao.g_01244	Pral.g_01112
OG0001333	Syao.g_01649	Pral.g_00144
OG0001335	Syao.g_01913	Pral.g_00271
OG0001336	Syao.g_02336	Pral.g_00395
OG0001337	Syao.g_01893	Pral.g_00707
OG0001338	Syao.g_01890	Pral.g_00704
OG0001340	Syao.g_01892	Pral.g_00706
OG0001341	Syao.g_00602	Pral.g_01304
OG0001343	Syao.g_01235	Pral.g_01822
OG0001345	Syao.g_00179	Pral.g_01389
OG0001351	Syao.g_00060	Pral.g_00634
OG0001353	Syao.g_00439	Pral.g_01520
OG0001354	Syao.g_00833	Pral.g_01617
OG0001358	Syao.g_01343	Pral.g_00467
OG0001359	Syao.g_01234	Pral.g_01821
OG0001361	Syao.g_00182	Pral.g_01386
OG0001364	Syao.g_01969	Pral.g_00273
OG0001365	Syao.g_02441	Pral.g_00355
OG0001368	Syao.g_02118	Pral.g_01899, Pral.g_01702
OG0001369	Syao.g_02668	Pral.g_00955
OG0001371	Syao.g_02638	Pral.g_01763
OG0001372	Syao.g_00368	Pral.g_00043
OG0001375	Syao.g_01236	Pral.g_01823
OG0001379	Syao.g_01441	Pral.g_01287
OG0001380	Syao.g_00360	Pral.g_01345
OG0001394	Syao.g_00983	Pral.g_01784
OG0001398	Syao.g_02641	Pral.g_01710
OG0001401	Syao.g_00434	Pral.g_01672
OG0001402	Syao.g_01338	Pral.g_00463
OG0001403	Syao.g_02235	Pral.g_01013
OG0001405	Syao.g_01911	Pral.g_00713
OG0001407	Syao.g_00519	Pral.g_00051
OG0001411	Syao.g_01079, Syao.g_02007	Pral.g_01264
OG0001415	Syao.g_00999	Pral.g_00810
OG0001418	Syao.g_00212	Pral.g_01757
OG0001419	Syao.g_00520	Pral.g_00052
OG0001425	Syao.g_02366	Pral.g_00365
OG0001429	Syao.g_00648	Pral.g_01659
OG0001434	Syao.g_00988	Pral.g_01779
OG0001435	Syao.g_00961	Pral.g_01803
OG0001437	Syao.g_00998	Pral.g_00811
OG0001438	Syao.g_02049	Pral.g_00745
OG0001441	Syao.g_01394	Pral.g_00568
OG0001443	Syao.g_02369	Pral.g_01300
OG0001452	Syao.g_02104	Pral.g_01817
OG0001453	Syao.g_00814	Pral.g_00989
OG0001461	Syao.g_00788	Pral.g_00457
OG0001467	Syao.g_01225	Pral.g_01223
OG0001468	Syao.g_00604	Pral.g_01834
OG0001476	Syao.g_00324	Pral.g_01374
OG0001486	Syao.g_00125	Pral.g_01365
OG0001487	Syao.g_00091	Pral.g_01120
OG0001488	Syao.g_00190	Pral.g_01381
OG0001489	Syao.g_01823	Pral.g_00258
OG0001495	Syao.g_01803	Pral.g_00197
OG0001498	Syao.g_01717	Pral.g_00675
OG0001505	Syao.g_01138	Pral.g_00638
OG0001510	Syao.g_01944	Pral.g_00311
OG0001511	Syao.g_02593	Pral.g_00935
OG0001512	Syao.g_01707	Pral.g_01297
OG0001515	Syao.g_00626	Pral.g_01749
OG0001517	Syao.g_01876	Pral.g_00697
OG0001518	Syao.g_02365	Pral.g_00364
OG0001519	Syao.g_02371	Pral.g_00369
OG0001522	Syao.g_00568	Pral.g_01521
OG0001526	Syao.g_02559	Pral.g_01055
OG0001527	Syao.g_00846	Pral.g_00526
OG0001529	Syao.g_02222	Pral.g_01004
OG0001530	Syao.g_02591	Pral.g_00936
OG0001532	Syao.g_00226	Pral.g_01402
OG0001534	Syao.g_00467	Pral.g_01576
OG0001535	Syao.g_00448	Pral.g_01596
OG0001536	Syao.g_00679	Pral.g_01631
OG0001537	Syao.g_00977	Pral.g_01787
OG0001538	Syao.g_00761	Pral.g_01493
OG0001539	Syao.g_00956	Pral.g_01808
OG0001540	Syao.g_02543	Pral.g_00915
OG0001541	Syao.g_02518	Pral.g_00864
OG0001542	Syao.g_02527	Pral.g_00858
OG0001543	Syao.g_02382	Pral.g_01305
OG0001544	Syao.g_02370	Pral.g_00368
OG0001545	Syao.g_02312	Pral.g_00385
OG0001553	Syao.g_01510	Pral.g_01168
OG0001557	Syao.g_00984	Pral.g_01783
OG0001558	Syao.g_02251	Pral.g_00667, Pral.g_01676
OG0001559	Syao.g_02590	Pral.g_00937
OG0001560	Syao.g_02595	Pral.g_00947
OG0001561	Syao.g_00454	Pral.g_01601
OG0001562	Syao.g_00795	Pral.g_01589
OG0001563	Syao.g_01841	Pral.g_00242
OG0001566	Syao.g_01198	Pral.g_01767
OG0001574	Syao.g_00848	Pral.g_00528
OG0001575	Syao.g_00843	Pral.g_00523
OG0001576	Syao.g_01474	Pral.g_01268
OG0001577	Syao.g_00128	Pral.g_01362
OG0001579	Syao.g_01907	Pral.g_00709
OG0001580	Syao.g_02425	Pral.g_00997
OG0001584	Syao.g_00746	Pral.g_01478
OG0001587	Syao.g_01693	Pral.g_00168
OG0001588	Syao.g_01998	Pral.g_01229
OG0001589	Syao.g_01639, Syao.g_01640	Pral.g_00153
OG0001591	Syao.g_00950	Pral.g_01770
OG0001592	Syao.g_02426	Pral.g_00998
OG0001605	Syao.g_01284	Pral.g_01844
OG0001613	Syao.g_01854	Pral.g_00265
OG0001614	Syao.g_02144	Pral.g_00299
OG0001616	Syao.g_00174	Pral.g_01392
OG0001617	Syao.g_01201	Pral.g_01745
OG0001619	Syao.g_00690	Pral.g_01641
OG0001620	Syao.g_01864	Pral.g_00689
OG0001621	Syao.g_02103	Pral.g_00786
OG0001622	Syao.g_02334	Pral.g_00393
OG0001636	Syao.g_02229	Pral.g_01010
OG0001638	Syao.g_01684	Pral.g_00118
OG0001640	Syao.g_00502	Pral.g_01572
OG0001642	Syao.g_00233	Pral.g_01540
OG0001644	Syao.g_00474	Pral.g_01714
OG0001652	Syao.g_02253	Pral.g_01678
OG0001654	Syao.g_01697	Pral.g_01111
OG0001655	Syao.g_02660	Pral.g_01302
OG0001656	Syao.g_01908	Pral.g_00710
OG0001657	Syao.g_02491	Pral.g_00889
OG0001658	Syao.g_02435	Pral.g_01002
OG0001659	Syao.g_00020	Pral.g_00433
OG0001671	Syao.g_02387	Pral.g_01685
OG0001673	Syao.g_02713	Pral.g_00808
OG0001676	Syao.g_01895	Pral.g_00708
OG0001678	Syao.g_01938	Pral.g_00174
OG0001679	Syao.g_02566, Syao.g_02565	Pral.g_00703
OG0001691	Syao.g_00729	Pral.g_01574
OG0001692	Syao.g_01508	Pral.g_01170
OG0001694	Syao.g_02061	Pral.g_00757
OG0001703	Syao.g_00034	Pral.g_00614
OG0001717	Syao.g_02505	Pral.g_00876
OG0001729	Syao.g_01711	Pral.g_00798
OG0001731	Syao.g_01603	Pral.g_01096
OG0001737	Syao.g_02042	Pral.g_01686
OG0001748	Syao.g_02389	Pral.g_01684
OG0001761	Syao.g_00400	Pral.g_00473
OG0001782	Syao.g_01965	Pral.g_01045, Pral.g_01248
OG0001803	Syao.g_01615	Pral.g_00652
OG0001813	Syao.g_02360	Pral.g_00372
OG0001816	Syao.g_00952	Pral.g_01811
OG0001837	Syao.g_02388	Pral.g_01683
OG0001936	Syao.g_01296	Pral.g_00069
OG0001955	Syao.g_00609	Pral.g_01307
OG0001956	Syao.g_01376	Pral.g_01547
OG0001974	Syao.g_00320	Pral.g_00014
OG0002111	Syao.g_00600	Pral.g_01869
OG0002154	Syao.g_00867	Pral.g_01224
OG0002246	Syao.g_01724	Pral.g_00081
OG0002247	Syao.g_00836	Pral.g_00517
OG0002285	Syao.g_00632	Pral.g_01648
OG0002348	Syao.g_01224	Pral.g_00033
OG0002349	Syao.g_01641	Pral.g_00152
OG0002363	Syao.g_02272	Pral.g_00666
OG0002397	Syao.g_01162	Pral.g_01668
OG0002729	Syao.g_01467	Pral.g_01841
OG0003034	Syao.g_01089	Pral.g_01189
OG0003347	Syao.g_01994	Pral.g_01234
OG0004645	Syao.g_01086	Pral.g_01187
