Orthogroup	Syao	Syap
OG0001392	Syao.g_02298	Syap.g_01832
OG0001393	Syao.g_02299	Syap.g_01831
OG0001394	Syao.g_00983	Syap.g_00159
OG0001395	Syao.g_00470	Syap.g_00531
OG0001396	Syao.g_02726	Syap.g_02537
OG0001398	Syao.g_02641	Syap.g_02356
OG0001401	Syao.g_00434	Syap.g_01844
OG0001406	Syao.g_00616	Syap.g_01989
OG0001408	Syao.g_01384	Syap.g_01862
OG0001411	Syao.g_02007	Syap.g_00853
OG0001412	Syao.g_02122	Syap.g_02535
OG0001415	Syao.g_00999	Syap.g_00447, Syap.g_00446
OG0001418	Syao.g_00212	Syap.g_00221
OG0001420	Syao.g_01403	Syap.g_02736
OG0001422	Syao.g_00284	Syap.g_01682
OG0001425	Syao.g_02366	Syap.g_01024
OG0001432	Syao.g_01219	Syap.g_01967
OG0001433	Syao.g_00300	Syap.g_00790
OG0001434	Syao.g_00988	Syap.g_00167
OG0001435	Syao.g_00961	Syap.g_01259
OG0001436	Syao.g_01990	Syap.g_01711
OG0001436	Syao.g_01102	Syap.g_01703
OG0001437	Syao.g_00998	Syap.g_00448
OG0001438	Syao.g_02049	Syap.g_01346, Syap.g_01630
OG0001439	Syao.g_02026	Syap.g_01674
OG0001441	Syao.g_01394	Syap.g_02749
OG0001443	Syao.g_02369	Syap.g_01006
OG0001444	Syao.g_02664	Syap.g_00761
OG0001447	Syao.g_02585	Syap.g_02218
OG0001452	Syao.g_02104	Syap.g_01590
OG0001453	Syao.g_00814	Syap.g_02687
OG0001456	Syao.g_00708	Syap.g_01828
OG0001457	Syao.g_00709	Syap.g_01826
OG0001458	Syao.g_00710	Syap.g_01825
OG0001459	Syao.g_00583	Syap.g_00351
OG0001460	Syao.g_00299	Syap.g_00789
OG0001461	Syao.g_00788	Syap.g_02707
OG0001470	Syao.g_02175	Syap.g_01138
OG0001474	Syao.g_01870	Syap.g_00562
OG0001475	Syao.g_02177	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Syao.g_01873	Syap.g_00565
OG0001487	Syao.g_00091	Syap.g_00699
OG0001488	Syao.g_00190	Syap.g_00209
OG0001489	Syao.g_01823	Syap.g_00603
OG0001492	Syao.g_00268	Syap.g_02441
OG0001493	Syao.g_00260	Syap.g_02433
OG0001495	Syao.g_01803	Syap.g_01921
OG0001498	Syao.g_01717	Syap.g_02044, Syap.g_02043
OG0001502	Syao.g_00526	Syap.g_00833
OG0001507	Syao.g_00874	Syap.g_00227
OG0001508	Syao.g_02174	Syap.g_00808
OG0001510	Syao.g_01944	Syap.g_01117
OG0001511	Syao.g_02593	Syap.g_02629, Syap.g_02676
OG0001512	Syao.g_01707	Syap.g_01151, Syap.g_01152
OG0001515	Syao.g_00626	Syap.g_00906
OG0001516	Syao.g_00939	Syap.g_01964
OG0001517	Syao.g_01876	Syap.g_00568
OG0001518	Syao.g_02365	Syap.g_01026
OG0001519	Syao.g_02371	Syap.g_02079
OG0001527	Syao.g_00846	Syap.g_00287, Syap.g_00292
OG0001528	Syao.g_02176	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Syao.g_02222	Syap.g_01809
OG0001530	Syao.g_02591	Syap.g_02627
OG0001533	Syao.g_01731	Syap.g_02326
OG0001534	Syao.g_00467	Syap.g_00534
OG0001535	Syao.g_00448	Syap.g_01875
OG0001536	Syao.g_00679	Syap.g_02018
OG0001537	Syao.g_00977	Syap.g_00153
OG0001538	Syao.g_00761	Syap.g_00199
OG0001539	Syao.g_00956	Syap.g_02370
OG0001540	Syao.g_02543	Syap.g_02214
OG0001541	Syao.g_02518	Syap.g_01187
OG0001542	Syao.g_02527	Syap.g_01177
OG0001543	Syao.g_02382	Syap.g_01417, Syap.g_01416
OG0001546	Syao.g_01397	Syap.g_02745
OG0001547	Syao.g_00570	Syap.g_00840, Syap.g_00839
OG0001553	Syao.g_01510	Syap.g_02121
OG0001557	Syao.g_00984	Syap.g_00162
OG0001558	Syao.g_02251	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syao.g_00795	Syap.g_02700
OG0001563	Syao.g_01841	Syap.g_00473
OG0001564	Syao.g_00883	Syap.g_00876
OG0001567	Syao.g_00571	Syap.g_00838
OG0001568	Syao.g_00569	Syap.g_00842
OG0001570	Syao.g_00286	Syap.g_00438
OG0001574	Syao.g_00848	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syao.g_00128	Syap.g_00232
OG0001578	Syao.g_02304	Syap.g_01818
OG0001580	Syao.g_02425	Syap.g_01340, Syap.g_01341
OG0001584	Syao.g_00746	Syap.g_00183
OG0001587	Syao.g_01693	Syap.g_02669
OG0001590	Syao.g_00889	Syap.g_00889
OG0001592	Syao.g_02426	Syap.g_01342
OG0001613	Syao.g_01854	Syap.g_00597
OG0001614	Syao.g_02144	Syap.g_01101
OG0001616	Syao.g_00174	Syap.g_01884
OG0001618	Syao.g_00481	Syap.g_00518
OG0001619	Syao.g_00690	Syap.g_01752
OG0001620	Syao.g_01864	Syap.g_00557
OG0001621	Syao.g_02103	Syap.g_01592
OG0001622	Syao.g_02334	Syap.g_02601
OG0001624	Syao.g_01257	Syap.g_02494
OG0001634	Syao.g_00945	Syap.g_01956
OG0001635	Syao.g_02183	Syap.g_01127
OG0001636	Syao.g_02229	Syap.g_01797
OG0001637	Syao.g_01361	Syap.g_01945, Syap.g_01946
OG0001638	Syao.g_01684	Syap.g_01778
OG0001641	Syao.g_00816	Syap.g_02685
OG0001642	Syao.g_00233	Syap.g_00530
OG0001643	Syao.g_00899	Syap.g_00902
OG0001644	Syao.g_00474	Syap.g_00346
OG0001645	Syao.g_01270	Syap.g_00668
OG0001647	Syao.g_02073	Syap.g_01370
OG0001652	Syao.g_02253	Syap.g_02634
OG0001654	Syao.g_01697	Syap.g_00753
OG0001657	Syao.g_02491	Syap.g_02175
OG0001658	Syao.g_02435	Syap.g_00131
OG0001659	Syao.g_00020	Syap.g_01892
OG0001660	Syao.g_02724	Syap.g_02148, Syap.g_02632, Syap.g_02673
OG0001669	Syao.g_01817	Syap.g_01283
OG0001672	Syao.g_02631	Syap.g_02553, Syap.g_02554
OG0001673	Syao.g_02713	Syap.g_01163
OG0001675	Syao.g_00802, Syao.g_01175	Syap.g_02698
OG0001677	Syao.g_01850	Syap.g_00592
OG0001678	Syao.g_01938	Syap.g_02678
OG0001679	Syao.g_02566, Syao.g_02565	Syap.g_02521
OG0001680	Syao.g_01679	Syap.g_01772
OG0001682	Syao.g_00483	Syap.g_00516
OG0001692	Syao.g_01508	Syap.g_02120
OG0001694	Syao.g_02061	Syap.g_01358
OG0001700	Syao.g_00307	Syap.g_00975
OG0001714	Syao.g_01099	Syap.g_01040
OG0001715	Syao.g_00278	Syap.g_00665
OG0001717	Syao.g_02505	Syap.g_01200
OG0001729	Syao.g_01711	Syap.g_02666
OG0001730	Syao.g_01008	Syap.g_00770
OG0001731	Syao.g_01603	Syap.g_00029
OG0001732	Syao.g_02197	Syap.g_02315
OG0001733	Syao.g_00310	Syap.g_00794
OG0001735	Syao.g_00929	Syap.g_00095
OG0001737	Syao.g_02042	Syap.g_01637
OG0001738	Syao.g_02011	Syap.g_01657
OG0001739	Syao.g_02306	Syap.g_01815, Syap.g_01816
OG0001741	Syao.g_01258	Syap.g_02493
OG0001748	Syao.g_02389	Syap.g_01911
OG0001750	Syao.g_01324	Syap.g_00764
OG0001751	Syao.g_02714	Syap.g_01164
OG0001752	Syao.g_01694	Syap.g_02670
OG0001753	Syao.g_02301	Syap.g_02534
OG0001754	Syao.g_01363	Syap.g_01949, Syap.g_01948
OG0001755	Syao.g_00153	Syap.g_00250
OG0001760	Syao.g_00294	Syap.g_02651
OG0001762	Syao.g_00809	Syap.g_02692
OG0001764	Syao.g_00565	Syap.g_02336
OG0001766	Syao.g_02036	Syap.g_01328
OG0001767	Syao.g_01100	Syap.g_01036
OG0001768	Syao.g_02533	Syap.g_02275
OG0001769	Syao.g_00916	Syap.g_00643
OG0001771	Syao.g_01406	Syap.g_00329
OG0001783	Syao.g_01952	Syap.g_01108, Syap.g_01471
OG0001786	Syao.g_01584	Syap.g_00311, Syap.g_01210
OG0001787	Syao.g_01411	Syap.g_01454
OG0001788	Syao.g_01414	Syap.g_01449
OG0001789	Syao.g_01434	Syap.g_01482, Syap.g_01481
OG0001790	Syao.g_00134	Syap.g_00238
OG0001796	Syao.g_00440	Syap.g_01850, Syap.g_01852
OG0001797	Syao.g_00698	Syap.g_00947
OG0001798	Syao.g_01332	Syap.g_01291
OG0001799	Syao.g_00913	Syap.g_00638
OG0001800	Syao.g_01529	Syap.g_00771
OG0001801	Syao.g_01535	Syap.g_02110
OG0001804	Syao.g_01718	Syap.g_02045, Syap.g_02046
OG0001806	Syao.g_02074	Syap.g_02337
OG0001808	Syao.g_01964	Syap.g_01055
OG0001809	Syao.g_02614	Syap.g_01685
OG0001811	Syao.g_02525	Syap.g_01180
OG0001812	Syao.g_02427	Syap.g_01343
OG0001813	Syao.g_02360	Syap.g_02086
OG0001814	Syao.g_02344	Syap.g_01166, Syap.g_00125
OG0001815	Syao.g_00732	Syap.g_01801
OG0001838	Syao.g_02153	Syap.g_00064, Syap.g_00537
OG0001839	Syao.g_02233	Syap.g_01794
OG0001840	Syao.g_02216	Syap.g_00978
OG0001841	Syao.g_02209	Syap.g_00987
OG0001843	Syao.g_02143	Syap.g_01100
OG0001844	Syao.g_02142	Syap.g_01099
OG0001845	Syao.g_02140	Syap.g_01094
OG0001846	Syao.g_02577	Syap.g_02226
OG0001847	Syao.g_02575	Syap.g_02230
OG0001848	Syao.g_02571	Syap.g_02236
OG0001849	Syao.g_02648	Syap.g_02364
OG0001850	Syao.g_02634	Syap.g_02550
OG0001851	Syao.g_02627	Syap.g_01700
OG0001852	Syao.g_02626	Syap.g_01699
OG0001853	Syao.g_02619	Syap.g_01691
OG0001854	Syao.g_01703	Syap.g_01157
OG0001856	Syao.g_01580	Syap.g_01216
OG0001857	Syao.g_01583	Syap.g_01212
OG0001858	Syao.g_01608	Syap.g_00025
OG0001859	Syao.g_00046	Syap.g_02516
OG0001860	Syao.g_00032	Syap.g_02262
OG0001861	Syao.g_00119	Syap.g_02248
OG0001862	Syao.g_00107	Syap.g_00276
OG0001863	Syao.g_00101	Syap.g_00272
OG0001864	Syao.g_01420	Syap.g_01974
OG0001865	Syao.g_01030	Syap.g_00651
OG0001866	Syao.g_01058	Syap.g_01522
OG0001867	Syao.g_01056	Syap.g_01524
OG0001868	Syao.g_01468	Syap.g_01495
OG0001869	Syao.g_00129	Syap.g_00233
OG0001870	Syao.g_00215	Syap.g_00224
OG0001871	Syao.g_00207	Syap.g_00217
OG0001872	Syao.g_00269	Syap.g_02442
OG0001873	Syao.g_00173	Syap.g_01885
OG0001874	Syao.g_00176	Syap.g_01882
OG0001877	Syao.g_00627	Syap.g_00905
OG0001878	Syao.g_00805	Syap.g_02695
OG0001879	Syao.g_00811	Syap.g_02690
OG0001883	Syao.g_00713	Syap.g_01741
OG0001884	Syao.g_00637	Syap.g_01733
OG0001885	Syao.g_00586	Syap.g_02792
OG0001886	Syao.g_00564	Syap.g_02335
OG0001887	Syao.g_00200	Syap.g_01245
OG0001888	Syao.g_00989	Syap.g_00168
OG0001889	Syao.g_00772	Syap.g_02724
OG0001890	Syao.g_00533	Syap.g_00825
OG0001891	Syao.g_00528	Syap.g_00832
OG0001893	Syao.g_01331	Syap.g_01290
OG0001894	Syao.g_00893	Syap.g_00893
OG0001895	Syao.g_01532	Syap.g_02658
OG0001896	Syao.g_01729	Syap.g_02053
OG0001897	Syao.g_01867	Syap.g_00559
OG0001898	Syao.g_01883	Syap.g_00577
OG0001899	Syao.g_01816	Syap.g_00484
OG0001900	Syao.g_02090	Syap.g_02355
OG0001901	Syao.g_02089	Syap.g_02354
OG0001902	Syao.g_02057	Syap.g_01354
OG0001903	Syao.g_02048	Syap.g_01631
OG0001904	Syao.g_01971	Syap.g_02063
OG0001905	Syao.g_01961	Syap.g_01060
OG0001906	Syao.g_02544	Syap.g_02213
OG0001908	Syao.g_02521	Syap.g_01185
OG0001909	Syao.g_02531	Syap.g_02279
OG0001910	Syao.g_02393	Syap.g_01907
OG0001912	Syao.g_02446	Syap.g_01042
OG0001913	Syao.g_02448	Syap.g_01032
OG0001915	Syao.g_02195	Syap.g_02313
OG0001924	Syao.g_01347	Syap.g_00381
OG0001925	Syao.g_01348	Syap.g_00382
OG0001926	Syao.g_01349	Syap.g_00383
OG0001927	Syao.g_01350	Syap.g_00384
OG0001929	Syao.g_02202	Syap.g_00994
OG0001932	Syao.g_02145	Syap.g_01102
OG0001935	Syao.g_02624	Syap.g_01697
OG0001937	Syao.g_01595	Syap.g_00037
OG0001938	Syao.g_00030	Syap.g_00731, Syap.g_02259
OG0001942	Syao.g_00531	Syap.g_00831
OG0001943	Syao.g_00219	Syap.g_00645
OG0001944	Syao.g_00203	Syap.g_02662
OG0001946	Syao.g_00622	Syap.g_01058
OG0001947	Syao.g_02380	Syap.g_01412
OG0001956	Syao.g_01376	Syap.g_01978
OG0001970	Syao.g_02546	Syap.g_02212
OG0001979	Syao.g_00525	Syap.g_00834
OG0001994	Syao.g_01346	Syap.g_00380
OG0001998	Syao.g_01370	Syap.g_00747
OG0001999	Syao.g_01650	Syap.g_01375
OG0002002	Syao.g_00270	Syap.g_02443
OG0002009	Syao.g_00980	Syap.g_00155
OG0002010	Syao.g_00074	Syap.g_00002
OG0002011	Syao.g_00258	Syap.g_02399
OG0002013	Syao.g_02640	Syap.g_02542
OG0002015	Syao.g_01091	Syap.g_02069
OG0002016	Syao.g_02386	Syap.g_00102
OG0002017	Syao.g_02281	Syap.g_02099
OG0002019	Syao.g_02146	Syap.g_01103
OG0002020	Syao.g_02320	Syap.g_02581
OG0002021	Syao.g_02322	Syap.g_02584
OG0002022	Syao.g_02323	Syap.g_02585
OG0002023	Syao.g_02324	Syap.g_02588
OG0002039	Syao.g_00189	Syap.g_00208
OG0002046	Syao.g_02693	Syap.g_02164
OG0002047	Syao.g_01714	Syap.g_02039, Syap.g_02154
OG0002048	Syao.g_01855	Syap.g_00598
OG0002049	Syao.g_01932	Syap.g_01926
OG0002056	Syao.g_02046	Syap.g_01633, Syap.g_01632
OG0002107	Syao.g_00544	Syap.g_00420
OG0002113	Syao.g_02232	Syap.g_01795
OG0002114	Syao.g_01360	Syap.g_01982
OG0002116	Syao.g_01590	Syap.g_00044
OG0002122	Syao.g_01336	Syap.g_01294
OG0002129	Syao.g_01516	Syap.g_02529
OG0002130	Syao.g_01435	Syap.g_01480
OG0002131	Syao.g_02321	Syap.g_02582
OG0002134	Syao.g_02134	Syap.g_01088, Syap.g_01087
OG0002135	Syao.g_01666	Syap.g_01395, Syap.g_01402
OG0002136	Syao.g_01667	Syap.g_01396, Syap.g_01403
OG0002139	Syao.g_00289	Syap.g_02429
OG0002142	Syao.g_01536	Syap.g_02112, Syap.g_02111
OG0002143	Syao.g_00701	Syap.g_02578
OG0002144	Syao.g_01325	Syap.g_00772, Syap.g_00773
OG0002156	Syao.g_01358	Syap.g_01621
OG0002160	Syao.g_01628	Syap.g_01501
OG0002168	Syao.g_02381	Syap.g_01411
OG0002169	Syao.g_01713	Syap.g_02038, Syap.g_02152
OG0002172	Syao.g_02390	Syap.g_01910
OG0002173	Syao.g_02475	Syap.g_01420
OG0002174	Syao.g_02282	Syap.g_02100
OG0002179	Syao.g_01956	Syap.g_01062
OG0002180	Syao.g_02056	Syap.g_01353
OG0002181	Syao.g_02086	Syap.g_02350
OG0002182	Syao.g_01586	Syap.g_00309
OG0002184	Syao.g_02647	Syap.g_02363
OG0002185	Syao.g_02635	Syap.g_02549
OG0002186	Syao.g_01668	Syap.g_01404
OG0002187	Syao.g_01669	Syap.g_01398
OG0002188	Syao.g_01562	Syap.g_00616
OG0002189	Syao.g_01563	Syap.g_00615
OG0002190	Syao.g_01604	Syap.g_00028
OG0002192	Syao.g_00188	Syap.g_00207
OG0002194	Syao.g_00259	Syap.g_02432
OG0002195	Syao.g_00970	Syap.g_01249
OG0002196	Syao.g_00742	Syap.g_00179
OG0002197	Syao.g_00817	Syap.g_02684
OG0002198	Syao.g_00917	Syap.g_00644, Syap.g_00405
OG0002199	Syao.g_00912	Syap.g_00637
OG0002200	Syao.g_01487	Syap.g_02466
OG0002201	Syao.g_01060	Syap.g_01520
OG0002202	Syao.g_01061	Syap.g_01519
OG0002203	Syao.g_01062	Syap.g_01518
OG0002204	Syao.g_01028	Syap.g_00440
OG0002205	Syao.g_01049	Syap.g_01315
OG0002206	Syao.g_00840	Syap.g_01301
OG0002207	Syao.g_00850	Syap.g_00297
OG0002208	Syao.g_00033	Syap.g_02263
OG0002209	Syao.g_01869	Syap.g_00561
OG0002210	Syao.g_01846	Syap.g_00588
OG0002211	Syao.g_01812	Syap.g_00480
OG0002212	Syao.g_02424	Syap.g_01338
OG0002214	Syao.g_02337	Syap.g_02604
OG0002225	Syao.g_00543	Syap.g_00419
OG0002229	Syao.g_02126	Syap.g_00858
OG0002235	Syao.g_00737	Syap.g_00176
OG0002241	Syao.g_02694	Syap.g_02165
OG0002247	Syao.g_00836	Syap.g_01305
OG0002257	Syao.g_01262	Syap.g_00660
OG0002260	Syao.g_00288	Syap.g_02428
OG0002292	Syao.g_02539	Syap.g_02266
OG0002296	Syao.g_00069	Syap.g_02008
OG0002301	Syao.g_00358	Syap.g_00675
OG0002302	Syao.g_00048	Syap.g_02512
OG0002308	Syao.g_01549	Syap.g_00624
OG0002309	Syao.g_00562	Syap.g_01843
OG0002341	Syao.g_02416	Syap.g_01330
OG0002343	Syao.g_02113	Syap.g_01581
OG0002347	Syao.g_01659	Syap.g_01387
OG0002349	Syao.g_01641	Syap.g_01515
OG0002353	Syao.g_00769	Syap.g_02729
OG0002355	Syao.g_00396	Syap.g_02330
OG0002357	Syao.g_01568	Syap.g_01434, Syap.g_01433
OG0002358	Syao.g_01734	Syap.g_02358
OG0002359	Syao.g_00077	Syap.g_00006
OG0002360	Syao.g_00430	Syap.g_01823
OG0002375	Syao.g_01082	Syap.g_00880
OG0002382	Syao.g_00117	Syap.g_02246
OG0002389	Syao.g_01819	Syap.g_00600
OG0002391	Syao.g_02580	Syap.g_02223
OG0002396	Syao.g_01785	Syap.g_00507
OG0002404	Syao.g_02109	Syap.g_01585
OG0002406	Syao.g_00462	Syap.g_00435
OG0002409	Syao.g_02278	Syap.g_02093
OG0002410	Syao.g_02330	Syap.g_02593
OG0002411	Syao.g_00790	Syap.g_02704
OG0002430	Syao.g_01485	Syap.g_00317
OG0002431	Syao.g_01484	Syap.g_02126
OG0002440	Syao.g_01351	Syap.g_01874
OG0002443	Syao.g_00395	Syap.g_01627
OG0002464	Syao.g_02632	Syap.g_02552
OG0002466	Syao.g_01627	Syap.g_01500
OG0002474	Syao.g_00443	Syap.g_01855, Syap.g_02768
OG0002475	Syao.g_00076	Syap.g_00005
OG0002506	Syao.g_00332	Syap.g_01555
OG0002519	Syao.g_02260	Syap.g_00778
OG0002527	Syao.g_01306	Syap.g_02372
OG0002528	Syao.g_01304	Syap.g_02374
OG0002537	Syao.g_02536	Syap.g_02270
OG0002539	Syao.g_02450	Syap.g_01029
OG0002541	Syao.g_01847	Syap.g_00589
OG0002545	Syao.g_02422	Syap.g_01546
OG0002547	Syao.g_00524	Syap.g_00837
OG0002548	Syao.g_00326	Syap.g_00409
OG0002588	Syao.g_01115	Syap.g_02162
OG0002592	Syao.g_02412	Syap.g_01327
OG0002593	Syao.g_01699	Syap.g_00754
OG0002601	Syao.g_01305	Syap.g_02373
OG0002611	Syao.g_02258	Syap.g_01065
OG0002615	Syao.g_01318	Syap.g_00714, Syap.g_00695, Syap.g_00713
OG0002628	Syao.g_01958	Syap.g_01081
OG0002634	Syao.g_01706	Syap.g_01153
OG0002645	Syao.g_00904	Syap.g_01443
OG0002648	Syao.g_01409	Syap.g_01456
OG0002649	Syao.g_01408	Syap.g_01457
OG0002650	Syao.g_01407	Syap.g_01458
OG0002668	Syao.g_01807, Syao.g_01365	Syap.g_01445
OG0002670	Syao.g_01942	Syap.g_02305
OG0002675	Syao.g_00692	Syap.g_01751
OG0002678	Syao.g_00221	Syap.g_00151
OG0002684	Syao.g_02372	Syap.g_02123
OG0002687	Syao.g_01104	Syap.g_02131
OG0002699	Syao.g_02002	Syap.g_01710
OG0002722	Syao.g_01112, Syao.g_01111, Syao.g_01996, Syao.g_01986	Syap.g_01285
OG0002723	Syao.g_01078	Syap.g_01265
OG0002731	Syao.g_00468	Syap.g_00533
OG0002744	Syao.g_01241	Syap.g_00841
OG0002753	Syao.g_00614	Syap.g_00775
OG0002760	Syao.g_01207	Syap.g_01472, Syap.g_01529
OG0002762	Syao.g_02411	Syap.g_01536
OG0002763	Syao.g_01421	Syap.g_00366, Syap.g_01973
OG0002764	Syao.g_00613	Syap.g_01993
OG0002766	Syao.g_01095	Syap.g_00627
OG0002797	Syao.g_00380	Syap.g_01788
OG0002844	Syao.g_01987	Syap.g_01000, Syap.g_00861
OG0002855	Syao.g_00306	Syap.g_00780
OG0002870	Syao.g_02639	Syap.g_02543
OG0002872	Syao.g_02537	Syap.g_02269
OG0002881	Syao.g_01094	Syap.g_02062
OG0002882	Syao.g_01167, Syao.g_01071	Syap.g_02400
OG0002996	Syao.g_02470	Syap.g_00104
OG0002997	Syao.g_01177	Syap.g_00339
OG0002999	Syao.g_00172	Syap.g_01886
OG0003000	Syao.g_01514	Syap.g_02532
OG0003007	Syao.g_00321	Syap.g_00777
OG0003010	Syao.g_01980	Syap.g_00868
OG0003067	Syao.g_01557	Syap.g_01865
OG0003128	Syao.g_00740	Syap.g_00177
OG0003134	Syao.g_02642	Syap.g_02357
OG0003146	Syao.g_00244	Syap.g_01985
OG0003149	Syao.g_01480	Syap.g_01943
OG0003150	Syao.g_01479	Syap.g_01944
OG0003216	Syao.g_02127	Syap.g_00855
OG0003222	Syao.g_01114	Syap.g_01282
OG0003223	Syao.g_02001	Syap.g_01709
OG0003319	Syao.g_00402	Syap.g_00214
OG0003322	Syao.g_00309	Syap.g_00783
OG0003323	Syao.g_00441	Syap.g_01851, Syap.g_01853
OG0003324	Syao.g_00348	Syap.g_01317
OG0003329	Syao.g_02346	Syap.g_00123, Syap.g_02309
OG0003330	Syao.g_01963	Syap.g_01057
OG0003332	Syao.g_00133	Syap.g_00237
OG0003407	Syao.g_01124	Syap.g_01273, Syap.g_00726
OG0003418	Syao.g_02125	Syap.g_00873
OG0003579	Syao.g_00442	Syap.g_01854
OG0003580	Syao.g_00550	Syap.g_00816
OG0003581	Syao.g_00549	Syap.g_00817
OG0003582	Syao.g_00548	Syap.g_00818
OG0003583	Syao.g_00938	Syap.g_01965
OG0003584	Syao.g_00886	Syap.g_00887
OG0003585	Syao.g_00872	Syap.g_01935
OG0003586	Syao.g_00851	Syap.g_00298
OG0003587	Syao.g_01052	Syap.g_01312
OG0003589	Syao.g_00415	Syap.g_01431
OG0003590	Syao.g_01014	Syap.g_00918, Syap.g_00956
OG0003591	Syao.g_01063	Syap.g_01517
OG0003597	Syao.g_02141	Syap.g_01096
OG0003598	Syao.g_02088	Syap.g_02353
OG0003602	Syao.g_00240	Syap.g_02622
OG0003603	Syao.g_00214	Syap.g_00223
OG0003604	Syao.g_00142	Syap.g_00246
OG0003605	Syao.g_02673	Syap.g_02762
OG0003786	Syao.g_01119	Syap.g_01281
OG0003793	Syao.g_01103	Syap.g_01702
OG0003956	Syao.g_00607	Syap.g_01863
OG0003970	Syao.g_00001	Syap.g_00799, Syap.g_00798
OG0003971	Syao.g_00003	Syap.g_00804
OG0003974	Syao.g_01548	Syap.g_00625
OG0003975	Syao.g_01547	Syap.g_00626
OG0003983	Syao.g_00205	Syap.g_00216
OG0003987	Syao.g_02675	Syap.g_00948, Syap.g_00911
OG0004407	Syao.g_00403	Syap.g_00386, Syap.g_02575
OG0004410	Syao.g_01476	Syap.g_02285
OG0004416	Syao.g_00595	Syap.g_00659
OG0004431	Syao.g_00628	Syap.g_00395
OG0004976	Syao.g_01940	Syap.g_02677
OG0005202	Syao.g_00477	Syap.g_00522
OG0005207	Syao.g_00730	Syap.g_00323
OG0005209	Syao.g_00707	Syap.g_01743
OG0005248	Syao.g_01383	Syap.g_00396, Syap.g_00321
