Orthogroup	Syao	Prak
OG0001184	Syao.g_02264	Prak.g_01821
OG0001185	Syao.g_02147	Prak.g_01837
OG0001186	Syao.g_02173	Prak.g_01861
OG0001187	Syao.g_02171	Prak.g_01864
OG0001188	Syao.g_02169	Prak.g_01866
OG0001189	Syao.g_02215	Prak.g_01883
OG0001190	Syao.g_02436	Prak.g_01888
OG0001191	Syao.g_02449	Prak.g_01898
OG0001192	Syao.g_02367	Prak.g_01903
OG0001193	Syao.g_02284	Prak.g_01915
OG0001194	Syao.g_02285	Prak.g_01916
OG0001195	Syao.g_02286	Prak.g_01917
OG0001196	Syao.g_02341	Prak.g_01933
OG0001197	Syao.g_02343	Prak.g_01935
OG0001198	Syao.g_02158	Prak.g_01942
OG0001199	Syao.g_02623	Prak.g_00079
OG0001200	Syao.g_02625	Prak.g_00081
OG0001201	Syao.g_02601	Prak.g_00114
OG0001202	Syao.g_02461	Prak.g_00212
OG0001203	Syao.g_00296, Syao.g_01705	Prak.g_00254
OG0001204	Syao.g_02117	Prak.g_00260
OG0001205	Syao.g_01620	Prak.g_00407
OG0001206	Syao.g_02701, Syao.g_02702	Prak.g_00427
OG0001207	Syao.g_00035	Prak.g_00438
OG0001208	Syao.g_00026	Prak.g_00443
OG0001209	Syao.g_01415	Prak.g_00494
OG0001210	Syao.g_00882	Prak.g_00499
OG0001211	Syao.g_00861	Prak.g_00510
OG0001212	Syao.g_01001	Prak.g_00557
OG0001213	Syao.g_01322	Prak.g_00592
OG0001214	Syao.g_00896	Prak.g_01106
OG0001215	Syao.g_00700	Prak.g_00818
OG0001216	Syao.g_00492	Prak.g_00839
OG0001218	Syao.g_00092	Prak.g_01235
OG0001219	Syao.g_00651	Prak.g_00944
OG0001220	Syao.g_00393	Prak.g_00901
OG0001221	Syao.g_01657	Prak.g_00781
OG0001222	Syao.g_00687	Prak.g_01023
OG0001223	Syao.g_00820	Prak.g_00991
OG0001224	Syao.g_00427	Prak.g_00924
OG0001226	Syao.g_02633	Prak.g_00600
OG0001227	Syao.g_01047	Prak.g_01220
OG0001228	Syao.g_02256	Prak.g_01122
OG0001229	Syao.g_00220	Prak.g_01234
OG0001230	Syao.g_01503	Prak.g_01384
OG0001231	Syao.g_02254	Prak.g_00384
OG0001232	Syao.g_01664	Prak.g_01668
OG0001233	Syao.g_01643	Prak.g_01688
OG0001234	Syao.g_02035	Prak.g_01725
OG0001235	Syao.g_01863	Prak.g_01729
OG0001236	Syao.g_02261	Prak.g_01818
OG0001237	Syao.g_02265	Prak.g_01822
OG0001238	Syao.g_02451	Prak.g_01899
OG0001239	Syao.g_02620	Prak.g_00076
OG0001240	Syao.g_02669	Prak.g_00097
OG0001242	Syao.g_02576	Prak.g_00127
OG0001243	Syao.g_02584	Prak.g_00134
OG0001244	Syao.g_02477	Prak.g_00149
OG0001245	Syao.g_00362	Prak.g_01211
OG0001247	Syao.g_00390	Prak.g_00811
OG0001249	Syao.g_01882	Prak.g_00353
OG0001250	Syao.g_00556	Prak.g_00888
OG0001251	Syao.g_00641	Prak.g_00749
OG0001252	Syao.g_00507	Prak.g_00929
OG0001253	Syao.g_01220	Prak.g_00603
OG0001254	Syao.g_01426	Prak.g_01552
OG0001255	Syao.g_00920	Prak.g_01190
OG0001256	Syao.g_01572	Prak.g_01480
OG0001258	Syao.g_01561	Prak.g_01641
OG0001259	Syao.g_01645	Prak.g_01686
OG0001260	Syao.g_01623	Prak.g_01703
OG0001261	Syao.g_01814	Prak.g_01771
OG0001262	Syao.g_02213	Prak.g_01881
OG0001263	Syao.g_02541	Prak.g_00136
OG0001265	Syao.g_02574	Prak.g_00126
OG0001266	Syao.g_02465	Prak.g_00216
OG0001267	Syao.g_02063	Prak.g_00298
OG0001268	Syao.g_01871	Prak.g_00361
OG0001270	Syao.g_01733	Prak.g_00396
OG0001271	Syao.g_02685	Prak.g_00433
OG0001272	Syao.g_00120	Prak.g_00447
OG0001274	Syao.g_02401	Prak.g_00240
OG0001275	Syao.g_00806	Prak.g_01001
OG0001276	Syao.g_00450	Prak.g_01015
OG0001277	Syao.g_01334	Prak.g_01921
OG0001278	Syao.g_00265	Prak.g_01118
OG0001279	Syao.g_01528	Prak.g_00668
OG0001281	Syao.g_01454	Prak.g_01282
OG0001282	Syao.g_00037	Prak.g_01330
OG0001283	Syao.g_02335	Prak.g_01930
OG0001284	Syao.g_01587	Prak.g_01466
OG0001285	Syao.g_01010	Prak.g_01671
OG0001286	Syao.g_01835	Prak.g_01784
OG0001288	Syao.g_02187	Prak.g_01854
OG0001289	Syao.g_02649	Prak.g_00091
OG0001291	Syao.g_02551	Prak.g_00144
OG0001292	Syao.g_02111	Prak.g_00265
OG0001293	Syao.g_02091	Prak.g_00278
OG0001295	Syao.g_00878	Prak.g_01514
OG0001296	Syao.g_00163	Prak.g_00470
OG0001297	Syao.g_00159	Prak.g_00475
OG0001298	Syao.g_01043	Prak.g_00537
OG0001299	Syao.g_00942	Prak.g_01075
OG0001302	Syao.g_02711	Prak.g_00940
OG0001303	Syao.g_00649	Prak.g_01607
OG0001304	Syao.g_00466	Prak.g_01028
OG0001305	Syao.g_00382	Prak.g_00916
OG0001306	Syao.g_00141	Prak.g_01187
OG0001308	Syao.g_01500	Prak.g_01401
OG0001310	Syao.g_01681	Prak.g_01658
OG0001311	Syao.g_00452	Prak.g_01017
OG0001312	Syao.g_00635	Prak.g_00953
OG0001314	Syao.g_01276	Prak.g_00635
OG0001315	Syao.g_01853	Prak.g_01225
OG0001317	Syao.g_01701	Prak.g_00250
OG0001318	Syao.g_02099	Prak.g_00274
OG0001319	Syao.g_02075	Prak.g_00291
OG0001323	Syao.g_01392	Prak.g_00480
OG0001325	Syao.g_00487	Prak.g_01058
OG0001327	Syao.g_00953	Prak.g_00758
OG0001328	Syao.g_00198	Prak.g_01258
OG0001329	Syao.g_00876	Prak.g_01604
OG0001330	Syao.g_01444	Prak.g_01497
OG0001331	Syao.g_00042	Prak.g_01335
OG0001332	Syao.g_01244	Prak.g_01437
OG0001333	Syao.g_01649	Prak.g_01682
OG0001335	Syao.g_01913	Prak.g_01807
OG0001337	Syao.g_01893	Prak.g_00348
OG0001338	Syao.g_01890	Prak.g_00351
OG0001340	Syao.g_01892	Prak.g_00349
OG0001341	Syao.g_00602	Prak.g_01227
OG0001343	Syao.g_01235	Prak.g_00746
OG0001345	Syao.g_00179	Prak.g_01152
OG0001349	Syao.g_01074	Prak.g_01353
OG0001351	Syao.g_00060	Prak.g_00419
OG0001353	Syao.g_00439	Prak.g_00878
OG0001354	Syao.g_00833	Prak.g_00983
OG0001359	Syao.g_01234	Prak.g_00747
OG0001364	Syao.g_01969	Prak.g_01809
OG0001365	Syao.g_02441	Prak.g_01892
OG0001368	Syao.g_02118	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syao.g_02668	Prak.g_00096
OG0001371	Syao.g_02638	Prak.g_00806
OG0001372	Syao.g_00368	Prak.g_00601
OG0001375	Syao.g_01236	Prak.g_00745
OG0001379	Syao.g_01441	Prak.g_01271
OG0001380	Syao.g_00360	Prak.g_01237
OG0001382	Syao.g_00766	Prak.g_01240
OG0001394	Syao.g_00983	Prak.g_00785
OG0001398	Syao.g_02641	Prak.g_01537
OG0001401	Syao.g_00434	Prak.g_00883
OG0001402	Syao.g_01338	Prak.g_00586
OG0001403	Syao.g_02235	Prak.g_00031
OG0001407	Syao.g_00519	Prak.g_01244
OG0001411	Syao.g_01079, Syao.g_02007	Prak.g_00066
OG0001415	Syao.g_00999	Prak.g_00247
OG0001418	Syao.g_00212	Prak.g_00812
OG0001419	Syao.g_00520	Prak.g_01243
OG0001422	Syao.g_00284	Prak.g_01247
OG0001423	Syao.g_00722	Prak.g_00645
OG0001425	Syao.g_02366	Prak.g_01902
OG0001429	Syao.g_00648	Prak.g_00945
OG0001433	Syao.g_00300	Prak.g_01632
OG0001434	Syao.g_00988	Prak.g_00790
OG0001435	Syao.g_00961	Prak.g_00766
OG0001437	Syao.g_00998	Prak.g_00246
OG0001443	Syao.g_02369	Prak.g_01233
OG0001460	Syao.g_00299	Prak.g_01631
OG0001461	Syao.g_00788	Prak.g_00057
OG0001467	Syao.g_01225	Prak.g_01324
OG0001468	Syao.g_00604	Prak.g_00737
OG0001476	Syao.g_00324	Prak.g_01165
OG0001477	Syao.g_00408	Prak.g_00691
OG0001486	Syao.g_00125	Prak.g_01174
OG0001487	Syao.g_00091	Prak.g_01431
OG0001488	Syao.g_00190	Prak.g_01159
OG0001489	Syao.g_01823	Prak.g_01795
OG0001496	Syao.g_00410	Prak.g_00689
OG0001497	Syao.g_00409	Prak.g_00690
OG0001498	Syao.g_01717	Prak.g_00380
OG0001505	Syao.g_01138	Prak.g_00695
OG0001510	Syao.g_01944	Prak.g_01848
OG0001511	Syao.g_02593	Prak.g_00118
OG0001512	Syao.g_01707	Prak.g_01229
OG0001513	Syao.g_02457	Prak.g_01577
OG0001514	Syao.g_00411	Prak.g_00688
OG0001515	Syao.g_00626	Prak.g_00820
OG0001517	Syao.g_01876	Prak.g_00357
OG0001518	Syao.g_02365	Prak.g_01901
OG0001519	Syao.g_02371	Prak.g_01906
OG0001522	Syao.g_00568	Prak.g_00879
OG0001525	Syao.g_00881	Prak.g_01610
OG0001526	Syao.g_02559	Prak.g_00061
OG0001527	Syao.g_00846	Prak.g_00523
OG0001529	Syao.g_02222	Prak.g_00041
OG0001530	Syao.g_02591	Prak.g_00117
OG0001532	Syao.g_00226	Prak.g_01141
OG0001534	Syao.g_00467	Prak.g_01029
OG0001535	Syao.g_00448	Prak.g_01013
OG0001536	Syao.g_00679	Prak.g_00969
OG0001537	Syao.g_00977	Prak.g_00782
OG0001538	Syao.g_00761	Prak.g_00850
OG0001539	Syao.g_00956	Prak.g_00760
OG0001540	Syao.g_02543	Prak.g_00138
OG0001541	Syao.g_02518	Prak.g_00192
OG0001542	Syao.g_02527	Prak.g_00198
OG0001543	Syao.g_02382	Prak.g_01263
OG0001544	Syao.g_02370	Prak.g_01905
OG0001545	Syao.g_02312	Prak.g_01920
OG0001557	Syao.g_00984	Prak.g_00786
OG0001559	Syao.g_02590	Prak.g_00116
OG0001560	Syao.g_02595	Prak.g_00105
OG0001561	Syao.g_00454	Prak.g_01019
OG0001562	Syao.g_00795	Prak.g_01006
OG0001563	Syao.g_01841	Prak.g_01779
OG0001564	Syao.g_00883	Prak.g_00060
OG0001566	Syao.g_01198	Prak.g_00803
OG0001572	Syao.g_00721	Prak.g_00669
OG0001574	Syao.g_00848	Prak.g_00521
OG0001575	Syao.g_00843	Prak.g_00526
OG0001576	Syao.g_01474	Prak.g_01291
OG0001577	Syao.g_00128	Prak.g_01177
OG0001579	Syao.g_01907	Prak.g_00346
OG0001580	Syao.g_02425	Prak.g_00048
OG0001584	Syao.g_00746	Prak.g_01065
OG0001587	Syao.g_01693	Prak.g_01705
OG0001588	Syao.g_01998	Prak.g_00387
OG0001589	Syao.g_01639, Syao.g_01640	Prak.g_01690
OG0001591	Syao.g_00950	Prak.g_00799
OG0001592	Syao.g_02426	Prak.g_00047
OG0001605	Syao.g_01284	Prak.g_00722
OG0001614	Syao.g_02144	Prak.g_01836
OG0001616	Syao.g_00174	Prak.g_01149
OG0001617	Syao.g_01201	Prak.g_00824
OG0001619	Syao.g_00690	Prak.g_00962
OG0001620	Syao.g_01864	Prak.g_00365
OG0001621	Syao.g_02103	Prak.g_00270
OG0001622	Syao.g_02334	Prak.g_01929
OG0001636	Syao.g_02229	Prak.g_00035
OG0001638	Syao.g_01684	Prak.g_01656
OG0001640	Syao.g_00502	Prak.g_00932
OG0001641	Syao.g_00816	Prak.g_00994
OG0001642	Syao.g_00233	Prak.g_00899
OG0001643	Syao.g_00899	Prak.g_01103
OG0001644	Syao.g_00474	Prak.g_01048
OG0001654	Syao.g_01697	Prak.g_01438
OG0001656	Syao.g_01908	Prak.g_00345
OG0001657	Syao.g_02491	Prak.g_00167
OG0001658	Syao.g_02435	Prak.g_00043
OG0001659	Syao.g_00020	Prak.g_01517
OG0001669	Syao.g_01817	Prak.g_01295, Prak.g_01587
OG0001676	Syao.g_01895	Prak.g_00347
OG0001678	Syao.g_01938	Prak.g_01712
OG0001679	Syao.g_02566, Syao.g_02565	Prak.g_00352
OG0001691	Syao.g_00729	Prak.g_00934
OG0001693	Syao.g_00389	Prak.g_01589
OG0001701	Syao.g_02561	Prak.g_00062
OG0001717	Syao.g_02505	Prak.g_00684
OG0001733	Syao.g_00310	Prak.g_01629
OG0001769	Syao.g_00916	Prak.g_01224
OG0001771	Syao.g_01406	Prak.g_01572
OG0001917	Syao.g_00449	Prak.g_01014
OG0001955	Syao.g_00609	Prak.g_01525
OG0001956	Syao.g_01376	Prak.g_00906
OG0001996	Syao.g_02237	Prak.g_00029
OG0002003	Syao.g_01337	Prak.g_00720
OG0002019	Syao.g_02146	Prak.g_01520
OG0002122	Syao.g_01336	Prak.g_00719
OG0002246	Syao.g_01724	Prak.g_01593
OG0002348	Syao.g_01224	Prak.g_01511
OG0002389	Syao.g_01819	Prak.g_01799
OG0002397	Syao.g_01162	Prak.g_01004
OG0002433	Syao.g_00363	Prak.g_01536
OG0002588	Syao.g_01115	Prak.g_01370
OG0002703	Syao.g_01120	Prak.g_00697
OG0002729	Syao.g_01467	Prak.g_01492
OG0002821	Syao.g_02562	Prak.g_00063
OG0002822	Syao.g_02560	Prak.g_00064
OG0002835	Syao.g_00611	Prak.g_01596
